194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"1","太平洋、北極海和印度洋","6","0","2","4110","6","22826","21360","24230","這個的名稱是什麼？","太平洋、北極海和印度洋","亞洲分別瀕臨哪三座海洋？","27915","4","24179","6","太平洋印度","6","6"
"1","特級EXP藥水","6","4114","1","4114","2","29305","88","80","這個道具的名稱是？","特級EXP藥水","提升角色EXP的強化道具。使用後增加7500的EXP。","69","4","32026","2","特級EXP","2","6"
"1","究極EXP藥水","6","0","1","4117","2","31350","88","80","這個的名稱是什麼？","究極EXP藥水","提升角色EXP的強化道具。使用後增加37500的EXP。","69","4","26997","2","究極EXP","2","6"
"1","藥水產生器","6","4125","1","4125","6","34277","29983","22120","這個的名稱是什麼？","","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。","29986","4","27700","6","藥水產生器","6","6"
"1","11000","1","0","2","4126","1","49","48","48","這是多少？","","將11223在「百位數」進行無條件捨去後的數字。","48","4","49","1","11000","1","1"
"2","雲海的魔物肉","6","4127","1","4127","6","38642","29289","32905","這個的名稱是什麼？","雲海的魔物肉","征服「雲海山脈」的證明。可放置在公會小屋的家具。","39764","4","28023","6","雲海魔物肉","6","6"
"2","好朋友X Mk-Ⅱ","6","4128","1","4128","2","22909","77","107","這個的名稱是什麼？","好朋友X Mk-Ⅱ","","21451","4","26379","6","好朋友Mk","3","6"
"2","底格里斯河","6","0","2","4134","6","24213","26031","27827","這個的名稱是什麼？","","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。","37324","4","26684","6","底格里斯河","6","6"
"1","萬有引力定律","6","0","2","4138","6","33836","23450","24459","這個的名稱是什麼？","萬有引力定律","「萬物皆有互相吸引的力量」的法則。","24341","4","26377","6","萬有引定律","6","6"
"2","都卜勒效應","6","0","2","4139","6","37117","25928","25033","這個的名稱是什麼？","","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。","21202","4","21340","6","都卜勒效應","6","6"
"3","幼發拉底河","6","0","2","4140","6","24188","24213","27827","這個的名稱是什麼？","","被認為是文明的起源地之一。流經敘利亞和伊拉克。","25289","4","30332","6","幼發拉底河","6","6"
"3","卡菲克盧本島","6","0","2","4141","6","21345","30439","26412","這個的名稱是什麼？","卡菲克盧本島","位於美洲最北邊陸地，全球最靠北邊的陸地。","20811","4","33778","6","卡菲克盧本","6","6"
"2","牛頓第一運動定律","6","0","2","4143","6","29275","36939","21205","這個的名稱是什麼？","牛頓第一運動定律","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。","19968","4","38931","6","牛頓一運動","6","6"
"2","牛頓第二運動定律","6","0","2","4144","6","29275","36939","21205","這個的名稱是什麼？","牛頓第二運動定律","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。","20108","4","38931","6","牛頓二運動","6","6"
"2","牛頓第三運動定律","6","0","2","4145","6","29275","36939","21205","這個的名稱是什麼？","牛頓第三運動定律","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。","19977","4","38931","6","牛頓三運動","6","6"
"3","蛋白質=Protein","3","0","2","4146","3","114","101","105","這個的名稱是什麼？","蛋白質=Protein","這種營養素的英文稱呼。","116","4","111","3","rotei","3","3"
"1","迷你精靈石住","6","4147","1","4147","6","36855","38728","30707","這個的名稱是什麼？","迷你精靈石住","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。","31934","4","20320","6","迷你精靈石","6","6"
"2","百慕達三角洲","6","0","2","4148","6","30334","19977","35282","這個的名稱是什麼？","百慕達三角洲","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。","36948","4","24917","6","百慕達三角","6","6"
"1","上級精練石","6","4150","1","4150","6","19978","32244","30707","這個的名稱是什麼？","","用來強化角色裝備的道具。使用後會增加60點裝備強化值。","31934","4","32026","6","上級精練石","6","6"
"1","女神的秘石","6","4151","1","4151","6","22899","31192","30707","這個的名稱是什麼？","","用來在商店購買記憶碎片的道具。","30340","4","31070","6","女神的秘石","6","6"
"3","NaHCO3","3","0","2","4152","2","78","67","79","這個的名稱是什麼？","NaHCO3","碳酸氫鈉的化學式：","72","4","97","2","NaHCO","2","2"
"3","碳氫化合物","6","0","2","4153","6","30899","21512","29289","這個的名稱是什麼？","","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。","21270","4","27691","6","碳氫化合物","6","6"
"2","莫比烏斯環","6","0","2","4154","6","33707","26031","29872","這個的名稱是什麼？","","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。","28879","4","27604","6","莫比烏斯環","6","6"
"2","菲律賓群島","6","0","2","4155","6","33778","32676","23798","這個的名稱是什麼？","","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。","36051","4","24459","6","菲律賓群島","6","6"
"2","空調\n=空氣調節設備","6","0","2","4156","6","27683","35373","20633","這個未經省略的全稱是？","空氣調節設備","","31680","4","35519","6","氣調節設備","6","6"
"3","放射性同位素","6","0","2","4157","6","23556","20301","32032","這個的名稱是什麼？","放射性同位素","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？","21516","4","24615","6","射性同位素","6","6"
"2","直升機停機坪","6","0","2","4158","6","30452","20572","27231","這個的名稱是什麼？","直升機停機坪","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。","27231","4","21319","6","直升機停機","6","6"
"2","克卜勒第一運動定律","6","0","2","4159","6","20811","31532","19968","這個的名稱是什麼？","克卜勒第一運動定律","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。","21202","4","21340","6","克卜勒第一","6","6"
"3","兩步驟驗證","6","0","2","4160","6","20841","39511","35657","這個的名稱是什麼？","","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。","39519","4","27493","6","兩步驟驗證","6","6"
"2","克卜勒第二運動定律","6","0","2","4161","6","20811","31532","20108","這個的名稱是什麼？","克卜勒第二運動定律","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。","21202","4","21340","6","克卜勒第二","6","6"
"3","原核生物界","6","0","2","4162","6","21407","29289","30028","這個的名稱是什麼？","","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？","29983","4","26680","6","原核生物界","6","6"
"3","同位素=Isotope","3","0","2","4163","3","111","112","101","這個的名稱是什麼？","同位素=Isotope","這個化學用語用英文該怎麼說？","111","4","116","3","otope","3","3"
"2","經濟艙症候群","6","0","2","4164","6","32147","20505","32676","這個的名稱是什麼？","經濟艙症候群","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。","30151","4","28639","6","經濟症候群","6","6"
"2","原生生物界","6","0","2","4165","6","21407","29289","30028","這個的名稱是什麼？","","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？","29983","4","29983","6","原生生物界","6","6"
"2","Jupiter","3","0","2","4166","3","112","101","114","這個的名稱是什麼？","Jupiter","「木星」的英文名。","116","4","105","3","piter","3","3"
"3","同素異形體","6","0","2","4167","6","21516","24418","39636","這個的名稱是什麼？","","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？","30064","4","32032","6","同素異形體","6","6"
"2","藻類植物、蘚苔類植物、蕨類植物、種子植物","6","0","2","4168","6","34330","34152","63952","這個的名稱是什麼？","藻類植物、蘚苔類植物、蕨類植物、種子植物","植物分為四大類：","63952","4","33492","6","蘚苔類蕨類","6","6"
"2","石油和天然氣","6","0","2","4169","6","30707","28982","27683","這個的名稱是什麼？","石油和天然氣","□□和□□□是烴類的主要來源。","22825","4","27833","6","石油天然氣","6","6"
"3","天然氣和石油氣","6","0","2","4170","6","28982","27833","27683","這個的名稱是什麼？","天然氣和石油氣","常見的家用氣體燃料為天□□和□□□。","30707","4","27683","6","然氣石油氣","6","6"
"2","75%濃度","1","0","2","4171","6","55","28611","24230","這個是多少？","","多少濃度的乙醇水溶液殺菌效果最佳？","37","4","53","6","75%濃度","6","1"
"2","VR=虛擬實境=Virtual Reality","3","0","2","4172","3","105","117","97","這個未經省略的全稱是？","VR=虛擬實境=Virtual Reality","","116","4","114","3","irtua","3","3"
"3","AR=擴增實境=Augmented Reality","3","0","2","4173","3","65","109","101","這個的名稱是什麼？","AR=擴增實境=Augmented Reality","「VR」是「虛擬實境」。那「AR」是？","103","4","117","3","Augme","3","2"
"1","Red、Blue、Green","3","0","2","4175","3","71","101","110","這個的名稱是什麼？","Red、Blue、Green","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)","101","4","114","3","Green","3","2"
"3","有機酸、醇、酯化反應","6","0","2","4176","6","26377","37255","37231","空格需填入？","有機酸、醇、酯化反應","酯類可經由□□□和□反應產生，稱為□化反應。","37240","4","27231","6","有機酸醇酯","6","6"
"3","日蝕=Solar eclipse","3","0","2","4177","3","83","97","114","這個的名稱是什麼？","日蝕=Solar eclipse","","108","4","111","3","Solar","3","2"
"2","空間行為學","6","0","2","4178","6","31354","28858","23416","這個的名稱是什麼？","","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。","34892","4","38291","6","空間行為學","6","6"
"3","Venus","3","0","2","4179","3","86","117","115","這個的名稱是什麼？","","「金星」的英文。","110","4","101","3","Venus","3","2"
"3","卡里古拉效應","6","0","2","4180","6","37324","25928","25033","這個的名稱是什麼？","卡里古拉效應","被告知「不要做」，反而會變得想做的心理現象。","25289","4","21476","6","里古拉效應","6","6"
"1","麥克風=Microphone","3","0","2","4181","3","77","114","111","這個未經省略的全稱是？","麥克風=Microphone","","99","4","105","3","Micro","3","2"
"1","Earth","3","0","2","4182","3","69","116","104","這個的名稱是什麼？","","「地球」的英文。","114","4","97","3","Earth","3","2"
"3","巴夫洛夫的狗","6","0","2","4183","6","24052","22827","29399","這個的名稱是什麼？","巴夫洛夫的狗","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。","27931","4","22827","6","巴夫洛夫狗","6","6"
"1","Install⇔Uninstall","3","0","2","4184","3","73","116","97","這個的名稱是什麼？","Install⇔Uninstall","","115","4","110","3","Insta","3","2"
"3","Z⇒X⇒C⇒V⇒B⇒N","2","0","2","4185","2","88","66","78","這個的名稱是什麼？","Z⇒X⇒C⇒V⇒B⇒N","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？","86","4","67","2","XCVBN","2","2"
"2","Control","3","0","2","4186","3","111","114","111","這個的名稱是什麼？","Control","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？","116","4","110","3","ontro","3","3"
"1","複製貼上=Copy&Paste","3","0","2","4187","3","80","116","101","這個未經省略的全稱是？","複製貼上=Copy&Paste","","115","4","97","3","Paste","3","2"
"2","3.5吋磁碟機","1","0","2","4188","6","51","30913","30879","這個的名稱是什麼？","3.5吋磁碟機","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。","21515","4","53","6","35吋磁碟","6","1"
"3","Mercury","3","0","2","4189","3","101","117","114","這個的名稱是什麼？","Mercury","「水星」的英文。","99","4","114","3","ercur","3","3"
"2","碳水化合物","6","0","2","4190","6","30899","21512","29289","這個的名稱是什麼？","","醣類是由碳、氫、氧元素所構成，又能稱為？","21270","4","27700","6","碳水化合物","6","6"
"1","碳=C、氫=H、氧=O、氮=N和硫=S","6","0","2","4191","6","30899","27694","30827","這個的名稱是什麼？","碳=C、氫=H、氧=O、氮=N和硫=S","蛋白質的主要組成元素為：","27687","4","27691","6","碳氫氧氮硫","6","6"
"1","動物性脂肪","6","0","2","4192","6","21205","33026","32938","這個的名稱是什麼？","","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？","24615","4","29289","6","動物性脂肪","6","6"
"1","心血管疾病","6","0","2","4193","6","24515","30142","30149","這個的名稱是什麼？","","攝取過多的脂肪會造成肥胖，引起什麼疾病？","31649","4","34880","6","心血管疾病","6","6"
"1","最大公因數","6","0","2","4194","6","26368","22240","25976","這個的名稱是什麼？","","意指可整除兩個相異數字的「因數」中的最大數。","20844","4","22823","6","最大公因數","6","6"
"1","最小公倍數","6","0","2","4195","6","26368","20493","25976","這個的名稱是什麼？","","意指兩個相異數字的共同「倍數」中的最小數。","20844","4","23567","6","最小公倍數","6","6"
"1","等腰三角形","6","0","2","4196","6","31561","35282","24418","這個的名稱是什麼？","","三角形的其中兩邊長度相等，稱為：","19977","4","33136","6","等腰三角形","6","6"
"2","直徑×圓周率","6","0","2","4197","6","30452","21608","29575","這個的名稱是什麼？","直徑×圓周率","該如何求出圓周長呢？","22291","4","24465","6","直徑圓周率","6","6"
"3","分速600公尺","1","0","2","4198","6","54","20844","23610","這個問題的答案是？","分速600公尺","若「秒速為10公尺」，「分速」則為幾公尺呢？","48","4","48","1","600公尺","6","1"
"1","植物性脂肪","6","0","2","4199","6","26893","33026","32938","這個的唸法是什麼？","","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？","24615","4","29289","6","植物性脂肪","6","6"
"3","精靈族之村","6","4200","1","4200","6","31934","20043","26449","這個地點的名稱是？","","","26063","4","38728","6","精靈族之村","6","6"
"2","氫氧化鈉、皂化反應","6","0","2","4201","6","27691","37385","30338","這個的名稱是什麼？","氫氧化鈉、皂化反應","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。","21270","4","27687","6","氫氧化鈉皂","6","6"
