35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9
"41290","1","0","0","0","0","據說能使厄莉絲突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","厄莉絲專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41293","1","0","0","0","0","據說能使優妮（冬日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優妮（冬日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41294","1","0","0","0","0","據說能使克蘿依（冬日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","克蘿依（冬日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41295","1","0","0","0","0","據說能使琪愛兒（冬日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","琪愛兒（冬日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41296","1","0","0","0","0","據說能使安涅默涅突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","安涅默涅專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41297","1","0","0","0","0","據說能使涅妃‧涅羅突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","涅妃‧涅羅專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41298","1","0","0","0","0","據說能使真琴（指揮官）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","真琴（指揮官）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41299","1","0","0","0","0","據說能使惠理子（指揮官）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","惠理子（指揮官）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41300","1","0","0","0","0","據說能使倭突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","倭專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41301","1","0","0","0","0","據說能使若菜突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","若菜專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41302","1","0","0","0","0","據說能使布武機突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","布武機專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41307","1","0","0","0","0","據說能使鏡華（春日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鏡華（春日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41308","1","0","0","0","0","據說能使鈴莓（春日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鈴莓（春日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41309","1","0","0","0","0","據說能使庫露露突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","庫露露專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41310","1","0","0","0","0","據說能使真步（夢想樂園）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","真步（夢想樂園）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41311","1","0","0","0","0","據說能使涅婭（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","涅婭（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41312","1","0","0","0","0","據說能使美空（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美空（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41316","1","0","0","0","0","據說能使莉莉（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","莉莉（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41317","1","0","0","0","0","據說能使愛梅斯（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","愛梅斯（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41318","1","0","0","0","0","據說能使帆稀（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","帆稀（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41319","1","0","0","0","0","據說能使愛蜜莉雅（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","愛蜜莉雅（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41320","1","0","0","0","0","據說能使艾姬多娜（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","艾姬多娜（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41321","1","0","0","0","0","據說能使雷姆（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","雷姆（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41322","1","0","0","0","0","據說能使望（鍊金術師）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","望（鍊金術師）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41323","1","0","0","0","0","據說能使露易絲瑪莉突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","露易絲瑪莉專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41324","1","0","0","0","0","據說能使彩羽突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","彩羽專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41325","1","0","0","0","0","據說能使苑突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","苑專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41328","1","0","0","0","0","據說能使萊拉耶爾（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","萊拉耶爾（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41329","1","0","0","0","0","據說能使伊緒（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","伊緒（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41330","1","0","0","0","0","據說能使格蕾斯突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","格蕾斯專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41331","1","0","0","0","0","據說能使薇歐莉特突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","薇歐莉特專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41332","1","0","0","0","0","據說能使莫妮卡（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","莫妮卡（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41335","1","0","0","0","0","據說能使咲戀（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","咲戀（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41336","1","0","0","0","0","-2146826273","梅杜莎專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41337","1","0","0","0","0","-2146826273","拉比林斯達（始源）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41338","1","0","0","0","0","-2146826273","似似花（始源）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41339","1","0","0","0","0","-2146826273","克莉絲提娜（始源）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41340","1","0","0","0","0","據說能使菲歐突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","菲歐專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41343","1","0","0","0","0","-2146826273","蘭法（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41344","1","0","0","0","0","據說能使千歌（祭服）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","千歌（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41345","1","0","0","0","0","據說能使克蘿茜（航空）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","克蘿茜（航空）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41346","1","0","0","0","0","據說能使碧（駕駛員）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","碧（駕駛員）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41347","1","0","0","0","0","據說能使鳳凰突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鳳凰專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41348","1","0","0","0","0","據說能使紡希（吉歐‧格黑納）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","紡希（吉歐‧格黑納）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41349","1","0","0","0","0","據說能使華音突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","華音專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41350","1","0","0","0","0","據說能使厄莉絲（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","厄莉絲（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41351","1","0","0","0","0","據說能使雪菲（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","雪菲（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41352","1","0","0","0","0","據說能使普蕾西亞（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","普蕾西亞（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41353","1","0","0","0","0","據說能使愛可璃亞（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","可璃亞（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41354","1","0","0","0","0","據說能使安涅默涅（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","安涅默涅（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41355","1","0","0","0","0","據說能使埃拉突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","埃拉專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41356","1","0","0","0","0","據說能使志那都突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","志那都專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41357","1","0","0","0","0","據說能使日和（薩拉薩利亞）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","日和（薩拉薩利亞）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41358","1","0","0","0","0","據說能使雪野突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","雪野專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41359","1","0","0","0","0","據說能使剎鬼突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","剎鬼專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41360","1","0","0","0","0","據說能使阿剌克涅突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","阿剌克涅專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41361","1","0","0","0","0","據說能使櫻突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","櫻專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41362","1","0","0","0","0","據說能使拿娜突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","拿娜專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41363","1","0","0","0","0","據說能使美空（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美空（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41364","1","0","0","0","0","據說能使優衣（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優衣（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41365","1","0","0","0","0","據說能使靜流（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","靜流（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41371","1","0","0","0","0","據說能使妮諾（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","妮諾（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41374","1","0","0","0","0","據說能使霞（修女）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","霞（修女）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41376","1","0","0","0","0","據說能使可可蘿（嚮導幼君）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","可可蘿（嚮導幼君）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41379","1","0","0","0","0","據說能使璃乃（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","璃乃（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41380","1","0","0","0","0","據說能使薇歐莉特（黃泉鯨命）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","薇歐莉特（黃泉鯨命）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
