154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"0.5","1","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","104711","11","10","25314","0","1","25314095","0"
"","","","0","91","","25314","","","25314096",""
"","","","0","22","","25314","","","25314097",""
"","","bgm_M321_2C","bgm_M321","25","","26214","","","26214001",""
"wac_birthday_idle_normal","-1000","103811","1","1","250","26214","0","-70","26214002","2"
"wac_birthday_idle_smile","200","103311","1","1","256","26214","1","-270","26214003","2"
"wac_birthday_idle_kyapi","315","105211","1","1","258","26214","1","-310","26214004","2"
"wac_birthday_idle_normal","450","102611","1","1","257","26214","1","-290","26214005","2"
"","","300","103811","13","","26214","","","26214006",""
"","","300","103311","13","","26214","","","26214007",""
"","","300","105211","13","","26214","","","26214008",""
"","","300","102611","13","","26214","","","26214009",""
"","0","600","600","31","0","26214","","1","26214010","1"
"","0","602","602","31","0","26214","","1","26214011","0"
"","0","603","603","31","0","26214","","1","26214012","0"
"","60","604","604","31","30","26214","","1","26214013","1"
"","0","614","614","31","0","26214","","1","26214014","1"
"","0","700","700","31","0","26214","","1","26214015","0"
"","0","701","701","31","0","26214","","1","26214016","0"
"","0","702","702","31","0","26214","","1","26214017","0"
"","0","800","800","31","0","26214","","1","26214018","0"
"","60","942","942","31","30","26214","","1","26214019","1"
"","","","1","93","","26214","","","26214020",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","105211","3","0","26214","0.2","1","26214021","0.2"
"","","","0.1","93","","26214","","","26214022",""
"","wac_birthday_reaction_01","wac_birthday_reaction_03","103311","3","0","26214","0.2","1","26214023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","102611","3","0","26214","0.2","1","26214024","0.2"
"","","","0.3","93","","26214","","","26214025",""
"","","wac_birthday_run_01","103811","3","1","26214","","","26214026","0.2"
"","3","0","103811","2","-70","26214","","","26214027",""
"","","","2.5","93","","26214","","","26214028",""
"","","1","602","32","","26214","","","26214029",""
"","","","0.6","93","","26214","","","26214030",""
"","","0","600","32","","26214","","","26214031",""
"","","0","614","32","","26214","","","26214032",""
"","","0","604","32","","26214","","","26214033",""
"","","1","701","32","","26214","","","26214034",""
"","0.01","0","942","33","0","26214","","","26214035",""
"","wac_birthday_wish_05","wac_birthday_blowout_03","103811","3","0","26214","0.2","1","26214036","0.2"
"","0.01","-200","103811","2","-330","26214","","","26214037",""
"","","wac_birthday_idle_smile","103311","3","1","26214","","","26214038","0.2"
"","0.01","180","103311","2","-320","26214","","","26214039",""
"","","wac_birthday_idle_kyapi","105211","3","1","26214","","","26214040","0.2"
"","0.01","285","105211","2","-360","26214","","","26214041",""
"","","wac_birthday_idle_normal","102611","3","1","26214","","","26214042","0.2"
"","0.01","425","102611","2","-340","26214","","","26214043",""
"","","","0","93","","26214","","","26214044",""
"","","1","800","32","","26214","","","26214045",""
"","","","0.7","93","","26214","","","26214046",""
"","","1","702","32","","26214","","","26214047",""
"","","","0.5","93","","26214","","","26214048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","26214","","","26214049",""
"","","0","701","32","","26214","","","26214050",""
"","","","0.4","93","","26214","","","26214051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","26214","","","26214052",""
"","","1","700","32","","26214","","","26214053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","26214","","","26214054",""
"","wac_birthday_idle_smile","wac_birthday_clap","103311","3","0","26214","0.2","1","26214055","0.2"
"","","","0.1","93","","26214","","","26214056",""
"","wac_birthday_idle_kyapi","wac_birthday_clap","105211","3","0","26214","0.2","1","26214057","0.2"
"","","","0.1","93","","26214","","","26214058",""
"","wac_birthday_idle_normal","wac_birthday_clap","102611","3","0","26214","0.2","1","26214059","0.2"
"","","","2","93","","26214","","","26214060",""
"","","","1","131","","26214","","","26214061",""
"","0","vo_wac_26214_000","vo_wac_26214","21","0","26214","","","26214062",""
"0.5","1","哇，這感覺是\n繪本裡會出現的那種\n大蛋糕耶，莫非是為了\n我的生日……？","103811","11","10","26214","0","1","26214063","0"
"","","","0","91","","26214","","","26214064",""
"","","wac_birthday_idle_wish","103811","3","1","26214","","","26214065","0.2"
"","","wac_birthday_talk_smile","103311","3","1","26214","","","26214066","0.2"
"","0","vo_wac_26214_001","vo_wac_26214","21","0","26214","","","26214067",""
"0.5","1","就是啊！\n生日快樂，栞栞！\n這個蛋糕使用了妳最愛的\n牧場特製食材喔！","103311","11","10","26214","0","1","26214068","0"
"","","","0","91","","26214","","","26214069",""
"","","wac_birthday_idle_smile","103311","3","1","26214","","","26214070","0.2"
"","","wac_birthday_talk_kyapi","105211","3","1","26214","","","26214071","0.2"
"","0","vo_wac_26214_002","vo_wac_26214","21","0","26214","","","26214072",""
"0.5","1","除了我，他和小鈴\n也都很用心準備喔♪\n呵呵，大家都說是為了小栞～\n所以卯足了全力呢。","105211","11","10","26214","0","1","26214073","0"
"","","","26214073","91","","26214","","","26214074",""
"","","wac_birthday_idle_kyapi","105211","3","1","26214","","","26214075","0.2"
"","","wac_birthday_talk_normal","102611","3","1","26214","","","26214076","0.2"
"","0","vo_wac_26214_003","vo_wac_26214","21","0","26214","","","26214077",""
"0.5","1","如、如果是為了小栞，\n我也可以努力的。\n生日快樂，小栞，\n平常很謝謝妳的照顧。","102611","11","10","26214","0","1","26214078","0"
"","","","0","91","","26214","","","26214079",""
"","","wac_birthday_talk_wish","103811","3","1","26214","","","26214080","0.2"
"","","wac_birthday_idle_normal","102611","3","1","26214","","","26214081","0.2"
"","0","vo_wac_26214_004","vo_wac_26214","21","0","26214","","","26214082",""
"0.5","1","鈴……各位，\n真是謝謝你們。\n沒想到你也來了，\n我好開心喔。","103811","11","10","26214","0","1","26214083","0"
"","","","0","91","","26214","","","26214084",""
"","","","0","22","","26214","","","26214085",""
"","","bgm_M321_2C","bgm_M321","25","","26224","","","26224001",""
"wac_birthday_idle_normal","-1000","101411","1","1","250","26224","0","-70","26224002","2"
"wac_birthday_idle_kyapi","200","101711","1","1","256","26224","1","-270","26224003","2"
"wac_birthday_idle_wish","315","101011","1","1","258","26224","1","-310","26224004","2"
"wac_birthday_idle_normal","450","104311","1","1","257","26224","1","-290","26224005","2"
"","","300","101411","13","","26224","","","26224006",""
"","","300","101711","13","","26224","","","26224007",""
"","","300","101011","13","","26224","","","26224008",""
"","","300","104311","13","","26224","","","26224009",""
"","0","601","601","31","0","26224","","1","26224010","1"
"","0","602","602","31","0","26224","","1","26224011","0"
"","0","603","603","31","0","26224","","1","26224012","0"
"","60","604","604","31","30","26224","","1","26224013","1"
"","0","614","614","31","0","26224","","1","26224014","1"
"","0","700","700","31","0","26224","","1","26224015","0"
"","0","701","701","31","0","26224","","1","26224016","0"
"","0","702","702","31","0","26224","","1","26224017","0"
"","0","800","800","31","0","26224","","1","26224018","0"
"","60","943","943","31","30","26224","","1","26224019","1"
"","","","1","93","","26224","","","26224020",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","101011","3","0","26224","0.2","1","26224021","0.2"
"","","","0.1","93","","26224","","","26224022",""
"","wac_birthday_reaction_01","wac_birthday_reaction_03","101711","3","0","26224","0.2","1","26224023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","104311","3","0","26224","0.2","1","26224024","0.2"
"","","","0.3","93","","26224","","","26224025",""
"","","wac_birthday_run_01","101411","3","1","26224","","","26224026","0.2"
"","3","0","101411","2","-70","26224","","","26224027",""
"","","","2.5","93","","26224","","","26224028",""
"","","1","602","32","","26224","","","26224029",""
"","","","0.6","93","","26224","","","26224030",""
"","","0","601","32","","26224","","","26224031",""
"","","0","614","32","","26224","","","26224032",""
"","","0","604","32","","26224","","","26224033",""
"","","1","701","32","","26224","","","26224034",""
"","0.01","0","943","33","0","26224","","","26224035",""
"","wac_birthday_wish_kasumi","wac_birthday_blowout_01_kasumi","101411","3","0","26224","0.2","1","26224036","0.2"
"","0.01","-200","101411","2","-330","26224","","","26224037",""
"","","wac_birthday_idle_kyapi","101711","3","1","26224","","","26224038","0.2"
"","0.01","180","101711","2","-320","26224","","","26224039",""
"","","wac_birthday_idle_wish","101011","3","1","26224","","","26224040","0.2"
"","0.01","285","101011","2","-360","26224","","","26224041",""
"","","wac_birthday_idle_normal","104311","3","1","26224","","","26224042","0.2"
"","0.01","425","104311","2","-340","26224","","","26224043",""
"","","","0","93","","26224","","","26224044",""
"","","1","800","32","","26224","","","26224045",""
"","","","0.7","93","","26224","","","26224046",""
"","","1","702","32","","26224","","","26224047",""
"","","","0.5","93","","26224","","","26224048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","26224","","","26224049",""
"","","0","701","32","","26224","","","26224050",""
"","","","0.4","93","","26224","","","26224051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","26224","","","26224052",""
"","","1","700","32","","26224","","","26224053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","26224","","","26224054",""
"","wac_birthday_idle_kyapi","wac_birthday_clap","101711","3","0","26224","0.2","1","26224055","0.2"
"","","","0.1","93","","26224","","","26224056",""
"","wac_birthday_idle_wish","wac_birthday_clap","101011","3","0","26224","0.2","1","26224057","0.2"
"","","","0.1","93","","26224","","","26224058",""
"","wac_birthday_idle_normal","wac_birthday_clap","104311","3","0","26224","0.2","1","26224059","0.2"
"","","","2","93","","26224","","","26224060",""
"","","","1","131","","26224","","","26224061",""
"","0","vo_wac_26224_000","vo_wac_26224","21","0","26224","","","26224062",""
"0.5","1","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","101411","11","10","26224","0","1","26224063","0"
"","","","0","91","","26224","","","26224064",""
"","","wac_birthday_idle_normal","101411","3","1","26224","","","26224065","0.2"
"","","wac_birthday_talk_kyapi","101711","3","1","26224","","","26224066","0.2"
"","0","vo_wac_26224_001","vo_wac_26224","21","0","26224","","","26224067",""
"0.5","1","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","101711","11","10","26224","0","1","26224068","0"
"","","","0","91","","26224","","","26224069",""
"","","wac_birthday_idle_kyapi","101711","3","1","26224","","","26224070","0.2"
"","","wac_birthday_talk_wish","101011","3","1","26224","","","26224071","0.2"
"","0","vo_wac_26224_002","vo_wac_26224","21","0","26224","","","26224072",""
"0.5","1","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","101011","11","10","26224","0","1","26224073","0"
"","","","26224073","91","","26224","","","26224074",""
"","","wac_birthday_idle_wish","101011","3","1","26224","","","26224075","0.2"
"","","wac_birthday_talk_normal","104311","3","1","26224","","","26224076","0.2"
"","0","vo_wac_26224_003","vo_wac_26224","21","0","26224","","","26224077",""
"0.5","1","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","104311","11","10","26224","0","1","26224078","0"
"","","","0","91","","26224","","","26224079",""
"","","wac_birthday_talk_normal","101411","3","1","26224","","","26224080","0.2"
"","","wac_birthday_idle_normal","104311","3","1","26224","","","26224081","0.2"
"","0","vo_wac_26224_004","vo_wac_26224","21","0","26224","","","26224082",""
"0.5","1","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","101411","11","10","26224","0","1","26224083","0"
"","","","0","91","","26224","","","26224084",""
"","","","0","22","","26224","","","26224085",""
"","","bgm_M321_2C","bgm_M321","25","","26234","","","26234001",""
"wac_birthday_idle_normal","-1000","109411","1","1","250","26234","0","-70","26234002","2"
"wac_birthday_idle_smile","230","109211","1","1","256","26234","1","-270","26234003","2"
"wac_birthday_idle_kyapi","410","109311","1","1","257","26234","1","-310","26234004","2"
"","","300","109411","13","","26234","","","26234005",""
"","","300","109211","13","","26234","","","26234006",""
"","","300","109311","13","","26234","","","26234007",""
"","0","601","601","31","0","26234","","1","26234008","1"
"","0","602","602","31","0","26234","","1","26234009","0"
"","0","603","603","31","0","26234","","1","26234010","0"
"","60","604","604","31","30","26234","","1","26234011","1"
"","0","614","614","31","0","26234","","1","26234012","1"
"","0","700","700","31","0","26234","","1","26234013","0"
"","0","701","701","31","0","26234","","1","26234014","0"
"","0","702","702","31","0","26234","","1","26234015","0"
"","0","800","800","31","0","26234","","1","26234016","0"
"","60","944","944","31","30","26234","","1","26234017","1"
"","","","1","93","","26234","","","26234018",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","109311","3","0","26234","0.2","1","26234019","0.2"
"","","","0.1","93","","26234","","","26234020",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","109211","3","0","26234","0.2","1","26234021","0.2"
"","","","0.3","93","","26234","","","26234022",""
"","","wac_birthday_run_01","109411","3","1","26234","","","26234023","0.2"
"","3","0","109411","2","-70","26234","","","26234024",""
"","","","2.5","93","","26234","","","26234025",""
"","","1","602","32","","26234","","","26234026",""
"","","","0.6","93","","26234","","","26234027",""
"","","0","601","32","","26234","","","26234028",""
"","","0","614","32","","26234","","","26234029",""
"","","0","604","32","","26234","","","26234030",""
"","","1","701","32","","26234","","","26234031",""
"","0.01","0","944","33","0","26234","","","26234032",""
