53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"12","10","12","12","211","12","1","0","12","1265","12","12","30","0","10","0","12","0","0","0","12","0","202101","12","12","1","0","0","670210112","12","1","12","0","12","12","200000001","12","12","10","12"
"13","11","13","13","240","13","1","0","13","1429","13","13","30","0","10","0","13","0","0","0","13","0","202101","13","13","1","0","0","670210113","13","1","13","0","13","13","200000001","13","13","10","13"
"14","12","14","14","240","14","1","0","14","1435","14","14","30","0","10","0","14","0","0","0","14","0","202101","14","15","1","0","0","670210114","14","1","14","0","14","14","200000001","14","14","10","14"
"15","12","15","15","251","15","1","0","15","1553","15","15","30","0","10","0","15","0","0","0","15","0","202101","15","15","1","0","0","670210115","15","1","15","0","15","15","200000001","15","15","10","15"
"16","13","16","16","262","16","1","0","16","1670","16","16","30","0","10","0","16","0","0","0","16","0","202101","16","15","1","0","0","670210116","16","1","16","0","16","16","200000001","16","16","10","16"
"17","13","17","17","273","17","1","0","17","1788","17","17","30","0","10","0","17","0","0","0","17","0","202101","17","15","1","0","0","670210117","17","1","17","0","17","17","200000001","17","17","10","17"
"18","13","18","18","284","18","1","0","18","1906","18","18","30","0","10","0","18","0","0","0","18","0","202101","18","16","1","0","0","670210118","18","1","18","0","18","18","200000001","18","18","10","18"
"19","13","19","19","295","19","1","0","19","2023","19","19","30","0","10","0","19","0","0","0","19","0","202101","19","16","1","0","0","670210119","19","1","19","0","19","19","200000001","19","19","10","19"
"20","14","20","20","306","20","1","0","20","2141","20","20","30","0","10","0","20","0","0","0","20","0","202101","20","16","1","0","0","670210120","20","1","20","0","20","20","200000001","20","20","10","20"
"21","14","21","21","317","21","1","0","21","2258","21","21","30","0","10","0","21","0","0","0","21","0","202101","21","16","1","0","0","670210121","21","1","21","0","21","21","200000001","21","21","10","21"
"22","14","22","22","328","22","1","0","22","2376","22","22","30","0","10","0","22","0","0","0","22","0","202101","22","16","1","0","0","670210122","22","1","22","0","22","22","200000001","22","22","10","22"
"23","17","23","23","375","23","1","0","23","2869","23","23","30","0","10","0","23","0","0","0","23","0","202101","23","20","1","0","0","670210123","23","1","23","0","23","23","200000001","23","23","10","23"
"24","20","24","24","422","24","1","0","24","3361","24","24","30","0","10","0","24","0","0","0","24","0","202101","24","23","1","0","0","670210124","24","1","24","0","24","24","200000001","24","24","10","24"
"25","20","25","25","440","25","1","0","25","3606","25","25","30","0","10","0","25","0","0","0","25","0","202101","25","23","1","0","0","670210125","25","1","25","0","25","25","200000001","25","25","10","25"
"26","21","26","26","458","26","1","0","26","3852","26","26","30","0","10","0","26","0","0","0","26","0","202101","26","24","1","0","0","670210126","26","1","26","0","26","26","200000001","26","26","10","26"
"27","21","27","27","477","27","1","0","27","4097","27","27","30","0","10","0","27","0","0","0","27","0","202101","27","24","1","0","0","670210127","27","1","27","0","27","27","200000001","27","27","10","27"
"28","21","28","28","495","28","1","0","28","4342","28","28","30","0","10","0","28","0","0","0","28","0","202101","28","24","1","0","0","670210128","28","1","28","0","28","28","200000001","28","28","10","28"
"29","22","29","29","531","29","1","0","29","4833","29","29","30","0","10","0","29","0","0","0","29","0","202101","29","25","1","0","0","670210129","29","1","29","0","29","29","200000001","29","29","10","29"
"30","22","30","30","549","30","1","0","30","5078","30","30","30","0","10","0","30","0","0","0","30","0","202101","30","26","1","0","0","670210130","30","1","30","0","30","30","200000001","30","30","10","30"
"31","22","31","31","567","31","1","0","31","5323","31","31","30","0","10","0","31","0","0","0","31","0","202101","31","26","1","0","0","670210131","31","1","31","0","31","31","200000001","31","31","10","31"
"32","22","32","32","586","32","1","0","32","5568","32","32","30","0","10","0","32","0","0","0","32","0","202101","32","26","1","0","0","670210132","32","1","32","0","32","32","200000001","32","32","10","32"
"33","23","33","33","604","33","1","0","33","5814","33","33","30","0","10","0","33","0","0","0","33","0","202101","33","27","1","0","0","670210133","33","1","33","0","33","33","200000001","33","33","10","33"
"34","23","34","34","622","34","1","0","34","6059","34","34","30","0","10","0","34","0","0","0","34","0","202101","34","27","1","0","0","670210134","34","1","34","0","34","34","200000001","34","34","10","34"
"35","23","35","35","626","35","1","0","35","6619","35","35","30","0","10","0","35","0","0","0","35","0","202101","35","27","1","0","0","670210135","35","1","35","0","35","35","200000001","35","35","10","35"
"36","23","36","36","633","36","1","0","36","6855","36","36","30","0","10","0","36","0","0","0","36","0","202101","36","27","1","0","0","670210136","36","1","36","0","36","36","200000001","36","36","10","36"
"37","23","37","37","639","37","1","0","37","7091","37","37","30","0","10","0","37","0","0","0","37","0","202101","37","28","1","0","0","670210137","37","1","37","0","37","37","200000001","37","37","10","37"
"38","23","38","38","819","38","1","0","38","7327","38","38","30","0","10","0","38","0","0","0","38","0","202101","38","28","1","0","0","670210138","38","1","38","0","38","38","200000001","38","38","10","38"
"39","25","39","39","870","39","1","0","39","8014","39","39","30","0","10","0","39","0","0","0","39","0","202101","39","30","1","0","0","670210139","39","1","39","0","39","39","200000001","39","39","10","39"
"40","28","40","40","920","40","1","0","40","8700","40","40","30","0","10","0","40","0","0","0","40","0","202101","40","33","1","0","0","670210140","40","1","40","0","40","40","200000001","40","40","10","40"
"41","30","41","41","970","41","1","0","41","9387","41","41","30","0","10","0","41","0","0","0","41","0","202101","41","36","1","0","0","670210141","41","1","41","0","41","41","200000001","41","41","10","41"
"42","33","42","42","1020","42","1","0","42","10074","42","42","30","0","10","0","42","0","0","0","42","0","202101","42","38","1","0","0","670210142","42","1","42","0","42","42","200000001","42","42","10","42"
"43","35","43","43","1071","43","1","0","43","10761","43","43","30","0","10","0","43","0","0","0","43","0","202101","43","41","1","0","0","670210143","43","1","43","0","43","43","200000001","43","43","10","43"
"44","37","44","44","1120","44","1","0","44","11448","44","44","30","0","10","0","44","0","0","0","44","0","202101","44","43","1","0","0","670210144","44","1","44","0","44","44","200000001","44","44","10","44"
"45","40","45","45","1177","45","1","0","45","12698","45","45","30","0","10","0","45","0","0","0","45","0","202101","45","46","1","0","0","670210145","45","1","45","0","45","45","200000001","45","45","10","45"
"46","42","46","46","1233","46","1","0","46","13947","46","46","30","0","10","0","46","0","0","0","46","0","202101","46","49","1","0","0","670210146","46","1","46","0","46","46","200000001","46","46","10","46"
"47","45","47","47","1290","47","1","0","47","15197","47","47","30","0","10","0","47","0","0","0","47","0","202101","47","52","1","0","0","670210147","47","1","47","0","47","47","200000001","47","47","10","47"
"48","48","48","48","1347","48","1","0","48","16446","48","48","30","0","10","0","48","0","0","0","48","0","202101","48","54","1","0","0","670210148","48","1","48","0","48","48","200000001","48","48","10","48"
"49","50","49","49","1403","49","1","0","49","17696","49","49","30","0","10","0","49","0","0","0","49","0","202101","49","57","1","0","0","670210149","49","1","49","0","49","49","200000001","49","49","10","49"
"50","52","50","50","1460","50","1","0","50","18945","50","50","30","0","10","0","50","0","0","0","50","0","202101","50","60","1","0","0","670210150","50","1","50","0","50","50","200000001","50","50","10","50"
"51","55","51","51","1516","51","1","0","51","20195","51","51","30","0","10","0","51","0","0","0","51","0","202101","51","63","1","0","0","670210151","51","1","51","0","51","51","200000001","51","51","10","51"
"52","57","52","52","1572","52","1","0","52","21445","52","52","30","0","10","0","52","0","0","0","52","0","202101","52","65","1","0","0","670210152","52","1","52","0","52","52","200000001","52","52","10","52"
"53","60","53","53","1630","53","1","0","53","22695","53","53","30","0","10","0","53","0","0","0","53","0","202101","53","68","1","0","0","670210153","53","1","53","0","53","53","200000001","53","53","10","53"
"54","63","54","54","1686","54","1","0","54","23944","54","54","30","0","10","0","54","0","0","0","54","0","202101","54","71","1","0","0","670210154","54","1","54","0","54","54","200000001","54","54","10","54"
"55","65","55","55","1742","55","1","0","55","25194","55","55","30","0","10","0","55","0","0","0","55","0","202101","55","74","1","0","0","670210155","55","1","55","0","55","55","200000001","55","55","10","55"
"56","67","56","56","1818","56","1","0","56","26456","56","56","30","0","10","0","56","0","0","0","56","0","202101","56","77","1","0","0","670210156","56","1","56","0","56","56","200000001","56","56","10","56"
"57","70","57","57","1893","57","1","0","57","27718","57","57","30","0","10","0","57","0","0","0","57","0","202101","57","79","1","0","0","670210157","57","1","57","0","57","57","200000001","57","57","10","57"
"58","73","58","58","1968","58","1","0","58","28981","58","58","30","0","10","0","58","0","0","0","58","0","202101","58","83","1","0","0","670210158","58","1","58","0","58","58","200000001","58","58","10","58"
"59","75","59","59","2043","59","1","0","59","30243","59","59","30","0","10","0","59","0","0","0","59","0","202101","59","85","1","0","0","670210159","59","1","59","0","59","59","200000001","59","59","10","59"
"60","77","60","60","2118","60","1","0","60","31505","60","60","30","0","10","0","60","0","0","0","60","0","202101","60","88","1","0","0","670210160","60","1","60","0","60","60","200000001","60","60","10","60"
"61","80","61","61","2193","61","1","0","61","32768","61","61","30","0","10","0","61","0","0","0","61","0","202101","61","91","1","0","0","670210161","61","1","61","0","61","61","200000001","61","61","10","61"
"62","83","62","62","2255","62","1","0","62","33991","62","62","30","0","10","0","62","0","0","0","62","0","202101","62","94","1","0","0","670210162","62","1","62","0","62","62","200000001","62","62","10","62"
"63","85","63","63","2318","63","1","0","63","35213","63","63","30","0","10","0","63","0","0","0","63","0","202101","63","97","1","0","0","670210163","63","1","63","0","63","63","200000001","63","63","10","63"
"64","88","64","64","2380","64","1","0","64","36436","64","64","30","0","10","0","64","0","0","0","64","0","202101","64","99","1","0","0","670210164","64","1","64","0","64","64","200000001","64","64","10","64"
"65","90","65","65","2442","65","1","0","65","37658","65","65","30","0","10","0","65","0","0","0","65","0","202101","65","102","1","0","0","670210165","65","1","65","0","65","65","200000001","65","65","10","65"
"66","93","66","66","2505","66","1","0","66","38881","66","66","30","0","10","0","66","0","0","0","66","0","202101","66","105","1","0","0","670210166","66","1","66","0","66","66","200000001","66","66","10","66"
"67","95","67","67","2567","67","1","0","67","40104","67","67","30","0","10","0","67","0","0","0","67","0","202101","67","108","1","0","0","670210167","67","1","67","0","67","67","200000001","67","67","10","67"
"68","98","68","68","2629","68","1","0","68","41326","68","68","30","0","10","0","68","0","0","0","68","0","202101","68","110","1","0","0","670210168","68","1","68","0","68","68","200000001","68","68","10","68"
"69","100","69","69","2692","69","1","0","69","42549","69","69","30","0","10","0","69","0","0","0","69","0","202101","69","113","1","0","0","670210169","69","1","69","0","69","69","200000001","69","69","10","69"
"70","103","70","70","2754","70","1","0","70","43772","70","70","30","0","10","0","70","0","0","0","70","0","202101","70","116","1","0","0","670210170","70","1","70","0","70","70","200000001","70","70","10","70"
"71","105","71","71","2816","71","1","0","71","44994","71","71","30","0","10","0","71","0","0","0","71","0","202101","71","119","1","0","0","670210171","71","1","71","0","71","71","200000001","71","71","10","71"
"1","4","1","1","0","1","1","0","1","156","1","1","30","110","10","0","1","0","0","0","1","0","202200","1","4","1","0","0","670220001","1","1","1","0","1","1","200000001","1","1","10","1"
"2","5","2","2","0","2","1","0","2","188","2","2","30","115","10","0","2","0","0","0","2","0","202200","2","5","1","0","0","670220002","2","1","2","0","2","2","200000001","2","2","10","2"
"3","5","3","3","0","3","1","0","3","288","3","3","30","119","10","0","3","0","0","0","3","0","202200","3","5","1","0","0","670220003","3","1","3","0","3","3","200000001","3","3","10","3"
"4","6","4","4","0","4","1","0","4","348","4","4","30","124","10","0","4","0","0","0","4","0","202200","4","6","1","0","0","670220004","4","1","4","0","4","4","200000001","4","4","10","4"
"5","6","5","5","0","5","1","0","5","531","5","5","30","130","10","0","5","0","0","0","5","0","202200","5","6","1","0","0","670220005","5","1","5","0","5","5","200000001","5","5","10","5"
"6","7","6","6","0","6","1","0","6","641","6","6","30","135","10","0","6","0","0","0","6","0","202200","6","7","1","0","0","670220006","6","1","6","0","6","6","200000001","6","6","10","6"
"7","8","7","7","0","7","1","0","7","979","7","7","30","141","10","0","7","0","0","0","7","0","202200","7","7","1","0","0","670220007","7","1","7","0","7","7","200000001","7","7","10","7"
"8","9","8","8","0","8","1","0","8","1183","8","8","30","147","10","0","8","0","0","0","8","0","202200","8","7","1","0","0","670220008","8","1","8","0","8","8","200000001","8","8","10","8"
"9","10","9","9","0","9","1","0","9","1223","9","9","30","159","10","0","9","0","0","0","9","0","202200","9","7","1","0","0","670220009","9","1","9","0","9","9","200000001","9","9","10","9"
"10","10","10","10","0","10","1","0","10","1263","10","10","30","171","10","0","10","0","0","0","10","0","202200","10","7","1","0","0","670220010","10","1","10","0","10","10","200000001","10","10","10","10"
"11","10","11","11","0","11","1","0","11","1263","11","11","30","171","10","0","11","0","0","0","11","0","202200","11","7","1","0","0","670220011","11","1","11","0","11","11","200000001","11","11","10","11"
"12","11","12","12","0","12","1","0","12","1286","12","12","30","185","10","0","12","0","0","0","12","0","202200","12","8","1","0","0","670220012","12","1","12","0","12","12","200000001","12","12","10","12"
"13","15","13","13","0","13","1","0","13","1310","13","13","30","203","10","0","13","0","0","0","13","0","202200","13","11","1","0","0","670220013","13","1","13","0","13","13","200000001","13","13","10","13"
"14","15","14","14","0","14","1","0","14","1310","14","14","30","203","10","0","14","0","0","0","14","0","202200","14","11","1","0","0","670220014","14","1","14","0","14","14","200000001","14","14","10","14"
"15","16","15","15","0","15","1","0","15","1446","15","15","30","220","10","0","15","0","0","0","15","0","202200","15","12","1","0","0","670220015","15","1","15","0","15","15","200000001","15","15","10","15"
"16","16","16","16","0","16","1","0","16","1739","16","16","30","256","10","0","16","0","0","0","16","0","202200","16","12","1","0","0","670220016","16","1","16","0","16","16","200000001","16","16","10","16"
"17","16","17","17","0","17","1","0","17","2169","17","17","30","309","10","0","17","0","0","0","17","0","202200","17","12","1","0","0","670220017","17","1","17","0","17","17","200000001","17","17","10","17"
"18","17","18","18","0","18","1","0","18","2260","18","18","30","353","10","0","18","0","0","0","18","0","202200","18","13","1","0","0","670220018","18","1","18","0","18","18","200000001","18","18","10","18"
"19","20","19","19","0","19","1","0","19","2351","19","19","30","366","10","0","19","0","0","0","19","0","202200","19","15","1","0","0","670220019","19","1","19","0","19","19","200000001","19","19","10","19"
"20","23","20","20","0","20","1","0","20","2443","20","20","30","379","10","0","20","0","0","0","20","0","202200","20","17","1","0","0","670220020","20","1","20","0","20","20","200000001","20","20","10","20"
