682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"","","40073","","","1400730013","32","","1","","400740"
"","","40073","","","1400730014","93","","0","","0.2"
"","0","40073","0","","1400730015","3","","travel_topdrama_r_4007_fall2","","1000001"
"","-180","40073","","","1400730016","2","","-200","0.01","1000001"
"","0","40073","0","","1400730017","3","","disappear","","9"
"","0","40073","0","","1400730018","3","","disappear","","16"
"","","40073","","","1400730019","32","","0","","400702"
"","","40073","","","1400730020","32","","1","","400704"
"","","40073","","","1400730021","32","","1","","400705"
"","","40073","","","1400730022","32","","0","","400724"
"","","40073","","","1400730023","32","","1","","400750"
"","","40073","","","1400730024","32","","1","","400751"
"","","40073","","","1400730025","32","","1","","400753"
"","","40073","","","1400730026","93","","0","","0.3"
"","0","40073","","","1400730027","23","","se_travel_top_ziz_drop2","","se_travel_top"
"","","40073","","","1400730028","93","","0","","0.3"
"","","40073","","","1400730029","32","","1","","400741"
"","","40073","","","1400730030","32","","1","","400742"
"","","40073","","","1400730031","32","","1","","400752"
"","0","40073","0.2","","1400730032","3","","travel_topdrama_r_4007_fall3","","1000001"
"","","40073","","","1400730033","93","","0","","0.3"
"","0","40073","","","1400730034","23","","se_travel_top_ziz_drop3","","se_travel_top"
"","","40073","","","1400730035","93","","0","","0.6"
"","0","40073","","","1400730036","23","","se_travel_top_ziz_look_around","","se_travel_top"
"","","40073","","","1400730037","91","","","","1400730032"
"","0","40073","0","","1400730038","3","","travel_topdrama_r_4007_fall4_hit","","1000001"
"","","40073","","","1400730039","93","","0","","0.5"
"","0","40073","","","1400730040","23","","se_travel_top_ziz_joy2","","se_travel_top"
"","0.5","40073","","0","1400730041","12","","10","0","1000001"
"","","40073","","","1400730042","93","","0","","1.5"
"","","40073","","","1400730043","111","","","",""
"","","40073","","","1400730044","91","","","","0"
"","","40074","","","1400740001","93","","0","","0"
"","","40074","","","1400740002","24","","0.2","","se_travel_top_ziz_wing"
"","","40074","","","1400740003","32","","0","","400790"
"","0","40074","","","1400740004","23","","se_travel_top_ziz_panic","","se_travel_top"
"","","40074","","","1400740005","32","","1","","400724"
"","0","40074","0.2","","1400740006","3","","travel_topdrama_r_4007_fall1","","1000001"
"","0","40074","0.2","","1400740007","3","","fall","","9"
"","0","40074","0.2","","1400740008","3","","fall","","16"
"","","40074","","","1400740009","93","","0","","1.8"
"","0","40074","","","1400740010","23","","se_travel_top_ziz_cry","","se_travel_top"
"","0","40074","","","1400740011","23","","se_travel_top_ziz_fall","","se_travel_top"
"","","40074","","","1400740012","93","","0","","1"
"","","40074","","","1400740013","32","","1","","400740"
"","","40074","","","1400740014","93","","0","","0.2"
"","0","40074","0","","1400740015","3","","travel_topdrama_r_4007_fall2","","1000001"
"","-180","40074","","","1400740016","2","","-200","0.01","1000001"
"","0","40074","0","","1400740017","3","","disappear","","9"
"","0","40074","0","","1400740018","3","","disappear","","16"
"","","40074","","","1400740019","32","","0","","400702"
"","","40074","","","1400740020","32","","1","","400704"
"","","40074","","","1400740021","32","","1","","400705"
"","","40074","","","1400740022","32","","0","","400724"
"","","40074","","","1400740023","32","","1","","400750"
"","","40074","","","1400740024","32","","1","","400751"
"","","40074","","","1400740025","32","","1","","400754"
"","","40074","","","1400740026","93","","0","","0.3"
"","0","40074","","","1400740027","23","","se_travel_top_ziz_drop2","","se_travel_top"
"","","40074","","","1400740028","93","","0","","0.3"
"","","40074","","","1400740029","32","","1","","400741"
"","","40074","","","1400740030","32","","1","","400742"
"","","40074","","","1400740031","32","","1","","400752"
"","0","40074","0.2","","1400740032","3","","travel_topdrama_r_4007_fall3","","1000001"
"","","40074","","","1400740033","93","","0","","0.3"
"","0","40074","","","1400740034","23","","se_travel_top_ziz_drop3","","se_travel_top"
"","","40074","","","1400740035","93","","0","","0.6"
"","0","40074","","","1400740036","23","","se_travel_top_ziz_look_around","","se_travel_top"
"","","40074","","","1400740037","91","","","","1400740032"
"","0","40074","0","","1400740038","3","","travel_topdrama_r_4007_fall4_hit","","1000001"
"","","40074","","","1400740039","93","","0","","0.5"
"","0","40074","","","1400740040","23","","se_travel_top_ziz_joy2","","se_travel_top"
"","0.5","40074","","0","1400740041","12","","10","0","1000001"
"","","40074","","","1400740042","93","","0","","1.5"
"","","40074","","","1400740043","111","","","",""
"","","40074","","","1400740044","91","","","","0"
"","","40075","","","1400750001","93","","0","","0"
"","","40075","","","1400750002","24","","0.2","","se_travel_top_ziz_wing"
"","","40075","","","1400750003","32","","0","","400790"
"","","40075","","","1400750004","93","","0","","1"
"","0","40075","","","1400750005","23","","se_travel_top_ziz_passaway","","se_travel_top"
"","0","40075","0.2","","1400750006","3","","travel_topdrama_r_4007_grab_move","","1000001"
"","0","40075","0.2","","1400750007","3","","grab_move","","9"
"","0","40075","0.2","","1400750008","3","","grab_move","","16"
"","","40075","","","1400750009","93","","0","","1.5"
"","0","40075","","","1400750010","23","","se_travel_top_ziz_cry_pass","","se_travel_top"
"","-270","40075","","","1400750011","2","","0","0.01","1000001"
"","-270","40075","","","1400750012","2","","0","0.01","9"
"","-270","40075","","","1400750013","2","","0","0.01","16"
"","","40075","","","1400750014","32","","0","","400702"
"","","40075","","","1400750015","32","","1","","400703"
"","","40075","","","1400750016","32","","1","","400781"
"","","40075","","","1400750017","93","","0","","0.1"
"","0","40075","0","","1400750018","3","","travel_topdrama_r_4007_put","","1000001"
"","0","40075","0","","1400750019","3","","put","","9"
"","0","40075","0","","1400750020","3","","put","","16"
"","","40075","","","1400750021","93","","0","","1.3"
"","0","40075","","","1400750022","23","","se_travel_top_ziz_drop1","","se_travel_top"
"","","40075","","","1400750023","32","","1","","400730"
"","","40075","","","1400750024","93","","0","","1"
"","0","40075","","","1400750025","23","","se_travel_top_ziz_dizzy","","se_travel_top"
"","","40075","","","1400750026","93","","0","","1.2"
"","0","40075","","","1400750027","23","","se_travel_top_ziz_joy1","","se_travel_top"
"","","40075","","","1400750028","93","","0","","0.3"
"","0.01","40075","","0","1400750029","12","","7","0","1000001"
"","","40075","","","1400750030","93","","0","","1"
"","","40075","","","1400750031","111","","","",""
"","","40075","","","1400750032","91","","","","0"
"run","60","40091","0.35","-75","1400910001","5","1","400991","0","18"
"run2","58","40091","0.35","-38","1400910002","5","1","400992","-67","18"
"run3","56","40091","0.35","-16","1400910003","5","1","400993","47","18"
"","0","40091","1","0.35","1400910004","31","","400915","-75","400915"
"rare","110","40091","1","-90","1400910005","5","0","0","0","0"
"","","40091","","","1400910006","91","","0","","0"
"","0","40091","0","","1400910007","3","0","run","","400991"
"","0","40091","0","","1400910008","3","0","run2","","400992"
"","0","40091","0","","1400910009","3","0","run3","","400993"
"","","40091","","","1400910010","91","","0","","0"
"","100","40091","","0","1400910011","101","","100","8.72","1400910007"
"","1","40091","0","","1400910012","3","0","run","","400991"
"","1","40091","0","","1400910013","3","0","run2","","400992"
"","1","40091","0","","1400910014","3","0","run3","","400993"
"","","40091","","","1400910015","91","","0","","0"
"travel_topdrama_r_4009_run","51","40092","1.46","-177","1400920001","1","0","1000001","-1000","1"
"empty","60","40092","0.8","-330","1400920002","5","1","400991","-1000","18"
"empty","58","40092","0.8","-320","1400920003","5","1","400992","-1000","18"
"empty","56","40092","0.8","-280","1400920004","5","1","400993","-1000","18"
"travel_topdrama_r_4000_empty","53","40092","1.46","-92","1400920005","5","0","400999","-250","17"
"","-1000","40092","1","1","1400920006","31","","400904","-147","400904"
"","-1000","40092","0","1","1400920007","31","","400951","-330","400912"
"","-1000","40092","0","1","1400920008","31","","400952","-320","400912"
"","-1000","40092","0","1","1400920009","31","","400953","-280","400912"
"","-990","40092","1","1","1400920010","31","","400905","18","400905"
"","0","40092","1","1","1400920011","31","","400900","0","400900"
"","0","40092","1","1","1400920012","31","","400901","0","400901"
"","0","40092","1","1","1400920013","31","","400902","0","400902"
"","0","40092","0","1","1400920014","31","","400990","0","400990"
"","0","40092","1","1","1400920015","31","","400009","0","400009"
"","","40092","","","1400920016","91","","","","0"
"","0","40092","","","1400920017","23","","se_travel_top_flock_foot1","","se_travel_top"
"","","40092","","","1400920018","93","","0","","0.3"
"","1","40092","0.2","0","1400920019","3","","travel_topdrama_r_4009_run","","1000001"
"","-177","40092","","0","1400920020","2","","0","2","1000001"
"","18","40092","","0","1400920021","33","","-50","2","400905"
"","-147","40092","","0","1400920022","33","","0","2","400904"
"","","40092","","","1400920023","93","","0","","0.7"
"","0","40092","","","1400920024","23","","se_travel_top_flock_rumble","","se_travel_top"
"","3","40092","","","1400920025","122","","7","","3.5"
"","","40092","","","1400920026","91","","","","1400920020"
"","1","40092","0.2","0","1400920027","3","","travel_topdrama_r_4009_lookAround","","1000001"
"","","40092","","","1400920028","93","","0","","1.2"
"","","40092","","","1400920029","32","","1","","400990"
"","","40092","","","1400920030","103","","1400920032","","躲在樹蔭下"
"","","40092","","","1400920031","103","","1400920034","","躲在岩石後"
"","","40092","","","1400920032","102","","0","","1"
"","","40092","","","1400920033","101","","","","1400920036"
"","","40092","","","1400920034","102","","0","","2"
"","","40092","","","1400920035","101","","","","1400920036"
"","","40092","","","1400920036","91","","","","0"
"","","40093","","","1400930001","93","","","","0.1"
"","","40093","","","1400930002","32","","0","","400990"
"empty","53","40093","0.75","-150","1400930003","5","1","400994","-1000","18"
"empty","53","40093","0.75","-160","1400930004","5","1","400995","-1000","18"
"","-1000","40093","0","1","1400930005","31","","400954","-150","400911"
"","-1000","40093","0","1","1400930006","31","","400955","-160","400911"
"","0","40093","0","1","1400930007","31","","400906","-177","400906"
"","-173","40093","0","1","1400930008","31","","400908","103","400908"
"","0","40093","0","1","1400930009","31","","400916","0","400916"
"","0","40093","1","1","1400930010","31","","400903","0","400903"
"","","40093","","","1400930011","93","","0","","0.01"
"","","40093","","","1400930012","32","","0","","400902"
"","0","40093","","","1400930013","23","","se_travel_top_flock_hide1","","se_travel_top"
"","0","40093","0","0","1400930014","3","0","travel_topdrama_r_4009_hide_tree","","1000001"
"","","40093","","","1400930015","32","","1","","400906"
"","","40093","","","1400930016","93","","0","","0.45"
"","0","40093","0","","1400930017","3","","travel_topdrama_r_4009_scared_tree","","1000001"
"","-92","40093","","0","1400930018","2","","-250","0","1000001"
"","","40093","","","1400930019","93","","0","","0.5"
"","0","40093","","","1400930020","23","","se_travel_top_flock_pass_away","","se_travel_top"
"","4.6","40093","","","1400930021","122","","20","","10"
"","1","40093","0","","1400930022","3","","run","","400991"
"","-330","40093","","0","1400930023","2","","1500","3","400991"
"","","40093","","","1400930024","32","","1","","400951"
"","-330","40093","","0","1400930025","33","","1500","3","400951"
"","","40093","","","1400930026","93","","0","","0.4"
"","1","40093","0","","1400930027","3","","run","","400994"
"","-150","40093","","0","1400930028","2","","1500","2.7","400994"
"","","40093","","","1400930029","32","","1","","400954"
"","-150","40093","","0","1400930030","33","","1500","2.7","400954"
"","","40093","","","1400930031","93","","0","","0.2"
"","1","40093","0","","1400930032","3","","run","","400993"
"","-280","40093","","0","1400930033","2","","1500","3","400993"
"","","40093","","","1400930034","32","","1","","400953"
"","-280","40093","","0","1400930035","33","","1500","3","400953"
"","","40093","","","1400930036","93","","0","","0.4"
"","1","40093","0","","1400930037","3","","run","","400995"
"","-160","40093","","0","1400930038","2","","1500","3","400995"
"","","40093","","","1400930039","32","","1","","400955"
"","-160","40093","","0","1400930040","33","","1500","3","400955"
"","","40093","","","1400930041","93","","0","","0.5"
"","1","40093","0","","1400930042","3","","run","","400992"
"","-320","40093","","0","1400930043","2","","1500","2.4","400992"
"","","40093","","","1400930044","32","","1","","400952"
"","-320","40093","","0","1400930045","33","","1500","2.4","400952"
"","","40093","","","1400930046","93","","","","1.6"
"","","40093","","","1400930047","93","","0","","0.7"
"","0","40093","0","","1400930048","3","","travel_topdrama_r_4009_relief_tree","","1000001"
"","0","40093","0","","1400930049","3","","travel_topdrama_r_4009_relief_tree","","400999"
"","","40093","","","1400930050","32","","1","","400916"
"","","40093","","","1400930051","93","","0","","0.3"
"","0","40093","","","1400930052","23","","se_travel_top_flock_relief","","se_travel_top"
"","","40093","","","1400930053","93","","0","","0.66"
"","","40093","","","1400930054","32","","1","","400908"
"","","40093","","","1400930055","93","","0","","0.2"
"","0","40093","","","1400930056","23","","se_travel_top_flock_drop_goldenbox1","","se_travel_top"
"","0","40093","","","1400930057","23","","se_travel_top_flock_surprise","","se_travel_top"
"","","40093","","","1400930058","93","","0","","1"
"","0","40093","","","1400930059","23","","se_travel_top_flock_emote_note","","se_travel_top"
"","","40093","","","1400930060","91","","0","","1400930049"
"","","40093","","","1400930061","111","","","",""
"","","40093","","","1400930062","91","","0","","0"
"","","40094","","","1400940001","93","","","","0.1"
"","","40094","","","1400940002","32","","0","","400990"
"empty","53","40094","0.75","-150","1400940003","5","1","400994","-1000","18"
"empty","53","40094","0.75","-160","1400940004","5","1","400995","-1000","18"
"","-1000","40094","0","1","1400940005","31","","400954","-150","400911"
