dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009810054","","","","","91","","1009810","","0",""
"1009810055","","","lsv_idle_cool_joy","0.2","3","","1009810","","100411","1"
"1009810056","","","lsv_talk_wish_joy","0.2","3","","1009810","","102011","1"
"1009810057","0","","vo_lsv_1027","","21","","1009810","","vo_lsv","0"
"1009810058","1","0","那麼，\n首先要先讓小繆\n恢復活力才行！","0","11","0","1009810","1","102011","10"
"1009810059","","","","","91","","1009810","","0",""
"1009810060","","","lsv_idle_wish_joy","0.2","3","","1009810","","102011","1"
"1009810061","","","lsv_talk_cool_loop","0.2","3","","1009810","","100411","1"
"1009810062","0","","vo_lsv_1028","","21","","1009810","","vo_lsv","0"
"1009810063","1","0","活力啊──\n哥哥\n有什麼好點子嗎？","0","11","0","1009810","1","100411","10"
"1009810064","","","","","91","","1009810","","0",""
"1009810065","","","lsv_idle_cool","0.2","3","","1009810","","100411","1"
"1009810066","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009810","1","100411","0"
"1009810067","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009810","1","102011","0"
"1009810068","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009810","1","103611","0"
"1009810069","","","0","","93","","1009810","","0.1",""
"1009810070","0.33","","-452","","2","0.2","1009810","2","100411","-235"
"1009810071","0.33","","420","","2","0.2","1009810","2","102011","-220"
"1009810072","0.33","","545","","2","0.2","1009810","2","103611","-250"
"1009810073","","","0","0.2","22","","1009810","","0","1"
"1009810074","","","1009810077","","103","","1009810","","給牠吃很多東西。","0"
"1009810075","","","1009810101","","103","","1009810","","讓牠多睡一點。","0"
"1009810076","","","1009810125","","103","","1009810","","稍微玩一下。","0"
"1009810077","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","100411","0"
"1009810078","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","102011","0"
"1009810079","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","103611","0"
"1009810080","","","0","","93","","1009810","","0.1",""
"1009810081","0.33","","-200","","2","0.2","1009810","2","100411","-235"
"1009810082","0.33","","100","","2","0.2","1009810","2","102011","-220"
"1009810083","0.33","","270","","2","0.2","1009810","2","103611","-250"
"1009810084","","","0","","93","","1009810","","0.7",""
"1009810085","","","lsv_talk_joy3_blink","0.2","3","","1009810","","103611","1"
"1009810086","0","","vo_lsv_1029","","21","","1009810","","vo_lsv","0"
"1009810087","1","0","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","0","11","0","1009810","1","103611","10"
"1009810088","","","","","91","","1009810","","0",""
"1009810089","","","lsv_idle_normal_joy","0.2","3","","1009810","","103611","1"
"1009810090","","","lsv_talk_joy1","0.2","3","","1009810","","102011","1"
"1009810091","0","","vo_lsv_1030","","21","","1009810","","vo_lsv","0"
"1009810092","1","0","我們來做很多會\n讓小繆開心的食物吧～♪","0","11","0","1009810","1","102011","10"
"1009810093","","","","","91","","1009810","","0",""
"1009810094","","","lsv_idle_joy","0.2","3","","1009810","","102011","1"
"1009810095","lsv_talk_guts2_joy_loop","","lsv_talk_guts2_joy","0","3","0.2","1009810","1","100411","0"
"1009810096","0","","vo_lsv_1031","","21","","1009810","","vo_lsv","0"
"1009810097","1","0","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","0","11","0","1009810","1","100411","10"
"1009810098","","","","","91","","1009810","","0",""
"1009810099","","","lsv_idle_guts2_joy","0.2","3","","1009810","","100411","1"
"1009810100","","","","","101","","1009810","","1009810149",""
"1009810101","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","100411","0"
"1009810102","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","102011","0"
"1009810103","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","103611","0"
"1009810104","","","0","","93","","1009810","","0.1",""
"1009810105","0.33","","-200","","2","0.2","1009810","2","100411","-235"
"1009810106","0.33","","100","","2","0.2","1009810","2","102011","-220"
"1009810107","0.33","","270","","2","0.2","1009810","2","103611","-250"
"1009810108","","","0","","93","","1009810","","0.7",""
"1009810109","","","lsv_talk_normal_suprise1","0.2","3","","1009810","","100411","1"
"1009810110","0","","vo_lsv_1032","","21","","1009810","","vo_lsv","0"
"1009810111","1","0","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","0","11","0","1009810","1","100411","10"
"1009810112","","","","","91","","1009810","","0",""
"1009810113","","","lsv_idle_normal","0.2","3","","1009810","","100411","1"
"1009810114","","","lsv_talk_thinking_talkR","0.2","3","","1009810","","103611","1"
"1009810115","0","","vo_lsv_1033","","21","","1009810","","vo_lsv","0"
"1009810116","1","0","讓牠好睡……\n像唱搖籃曲之類的嗎？","0","11","0","1009810","1","103611","10"
"1009810117","","","","","91","","1009810","","0",""
"1009810118","","","lsv_idle_thinking_surprise","0.2","3","","1009810","","103611","1"
"1009810119","","","lsv_talk_joy3","0.2","3","","1009810","","102011","1"
"1009810120","0","","vo_lsv_1034","","21","","1009810","","vo_lsv","0"
"1009810121","1","0","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","0","11","0","1009810","1","102011","10"
"1009810122","","","","","91","","1009810","","0",""
"1009810123","","","lsv_idle_joy","0.2","3","","1009810","","102011","1"
"1009810124","","","","","101","","1009810","","1009810149",""
"1009810125","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","100411","0"
"1009810126","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","102011","0"
"1009810127","lsv_idle_normal","","lsv_choice","0","3","0.2","1009810","1","103611","0"
"1009810128","","","0","","93","","1009810","","0.1",""
"1009810129","0.33","","-200","","2","0.2","1009810","2","100411","-235"
"1009810130","0.33","","100","","2","0.2","1009810","2","102011","-220"
"1009810131","0.33","","270","","2","0.2","1009810","2","103611","-250"
"1009810132","","","0","","93","","1009810","","0.7",""
"1009810133","","","lsv_talk_surprise","0.2","3","","1009810","","102011","1"
"1009810134","0","","vo_lsv_1035","","21","","1009810","","vo_lsv","0"
"1009810135","1","0","咦？跟牠玩的話，\n不會變得更累嗎……？","0","11","0","1009810","1","102011","10"
"1009810136","","","","","91","","1009810","","0",""
"1009810137","","","lsv_idle_surprise","0.2","3","","1009810","","102011","1"
"1009810138","","","lsv_talk_thinking_joyR","0.2","3","","1009810","","100411","1"
"1009810139","0","","vo_lsv_1036","","21","","1009810","","vo_lsv","0"
"1009810140","1","0","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","0","11","0","1009810","1","100411","10"
"1009810141","","","","","91","","1009810","","0",""
"1009810142","","","lsv_idle_thinking_joy1","0.2","3","","1009810","","100411","1"
"1009810143","","","lsv_talk_thinking_talkR","0.2","3","","1009810","","103611","1"
"1009810144","0","","vo_lsv_1037","","21","","1009810","","vo_lsv","0"
"1009810145","1","0","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","0","11","0","1009810","1","103611","10"
"1009810146","","","","","91","","1009810","","0",""
"1009810147","","","lsv_idle_thinking_joy1","0.2","3","","1009810","","103611","1"
"1009810148","","","","","101","","1009810","","1009810149",""
"1009810149","","","","","91","","1009810","","0",""
"1009810150","","","","","102","","1009810","","",""
"1009810151","","","0.2","","22","","1009810","","0",""
"1009810152","","","","","93","","1009810","","0.2",""
"1009810153","0","0","11","0","12","0","1009810","0","102011","1"
"1009810154","","","lsv_talk_joy1","0.2","3","","1009810","","102011","1"
"1009810155","","","0","","93","","1009810","","3",""
"1009810156","","","lsv_idle_normal_joyR","0.2","3","","1009810","","102011","1"
"1009810157","0","0","6","0","12","0","1009810","0","100411","1"
"1009810158","lsv_talk_guts1_loop","","lsv_talk_guts1","0","3","0.2","1009810","1","100411","0"
"1009810159","","","0","","93","","1009810","","3",""
"1009810160","","","lsv_idle_joy_normal","0.2","3","","1009810","","100411","1"
"1009810161","0","0","7","0","12","0","1009810","0","103611","1"
"1009810162","lsv_talk_cool_normal2_loop","","lsv_talk_cool_normal2","0","3","0.2","1009810","1","103611","0"
"1009810163","","","0","","93","","1009810","","3",""
"1009810164","","","lsv_idle_normal_joy","0.2","3","","1009810","","103611","1"
"1009810165","","","","","101","","1009810","","1009810153",""
"1009810166","1","","1","1","6","0","1009810","0","333","1"
"1009810167","","","1","","4","","1009810","","100411",""
"1009810168","","","lsv_run","0.2","3","","1009810","","100411","1"
"1009810169","0.8","","-750","","2","","1009810","0","100411","-235"
"1009810170","","","0","","4","","1009810","","102011",""
"1009810171","","","lsv_run","0.2","3","","1009810","","102011","1"
"1009810172","0.8","","750","","2","","1009810","0","102011","-220"
"1009810173","","","0","","4","","1009810","","103611",""
"1009810174","","","lsv_run","0.2","3","","1009810","","103611","1"
"1009810175","0.8","","850","","2","","1009810","0","103611","-250"
"1009810176","","","","","93","","1009810","","0.6",""
"1009810177","1","","1","0.2","6","0","1009810","0","100411","1"
"1009810178","1","","1","0.2","6","0","1009810","0","102011","1"
"1009810179","1","","1","0.2","6","0","1009810","0","103611","1"
"1009810180","","","","","91","","1009810","","0",""
"1009811001","-200","lsv_idle_normal","102011","1.95","1","0","1009811","-495","1","102"
"1009811002","100","lsv_idle_normal","103611","1.95","1","1","1009811","-480","1","100"
"1009811003","270","lsv_idle_normal","100411","1.95","1","1","1009811","-510","1","101"
"1009811004","0","lsv_white_loop","333","1","5","0","1009811","0","1","0"
"1009811005","1","","1","0","6","0","1009811","0","333","1"
"1009811006","1","","1","0","6","0","1009811","0","102011","1"
"1009811007","1","","1","0","6","0","1009811","0","103611","1"
"1009811008","1","","1","0","6","0","1009811","0","100411","1"
"1009811009","","","0","","93","","1009811","","1",""
"1009811010","1","","1","0.8","6","0","1009811","0.4","333","1"
"1009811011","lsv_idle_normal","","lsv_jump1","0.2","3","0.2","1009811","1","102011","0"
"1009811012","lsv_idle_normal","","lsv_jump1","0.2","3","0.2","1009811","1","103611","0"
"1009811013","lsv_idle_normal","","lsv_jump1","0.2","3","0.2","1009811","1","100411","0"
"1009811014","","","","","93","","1009811","","0.3",""
"1009811015","0.75","","-200","","2","","1009811","0","102011","-235"
"1009811016","0.75","","100","","2","","1009811","0","103611","-220"
"1009811017","0.75","","270","","2","","1009811","0","100411","-250"
"1009811018","1","","1","0.4","6","0","1009811","1","102011","1"
"1009811019","1","","1","0.4","6","0","1009811","1","103611","1"
"1009811020","1","","1","0.4","6","0","1009811","1","100411","1"
"1009811021","","","0","","93","","1009811","","2",""
"1009811022","lsv_talk_doya_loop","","lsv_talk_doya","0","3","0.2","1009811","1","100411","0"
"1009811023","0","","vo_lsv_1121","","21","","1009811","","vo_lsv","0"
"1009811024","1","0","小繆也恢復活力了，\n那就開始特訓囉！","0","11","0","1009811","1","100411","10"
"1009811025","","","","","91","","1009811","","0",""
"1009811026","","","lsv_idle_doya","0.2","3","","1009811","","100411","1"
"1009811027","","","lsv_talk_surprise","0.2","3","","1009811","","103611","1"
"1009811028","0","","vo_lsv_1122","","21","","1009811","","vo_lsv","0"
"1009811029","1","0","美美，\n學習聊天時，\n你們做了什麼呢？","0","11","0","1009811","1","103611","10"
"1009811030","","","","","91","","1009811","","0",""
"1009811031","","","lsv_idle_surprise","0.2","3","","1009811","","103611","1"
"1009811032","","","lsv_talk_wish_joy","0.2","3","","1009811","","102011","1"
"1009811033","0","","vo_lsv_1123","","21","","1009811","","vo_lsv","0"
"1009811034","1","0","欸嘿嘿♪\n妳們覺得呢～？","0","11","0","1009811","1","102011","10"
"1009811035","","","","","91","","1009811","","0",""
"1009811036","","","lsv_idle_joy","0.2","3","","1009811","","102011","1"
"1009811037","","","lsv_talk_surprise_talkjoy","0.2","3","","1009811","","100411","1"
"1009811038","0","","vo_lsv_1124","","21","","1009811","","vo_lsv","0"
"1009811039","1","0","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","0","11","0","1009811","1","100411","10"
"1009811040","","","","","91","","1009811","","0",""
"1009811041","","","lsv_idle_surprise","0.2","3","","1009811","","100411","1"
"1009811042","","","lsv_talk_thinking_talkR","0.2","3","","1009811","","103611","1"
"1009811043","0","","vo_lsv_1125","","21","","1009811","","vo_lsv","0"
"1009811044","1","0","我也來猜猜看吧。\n學習聊天……\n學習聊天……","0","11","0","1009811","1","103611","10"
"1009811045","","","","","91","","1009811","","0",""
"1009811046","","","lsv_idle_thinking","0.2","3","","1009811","","103611","1"
"1009811047","","","lsv_idle_thinking","0.2","3","","1009811","","100411","1"
"1009811048","0","","vo_lsv_1126","","21","","1009811","","vo_lsv","0"
"1009811049","1","0","唔嗯……","0","11","0","1009811","1","103611","10"
"1009811050","1","0","唔嗯……","0","11","0","1009811","1","100411","10"
"1009811051","","","","","91","","1009811","","0",""
"1009811052","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009811","1","102011","0"
"1009811053","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009811","1","103611","0"
"1009811054","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009811","1","100411","0"
"1009811055","","","0","","93","","1009811","","0.1",""
"1009811056","0.33","","-452","","2","0.2","1009811","2","102011","-235"
"1009811057","0.33","","420","","2","0.2","1009811","2","103611","-220"
"1009811058","0.33","","545","","2","0.2","1009811","2","100411","-250"
"1009811059","","","0","0.2","22","","1009811","","0","1"
"1009811060","","","1009811063","","103","","1009811","","就只有聊天？","0"
"1009811061","","","1009811063","","103","","1009811","","就是聊天……吧？","0"
"1009811062","","","1009811063","","103","","1009811","","我覺得就是在聊天……","0"
"1009811063","lsv_idle_normal_joyR","","lsv_choice","0","3","0.2","1009811","1","102011","0"
"1009811064","lsv_idle_normal","","lsv_choice","0","3","0.2","1009811","1","103611","0"
"1009811065","lsv_idle_normal","","lsv_choice","0","3","0.2","1009811","1","100411","0"
"1009811066","","","0","","93","","1009811","","0.1",""
"1009811067","0.33","","-200","","2","0.2","1009811","2","102011","-235"
"1009811068","0.33","","100","","2","0.2","1009811","2","103611","-220"
"1009811069","0.33","","270","","2","0.2","1009811","2","100411","-250"
"1009811070","","","0","","93","","1009811","","0.7",""
"1009811071","","","","","91","","1009811","","0",""
"1009811072","lsv_talk_joy3","","lsv_handclap","0","3","0.2","1009811","1","102011","0"
"1009811073","0","","vo_lsv_1127","","21","","1009811","","vo_lsv","0"
"1009811074","1","0","哥哥答對了～！\n今天的學習時間，\n我們一直都在聊天喔♪","0","11","0","1009811","1","102011","10"
"1009811075","","","","","91","","1009811","","0",""
"1009811076","","","lsv_idle_normal_joy","0.2","3","","1009811","","102011","1"
"1009811077","lsv_talk_bitter","","lsv_talk_tsun_surprise2","0.2","3","0.2","1009811","1","100411","0"
"1009811078","0","","vo_lsv_1128","","21","","1009811","","vo_lsv","0"
"1009811079","1","0","這問題有意義嗎！？\n……不過很有美美的風格呢。","0","11","0","1009811","1","100411","10"
"1009811080","","","","","91","","1009811","","0",""
"1009811081","","","lsv_idle_normal","0.2","3","","1009811","","100411","1"
"1009811082","","","lsv_talk_wish","0.2","3","","1009811","","103611","1"
"1009811083","0","","vo_lsv_1129","","21","","1009811","","vo_lsv","0"
