8a18da80a11f2e6278494c8003027dd1f46fc583d52738eb1e9fa44cfbf1cfef,2e0399a4faa0dcc36b3e64a871d1f58a14d2e1e648df0d001431ae8c6ff004af,194a0271bdda9db55b14d51899a55cf9e86121692f9b490d8cfd988c4fb46ccd,f41efb0dd2256bd943ffd24e0fb84adb3477df1fc66e9a68d5f5db7958671781,56dee8d424915f47277a7401995d7c724b591ec2289569e9f3e050eeb01a7e39,181482422fb2846493b7fb4a2dec071a2af16a1dd2f9216284cb39fea75da7fc,89798a8c2e538818f264ae96e460d567ab79e5691b110fbfa929b1c31e3a3aac,398dbdf48a42ed0687e5d8fe39c1f7398b529fd9f79beb1b6b7934f4d658a92f,27fcc62e884c28208725e76d2afa05999b6d7f27e0ed7f49b8ad22b7428c8062,40667edd3666db47548bfef98afb11120bdf59f945bf0dde78d4e1e21405ddd3,19e7957318011af211ebc2a1b80a5d61b2be1fd5de332bb7cd3909910e8ba9df
"0","","","25313014","","25313","-335","-190","2","113",""
"0","","","25313015","","25313","-335","190","2","114",""
"0","","","25313016","","25313","-360","350","2","115",""
"","","","25313017","","25313","","0","32","37",""
"","","","25313018","","25313","","1","32","41",""
"","","","25313019","","25313","","0","32","17",""
"","","","25313020","","25313","","","91","0",""
"-108","wac_default_01","-213","25411001","2","25411","202","107111","1","1","0"
"-108","wac_default_01","-213","25411002","2","25411","201","111","5","1","0"
"0","","1","25411003","1","25411","0","32","31","32",""
"0","","1","25411004","0","25411","0","33","31","33",""
"0","","1","25411005","0","25411","0","11","31","11",""
"","","0","25411006","0.2","25411","0","wac_paint_01","3","107111",""
"","","0","25411007","0.2","25411","0","wac_paint_01","3","111",""
"","","","25411008","","25411","","0","93","0",""
"","","","25411009","","25411","","1","32","11",""
"","","","25411010","","25411","0","se_10035700_brush","23","se_10035700",""
"","","","25411011","","25411","","300","13","107111",""
"","","","25411012","","25411","","","131","1",""
"wac_talk_arm_crossed_loop","","1","25412001","0.2","25412","0","wac_talk_arm_crossed_in","3","107111",""
"","","","25412002","0.2","25412","1","wac_no_items","3","111",""
"0","","","25412003","","25412","-340","200","2","107111",""
"0","","","25412004","","25412","-340","200","2","111",""
"","","","25412005","","25412","","0","32","32",""
"","","","25412006","","25412","","1","32","33",""
"","","","25412007","","25412","","0","32","11",""
"0","","","25412008","","25412","0","vo_wac_221026_000","21","vo_wac_221026",""
"1","0.5","1","25412009","0","25412","10","說起來，\n不覺得這牆壁也變得\n挺熱鬧的嗎？","11","107111","0"
"","","","25412010","","25412","","","91","0",""
"0","","","25412011","","25412","0","vo_wac_221026_001","21","vo_wac_221026",""
"1","0.5","1","25412012","0","25412","10","一名天才獨自完成的\n名畫雖然也很不錯，但像這樣\n大眾一起合作完成的畫也很棒呢。\n像這樣的混沌這是我喜愛的嘛☆","11","107111","0"
"","","","25412013","","25412","","","91","0",""
"","","","25412014","","25412","","0","22","0",""
"","","","25413001","0.2","25413","1","wac_idle_arm_crossed","3","107111",""
"","","","25413002","0.2","25413","1","wac_no_items","3","111",""
"0","","","25413003","","25413","-340","200","2","107111",""
"0","","","25413004","","25413","-340","200","2","111",""
"","","","25413005","","25413","","0","32","32",""
"","","","25413006","","25413","","1","32","33",""
"","","","25413007","","25413","","0","32","11",""
"","","","25413008","","25413","","","91","0",""
"-108","wac_default_11","-213","25511001","2","25511","202","100511","1","1","0"
"-108","wac_default_11","-213","25511002","2","25511","201","111","5","1","0"
"0","","1","25511003","1","25511","0","32","31","32",""
"0","","1","25511004","0","25511","0","33","31","33",""
"0","","1","25511005","0","25511","0","11","31","11",""
"","","0","25511006","0.2","25511","0","wac_paint_11","3","100511",""
"","","0","25511007","0.2","25511","0","wac_paint_11","3","111",""
"","","","25511008","","25511","","0","93","0.3",""
"","","","25511009","","25511","","1","32","11",""
"","","","25511010","","25511","0","se_10035700_roller","23","se_10035700",""
"","","","25511011","","25511","","300","13","100511",""
"","","","25511012","","25511","","","131","1",""
"wac_talk_smile_loop","","1","25512001","0.2","25512","0","wac_talk_smile_in","3","100511",""
"","","","25512002","0.2","25512","1","wac_no_items","3","111",""
"0","","","25512003","","25512","-340","200","2","100511",""
"0","","","25512004","","25512","-340","200","2","111",""
"","","","25512005","","25512","","0","32","32",""
"","","","25512006","","25512","","1","32","33",""
"","","","25512007","","25512","","0","32","11",""
"0","","","25512008","","25512","0","vo_wac_221027_000","21","vo_wac_221027",""
"1","0.5","1","25512009","0","25512","10","蘭德索爾真的很大呢～\n明明大家都一起在這牆壁上畫圖，\n卻完全看不到終點呢。","11","100511","0"
"","","","25512010","","25512","","","91","0",""
"0","","","25512011","","25512","0","vo_wac_221027_001","21","vo_wac_221027",""
"1","0.5","1","25512012","0","25512","10","總有一天這項工程完成後，\n放眼望去都能見到大家所畫出\n來的作品呢。現在就開始期待\n完成的時刻了♪","11","100511","0"
"","","","25512013","","25512","","","91","0",""
"","","","25512014","","25512","","0","22","0",""
"","","","25513001","0.2","25513","1","wac_idle_smile","3","100511",""
"","","","25513002","0.2","25513","1","wac_no_items","3","111",""
"0","","","25513003","","25513","-340","200","2","100511",""
"0","","","25513004","","25513","-340","200","2","111",""
"","","","25513005","","25513","","0","32","32",""
"","","","25513006","","25513","","1","32","33",""
"","","","25513007","","25513","","0","32","11",""
"","","","25513008","","25513","","","91","0",""
"-108","wac_default_01","-213","25611001","2","25611","202","103711","1","1","0"
"-108","wac_default_01","-213","25611002","2","25611","201","111","5","1","0"
"0","","1","25611003","1","25611","0","32","31","32",""
"0","","1","25611004","0","25611","0","33","31","33",""
"0","","1","25611005","0","25611","0","11","31","11",""
"","","0","25611006","0.2","25611","0","wac_paint_01","3","103711",""
"","","0","25611007","0.2","25611","0","wac_paint_01","3","111",""
"","","","25611008","","25611","","0","93","0",""
"","","","25611009","","25611","","1","32","11",""
"","","","25611010","","25611","0","se_10035700_brush","23","se_10035700",""
"","","","25611011","","25611","","300","13","103711",""
"","","","25611012","","25611","","","131","1",""
"wac_talk_doya_loop","","1","25612001","0.2","25612","0","wac_talk_doya_in","3","103711",""
"","","","25612002","0.2","25612","1","wac_no_items","3","111",""
"0","","","25612003","","25612","-340","200","2","103711",""
"0","","","25612004","","25612","-340","200","2","111",""
"","","","25612005","","25612","","0","32","32",""
"","","","25612006","","25612","","1","32","33",""
"","","","25612007","","25612","","0","32","11",""
"0","","","25612008","","25612","0","vo_wac_221028_000","21","vo_wac_221028",""
"1","0.5","1","25612009","0","25612","10","今天就到此為止吧。\n畫了這麼多的地方，\n畫筆也需要好好的保養，\n不然後去傷到畫筆呢……","11","103711","0"
"","","","25612010","","25612","","","91","0",""
"0","","","25612011","","25612","0","vo_wac_221028_001","21","vo_wac_221028",""
"1","0.5","1","25612012","0","25612","10","好好珍惜常用的道具。\n這樣的心境對於劍術，\n當然對美術都是非常重要的呢♪","11","103711","0"
"","","","25612013","","25612","","","91","0",""
"","","","25612014","","25612","","0","22","0",""
"","","","25613001","0.2","25613","1","wac_idle_doya","3","103711",""
"","","","25613002","0.2","25613","1","wac_no_items","3","111",""
"0","","","25613003","","25613","-340","200","2","103711",""
"0","","","25613004","","25613","-340","200","2","111",""
"","","","25613005","","25613","","0","32","32",""
"","","","25613006","","25613","","1","32","33",""
"","","","25613007","","25613","","0","32","11",""
"","","","25613008","","25613","","","91","0",""
"-108","wac_default_01","-213","25711001","2","25711","202","100811","1","1","0"
"-108","wac_default_01","-213","25711002","2","25711","201","111","5","1","0"
"0","","1","25711003","1","25711","0","32","31","32",""
"0","","1","25711004","0","25711","0","33","31","33",""
"0","","1","25711005","0","25711","0","11","31","11",""
"","","0","25711006","0.2","25711","0","wac_paint_01","3","100811",""
"","","0","25711007","0.2","25711","0","wac_paint_01","3","111",""
"","","","25711008","","25711","","0","93","0",""
"","","","25711009","","25711","","1","32","11",""
"","","","25711010","","25711","0","se_10035700_brush","23","se_10035700",""
"","","","25711011","","25711","","300","13","100811",""
"","","","25711012","","25711","","","131","1",""
"wac_talk_arm_crossed_loop","","1","25712001","0.2","25712","0","wac_talk_arm_crossed_in","3","100811",""
"","","","25712002","0.2","25712","1","wac_no_items","3","111",""
"0","","","25712003","","25712","-340","200","2","100811",""
"0","","","25712004","","25712","-340","200","2","111",""
"","","","25712005","","25712","","0","32","32",""
"","","","25712006","","25712","","1","32","33",""
"","","","25712007","","25712","","0","32","11",""
"0","","","25712008","","25712","0","vo_wac_221029_000","21","vo_wac_221029",""
"1","0.5","1","25712009","0","25712","10","又一項藝術，經由可愛的我\n親手完成了呢……上天究竟\n想賦予給我多少才能呢？","11","100811","0"
"","","","25712010","","25712","","","91","0",""
"wac_talk_wish_loop","","1","25712011","0.2","25712","0","wac_talk_wish_in","3","100811",""
"0","","","25712012","","25712","0","vo_wac_221029_001","21","vo_wac_221029",""
"1","0.5","1","25712013","0","25712","10","但這才能還真令人苦惱呀。\n如果可愛的我，跟我所創造出來\n的畫的美互相衝突的話……\n但是還是我比較可愛吧♪","11","100811","0"
"","","","25712014","","25712","","","91","0",""
"","","","25712015","","25712","","0","22","0",""
"","","","25713001","0.2","25713","1","wac_idle_wish","3","100811",""
"","","","25713002","0.2","25713","1","wac_no_items","3","111",""
"0","","","25713003","","25713","-340","200","2","100811",""
"0","","","25713004","","25713","-340","200","2","111",""
"","","","25713005","","25713","","0","32","32",""
"","","","25713006","","25713","","1","32","33",""
"","","","25713007","","25713","","0","32","11",""
"","","","25713008","","25713","","","91","0",""
"-108","wac_default_01","-213","25811001","2","25811","202","105511","1","1","0"
"-108","wac_default_01","-213","25811002","2","25811","201","111","5","1","0"
"0","","1","25811003","1","25811","0","32","31","32",""
"0","","1","25811004","0","25811","0","33","31","33",""
"0","","1","25811005","0","25811","0","11","31","11",""
"","","0","25811006","0.2","25811","0","wac_paint_01","3","105511",""
"","","0","25811007","0.2","25811","0","wac_paint_01","3","111",""
"","","","25811008","","25811","","0","93","0",""
"","","","25811009","","25811","","1","32","11",""
"","","","25811010","","25811","0","se_10035700_brush","23","se_10035700",""
"","","","25811011","","25811","","300","13","105511",""
"","","","25811012","","25811","","","131","1",""
"wac_talk_wish_loop","","1","25812001","0.2","25812","0","wac_talk_wish_in","3","105511",""
"","","","25812002","0.2","25812","1","wac_no_items","3","111",""
"0","","","25812003","","25812","-340","200","2","105511",""
"0","","","25812004","","25812","-340","200","2","111",""
"","","","25812005","","25812","","0","32","32",""
"","","","25812006","","25812","","1","32","33",""
"","","","25812007","","25812","","0","32","11",""
"0","","","25812008","","25812","0","vo_wac_221030_000","21","vo_wac_221030",""
"1","0.5","1","25812009","0","25812","10","這牆壁的畫，也越來越多了呢──\n剛開始的時候，明明只是一面\n空白牆壁呢……","11","105511","0"
"","","","25812010","","25812","","","91","0",""
"0","","","25812011","","25812","0","vo_wac_221030_001","21","vo_wac_221030",""
"1","0.5","1","25812012","0","25812","10","一想到自己也在協助這麼\n令人注目的工作，\n就有種不可思議的感覺呢……\n雖然很令人高興就是了♪","11","105511","0"
"","","","25812013","","25812","","","91","0",""
"","","","25812014","","25812","","0","22","0",""
"","","","25813001","0.2","25813","1","wac_idle_wish","3","105511",""
"","","","25813002","0.2","25813","1","wac_no_items","3","111",""
"0","","","25813003","","25813","-340","200","2","105511",""
"0","","","25813004","","25813","-340","200","2","111",""
"","","","25813005","","25813","","0","32","32",""
"","","","25813006","","25813","","1","32","33",""
"","","","25813007","","25813","","0","32","11",""
"","","","25813008","","25813","","","91","0",""
"-108","wac_default_01","-212.75","25911001","2","25911","202","106811","1","1","0"
"-108","wac_default_01","-212.75","25911002","2","25911","201","111","5","1","0"
"0","","1","25911003","1","25911","0","32","31","32",""
"0","","1","25911004","0","25911","0","41","31","41",""
"0","","1","25911005","0","25911","0","11","31","11",""
"0","","1","25911006","0","25911","0","14","31","14",""
"0","","1","25911007","0","25911","0","18","31","18",""
"","","0","25911008","0.2","25911","0","wac_paint_01","3","106811",""
"","","0","25911009","0.2","25911","0","wac_paint_01","3","111",""
"","","","25911010","","25911","","0","93","0",""
"","","","25911011","","25911","","1","32","11",""
"","","","25911012","","25911","0","se_10035700_brush","23","se_10035700",""
"","","","25911013","","25911","","300","13","106811",""
"","","","25911014","","25911","","","131","1",""
"wac_talk_sad_loop_surprise","","1","25912001","0.2","25912","0","wac_talk_sad_in_surprise","3","106811",""
"","","","25912002","0.2","25912","1","wac_no_items","3","111",""
"0","","","25912003","","25912","-340","405","2","106811",""
"0","","","25912004","","25912","-340","405","2","111",""
"","","","25912005","","25912","","0","32","32",""
"","","","25912006","","25912","","1","32","41",""
"","","","25912007","","25912","","0","32","11",""
"","","","25912008","","25912","","1","32","14",""
"","","","25912009","","25912","","1","32","18",""
"","","","25912010","","25912","","0","93","1.8",""
"0","","","25912011","","25912","0","vo_wac_221031_000","21","vo_wac_221031",""
"1","0.5","1","25912012","0","25912","10","說起來這壁畫，\n似似花跟克莉絲也有在畫對吧？\n真想看看她們到底用\n什麼表情在進行繪畫的呢？","11","106811","0"
"","","","25912013","","25912","","","91","0",""
"wac_talk_arm_crossed_loop","","1","25912014","0.2","25912","0","wac_talk_arm_crossed_in","3","106811",""
"0","","","25912015","","25912","0","vo_wac_221031_001","21","vo_wac_221031",""
"1","0.5","1","25912016","0","25912","10","如果真那跟拉基拉基，\n總有一天也……啊，開玩笑的。\n哈哈，真不像我呢，\n稍微有點多愁善感嗎？","11","106811","0"
"","","","25912017","","25912","","","91","0",""
"","","","25912018","","25912","","0","22","0",""
"","","","25913001","0.2","25913","1","wac_idle_arm_crossed","3","106811",""
"","","","25913002","0.2","25913","1","wac_no_items","3","111",""
"0","","","25913003","","25913","-340","405","2","106811",""
