a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","18111016","wac_paint_bot_41","","18111","","0","0","0.2","3","105011"
"","18111017","wac_paint_48","","18111","","0","0","0.2","3","112"
"","18111018","wac_paint_bot_51","","18111","","0","0","0.2","3","101811"
"","18111019","wac_paint_bot_52","","18111","","0","0","0.2","3","113"
"","18111020","0","","18111","","","","","93","0"
"","18111021","1","","18111","","","","","32","15"
"","18111022","se_sys_login_birthday_calendar_smallbrush","","18111","","0","","","23","se_common"
"","18111023","","","18111","","","","","131","1"
"","18112001","wac_idle_smile","","18112","","1","","0","3","101811"
"","18112002","wac_idle_sad_L","","18112","","1","","0","3","101611"
"","18112003","wac_idle_sad","","18112","","1","","0","3","105011"
"","18112004","wac_no_items","","18112","","1","","0","3","111"
"","18112005","wac_no_items","","18112","","1","","0","3","112"
"","18112006","wac_no_items","","18112","","1","","0","3","113"
"","18112007","190","0","18112","","-335","","","2","101811"
"","18112008","-190","0","18112","","-360","","","2","101611"
"","18112009","350","0","18112","","-360","","","2","105011"
"","18112010","190","0","18112","","-335","","","2","111"
"","18112011","-190","0","18112","","-360","","","2","112"
"","18112012","350","0","18112","","-360","","","2","113"
"","18112013","0","","18112","","","","","32","25"
"","18112014","1","","18112","","","","","32","30"
"","18112015","0","","18112","","","","","32","15"
"","18112016","wac_talk_smile_in","wac_talk_smile_loop","18112","","0","1","0.2","3","101811"
"","18112017","vo_wac_220814_000","0","18112","","0","","","21","vo_wac_220814"
"0.5","18112018","大家畫好了嗎？\n這是很棒的課外活動，\n等等會打分數喔。\n所以妳們要仔細地完成喔。","1","18112","0","10","1","0","11","101811"
"","18112019","","","18112","","","","","91","0"
"","18112020","wac_idle_smile","","18112","","1","1","0.2","3","101811"
"","18112021","wac_talk_surprise_in_sad_L","wac_talk_surprise_loop_sad_L","18112","","0","1","0.2","3","101611"
"","18112022","vo_wac_220814_001","0","18112","","0","","","21","vo_wac_220814"
"0.5","18112023","咦咦！？\n小伊緒，這種事\n妳一開始就要先說啦～！\n美咲，妳畫得怎麼樣……？","1","18112","0","10","1","0","11","101611"
"","18112024","","","18112","","","","","91","0"
"","18112025","wac_idle_surprise_sad_L","","18112","","1","1","0.2","3","101611"
"","18112026","wac_talk_anger_shy","","18112","","1","","0.2","3","105011"
"","18112027","vo_wac_220814_002","0","18112","","0","","","21","vo_wac_220814"
"0.5","18112028","成、成熟的淑女\n是不會疏忽大意的唷！\n不過，那個……希望能給我\n一點重新修正的時間呢……","1","18112","0","10","1","0","11","105011"
"","18112029","","","18112","","","","","91","0"
"","18112030","0","","18112","","","","","22","0"
"","18112031","","","18112","","","","","111",""
"","18113001","wac_idle_smile","","18113","","1","","0.2","3","101811"
"","18113002","wac_idle_sad_L","","18113","","1","","0.2","3","101611"
"","18113003","wac_idle_sad_shy","","18113","","1","","0.2","3","105011"
"","18113004","wac_no_items","","18113","","1","","0.2","3","111"
"","18113005","wac_no_items","","18113","","1","","0.2","3","112"
"","18113006","wac_no_items","","18113","","1","","0.2","3","113"
"","18113007","190","0","18113","","-335","","","2","101811"
"","18113008","-190","0","18113","","-360","","","2","101611"
"","18113009","350","0","18113","","-360","","","2","105011"
"","18113010","190","0","18113","","-335","","","2","111"
"","18113011","-190","0","18113","","-360","","","2","112"
"","18113012","350","0","18113","","-360","","","2","113"
"","18113013","0","","18113","","","","","32","25"
"","18113014","1","","18113","","","","","32","30"
"","18113015","0","","18113","","","","","32","15"
"","18113016","","","18113","","","","","91","0"
"wac_default_11","18211001","105011","-108","18211","0","202","-213","2","1","1"
"wac_default_13","18211002","111","-108","18211","0","201","-213","2","5","1"
"","18211003","21","0","18211","","0","1","1","31","21"
"","18211004","54","0","18211","","0","1","0","31","54"
"","18211005","11","0","18211","","0","1","0","31","11"
"","18211006","501","0","18211","","0","1","1","31","501"
"","18211007","wac_paint_11","","18211","","0","0","0.2","3","105011"
"","18211008","wac_paint_13","","18211","","0","0","0.2","3","111"
"","18211009","0","","18211","","","","","93","0.3"
"","18211010","1","","18211","","","","","32","11"
"","18211011","se_10035700_roller","","18211","","0","","","23","se_10035700"
"","18211012","300","","18211","","","","","13","105011"
"","18211013","","","18211","","","","","131","1"
"","18212001","wac_talk_doya_in","wac_talk_doya_loop","18212","","0","1","0.2","3","105011"
"","18212002","wac_no_items","","18212","","1","","0.2","3","111"
"","18212003","200","0","18212","","-340","","","2","105011"
"","18212004","200","0","18212","","-340","","","2","111"
"","18212005","0","","18212","","","","","32","21"
"","18212006","1","","18212","","","","","32","54"
"","18212007","0","","18212","","","","","32","11"
"","18212008","vo_wac_220815_000","0","18212","","0","","","21","vo_wac_220815"
"0.5","18212009","這次的作品我很有自信喔！\n有著與成熟淑女相稱的\n那個……對，品味！\n非常有品味對吧？","1","18212","0","10","1","0","11","105011"
"","18212010","","","18212","","","","","91","0"
"","18212011","wac_talk_anger_shy","","18212","","1","","0.2","3","105011"
"","18212012","vo_wac_220815_001","0","18212","","0","","","21","vo_wac_220815"
"0.5","18212013","你問哪裡……全部啊！\n畢竟是我畫的，\n總之就是很成熟！\n懂了嗎？","1","18212","0","10","1","0","11","105011"
"","18212014","","","18212","","","","","91","0"
"","18212015","0","","18212","","","","","22","0"
"","18213001","wac_idle_sad_shy","","18213","","1","","0.2","3","105011"
"","18213002","wac_no_items","","18213","","1","","0.2","3","111"
"","18213003","200","0","18213","","-340","","","2","105011"
"","18213004","200","0","18213","","-340","","","2","111"
"","18213005","0","","18213","","","","","32","21"
"","18213006","1","","18213","","","","","32","54"
"","18213007","0","","18213","","","","","32","11"
"","18213008","","","18213","","","","","91","0"
"wac_default_11","18311001","101611","-108","18311","0","202","-213","2","1","1"
"wac_default_13","18311002","111","-108","18311","0","201","-213","2","5","1"
"","18311003","21","0","18311","","0","1","1","31","21"
"","18311004","54","0","18311","","0","1","0","31","54"
"","18311005","11","0","18311","","0","1","0","31","11"
"","18311006","501","0","18311","","0","1","1","31","501"
"","18311007","wac_paint_11","","18311","","0","0","0.2","3","101611"
"","18311008","wac_paint_13","","18311","","0","0","0.2","3","111"
"","18311009","0","","18311","","","","","93","0.3"
"","18311010","1","","18311","","","","","32","11"
"","18311011","se_10035700_roller","","18311","","0","","","23","se_10035700"
"","18311012","300","","18311","","","","","13","101611"
"","18311013","","","18311","","","","","131","1"
"","18312001","wac_talk_kyapi_in","wac_talk_kyapi_loop","18312","","0","1","0.2","3","101611"
"","18312002","wac_no_items","","18312","","1","","0.2","3","111"
"","18312003","200","0","18312","","-340","","","2","101611"
"","18312004","200","0","18312","","-340","","","2","111"
"","18312005","0","","18312","","","","","32","21"
"","18312006","1","","18312","","","","","32","54"
"","18312007","0","","18312","","","","","32","11"
"","18312008","vo_wac_220816_000","0","18312","","0","","","21","vo_wac_220816"
"0.5","18312009","完成了～♪\n秀才，如何如何？\n成品感覺超讚的\n對吧～？","1","18312","0","10","1","0","11","101611"
"","18312010","","","18312","","","","","91","0"
"","18312011","vo_wac_220816_001","0","18312","","0","","","21","vo_wac_220816"
"0.5","18312012","下次的攝影會\n就以這面牆為背景吧～？\n在大家一同描繪的圖畫前面，\n會超感人的吧♪","1","18312","0","10","1","0","11","101611"
"","18312013","","","18312","","","","","91","0"
"","18312014","0","","18312","","","","","22","0"
"","18313001","wac_idle_kyapi","","18313","","1","","0.2","3","101611"
"","18313002","wac_no_items","","18313","","1","","0.2","3","111"
"","18313003","200","0","18313","","-340","","","2","101611"
"","18313004","200","0","18313","","-340","","","2","111"
"","18313005","0","","18313","","","","","32","21"
"","18313006","1","","18313","","","","","32","54"
"","18313007","0","","18313","","","","","32","11"
"","18313008","","","18313","","","","","91","0"
"wac_default_01","18411001","105611","-108","18411","0","202","-213","2","1","1"
"wac_default_03","18411002","111","-108","18411","0","201","-213","2","5","1"
"","18411003","21","0","18411","","0","1","1","31","21"
"","18411004","54","0","18411","","0","1","0","31","54"
"","18411005","11","0","18411","","0","1","0","31","11"
"","18411006","501","0","18411","","0","1","1","31","501"
"","18411007","wac_paint_01","","18411","","0","0","0.2","3","105611"
"","18411008","wac_paint_03","","18411","","0","0","0.2","3","111"
"","18411009","0","","18411","","","","","93","0"
"","18411010","1","","18411","","","","","32","11"
"","18411011","se_10035700_brush","","18411","","0","","","23","se_10035700"
"","18411012","300","","18411","","","","","13","105611"
"","18411013","","","18411","","","","","131","1"
"","18412001","wac_talk_doya_in","wac_talk_doya_loop","18412","","0","1","0.2","3","105611"
"","18412002","wac_no_items","","18412","","1","","0.2","3","111"
"","18412003","200","0","18412","","-340","","","2","105611"
"","18412004","200","0","18412","","-340","","","2","111"
"","18412005","0","","18412","","","","","32","21"
"","18412006","1","","18412","","","","","32","54"
"","18412007","0","","18412","","","","","32","11"
"","18412008","vo_wac_220817_000","0","18412","","0","","","21","vo_wac_220817"
"0.5","18412009","好了，大概就這樣吧。\n雖然已經漸漸習慣了，\n但畫圖果然還是與揮劍\n相當不同呢。","1","18412","0","10","1","0","11","105611"
"","18412010","","","18412","","","","","91","0"
"","18412011","vo_wac_220817_001","0","18412","","0","","","21","vo_wac_220817"
"0.5","18412012","不過，就讓我悠閒地描繪吧。\n這種事也不是一朝一夕就能變厲害的。\n無論是釣魚還是其他事，不慌不忙地\n仔細做好才比較會有好結果嘛。","1","18412","0","10","1","0","11","105611"
"","18412013","","","18412","","","","","91","0"
"","18412014","0","","18412","","","","","22","0"
"","18413001","wac_idle_doya","","18413","","1","","0.2","3","105611"
"","18413002","wac_no_items","","18413","","1","","0.2","3","111"
"","18413003","200","0","18413","","-340","","","2","105611"
"","18413004","200","0","18413","","-340","","","2","111"
"","18413005","0","","18413","","","","","32","21"
"","18413006","1","","18413","","","","","32","54"
"","18413007","0","","18413","","","","","32","11"
"","18413008","","","18413","","","","","91","0"
"wac_default_01","18511001","105111","-108","18511","0","202","-213","2","1","1"
"wac_default_02","18511002","111","-108","18511","0","201","-213","2","5","1"
"","18511003","21","0","18511","","0","1","1","31","21"
"","18511004","54","0","18511","","0","1","0","31","54"
"","18511005","11","0","18511","","0","1","0","31","11"
"","18511006","501","0","18511","","0","1","1","31","501"
"","18511007","wac_paint_01","","18511","","0","0","0.2","3","105111"
"","18511008","wac_paint_02","","18511","","0","0","0.2","3","111"
"","18511009","0","","18511","","","","","93","0"
"","18511010","1","","18511","","","","","32","11"
"","18511011","se_10035700_brush","","18511","","0","","","23","se_10035700"
"","18511012","300","","18511","","","","","13","105111"
"","18511013","","","18511","","","","","131","1"
"","18512001","wac_talk_doya_in","wac_talk_doya_loop","18512","","0","1","0.2","3","105111"
"","18512002","wac_no_items","","18512","","1","","0.2","3","111"
"","18512003","200","0","18512","","-340","","","2","105111"
"","18512004","200","0","18512","","-340","","","2","111"
"","18512005","0","","18512","","","","","32","21"
"","18512006","1","","18512","","","","","32","54"
"","18512007","0","","18512","","","","","32","11"
"","18512008","vo_wac_220818_000","0","18512","","0","","","21","vo_wac_220818"
"0.5","18512009","如何？很不賴吧？\n所謂醫生，就是會有各式各樣\n能素描的機會，\n所以也很擅長這種事喔。","1","18512","0","10","1","0","11","105111"
"","18512010","","","18512","","","","","91","0"
"","18512011","wac_talk_wish_in","wac_talk_wish_loop","18512","","0","1","0.2","3","105111"
"","18512012","vo_wac_220818_001","0","18512","","0","","","21","vo_wac_220818"
"0.5","18512013","下次，你能當我的素描模特兒嗎？\n當然是從頭到腳全身都畫喔。\n因為似乎能作為研究參考嘛♪","1","18512","0","10","1","0","11","105111"
"","18512014","","","18512","","","","","91","0"
"","18512015","0","","18512","","","","","22","0"
"","18513001","wac_idle_wish","","18513","","1","","0.2","3","105111"
"","18513002","wac_no_items","","18513","","1","","0.2","3","111"
"","18513003","200","0","18513","","-340","","","2","105111"
"","18513004","200","0","18513","","-340","","","2","111"
"","18513005","0","","18513","","","","","32","21"
"","18513006","1","","18513","","","","","32","54"
"","18513007","0","","18513","","","","","32","11"
"","18513008","","","18513","","","","","91","0"
"wac_default_11","18611001","102711","-108","18611","0","202","-213","2","1","1"
"wac_default_13","18611002","111","-108","18611","0","201","-213","2","5","1"
"","18611003","21","0","18611","","0","1","1","31","21"
"","18611004","54","0","18611","","0","1","0","31","54"
"","18611005","11","0","18611","","0","1","0","31","11"
"","18611006","501","0","18611","","0","1","1","31","501"
"","18611007","wac_paint_11","","18611","","0","0","0.2","3","102711"
"","18611008","wac_paint_13","","18611","","0","0","0.2","3","111"
"","18611009","0","","18611","","","","","93","0.3"
"","18611010","1","","18611","","","","","32","11"
"","18611011","se_10035700_roller","","18611","","0","","","23","se_10035700"
"","18611012","300","","18611","","","","","13","102711"
"","18611013","","","18611","","","","","131","1"
"","18612001","wac_talk_smile_in","wac_talk_smile_loop","18612","","0","1","0.2","3","102711"
"","18612002","wac_no_items","","18612","","1","","0.2","3","111"
"","18612003","200","0","18612","","-340","","","2","102711"
"","18612004","200","0","18612","","-340","","","2","111"
