70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"","1.3","","93","","40075","0","","","","1400750021"
"","se_travel_top","","23","","40075","se_travel_top_ziz_drop1","","","0","1400750022"
"","400730","","32","","40075","1","","","","1400750023"
"","1","","93","","40075","0","","","","1400750024"
"","se_travel_top","","23","","40075","se_travel_top_ziz_dizzy","","","0","1400750025"
"","1.2","","93","","40075","0","","","","1400750026"
"","se_travel_top","","23","","40075","se_travel_top_ziz_joy1","","","0","1400750027"
"","0.3","","93","","40075","0","","","","1400750028"
"0","1000001","","12","","40075","7","","0","0.01","1400750029"
"","1","","93","","40075","0","","","","1400750030"
"","","","111","","40075","","","","","1400750031"
"","0","","91","","40075","","","","","1400750032"
"0","18","run","5","1","40091","400991","0.35","-75","60","1400910001"
"-67","18","run2","5","1","40091","400992","0.35","-38","58","1400910002"
"47","18","run3","5","1","40091","400993","0.35","-16","56","1400910003"
"-75","400915","","31","","40091","400915","1","0.35","0","1400910004"
"0","0","rare","5","0","40091","0","1","-90","110","1400910005"
"","0","","91","","40091","0","","","","1400910006"
"","400991","","3","0","40091","run","0","","0","1400910007"
"","400992","","3","0","40091","run2","0","","0","1400910008"
"","400993","","3","0","40091","run3","0","","0","1400910009"
"","0","","91","","40091","0","","","","1400910010"
"8.72","1400910007","","101","","40091","100","","0","100","1400910011"
"","400991","","3","0","40091","run","0","","1","1400910012"
"","400992","","3","0","40091","run2","0","","1","1400910013"
"","400993","","3","0","40091","run3","0","","1","1400910014"
"","0","","91","","40091","0","","","","1400910015"
"-1000","1","travel_topdrama_r_4009_run","1","0","40092","1000001","1.46","-177","51","1400920001"
"-1000","18","empty","5","1","40092","400991","0.8","-330","60","1400920002"
"-1000","18","empty","5","1","40092","400992","0.8","-320","58","1400920003"
"-1000","18","empty","5","1","40092","400993","0.8","-280","56","1400920004"
"-250","17","travel_topdrama_r_4000_empty","5","0","40092","400999","1.46","-92","53","1400920005"
"-147","400904","","31","","40092","400904","1","1","-1000","1400920006"
"-330","400912","","31","","40092","400951","0","1","-1000","1400920007"
"-320","400912","","31","","40092","400952","0","1","-1000","1400920008"
"-280","400912","","31","","40092","400953","0","1","-1000","1400920009"
"18","400905","","31","","40092","400905","1","1","-990","1400920010"
"0","400900","","31","","40092","400900","1","1","0","1400920011"
"0","400901","","31","","40092","400901","1","1","0","1400920012"
"0","400902","","31","","40092","400902","1","1","0","1400920013"
"0","400990","","31","","40092","400990","0","1","0","1400920014"
"0","400009","","31","","40092","400009","1","1","0","1400920015"
"","0","","91","","40092","","","","","1400920016"
"","se_travel_top","","23","","40092","se_travel_top_flock_foot1","","","0","1400920017"
"","0.3","","93","","40092","0","","","","1400920018"
"","1000001","","3","","40092","travel_topdrama_r_4009_run","0.2","0","1","1400920019"
"2","1000001","","2","","40092","0","","0","-177","1400920020"
"2","400905","","33","","40092","-50","","0","18","1400920021"
"2","400904","","33","","40092","0","","0","-147","1400920022"
"","0.7","","93","","40092","0","","","","1400920023"
"","se_travel_top","","23","","40092","se_travel_top_flock_rumble","","","0","1400920024"
"","3.5","","122","","40092","7","","","3","1400920025"
"","1400920020","","91","","40092","","","","","1400920026"
"","1000001","","3","","40092","travel_topdrama_r_4009_lookAround","0.2","0","1","1400920027"
"","1.2","","93","","40092","0","","","","1400920028"
"","400990","","32","","40092","1","","","","1400920029"
"","躲在樹蔭下","","103","","40092","1400920032","","","","1400920030"
"","躲在岩石後","","103","","40092","1400920034","","","","1400920031"
"","1","","102","","40092","0","","","","1400920032"
"","1400920036","","101","","40092","","","","","1400920033"
"","2","","102","","40092","0","","","","1400920034"
"","1400920036","","101","","40092","","","","","1400920035"
"","0","","91","","40092","","","","","1400920036"
"","0.1","","93","","40093","","","","","1400930001"
"","400990","","32","","40093","0","","","","1400930002"
"-1000","18","empty","5","1","40093","400994","0.75","-150","53","1400930003"
"-1000","18","empty","5","1","40093","400995","0.75","-160","53","1400930004"
"-150","400911","","31","","40093","400954","0","1","-1000","1400930005"
"-160","400911","","31","","40093","400955","0","1","-1000","1400930006"
"-177","400906","","31","","40093","400906","0","1","0","1400930007"
"103","400908","","31","","40093","400908","0","1","-173","1400930008"
"0","400916","","31","","40093","400916","0","1","0","1400930009"
"0","400903","","31","","40093","400903","1","1","0","1400930010"
"","0.01","","93","","40093","0","","","","1400930011"
"","400902","","32","","40093","0","","","","1400930012"
"","se_travel_top","","23","","40093","se_travel_top_flock_hide1","","","0","1400930013"
"","1000001","","3","0","40093","travel_topdrama_r_4009_hide_tree","0","0","0","1400930014"
"","400906","","32","","40093","1","","","","1400930015"
"","0.45","","93","","40093","0","","","","1400930016"
"","1000001","","3","","40093","travel_topdrama_r_4009_scared_tree","0","","0","1400930017"
"0","1000001","","2","","40093","-250","","0","-92","1400930018"
"","0.5","","93","","40093","0","","","","1400930019"
"","se_travel_top","","23","","40093","se_travel_top_flock_pass_away","","","0","1400930020"
"","10","","122","","40093","20","","","4.6","1400930021"
"","400991","","3","","40093","run","0","","1","1400930022"
"3","400991","","2","","40093","1500","","0","-330","1400930023"
"","400951","","32","","40093","1","","","","1400930024"
"3","400951","","33","","40093","1500","","0","-330","1400930025"
"","0.4","","93","","40093","0","","","","1400930026"
"","400994","","3","","40093","run","0","","1","1400930027"
"2.7","400994","","2","","40093","1500","","0","-150","1400930028"
"","400954","","32","","40093","1","","","","1400930029"
"2.7","400954","","33","","40093","1500","","0","-150","1400930030"
"","0.2","","93","","40093","0","","","","1400930031"
"","400993","","3","","40093","run","0","","1","1400930032"
"3","400993","","2","","40093","1500","","0","-280","1400930033"
"","400953","","32","","40093","1","","","","1400930034"
"3","400953","","33","","40093","1500","","0","-280","1400930035"
"","0.4","","93","","40093","0","","","","1400930036"
"","400995","","3","","40093","run","0","","1","1400930037"
"3","400995","","2","","40093","1500","","0","-160","1400930038"
"","400955","","32","","40093","1","","","","1400930039"
"3","400955","","33","","40093","1500","","0","-160","1400930040"
"","0.5","","93","","40093","0","","","","1400930041"
"","400992","","3","","40093","run","0","","1","1400930042"
"2.4","400992","","2","","40093","1500","","0","-320","1400930043"
"","400952","","32","","40093","1","","","","1400930044"
"2.4","400952","","33","","40093","1500","","0","-320","1400930045"
"","1.6","","93","","40093","","","","","1400930046"
"","0.7","","93","","40093","0","","","","1400930047"
"","1000001","","3","","40093","travel_topdrama_r_4009_relief_tree","0","","0","1400930048"
"","400999","","3","","40093","travel_topdrama_r_4009_relief_tree","0","","0","1400930049"
"","400916","","32","","40093","1","","","","1400930050"
"","0.3","","93","","40093","0","","","","1400930051"
"","se_travel_top","","23","","40093","se_travel_top_flock_relief","","","0","1400930052"
"","0.66","","93","","40093","0","","","","1400930053"
"","400908","","32","","40093","1","","","","1400930054"
"","0.2","","93","","40093","0","","","","1400930055"
"","se_travel_top","","23","","40093","se_travel_top_flock_drop_goldenbox1","","","0","1400930056"
"","se_travel_top","","23","","40093","se_travel_top_flock_surprise","","","0","1400930057"
"","1","","93","","40093","0","","","","1400930058"
"","se_travel_top","","23","","40093","se_travel_top_flock_emote_note","","","0","1400930059"
"","1400930049","","91","","40093","0","","","","1400930060"
"","","","111","","40093","","","","","1400930061"
"","0","","91","","40093","0","","","","1400930062"
"","0.1","","93","","40094","","","","","1400940001"
"","400990","","32","","40094","0","","","","1400940002"
"-1000","18","empty","5","1","40094","400994","0.75","-150","53","1400940003"
"-1000","18","empty","5","1","40094","400995","0.75","-160","53","1400940004"
"-150","400911","","31","","40094","400954","0","1","-1000","1400940005"
"-160","400911","","31","","40094","400955","0","1","-1000","1400940006"
"-177","400906","","31","","40094","400906","0","1","0","1400940007"
"103","400908","","31","","40094","400908","0","1","-173","1400940008"
"0","400917","","31","","40094","400917","0","1","0","1400940009"
"0","400903","","31","","40094","400903","1","1","0","1400940010"
"","0.01","","93","","40094","0","","","","1400940011"
"","400902","","32","","40094","0","","","","1400940012"
"","se_travel_top","","23","","40094","se_travel_top_flock_hide1","","","0","1400940013"
"","1000001","","3","0","40094","travel_topdrama_r_4009_hide_tree","0","0","0","1400940014"
"","400906","","32","","40094","1","","","","1400940015"
"","0.45","","93","","40094","0","","","","1400940016"
"","1000001","","3","","40094","travel_topdrama_r_4009_scared_tree","0","","0","1400940017"
"0","1000001","","2","","40094","-250","","0","-92","1400940018"
"","0.5","","93","","40094","0","","","","1400940019"
"","se_travel_top","","23","","40094","se_travel_top_flock_pass_away","","","0","1400940020"
"","10","","122","","40094","20","","","4.6","1400940021"
"","400991","","3","","40094","run","0","","1","1400940022"
"3","400991","","2","","40094","1500","","0","-330","1400940023"
"","400951","","32","","40094","1","","","","1400940024"
"3","400951","","33","","40094","1500","","0","-330","1400940025"
"","0.4","","93","","40094","0","","","","1400940026"
"","400994","","3","","40094","run","0","","1","1400940027"
"2.7","400994","","2","","40094","1500","","0","-150","1400940028"
"","400954","","32","","40094","1","","","","1400940029"
"2.7","400954","","33","","40094","1500","","0","-150","1400940030"
"","0.2","","93","","40094","0","","","","1400940031"
"","400993","","3","","40094","run","0","","1","1400940032"
"3","400993","","2","","40094","1500","","0","-280","1400940033"
"","400953","","32","","40094","1","","","","1400940034"
"3","400953","","33","","40094","1500","","0","-280","1400940035"
"","0.4","","93","","40094","0","","","","1400940036"
"","400995","","3","","40094","run","0","","1","1400940037"
"3","400995","","2","","40094","1500","","0","-160","1400940038"
"","400955","","32","","40094","1","","","","1400940039"
"3","400955","","33","","40094","1500","","0","-160","1400940040"
"","0.5","","93","","40094","0","","","","1400940041"
"","400992","","3","","40094","run","0","","1","1400940042"
"2.4","400992","","2","","40094","1500","","0","-320","1400940043"
"","400952","","32","","40094","1","","","","1400940044"
"2.4","400952","","33","","40094","1500","","0","-320","1400940045"
"","1.6","","93","","40094","","","","","1400940046"
"","0.7","","93","","40094","0","","","","1400940047"
"","1000001","","3","","40094","travel_topdrama_r_4009_relief_tree","0","","0","1400940048"
"","400999","","3","","40094","travel_topdrama_r_4009_relief_tree","0","","0","1400940049"
"","400917","","32","","40094","1","","","","1400940050"
"","0.3","","93","","40094","0","","","","1400940051"
"","se_travel_top","","23","","40094","se_travel_top_flock_relief","","","0","1400940052"
"","0.66","","93","","40094","0","","","","1400940053"
"","400908","","32","","40094","1","","","","1400940054"
"","0.2","","93","","40094","0","","","","1400940055"
"","se_travel_top","","23","","40094","se_travel_top_flock_drop_goldenbox1","","","0","1400940056"
"","se_travel_top","","23","","40094","se_travel_top_flock_surprise","","","0","1400940057"
"","1","","93","","40094","0","","","","1400940058"
"","se_travel_top","","23","","40094","se_travel_top_flock_emote_note","","","0","1400940059"
"","1400940049","","91","","40094","0","","","","1400940060"
"","","","111","","40094","","","","","1400940061"
"","0","","91","","40094","0","","","","1400940062"
"","0.1","","93","","40095","","","","","1400950001"
"","400990","","32","","40095","0","","","","1400950002"
"-1000","18","empty","5","1","40095","400994","0.75","-150","48","1400950003"
"-1000","18","empty","5","1","40095","400995","0.75","-160","48","1400950004"
"-150","400913","","31","","40095","400954","0","1","-1000","1400950005"
"-160","400913","","31","","40095","400955","0","1","-1000","1400950006"
"-209","400914","","31","","40095","400956","0","1","-1000","1400950007"
"-111","400909","","31","","40095","400909","0","1","140","1400950008"
"-156","400910","","31","","40095","400910","0","300","-65","1400950009"
"-177","400907","","31","","40095","400907","1","1","0","1400950010"
"0","400918","","31","","40095","400918","0","1","0","1400950011"
"","se_travel_top","","23","","40095","se_travel_top_flock_hide2","","","0","1400950012"
"","1000001","","3","0","40095","travel_topdrama_r_4009_hide_rock","0","0","0","1400950013"
"","0.45","","93","","40095","0","","","","1400950014"
"","1000001","","3","","40095","travel_topdrama_r_4009_scared_rock","0","","0","1400950015"
"0","1000001","","2","","40095","382","","0","-222","1400950016"
"","0.5","","93","","40095","0","","","","1400950017"
"","se_travel_top","","23","","40095","se_travel_top_flock_pass_away","","","0","1400950018"
"","10","","122","","40095","20","","","4.6","1400950019"
"","400991","","3","","40095","run","0","","1","1400950020"
"3","400991","","2","","40095","1500","","0","-330","1400950021"
"","400951","","32","","40095","1","","","","1400950022"
"3","400951","","33","","40095","1500","","0","-330","1400950023"
"","0.4","","93","","40095","0","","","","1400950024"
"","400994","","3","","40095","run","0","","1","1400950025"
"2.7","400994","","2","","40095","1500","","0","-150","1400950026"
"","400954","","32","","40095","1","","","","1400950027"
"2.7","400954","","33","","40095","1500","","0","-150","1400950028"
"","0.2","","93","","40095","0","","","","1400950029"
"","400993","","3","","40095","run","0","","1","1400950030"
"3","400993","","2","","40095","1500","","0","-280","1400950031"
"","400953","","32","","40095","1","","","","1400950032"
