42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"1905","28","12","123601","71","171","0","28","201","0","10555","0","106","0","1745","10","22093","0","36"
"1937","29","12","123601","71","176","0","28","201","0","11125","0","111","0","1745","10","24408","0","36"
"1970","30","12","123601","71","181","0","28","201","0","11375","0","116","0","1745","10","26908","0","36"
"2003","31","12","123601","71","181","0","28","201","0","12150","0","116","0","1745","10","29510","0","36"
"2036","32","12","123601","71","187","0","28","201","0","12410","0","122","0","1745","10","32220","0","36"
"2068","33","12","123601","71","193","0","28","201","0","13040","0","128","0","1745","10","35035","0","36"
"2099","34","12","123601","71","199","0","28","201","0","13400","0","134","0","1745","10","38031","0","36"
"2130","35","12","123601","71","205","0","28","201","0","14130","0","140","0","1745","10","41133","0","36"
"2161","36","12","123601","71","212","0","28","201","0","14490","0","147","0","1745","10","44378","0","36"
"2192","37","12","123601","71","219","0","28","201","0","15270","0","154","0","1745","10","47687","0","36"
"2223","38","12","123601","71","226","0","28","201","0","16050","0","161","0","1745","10","51106","0","36"
"0","2","0","123701","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","123701","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","123701","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","123701","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","123701","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","123701","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","123701","0","10","1286","4","120","0","1560","0","63","0","100","0","0","0","30"
"0","9","2","123701","0","10","1710","9","155","0","1700","0","70","16","100","0","0","0","45"
"0","10","4","123701","0","13","2175","14","170","0","1970","0","75","45","320","0","0","0","45"
"0","11","5","123701","0","13","2687","14","186","0","2130","0","80","90","540","0","0","5","45"
"0","12","6","123701","0","16","3211","14","222","0","2230","0","85","143","640","0","0","11","45"
"0","13","6","123701","0","21","3744","16","242","0","2370","0","92","205","640","0","0","17","45"
"0","14","6","123701","0","25","4324","18","272","0","2510","0","99","281","760","0","0","17","45"
"0","15","6","123701","0","33","4929","22","282","0","2540","0","108","351","880","0","0","17","45"
"0","16","6","123701","0","38","5602","22","312","0","2570","0","116","426","880","0","0","17","45"
"0","17","6","123701","0","42","6330","22","342","0","2570","0","125","498","880","0","0","17","45"
"0","18","6","123701","0","48","7114","22","372","0","2570","0","134","587","880","0","0","17","45"
"0","19","6","123701","0","53","8002","22","372","0","2570","0","141","720","880","0","0","17","45"
"0","20","6","123701","0","63","8923","22","372","0","2570","0","155","877","880","0","0","17","45"
"0","21","6","123701","0","69","9942","22","372","0","2570","0","163","1079","980","0","0","17","45"
"0","22","6","123701","0","74","11139","22","372","0","2570","0","170","1297","1080","0","0","17","45"
"0","23","6","123701","0","80","12462","22","372","0","2570","0","186","1481","1080","0","0","17","45"
"0","24","6","123701","0","86","13937","22","372","0","2570","0","203","1624","1080","0","0","17","45"
"0","25","6","123701","0","92","15647","22","372","0","2570","0","211","1733","1080","0","0","17","45"
"0","26","6","123701","0","98","17487","22","372","0","3030","0","220","1805","1080","0","0","17","45"
"0","27","6","123701","0","104","19522","22","372","0","3030","0","228","1850","1080","0","0","17","45"
"0","28","6","123701","0","109","21720","22","372","0","3030","0","233","1882","1080","0","0","17","45"
"0","29","6","123701","0","113","24042","22","372","0","3490","0","237","1915","1080","0","0","17","45"
"0","30","6","123701","0","117","26563","22","372","0","3490","0","241","1949","1080","0","0","17","45"
"0","31","6","123701","0","121","29142","22","372","0","3950","0","245","1983","1080","0","0","17","45"
"0","32","6","123701","0","125","31884","22","372","0","3950","0","249","2017","1080","0","0","17","45"
"0","33","6","123701","0","129","34717","22","372","0","4450","0","253","2050","1080","0","0","17","45"
"0","34","6","123701","0","133","37699","22","372","0","4950","0","257","2082","1080","0","0","17","45"
"0","35","6","123701","0","137","40886","22","372","0","4950","0","261","2114","1080","0","0","17","45"
"0","36","6","123701","0","141","44185","22","372","0","4950","0","265","2146","1080","0","0","17","45"
"0","37","6","123701","0","146","47529","22","372","0","5450","0","270","2178","1080","0","0","17","45"
"0","38","6","123701","0","151","50977","22","372","0","5950","0","275","2210","1080","0","0","17","45"
"0","2","0","123801","0","1","0","0","10","0","65","0","0","0","75","1","16","0","0"
"0","3","0","123801","0","3","0","0","30","0","185","0","0","0","125","2","68","0","0"
"0","4","0","123801","0","7","0","0","60","0","420","0","3","0","260","4","158","0","0"
"0","5","0","123801","0","12","0","0","100","0","810","0","7","0","420","7","293","0","0"
"0","6","3","123801","0","17","0","0","130","0","1340","0","11","0","630","11","486","0","0"
"0","7","6","123801","0","26","0","0","155","0","1660","0","17","0","1235","15","731","0","0"
"10","8","9","123801","0","35","0","9","180","0","2290","0","24","0","1795","15","1030","0","0"
"40","9","9","123801","0","46","0","23","205","0","2540","0","27","0","1795","16","1459","5","0"
"100","10","9","123801","0","51","0","37","205","0","2740","0","35","0","1795","16","1941","10","10"
"158","11","9","123801","3","55","0","37","205","0","3100","0","44","0","1795","16","2439","15","20"
"198","12","9","123801","36","66","0","37","205","0","3470","0","46","0","2045","18","2871","15","20"
"251","13","9","123801","56","79","0","37","230","0","3720","0","54","0","2045","18","3345","15","20"
"328","14","9","123801","56","97","0","37","255","0","3880","0","68","0","2045","20","3840","15","20"
"448","15","9","123801","56","111","0","37","255","0","3880","0","82","0","2045","20","4412","15","20"
"586","16","9","123801","59","124","0","37","255","0","3880","0","94","0","2045","20","5015","15","20"
"711","17","9","123801","62","142","0","37","255","0","3930","0","103","0","2045","20","5656","15","20"
"856","18","9","123801","62","157","0","37","255","0","3980","0","119","0","2045","20","6351","15","20"
"984","19","9","123801","62","173","0","37","255","0","4075","0","135","0","2045","20","7154","15","20"
"1065","20","9","123801","62","203","0","37","255","0","4270","0","147","0","2045","20","8017","15","20"
"1160","21","9","123801","62","232","0","37","255","0","4580","0","157","0","2045","20","8971","15","20"
"1262","22","9","123801","62","259","0","37","255","0","4790","0","176","0","2045","20","10078","15","20"
"1343","23","9","123801","62","287","0","37","255","0","4880","0","199","0","2045","20","11352","15","20"
"1416","24","9","123801","62","308","0","37","255","0","4970","0","221","0","2045","20","12783","15","20"
"1471","25","9","123801","62","331","0","37","255","0","5230","0","247","0","2045","20","14334","15","20"
"1504","26","9","123801","62","352","0","37","255","0","5490","0","273","0","2045","20","16052","15","20"
"1540","27","9","123801","62","367","0","37","255","0","5490","0","295","0","2045","20","17957","15","20"
"1574","28","9","123801","62","379","0","37","255","0","5490","0","309","0","2045","20","20045","15","20"
"1607","29","9","123801","62","389","0","37","255","0","5810","0","319","0","2045","20","22292","15","20"
"1650","30","9","123801","62","404","0","37","255","0","6130","0","334","0","2045","20","24630","15","20"
"1693","31","9","123801","62","419","0","37","255","0","6450","0","349","0","2045","20","27077","15","20"
"1726","32","9","123801","62","424","0","37","255","0","7295","0","354","0","2045","20","29680","15","20"
"1765","33","9","123801","62","435","0","37","255","0","7820","0","365","0","2045","20","32401","15","20"
"1811","34","9","123801","62","457","0","37","255","0","7820","0","387","0","2045","20","35230","15","20"
"1857","35","9","123801","62","479","0","37","255","0","7820","0","409","0","2045","20","38187","15","20"
"1903","36","9","123801","62","502","0","37","255","0","7820","0","432","0","2045","20","41244","15","20"
"1949","37","9","123801","62","526","0","37","255","0","7820","0","456","0","2045","20","44401","15","20"
"1995","38","9","123801","62","550","0","37","255","0","7820","0","480","0","2045","20","47661","15","20"
"0","2","0","123901","0","3","0","0","0","0","115","0","0","0","125","0","12","0","0"
"0","3","0","123901","0","7","0","0","15","0","300","0","1","0","225","0","52","0","0"
"0","4","0","123901","0","15","0","0","30","0","755","0","5","0","275","2","109","0","0"
"0","5","0","123901","0","25","0","0","60","0","1420","0","14","0","275","2","202","0","0"
"0","6","0","123901","0","35","0","0","75","0","2425","0","24","0","645","6","311","0","0"
"0","7","0","123901","0","57","0","0","100","0","3310","0","43","0","645","6","453","0","0"
"0","8","0","123901","0","76","0","0","100","0","4630","0","59","0","945","16","563","0","0"
"0","9","0","123901","0","93","10","5","100","0","5790","0","78","0","1395","21","736","0","15"
"10","10","0","123901","5","115","20","10","125","0","6720","0","100","0","1695","21","960","0","15"
"40","11","1","123901","10","142","20","10","125","0","7690","0","125","0","1995","21","1179","0","25"
"80","12","1","123901","10","164","20","15","125","0","8350","0","144","0","2245","26","1464","0","45"
"126","13","1","123901","10","200","20","20","125","0","8870","0","168","0","2465","26","1761","0","47"
"162","14","1","123901","10","240","20","20","131","0","9230","0","200","0","2585","26","2047","3","49"
"202","15","1","123901","10","279","20","20","137","0","9490","0","237","0","2685","26","2361","5","49"
"236","16","1","123901","10","318","20","20","149","0","9640","0","277","0","2835","26","2716","5","49"
"280","17","1","123901","14","366","20","20","149","0","9925","0","319","0","2885","29","3030","5","49"
"352","18","1","123901","18","419","20","20","149","0","10270","0","361","0","2885","32","3381","5","49"
"409","19","1","123901","18","476","20","20","164","0","10915","0","409","0","2980","32","3778","5","49"
"436","20","1","123901","18","537","20","20","199","0","11545","0","463","0","3075","37","4189","5","49"
"488","21","1","123901","18","602","20","20","239","0","12130","0","520","0","3075","42","4655","5","49"
"569","22","1","123901","18","674","20","20","279","0","13175","0","586","0","3075","42","5187","5","49"
"645","23","1","123901","18","759","20","20","299","0","14260","0","667","0","3075","42","5760","5","49"
"710","24","1","123901","18","857","20","20","299","0","15090","0","756","0","3075","42","6390","5","49"
"760","25","1","123901","18","941","20","20","299","0","15785","0","836","0","3075","42","7318","5","49"
"785","26","1","123901","18","999","20","20","299","0","17060","0","897","0","3075","42","8563","5","49"
"795","27","1","123901","18","1057","20","20","299","0","18905","0","957","0","3075","42","9867","5","49"
"814","28","1","123901","18","1126","20","20","299","0","20390","0","1028","0","3075","42","11227","5","49"
"833","29","1","123901","18","1209","20","20","299","0","23875","0","1111","0","3075","42","12395","5","49"
"843","30","1","123901","18","1303","20","20","299","0","29750","0","1205","0","3075","42","13334","5","49"
"853","31","1","123901","18","1401","20","20","299","0","35915","0","1303","0","3075","42","14310","5","49"
"863","32","1","123901","18","1502","20","20","299","0","42450","0","1404","0","3075","42","15323","5","49"
"873","33","1","123901","18","1605","20","20","299","0","49600","0","1507","0","3075","42","16393","5","49"
"883","34","1","123901","18","1710","20","20","299","0","57530","0","1612","0","3075","42","17520","5","49"
"893","35","1","123901","18","1816","20","20","299","0","66170","0","1718","0","3075","42","18685","5","49"
"903","36","1","123901","18","1923","20","20","299","0","75370","0","1825","0","3075","42","19887","5","49"
"913","37","1","123901","18","2032","20","20","299","0","85035","0","1934","0","3075","42","21126","5","49"
"923","38","1","123901","18","2142","20","20","299","0","95190","0","2044","0","3075","42","22402","5","49"
"0","2","0","124001","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","124001","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","124001","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","124001","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","124001","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","124001","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","124001","0","10","1286","4","120","0","1560","0","63","0","100","0","0","0","30"
"0","9","2","124001","0","10","1710","9","155","0","1700","0","70","16","100","0","0","0","45"
"0","10","4","124001","0","11","2145","14","170","0","1970","0","82","40","520","0","0","0","45"
"0","11","5","124001","0","11","2657","14","186","0","2130","0","87","85","740","0","0","5","45"
"0","12","6","124001","0","14","3181","14","222","0","2230","0","92","138","840","0","0","11","45"
"0","13","6","124001","0","19","3714","16","242","0","2370","0","99","200","840","0","0","17","45"
"0","14","6","124001","0","23","4294","18","272","0","2510","0","106","276","960","0","0","17","45"
"0","15","6","124001","0","31","4899","22","282","0","2540","0","115","346","1080","0","0","17","45"
"0","16","6","124001","0","36","5572","22","312","0","2570","0","123","421","1080","0","0","17","45"
"0","17","6","124001","0","40","6300","22","342","0","2570","0","132","493","1080","0","0","17","45"
"0","18","6","124001","0","46","7084","22","372","0","2570","0","141","582","1080","0","0","17","45"
"0","19","6","124001","0","51","7972","22","372","0","2570","0","148","715","1080","0","0","17","45"
"0","20","6","124001","0","61","8893","22","372","0","2570","0","162","872","1080","0","0","17","45"
"0","21","6","124001","0","67","9912","22","372","0","2570","0","170","1074","1180","0","0","17","45"
"0","22","6","124001","0","72","11109","22","372","0","2570","0","177","1292","1280","0","0","17","45"
"0","23","6","124001","0","78","12432","22","372","0","2570","0","193","1476","1280","0","0","17","45"
"0","24","6","124001","0","84","13907","22","372","0","2570","0","210","1619","1280","0","0","17","45"
"0","25","6","124001","0","90","15617","22","372","0","2570","0","218","1728","1280","0","0","17","45"
