9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416130","提升物理防禦力（不可降低）","boss_def_lower_limit","919"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416130","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","920"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416130","減少降低TP","boss_tp_down_cut","921"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416130","傷害值衰減","18","922"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416130","賦予TP上升的上限","17","923"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416130","降低HP吸收","9","924"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416140","光屬性獎勵特大幅度提升","15","925"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416140","提升物理防禦力（不可降低）","boss_def_lower_limit","926"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416140","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","927"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416140","減少降低TP","boss_tp_down_cut","928"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416140","傷害值衰減","18","929"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416140","賦予TP上升的上限","17","930"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416140","降低HP吸收","9","931"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416210","光屬性獎勵特大幅度提升","15","932"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416210","提升物理防禦力（不可降低）","boss_def_lower_limit","933"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416210","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","934"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416210","減少降低TP","boss_tp_down_cut","935"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416210","傷害值衰減","18","936"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416210","賦予TP上升的上限","17","937"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416210","降低HP吸收","9","938"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416220","光屬性獎勵特大幅度提升","15","939"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416220","提升物理防禦力（不可降低）","boss_def_lower_limit","940"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416220","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","941"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416220","減少降低TP","boss_tp_down_cut","942"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416220","傷害值衰減","18","943"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416220","賦予TP上升的上限","17","944"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416220","降低HP吸收","9","945"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416230","光屬性獎勵特大幅度提升","15","946"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416230","提升物理防禦力（不可降低）","boss_def_lower_limit","947"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416230","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","948"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416230","減少降低TP","boss_tp_down_cut","949"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416230","傷害值衰減","18","950"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416230","賦予TP上升的上限","17","951"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416230","降低HP吸收","9","952"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416240","光屬性獎勵特大幅度提升","15","953"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416240","提升物理防禦力（不可降低）","boss_def_lower_limit","954"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416240","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","955"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416240","減少降低TP","boss_tp_down_cut","956"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416240","傷害值衰減","18","957"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416240","賦予TP上升的上限","17","958"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416240","降低HP吸收","9","959"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416310","光屬性獎勵特大幅度提升","15","960"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416310","提升物理防禦力（不可降低）","boss_def_lower_limit","961"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416310","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","962"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416310","減少降低TP","boss_tp_down_cut","963"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416310","傷害值衰減","18","964"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416310","賦予TP上升的上限","17","965"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416310","降低HP吸收","9","966"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416320","光屬性獎勵特大幅度提升","15","967"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416320","提升物理防禦力（不可降低）","boss_def_lower_limit","968"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416320","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","969"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416320","減少降低TP","boss_tp_down_cut","970"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416320","傷害值衰減","18","971"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416320","賦予TP上升的上限","17","972"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416320","降低HP吸收","9","973"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416330","光屬性獎勵特大幅度提升","15","974"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416330","提升物理防禦力（不可降低）","boss_def_lower_limit","975"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416330","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","976"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416330","減少降低TP","boss_tp_down_cut","977"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416330","傷害值衰減","18","978"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416330","賦予TP上升的上限","17","979"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416330","降低HP吸收","9","980"
"編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","92416340","光屬性獎勵特大幅度提升","15","981"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92416340","提升物理防禦力（不可降低）","boss_def_lower_limit","982"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92416340","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","983"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92416340","減少降低TP","boss_tp_down_cut","984"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92416340","傷害值衰減","18","985"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92416340","賦予TP上升的上限","17","986"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92416340","降低HP吸收","9","987"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417010","闇屬性獎勵特大幅度提升","16","988"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417010","提升物理防禦力（不可降低）","boss_def_lower_limit","989"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417010","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","990"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417010","賦予TP上升的上限","17","991"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92417010","降低HP吸收","9","992"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417020","闇屬性獎勵特大幅度提升","16","993"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92417020","提升物理防禦力（不可降低）","boss_def_lower_limit","994"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92417020","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","995"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92417020","賦予TP上升的上限","17","996"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92417020","降低HP吸收","9","997"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92417030","闇屬性獎勵特大幅度提升","16","998"
