0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"lsv_talk_cool_joy_loop","1","100411","1009810","0.2","","0","0","lsv_talk_cool_joy","3","1009810051"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1026","21","1009810052"
"1","1","100411","1009810","0","0","0","10","沒錯沒錯，就是這樣！","11","1009810053"
"","","0","1009810","","","","","","91","1009810054"
"","","100411","1009810","","","0.2","1","lsv_idle_cool_joy","3","1009810055"
"","","102011","1009810","","","0.2","1","lsv_talk_wish_joy","3","1009810056"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1027","21","1009810057"
"1","1","102011","1009810","0","0","0","10","那麼，\n首先要先讓小繆\n恢復活力才行！","11","1009810058"
"","","0","1009810","","","","","","91","1009810059"
"","","102011","1009810","","","0.2","1","lsv_idle_wish_joy","3","1009810060"
"","","100411","1009810","","","0.2","1","lsv_talk_cool_loop","3","1009810061"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1028","21","1009810062"
"1","1","100411","1009810","0","0","0","10","活力啊──\n哥哥\n有什麼好點子嗎？","11","1009810063"
"","","0","1009810","","","","","","91","1009810064"
"","","100411","1009810","","","0.2","1","lsv_idle_cool","3","1009810065"
"lsv_look_idle_normal","1","100411","1009810","0.2","","0","0","lsv_choice","3","1009810066"
"lsv_look_idle_normal","1","102011","1009810","0.2","","0","0","lsv_choice","3","1009810067"
"lsv_look_idle_normal","1","103611","1009810","0.2","","0","0","lsv_choice","3","1009810068"
"","","0.1","1009810","","","","","0","93","1009810069"
"0.33","2","100411","1009810","0.2","","","-235","-452","2","1009810070"
"0.33","2","102011","1009810","0.2","","","-220","420","2","1009810071"
"0.33","2","103611","1009810","0.2","","","-250","545","2","1009810072"
"","","0","1009810","","","0.2","1","0","22","1009810073"
"","","給牠吃很多東西。","1009810","","","","0","1009810077","103","1009810074"
"","","讓牠多睡一點。","1009810","","","","0","1009810101","103","1009810075"
"","","稍微玩一下。","1009810","","","","0","1009810125","103","1009810076"
"lsv_idle_normal","1","100411","1009810","0.2","","0","0","lsv_choice","3","1009810077"
"lsv_idle_normal","1","102011","1009810","0.2","","0","0","lsv_choice","3","1009810078"
"lsv_idle_normal","1","103611","1009810","0.2","","0","0","lsv_choice","3","1009810079"
"","","0.1","1009810","","","","","0","93","1009810080"
"0.33","2","100411","1009810","0.2","","","-235","-200","2","1009810081"
"0.33","2","102011","1009810","0.2","","","-220","100","2","1009810082"
"0.33","2","103611","1009810","0.2","","","-250","270","2","1009810083"
"","","0.7","1009810","","","","","0","93","1009810084"
"","","103611","1009810","","","0.2","1","lsv_talk_joy3_blink","3","1009810085"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1029","21","1009810086"
"1","1","103611","1009810","0","0","0","10","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","11","1009810087"
"","","0","1009810","","","","","","91","1009810088"
"","","103611","1009810","","","0.2","1","lsv_idle_normal_joy","3","1009810089"
"","","102011","1009810","","","0.2","1","lsv_talk_joy1","3","1009810090"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1030","21","1009810091"
"1","1","102011","1009810","0","0","0","10","我們來做很多會\n讓小繆開心的食物吧～♪","11","1009810092"
"","","0","1009810","","","","","","91","1009810093"
"","","102011","1009810","","","0.2","1","lsv_idle_joy","3","1009810094"
"lsv_talk_guts2_joy_loop","1","100411","1009810","0.2","","0","0","lsv_talk_guts2_joy","3","1009810095"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1031","21","1009810096"
"1","1","100411","1009810","0","0","0","10","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","11","1009810097"
"","","0","1009810","","","","","","91","1009810098"
"","","100411","1009810","","","0.2","1","lsv_idle_guts2_joy","3","1009810099"
"","","1009810149","1009810","","","","","","101","1009810100"
"lsv_idle_normal","1","100411","1009810","0.2","","0","0","lsv_choice","3","1009810101"
"lsv_idle_normal","1","102011","1009810","0.2","","0","0","lsv_choice","3","1009810102"
"lsv_idle_normal","1","103611","1009810","0.2","","0","0","lsv_choice","3","1009810103"
"","","0.1","1009810","","","","","0","93","1009810104"
"0.33","2","100411","1009810","0.2","","","-235","-200","2","1009810105"
"0.33","2","102011","1009810","0.2","","","-220","100","2","1009810106"
"0.33","2","103611","1009810","0.2","","","-250","270","2","1009810107"
"","","0.7","1009810","","","","","0","93","1009810108"
"","","100411","1009810","","","0.2","1","lsv_talk_normal_suprise1","3","1009810109"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1032","21","1009810110"
"1","1","100411","1009810","0","0","0","10","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","11","1009810111"
"","","0","1009810","","","","","","91","1009810112"
"","","100411","1009810","","","0.2","1","lsv_idle_normal","3","1009810113"
"","","103611","1009810","","","0.2","1","lsv_talk_thinking_talkR","3","1009810114"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1033","21","1009810115"
"1","1","103611","1009810","0","0","0","10","讓牠好睡……\n像唱搖籃曲之類的嗎？","11","1009810116"
"","","0","1009810","","","","","","91","1009810117"
"","","103611","1009810","","","0.2","1","lsv_idle_thinking_surprise","3","1009810118"
"","","102011","1009810","","","0.2","1","lsv_talk_joy3","3","1009810119"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1034","21","1009810120"
"1","1","102011","1009810","0","0","0","10","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","11","1009810121"
"","","0","1009810","","","","","","91","1009810122"
"","","102011","1009810","","","0.2","1","lsv_idle_joy","3","1009810123"
"","","1009810149","1009810","","","","","","101","1009810124"
"lsv_idle_normal","1","100411","1009810","0.2","","0","0","lsv_choice","3","1009810125"
"lsv_idle_normal","1","102011","1009810","0.2","","0","0","lsv_choice","3","1009810126"
"lsv_idle_normal","1","103611","1009810","0.2","","0","0","lsv_choice","3","1009810127"
"","","0.1","1009810","","","","","0","93","1009810128"
"0.33","2","100411","1009810","0.2","","","-235","-200","2","1009810129"
"0.33","2","102011","1009810","0.2","","","-220","100","2","1009810130"
"0.33","2","103611","1009810","0.2","","","-250","270","2","1009810131"
"","","0.7","1009810","","","","","0","93","1009810132"
"","","102011","1009810","","","0.2","1","lsv_talk_surprise","3","1009810133"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1035","21","1009810134"
"1","1","102011","1009810","0","0","0","10","咦？跟牠玩的話，\n不會變得更累嗎……？","11","1009810135"
"","","0","1009810","","","","","","91","1009810136"
"","","102011","1009810","","","0.2","1","lsv_idle_surprise","3","1009810137"
"","","100411","1009810","","","0.2","1","lsv_talk_thinking_joyR","3","1009810138"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1036","21","1009810139"
"1","1","100411","1009810","0","0","0","10","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","11","1009810140"
"","","0","1009810","","","","","","91","1009810141"
"","","100411","1009810","","","0.2","1","lsv_idle_thinking_joy1","3","1009810142"
"","","103611","1009810","","","0.2","1","lsv_talk_thinking_talkR","3","1009810143"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1037","21","1009810144"
"1","1","103611","1009810","0","0","0","10","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","11","1009810145"
"","","0","1009810","","","","","","91","1009810146"
"","","103611","1009810","","","0.2","1","lsv_idle_thinking_joy1","3","1009810147"
"","","1009810149","1009810","","","","","","101","1009810148"
"","","0","1009810","","","","","","91","1009810149"
"","","","1009810","","","","","","102","1009810150"
"","","0","1009810","","","","","0.2","22","1009810151"
"","","0.2","1009810","","","","","","93","1009810152"
"0","0","102011","1009810","0","0","0","1","11","12","1009810153"
"","","102011","1009810","","","0.2","1","lsv_talk_joy1","3","1009810154"
"","","3","1009810","","","","","0","93","1009810155"
"","","102011","1009810","","","0.2","1","lsv_idle_normal_joyR","3","1009810156"
"0","0","100411","1009810","0","0","0","1","6","12","1009810157"
"lsv_talk_guts1_loop","1","100411","1009810","0.2","","0","0","lsv_talk_guts1","3","1009810158"
"","","3","1009810","","","","","0","93","1009810159"
"","","100411","1009810","","","0.2","1","lsv_idle_joy_normal","3","1009810160"
"0","0","103611","1009810","0","0","0","1","7","12","1009810161"
"lsv_talk_cool_normal2_loop","1","103611","1009810","0.2","","0","0","lsv_talk_cool_normal2","3","1009810162"
"","","3","1009810","","","","","0","93","1009810163"
"","","103611","1009810","","","0.2","1","lsv_idle_normal_joy","3","1009810164"
"","","1009810153","1009810","","","","","","101","1009810165"
"1","0","333","1009810","0","","1","1","1","6","1009810166"
"","","100411","1009810","","","","","1","4","1009810167"
"","","100411","1009810","","","0.2","1","lsv_run","3","1009810168"
"0.8","0","100411","1009810","","","","-235","-750","2","1009810169"
"","","102011","1009810","","","","","0","4","1009810170"
"","","102011","1009810","","","0.2","1","lsv_run","3","1009810171"
"0.8","0","102011","1009810","","","","-220","750","2","1009810172"
"","","103611","1009810","","","","","0","4","1009810173"
"","","103611","1009810","","","0.2","1","lsv_run","3","1009810174"
"0.8","0","103611","1009810","","","","-250","850","2","1009810175"
"","","0.6","1009810","","","","","","93","1009810176"
"1","0","100411","1009810","0","","0.2","1","1","6","1009810177"
"1","0","102011","1009810","0","","0.2","1","1","6","1009810178"
"1","0","103611","1009810","0","","0.2","1","1","6","1009810179"
"","","0","1009810","","","","","","91","1009810180"
"-200","-495","1","1009811","0","lsv_idle_normal","1.95","102","102011","1","1009811001"
"100","-480","1","1009811","1","lsv_idle_normal","1.95","100","103611","1","1009811002"
"270","-510","1","1009811","1","lsv_idle_normal","1.95","101","100411","1","1009811003"
"0","0","1","1009811","0","lsv_white_loop","1","0","333","5","1009811004"
"1","0","333","1009811","0","","0","1","1","6","1009811005"
"1","0","102011","1009811","0","","0","1","1","6","1009811006"
"1","0","103611","1009811","0","","0","1","1","6","1009811007"
"1","0","100411","1009811","0","","0","1","1","6","1009811008"
"","","1","1009811","","","","","0","93","1009811009"
"1","0.4","333","1009811","0","","0.8","1","1","6","1009811010"
"lsv_idle_normal","1","102011","1009811","0.2","","0.2","0","lsv_jump1","3","1009811011"
"lsv_idle_normal","1","103611","1009811","0.2","","0.2","0","lsv_jump1","3","1009811012"
"lsv_idle_normal","1","100411","1009811","0.2","","0.2","0","lsv_jump1","3","1009811013"
"","","0.3","1009811","","","","","","93","1009811014"
"0.75","0","102011","1009811","","","","-235","-200","2","1009811015"
"0.75","0","103611","1009811","","","","-220","100","2","1009811016"
"0.75","0","100411","1009811","","","","-250","270","2","1009811017"
"1","1","102011","1009811","0","","0.4","1","1","6","1009811018"
"1","1","103611","1009811","0","","0.4","1","1","6","1009811019"
"1","1","100411","1009811","0","","0.4","1","1","6","1009811020"
"","","2","1009811","","","","","0","93","1009811021"
"lsv_talk_doya_loop","1","100411","1009811","0.2","","0","0","lsv_talk_doya","3","1009811022"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1121","21","1009811023"
"1","1","100411","1009811","0","0","0","10","小繆也恢復活力了，\n那就開始特訓囉！","11","1009811024"
"","","0","1009811","","","","","","91","1009811025"
"","","100411","1009811","","","0.2","1","lsv_idle_doya","3","1009811026"
"","","103611","1009811","","","0.2","1","lsv_talk_surprise","3","1009811027"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1122","21","1009811028"
"1","1","103611","1009811","0","0","0","10","美美，\n學習聊天時，\n你們做了什麼呢？","11","1009811029"
"","","0","1009811","","","","","","91","1009811030"
"","","103611","1009811","","","0.2","1","lsv_idle_surprise","3","1009811031"
"","","102011","1009811","","","0.2","1","lsv_talk_wish_joy","3","1009811032"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1123","21","1009811033"
"1","1","102011","1009811","0","0","0","10","欸嘿嘿♪\n妳們覺得呢～？","11","1009811034"
"","","0","1009811","","","","","","91","1009811035"
"","","102011","1009811","","","0.2","1","lsv_idle_joy","3","1009811036"
"","","100411","1009811","","","0.2","1","lsv_talk_surprise_talkjoy","3","1009811037"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1124","21","1009811038"
"1","1","100411","1009811","0","0","0","10","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","11","1009811039"
"","","0","1009811","","","","","","91","1009811040"
"","","100411","1009811","","","0.2","1","lsv_idle_surprise","3","1009811041"
"","","103611","1009811","","","0.2","1","lsv_talk_thinking_talkR","3","1009811042"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1125","21","1009811043"
"1","1","103611","1009811","0","0","0","10","我也來猜猜看吧。\n學習聊天……\n學習聊天……","11","1009811044"
"","","0","1009811","","","","","","91","1009811045"
"","","103611","1009811","","","0.2","1","lsv_idle_thinking","3","1009811046"
"","","100411","1009811","","","0.2","1","lsv_idle_thinking","3","1009811047"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1126","21","1009811048"
"1","1","103611","1009811","0","0","0","10","唔嗯……","11","1009811049"
"1","1","100411","1009811","0","0","0","10","唔嗯……","11","1009811050"
"","","0","1009811","","","","","","91","1009811051"
"lsv_look_idle_normal","1","102011","1009811","0.2","","0","0","lsv_choice","3","1009811052"
"lsv_look_idle_normal","1","103611","1009811","0.2","","0","0","lsv_choice","3","1009811053"
"lsv_look_idle_normal","1","100411","1009811","0.2","","0","0","lsv_choice","3","1009811054"
"","","0.1","1009811","","","","","0","93","1009811055"
"0.33","2","102011","1009811","0.2","","","-235","-452","2","1009811056"
"0.33","2","103611","1009811","0.2","","","-220","420","2","1009811057"
"0.33","2","100411","1009811","0.2","","","-250","545","2","1009811058"
"","","0","1009811","","","0.2","1","0","22","1009811059"
"","","就只有聊天？","1009811","","","","0","1009811063","103","1009811060"
"","","就是聊天……吧？","1009811","","","","0","1009811063","103","1009811061"
"","","我覺得就是在聊天……","1009811","","","","0","1009811063","103","1009811062"
"lsv_idle_normal_joyR","1","102011","1009811","0.2","","0","0","lsv_choice","3","1009811063"
"lsv_idle_normal","1","103611","1009811","0.2","","0","0","lsv_choice","3","1009811064"
"lsv_idle_normal","1","100411","1009811","0.2","","0","0","lsv_choice","3","1009811065"
"","","0.1","1009811","","","","","0","93","1009811066"
"0.33","2","102011","1009811","0.2","","","-235","-200","2","1009811067"
"0.33","2","103611","1009811","0.2","","","-220","100","2","1009811068"
"0.33","2","100411","1009811","0.2","","","-250","270","2","1009811069"
"","","0.7","1009811","","","","","0","93","1009811070"
"","","0","1009811","","","","","","91","1009811071"
"lsv_talk_joy3","1","102011","1009811","0.2","","0","0","lsv_handclap","3","1009811072"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1127","21","1009811073"
"1","1","102011","1009811","0","0","0","10","哥哥答對了～！\n今天的學習時間，\n我們一直都在聊天喔♪","11","1009811074"
"","","0","1009811","","","","","","91","1009811075"
"","","102011","1009811","","","0.2","1","lsv_idle_normal_joy","3","1009811076"
"lsv_talk_bitter","1","100411","1009811","0.2","","0.2","0","lsv_talk_tsun_surprise2","3","1009811077"
"0","","vo_lsv","1009811","","","","0","vo_lsv_1128","21","1009811078"
"1","1","100411","1009811","0","0","0","10","這問題有意義嗎！？\n……不過很有美美的風格呢。","11","1009811079"
"","","0","1009811","","","","","","91","1009811080"
