616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"","","13","23214","300","","","23214007","","102111",""
"","","13","23214","300","","","23214008","","102311",""
"","","13","23214","300","","","23214009","","102511",""
"0","1","31","23214","600","0","1","23214010","","600",""
"0","0","31","23214","602","0","1","23214011","","602",""
"0","0","31","23214","603","0","1","23214012","","603",""
"60","1","31","23214","604","30","1","23214013","","604",""
"0","1","31","23214","614","0","1","23214014","","614",""
"0","0","31","23214","700","0","1","23214015","","700",""
"0","0","31","23214","701","0","1","23214016","","701",""
"0","0","31","23214","702","0","1","23214017","","702",""
"0","0","31","23214","800","0","1","23214018","","800",""
"60","1","31","23214","938","30","1","23214019","","938",""
"","","93","23214","","","","23214020","","1",""
"wac_birthday_reaction_03","0.2","3","23214","wac_birthday_reaction_01","0","1","23214021","0.2","102311",""
"","","93","23214","","","","23214022","","0.1",""
"wac_birthday_reaction_02","0.2","3","23214","wac_birthday_reaction_01","0","1","23214023","0.2","102111",""
"wac_birthday_reaction_04","0.2","3","23214","wac_birthday_reaction_02","0","1","23214024","0.2","102511",""
"","","93","23214","","","","23214025","","0.3",""
"","0.2","3","23214","wac_birthday_kyaru_run_01","1","","23214026","","102811",""
"3","","2","23214","0","-70","","23214027","","102811",""
"","","93","23214","","","","23214028","","2.5",""
"","","32","23214","1","","","23214029","","602",""
"","","93","23214","","","","23214030","","0.6",""
"","","32","23214","0","","","23214031","","600",""
"","","32","23214","0","","","23214032","","614",""
"","","32","23214","0","","","23214033","","604",""
"","","32","23214","1","","","23214034","","701",""
"0.01","","33","23214","0","0","","23214035","","938",""
"wac_birthday_wish_01","0.2","3","23214","wac_birthday_blowout_01","0","1","23214036","0.2","102811",""
"0.01","","2","23214","-200","-330","","23214037","","102811",""
"","0.2","3","23214","wac_birthday_idle_wish","1","","23214038","","102111",""
"0.01","","2","23214","180","-320","","23214039","","102111",""
"","0.2","3","23214","wac_birthday_idle_smile","1","","23214040","","102311",""
"0.01","","2","23214","285","-360","","23214041","","102311",""
"","0.2","3","23214","wac_birthday_idle_smile","1","","23214042","","102511",""
"0.01","","2","23214","425","-340","","23214043","","102511",""
"","","93","23214","","","","23214044","","0",""
"","","32","23214","1","","","23214045","","800",""
"","","93","23214","","","","23214046","","0.7",""
"","","32","23214","1","","","23214047","","702",""
"","","93","23214","","","","23214048","","0.5",""
"","","23","23214","se_sys_login_birthday_blow_candle","0","","23214049","","se_common",""
"","","32","23214","0","","","23214050","","701",""
"","","93","23214","","","","23214051","","0.4",""
"","","23","23214","se_sys_login_birthday_cracker","0","","23214052","","se_common",""
"","","32","23214","1","","","23214053","","700",""
"","","23","23214","se_sys_login_birthday_calendar_applause","0","","23214054","","se_common",""
"wac_birthday_idle_wish","0.2","3","23214","wac_birthday_clap_to_wish","0","1","23214055","0.2","102111",""
"","","93","23214","","","","23214056","","0.1",""
"wac_birthday_idle_smile","0.2","3","23214","wac_birthday_clap","0","1","23214057","0.2","102311",""
"","","93","23214","","","","23214058","","0.1",""
"wac_birthday_idle_smile","0.2","3","23214","wac_birthday_clap","0","1","23214059","0.2","102511",""
"","","93","23214","","","","23214060","","2",""
"","","131","23214","","","","23214061","","1",""
"0","","21","23214","vo_wac_23214_000","0","","23214062","","vo_wac_23214",""
"1","0","11","23214","今天真的很謝謝大家，\n你們竟然為了我的生日\n準備了這麼棒的生日蛋糕♪","10","1","23214063","0","102811","0.5"
"","","91","23214","","","","23214064","","0",""
"","0.2","3","23214","wac_birthday_idle_normal","1","","23214065","","102811",""
"","0.2","3","23214","wac_birthday_talk_wish","1","","23214066","","102111",""
"0","","21","23214","vo_wac_23214_001","0","","23214067","","vo_wac_23214",""
"1","0","11","23214","咲戀媽媽，祝妳生日快樂♪\n妳總是為了我們\n拚命努力工作……","10","1","23214068","0","102111","0.5"
"","","91","23214","","","","23214069","","0",""
"","0.2","3","23214","wac_birthday_idle_wish","1","","23214070","","102111",""
"","0.2","3","23214","wac_birthday_talk_smile","1","","23214071","","102311",""
"0","","21","23214","vo_wac_23214_002","0","","23214072","","vo_wac_23214",""
"1","0","11","23214","這蛋糕是我們努力親手做的喔？\n雖然做好的時候，鈴莓在各種意義上\n都慘兮兮的就是了。","10","1","23214073","0","102311","0.5"
"","","91","23214","","","","23214074","","23214073",""
"","0.2","3","23214","wac_birthday_idle_smile","1","","23214075","","102311",""
"","0.2","3","23214","wac_birthday_talk_sad","1","","23214076","","102511",""
"0","","21","23214","vo_wac_23214_003","0","","23214077","","vo_wac_23214",""
"1","0","11","23214","小綾音，那是祕密……！\n嗚嗚，製作途中我也犯了不少錯，\n明明是在為大小姐的重要日子做準備，\n真對不起……","10","1","23214078","0","102511","0.5"
"","","91","23214","","","","23214079","","0",""
"","0.2","3","23214","wac_birthday_talk_smile","1","","23214080","","102811",""
"","0.2","3","23214","wac_birthday_idle_wish","1","","23214081","","102511",""
"0","","21","23214","vo_wac_23214_004","0","","23214082","","vo_wac_23214",""
"1","0","11","23214","妳在說什麼啊，妳們不是\n這麼努力地為我做準備了嗎？\n也謝謝你來替我慶生。\n請你要一直和大家好好相處哦？","10","1","23214083","0","102811","0.5"
"","","91","23214","","","","23214084","","0",""
"","","22","23214","","","","23214085","","0",""
"","","25","23814","bgm_M321_2C","","","23814001","","bgm_M321",""
"-1000","2","1","23814","100811","250","-70","23814002","0","1","wac_birthday_idle_normal"
"170","2","1","23814","104511","256","-260","23814003","1","1","wac_birthday_idle_wish"
"270","2","1","23814","105311","259","-310","23814004","1","1","wac_birthday_idle_smile"
"400","2","1","23814","105511","257","-270","23814005","1","1","wac_birthday_idle_normal"
"510","2","1","23814","103011","258","-310","23814006","1","1","wac_birthday_idle_smile"
"","","13","23814","300","","","23814007","","100811",""
"","","13","23814","300","","","23814008","","104511",""
"","","13","23814","300","","","23814009","","105311",""
"","","13","23814","300","","","23814010","","105511",""
"","","13","23814","300","","","23814011","","103011",""
"0","1","31","23814","600","0","1","23814012","","600",""
"0","0","31","23814","602","0","1","23814013","","602",""
"0","0","31","23814","603","0","1","23814014","","603",""
"60","1","31","23814","604","30","1","23814015","","604",""
"0","1","31","23814","614","0","1","23814016","","614",""
"0","0","31","23814","700","0","1","23814017","","700",""
"0","0","31","23814","701","0","1","23814018","","701",""
"0","0","31","23814","702","0","1","23814019","","702",""
"0","0","31","23814","800","0","1","23814020","","800",""
"60","1","31","23814","939","30","1","23814021","","939",""
"","","93","23814","","","","23814022","","1",""
"wac_birthday_reaction_03","0.2","3","23814","wac_birthday_reaction_05","0","1","23814023","0.2","105311",""
"wac_birthday_reaction_03","0.2","3","23814","wac_birthday_reaction_01","0","1","23814024","0.2","104511",""
"","","93","23814","","","","23814025","","0.1",""
"wac_birthday_reaction_04","0.2","3","23814","wac_birthday_reaction_01","0","1","23814026","0.2","105511",""
"wac_birthday_reaction_03","0.2","3","23814","wac_birthday_reaction_02","0","1","23814027","0.2","103011",""
"","","93","23814","","","","23814028","","0.3",""
"","0.2","3","23814","wac_birthday_run_01","1","","23814029","","100811",""
"3","","2","23814","0","-70","","23814030","","100811",""
"","","93","23814","","","","23814031","","2.5",""
"","","32","23814","1","","","23814032","","602",""
"","","93","23814","","","","23814033","","0.6",""
"","","32","23814","0","","","23814034","","600",""
"","","32","23814","0","","","23814035","","614",""
"","","32","23814","0","","","23814036","","604",""
"","","32","23814","1","","","23814037","","701",""
"0.01","","33","23814","0","0","","23814038","","939",""
"wac_birthday_wish_04","0.2","3","23814","wac_birthday_blowout_01","0","1","23814039","0.2","100811",""
"0.01","","2","23814","-200","-330","","23814040","","100811",""
"","0.2","3","23814","wac_birthday_idle_wish","1","","23814041","","104511",""
"0.01","","2","23814","150","-320","","23814042","","104511",""
"","0.2","3","23814","wac_birthday_idle_smile","1","","23814043","","105311",""
"0.01","","2","23814","260","-360","","23814044","","105311",""
"","0.2","3","23814","wac_birthday_idle_normal","1","","23814045","","105511",""
"0.01","","2","23814","400","-320","","23814046","","105511",""
"","0.2","3","23814","wac_birthday_idle_smile","1","","23814047","","103011",""
"0.01","","2","23814","520","-340","","23814048","","103011",""
"","","93","23814","","","","23814049","","0",""
"","","32","23814","1","","","23814050","","800",""
"","","93","23814","","","","23814051","","0.7",""
"","","32","23814","1","","","23814052","","702",""
"","","93","23814","","","","23814053","","0.5",""
"","","23","23814","se_sys_login_birthday_blow_candle","0","","23814054","","se_common",""
"","","32","23814","0","","","23814055","","701",""
"","","93","23814","","","","23814056","","0.4",""
"","","23","23814","se_sys_login_birthday_cracker","0","","23814057","","se_common",""
"","","32","23814","1","","","23814058","","700",""
"","","23","23814","se_sys_login_birthday_calendar_applause","0","","23814059","","se_common",""
"wac_birthday_idle_wish","0.2","3","23814","wac_birthday_clap_to_wish","0","1","23814060","0.2","104511",""
"wac_birthday_idle_normal","0.2","3","23814","wac_birthday_clap","0","1","23814061","0.2","105511",""
"","","93","23814","","","","23814062","","0.1",""
"wac_birthday_idle_smile","0.2","3","23814","wac_birthday_clap","0","1","23814063","0.2","105311",""
"","","93","23814","","","","23814064","","0.1",""
"wac_birthday_idle_smile","0.2","3","23814","wac_birthday_clap","0","1","23814065","0.2","103011",""
"","","93","23814","","","","23814066","","2",""
"","","131","23814","","","","23814067","","1",""
"","0.2","3","23814","wac_birthday_talk_doya","1","1","23814068","","100811",""
"0","","21","23814","vo_wac_23814_000","0","","23814069","","vo_wac_23814",""
"1","0","11","23814","你們一定知道今天是什麼日子吧？\n今天可是慶祝這世上最美最可愛的我\n誕生，並更新大家的審美意識的\n世界級紀念日喔♪","10","1","23814070","0","100811","0.5"
"","","91","23814","","","","23814071","","0",""
"","0.2","3","23814","wac_birthday_talk_wish","1","","23814072","","104511",""
"0","","21","23814","vo_wac_23814_001","0","","23814073","","vo_wac_23814",""
"1","0","11","23814","是、是這樣啊……？\n空花對歷史與時事之類的\n不太了解，不知道今天竟然\n是這麼了不起的日子呢……","10","1","23814074","0","104511","0.5"
"","","91","23814","","","","23814075","","0",""
"","0.2","3","23814","wac_birthday_idle_wish","1","","23814076","","104511",""
"","0.2","3","23814","wac_birthday_talk_doya","1","","23814077","","105311",""
"0","","21","23814","vo_wac_23814_002","0","","23814078","","vo_wac_23814",""
"1","0","11","23814","嗯，我懶得吐槽了。\n總之，能健康地迎接生日\n是件值得慶賀的事！\n雪，生日快樂！","10","1","23814079","0","105311","0.5"
"","","91","23814","","","","23814080","","0",""
"","0.2","3","23814","wac_birthday_idle_doya","1","","23814081","","105311",""
"","0.2","3","23814","wac_birthday_talk_normal","1","","23814082","","100811",""
"0","","21","23814","vo_wac_23814_003","0","","23814083","","vo_wac_23814",""
"1","0","11","23814","謝謝♪\n話說回來，這蛋糕真棒耶，\n是特地為我準備的嗎？","10","1","23814084","0","100811","0.5"
"","","91","23814","","","","23814085","","0",""
"","0.2","3","23814","wac_birthday_idle_normal","1","","23814086","","100811",""
"","0.2","3","23814","wac_birthday_talk_smile","1","","23814087","","105511",""
"0","","21","23814","vo_wac_23814_004","0","","23814088","","vo_wac_23814",""
"1","0","11","23814","是的♪為了讓你開心，\n我們還特地請店家\n對外觀也多下工夫。","10","1","23814089","0","105511","0.5"
"","","91","23814","","","","23814090","","0",""
"","0.2","3","23814","wac_birthday_idle_smile","1","","23814091","","105511",""
"","0.2","3","23814","wac_birthday_talk_kyapi","1","","23814092","","103011",""
"0","","21","23814","vo_wac_23814_005","0","","23814093","","vo_wac_23814",""
"1","0","11","23814","順帶一提，因為滿花錢的，\n所以也請將軍出了一些盧幣，\n真是太感謝將軍了是也！","10","1","23814094","0","103011","0.5"
"","","91","23814","","","","23814095","","0",""
"","0.2","3","23814","wac_birthday_idle_kyapi","1","","23814096","","103011",""
"","0.2","3","23814","wac_birthday_talk_doya","1","","23814097","","100811",""
"0","","21","23814","vo_wac_23814_006","0","","23814098","","vo_wac_23814",""
"1","0","11","23814","這樣啊……得好好感謝你呢♪\n作為回禮，你今天可以盡情\n從喜歡的角度欣賞我可愛的臉龐，\n直到心滿意足為止喔♪","10","1","23814099","0","100811","0.5"
"","","91","23814","","","","23814100","","0",""
"","","22","23814","","","","23814101","","0",""
"","","25","25214","bgm_M321_2C","","","25214001","","bgm_M321",""
"-1000","2","1","25214","104911","250","-70","25214002","0","1","wac_birthday_idle_normal"
"230","2","1","25214","101111","256","-270","25214003","1","1","wac_birthday_idle_wish"
"410","2","1","25214","106811","257","-310","25214004","1","1","wac_birthday_idle_smile"
"","","13","25214","300","","","25214005","","104911",""
"","","13","25214","300","","","25214006","","101111",""
"","","13","25214","300","","","25214007","","106811",""
"0","1","31","25214","600","0","1","25214008","","600",""
"0","0","31","25214","602","0","1","25214009","","602",""
"0","0","31","25214","603","0","1","25214010","","603",""
"60","1","31","25214","604","30","1","25214011","","604",""
"0","1","31","25214","614","0","1","25214012","","614",""
"0","0","31","25214","700","0","1","25214013","","700",""
"0","0","31","25214","701","0","1","25214014","","701",""
"0","0","31","25214","702","0","1","25214015","","702",""
"0","0","31","25214","800","0","1","25214016","","800",""
"60","1","31","25214","940","30","1","25214017","","940",""
