8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"3","4","4157","6","6","放射性同位素","32032","20301","放射性同位素","23556","6","這個的名稱是什麼？","0","2","6","24615","射性同位素","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？","6","21516"
"2","4","4158","6","6","直升機停機坪","27231","20572","直升機停機坪","30452","6","這個的名稱是什麼？","0","2","6","21319","直升機停機","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。","6","27231"
"2","4","4159","6","6","克卜勒第一運動定律","19968","31532","克卜勒第一運動定律","20811","6","這個的名稱是什麼？","0","2","6","21340","克卜勒第一","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。","6","21202"
"3","4","4160","6","6","兩步驟驗證","35657","39511","","20841","6","這個的名稱是什麼？","0","2","6","27493","兩步驟驗證","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。","6","39519"
"2","4","4161","6","6","克卜勒第二運動定律","20108","31532","克卜勒第二運動定律","20811","6","這個的名稱是什麼？","0","2","6","21340","克卜勒第二","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。","6","21202"
"3","4","4162","6","6","原核生物界","30028","29289","","21407","6","這個的名稱是什麼？","0","2","6","26680","原核生物界","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？","6","29983"
"3","4","4163","3","3","同位素=Isotope","101","112","同位素=Isotope","111","3","這個的名稱是什麼？","0","2","3","116","otope","這個化學用語用英文該怎麼說？","3","111"
"2","4","4164","6","6","經濟艙症候群","32676","20505","經濟艙症候群","32147","6","這個的名稱是什麼？","0","2","6","28639","經濟症候群","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。","6","30151"
"2","4","4165","6","6","原生生物界","30028","29289","","21407","6","這個的名稱是什麼？","0","2","6","29983","原生生物界","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？","6","29983"
"2","4","4166","3","3","Jupiter","114","101","Jupiter","112","3","這個的名稱是什麼？","0","2","3","105","piter","「木星」的英文名。","3","116"
"3","4","4167","6","6","同素異形體","39636","24418","","21516","6","這個的名稱是什麼？","0","2","6","32032","同素異形體","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？","6","30064"
"2","4","4168","6","6","藻類植物、蘚苔類植物、蕨類植物、種子植物","63952","34152","藻類植物、蘚苔類植物、蕨類植物、種子植物","34330","6","這個的名稱是什麼？","0","2","6","33492","蘚苔類蕨類","植物分為四大類：","6","63952"
"2","4","4169","6","6","石油和天然氣","27683","28982","石油和天然氣","30707","6","這個的名稱是什麼？","0","2","6","27833","石油天然氣","□□和□□□是烴類的主要來源。","6","22825"
"3","4","4170","6","6","天然氣和石油氣","27683","27833","天然氣和石油氣","28982","6","這個的名稱是什麼？","0","2","6","27683","然氣石油氣","常見的家用氣體燃料為天□□和□□□。","6","30707"
"2","4","4171","6","6","75%濃度","24230","28611","","55","1","這個是多少？","0","2","1","53","75%濃度","多少濃度的乙醇水溶液殺菌效果最佳？","6","37"
"2","4","4172","3","3","VR=虛擬實境=Virtual Reality","97","117","VR=虛擬實境=Virtual Reality","105","3","這個未經省略的全稱是？","0","2","3","114","irtua","","3","116"
"3","4","4173","3","3","AR=擴增實境=Augmented Reality","101","109","AR=擴增實境=Augmented Reality","65","3","這個的名稱是什麼？","0","2","2","117","Augme","「VR」是「虛擬實境」。那「AR」是？","3","103"
"1","4","4175","3","3","Red、Blue、Green","110","101","Red、Blue、Green","71","3","這個的名稱是什麼？","0","2","2","114","Green","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)","3","101"
"3","4","4176","6","6","有機酸、醇、酯化反應","37231","37255","有機酸、醇、酯化反應","26377","6","空格需填入？","0","2","6","27231","有機酸醇酯","酯類可經由□□□和□反應產生，稱為□化反應。","6","37240"
"3","4","4177","3","3","日蝕=Solar eclipse","114","97","日蝕=Solar eclipse","83","3","這個的名稱是什麼？","0","2","2","111","Solar","","3","108"
"2","4","4178","6","6","空間行為學","23416","28858","","31354","6","這個的名稱是什麼？","0","2","6","38291","空間行為學","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。","6","34892"
"3","4","4179","3","3","Venus","115","117","","86","3","這個的名稱是什麼？","0","2","2","101","Venus","「金星」的英文。","3","110"
"3","4","4180","6","6","卡里古拉效應","25033","25928","卡里古拉效應","37324","6","這個的名稱是什麼？","0","2","6","21476","里古拉效應","被告知「不要做」，反而會變得想做的心理現象。","6","25289"
"1","4","4181","3","3","麥克風=Microphone","111","114","麥克風=Microphone","77","3","這個未經省略的全稱是？","0","2","2","105","Micro","","3","99"
"1","4","4182","3","3","Earth","104","116","","69","3","這個的名稱是什麼？","0","2","2","97","Earth","「地球」的英文。","3","114"
"3","4","4183","6","6","巴夫洛夫的狗","29399","22827","巴夫洛夫的狗","24052","6","這個的名稱是什麼？","0","2","6","22827","巴夫洛夫狗","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。","6","27931"
"1","4","4184","3","3","Install⇔Uninstall","97","116","Install⇔Uninstall","73","3","這個的名稱是什麼？","0","2","2","110","Insta","","3","115"
"3","4","4185","2","2","Z⇒X⇒C⇒V⇒B⇒N","78","66","Z⇒X⇒C⇒V⇒B⇒N","88","2","這個的名稱是什麼？","0","2","2","67","XCVBN","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？","2","86"
"2","4","4186","3","3","Control","111","114","Control","111","3","這個的名稱是什麼？","0","2","3","110","ontro","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？","3","116"
"1","4","4187","3","3","複製貼上=Copy&Paste","101","116","複製貼上=Copy&Paste","80","3","這個未經省略的全稱是？","0","2","2","97","Paste","","3","115"
"2","4","4188","6","6","3.5吋磁碟機","30879","30913","3.5吋磁碟機","51","1","這個的名稱是什麼？","0","2","1","53","35吋磁碟","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。","6","21515"
"3","4","4189","3","3","Mercury","114","117","Mercury","101","3","這個的名稱是什麼？","0","2","3","114","ercur","「水星」的英文。","3","99"
"2","4","4190","6","6","碳水化合物","29289","21512","","30899","6","這個的名稱是什麼？","0","2","6","27700","碳水化合物","醣類是由碳、氫、氧元素所構成，又能稱為？","6","21270"
"1","4","4191","6","6","碳=C、氫=H、氧=O、氮=N和硫=S","30827","27694","碳=C、氫=H、氧=O、氮=N和硫=S","30899","6","這個的名稱是什麼？","0","2","6","27691","碳氫氧氮硫","蛋白質的主要組成元素為：","6","27687"
"1","4","4192","6","6","動物性脂肪","32938","33026","","21205","6","這個的名稱是什麼？","0","2","6","29289","動物性脂肪","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？","6","24615"
"1","4","4193","6","6","心血管疾病","30149","30142","","24515","6","這個的名稱是什麼？","0","2","6","34880","心血管疾病","攝取過多的脂肪會造成肥胖，引起什麼疾病？","6","31649"
"1","4","4194","6","6","最大公因數","25976","22240","","26368","6","這個的名稱是什麼？","0","2","6","22823","最大公因數","意指可整除兩個相異數字的「因數」中的最大數。","6","20844"
"1","4","4195","6","6","最小公倍數","25976","20493","","26368","6","這個的名稱是什麼？","0","2","6","23567","最小公倍數","意指兩個相異數字的共同「倍數」中的最小數。","6","20844"
"1","4","4196","6","6","等腰三角形","24418","35282","","31561","6","這個的名稱是什麼？","0","2","6","33136","等腰三角形","三角形的其中兩邊長度相等，稱為：","6","19977"
"2","4","4197","6","6","直徑×圓周率","29575","21608","直徑×圓周率","30452","6","這個的名稱是什麼？","0","2","6","24465","直徑圓周率","該如何求出圓周長呢？","6","22291"
"3","4","4198","1","6","分速600公尺","23610","20844","分速600公尺","54","1","這個問題的答案是？","0","2","1","48","600公尺","若「秒速為10公尺」，「分速」則為幾公尺呢？","6","48"
"1","4","4199","6","6","植物性脂肪","32938","33026","","26893","6","這個的唸法是什麼？","0","2","6","29289","植物性脂肪","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？","6","24615"
"3","4","4200","6","6","精靈族之村","26449","20043","","31934","6","這個地點的名稱是？","4200","1","6","38728","精靈族之村","","6","26063"
"2","4","4201","6","6","氫氧化鈉、皂化反應","30338","37385","氫氧化鈉、皂化反應","27691","6","這個的名稱是什麼？","0","2","6","27687","氫氧化鈉皂","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。","6","21270"
"3","4","4202","6","6","肥皂長碳鏈","37832","30899","","32933","6","這個的名稱是什麼？","0","2","6","30338","肥皂長碳鏈","□□□□□一端為親油端，帶電的一端為親水端。","6","38263"
"2","4","4203","6","6","合成清潔劑、微生物","29289","29983","合成清潔劑、微生物","21512","6","這個的名稱是什麼？","0","2","6","25104","合成微生物","有些□□清潔劑在自然界中不易被□□□分解，容易造成汙染。","6","24494"
"1","4","4204","3","3","超能力=Super power","114","101","超能力=Super power","112","3","這個的名稱是什麼？","4204","1","3","111","power","「超能力者」的英文是？","3","119"
"1","4","4205","6","6","作用力與反作用力","29992","20316","作用力與反作用力","20316","6","這個的名稱是什麼？","0","2","6","29992","作用反作用","火箭是利用：","6","21453"
"3","4","4206","6","6","自發性知覺經絡反應","35258","30693","自發性知覺經絡反應","33258","6","這個的名稱是什麼？","0","2","6","30332","自發性知覺","俗稱顱內高潮的「ASMR」，其中文名稱為：","6","24615"
"2","4","4207","6","6","力的大小、力的方向、力的作用點","40670","29992","力的大小、力的方向、力的作用點","22823","6","這個的名稱是什麼？","0","2","6","23567","大小作用點","力的三大要素：","6","20316"
"3","4","4208","6","6","無反光鏡可換鏡頭相機","25563","21487","無反光鏡可換鏡頭相機","21453","6","這個的名稱是什麼？","0","2","6","20809","反光鏡可換","透過省去單眼相機中的反光鏡結構，以達到縮小、減輕重量效果的相機。也受攝影新手的歡迎。","6","37857"
"3","4","4209","6","6","麵條式代碼","30908","20195","","40629","6","這個的名稱是什麼？","0","2","6","26781","麵條式代碼","程式設計中的俗語，意指只有編寫的本人才能解讀的繁雜編碼。名稱來自於某食物。","6","24335"
"3","4","4210","6","6","蜂窩狀結構","27083","32080","","34562","6","這個的名稱是什麼？","0","2","6","31401","蜂窩狀結構","具有鋪滿六角形的結構，形狀就像蜂巢一樣，因結構強度高，被廣泛運用於工業。","6","29376"
"3","4","4211","3","3","鑄造=Casting","110","105","鑄造=Casting","97","3","這個的名稱是什麼？","0","2","3","115","astin","刀等器物的製造方法中，直接敲打金屬製成的方法是「鍛造」。在模型中倒入熔化金屬製成的方法是？","3","116"
"2","4","4212","1","1","1200盧幣","30439","48","1200盧幣","49","1","這個的名稱是什麼？","0","1","1","50","1200盧","「鈴奈」的問題：1500盧幣扣掉20%等於多少？","6","48"
"1","4","4213","6","6","AT=自動變速箱  MT=手動變速器","22120","36895","AT=自動變速箱  MT=手動變速器","25163","6","這個的名稱是什麼？","0","2","6","21205","手動變速器","","6","35722"
"2","4","4214","6","6","黑白電視、洗衣機、冰箱","31665","20912","黑白電視、洗衣機、冰箱","27927","6","這個的名稱是什麼？","0","2","6","34915","洗衣機冰箱","過去被稱為「三神器」的三種家電。","6","27231"
"2","4","4215","6","6","電腦、通訊、消費性電子產品","23376","38651","電腦、通訊、消費性電子產品","28040","6","這個的名稱是什麼？","0","2","6","36027","消費性電子","3C是指？","6","24615"
"2","4","4216","6","6","水金地火木土天海","28023","22825","水金地火木土天海","28779","6","這個的名稱是什麼？","0","2","6","26408","火木土天海","距離太陽近到遠排列太陽系行星時，取其第一個字。","6","22303"
"2","4","4217","6","6","空氣循環扇","25159","29872","","31354","6","這個的名稱是什麼？","0","2","6","27683","空氣循環扇","空調家電的一種。構造酷似電風扇，但並非直接攪動風，而是使空氣循環的家電。","6","24490"
"1","4","4218","1","6","800盧幣","24163","30439","","56","1","這個的名稱是什麼？","0","1","1","48","800盧幣","「似似花」的考試：一袋裡有100盧幣的蔬菜三個與300盧幣的水果兩個，請問買兩袋會是多少錢？","6","48"
"3","4","4219","6","6","史高維爾指標","27161","25351","史高維爾指標","39640","6","這個的名稱是什麼？","0","2","6","32173","高維爾指標","計算辣椒辣度的單位。哈瓦那辣椒有一萬單位的辣度，世界上最辣的辣椒則高達數百萬。","6","29246"
"2","4","4220","6","6","不透明的物體","39636","29289","不透明的物體","19981","6","這個的名稱是什麼？","0","2","6","36879","不透明物體","「影子」是因為光線傳播過程中遇到什麼無法進續前進，就會在物體背後出現陰影？","6","26126"
"2","4","4221","3","3","Neutral","97","114","Neutral","101","3","這個的名稱是什麼？","0","2","3","117","eutra","自排車的檔位中，「P」代表Parking，「D」代表Drive。那麼，「N」代表？","3","116"
"1","4","4222","3","3","Turn signal","97","110","Turn signal","115","3","這個的名稱是什麼？","0","2","3","105","signa","汽車零件中被稱作「方向燈」的物品，其英文為？","3","103"
"3","4","4223","3","3","Sport","116","114","","83","3","這個的名稱是什麼？","0","2","2","112","Sport","自排車的檔位中，「P」代表Parking，「D」代表Drive。那「S」代表？","3","111"
"1","4","4224","6","6","一個天文單位（1AU）","20301","21934","一個天文單位（1AU）","19968","6","這個的名稱是什麼？","0","2","6","22825","一天文單位","地球到太陽的平均距離稱為：","6","25991"
