2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"9800","7030","21002","703010"
"10800","7030","21004","703011"
"11800","7030","21010","703012"
"900","8001","11003","800101"
"1800","8001","11017","800102"
"2700","8001","11017","800103"
"3600","8001","11009","800104"
"4500","8001","11017","800105"
"5400","8001","11015","800106"
"6300","8001","11003","800107"
"7200","8001","11003","800108"
"8100","8001","11017","800109"
"9000","8001","11015","800110"
"9900","8001","11017","800111"
"10800","8001","11015","800112"
"11700","8001","11019","800113"
"12600","8001","11019","800114"
"1050","8002","11003","800201"
"1950","8002","11003","800202"
"2800","8002","11009","800203"
"3800","8002","11003","800204"
"4650","8002","11015","800205"
"5550","8002","11017","800206"
"6500","8002","11015","800207"
"7350","8002","11017","800208"
"8300","8002","11015","800209"
"9200","8002","11017","800210"
"10100","8002","11019","800211"
"10900","8002","11017","800212"
"11800","8002","11019","800213"
"12800","8002","11017","800214"
"1100","8003","11003","800301"
"1900","8003","11017","800302"
"2850","8003","11019","800303"
"3750","8003","11009","800304"
"4700","8003","11003","800305"
"5500","8003","11017","800306"
"6400","8003","11003","800307"
"7400","8003","11015","800308"
"8250","8003","11017","800309"
"9100","8003","11015","800310"
"10000","8003","11017","800311"
"10950","8003","11019","800312"
"11900","8003","11017","800313"
"12750","8003","11015","800314"
"900","8004","10006","800401"
"1800","8004","10006","800402"
"2700","8004","10006","800403"
"3600","8004","11010","800404"
"4500","8004","11001","800405"
"5400","8004","11010","800406"
"6300","8004","11014","800407"
"7200","8004","11010","800408"
"8100","8004","11014","800409"
"9000","8004","11010","800410"
"9900","8004","10006","800411"
"10800","8004","11001","800412"
"11700","8004","10006","800413"
"12600","8004","11010","800414"
"700","8005","11010","800501"
"1650","8005","10006","800502"
"2550","8005","10006","800503"
"3500","8005","10006","800504"
"4400","8005","11001","800505"
"5200","8005","11014","800506"
"6200","8005","11001","800507"
"7100","8005","10006","800508"
"7900","8005","11010","800509"
"8800","8005","11010","800510"
"9800","8005","11010","800511"
"10600","8005","11010","800512"
"11500","8005","11014","800513"
"12500","8005","10006","800514"
"800","8006","10006","800601"
"1600","8006","11010","800602"
"2600","8006","11014","800603"
"3400","8006","11001","800604"
"4350","8006","11010","800605"
"5300","8006","10006","800606"
"6150","8006","11010","800607"
"7050","8006","10006","800608"
"8000","8006","10006","800609"
"8850","8006","11014","800610"
"9750","8006","11010","800611"
"10700","8006","11001","800612"
"11550","8006","11010","800613"
"12450","8006","10006","800614"
"900","8007","11016","800701"
"1800","8007","11004","800702"
"2700","8007","11016","800703"
"4150","8007","10003","800704"
"5050","8007","10003","800705"
"5950","8007","10003","800706"
"6300","8007","10006","800707"
"7200","8007","11001","800708"
"8100","8007","10006","800709"
"9000","8007","11001","800710"
"9900","8007","11007","800711"
"10800","8007","11004","800712"
"11700","8007","11004","800713"
"12600","8007","11007","800714"
"1000","8008","11004","800801"
"2000","8008","11016","800802"
"2900","8008","11016","800803"
"3750","8008","11004","800804"
"5150","8008","10003","800805"
"5500","8008","11007","800806"
"6500","8008","11007","800807"
"7300","8008","10006","800808"
"8750","8008","10003","800809"
"9750","8008","10003","800810"
"10000","8008","10006","800811"
"11000","8008","11001","800812"
"11800","8008","11004","800813"
"12750","8008","11001","800814"
"1600","8009","10003","800901"
"1950","8009","11004","800902"
"2800","8009","11004","800903"
"4350","8009","10003","800904"
"4700","8009","11001","800905"
"5600","8009","11016","800906"
"6450","8009","10006","800907"
"7400","8009","11007","800908"
"8300","8009","10006","800909"
"9100","8009","11007","800910"
"10050","8009","11004","800911"
"10900","8009","11001","800912"
"11850","8009","11016","800913"
"13350","8009","10003","800914"
"900","8010","11019","801001"
"1800","8010","11004","801002"
"2700","8010","11009","801003"
"3600","8010","11002","801004"
"4500","8010","11010","801005"
"5400","8010","11010","801006"
"6300","8010","11003","801007"
"7200","8010","11001","801008"
"8100","8010","11003","801009"
"9000","8010","11008","801010"
"9900","8010","11004","801011"
"10800","8010","11008","801012"
"11700","8010","11004","801013"
"12600","8010","11011","801014"
"750","8011","11009","801101"
"1700","8011","11011","801102"
"2600","8011","11003","801103"
"3450","8011","11004","801104"
"4350","8011","11008","801105"
"5300","8011","11010","801106"
"6100","8011","11002","801107"
"7050","8011","11001","801108"
"7900","8011","11019","801109"
"8850","8011","11003","801110"
"9800","8011","11010","801111"
"10600","8011","11004","801112"
"11550","8011","11008","801113"
"12400","8011","11004","801114"
"800","8012","11008","801201"
"1600","8012","11004","801202"
"2550","8012","11008","801203"
"3400","8012","11002","801204"
"4400","8012","11003","801205"
"5200","8012","11003","801206"
"6150","8012","11019","801207"
"7000","8012","11010","801208"
"8000","8012","11001","801209"
"8900","8012","11010","801210"
"9750","8012","11009","801211"
"10650","8012","11011","801212"
"11600","8012","11004","801213"
"12500","8012","11004","801214"
"900","8013","11006","801301"
"1800","8013","11016","801302"
"2700","8013","11017","801303"
"3600","8013","11019","801304"
"4500","8013","11007","801305"
"5400","8013","11019","801306"
"6300","8013","11010","801307"
"7200","8013","11009","801308"
"8100","8013","11010","801309"
"9000","8013","11003","801310"
"9900","8013","11003","801311"
"10800","8013","11007","801312"
"11700","8013","11014","801313"
"12600","8013","11015","801314"
"1100","8014","11016","801401"
"1900","8014","11009","801402"
"2800","8014","11014","801403"
"3800","8014","11019","801404"
"4600","8014","11003","801405"
"5550","8014","11003","801406"
"6500","8014","11007","801407"
"7350","8014","11010","801408"
"8200","8014","11010","801409"
"9200","8014","11015","801410"
"10100","8014","11019","801411"
"10900","8014","11017","801412"
"11850","8014","11007","801413"
"12750","8014","11006","801414"
"1000","8015","11006","801501"
"1950","8015","11014","801502"
"2850","8015","11019","801503"
"3700","8015","11010","801504"
"4700","8015","11017","801505"
"5500","8015","11016","801506"
"6450","8015","11003","801507"
"7300","8015","11015","801508"
"8300","8015","11019","801509"
"9150","8015","11007","801510"
"10000","8015","11003","801511"
"11000","8015","11007","801512"
"11800","8015","11010","801513"
"12800","8015","11009","801514"
"900","8016","11010","801601"
"1800","8016","11009","801602"
"2700","8016","11010","801603"
"3600","8016","11007","801604"
"4500","8016","11004","801605"
"5400","8016","11007","801606"
"6300","8016","11016","801607"
"7200","8016","11004","801608"
"8100","8016","11016","801609"
"9000","8016","11004","801610"
"10450","8016","10003","801611"
"11350","8016","10003","801612"
"12250","8016","10003","801613"
"12600","8016","11004","801614"
"800","8017","11004","801701"
"1600","8017","11010","801702"
"3050","8017","10003","801703"
"3400","8017","11007","801704"
"4350","8017","11004","801705"
"5250","8017","11004","801706"
"6750","8017","10003","801707"
"7050","8017","11010","801708"
"7900","8017","11016","801709"
"9350","8017","10003","801710"
"9750","8017","11009","801711"
"10700","8017","11004","801712"
"11600","8017","11007","801713"
"12450","8017","11016","801714"
"700","8018","11004","801801"
"1700","8018","11004","801802"
"2550","8018","11007","801803"
"3450","8018","11016","801804"
"4300","8018","11010","801805"
"5300","8018","11004","801806"
"6650","8018","10003","801807"
"7000","8018","11009","801808"
"7950","8018","11016","801809"
"8850","8018","11010","801810"
"9800","8018","11007","801811"
"10600","8018","11004","801812"
"12100","8018","10003","801813"
"13050","8018","10003","801814"
"1450","8019","10003","801901"
"1800","8019","11007","801902"
"3250","8019","10003","801903"
"3600","8019","11016","801904"
"4500","8019","11007","801905"
"5400","8019","11016","801906"
"6300","8019","11007","801907"
"7200","8019","11011","801908"
"8100","8019","11007","801909"
"9000","8019","11004","801910"
"10450","8019","10003","801911"
"11350","8019","10003","801912"
"11700","8019","11007","801913"
"12600","8019","11007","801914"
"1050","8020","11007","802001"
"2450","8020","10003","802002"
"3450","8020","10003","802003"
"3700","8020","11011","802004"
"4700","8020","11004","802005"
"5500","8020","11007","802006"
"6450","8020","11007","802007"
"7400","8020","11007","802008"
"8800","8020","10003","802009"
"9200","8020","11007","802010"
"10650","8020","10003","802011"
"11000","8020","11007","802012"
"11850","8020","11016","802013"
"12700","8020","11016","802014"
"1100","8021","11016","802101"
"1950","8021","11007","802102"
"2850","8021","11007","802103"
"4300","8021","10003","802104"
"5200","8021","10003","802105"
"6100","8021","10003","802106"
"6400","8021","11007","802107"
"7900","8021","10003","802108"
"8200","8021","11007","802109"
"9100","8021","11007","802110"
"10050","8021","11007","802111"
"10900","8021","11004","802112"
"11900","8021","11016","802113"
"12750","8021","11011","802114"
"900","8022","11003","802201"
"1800","8022","11010","802202"
"2700","8022","11003","802203"
"3600","8022","11006","802204"
"4500","8022","11006","802205"
"5400","8022","11006","802206"
"6300","8022","10006","802207"
"7750","8022","10003","802208"
"8100","8022","10006","802209"
"9550","8022","10003","802210"
"9900","8022","11019","802211"
"10800","8022","11009","802212"
"11700","8022","11001","802213"
"12600","8022","11011","802214"
"1300","8023","10003","802301"
"1600","8023","11009","802302"
"2550","8023","10006","802303"
"3400","8023","11019","802304"
"4350","8023","11001","802305"
"5200","8023","11010","802306"
"6100","8023","11003","802307"
"7100","8023","10006","802308"
"8000","8023","11006","802309"
"9400","8023","10003","802310"
"9750","8023","11011","802311"
"10700","8023","11003","802312"
"11550","8023","11006","802313"
"12400","8023","11006","802314"
"1250","8024","10003","802401"
"1650","8024","10006","802402"
"2500","8024","11006","802403"
"3500","8024","10006","802404"
"4300","8024","11001","802405"
"5300","8024","11003","802406"
"6200","8024","11003","802407"
"7000","8024","11006","802408"
"7950","8024","11019","802409"
"8800","8024","11011","802410"
"9700","8024","11006","802411"
"10650","8024","11010","802412"
"12050","8024","10003","802413"
"12500","8024","11009","802414"
"900","8025","11010","802501"
"1800","8025","11015","802502"
"2700","8025","11010","802503"
"3600","8025","11008","802504"
"4500","8025","11004","802505"
"5400","8025","11008","802506"
"6300","8025","11010","802507"
"7200","8025","11011","802508"
"8100","8025","11010","802509"
"9000","8025","11004","802510"
"9900","8025","11019","802511"
"10800","8025","11007","802512"
"11700","8025","11019","802513"
"12600","8025","11007","802514"
"1100","8026","11010","802601"
"1900","8026","11010","802602"
"2800","8026","11004","802603"
"3750","8026","11011","802604"
"4650","8026","11008","802605"
"5500","8026","11010","802606"
"6450","8026","11019","802607"
"7350","8026","11015","802608"
"8200","8026","11008","802609"
"9150","8026","11004","802610"
"10100","8026","11019","802611"
"10900","8026","11007","802612"
"11900","8026","11007","802613"
"12750","8026","11010","802614"
"1050","8027","11019","802701"
"2000","8027","11008","802702"
"2850","8027","11015","802703"
"3800","8027","11007","802704"
"4600","8027","11010","802705"
"5550","8027","11011","802706"
"6400","8027","11019","802707"
"7400","8027","11010","802708"
"8250","8027","11004","802709"
"9200","8027","11004","802710"
"10050","8027","11010","802711"
"11000","8027","11008","802712"
"11800","8027","11010","802713"
"12700","8027","11007","802714"
"900","8028","11003","802801"
"1800","8028","11011","802802"
"2700","8028","11009","802803"
"3600","8028","11016","802804"
"4500","8028","11017","802805"
"5400","8028","11006","802806"
"6300","8028","11007","802807"
"7200","8028","11017","802808"
"8100","8028","11007","802809"
"9000","8028","11017","802810"
"9900","8028","11019","802811"
"10800","8028","11003","802812"
"11700","8028","11019","802813"
"12600","8028","11003","802814"
"800","8029","11007","802901"
"1700","8029","11019","802902"
"2500","8029","11003","802903"
"3400","8029","11017","802904"
"4300","8029","11019","802905"
"5250","8029","11016","802906"
"6100","8029","11007","802907"
"7000","8029","11017","802908"
"7950","8029","11009","802909"
"8850","8029","11011","802910"
"9750","8029","11017","802911"
"10700","8029","11003","802912"
"11500","8029","11003","802913"
"12450","8029","11006","802914"
"700","8030","11019","803001"
"1600","8030","11019","803002"
"2600","8030","11003","803003"
"3450","8030","11006","803004"
"4350","8030","11007","803005"
"5300","8030","11017","803006"
"6200","8030","11007","803007"
"7100","8030","11003","803008"
"7900","8030","11009","803009"
"8800","8030","11017","803010"
"9700","8030","11011","803011"
"10600","8030","11016","803012"
"11600","8030","11003","803013"
"12500","8030","11017","803014"
"900","8031","11002","803101"
"1800","8031","11004","803102"
"2700","8031","11002","803103"
"3600","8031","11003","803104"
"4500","8031","11004","803105"
"5400","8031","11003","803106"
"6300","8031","11007","803107"
"7200","8031","11007","803108"
"8100","8031","11019","803109"
"9000","8031","11019","803110"
"9900","8031","10006","803111"
"10800","8031","11010","803112"
"11700","8031","11010","803113"
"12600","8031","10006","803114"
"1000","8032","10006","803201"
"1900","8032","11019","803202"
"2900","8032","11019","803203"
"3700","8032","11010","803204"
"4600","8032","11007","803205"
"5550","8032","10006","803206"
"6500","8032","11007","803207"
"7300","8032","11002","803208"
"8250","8032","11010","803209"
"9150","8032","11004","803210"
"10000","8032","11003","803211"
"11000","8032","11003","803212"
"11800","8032","11004","803213"
"12700","8032","11002","803214"
"1050","8033","11002","803301"
"2000","8033","11004","803302"
"2850","8033","11003","803303"
"3800","8033","11007","803304"
"4700","8033","11010","803305"
"5500","8033","11004","803306"
"6450","8033","11019","803307"
"7350","8033","11002","803308"
"8200","8033","10006","803309"
"9200","8033","11003","803310"
"10050","8033","11010","803311"
"10900","8033","11019","803312"
"11850","8033","11007","803313"
"12800","8033","10006","803314"
"900","8034","11008","803401"
"1800","8034","11009","803402"
"2700","8034","11008","803403"
"3600","8034","11004","803404"
"4500","8034","11019","803405"
"5400","8034","11004","803406"
"6300","8034","11016","803407"
"7750","8034","10003","803408"
"8100","8034","11016","803409"
"9000","8034","11011","803410"
"9900","8034","11003","803411"
"10800","8034","11015","803412"
"11700","8034","11003","803413"
"12600","8034","11009","803414"
"800","8035","11019","803501"
