2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","","3","0.2","","1007411","1","mhp_sit_idle_memory","117631","1007411093",""
"","","3","0.2","","1007411","1","mhp_sit_talk_anger2","104431","1007411094",""
"","","21","","0","1007411","0","vo_mhp_5113","vo_mhp_1007411","1007411095",""
"0.5","0","11","0","1","1007411","5","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","104431","1007411096","0"
"","","91","","","1007411","","","0","1007411097",""
"","","3","0.2","","1007411","1","mhp_sit_idle_anger2","104431","1007411098",""
"","1","3","0.2","mhp_idle_normal","1007411","0","mhp_sit_out","117631","1007411099","0.2"
"","","93","","","1007411","","","1","1007411100",""
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","117631","1007411101","0.2"
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","11","1007411102","0.2"
"","","21","","0","1007411","0","vo_mhp_5114","vo_mhp_1007411","1007411103",""
"0.5","0","11","0","1","1007411","4","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","117631","1007411104","0"
"","","93","","","1007411","","1","3.5","1007411105",""
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","117631","1007411106","0.2"
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","11","1007411107","0.2"
"","","91","","","1007411","","","1007411104","1007411108",""
"","","91","","","1007411","","","0","1007411109",""
"","1","3","0","mhp_sit_idle","1007411","0","mhp_sit_in","117631","1007411110","0.2"
"","","3","0","","1007411","1","NoItem","11","1007411111",""
"","","3","0.2","","1007411","1","mhp_sit_talk_worry","104431","1007411112",""
"","","21","","0","1007411","0","vo_mhp_5115","vo_mhp_1007411","1007411113",""
"0.5","0","11","0","1","1007411","5","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","104431","1007411114","0"
"","","91","","","1007411","","","0","1007411115",""
"","","3","0.2","","1007411","1","mhp_sit_idle_sad","104431","1007411116",""
"","","3","0.2","","1007411","1","mhp_sit_talk_normal","117531","1007411117",""
"","","21","","0","1007411","0","vo_mhp_5116","vo_mhp_1007411","1007411118",""
"0.5","0","11","","1","1007411","5","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","117531","1007411119","0"
"","","91","","","1007411","","","0","1007411120",""
"","","22","","","1007411","","0.5","0","1007411121",""
"","","93","","","1007411","","","0.5","1007411122",""
"","","3","0.2","","1007411","1","mhp_sit_idle","117531","1007411123",""
"","1","3","0.2","mhp_idle_sad","1007411","0","mhp_sit_out_sad","104431","1007411124","0.2"
"","","93","","","1007411","","","0.5","1007411125",""
"","","12","0","","1007411","2","1","104431","1007411126","0"
"","","93","","","1007411","","","0.5","1007411127",""
"","","3","0.2","","1007411","1","mhp_walk_sad","104431","1007411128",""
"","","4","","","1007411","","1","104431","1007411129",""
"","0","2","","5","1007411","-220","-1000","104431","1007411130",""
"","","93","","","1007411","","0","4.1","1007411131",""
"","","91","","","1007411","","0","0","1007411132",""
"mhp_idle_normal","-240","1","1.7","-1000","1007412","100","104431","1","1007412001","0"
"mhp_sit_idle","-220","1","1.7","185","1007412","104","117631","1","1007412002","1"
"mhp_sit_idle","-200","1","1.7","365","1007412","100","117531","1","1007412003","1"
"","0.85","31","1","-154","1007412","-240","1","1","1007412004",""
"","1","31","0","-237","1007412","173","120","24","1007412005",""
"","1","31","0","160","1007412","0","130","30","1007412006",""
"","1","31","0","0","1007412","0","111","11","1007412007",""
"NoItem","-220","5","1.7","-200","1007412","110","11","1","1007412008","0"
"NoItem","-220","5","1.7","-200","1007412","105","12","1","1007412009","0"
"NoItem","-220","5","1.7","185","1007412","110","21","1","1007412010","1"
"NoItem","-220","5","1.7","185","1007412","105","22","1","1007412011","1"
"","1","6","0","1","1007412","1","1","11","1007412012","0"
"","0","6","0","1","1007412","1","1","12","1007412013","0"
"","0","6","0","1","1007412","1","1","21","1007412014","0"
"","0","6","0","1","1007412","1","1","22","1007412015","0"
"","","91","","","1007412","","0","0","1007412016",""
"","","3","0.2","","1007412","1","mhp_sit_talk_normal","117531","1007412017",""
"","","21","","0","1007412","0","vo_mhp_5201","vo_mhp_1007412","1007412018",""
"0.5","0","11","0","0","1007412","6","伊莉亞，請進～","117531","1007412019","0"
"","","91","","","1007412","","","0","1007412020",""
"","","3","0.2","","1007412","1","mhp_sit_idle","117531","1007412021",""
"","","3","0.2","","1007412","1","mhp_walk","104431","1007412022",""
"","0","2","","4","1007412","-220","-200","104431","1007412023",""
"","","91","","","1007412","","","0","1007412024",""
"","","3","0.2","","1007412","0","mhp_sit_in","104431","1007412025",""
"","","91","","","1007412","","","0","1007412026",""
"","","3","0.2","","1007412","1","mhp_sit_idle","104431","1007412027",""
"","","93","","","1007412","","0","1","1007412028",""
"","","3","0.2","","1007412","1","mhp_sit_talk_wish2","104431","1007412029",""
"","","21","","0","1007412","0","vo_mhp_5202","vo_mhp_1007412","1007412030",""
"0.5","0","11","0","1","1007412","5","唔，唔嗯。今天也要拜託妳了。","104431","1007412031","0"
"","","91","","","1007412","","","0","1007412032",""
"","","3","0.2","","1007412","1","mhp_sit_idle","104431","1007412033",""
"","","3","0.2","","1007412","1","mhp_sit_talk_normal","117631","1007412034",""
"","","21","","0","1007412","0","vo_mhp_5203","vo_mhp_1007412","1007412035",""
"0.5","0","11","0","1","1007412","3","那我們馬上開始吧。\n先試著挑逗地靠近！","117631","1007412036","0"
"","","91","","","1007412","","","0","1007412037",""
"","","3","0.2","","1007412","1","mhp_sit_idle","117631","1007412038",""
"","1","3","0.2","mhp_ilya_approach_loop","1007412","0","mhp_ilya_approach_in","104431","1007412039","0"
"","1","3","0.2","mhp_ilya_approach_loop","1007412","0","NoItem","11","1007412040","0"
"","","21","","0","1007412","0","vo_mhp_5204","vo_mhp_1007412","1007412041",""
"1","0","11","0","1","1007412","5","呵呵，妳在緊張嗎？\n真是個可愛的傢伙啊……","104431","1007412042","0"
"","","91","","","1007412","","","0","1007412043",""
"","","3","0.2","","1007412","1","mhp_sit_talk_joy1","117631","1007412044",""
"","","21","","0","1007412","0","vo_mhp_5205","vo_mhp_1007412","1007412045",""
"0.5","0","11","0","1","1007412","6","不錯喔不錯喔，伊莉亞小姐♪\n這次換成抬眼望著對方！","117631","1007412046","0"
"","","91","","","1007412","","","0","1007412047",""
"","","3","0.2","","1007412","1","mhp_sit_idle_joy1","117631","1007412048",""
"","1","3","0.2","mhp_ilya_uwame_loop","1007412","0","mhp_ilya_uwame_in","104431","1007412049","0"
"","1","3","0.2","mhp_ilya_uwame_loop","1007412","0","mhp_ilya_uwame_in","11","1007412050","0"
"","","21","","0","1007412","0","vo_mhp_5206","vo_mhp_1007412","1007412051",""
"1","0","11","0","1","1007412","3","妳啊……\n可別移開視線喔？","104431","1007412052","0"
"","","91","","","1007412","","","0","1007412053",""
"","","3","0.2","","1007412","1","mhp_sit_talk_joy1","117631","1007412054",""
"","","21","","0","1007412","0","vo_mhp_5207","vo_mhp_1007412","1007412055",""
"0.5","0","11","0","1","1007412","6","嗯～好故意！但就是這樣才好♪\n接下來就用小惡魔般的舉止逼近看看！","117631","1007412056","0"
"","","91","","","1007412","","","0","1007412057",""
"","","3","0.2","","1007412","1","mhp_sit_idle_joy1","117631","1007412058",""
"","1","3","0.2","mhp_ilya_koakuma_loop","1007412","0","mhp_ilya_koakuma_in","104431","1007412059","0"
"","1","3","0.2","NoItem","1007412","0","mhp_ilya_koakuma_in","11","1007412060","0"
"","","21","","0","1007412","0","vo_mhp_5208","vo_mhp_1007412","1007412061",""
"1","0","11","0","1","1007412","4","希望妳能只看著妾身……","104431","1007412062","0"
"","","91","","","1007412","","","0","1007412063",""
"","","3","0.2","","1007412","1","mhp_sit_talk_joy2","117631","1007412064",""
"","","21","","0","1007412","0","vo_mhp_5209","vo_mhp_1007412","1007412065",""
"0.5","0","11","0","1","1007412","7","Excellent！\n最後就用壁咚一舉拿下吧！","117631","1007412066","0"
"","","91","","","1007412","","0","0","1007412067",""
"","","3","0.2","","1007412","1","mhp_sit_idle_joy2","117631","1007412068",""
"","1","3","0.2","mhp_ilya_kabedon_loop","1007412","0","mhp_ilya_kabedon_in","104431","1007412069","0"
"","","21","","0","1007412","0","vo_mhp_5210","vo_mhp_1007412","1007412070",""
"1","0","11","0","1","1007412","4","成為妾身的人吧……","104431","1007412071","0"
"","","91","","","1007412","","","0","1007412072",""
"","","93","","","1007412","","","1","1007412073",""
"","","3","0.2","","1007412","1","mhp_sit_talk_memory","117631","1007412074",""
"","","21","","0","1007412","0","vo_mhp_5211","vo_mhp_1007412","1007412075",""
"0.5","0","11","0","1","1007412","5","很完美喔，伊莉亞小姐♪\n現在的伊莉亞小姐是可愛的墮天使！\n所有人都會被妳攻陷的，\n馬上去對那個人表現一下吧！","117631","1007412076","0"
"","","91","","","1007412","","","0","1007412077",""
"","","3","0.2","","1007412","1","mhp_sit_idle","117631","1007412078",""
"","","3","0.2","","1007412","1","mhp_talk_memory","104431","1007412079",""
"","","21","","0","1007412","0","vo_mhp_5212","vo_mhp_1007412","1007412080",""
"0.5","0","11","0","1","1007412","5","呵，呵呵，就對這傢伙這麼做……\n對那傢伙……\n呃，怎麼可能辦得到啊──！！","104431","1007412081","0"
"","","93","","","1007412","","1","8","1007412082",""
"","1","3","0.2","mhp_ilya_panic_loop","1007412","0","mhp_ilya_panic_in","104431","1007412083","0"
"","1","3","0.2","mhp_ilya_panic_loop","1007412","0","mhp_ilya_panic_in","11","1007412084","0"
"","","91","","","1007412","","","1007412081","1007412085",""
"","","21","","0","1007412","0","vo_mhp_5213","vo_mhp_1007412","1007412086",""
"0.5","0","11","0","1","1007412","5","這種傷風敗俗的動作是什麼啊！\n妾身怎麼能讓那傢伙看到這副模樣！\n妾身真的是不太對勁，\n實在是千鈞一髮。","104431","1007412087","0"
"","","93","","","1007412","","1","8","1007412088",""
"","","3","0.2","","1007412","1","mhp_talk_sad2","104431","1007412089",""
"","","3","0.2","","1007412","1","NoItem_idle","11","1007412090",""
"","","91","","","1007412","","","1007412087","1007412091",""
"","","93","","","1007412","","","0.5","1007412092",""
"","","3","0.2","","1007412","1","mhp_talk_anger","104431","1007412093",""
"","","21","","0","1007412","0","vo_mhp_5214","vo_mhp_1007412","1007412094",""
"0.5","0","11","0","1","1007412","4","說到底，怎麼可能用這種方法\n讓那傢伙順從妾身啊！失陪了！","104431","1007412095","0"
"","","91","","","1007412","","","0","1007412096",""
"","","22","","","1007412","","0","0","1007412097",""
"","","3","0.2","","1007412","1","mhp_idle_sad","104431","1007412098",""
"","","3","0.2","","1007412","1","NoItem_idle","11","1007412099",""
"","","93","","","1007412","","","0.2","1007412100",""
"","","3","0.2","","1007412","1","mhp_walk_sad","104431","1007412101",""
"","","4","","","1007412","","1","104431","1007412102",""
"","0","2","","1","1007412","-220","-350","104431","1007412103",""
"","","93","","","1007412","","0","1","1007412104",""
"","","12","0","","1007412","2","9","104431","1007412105","0"
"","","3","0.2","","1007412","1","mhp_ilya_idle_sad","104431","1007412106",""
"","","93","","","1007412","","0","1","1007412107",""
"","","3","0.2","","1007412","1","mhp_run_shy","104431","1007412108",""
"","0","2","","1.5","1007412","-220","-1000","104431","1007412109",""
"","","93","","","1007412","","0","2","1007412110",""
"","","91","","","1007412","","","0","1007412111",""
"","0","3","0.2","","1007412","1","mhp_sit_talk_thinking","117531","1007412112",""
"","","21","","0","1007412","0","vo_mhp_5215","vo_mhp_1007412","1007412113",""
"0.5","0","11","0","1","1007412","4","真可惜呢。\n不過以客觀角度來說，\n她非常有魅力喔。","117531","1007412114","0"
"","","91","","","1007412","","","0","1007412115",""
"","","3","0.2","","1007412","1","mhp_sit_idle_thinking","117531","1007412116",""
"","","3","0.2","","1007412","1","mhp_sit_talk_thinking","117631","1007412117",""
"","","21","","0","1007412","0","vo_mhp_5216","vo_mhp_1007412","1007412118",""
"0.5","0","11","0","1","1007412","7","就是說啊，我覺得她已經挺出色的了，\n但這樣還對她一點感覺都沒有，\n對方一定是個非常遲鈍的人吧！","117631","1007412119","0"
"","","91","","","1007412","","","0","1007412120",""
"","","22","","","1007412","","0","0","1007412121",""
"","","93","","","1007412","","","1","1007412122",""
"","","3","0.2","","1007412","1","mhp_sit_idle","117631","1007412123",""
"","","3","0.2","","1007412","0","mhp_sit_out","117631","1007412124",""
"","1","32","1","","1007412","","1","111","1007412125",""
"","","3","0.2","","1007412","0","mhp_mitsuki_kime","117631","1007412126",""
"","","32","","","1007412","","1","120","1007412127",""
"","","23","","","1007412","","se_10031400_glitter","se_10031400","1007412128",""
"","","93","","","1007412","","","1.2","1007412129",""
"","","32","","","1007412","","1","130","1007412130",""
"","","93","","","1007412","","","4","1007412131",""
"","","32","","","1007412","","0","130","1007412132",""
"mhp_idle_normal","-220","1","1.7","-1000","1007413","100","100931","1","1007413001","0"
"mhp_sit_idle","-200","1","1.7","365","1007413","100","117631","1","1007413002","1"
"mhp_sit_idle","-220","1","1.7","185","1007413","100","117531","1","1007413003","1"
"","0.85","31","1","-154","1007413","-240","1","1","1007413004",""
"NoItem","-220","5","1.7","-200","1007413","110","11","1","1007413005","0"
"NoItem","-220","5","1.7","-200","1007413","105","12","1","1007413006","0"
"NoItem","-220","5","1.7","185","1007413","110","21","1","1007413007","1"
"NoItem","-220","5","1.7","185","1007413","105","22","1","1007413008","1"
"","0","6","0","1","1007413","1","1","11","1007413009","0"
"","0","6","0","1","1007413","1","1","12","1007413010","0"
"","0","6","0","1","1007413","1","1","21","1007413011","0"
"","0","6","0","1","1007413","1","1","22","1007413012","0"
"NoItem","-220","5","1.7","-1000","1007413","110","31","1","1007413013","0"
"","","91","","","1007413","","","0","1007413014",""
"","","3","0.2","","1007413","1","mhp_sit_talk_normal","117531","1007413015",""
"","","21","","0","1007413","0","vo_mhp_3001","vo_mhp_1007413","1007413016",""
"0","0","11","0","0","1007413","7","下一位請進～","117531","1007413017","0"
"","","91","","","1007413","","","0","1007413018",""
"","","3","0.2","","1007413","1","mhp_sit_idle","117531","1007413019",""
"","","3","0.2","","1007413","1","mhp_anna_walk_sad","100931","1007413020",""
"","0","2","","4","1007413","-220","-200","100931","1007413021",""
"","","3","0.2","","1007413","1","NoItem","31","1007413022",""
"","0","2","","4","1007413","-220","-200","31","1007413023",""
"","","91","","","1007413","","","0","1007413024",""
"","","3","0.2","","1007413","0","mhp_sit_in_sad","100931","1007413025",""
"","","91","","","1007413","","","0","1007413026",""
"","1","3","0.2","mhp_anna_dark_loop","1007413","0","mhp_anna_dark_in","100931","1007413027","0.2"
"","1","3","0.2","mhp_anna_dark_loop","1007413","0","mhp_anna_dark_in","31","1007413028","0.2"
"","","93","","","1007413","","0","0","1007413029",""
"","","21","","0","1007413","0","vo_mhp_3002","vo_mhp_1007413","1007413030",""
"0.5","0","11","0","1","1007413","4","……唔，撐住啊，我的肉體！\n我並沒有軟弱到會屈服於\n這點程度的痛、好痛！痛痛痛……　","100931","1007413031","0"
"","","93","","","1007413","","0","1","1007413032",""
"","","3","0.2","","1007413","1","mhp_sit_idle_surprise1","117631","1007413033",""
"","","91","","","1007413","","","1007413031","1007413034",""
"","","3","0.2","","1007413","1","mhp_sit_idle","117631","1007413035",""
"","","3","0.2","","1007413","1","mhp_sit_talk_normal","117531","1007413036",""
"","","21","","0","1007413","0","vo_mhp_3003","vo_mhp_1007413","1007413037",""
"0.5","0","11","0","1","1007413","5","哎呀，這不是杏奈嗎？\n妳好像很不舒服，\n難道是與魔龍戰鬥時\n所受的傷在發疼嗎？","117531","1007413038","0"
