28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"57","1","57","0","0","57","0","10","57","79","57","0","57","25509","620240057","0","10","57","57","57","57","45","57","57","200000001","57","0","57","0","30","1904","202400","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","96","58","0","58","27072","620240058","0","10","58","58","58","58","57","58","58","200000001","58","0","58","0","30","2139","202400","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","114","59","0","59","28636","620240059","0","10","59","59","59","59","69","59","59","200000001","59","0","59","0","30","2373","202400","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","131","60","0","60","30199","620240060","0","10","60","60","60","60","81","60","60","200000001","60","0","60","0","30","2608","202400","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","148","61","0","61","31762","620240061","0","10","61","61","61","61","93","61","61","200000001","61","0","61","0","30","2843","202400","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","149","62","0","62","32465","620240062","0","10","62","62","62","62","94","62","62","200000001","62","0","62","0","30","2948","202400","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","150","63","0","63","33168","620240063","0","10","63","63","63","63","96","63","63","200000001","63","0","63","0","30","3054","202400","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","152","64","0","64","33871","620240064","0","10","64","64","64","64","97","64","64","200000001","64","0","64","0","30","3159","202400","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","153","65","0","65","34574","620240065","0","10","65","65","65","65","98","65","65","200000001","65","0","65","0","30","3265","202400","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","154","66","0","66","35277","620240066","0","10","66","66","66","66","99","66","66","200000001","66","0","66","0","30","3370","202400","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","155","67","0","67","35981","620240067","0","10","67","67","67","67","101","67","67","200000001","67","0","67","0","30","3476","202400","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","156","68","0","68","36684","620240068","0","10","68","68","68","68","102","68","68","200000001","68","0","68","0","30","3581","202400","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","158","69","0","69","37387","620240069","0","10","69","69","69","69","103","69","69","200000001","69","0","69","0","30","3686","202400","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","159","70","0","70","38090","620240070","0","10","70","70","70","70","105","70","70","200000001","70","0","70","0","30","3792","202400","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","160","71","0","71","38793","620240071","0","10","71","71","71","71","106","71","71","200000001","71","0","71","0","30","3897","202400","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","6","1","0","1","119","620250001","0","10","1","1","1","1","6","1","1","200000001","1","0","1","83","30","0","202500","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","7","2","0","2","144","620250002","0","10","2","2","2","2","6","2","2","200000001","2","0","2","86","30","0","202500","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","7","3","0","3","220","620250003","0","10","3","3","3","3","7","3","3","200000001","3","0","3","90","30","0","202500","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","8","4","0","4","266","620250004","0","10","4","4","4","4","8","4","4","200000001","4","0","4","94","30","0","202500","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","8","5","0","5","406","620250005","0","10","5","5","5","5","9","5","5","200000001","5","0","5","98","30","0","202500","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","9","6","0","6","490","620250006","0","10","6","6","6","6","10","6","6","200000001","6","0","6","102","30","0","202500","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","9","7","0","7","749","620250007","0","10","7","7","7","7","11","7","7","200000001","7","0","7","106","30","0","202500","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","11","8","0","8","904","620250008","0","10","8","8","8","8","13","8","8","200000001","8","0","8","111","30","0","202500","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","11","9","0","9","935","620250009","0","10","9","9","9","9","14","9","9","200000001","9","0","9","120","30","0","202500","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","11","10","0","10","965","620250010","0","10","10","10","10","10","14","10","10","200000001","10","0","10","129","30","0","202500","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","11","11","0","11","965","620250011","0","10","11","11","11","11","14","11","11","200000001","11","0","11","129","30","0","202500","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","12","12","0","12","983","620250012","0","10","12","12","12","12","15","12","12","200000001","12","0","12","139","30","0","202500","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","16","13","0","13","1001","620250013","0","10","13","13","13","13","21","13","13","200000001","13","0","13","153","30","0","202500","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","16","14","0","14","1001","620250014","0","10","14","14","14","14","21","14","14","200000001","14","0","14","153","30","0","202500","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","17","15","0","15","1105","620250015","0","10","15","15","15","15","23","15","15","200000001","15","0","15","166","30","0","202500","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","17","16","0","16","1329","620250016","0","10","16","16","16","16","23","16","16","200000001","16","0","16","193","30","0","202500","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","17","17","0","17","1658","620250017","0","10","17","17","17","17","23","17","17","200000001","17","0","17","233","30","0","202500","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","18","18","0","18","1727","620250018","0","10","18","18","18","18","24","18","18","200000001","18","0","18","266","30","0","202500","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","18","19","0","19","2124","620250019","0","10","19","19","19","19","24","19","19","200000001","19","0","19","339","30","0","202500","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","18","20","0","20","2250","620250020","0","10","20","20","20","20","25","20","20","200000001","20","0","20","344","30","0","202500","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","18","21","0","21","2358","620250021","0","10","21","21","21","21","25","21","21","200000001","21","0","21","346","30","0","202500","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","18","22","0","22","2466","620250022","0","10","22","22","22","22","25","22","22","200000001","22","0","22","350","30","0","202500","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","18","23","0","23","2574","620250023","0","10","23","23","23","23","25","23","23","200000001","23","0","23","353","30","0","202500","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","21","24","0","24","2700","620250024","0","10","24","24","24","24","29","24","24","200000001","24","0","24","363","30","0","202500","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","21","25","0","25","3141","620250025","0","10","25","25","25","25","29","25","25","200000001","25","0","25","433","30","0","202500","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","21","26","0","26","3147","620250026","0","10","26","26","26","26","29","26","26","200000001","26","0","26","435","30","0","202500","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","21","27","0","27","3152","620250027","0","10","27","27","27","27","29","27","27","200000001","27","0","27","436","30","0","202500","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","22","28","0","28","3646","620250028","0","10","28","28","28","28","30","28","28","200000001","28","0","28","440","30","0","202500","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","22","29","0","29","4141","620250029","0","10","29","29","29","29","31","29","29","200000001","29","0","29","444","30","0","202500","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","23","30","0","30","4635","620250030","0","10","30","30","30","30","32","30","30","200000001","30","0","30","449","30","0","202500","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","23","31","0","31","4800","620250031","0","10","31","31","31","31","32","31","31","200000001","31","0","31","453","30","0","202500","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","24","32","0","32","4966","620250032","0","10","32","32","32","32","33","32","32","200000001","32","0","32","457","30","0","202500","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","24","33","0","33","5131","620250033","0","10","33","33","33","33","33","33","33","200000001","33","0","33","461","30","0","202500","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","25","34","0","34","5296","620250034","0","10","34","34","34","34","33","34","34","200000001","34","0","34","465","30","0","202500","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","25","35","0","35","5461","620250035","0","10","35","35","35","35","33","35","35","200000001","35","0","35","469","30","0","202500","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","26","36","0","36","5627","620250036","0","10","36","36","36","36","34","36","36","200000001","36","0","36","474","30","0","202500","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","26","37","0","37","5792","620250037","0","10","37","37","37","37","34","37","37","200000001","37","0","37","478","30","0","202500","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","35","38","0","38","6945","620250038","0","10","38","38","38","38","47","38","38","200000001","38","0","38","482","30","0","202500","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","35","39","0","39","8267","620250039","0","10","39","39","39","39","47","39","39","200000001","39","0","39","569","30","0","202500","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","35","40","0","40","10028","620250040","0","10","40","40","40","40","48","40","40","200000001","40","0","40","660","30","0","202500","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","36","41","0","41","11496","620250041","0","10","41","41","41","41","49","41","41","200000001","41","0","41","865","30","0","202500","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","36","42","0","42","12764","620250042","0","10","42","42","42","42","49","42","42","200000001","42","0","42","1016","30","0","202500","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","36","43","0","43","13039","620250043","0","10","43","43","43","43","49","43","43","200000001","43","0","43","931","30","0","202500","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","38","44","0","44","13343","620250044","0","10","44","44","44","44","51","44","44","200000001","44","0","44","996","30","0","202500","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","41","45","0","45","13646","620250045","0","10","45","45","45","45","58","45","45","200000001","45","0","45","1060","30","0","202500","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","42","46","0","46","14395","620250046","0","10","46","46","46","46","58","46","46","200000001","46","0","46","1096","30","0","202500","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","42","47","0","47","15144","620250047","0","10","47","47","47","47","58","47","47","200000001","47","0","47","1132","30","0","202500","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","43","48","0","48","15894","620250048","0","10","48","48","48","48","58","48","48","200000001","48","0","48","1167","30","0","202500","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","43","49","0","49","16643","620250049","0","10","49","49","49","49","58","49","49","200000001","49","0","49","1203","30","0","202500","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","44","50","0","50","16902","620250050","0","10","50","50","50","50","60","50","50","200000001","50","0","50","1263","30","0","202500","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","45","51","0","51","17161","620250051","0","10","51","51","51","51","62","51","51","200000001","51","0","51","1322","30","0","202500","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","46","52","0","52","17420","620250052","0","10","52","52","52","52","64","52","52","200000001","52","0","52","1382","30","0","202500","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","47","53","0","53","17679","620250053","0","10","53","53","53","53","66","53","53","200000001","53","0","53","1442","30","0","202500","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","48","54","0","54","17938","620250054","0","10","54","54","54","54","68","54","54","200000001","54","0","54","1501","30","0","202500","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","49","55","0","55","18197","620250055","0","10","55","55","55","55","70","55","55","200000001","55","0","55","1561","30","0","202500","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","50","56","0","56","18456","620250056","0","10","56","56","56","56","72","56","56","200000001","56","0","56","1621","30","0","202500","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","51","57","0","57","18715","620250057","0","10","57","57","57","57","74","57","57","200000001","57","0","57","1680","30","0","202500","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","52","58","0","58","18974","620250058","0","10","58","58","58","58","76","58","58","200000001","58","0","58","1740","30","0","202500","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","53","59","0","59","19233","620250059","0","10","59","59","59","59","78","59","59","200000001","59","0","59","1800","30","0","202500","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","54","60","0","60","19492","620250060","0","10","60","60","60","60","80","60","60","200000001","60","0","60","1859","30","0","202500","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","55","61","0","61","19751","620250061","0","10","61","61","61","61","82","61","61","200000001","61","0","61","1919","30","0","202500","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","57","62","0","62","20794","620250062","0","10","62","62","62","62","85","62","62","200000001","62","0","62","2037","30","0","202500","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","59","63","0","63","21837","620250063","0","10","63","63","63","63","87","63","63","200000001","63","0","63","2155","30","0","202500","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","61","64","0","64","22879","620250064","0","10","64","64","64","64","90","64","64","200000001","64","0","64","2273","30","0","202500","0","1","64","0","0","64","1","64"
