06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"463","116041","2","1","0","2","-100","0","91002","0","0.7","71260463","2","0","26","0","712604631","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116551","94002","60","0","0","2100563"
"464","116581","1","1","0","2","-100","0","91002","0","0.7","71260464","2","0","26","0","712604641","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116611","94002","60","0","0","2100564"
"465","116191","3","1","0","2","-100","0","91002","0","0.7","71260465","2","0","26","0","712604651","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116041","94002","60","0","0","2100565"
"466","116071","4","1","0","2","-100","0","91002","0","0.7","71260466","2","0","26","0","712604661","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116581","94002","60","0","0","2100566"
"467","126161","2","1","0","2","-100","0","91002","0","0.7","71260467","2","0","26","0","712604671","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116191","94002","60","0","0","2100567"
"468","126011","1","1","0","2","-100","0","91002","0","0.7","71260468","2","0","26","0","712604681","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116071","94002","60","0","0","2100568"
"469","116131","3","1","0","2","-100","0","91002","0","0.7","71260469","2","0","26","0","712604691","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126161","94002","60","0","0","2100569"
"470","140001","4","1","0","2","-100","72260470","140000","0","0.7","71260470","6","0","26","1","712604701","200","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102633","0.9","0","333","31057","94002","2","0","0","2100570"
"471","126371","3","1","0","2","-100","0","91002","0","0.7","71270471","2","0","27","0","712704711","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116071","94002","60","0","0","2100571"
"472","116311","4","1","0","2","-100","0","91002","0","0.7","71270472","2","0","27","0","712704721","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116041","94002","60","0","0","2100572"
"473","126281","2","1","0","2","-100","0","91002","0","0.7","71270473","2","0","27","0","712704731","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126371","94002","60","0","0","2100573"
"474","116401","1","1","0","2","-100","0","91002","0","0.7","71270474","2","0","27","0","712704741","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116311","94002","60","0","0","2100574"
"475","126341","3","1","0","2","-100","0","91002","0","0.7","71270475","2","0","27","0","712704751","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126281","94002","60","0","0","2100575"
"476","116461","4","1","0","2","-100","0","91002","0","0.7","71270476","2","0","27","0","712704761","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116401","94002","60","0","0","2100576"
"477","116191","2","1","0","2","-100","0","91002","0","0.7","71270477","2","0","27","0","712704771","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126341","94002","60","0","0","2100577"
"478","116071","1","1","0","2","-100","0","91002","0","0.7","71270478","2","0","27","0","712704781","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116461","94002","60","0","0","2100578"
"479","116041","3","1","0","2","-100","0","91002","0","0.7","71270479","2","0","27","0","712704791","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116191","94002","60","0","0","2100579"
"480","140001","4","1","0","2","-100","72270480","140000","0","0.7","71270480","6","0","27","1","712704801","200","-1","40004","50","-168","0","1","0","-1","880000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102643","0.8","0","333","31045","94002","2","0","0","2100580"
"481","126162","3","1","0","2","-100","0","91002","0","0.7","71280481","2","0","28","0","712804811","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116072","94002","60","0","0","2100581"
"482","126102","4","1","0","2","-100","0","91002","0","0.7","71280482","2","0","28","0","712804821","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126252","94002","60","0","0","2100582"
"483","116132","2","1","0","2","-100","0","91002","0","0.7","71280483","2","0","28","0","712804831","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126162","94002","60","0","0","2100583"
"484","126222","1","1","0","2","-100","0","91002","0","0.7","71280484","2","0","28","0","712804841","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126102","94002","60","0","0","2100584"
"485","116042","3","1","0","2","-100","0","91002","0","0.7","71280485","2","0","28","0","712804851","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116132","94002","60","0","0","2100585"
"486","126012","4","1","0","2","-100","0","91002","0","0.7","71280486","2","0","28","0","712804861","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126222","94002","60","0","0","2100586"
"487","116192","2","1","0","2","-100","0","91002","0","0.7","71280487","2","0","28","0","712804871","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116042","94002","60","0","0","2100587"
"488","116072","1","1","0","2","-100","0","91002","0","0.7","71280488","2","0","28","0","712804881","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","126012","94002","60","0","0","2100588"
"489","126252","3","1","0","2","-100","0","91002","0","0.7","71280489","2","0","28","0","712804891","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102641","0.7","0","333","116192","94002","60","0","0","2100589"
"490","140001","4","1","0","2","-100","72280490","140000","0","0.7","71280490","6","0","28","1","712804901","200","-1","40004","50","-168","0","1","0","-1","960000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102643","0.8","0","333","31029","94002","2","0","0","2100590"
"491","126102","3","1","0","2","-100","0","91002","0","0.7","71290491","2","0","29","0","712904911","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116552","94002","60","0","0","2100591"
"492","126162","4","1","0","2","-100","0","91002","0","0.7","71290492","2","0","29","0","712904921","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126252","94002","60","0","0","2100592"
"493","126012","2","1","0","2","-100","0","91002","0","0.7","71290493","2","0","29","0","712904931","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126102","94002","60","0","0","2100593"
"494","116132","1","1","0","2","-100","0","91002","0","0.7","71290494","2","0","29","0","712904941","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126162","94002","60","0","0","2100594"
"495","126222","3","1","0","2","-100","0","91002","0","0.7","71290495","2","0","29","0","712904951","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126012","94002","60","0","0","2100595"
"496","116612","4","1","0","2","-100","0","91002","0","0.7","71290496","2","0","29","0","712904961","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116132","94002","60","0","0","2100596"
"497","116582","2","1","0","2","-100","0","91002","0","0.7","71290497","2","0","29","0","712904971","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126222","94002","60","0","0","2100597"
"498","116552","1","1","0","2","-100","0","91002","0","0.7","71290498","2","0","29","0","712904981","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116612","94002","60","0","0","2100598"
"499","126252","3","1","0","2","-100","0","91002","0","0.7","71290499","2","0","29","0","712904991","2","1","40004","50","-168","0","1","0","-1","480000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116582","94002","60","0","0","2100599"
"500","140001","4","1","0","2","-100","72290500","140000","0","0.7","71290500","6","0","29","1","712905001","200","-1","40004","50","-168","0","1","0","-1","960000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102703","0.8","0","333","31056","94002","2","0","0","2100600"
"501","116372","3","1","0","2","-100","0","91002","0","0.7","71300501","2","0","30","0","713005011","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126162","94002","60","0","0","2100601"
"502","126282","4","1","0","2","-100","0","91002","0","0.7","71300502","2","0","30","0","713005021","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126102","94002","60","0","0","2100602"
"503","116312","2","1","0","2","-100","0","91002","0","0.7","71300503","2","0","30","0","713005031","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116372","94002","60","0","0","2100603"
"504","116431","1","1","0","2","-100","0","91002","0","0.7","71300504","2","0","30","0","713005041","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126282","94002","60","0","0","2100604"
"505","126342","3","1","0","2","-100","0","91002","0","0.7","71300505","2","0","30","0","713005051","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116312","94002","60","0","0","2100605"
"506","126012","4","1","0","2","-100","0","91002","0","0.7","71300506","2","0","30","0","713005061","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","116431","94002","60","0","0","2100606"
"507","126521","2","1","0","2","-100","0","91002","0","0.7","71300507","2","0","30","0","713005071","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126342","94002","60","0","0","2100607"
"508","126162","1","1","0","2","-100","0","91002","0","0.7","71300508","2","0","30","0","713005081","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126012","94002","60","0","0","2100608"
"509","126102","3","1","0","2","-100","0","91002","0","0.7","71300509","2","0","30","0","713005091","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102701","0.7","0","333","126521","94002","60","0","0","2100609"
"510","140001","4","1","0","2","-100","72300510","140000","0","0.7","71300510","6","0","30","1","713005101","200","-1","40004","50","-168","0","1","0","-1","1040000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102703","0.8","0","333","31037","94002","2","0","0","2100610"
"511","126103","3","1","0","2","-100","0","91002","0","0.7","71310511","2","0","31","0","713105111","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126253","94002","60","0","0","2100611"
"512","126223","4","1","0","2","-100","0","91002","0","0.7","71310512","2","0","31","0","713105121","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116073","94002","60","0","0","2100612"
"513","116133","2","1","0","2","-100","0","91002","0","0.7","71310513","2","0","31","0","713105131","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126103","94002","60","0","0","2100613"
"514","126013","1","1","0","2","-100","0","91002","0","0.7","71310514","2","0","31","0","713105141","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126223","94002","60","0","0","2100614"
"515","116043","3","1","0","2","-100","0","91002","0","0.7","71310515","2","0","31","0","713105151","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116133","94002","60","0","0","2100615"
"516","116193","4","1","0","2","-100","0","91002","0","0.7","71310516","2","0","31","0","713105161","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126013","94002","60","0","0","2100616"
"517","126163","2","1","0","2","-100","0","91002","0","0.7","71310517","2","0","31","0","713105171","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116043","94002","60","0","0","2100617"
"518","126253","1","1","0","2","-100","0","91002","0","0.7","71310518","2","0","31","0","713105181","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116193","94002","60","0","0","2100618"
"519","116073","3","1","0","2","-100","0","91002","0","0.7","71310519","2","0","31","0","713105191","2","1","40004","50","-168","0","1","0","-1","520000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126163","94002","60","0","0","2100619"
"520","140001","4","1","0","2","-100","72310520","140000","0","0.7","71310520","6","0","31","1","713105201","200","-1","40004","50","-168","0","1","0","-1","1040000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102713","0.8","0","333","31011","94002","2","0","0","2100620"
"521","116553","3","1","0","2","-100","0","91002","0","0.7","71320521","2","0","32","0","713205211","2","1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126103","94002","60","0","0","2100621"
"522","116613","4","1","0","2","-100","0","91002","0","0.7","71320522","2","0","32","0","713205221","2","1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126253","94002","60","0","0","2100622"
"523","126163","2","1","0","2","-100","0","91002","0","0.7","71320523","2","0","32","0","713205231","2","1","40004","50","-168","0","1","0","-1","560000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116553","94002","60","0","0","2100623"
"524","116583","1","1","0","2","-100","0","91002","0","0.7","71320524","2","0","32","0","713205241","2","1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116613","94002","60","0","0","2100624"
"525","116133","3","1","0","2","-100","0","91002","0","0.7","71320525","2","0","32","0","713205251","2","1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","126163","94002","60","0","0","2100625"
"526","126013","4","1","0","2","-100","0","91002","0","0.7","71320526","2","0","32","0","713205261","2","1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102711","0.7","0","333","116583","94002","60","0","0","2100626"
