bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"主頁2","vo_cmn_103301_mypage_002","103301","vo_cmn_103301","","10330123"
"主頁3","vo_cmn_103301_mypage_003","103301","vo_cmn_103301","","10330124"
"主頁4","vo_cmn_103301_mypage_004","103301","vo_cmn_103301","","10330125"
"主頁5","vo_cmn_103301_mypage_005","103301","vo_cmn_103301","","10330126"
"轉蛋登場台詞","vo_cmn_103301_gacha_001","103301","vo_cmn_103301","","10330127"
"自我介紹","vo_cmn_103301_profile_001","103301","vo_cmn_103301","","10330128"
"公會小屋1","vo_room_103301_auto_001","103301","vo_room_103301","","10330129"
"公會小屋2","vo_room_103301_auto_002","103301","vo_room_103301","","10330130"
"公會小屋3","vo_room_103301_auto_003","103301","vo_room_103301","","10330131"
"公會小屋4","vo_room_103301_auto_004","103301","vo_room_103301","","10330132"
"公會小屋5","vo_room_103301_auto_005","103301","vo_room_103301","","10330133"
"點選公會小屋1","vo_room_103301_tap_001","103301","vo_room_103301","","10330134"
"點選公會小屋2","vo_room_103301_tap_002","103301","vo_room_103301","","10330135"
"點選公會小屋3","vo_room_103301_tap_003","103301","vo_room_103301","","10330136"
"點選公會小屋4","vo_room_103301_tap_004","103301","vo_room_103301","","10330137"
"勝利1","vo_btl_103302_win_001","103302","vo_btl_103302","","10330201"
"勝利2","vo_btl_103302_win_002","103302","vo_btl_103302","","10330202"
"勝利3","vo_btl_103302_win_003","103302","vo_btl_103302","","10330203"
"失敗1","vo_btl_103302_lose_001","103302","vo_btl_103302","","10330204"
"失敗2","vo_btl_103302_lose_002","103302","vo_btl_103302","","10330205"
"失敗3","vo_btl_103302_lose_003","103302","vo_btl_103302","","10330206"
"暈眩1","vo_btl_103302_retire_001","103302","vo_btl_103302","","10330207"
"暈眩2","vo_btl_103302_retire_002","103302","vo_btl_103302","","10330208"
"暈眩3","vo_btl_103302_retire_003","103302","vo_btl_103302","","10330209"
"技能切入1","vo_btl_103302_cutin_001","103302","vo_btl_103302","","10330210"
"技能切入2","vo_btl_103302_cutin_002","103302","vo_btl_103302","","10330211"
"技能切入3","vo_btl_103302_cutin_003","103302","vo_btl_103302","","10330212"
"必殺技1","vo_btl_103302_skill_000_001","103302","vo_btl_103302","","10330213"
"必殺技2","vo_btl_103302_skill_000_002","103302","vo_btl_103302","","10330214"
"必殺技3","vo_btl_103302_skill_000_003","103302","vo_btl_103302","","10330215"
"戰鬥開始","vo_btl_103302_wavestart","103302","vo_btl_103302","","10330216"
"到下一波","vo_btl_103302_nextwave","103302","vo_btl_103302","","10330217"
"到最後一波","vo_btl_103302_lastwave","103302","vo_btl_103302","","10330218"
"讀取戰鬥前","vo_cmn_103302_battlestart_001","103302","vo_cmn_103302","","10330219"
"戰鬥結果1","vo_cmn_103302_battleresult_001","103302","vo_cmn_103302","","10330220"
"戰鬥結果2","vo_cmn_103302_battleresult_002","103302","vo_cmn_103302","","10330221"
"主頁1","vo_cmn_103302_mypage_001","103302","vo_cmn_103302","","10330222"
"主頁2","vo_cmn_103302_mypage_002","103302","vo_cmn_103302","","10330223"
"主頁3","vo_cmn_103302_mypage_003","103302","vo_cmn_103302","","10330224"
"主頁4","vo_cmn_103302_mypage_004","103302","vo_cmn_103302","","10330225"
"主頁5","vo_cmn_103302_mypage_005","103302","vo_cmn_103302","","10330226"
"轉蛋登場台詞","vo_cmn_103302_gacha_001","103302","vo_cmn_103302","","10330227"
"自我介紹","vo_cmn_103302_profile_001","103302","vo_cmn_103302","","10330228"
"公會小屋1","vo_room_103302_auto_001","103302","vo_room_103302","","10330229"
"公會小屋2","vo_room_103302_auto_002","103302","vo_room_103302","","10330230"
"公會小屋3","vo_room_103302_auto_003","103302","vo_room_103302","","10330231"
"公會小屋4","vo_room_103302_auto_004","103302","vo_room_103302","","10330232"
"公會小屋5","vo_room_103302_auto_005","103302","vo_room_103302","","10330233"
"點選公會小屋1","vo_room_103302_tap_001","103302","vo_room_103302","","10330234"
"點選公會小屋2","vo_room_103302_tap_002","103302","vo_room_103302","","10330235"
"點選公會小屋3","vo_room_103302_tap_003","103302","vo_room_103302","","10330236"
"點選公會小屋4","vo_room_103302_tap_004","103302","vo_room_103302","","10330237"
"勝利1","vo_btl_103401_win_001","103401","vo_btl_103401","","10340101"
"勝利2","vo_btl_103401_win_002","103401","vo_btl_103401","","10340102"
"勝利3","vo_btl_103401_win_003","103401","vo_btl_103401","","10340103"
"失敗1","vo_btl_103401_lose_001","103401","vo_btl_103401","","10340104"
"失敗2","vo_btl_103401_lose_002","103401","vo_btl_103401","","10340105"
"失敗3","vo_btl_103401_lose_003","103401","vo_btl_103401","","10340106"
"暈眩1","vo_btl_103401_retire_001","103401","vo_btl_103401","","10340107"
"暈眩2","vo_btl_103401_retire_002","103401","vo_btl_103401","","10340108"
"暈眩3","vo_btl_103401_retire_003","103401","vo_btl_103401","","10340109"
"技能切入1","vo_btl_103401_cutin_001","103401","vo_btl_103401","","10340110"
"技能切入2","vo_btl_103401_cutin_002","103401","vo_btl_103401","","10340111"
"技能切入3","vo_btl_103401_cutin_003","103401","vo_btl_103401","","10340112"
"必殺技1","vo_btl_103401_skill_000_001","103401","vo_btl_103401","","10340113"
"必殺技2","vo_btl_103401_skill_000_002","103401","vo_btl_103401","","10340114"
"必殺技3","vo_btl_103401_skill_000_003","103401","vo_btl_103401","","10340115"
"戰鬥開始","vo_btl_103401_wavestart","103401","vo_btl_103401","","10340116"
"到下一波","vo_btl_103401_nextwave","103401","vo_btl_103401","","10340117"
"到最後一波","vo_btl_103401_lastwave","103401","vo_btl_103401","","10340118"
"讀取戰鬥前","vo_cmn_103401_battlestart_001","103401","vo_cmn_103401","","10340119"
"戰鬥結果1","vo_cmn_103401_battleresult_001","103401","vo_cmn_103401","","10340120"
"戰鬥結果2","vo_cmn_103401_battleresult_002","103401","vo_cmn_103401","","10340121"
"主頁1","vo_cmn_103401_mypage_001","103401","vo_cmn_103401","","10340122"
"主頁2","vo_cmn_103401_mypage_002","103401","vo_cmn_103401","","10340123"
"主頁3","vo_cmn_103401_mypage_003","103401","vo_cmn_103401","","10340124"
"主頁4","vo_cmn_103401_mypage_004","103401","vo_cmn_103401","","10340125"
"主頁5","vo_cmn_103401_mypage_005","103401","vo_cmn_103401","","10340126"
"轉蛋登場台詞","vo_cmn_103401_gacha_001","103401","vo_cmn_103401","","10340127"
"自我介紹","vo_cmn_103401_profile_001","103401","vo_cmn_103401","","10340128"
"公會小屋1","vo_room_103401_auto_001","103401","vo_room_103401","","10340129"
"公會小屋2","vo_room_103401_auto_002","103401","vo_room_103401","","10340130"
"公會小屋3","vo_room_103401_auto_003","103401","vo_room_103401","","10340131"
"公會小屋4","vo_room_103401_auto_004","103401","vo_room_103401","","10340132"
"公會小屋5","vo_room_103401_auto_005","103401","vo_room_103401","","10340133"
"點選公會小屋1","vo_room_103401_tap_001","103401","vo_room_103401","","10340134"
"點選公會小屋2","vo_room_103401_tap_002","103401","vo_room_103401","","10340135"
"點選公會小屋3","vo_room_103401_tap_003","103401","vo_room_103401","","10340136"
"點選公會小屋4","vo_room_103401_tap_004","103401","vo_room_103401","","10340137"
"勝利1","vo_btl_103402_win_001","103402","vo_btl_103402","","10340201"
"勝利2","vo_btl_103402_win_002","103402","vo_btl_103402","","10340202"
"勝利3","vo_btl_103402_win_003","103402","vo_btl_103402","","10340203"
"失敗1","vo_btl_103402_lose_001","103402","vo_btl_103402","","10340204"
"失敗2","vo_btl_103402_lose_002","103402","vo_btl_103402","","10340205"
"失敗3","vo_btl_103402_lose_003","103402","vo_btl_103402","","10340206"
"暈眩1","vo_btl_103402_retire_001","103402","vo_btl_103402","","10340207"
"暈眩2","vo_btl_103402_retire_002","103402","vo_btl_103402","","10340208"
"暈眩3","vo_btl_103402_retire_003","103402","vo_btl_103402","","10340209"
"技能切入1","vo_btl_103402_cutin_001","103402","vo_btl_103402","","10340210"
"技能切入2","vo_btl_103402_cutin_002","103402","vo_btl_103402","","10340211"
"技能切入3","vo_btl_103402_cutin_003","103402","vo_btl_103402","","10340212"
"必殺技1","vo_btl_103402_skill_000_001","103402","vo_btl_103402","","10340213"
"必殺技2","vo_btl_103402_skill_000_002","103402","vo_btl_103402","","10340214"
"必殺技3","vo_btl_103402_skill_000_003","103402","vo_btl_103402","","10340215"
"戰鬥開始","vo_btl_103402_wavestart","103402","vo_btl_103402","","10340216"
"到下一波","vo_btl_103402_nextwave","103402","vo_btl_103402","","10340217"
"到最後一波","vo_btl_103402_lastwave","103402","vo_btl_103402","","10340218"
"讀取戰鬥前","vo_cmn_103402_battlestart_001","103402","vo_cmn_103402","","10340219"
"戰鬥結果1","vo_cmn_103402_battleresult_001","103402","vo_cmn_103402","","10340220"
"戰鬥結果2","vo_cmn_103402_battleresult_002","103402","vo_cmn_103402","","10340221"
"主頁1","vo_cmn_103402_mypage_001","103402","vo_cmn_103402","","10340222"
"主頁2","vo_cmn_103402_mypage_002","103402","vo_cmn_103402","","10340223"
"主頁3","vo_cmn_103402_mypage_003","103402","vo_cmn_103402","","10340224"
"主頁4","vo_cmn_103402_mypage_004","103402","vo_cmn_103402","","10340225"
"主頁5","vo_cmn_103402_mypage_005","103402","vo_cmn_103402","","10340226"
"轉蛋登場台詞","vo_cmn_103402_gacha_001","103402","vo_cmn_103402","","10340227"
"自我介紹","vo_cmn_103402_profile_001","103402","vo_cmn_103402","","10340228"
"公會小屋1","vo_room_103402_auto_001","103402","vo_room_103402","","10340229"
"公會小屋2","vo_room_103402_auto_002","103402","vo_room_103402","","10340230"
"公會小屋3","vo_room_103402_auto_003","103402","vo_room_103402","","10340231"
"公會小屋4","vo_room_103402_auto_004","103402","vo_room_103402","","10340232"
"公會小屋5","vo_room_103402_auto_005","103402","vo_room_103402","","10340233"
"點選公會小屋1","vo_room_103402_tap_001","103402","vo_room_103402","","10340234"
"點選公會小屋2","vo_room_103402_tap_002","103402","vo_room_103402","","10340235"
"點選公會小屋3","vo_room_103402_tap_003","103402","vo_room_103402","","10340236"
"點選公會小屋4","vo_room_103402_tap_004","103402","vo_room_103402","","10340237"
"勝利1","vo_btl_103801_win_001","103801","vo_btl_103801","","10380101"
"勝利2","vo_btl_103801_win_002","103801","vo_btl_103801","","10380102"
"勝利3","vo_btl_103801_win_003","103801","vo_btl_103801","","10380103"
"失敗1","vo_btl_103801_lose_001","103801","vo_btl_103801","","10380104"
"失敗2","vo_btl_103801_lose_002","103801","vo_btl_103801","","10380105"
"失敗3","vo_btl_103801_lose_003","103801","vo_btl_103801","","10380106"
"暈眩1","vo_btl_103801_retire_001","103801","vo_btl_103801","","10380107"
"暈眩2","vo_btl_103801_retire_002","103801","vo_btl_103801","","10380108"
"暈眩3","vo_btl_103801_retire_003","103801","vo_btl_103801","","10380109"
"技能切入1","vo_btl_103801_cutin_001","103801","vo_btl_103801","","10380110"
"技能切入2","vo_btl_103801_cutin_002","103801","vo_btl_103801","","10380111"
"技能切入3","vo_btl_103801_cutin_003","103801","vo_btl_103801","","10380112"
"必殺技1","vo_btl_103801_skill_000_001","103801","vo_btl_103801","","10380113"
"必殺技2","vo_btl_103801_skill_000_002","103801","vo_btl_103801","","10380114"
"必殺技3","vo_btl_103801_skill_000_003","103801","vo_btl_103801","","10380115"
"戰鬥開始","vo_btl_103801_wavestart","103801","vo_btl_103801","","10380116"
"到下一波","vo_btl_103801_nextwave","103801","vo_btl_103801","","10380117"
"到最後一波","vo_btl_103801_lastwave","103801","vo_btl_103801","","10380118"
"讀取戰鬥前","vo_cmn_103801_battlestart_001","103801","vo_cmn_103801","","10380119"
"戰鬥結果1","vo_cmn_103801_battleresult_001","103801","vo_cmn_103801","","10380120"
"戰鬥結果2","vo_cmn_103801_battleresult_002","103801","vo_cmn_103801","","10380121"
"主頁1","vo_cmn_103801_mypage_001","103801","vo_cmn_103801","","10380122"
"主頁2","vo_cmn_103801_mypage_002","103801","vo_cmn_103801","","10380123"
"主頁3","vo_cmn_103801_mypage_003","103801","vo_cmn_103801","","10380124"
"主頁4","vo_cmn_103801_mypage_004","103801","vo_cmn_103801","","10380125"
"主頁5","vo_cmn_103801_mypage_005","103801","vo_cmn_103801","","10380126"
"轉蛋登場台詞","vo_cmn_103801_gacha_001","103801","vo_cmn_103801","","10380127"
"自我介紹","vo_cmn_103801_profile_001","103801","vo_cmn_103801","","10380128"
"公會小屋1","vo_room_103801_auto_001","103801","vo_room_103801","","10380129"
"公會小屋2","vo_room_103801_auto_002","103801","vo_room_103801","","10380130"
"公會小屋3","vo_room_103801_auto_003","103801","vo_room_103801","","10380131"
"公會小屋4","vo_room_103801_auto_004","103801","vo_room_103801","","10380132"
"公會小屋5","vo_room_103801_auto_005","103801","vo_room_103801","","10380133"
"點選公會小屋1","vo_room_103801_tap_001","103801","vo_room_103801","","10380134"
"點選公會小屋2","vo_room_103801_tap_002","103801","vo_room_103801","","10380135"
"點選公會小屋3","vo_room_103801_tap_003","103801","vo_room_103801","","10380136"
"點選公會小屋4","vo_room_103801_tap_004","103801","vo_room_103801","","10380137"
"勝利1","vo_btl_103802_win_001","103802","vo_btl_103802","","10380201"
"勝利2","vo_btl_103802_win_002","103802","vo_btl_103802","","10380202"
"勝利3","vo_btl_103802_win_003","103802","vo_btl_103802","","10380203"
"失敗1","vo_btl_103802_lose_001","103802","vo_btl_103802","","10380204"
"失敗2","vo_btl_103802_lose_002","103802","vo_btl_103802","","10380205"
"失敗3","vo_btl_103802_lose_003","103802","vo_btl_103802","","10380206"
"暈眩1","vo_btl_103802_retire_001","103802","vo_btl_103802","","10380207"
"暈眩2","vo_btl_103802_retire_002","103802","vo_btl_103802","","10380208"
"暈眩3","vo_btl_103802_retire_003","103802","vo_btl_103802","","10380209"
"技能切入1","vo_btl_103802_cutin_001","103802","vo_btl_103802","","10380210"
"技能切入2","vo_btl_103802_cutin_002","103802","vo_btl_103802","","10380211"
"技能切入3","vo_btl_103802_cutin_003","103802","vo_btl_103802","","10380212"
"必殺技1","vo_btl_103802_skill_000_001","103802","vo_btl_103802","","10380213"
"必殺技2","vo_btl_103802_skill_000_002","103802","vo_btl_103802","","10380214"
"必殺技3","vo_btl_103802_skill_000_003","103802","vo_btl_103802","","10380215"
"戰鬥開始","vo_btl_103802_wavestart","103802","vo_btl_103802","","10380216"
"到下一波","vo_btl_103802_nextwave","103802","vo_btl_103802","","10380217"
"到最後一波","vo_btl_103802_lastwave","103802","vo_btl_103802","","10380218"
"讀取戰鬥前","vo_cmn_103802_battlestart_001","103802","vo_cmn_103802","","10380219"
"戰鬥結果1","vo_cmn_103802_battleresult_001","103802","vo_cmn_103802","","10380220"
"戰鬥結果2","vo_cmn_103802_battleresult_002","103802","vo_cmn_103802","","10380221"
"主頁1","vo_cmn_103802_mypage_001","103802","vo_cmn_103802","","10380222"
"主頁2","vo_cmn_103802_mypage_002","103802","vo_cmn_103802","","10380223"
"主頁3","vo_cmn_103802_mypage_003","103802","vo_cmn_103802","","10380224"
"主頁4","vo_cmn_103802_mypage_004","103802","vo_cmn_103802","","10380225"
"主頁5","vo_cmn_103802_mypage_005","103802","vo_cmn_103802","","10380226"
"轉蛋登場台詞","vo_cmn_103802_gacha_001","103802","vo_cmn_103802","","10380227"
"自我介紹","vo_cmn_103802_profile_001","103802","vo_cmn_103802","","10380228"
"公會小屋1","vo_room_103802_auto_001","103802","vo_room_103802","","10380229"
"公會小屋2","vo_room_103802_auto_002","103802","vo_room_103802","","10380230"
"公會小屋3","vo_room_103802_auto_003","103802","vo_room_103802","","10380231"
"公會小屋4","vo_room_103802_auto_004","103802","vo_room_103802","","10380232"
"公會小屋5","vo_room_103802_auto_005","103802","vo_room_103802","","10380233"
"點選公會小屋1","vo_room_103802_tap_001","103802","vo_room_103802","","10380234"
"點選公會小屋2","vo_room_103802_tap_002","103802","vo_room_103802","","10380235"
"點選公會小屋3","vo_room_103802_tap_003","103802","vo_room_103802","","10380236"
"點選公會小屋4","vo_room_103802_tap_004","103802","vo_room_103802","","10380237"
"勝利1","vo_btl_104001_win_001","104001","vo_btl_104001","","10400101"
"勝利2","vo_btl_104001_win_002","104001","vo_btl_104001","","10400102"
"勝利3","vo_btl_104001_win_003","104001","vo_btl_104001","","10400103"
"失敗1","vo_btl_104001_lose_001","104001","vo_btl_104001","","10400104"
"失敗2","vo_btl_104001_lose_002","104001","vo_btl_104001","","10400105"
"失敗3","vo_btl_104001_lose_003","104001","vo_btl_104001","","10400106"
"暈眩1","vo_btl_104001_retire_001","104001","vo_btl_104001","","10400107"
"暈眩2","vo_btl_104001_retire_002","104001","vo_btl_104001","","10400108"
"暈眩3","vo_btl_104001_retire_003","104001","vo_btl_104001","","10400109"
"技能切入1","vo_btl_104001_cutin_001","104001","vo_btl_104001","","10400110"
"技能切入2","vo_btl_104001_cutin_002","104001","vo_btl_104001","","10400111"
"技能切入3","vo_btl_104001_cutin_003","104001","vo_btl_104001","","10400112"
"必殺技1","vo_btl_104001_skill_000_001","104001","vo_btl_104001","","10400113"
"必殺技2","vo_btl_104001_skill_000_002","104001","vo_btl_104001","","10400114"
"必殺技3","vo_btl_104001_skill_000_003","104001","vo_btl_104001","","10400115"
"戰鬥開始","vo_btl_104001_wavestart","104001","vo_btl_104001","","10400116"
"到下一波","vo_btl_104001_nextwave","104001","vo_btl_104001","","10400117"
"到最後一波","vo_btl_104001_lastwave","104001","vo_btl_104001","","10400118"
"讀取戰鬥前","vo_cmn_104001_battlestart_001","104001","vo_cmn_104001","","10400119"
