bee5355d1dc8b88af2b6ee900afc647f7f4bd58c6e5a8c2852c58c8660d4c3a1,fcf7429fbe169df2288b689369aaec40798360821dcb90e1677068eba0fed738,0da18068376a7793132b26533bea32178367a0d8f15cd2e4ee35085c305a261e,a3f1881e4ef52fc781b1bfb5ca60d346dd5a05d1436685dd2954e0080812b2f9,ffd47698d991fa1c2252c94c1c364993709b7abe242b18b28f2093774939218c
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001023","400102306"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001024","400102401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001024","400102402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001024","400102403"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001024","400102404"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001024","400102405"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001024","400102406"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001025","400102501"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001025","400102502"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001025","400102503"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001025","400102504"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001025","400102505"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001025","400102506"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001026","400102601"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001026","400102602"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001026","400102603"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001026","400102604"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001026","400102605"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001026","400102606"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001027","400102701"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001027","400102702"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001027","400102703"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001027","400102704"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001027","400102705"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001027","400102706"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001028","400102801"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001028","400102802"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001028","400102803"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001028","400102804"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001028","400102805"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001028","400102806"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001029","400102901"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001029","400102902"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001029","400102903"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001029","400102904"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001029","400102905"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001029","400102906"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001030","400103001"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001030","400103002"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001030","400103003"
"boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001030","400103004"
"boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001030","400103005"
"9","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001030","400103006"
"boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","84001030","400103007"
"boss_haste","戰鬥開始時，特大幅度提升所有怪物的行動速度。","提升行動速度","84001030","400103008"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001031","400103101"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001031","400103102"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001031","400103103"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001031","400103104"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001031","400103105"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001031","400103106"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001032","400103201"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001032","400103202"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001032","400103203"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001032","400103204"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001032","400103205"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001032","400103206"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001033","400103301"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001033","400103302"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001033","400103303"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001033","400103304"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001033","400103305"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001033","400103306"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001034","400103401"
"11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001034","400103402"
"17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001034","400103403"
"boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001034","400103404"
"boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001034","400103405"
"9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001034","400103406"
"15","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001035","400103501"
