524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"1","","","23211","","","","","131","","23211027"
"102111","1","","23212","","0","","","3","wac_idle_wish_L","23212001"
"102311","1","","23212","","0","","","3","wac_idle_doya_L","23212002"
"102811","1","","23212","","0","","","3","wac_idle_smile","23212003"
"102511","1","","23212","","0","","","3","wac_idle_wish_joy","23212004"
"111","1","","23212","","0","","","3","wac_no_items","23212005"
"113","1","","23212","","0","","","3","wac_no_items","23212006"
"114","1","","23212","","0","","","3","wac_no_items","23212007"
"115","1","","23212","","0","","","3","wac_no_items","23212008"
"102111","-360","","23212","","","","0","2","-335","23212009"
"102311","-335","","23212","","","","0","2","-190","23212010"
"102811","-335","","23212","","","","0","2","190","23212011"
"102511","-360","","23212","","","","0","2","350","23212012"
"111","-360","","23212","","","","0","2","-335","23212013"
"113","-335","","23212","","","","0","2","-190","23212014"
"114","-335","","23212","","","","0","2","190","23212015"
"115","-360","","23212","","","","0","2","350","23212016"
"37","","","23212","","","","","32","0","23212017"
"41","","","23212","","","","","32","1","23212018"
"17","","","23212","","","","","32","0","23212019"
"102811","0","","23212","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","23212020"
"vo_wac_221004","0","","23212","","","","0","21","vo_wac_221004_000","23212021"
"102811","10","0.5","23212","1","0","0","1","11","呼，這樣就完成了呢。\n大家也很順利的畫好了呢，\n真是努力呢♪","23212022"
"0","","","23212","","","","","91","","23212023"
"102811","1","","23212","1","0.2","","","3","wac_idle_smile","23212024"
"102311","0","","23212","1","0.2","","wac_talk_doya_loop_L","3","wac_talk_doya_in_L","23212025"
"vo_wac_221004","0","","23212","","","","0","21","vo_wac_221004_001","23212026"
"102311","10","0.5","23212","1","0","0","1","11","嘿嘿～小菜一碟啦♪\n已經畫好幾次了，\n在育幼院也跟胡桃\n他們一起練習了嘛──","23212027"
"0","","","23212","","","","","91","","23212028"
"102311","1","","23212","1","0.2","","","3","wac_idle_doya_L","23212029"
"102111","0","","23212","1","0.2","","wac_talk_wish_loop_L","3","wac_talk_wish_in_L","23212030"
"vo_wac_221004","0","","23212","","","","0","21","vo_wac_221004_002","23212031"
"102111","10","0.5","23212","1","0","0","1","11","嗯♪\n綾音越畫越厲害了呢。\n我也必須加油才行……！","23212032"
"0","","","23212","","","","","91","","23212033"
"102111","1","","23212","1","0.2","","","3","wac_idle_wish_L","23212034"
"102511","0","","23212","1","0.2","","wac_talk_wish_loop_joy","3","wac_talk_wish_in_joy","23212035"
"vo_wac_221004","0","","23212","","","","0","21","vo_wac_221004_003","23212036"
"102511","10","0.5","23212","1","0","0","1","11","兩位上手的速度真快呢～\n我也不能輸給兩位，\n下次要畫出更棒的畫唷♪","23212037"
"0","","","23212","","","","","91","","23212038"
"0","","","23212","","","","","22","0","23212039"
"","","","23212","","","","","111","","23212040"
"102111","1","","23213","","0.2","","","3","wac_idle_wish_L","23213001"
"102311","1","","23213","","0.2","","","3","wac_idle_doya_L","23213002"
"102811","1","","23213","","0.2","","","3","wac_idle_smile","23213003"
"102511","1","","23213","","0.2","","","3","wac_idle_wish_joy","23213004"
"111","1","","23213","","0.2","","","3","wac_no_items","23213005"
"113","1","","23213","","0.2","","","3","wac_no_items","23213006"
"114","1","","23213","","0.2","","","3","wac_no_items","23213007"
"115","1","","23213","","0.2","","","3","wac_no_items","23213008"
"102111","-360","","23213","","","","0","2","-335","23213009"
"102311","-335","","23213","","","","0","2","-190","23213010"
"102811","-335","","23213","","","","0","2","190","23213011"
"102511","-360","","23213","","","","0","2","350","23213012"
"111","-360","","23213","","","","0","2","-335","23213013"
"113","-335","","23213","","","","0","2","-190","23213014"
"114","-335","","23213","","","","0","2","190","23213015"
"115","-360","","23213","","","","0","2","350","23213016"
"37","","","23213","","","","","32","0","23213017"
"41","","","23213","","","","","32","1","23213018"
"17","","","23213","","","","","32","0","23213019"
"0","","","23213","","","","","91","","23213020"
"1","202","wac_default_11","23311","-213","2","0","-108","1","101111","23311001"
"1","201","wac_default_13","23311","-213","2","0","-108","5","111","23311002"
"32","0","","23311","1","1","","0","31","32","23311003"
"33","0","","23311","1","0","","0","31","33","23311004"
"11","0","","23311","1","0","","0","31","11","23311005"
"101111","0","","23311","0","0.2","","","3","wac_paint_11","23311006"
"111","0","","23311","0","0.2","","","3","wac_paint_13","23311007"
"0.3","","","23311","","","","","93","0","23311008"
"11","","","23311","","","","","32","1","23311009"
"se_10035700","0","","23311","","","","","23","se_10035700_roller","23311010"
"101111","","","23311","","","","","13","300","23311011"
"1","","","23311","","","","","131","","23311012"
"101111","0","","23312","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","23312001"
"111","1","","23312","","0.2","","","3","wac_no_items","23312002"
"101111","-340","","23312","","","","0","2","200","23312003"
"111","-340","","23312","","","","0","2","200","23312004"
"32","","","23312","","","","","32","0","23312005"
"33","","","23312","","","","","32","1","23312006"
"11","","","23312","","","","","32","0","23312007"
"vo_wac_221005","0","","23312","","","","0","21","vo_wac_221005_000","23312008"
"101111","10","0.5","23312","1","0","0","1","11","今天也畫了不少了呢！\n一開始還覺得要在牆壁\n畫畫很困難的……\n但我知道了！","23312009"
"0","","","23312","","","","","91","","23312010"
"vo_wac_221005","0","","23312","","","","0","21","vo_wac_221005_001","23312011"
"101111","10","0.5","23312","1","0","0","1","11","一邊動手一邊跟其他的人分工合作，\n這跟裁縫很相似呢！\n這是很厲害的事吧，哥哥！","23312012"
"0","","","23312","","","","","91","","23312013"
"0","","","23312","","","","","22","0","23312014"
"101111","1","","23313","","0.2","","","3","wac_idle_doya","23313001"
"111","1","","23313","","0.2","","","3","wac_no_items","23313002"
"101111","-340","","23313","","","","0","2","200","23313003"
"111","-340","","23313","","","","0","2","200","23313004"
"32","","","23313","","","","","32","0","23313005"
"33","","","23313","","","","","32","1","23313006"
"11","","","23313","","","","","32","0","23313007"
"0","","","23313","","","","","91","","23313008"
"1","202","wac_default_01","23411","-213","2","0","-108","1","106811","23411001"
"1","201","wac_default_03","23411","-213","2","0","-108","5","111","23411002"
"32","0","","23411","1","1","","0","31","32","23411003"
"33","0","","23411","1","0","","0","31","33","23411004"
"11","0","","23411","1","0","","0","31","11","23411005"
"106811","0","","23411","0","0.2","","","3","wac_paint_01","23411006"
"111","0","","23411","0","0.2","","","3","wac_paint_03","23411007"
"0","","","23411","","","","","93","0","23411008"
"11","","","23411","","","","","32","1","23411009"
"se_10035700","0","","23411","","","","","23","se_10035700_brush","23411010"
"106811","","","23411","","","","","13","300","23411011"
"1","","","23411","","","","","131","","23411012"
"106811","0","","23412","1","0.2","","wac_talk_arm_crossed_loop","3","wac_talk_arm_crossed_in","23412001"
"111","1","","23412","","0.2","","","3","wac_no_items","23412002"
"106811","-340","","23412","","","","0","2","200","23412003"
"111","-340","","23412","","","","0","2","200","23412004"
"32","","","23412","","","","","32","0","23412005"
"33","","","23412","","","","","32","1","23412006"
"11","","","23412","","","","","32","0","23412007"
"vo_wac_221006","0","","23412","","","","0","21","vo_wac_221006_000","23412008"
"106811","10","0.5","23412","1","0","0","1","11","權能，解放。\n物件……\n開玩笑的啦。\n當然是自己親手動手畫的啦。","23412009"
"0","","","23412","","","","","91","","23412010"
"vo_wac_221006","0","","23412","","","","0","21","vo_wac_221006_001","23412011"
"106811","10","0.5","23412","1","0","0","1","11","雖然我們被稱為七冠，\n但在大家一起畫出來的\n這壁畫前都是一樣的。\n像這樣塗顏料也是挺開心的呢。","23412012"
"0","","","23412","","","","","91","","23412013"
"0","","","23412","","","","","22","0","23412014"
"106811","1","","23413","","0.2","","","3","wac_idle_arm_crossed","23413001"
"111","1","","23413","","0.2","","","3","wac_no_items","23413002"
"106811","-340","","23413","","","","0","2","200","23413003"
"111","-340","","23413","","","","0","2","200","23413004"
"32","","","23413","","","","","32","0","23413005"
"33","","","23413","","","","","32","1","23413006"
"11","","","23413","","","","","32","0","23413007"
"0","","","23413","","","","","91","","23413008"
"1","202","wac_default_11","23511","-213","2","0","-108","1","105311","23511001"
"1","201","wac_default_13","23511","-213","2","0","-108","5","111","23511002"
"32","0","","23511","1","1","","0","31","32","23511003"
"33","0","","23511","1","0","","0","31","33","23511004"
"11","0","","23511","1","0","","0","31","11","23511005"
"105311","0","","23511","0","0.2","","","3","wac_paint_11","23511006"
"111","0","","23511","0","0.2","","","3","wac_paint_13","23511007"
"0.3","","","23511","","","","","93","0","23511008"
"11","","","23511","","","","","32","1","23511009"
"se_10035700","0","","23511","","","","","23","se_10035700_roller","23511010"
"105311","","","23511","","","","","13","300","23511011"
"1","","","23511","","","","","131","","23511012"
"105311","0","","23512","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","23512001"
"111","1","","23512","","0.2","","","3","wac_no_items","23512002"
"105311","-340","","23512","","","","0","2","200","23512003"
"111","-340","","23512","","","","0","2","200","23512004"
"32","","","23512","","","","","32","0","23512005"
"33","","","23512","","","","","32","1","23512006"
"11","","","23512","","","","","32","0","23512007"
"vo_wac_221007","0","","23512","","","","0","21","vo_wac_221007_000","23512008"
"105311","10","0.5","23512","1","0","0","1","11","好了，任務完成！\n……雖然充滿氣勢的說出口，\n一直都在畫圖，在必要的時刻\n真的能達成本分嗎……","23512009"
"0","","","23512","","","","","91","","23512010"
"vo_wac_221007","0","","23512","","","","0","21","vo_wac_221007_001","23512011"
"105311","10","0.5","23512","1","0","0","1","11","這樣下去作為軍人的直覺會變遲鈍！\n現在馬上回去，跟公會夥伴們\n繼續進行訓練吧！","23512012"
"0","","","23512","","","","","91","","23512013"
"0","","","23512","","","","","22","0","23512014"
"105311","1","","23513","","0.2","","","3","wac_idle_doya","23513001"
"111","1","","23513","","0.2","","","3","wac_no_items","23513002"
"105311","-340","","23513","","","","0","2","200","23513003"
"111","-340","","23513","","","","0","2","200","23513004"
"32","","","23513","","","","","32","0","23513005"
"33","","","23513","","","","","32","1","23513006"
"11","","","23513","","","","","32","0","23513007"
"0","","","23513","","","","","91","","23513008"
"1","202","wac_default_bot_21","23611","-325","2","0","-108","1","104511","23611001"
"1","201","wac_default_bot_27","23611","-325","2","0","-108","5","111","23611002"
"34","0","","23611","1","1","","0","31","34","23611003"
"33","0","","23611","1","0","","0","31","33","23611004"
"13","0","","23611","1","0","","0","31","13","23611005"
"104511","0","","23611","0","0.2","","","3","wac_paint_bot_21","23611006"
"111","0","","23611","0","0.2","","","3","wac_paint_bot_27","23611007"
"0","","","23611","","","","","93","0","23611008"
"13","","","23611","","","","","32","1","23611009"
"se_common","0","","23611","","","","","23","se_sys_login_birthday_calendar_brush","23611010"
"104511","","","23611","","","","","13","300","23611011"
"1","","","23611","","","","","131","","23611012"
"104511","0","","23612","1","0.2","","wac_talk_sad_loop","3","wac_talk_sad_in","23612001"
"111","1","","23612","","0.2","","","3","wac_no_items","23612002"
"104511","-340","","23612","","","","0","2","200","23612003"
"111","-340","","23612","","","","0","2","200","23612004"
"34","","","23612","","","","","32","0","23612005"
"33","","","23612","","","","","32","1","23612006"
"13","","","23612","","","","","32","0","23612007"
"vo_wac_221008","0","","23612","","","","0","21","vo_wac_221008_000","23612008"
"104511","10","0.5","23612","1","0","0","1","11","嗯──該怎麼說呢。\n這樣畫圖雖然挺開心的，\n但總覺得刺激性不太夠啊……","23612009"
"0","","","23612","","","","","91","","23612010"
"104511","0","","23612","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","23612011"
"vo_wac_221008","0","","23612","","","","0","21","vo_wac_221008_001","23612012"
"104511","10","0.5","23612","1","0","0","1","11","乾脆弄成過激的畫如何……？\n像是空花被做很過分的事情\n的畫之類的……果然不行嗎。","23612013"
"0","","","23612","","","","","91","","23612014"
"0","","","23612","","","","","22","0","23612015"
"104511","1","","23613","","0.2","","","3","wac_idle_wish","23613001"
"111","1","","23613","","0.2","","","3","wac_no_items","23613002"
"104511","-340","","23613","","","","0","2","200","23613003"
"111","-340","","23613","","","","0","2","200","23613004"
"34","","","23613","","","","","32","0","23613005"
"33","","","23613","","","","","32","1","23613006"
"13","","","23613","","","","","32","0","23613007"
"0","","","23613","","","","","91","","23613008"
"1","202","wac_default_bot_21","23711","-325","2","0","-108","1","103011","23711001"
"1","201","wac_default_bot_27","23711","-325","2","0","-108","5","111","23711002"
"34","0","","23711","1","1","","0","31","34","23711003"
"33","0","","23711","1","0","","0","31","33","23711004"
"13","0","","23711","1","0","","0","31","13","23711005"
"103011","0","","23711","0","0.2","","","3","wac_paint_bot_21","23711006"
"111","0","","23711","0","0.2","","","3","wac_paint_bot_27","23711007"
"0","","","23711","","","","","93","0","23711008"
"13","","","23711","","","","","32","1","23711009"
