70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10087003","30","91002","8","71087001"
"10087004","1","22002","2","71087001"
"10087005","30","91002","8","71087002"
"10087006","1","22002","2","71087002"
"10087007","30","91002","8","71087003"
"10087008","1","22002","2","71087003"
"10087009","30","91002","8","71087004"
"10087010","1","22002","2","71087004"
"10087011","30","91002","8","71087005"
"10087012","1","22002","2","71087005"
"10087013","30","91002","8","71087006"
"10087014","1","22002","2","71087006"
"10087015","30","91002","8","71087007"
"10087016","1","22002","2","71087007"
"10087017","30","91002","8","71087008"
"10087018","1","22002","2","71087008"
"10087019","30","91002","8","71087009"
"10087020","1","22002","2","71087009"
"10087021","30","91002","8","71087010"
"10087022","1","22002","2","71087010"
"10087023","30","91002","8","71087011"
"10087024","1","22002","2","71087011"
"10087025","30","91002","8","71087012"
"10087026","1","22002","2","71087012"
"10087027","30","91002","8","71087013"
"10087028","1","22002","2","71087013"
"10087029","30","91002","8","71087014"
"10087030","1","22002","2","71087014"
"10087031","30","91002","8","71087015"
"10087032","1","22002","2","71087015"
"10087033","60","91002","8","71087016"
"10087034","2","22002","2","71087016"
"10087035","60","91002","8","71087017"
"10087036","2","22002","2","71087017"
"10087037","60","91002","8","71087018"
"10087038","2","22002","2","71087018"
"10087039","60","91002","8","71087019"
"10087040","2","22002","2","71087019"
"10087041","60","91002","8","71087020"
"10087042","2","22002","2","71087020"
"10087043","50","91002","8","71087021"
"10087044","1","31156","2","71087022"
"10087045","1","31156","2","71087023"
"10087046","1","31156","2","71087024"
"10087047","1","31156","2","71087025"
"10087048","1","31156","2","71087026"
"10087049","1","2806","7","71087027"
"10087050","4","31156","2","71087028"
"10087051","50","60852","2","81087001"
"10087052","30000","94002","12","81087001"
"10087053","50","60852","2","81087002"
"10087054","30000","94002","12","81087002"
"10087055","1","31156","2","81087003"
"10087056","25","91002","8","81087003"
"10087057","1","31156","2","81087004"
"10087058","25","91002","8","81087004"
"10087059","50","60852","2","81087005"
"10087060","30000","94002","12","81087005"
"10087061","50","60852","2","81087006"
"10087062","30000","94002","12","81087006"
"10087063","1","31156","2","81087007"
"10087064","25","91002","8","81087007"
"10087065","50","91002","8","81087008"
"10088001","5","60872","2","61088001"
"10088002","5","60872","2","61088002"
"10088003","30","91002","8","71088001"
"10088004","1","22002","2","71088001"
"10088005","30","91002","8","71088002"
"10088006","1","22002","2","71088002"
"10088007","30","91002","8","71088003"
"10088008","1","22002","2","71088003"
"10088009","30","91002","8","71088004"
"10088010","1","22002","2","71088004"
"10088011","30","91002","8","71088005"
"10088012","1","22002","2","71088005"
"10088013","30","91002","8","71088006"
"10088014","1","22002","2","71088006"
"10088015","30","91002","8","71088007"
"10088016","1","22002","2","71088007"
"10088017","30","91002","8","71088008"
"10088018","1","22002","2","71088008"
"10088019","30","91002","8","71088009"
"10088020","1","22002","2","71088009"
"10088021","30","91002","8","71088010"
"10088022","1","22002","2","71088010"
"10088023","30","91002","8","71088011"
"10088024","1","22002","2","71088011"
"10088025","30","91002","8","71088012"
"10088026","1","22002","2","71088012"
"10088027","30","91002","8","71088013"
"10088028","1","22002","2","71088013"
"10088029","30","91002","8","71088014"
"10088030","1","22002","2","71088014"
"10088031","30","91002","8","71088015"
"10088032","1","22002","2","71088015"
"10088033","60","91002","8","71088016"
"10088034","2","22002","2","71088016"
"10088035","60","91002","8","71088017"
"10088036","2","22002","2","71088017"
"10088037","60","91002","8","71088018"
"10088038","2","22002","2","71088018"
"10088039","60","91002","8","71088019"
"10088040","2","22002","2","71088019"
"10088041","60","91002","8","71088020"
"10088042","2","22002","2","71088020"
"10088043","50000","94002","12","71088021"
"10088044","100000","94002","12","71088022"
"10088045","150000","94002","12","71088023"
"10088046","200000","94002","12","71088024"
"10088047","250000","94002","12","71088025"
"10088048","50","91002","8","71088026"
"10088049","1","31128","2","71088027"
"10088050","1","31128","2","71088028"
"10088051","2","31128","2","71088029"
"10088052","2","31128","2","71088030"
"10088053","4","31128","2","71088031"
"10088054","10","31128","2","71088032"
"10088055","1","2818","7","71088033"
"10088056","2","31128","2","81088001"
"10088057","30","91002","8","81088001"
"10088058","100","60872","2","81088002"
"10088059","30000","94002","12","81088002"
"10088060","100","60872","2","81088003"
"10088061","30000","94002","12","81088003"
"10088062","2","31128","2","81088004"
"10088063","30","91002","8","81088004"
"10088064","100","60872","2","81088005"
"10088065","30000","94002","12","81088005"
"10088066","100","60872","2","81088006"
"10088067","30000","94002","12","81088006"
"10088068","2","31128","2","81088007"
"10088069","30","91002","8","81088007"
"10088070","100","91002","8","81088008"
"10089001","5","60882","2","61089001"
"10089002","5","60882","2","61089002"
"10089003","30","91002","8","71089001"
"10089004","1","22002","2","71089001"
"10089005","30","91002","8","71089002"
"10089006","1","22002","2","71089002"
"10089007","30","91002","8","71089003"
"10089008","1","22002","2","71089003"
"10089009","30","91002","8","71089004"
"10089010","1","22002","2","71089004"
"10089011","30","91002","8","71089005"
"10089012","1","22002","2","71089005"
"10089013","30","91002","8","71089006"
"10089014","1","22002","2","71089006"
"10089015","30","91002","8","71089007"
"10089016","1","22002","2","71089007"
"10089017","30","91002","8","71089008"
"10089018","1","22002","2","71089008"
"10089019","30","91002","8","71089009"
"10089020","1","22002","2","71089009"
"10089021","30","91002","8","71089010"
"10089022","1","22002","2","71089010"
"10089023","30","91002","8","71089011"
"10089024","1","22002","2","71089011"
"10089025","30","91002","8","71089012"
"10089026","1","22002","2","71089012"
"10089027","30","91002","8","71089013"
"10089028","1","22002","2","71089013"
"10089029","30","91002","8","71089014"
"10089030","1","22002","2","71089014"
"10089031","30","91002","8","71089015"
"10089032","1","22002","2","71089015"
"10089033","60","91002","8","71089016"
"10089034","2","22002","2","71089016"
"10089035","60","91002","8","71089017"
"10089036","2","22002","2","71089017"
"10089037","60","91002","8","71089018"
"10089038","2","22002","2","71089018"
"10089039","60","91002","8","71089019"
"10089040","2","22002","2","71089019"
"10089041","60","91002","8","71089020"
"10089042","2","22002","2","71089020"
"10089043","50000","94002","12","71089021"
"10089044","100000","94002","12","71089022"
"10089045","150000","94002","12","71089023"
"10089046","200000","94002","12","71089024"
"10089047","250000","94002","12","71089025"
"10089048","50","91002","8","71089026"
"10089049","1","31158","2","71089027"
"10089050","1","31158","2","71089028"
"10089051","1","31158","2","71089029"
"10089052","1","31158","2","71089030"
"10089053","1","31158","2","71089031"
"10089054","1","115801","1","71089032"
"10089055","4","31158","2","71089033"
"10089056","1","31158","2","81089001"
"10089057","25","91002","8","81089001"
"10089058","50","60882","2","81089002"
"10089059","30000","94002","12","81089002"
"10089060","50","60882","2","81089003"
"10089061","30000","94002","12","81089003"
"10089062","1","31158","2","81089004"
"10089063","25","91002","8","81089004"
"10089064","50","60882","2","81089005"
"10089065","30000","94002","12","81089005"
"10089066","50","60882","2","81089006"
"10089067","30000","94002","12","81089006"
"10089068","1","31158","2","81089007"
"10089069","25","91002","8","81089007"
"10089070","50","91002","8","81089008"
"10090001","5","60892","2","61090001"
"10090002","5","60892","2","61090002"
"10090003","30","91002","8","71090001"
"10090004","1","22002","2","71090001"
"10090005","30","91002","8","71090002"
"10090006","1","22002","2","71090002"
"10090007","30","91002","8","71090003"
"10090008","1","22002","2","71090003"
"10090009","30","91002","8","71090004"
"10090010","1","22002","2","71090004"
"10090011","30","91002","8","71090005"
"10090012","1","22002","2","71090005"
"10090013","30","91002","8","71090006"
"10090014","1","22002","2","71090006"
"10090015","30","91002","8","71090007"
"10090016","1","22002","2","71090007"
"10090017","30","91002","8","71090008"
"10090018","1","22002","2","71090008"
"10090019","30","91002","8","71090009"
"10090020","1","22002","2","71090009"
"10090021","30","91002","8","71090010"
"10090022","1","22002","2","71090010"
"10090023","30","91002","8","71090011"
"10090024","1","22002","2","71090011"
"10090025","30","91002","8","71090012"
"10090026","1","22002","2","71090012"
"10090027","30","91002","8","71090013"
"10090028","1","22002","2","71090013"
"10090029","30","91002","8","71090014"
"10090030","1","22002","2","71090014"
"10090031","30","91002","8","71090015"
"10090032","1","22002","2","71090015"
"10090033","60","91002","8","71090016"
"10090034","2","22002","2","71090016"
"10090035","60","91002","8","71090017"
"10090036","2","22002","2","71090017"
"10090037","60","91002","8","71090018"
"10090038","2","22002","2","71090018"
"10090039","60","91002","8","71090019"
"10090040","2","22002","2","71090019"
"10090041","60","91002","8","71090020"
"10090042","2","22002","2","71090020"
"10090043","50000","94002","12","71090021"
"10090044","100000","94002","12","71090022"
"10090045","150000","94002","12","71090023"
"10090046","200000","94002","12","71090024"
"10090047","250000","94002","12","71090025"
"10090048","50","91002","8","71090026"
"10090049","1","31065","2","71090027"
"10090050","1","31065","2","71090028"
"10090051","2","31065","2","71090029"
"10090052","2","31065","2","71090030"
"10090053","4","31065","2","71090031"
"10090054","10","31065","2","71090033"
"10090055","100","60892","2","81090001"
"10090056","30000","94002","12","81090001"
"10090057","100","60892","2","81090002"
"10090058","30000","94002","12","81090002"
"10090059","2","31065","2","81090003"
"10090060","30","91002","8","81090003"
"10090061","2","31065","2","81090004"
"10090062","30","91002","8","81090004"
"10090063","100","60892","2","81090005"
"10090064","30000","94002","12","81090005"
"10090065","100","60892","2","81090006"
"10090066","30000","94002","12","81090006"
"10090067","2","31065","2","81090007"
"10090068","30","91002","8","81090007"
"10090069","100","91002","8","81090008"
"10091001","5","60902","2","61091001"
"10091002","5","60902","2","61091002"
"10091003","30","91002","8","71091001"
"10091004","1","22002","2","71091001"
"10091005","30","91002","8","71091002"
"10091006","1","22002","2","71091002"
"10091007","30","91002","8","71091003"
"10091008","1","22002","2","71091003"
"10091009","30","91002","8","71091004"
"10091010","1","22002","2","71091004"
"10091011","30","91002","8","71091005"
"10091012","1","22002","2","71091005"
"10091013","30","91002","8","71091006"
"10091014","1","22002","2","71091006"
"10091015","30","91002","8","71091007"
"10091016","1","22002","2","71091007"
"10091017","30","91002","8","71091008"
"10091018","1","22002","2","71091008"
"10091019","30","91002","8","71091009"
"10091020","1","22002","2","71091009"
"10091021","30","91002","8","71091010"
"10091022","1","22002","2","71091010"
"10091023","30","91002","8","71091011"
"10091024","1","22002","2","71091011"
"10091025","30","91002","8","71091012"
"10091026","1","22002","2","71091012"
"10091027","30","91002","8","71091013"
"10091028","1","22002","2","71091013"
"10091029","30","91002","8","71091014"
"10091030","1","22002","2","71091014"
"10091031","30","91002","8","71091015"
"10091032","1","22002","2","71091015"
"10091033","60","91002","8","71091016"
"10091034","2","22002","2","71091016"
"10091035","60","91002","8","71091017"
"10091036","2","22002","2","71091017"
"10091037","60","91002","8","71091018"
"10091038","2","22002","2","71091018"
"10091039","60","91002","8","71091019"
"10091040","2","22002","2","71091019"
"10091041","60","91002","8","71091020"
"10091042","2","22002","2","71091020"
"10091043","50000","94002","12","71091021"
"10091044","100000","94002","12","71091022"
"10091045","150000","94002","12","71091023"
"10091046","200000","94002","12","71091024"
"10091047","250000","94002","12","71091025"
"10091048","50","91002","8","71091026"
"10091049","1","31032","2","71091027"
"10091050","1","31032","2","71091028"
"10091051","1","31032","2","71091029"
"10091052","1","31032","2","71091030"
"10091053","1","31032","2","71091031"
"10091054","4","31032","2","71091032"
"10091055","30","60902","2","81091001"
"10091056","20000","94002","12","81091001"
"10091057","30","60902","2","81091002"
"10091058","20000","94002","12","81091002"
"10091059","1","31032","2","81091003"
"10091060","25","91002","8","81091003"
"10091061","30","60902","2","81091004"
"10091062","20000","94002","12","81091004"
"10091063","30","60902","2","81091005"
"10091064","20000","94002","12","81091005"
"10091065","1","31032","2","81091006"
"10091066","25","91002","8","81091006"
"10091067","40","60902","2","81091007"
"10091068","20000","94002","12","81091007"
"10091069","40","60902","2","81091008"
"10091070","20000","94002","12","81091008"
"10091071","1","31032","2","81091009"
"10091072","25","91002","8","81091009"
