118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"990","209000202","99","0","0","-1","","3","2","0","3","1","0","1","0","1","23","0","0","209000203",""
"3","209000203","99","500","0","-1","","3","0","0","3","1","1","500","0","1","3","0","0","0",""
"710","209000204","1","0","0","-1","","3","2","0","24","2","0","1","209000206","1","28","0","0","209000205",""
"2","209000205","1","0","0","-1","","3","0","0","24","2","0","200","0","1","16","0","0","0",""
"20","209000206","1","0.5","0","-1","","3","0","0","24","2","0","1","0","1","10","22","0","1",""
"40","209000207","1","0.5","0","-1","","3","0","0","24","2","0","1","0","1","10","22","0","1",""
"10","209000301","1","10","330","0","","2","0","0","7","2","0","375","0","1","38","0","0","2",""
"60","209000302","1","10","330","0","","2","0","0","7","2","0","150","0","1","38","0","0","1",""
"80","209000303","1","10","330","0","","2","0","0","7","2","0","25","0","1","38","0","0","1",""
"0","209000304","1","0","0","0","","2","0","0","7","2","0","10","0","1","54","0","0","0",""
"1","209000305","1","0","0","0","","2","0","0","7","2","0","0","0","1","30","0","0","0",""
"0","209001101","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"2","209001201","99","1","0","3000","","3","19.2","0","3","1","0","19.2","100","1","1","0.00062","0","0",""
"20","209001202","99","1","0","3000","","3","0","0","3","1","0","100","0","1","49","20","0","0",""
"20","209001203","99","1","0","3000","","3","0","0","3","1","0","100","0","1","49","40","0","0",""
"20","209001204","99","1","0","3000","","3","0","0","3","2","0","100","0","1","49","21","0","0",""
"20","209001205","99","1","0","3000","","3","0","0","3","2","0","100","0","1","49","41","0","0",""
"0","209003101","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"2","209003201","99","1","0","3000","","3","19.2","0","3","1","0","19.2","100","1","1","0.00062","0","0",""
"20","209003202","99","1","0","3000","","3","0","0","3","1","0","100","0","1","49","20","0","0",""
"20","209003203","99","1","0","3000","","3","0","0","3","1","0","100","0","1","49","40","0","0",""
"20","209003204","99","1","0","3000","","3","0","0","3","2","0","100","0","1","49","21","0","0",""
"20","209003205","99","1","0","3000","","3","0","0","3","2","0","100","0","1","49","41","0","0",""
"1","209100101","1","1","0","300","傷害","1","0","0","1","1","0","0","0","1","1","0","0","0",""
"1","209100102","1","1050","0","300","縱向擊退","1","0","0","1","1","0","140","0","1","3","450","0","0",""
"3","209100103","1","525","0","300","橫向擊退","1","0","0","1","1","0","270","0","1","3","0","0","0",""
"1","209200101","99","3.5","0","-1","","1","0.4","0","3","1","0","40","50","1","1","0.0008","0","0",""
"1","209200201","1","0","0","-1","","3","0","0","24","2","0","100","0","1","16","0","0","0",""
"8","209200301","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","209200302","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"30","209200303","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"21","209200304","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"41","209200305","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"1","209200306","1","0","0","0","","2","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","209200401","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","209200402","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","209201101","99","3.5","0","-1","","1","0.4","0","3","1","0","40","50","1","1","0.0008","0","0",""
"1","209201201","1","0","0","-1","","3","0","0","24","2","0","100","0","1","16","0","0","0",""
"8","209201301","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","209201302","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"30","209201303","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"21","209201304","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"41","209201305","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"1","209201306","1","0","0","0","","2","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","209201401","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","209201402","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","209202101","99","3.5","0","-1","","1","0.4","0","3","1","0","40","50","1","1","0.0008","0","0",""
"1","209202201","1","0","0","-1","","3","0","0","24","2","0","100","0","1","16","0","0","0",""
"8","209202301","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","209202302","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"30","209202303","99","0","0","-1","","3","10","0","3","1","0","2","0","1","10","18","0","1",""
"21","209202304","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"41","209202305","1","0","0","3000","","3","20","0","24","2","0","2","0","1","10","90","0","1",""
"1","209202306","1","0","0","0","","2","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","209202401","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","209202402","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"2","209300101","2","1","0","250","以最前方的單位為中心進行範圍攻擊（小球根自爆：HARD用）","1","1","0","3","1","0","50","0","1","1","0","0","0",""
"0","209300102","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"5","209300201","1","0","0","2160","","1","800","0","4","1","0","800","0","1","2","0","0","209300202",""
"2","209300202","99","1","0","250","","1","1","0","3","1","0","50","0","1","1","0","0","0",""
"0","209300203","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"2","209301101","2","2","0","500","以最前方的單位為中心進行範圍攻擊（小球根自爆：VH用）","1","3","0","3","1","0","100","0","1","1","0","0","0",""
"0","209301102","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"2","209302101","2","1.5","0","600","以最前方的單位為中心進行範圍攻擊（小球根自爆：SP1用）","1","5","0","3","1","0","200","0","1","1","0","0","0",""
"0","209302102","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"2","209303101","2","1.5","0","600","以最前方的單位為中心進行範圍攻擊（小球根自爆：SP1用）","1","5","0","3","1","0","200","0","1","1","0","0","0",""
"0","209303102","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"2","209304101","2","1.5","0","600","以最前方的單位為中心進行範圍攻擊（小球根自爆：SP1用）","1","5","0","3","1","0","200","0","1","1","0","0","0",""
"0","209304102","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"1","209601101","1","1","0","2160","對敵方單體造成{0}的物理傷害","1","1.5","0","3","1","0","15","0","1","1","0","0","0","物理傷害+{0}"
"1","209601201","1","1.2","0","2160","對範圍內的敵人造成{0}的物理傷害","1","2","0","3","1","0","25","0","1","1","0","0","0","物理傷害+{0}"
"2","209700101","1","0","0","0","","0","0","0","7","0","0","100","0","1","17","0","0","0",""
"66","209700102","1","0","0","0","","1","1","0","7","2","0","0","209700104","1","28","0","0","209700103",""
"50","209700103","1","0","0","0","","1","3","0","7","2","0","2","209700106","1","28","0","0","209700105",""
"21","209700104","1","0","0","2160","","1","150","1","3","2","0","2","0","1","10","15","0","0",""
"21","209700105","1","0","0","2160","","1","150","1","3","2","0","2","0","1","10","15","0","0",""
"21","209700106","1","0","0","2160","","1","150","1","3","2","0","2","0","1","10","15","0","0",""
"41","209700107","1","0","0","2160","","1","150","1","3","2","0","2","0","1","10","15","0","0",""
"2","209703101","1","0","0","0","","0","0","0","7","0","0","100","0","1","17","0","0","0",""
"66","209703102","1","0","0","0","","1","1","0","7","2","0","0","209703104","1","28","0","0","209703103",""
"50","209703103","1","0","0","0","","1","3","0","7","2","0","2","209703106","1","28","0","0","209703105",""
"21","209703104","1","10","0","2160","","1","1","1","3","2","0","1","0","1","10","6","0","0",""
"21","209703105","1","10","0","2160","","1","1","1","3","2","0","1","0","1","10","6","0","0",""
"21","209703106","1","10","0","2160","","1","1","1","3","2","0","1","0","1","10","6","0","0",""
"41","209703107","1","10.5","0","2160","","1","1","1","3","2","0","1","0","1","10","6","0","0",""
"1","209800101","1","4","0","-1","對敵方單體造成{0}的物理傷害","1","50","0","3","1","0","50","0","1","1","0","0","0","物理傷害+{0}"
"7","209800102","1","2","0","0","使敵方單體一段時間內無法行動","1","0","0","1","1","0","0","0","1","8","0","0","0","造成暈眩的成功Lv+1"
"1","209800201","1","0.8","0","-1","對敵方單體造成{0}的物理傷害","1","10","0","3","1","0","10","0","1","1","0","0","0","物理傷害+{0}"
"3","209800202","1","500","0","0","","1","0","0","1","1","0","200","0","1","3","0","0","0",""
"1","209800301","1","1.2","0","-1","對敵方單體造成{0}的物理傷害","1","15","0","3","1","0","15","0","1","1","0","0","0","物理傷害+{0}"
"10","209800302","1","5.5","0","0","提升自身{0}的物理攻擊力","1","5.5","0","7","2","1","1","0","1","10","12","0","1","物理攻擊力+{0}"
"3","209900101","1","0","0","2160","移動到最遠的敵人面前","1","0","0","4","1","0","50","0","1","2","0","0","0",""
"1","209900102","1","0","0","50","對最近的敵人進行物理攻擊","1","1","0","1","1","0","1","0","1","1","0","0","0",""
"1","210000101","1","0","0","2160","對面前的敵人造成物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"21","210000201","99","2.31","0","2160","降低敵方全體的物理防禦力","3","2.31","0","3","1","0","1","0","1","10","20","0","0",""
"41","210000202","99","2.31","0","2160","降低敵方全體的魔法防禦力","3","2.31","0","3","1","0","1","0","1","10","20","0","0",""
"1","210003101","1","0","0","2160","對面前的敵人造成物理傷害","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"21","210003201","99","2.31","0","2160","降低敵方全體的物理防禦力","3","2.31","0","3","1","0","1","0","1","10","5","0","0",""
"41","210003202","99","2.31","0","2160","降低敵方全體的魔法防禦力","3","2.31","0","3","1","0","1","0","1","10","5","0","0",""
"1","210004101","1","0","0","2160","","1","1","0","3","1","0","1","0","1","1","0","0","0",""
"21","210004201","99","2.31","0","2160","","3","2.31","0","3","1","0","1","0","1","10","5","0","0",""
"41","210004202","99","2.31","0","2160","","3","2.31","0","3","1","0","1","0","1","10","5","0","0",""
"4","210004301","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","210004302","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","210004303","1","0","0","0","","3","0","0","7","2","0","-200","0","1","2","0","0","0",""
"3","210004304","99","1000","0","2160","","1","0","0","3","1","0","250","0","1","3","0","0","0",""
"20","210200101","99","0","0","-1","","3","1","1","3","2","0","1","0","1","10","90","0","1",""
"40","210200102","99","0","0","-1","","3","1","1","3","2","0","1","0","1","10","90","0","1",""
"3","210200201","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","210200202","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","210200301","1","0","0","3000","","1","0","0","7","2","0","0","0","1","7","0","0","0",""
"20","210200401","99","0","0","-1","","3","2000","1","3","2","0","1","0","1","10","90","0","1",""
"40","210200402","99","0","0","-1","","3","2000","1","3","2","0","1","0","1","10","90","0","1",""
"8","210200501","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","210200502","99","0","0","-1","","3","2000","1","3","2","0","1","0","1","10","90","0","1",""
"41","210200503","99","0","0","-1","","3","2000","1","3","2","0","1","0","1","10","90","0","1",""
"1","210200504","1","0","0","0","","1","0","0","7","2","0","0","0","1","30","0","0","0",""
"1","210300101","1","3.5","0","3000","","3","0.4","0","3","1","0","40","50","1","1","0.0008","0","0",""
"1","210300102","1","12.5","0","3000","","3","2","0","3","1","0","800","100","1","9","0","0","0",""
"8","210300201","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","210300202","1","0","0","3000","","2","0","0","24","2","0","0.1","0","1","46","0","0","1",""
"3","210300301","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","210300302","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"2","210400101","1","0","0","2160","","2","0.5","0","3","1","0","0","0","1","16","0","0","0",""
"1","210400102","1","0","0","2160","","3","2.5","0","16","2","0","0","0","1","16","0","0","0",""
"4","210400201","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","210400202","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","210400203","1","0","0","0","","3","0","0","7","2","0","-150","0","1","2","0","0","0",""
"3","210400204","99","1000","0","2160","","1","0","0","3","1","0","75","0","1","3","0","0","0",""
"4","210400301","1","0","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","210400302","1","0","0","0","","3","1","0","7","2","0","0","0","1","24","0","0","0",""
"7","210400303","1","0","0","0","","3","0","0","7","2","0","-150","0","1","2","0","0","0",""
"1","210500101","1","0","0","2160","","3","0","0","3","2","0","0","0","1","7","0","0","0",""
"1","210500102","99","1","0","540","","2","1","0","3","1","0","0","0","1","1","0","0","0",""
"2","210500103","99","1","0","540","","2","1","0","3","1","0","0","0","1","1","0","0","0",""
"1","210510101","1","0","0","2160","","3","0","0","3","2","0","0","0","1","7","0","0","0",""
"1","210510102","99","1","0","785","","2","1","0","3","1","0","0","0","1","1","0","0","0",""
"2","210510103","99","1","0","785","","2","1","0","3","1","0","0","0","1","1","0","0","0",""
"0","210600101","1","0","0","0","使自己潛行","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"500","210600201","1","0","0","-1","開場發動","3","2","0","24","2","0","1","210600203","1","28","0","0","210600202",""
"1","210600202","1","99","0","-1","對召喚者給予魔攻增益","3","85","0","24","2","0","99","0","1","35","3","0","0",""
"1","210600203","1","99","0","-1","對召喚者給予魔攻增益","3","85","0","24","2","0","99","0","1","35","3","0","0",""
"210700102","210700101","1","0.0325","0","-1","","3","0","0","7","2","0","7","0","1","26","0","0","1",""
"1","210700102","2","0","0","-1","","3","50","0","3","1","0","0","0","1","1","0","0","0",""
"1","210701101","1","1","0","3000","","3","7.13","0","3","1","0","7.13","80","1","1","0.00046","0","0",""
"210800102","210800101","1","0","0","-1","","3","2","0","7","2","0","7","0","1","26","0","0","1",""
"1","210800102","1","0","0","-1","","3","0","0","3","1","0","0","0","1","1","0","0","0",""
"8","210800201","1","0","0","-1","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","210800202","1","0","0","-1","","3","400","0","16","2","0","1","0","1","10","90","0","0",""
"41","210800203","1","0","0","-1","","3","400","0","16","2","0","1","0","1","10","90","0","0",""
"3","210800301","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","210800302","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","210803101","1","1","0","3000","","3","4","0","3","1","0","4","80","1","1","0.00014","0","0",""
"8","210803201","1","0","0","-1","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"21","210803202","1","1","0","-1","","3","0","0","24","2","0","1","0","1","10","90","0","0",""
"41","210803203","1","1","0","-1","","3","0","0","24","2","0","1","0","1","10","90","0","0",""
"3","210803301","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","210803302","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"1","210900101","1","0","0","0","","3","0","0","7","2","0","90","0","1","82","0","0","200000020",""
"0","210900102","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"10","210900103","1","100","0","3000","","3","0","0","24","2","0","1","0","1","10","2","0","1",""
"1","210900104","1","0","0","3000","","3","0","0","24","2","0","1000","0","1","16","0","0","0",""
"1","210900105","1","0","0","0","","3","0","0","7","2","0","0","0","1","30","0","0","0",""
"3","210900201","1","1","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"0","210900202","1","0","0","0","","1","0","0","7","2","0","90","0","1","54","0","0","0",""
"8","210900301","1","0","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","210900302","99","0","0","3000","","3","200","0","3","1","0","2","0","1","10","3","0","1",""
"30","210900303","99","0","0","3000","","3","200","0","3","1","0","2","0","1","10","3","0","1",""
