226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"","91","","","","","0","19180025","","","918"
"","93","","","0","","0.5","19180026","","","918"
"","32","","","0","","12","19180027","","","918"
"","32","","","1","","42","19180028","","","918"
"","32","","","1","","41","19180029","","","918"
"0","3","","18_misato_idle_loop","18_misato_idle_in","0.1","113511","19180030","1","0.1","918"
"0","3","","18_io_stopSwim_loop","18_io_stopSwim_in","0.1","110111","19180031","1","0.1","918"
"","21","","0","vo_fpc_21803","","vo_fpc","19180032","","","918"
"8","11","0.5","1","但是，我也是老師，\n明明應該要去教導人才對……","0","110111","19180033","0","0","918"
"","91","","","","","0","19180034","","","918"
"","93","","","0","","0.5","19180035","","","918"
"0","3","","18_misato_talk_loop","18_misato_talk_in","0.1","113511","19180036","1","0.1","918"
"","21","","0","vo_fpc_21804","","vo_fpc","19180037","","","918"
"8","11","0.5","1","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","0","113511","19180038","0","0","918"
"","91","","","","","0","19180039","","","918"
"","93","","","0","","0.5","19180040","","","918"
"","21","","0","vo_fpc_21805","","vo_fpc","19180041","","","918"
"8","11","0.5","1","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","0","113511","19180042","0","0","918"
"","91","","","","","0","19180043","","","918"
"","93","","","0","","0.5","19180044","","","918"
"0","3","","18_io_guts_loop","18_io_guts_in","0.1","110111","19180045","1","0.1","918"
"","21","","0","vo_fpc_21806","","vo_fpc","19180046","","","918"
"10","11","0.5","1","美里老師……\n我會加油的！\n不管是教課，還是游泳……","0","110111","19180047","0","0","918"
"","91","","","","","0","19180048","","","918"
"","93","","","0","","0.5","19180049","","","918"
"0","3","","18_io_flutterKick2_loop","18_io_flutterKick2_in","0.1","110111","19180050","1","0.1","918"
"-180","2","","1.8552036199095","300","","110111","19180051","","","918"
"-180","33","","1.8552036199095","300","","42","19180052","","","918"
"-180","33","","1.8552036199095","300","","12","19180053","","","918"
"","32","","","0","","42","19180054","","","918"
"","32","","","1","","12","19180055","","","918"
"","93","","","0","","1","19180056","","","918"
"0","3","","18_misato_talk2_loop","18_misato_talk2_in","0.1","113511","19180057","1","0.1","918"
"","91","","","","","19180051","19180058","","","918"
"-180","2","","3.23529411764706","850","","110111","19180059","","","918"
"-180","33","","3.23529411764706","850","","42","19180060","","","918"
"-180","33","","3.23529411764706","850","","12","19180061","","","918"
"","32","","","1","","42","19180062","","","918"
"","32","","","0","","12","19180063","","","918"
"0","3","","18_misato_surprise_loop","18_misato_surprise_in","0.1","113511","19180064","1","0.1","918"
"0","3","","18_io_accident_loop","18_io_accident_in","0.1","110111","19180065","1","0.1","918"
"","21","","0","vo_fpc_21807","","vo_fpc","19180066","","","918"
"10","11","0.5","1","呀！我的泳裝！","0","110111","19180067","0","0","918"
"","91","","","","","0","19180068","","","918"
"","93","","","0","","0.5","19180069","","","918"
"","21","","0","vo_fpc_21808","","vo_fpc","19180070","","","918"
"9","11","0.5","1","伊緒老師！？\n哎呀哎呀～！","0","113511","19180071","0","0","918"
"","91","","","","","0","19180072","","","918"
"","93","","","0","","0.5","19180073","","","918"
"0","3","","cmn_swm_breastStroke","18_misato_breastStroke_in","0","113511","19180074","1","0.1","918"
"","32","","","0","","41","19180075","","","918"
"","32","","","1","","11","19180076","","","918"
"-180","2","","3.61990950226244","850","","113511","19180077","","","918"
"-180","33","","3.61990950226244","850","","11","19180078","","","918"
"","91","","","","","19180059","19180079","","","918"
"","91","","","","","19180077","19180080","","","918"
"22","1","19_nozomi_float","-850","117211","1.75","1","19190001","-180","0","919"
"22","1","19_suzuna_float","-1150","110011","1.75","1","19190002","-180","0","919"
"12","1","19_tsumugi_search","-750","117411","1.4875","1","19190003","-15","0","919"
"-820","31","","-180","61","1","6","19190004","1","","919"
"-850","31","","-180","1211","1","121","19190005","1","","919"
"150","31","","-180","1221","0","122","19190006","1","","919"
"-1150","31","","-180","62","1","6","19190007","1","","919"
"-1180","31","","-180","1212","1","121","19190008","1","","919"
"-180","31","","-180","1222","0","122","19190009","1","","919"
"","13","","","45","","117211","19190010","","","919"
"","13","","","45","","110011","19190011","","","919"
"","13","","","45","","117411","19190012","","","919"
"1","23","","","se_fpc_water_random","","se_10053800","19190013","","","919"
"","13","","","49","","117411","19190014","","","919"
"","91","","","0","","19190012","19190015","","","919"
"-15","2","","9.92647058823529","330","","117411","19190016","","","919"
"","93","","","0","","3.5","19190017","","","919"
"","21","","0","vo_fpc_21900","","vo_fpc","19190018","","","919"
"10","11","0.5","1","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","0","117411","19190019","0","0","919"
"","91","","","","","0","19190020","","","919"
"","93","","","0","","0.5","19190021","","","919"
"","91","","","","","19190016","19190022","","","919"
"1","3","","","19_nozomi_float","0.1","117211","19190023","","","919"
"0","3","","19_tsumugi_notice_loop","19_tsumugi_notice_in","0.1","117411","19190024","1","0.1","919"
"","93","","","0","","0.2","19190025","","","919"
"","21","","0","vo_fpc_21901","","vo_fpc","19190026","","","919"
"9","11","0.5","1","哎呀？那是……上游有什麼\n發光的東西……","0","117411","19190027","0","0","919"
"","91","","","","","0","19190028","","","919"
"","93","","","0","","0.5","19190029","","","919"
"-180","2","","7.35294117647059","150","","117211","19190030","12","","919"
"-180","33","","7.35294117647059","180","","61","19190031","12","","919"
"-180","33","","7.35294117647059","150","","1211","19190032","12","","919"
"-180","2","","7.35294117647059","-150","","110011","19190033","12","","919"
"-180","33","","7.35294117647059","-150","","62","19190034","12","","919"
"-180","33","","7.35294117647059","-180","","1212","19190035","12","","919"
"","93","","","0","","2","19190036","","","919"
"0","3","","19_tsumugi_dazzled_loop","19_tsumugi_dazzled_in","0.1","117411","19190037","1","0.1","919"
"","91","","","","","19190030","19190038","","","919"
"","21","","0","vo_fpc_21902","","vo_fpc","19190039","","","919"
"6","11","0.5","1","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","-30","117211","19190040","0","0","919"
"","91","","","","","0","19190041","","","919"
"","93","","","0","","0.5","19190042","","","919"
"","21","","0","vo_fpc_21903","","vo_fpc","19190043","","","919"
"10","11","0.5","1","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","0","110011","19190044","0","0","919"
"","91","","","","","0","19190045","","","919"
"","93","","","0","","0.5","19190046","","","919"
"","21","","0","vo_fpc_21904","","vo_fpc","19190047","","","919"
"8","11","0.5","1","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","0","117411","19190048","0","0","919"
"","91","","","","","0","19190049","","","919"
"","93","","","0","","0.5","19190050","","","919"
"-180","33","","0","150","","61","19190051","","","919"
"-180","33","","0","120","","1211","19190052","","","919"
"","4","","","1","","117211","19190053","","","919"
"0","3","","19_nozomi_float","19_nozomi_notice_float","","117211","19190054","1","0.1","919"
"","21","","0","vo_fpc_21905","","vo_fpc","19190055","","","919"
"8","11","0.5","1","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","-30","117211","19190056","0","0","919"
"","91","","","","","0","19190057","","","919"
"","93","","","0","","0.5","19190058","","","919"
"","21","","0","vo_fpc_21906","","vo_fpc","19190059","","","919"
"7","11","0.5","1","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","0","110011","19190060","0","0","919"
"","91","","","","","0","19190061","","","919"
"","93","","","0","","0.5","19190062","","","919"
"-180","33","","0","180","","61","19190063","","","919"
"-180","33","","0","150","","1211","19190064","","","919"
"","4","","","0","","117211","19190065","","","919"
"0","3","","19_nozomi_float","19_nozomi_notice_float","","117211","19190066","1","0.1","919"
"","21","","0","vo_fpc_21907","","vo_fpc","19190067","","","919"
"8","11","0.5","1","我也不能輸呢♪\n必須要更加更加閃耀才行！","-30","117211","19190068","0","0","919"
"","91","","","","","0","19190069","","","919"
"","93","","","0","","0.5","19190070","","","919"
"0","3","","19_nozomi_pose_loop","19_nozomi_pose_in","0.1","117211","19190071","1","0.1","919"
"","32","","","1","","1221","19190072","","","919"
"","32","","","0","","1211","19190073","","","919"
"","93","","","0","","1.5","19190074","","","919"
"","21","","0","vo_fpc_21908","","vo_fpc","19190075","","","919"
"9","11","0.5","1","人家也要繼續嗨囉──！\n嗯～哈──！！","0","110011","19190076","0","0","919"
"","91","","","","","0","19190077","","","919"
"","93","","","0","","0.5","19190078","","","919"
"0","3","","19_suzuna_pose_loop","19_suzuna_pose_in","0.1","110011","19190079","1","0.1","919"
"","32","","","1","","1222","19190080","","","919"
"","32","","","0","","1212","19190081","","","919"
"","93","","","0","","1.5","19190082","","","919"
"-180","2","","7.35294117647059","1150","","117211","19190083","","","919"
"-180","33","","7.35294117647059","1180","","61","19190084","","","919"
"-180","33","","7.35294117647059","1150","","1221","19190085","","","919"
"-180","2","","7.35294117647059","850","","110011","19190086","","","919"
"-180","33","","7.35294117647059","850","","62","19190087","","","919"
"-180","33","","7.35294117647059","820","","1222","19190088","","","919"
"","21","","0","vo_fpc_21909","","vo_fpc","19190089","","","919"
"7","11","0.5","1","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","0","117411","19190090","0","0","919"
"","91","","","","","0","19190091","","","919"
"","93","","","0","","0.5","19190092","","","919"
"","91","","","","","19190083","19190093","","","919"
"0","3","","19_tsumugi_run_loop","19_tsumugi_run_in","0.1","117411","19190094","1","0.1","919"
"","93","","","0","","0.3","19190095","","","919"
"-15","2","","1.46188652975983","750","","117411","19190096","","","919"
"","91","","","","","19190096","19190097","","","919"
"22","1","20_kasumi_walk","-750","115711","1.4875","1","19200001","-15","0","920"
"23","5","20_kasumi_walk","-750","3","1.4875","3","19200002","-15","0","920"
"1","23","","","se_fpc_water_random","","se_10053800","19200003","","","920"
"","91","","","","","19200002","19200004","","","920"
"-15","2","","4.41176470588235","0","","115711","19200005","0","","920"
"-15","2","","4.41176470588235","0","","3","19200006","0","","920"
"","91","","","","","0","19200007","","","920"
"1","3","","","20_kasumi_talk","0.3","115711","19200008","","","920"
"1","3","","","20_kasumi_talk","0.3","3","19200009","","","920"
"0","21","","0","vo_fpc_22000","","vo_fpc","19200010","","","920"
"8","11","0.5","1","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","0","115711","19200011","0","0","920"
"","91","","","","","0","19200012","","","920"
"","93","","","0","","0.5","19200013","","","920"
"0","3","","20_kasumi_cool_surprise","20_kasumi_cool_in","0.2","115711","19200014","1","0","920"
"0","3","","20_kasumi_cool_loop","20_kasumi_cool_in","0.2","3","19200015","1","0","920"
"0","21","","0","vo_fpc_22001","","vo_fpc","19200016","","","920"
"8","11","0.5","1","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","0","115711","19200017","0","0","920"
"","91","","","","","0","19200018","","","920"
"","93","","","0","","0.5","19200019","","","920"
"0","21","","0","vo_fpc_22002","","vo_fpc","19200020","","","920"
"10","11","0.5","1","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","0","115711","19200021","0","0","920"
"","91","","","","","0","19200022","","","920"
"","93","","","0","","0.5","19200023","","","920"
"0","3","","20_kasumi_cool_anger","20_kasumi_cool_anger_in","0.2","115711","19200024","1","0","920"
"0","3","","20_kasumi_cool_loop","20_kasumi_cool_anger_in","0.2","3","19200025","1","0","920"
"0","21","","0","vo_fpc_22003","","vo_fpc","19200026","","","920"
"9","11","0.5","1","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","0","115711","19200027","0","0","920"
"","91","","","","","0","19200028","","","920"
"","93","","","0","","0.5","19200029","","","920"
"0","3","","20_kasumi_approach_loop","20_kasumi_approach_in","0.1","115711","19200030","1","0","920"
"0","3","","20_kasumi_approach_loop","20_kasumi_approach_in","0.1","3","19200031","1","0","920"
"0","21","","0","vo_fpc_22004","","vo_fpc","19200032","","","920"
"9","11","0.5","1","從以上的情報中能夠進行\n犯罪側寫的犯人是……","0","115711","19200033","0","0","920"
"","91","","","","","0","19200034","","","920"
"","93","","","0","","0.5","19200035","","","920"
"0","3","","20_kasumi_doya_loop","20_kasumi_doya_in","0.1","115711","19200036","1","0","920"
"0","3","","20_kasumi_doya_loop","20_kasumi_doya_in","0.1","3","19200037","1","0","920"
"0","21","","0","vo_fpc_22005","","vo_fpc","19200038","","","920"
"8","11","0.5","1","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","0","115711","19200039","0","0","920"
"","91","","","","","0","19200040","","","920"
"","93","","","0","","0.5","19200041","","","920"
"0","21","","0","vo_fpc_22006","","vo_fpc","19200042","","","920"
"8","11","0.5","1","一個人吃光也不會心痛，\n以自我為中心的精神結構……","0","115711","19200043","0","0","920"
"","91","","","","","0","19200044","","","920"
"","93","","","0","","0.5","19200045","","","920"
"1","3","","","20_kasumi_thinking","0.2","115711","19200046","","","920"
"1","3","","","20_kasumi_thinking","0.2","3","19200047","","","920"
"0","21","","0","vo_fpc_22007","","vo_fpc","19200048","","","920"
"7","11","0.5","1","究竟那樣的人物\n是真實存在的嗎……","0","115711","19200049","0","0","920"
"","91","","","","","0","19200050","","","920"
"","93","","","0","","0.5","19200051","","","920"
"1","3","","","20_kasumi_walk","0.2","115711","19200052","","","920"
"1","3","","","20_kasumi_walk","0.2","3","19200053","","","920"
"-15","2","","4.41176470588235","750","","115711","19200054","0","","920"
"-15","2","","4.41176470588235","750","","3","19200055","0","","920"
"","91","","","","","0","19200056","","","920"
"22","1","20_kasumi_walk","-750","115711","1.4875","1","19210001","-15","0","921"
"23","5","20_kasumi_walk","-750","3","1.4875","3","19210002","-15","0","921"
