69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"2300","412","40","0","0","121601","0","0","0","16","2520","76","40","6","11","6131","36","19","80"
"2550","490","40","0","0","121601","0","0","0","17","2520","82","45","6","11","6886","39","19","80"
"2800","597","40","0","0","121601","0","0","0","18","2520","85","50","6","11","7732","39","19","80"
"3095","705","40","0","0","121601","0","0","0","19","2520","89","54","6","11","8683","39","19","80"
"3290","786","40","0","0","121601","0","0","0","20","2520","95","60","6","11","9750","39","19","89"
"3480","881","40","0","0","121601","0","0","0","21","2520","102","66","6","11","10906","39","19","98"
"3825","955","40","0","0","121601","0","0","0","22","2520","108","72","6","11","12244","39","19","107"
"4410","1021","40","0","0","121601","0","0","0","23","2520","113","80","6","11","13697","39","19","107"
"5590","1075","40","0","0","121601","0","0","0","24","2520","113","80","6","11","15269","39","19","107"
"5970","1133","40","0","0","121601","0","0","0","25","2520","119","89","6","11","17012","39","19","107"
"6530","1157","40","0","0","121601","0","0","0","26","2520","125","98","6","11","18901","39","19","107"
"7120","1175","40","0","0","121601","0","0","0","27","2520","130","105","6","11","20916","39","19","107"
"7420","1196","40","0","0","121601","0","0","0","28","2520","135","110","6","11","23101","39","19","107"
"8040","1221","40","0","0","121601","0","0","0","29","2520","140","115","6","11","25414","39","19","107"
"8340","1250","40","0","0","121601","0","0","0","30","2520","145","120","6","11","27911","39","19","107"
"8960","1279","40","0","0","121601","0","0","0","31","2520","150","125","6","11","30482","39","19","107"
"9360","1308","40","0","0","121601","0","0","0","32","2520","156","131","6","11","33179","39","19","107"
"10230","1336","40","0","0","121601","0","0","0","33","2520","162","137","6","11","35969","39","19","107"
"10830","1363","40","0","0","121601","0","0","0","34","2520","168","143","6","11","38939","39","19","107"
"11800","1390","40","0","0","121601","0","0","0","35","2520","174","149","6","11","42015","39","19","107"
"12400","1417","40","0","0","121601","0","0","0","36","2520","181","156","6","11","45234","39","19","107"
"55","0","0","26","0","121901","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","121901","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","121901","0","0","0","4","100","2","14","0","0","0","0","0","0"
"360","0","10","405","0","121901","0","0","0","5","100","2","27","0","0","0","0","0","25"
"710","0","10","634","0","121901","0","0","0","6","100","4","40","0","0","0","0","0","75"
"1305","0","15","894","0","121901","0","0","0","7","100","8","54","0","0","0","0","0","110"
"1470","0","45","1255","0","121901","0","0","0","8","100","10","64","1","0","0","0","4","145"
"1880","0","45","1633","16","121901","0","0","0","9","100","15","73","2","0","0","0","9","180"
"2230","0","45","2032","34","121901","0","0","0","10","520","21","91","4","0","0","0","14","180"
"2570","0","45","2474","71","121901","0","0","5","11","620","30","101","5","0","0","0","14","196"
"2670","0","45","2998","124","121901","0","0","11","12","720","33","106","6","0","0","0","14","232"
"2810","0","45","3531","186","121901","0","0","17","13","720","38","113","6","0","0","0","16","252"
"2950","0","45","4111","262","121901","0","0","17","14","840","42","120","6","0","0","0","18","282"
"2980","0","45","4716","332","121901","0","0","17","15","960","50","129","6","0","0","0","22","292"
"3010","0","45","5389","407","121901","0","0","17","16","960","55","137","6","0","0","0","22","322"
"3010","0","45","6117","479","121901","0","0","17","17","960","59","146","6","0","0","0","22","352"
"3010","0","45","6901","568","121901","0","0","17","18","960","65","155","6","0","0","0","22","382"
"3010","0","45","7789","701","121901","0","0","17","19","960","70","162","6","0","0","0","22","382"
"3010","0","45","8710","858","121901","0","0","17","20","960","80","176","6","0","0","0","22","382"
"3010","0","45","9729","1060","121901","0","0","17","21","1060","86","184","6","0","0","0","22","382"
"3010","0","45","10926","1278","121901","0","0","17","22","1160","91","191","6","0","0","0","22","382"
"3010","0","45","12249","1462","121901","0","0","17","23","1160","97","207","6","0","0","0","22","382"
"3010","0","45","13724","1605","121901","0","0","17","24","1160","103","224","6","0","0","0","22","382"
"3010","0","45","15434","1714","121901","0","0","17","25","1160","109","232","6","0","0","0","22","382"
"3470","0","45","17274","1786","121901","0","0","17","26","1160","115","241","6","0","0","0","22","382"
"3470","0","45","19309","1831","121901","0","0","17","27","1160","121","249","6","0","0","0","22","382"
"3470","0","45","21507","1863","121901","0","0","17","28","1160","126","254","6","0","0","0","22","382"
"3930","0","45","23829","1896","121901","0","0","17","29","1160","130","258","6","0","0","0","22","382"
"3930","0","45","26350","1930","121901","0","0","17","30","1160","134","262","6","0","0","0","22","382"
"4390","0","45","28929","1964","121901","0","0","17","31","1160","138","266","6","0","0","0","22","382"
"4390","0","45","31671","1998","121901","0","0","17","32","1160","142","270","6","0","0","0","22","382"
"4890","0","45","34504","2031","121901","0","0","17","33","1160","146","274","6","0","0","0","22","382"
"5390","0","45","37486","2063","121901","0","0","17","34","1160","150","278","6","0","0","0","22","382"
"5390","0","45","40673","2095","121901","0","0","17","35","1160","154","282","6","0","0","0","22","382"
"5390","0","45","43972","2127","121901","0","0","17","36","1160","158","286","6","0","0","0","22","382"
"15","0","0","0","0","122001","0","0","0","2","50","3","0","0","0","32","0","0","0"
"105","0","0","0","0","122001","0","0","0","3","100","5","0","0","0","109","0","0","0"
"255","0","0","0","0","122001","0","0","0","4","160","6","1","0","0","256","0","0","10"
"500","0","10","0","0","122001","0","0","0","5","160","9","2","0","0","473","0","0","30"
"825","0","10","0","0","122001","0","0","0","6","340","17","4","0","0","763","0","0","30"
"1205","0","10","0","0","122001","0","0","0","7","810","23","6","0","0","1102","0","0","30"
"1725","0","10","0","0","122001","0","0","0","8","1045","31","8","0","0","1485","0","0","30"
"2045","10","10","0","0","122001","0","0","0","9","1045","40","10","0","0","1932","0","5","55"
"2195","50","20","0","0","122001","0","0","0","10","1045","47","16","0","0","2434","0","10","55"
"2355","88","30","0","0","122001","0","0","0","11","1045","51","21","2","2","2956","11","10","55"
"2725","130","30","0","0","122001","0","0","0","12","1045","57","25","4","2","3486","22","16","55"
"2915","185","30","0","0","122001","0","0","0","13","1045","65","31","6","2","4034","33","19","80"
"2975","266","30","0","0","122001","0","0","0","14","1145","70","35","6","2","4675","33","22","105"
"3035","342","30","0","0","122001","0","0","0","15","1245","76","42","6","2","5350","33","22","117"
"3035","411","30","0","0","122001","0","0","0","16","1345","82","45","6","2","6081","41","22","117"
"3285","489","30","0","0","122001","0","0","0","17","1495","89","51","6","2","6817","44","22","117"
"3535","588","30","0","0","122001","0","0","0","18","1495","95","56","6","4","7639","44","22","117"
"3830","696","30","0","0","122001","0","0","0","19","1495","99","60","6","4","8590","44","22","117"
"4025","777","30","0","0","122001","0","0","0","20","1495","105","66","6","4","9657","44","22","126"
"4215","872","30","0","0","122001","0","0","0","21","1495","112","72","6","4","10813","44","22","135"
"4560","946","30","0","0","122001","0","0","0","22","1495","118","78","6","4","12151","44","22","144"
"5145","1034","30","0","0","122001","0","0","0","23","1495","129","87","6","4","13558","44","22","144"
"5800","1110","30","0","0","122001","0","0","0","24","1495","139","100","6","4","15064","44","22","144"
"6180","1185","30","0","0","122001","0","0","0","25","1495","150","114","6","4","16749","44","22","144"
"6420","1218","30","0","0","122001","0","0","0","26","1495","158","127","6","4","18639","44","22","144"
"6690","1245","30","0","0","122001","0","0","0","27","1495","165","136","6","4","20665","44","22","144"
"6990","1266","30","0","0","122001","0","0","0","28","1495","170","141","6","4","22850","44","22","144"
"7610","1291","30","0","0","122001","0","0","0","29","1495","175","146","6","4","25163","44","22","144"
"7910","1320","30","0","0","122001","0","0","0","30","1495","180","151","6","4","27660","44","22","144"
"8735","1349","30","0","0","122001","0","0","0","31","1495","180","151","6","4","30258","44","22","144"
"9135","1378","30","0","0","122001","0","0","0","32","1495","186","157","6","4","32955","44","22","144"
"10005","1406","30","0","0","122001","0","0","0","33","1495","192","163","6","4","35745","44","22","144"
"10605","1433","30","0","0","122001","0","0","0","34","1495","198","169","6","4","38715","44","22","144"
"11575","1460","30","0","0","122001","0","0","0","35","1495","204","175","6","4","41791","44","22","144"
"12175","1487","30","0","0","122001","0","0","0","36","1495","211","182","6","4","45010","44","22","144"
"50","0","0","0","0","122101","0","0","0","2","100","3","2","0","0","14","0","0","0"
"140","0","0","0","0","122101","0","0","0","3","205","5","3","0","0","74","0","0","10"
"315","0","5","0","0","122101","0","0","0","4","370","8","6","0","0","179","0","0","40"
"615","0","10","0","0","122101","0","0","0","5","620","15","12","0","0","335","0","0","65"
"1030","0","10","0","0","122101","0","0","0","6","1155","25","22","0","0","539","0","0","65"
"1235","0","10","0","0","122101","0","0","0","7","2230","33","31","0","0","820","0","0","65"
"1735","0","10","0","0","122101","0","0","0","8","2675","48","45","0","0","1112","0","4","65"
"2025","25","25","0","0","122101","0","0","0","9","2795","57","62","0","5","1455","0","13","65"
"2525","60","25","0","0","122101","0","0","0","10","2975","71","83","0","5","1796","5","22","65"
"2925","101","35","0","0","122101","0","0","0","11","3285","78","99","0","5","2225","10","24","65"
"3295","134","35","0","0","122101","0","0","0","12","3345","84","114","2","5","2685","25","29","65"
"3585","170","37","0","0","122101","0","0","0","13","3345","102","139","4","7","3085","38","31","65"
"3665","205","37","0","0","122101","0","0","2","14","3345","121","159","6","7","3581","41","31","90"
"3665","244","37","0","0","122101","0","0","2","15","3445","142","180","6","7","4126","44","31","102"
"3715","272","37","0","0","122101","0","0","2","16","3445","171","196","6","7","4706","49","31","102"
"3775","323","37","0","0","122101","0","0","2","17","3595","194","217","6","10","5302","52","31","102"
"3825","386","37","0","0","122101","0","0","2","18","3595","222","249","6","12","5918","52","31","102"
"3825","446","37","0","0","122101","0","0","2","19","3690","251","291","6","12","6605","52","31","102"
"3955","494","37","0","0","122101","0","0","2","20","3690","279","341","6","12","7373","52","31","102"
"4165","543","37","0","0","122101","0","0","2","21","3690","312","400","6","12","8163","52","31","102"
"4570","610","37","0","0","122101","0","0","2","22","3690","345","448","6","12","9160","52","31","102"
"4570","672","37","0","0","122101","0","0","2","23","3690","381","498","6","12","10315","52","31","102"
"5185","729","37","0","0","122101","0","0","2","24","3690","409","540","6","12","11598","52","31","102"
"5480","805","37","0","0","122101","0","0","2","25","3690","448","593","6","12","12957","52","31","102"
"6460","846","37","0","0","122101","0","0","2","26","3690","474","628","6","12","14559","52","31","102"
"7005","880","37","0","0","122101","0","0","2","27","3690","508","669","6","12","16257","52","31","102"
"7625","908","37","0","0","122101","0","0","2","28","3690","546","709","6","12","18064","52","31","102"
"7885","939","37","0","0","122101","0","0","2","29","3690","563","726","6","12","20296","52","31","102"
"7885","980","37","0","0","122101","0","0","2","30","3690","576","739","6","12","22740","52","31","102"
"7885","1021","37","0","0","122101","0","0","2","31","3690","589","752","6","12","25294","52","31","102"
"7885","1062","37","0","0","122101","0","0","2","32","3690","602","765","6","12","27959","52","31","102"
"7885","1101","37","0","0","122101","0","0","2","33","3690","616","779","6","12","30762","52","31","102"
"7885","1139","37","0","0","122101","0","0","2","34","3690","630","793","6","12","33713","52","31","102"
"7885","1177","37","0","0","122101","0","0","2","35","3690","644","807","6","12","36812","52","31","102"
"7885","1215","37","0","0","122101","0","0","2","36","3690","659","822","6","12","40014","52","31","102"
"110","0","0","0","0","122201","0","0","0","2","25","2","0","0","0","25","0","0","0"
"380","0","0","0","0","122201","0","0","0","3","75","5","1","0","0","76","0","0","0"
"845","0","0","0","0","122201","0","0","0","4","105","9","2","0","0","181","0","0","5"
"1385","0","10","0","0","122201","0","0","0","5","105","14","4","0","3","330","0","0","25"
"2250","0","10","0","0","122201","0","0","0","6","195","25","6","0","3","540","0","0","40"
"3220","0","10","0","0","122201","0","0","0","7","665","37","8","0","3","787","0","0","40"
"4110","0","10","0","0","122201","0","0","0","8","900","45","10","0","3","1119","0","0","55"
"4665","20","10","0","0","122201","0","0","0","9","900","54","12","0","3","1512","0","9","95"
"4875","50","20","0","0","122201","0","0","0","10","900","60","18","5","3","1968","0","18","110"
"5295","98","30","0","0","122201","0","0","0","11","900","64","23","7","5","2431","13","22","110"
"6045","130","30","0","0","122201","0","0","0","12","900","70","27","9","5","2916","29","25","110"
"6575","163","30","0","0","122201","0","0","0","13","900","76","33","9","5","3446","45","25","143"
"6995","214","30","0","0","122201","0","0","0","14","900","81","37","9","5","4064","48","25","176"
"7355","280","30","0","0","122201","0","0","0","15","900","87","43","9","5","4715","48","25","196"
"7655","374","30","0","0","122201","0","0","0","16","900","95","45","9","5","5417","51","25","196"
"7905","472","30","0","0","122201","0","0","0","17","900","101","49","9","5","6166","54","25","196"
"8250","610","30","0","0","122201","0","0","0","18","900","104","54","9","5","6984","54","25","196"
"8635","745","30","0","0","122201","0","0","0","19","900","113","61","9","5","7870","54","25","196"
"9115","885","30","0","0","122201","0","0","0","20","900","126","66","9","5","8852","54","25","196"
"9475","1036","30","0","0","122201","0","0","0","21","900","132","71","9","5","9978","54","25","196"
"9745","1180","30","0","0","122201","0","0","0","22","900","143","79","9","5","11262","54","25","196"
"10130","1269","30","0","0","122201","0","0","0","23","900","148","87","9","5","12726","54","25","196"
"11100","1346","30","0","0","122201","0","0","0","24","900","148","87","9","5","14310","54","25","196"
"11470","1423","30","0","0","122201","0","0","0","25","900","154","96","9","5","16045","54","25","196"
