066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"0","1","0","11","918","0","8","110111","0.5","19180033","但是，我也是老師，\n明明應該要去教導人才對……"
"","","","91","918","","","0","","19180034",""
"","","","93","918","","","0.5","","19180035","0"
"1","18_misato_talk_loop","0.1","3","918","0.1","0","113511","","19180036","18_misato_talk_in"
"","0","","21","918","","","vo_fpc","","19180037","vo_fpc_21804"
"0","1","0","11","918","0","8","113511","0.5","19180038","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。"
"","","","91","918","","","0","","19180039",""
"","","","93","918","","","0.5","","19180040","0"
"","0","","21","918","","","vo_fpc","","19180041","vo_fpc_21805"
"0","1","0","11","918","0","8","113511","0.5","19180042","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？"
"","","","91","918","","","0","","19180043",""
"","","","93","918","","","0.5","","19180044","0"
"1","18_io_guts_loop","0.1","3","918","0.1","0","110111","","19180045","18_io_guts_in"
"","0","","21","918","","","vo_fpc","","19180046","vo_fpc_21806"
"0","1","0","11","918","0","10","110111","0.5","19180047","美里老師……\n我會加油的！\n不管是教課，還是游泳……"
"","","","91","918","","","0","","19180048",""
"","","","93","918","","","0.5","","19180049","0"
"1","18_io_flutterKick2_loop","0.1","3","918","0.1","0","110111","","19180050","18_io_flutterKick2_in"
"","1.8552036199095","","2","918","","-180","110111","","19180051","300"
"","1.8552036199095","","33","918","","-180","42","","19180052","300"
"","1.8552036199095","","33","918","","-180","12","","19180053","300"
"","","","32","918","","","42","","19180054","0"
"","","","32","918","","","12","","19180055","1"
"","","","93","918","","","1","","19180056","0"
"1","18_misato_talk2_loop","0.1","3","918","0.1","0","113511","","19180057","18_misato_talk2_in"
"","","","91","918","","","19180051","","19180058",""
"","3.23529411764706","","2","918","","-180","110111","","19180059","850"
"","3.23529411764706","","33","918","","-180","42","","19180060","850"
"","3.23529411764706","","33","918","","-180","12","","19180061","850"
"","","","32","918","","","42","","19180062","1"
"","","","32","918","","","12","","19180063","0"
"1","18_misato_surprise_loop","0.1","3","918","0.1","0","113511","","19180064","18_misato_surprise_in"
"1","18_io_accident_loop","0.1","3","918","0.1","0","110111","","19180065","18_io_accident_in"
"","0","","21","918","","","vo_fpc","","19180066","vo_fpc_21807"
"0","1","0","11","918","0","10","110111","0.5","19180067","呀！我的泳裝！"
"","","","91","918","","","0","","19180068",""
"","","","93","918","","","0.5","","19180069","0"
"","0","","21","918","","","vo_fpc","","19180070","vo_fpc_21808"
"0","1","0","11","918","0","9","113511","0.5","19180071","伊緒老師！？\n哎呀哎呀～！"
"","","","91","918","","","0","","19180072",""
"","","","93","918","","","0.5","","19180073","0"
"1","cmn_swm_breastStroke","0","3","918","0.1","0","113511","","19180074","18_misato_breastStroke_in"
"","","","32","918","","","41","","19180075","0"
"","","","32","918","","","11","","19180076","1"
"","3.61990950226244","","2","918","","-180","113511","","19180077","850"
"","3.61990950226244","","33","918","","-180","11","","19180078","850"
"","","","91","918","","","19180059","","19180079",""
"","","","91","918","","","19180077","","19180080",""
"-180","-850","1.75","1","919","0","22","1","19_nozomi_float","19190001","117211"
"-180","-1150","1.75","1","919","0","22","1","19_suzuna_float","19190002","110011"
"-15","-750","1.4875","1","919","0","12","1","19_tsumugi_search","19190003","117411"
"1","-180","1","31","919","","-820","6","","19190004","61"
"1","-180","1","31","919","","-850","121","","19190005","1211"
"1","-180","0","31","919","","150","122","","19190006","1221"
"1","-180","1","31","919","","-1150","6","","19190007","62"
"1","-180","1","31","919","","-1180","121","","19190008","1212"
"1","-180","0","31","919","","-180","122","","19190009","1222"
"","","","13","919","","","117211","","19190010","45"
"","","","13","919","","","110011","","19190011","45"
"","","","13","919","","","117411","","19190012","45"
"","","","23","919","","1","se_10053800","","19190013","se_fpc_water_random"
"","","","13","919","","","117411","","19190014","49"
"","","","91","919","","","19190012","","19190015","0"
"","9.92647058823529","","2","919","","-15","117411","","19190016","330"
"","","","93","919","","","3.5","","19190017","0"
"","0","","21","919","","","vo_fpc","","19190018","vo_fpc_21900"
"0","1","0","11","919","0","10","117411","0.5","19190019","小望跑去哪裡了啊？\n我想到新服裝的點子了說……"
"","","","91","919","","","0","","19190020",""
"","","","93","919","","","0.5","","19190021","0"
"","","","91","919","","","19190016","","19190022",""
"","","0.1","3","919","","1","117211","","19190023","19_nozomi_float"
"1","19_tsumugi_notice_loop","0.1","3","919","0.1","0","117411","","19190024","19_tsumugi_notice_in"
"","","","93","919","","","0.2","","19190025","0"
"","0","","21","919","","","vo_fpc","","19190026","vo_fpc_21901"
"0","1","0","11","919","0","9","117411","0.5","19190027","哎呀？那是……上游有什麼\n發光的東西……"
"","","","91","919","","","0","","19190028",""
"","","","93","919","","","0.5","","19190029","0"
"12","7.35294117647059","","2","919","","-180","117211","","19190030","150"
"12","7.35294117647059","","33","919","","-180","61","","19190031","180"
"12","7.35294117647059","","33","919","","-180","1211","","19190032","150"
"12","7.35294117647059","","2","919","","-180","110011","","19190033","-150"
"12","7.35294117647059","","33","919","","-180","62","","19190034","-150"
"12","7.35294117647059","","33","919","","-180","1212","","19190035","-180"
"","","","93","919","","","2","","19190036","0"
"1","19_tsumugi_dazzled_loop","0.1","3","919","0.1","0","117411","","19190037","19_tsumugi_dazzled_in"
"","","","91","919","","","19190030","","19190038",""
"","0","","21","919","","","vo_fpc","","19190039","vo_fpc_21902"
"0","1","-30","11","919","0","6","117211","0.5","19190040","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！"
"","","","91","919","","","0","","19190041",""
"","","","93","919","","","0.5","","19190042","0"
"","0","","21","919","","","vo_fpc","","19190043","vo_fpc_21903"
"0","1","0","11","919","0","10","110011","0.5","19190044","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！"
"","","","91","919","","","0","","19190045",""
"","","","93","919","","","0.5","","19190046","0"
"","0","","21","919","","","vo_fpc","","19190047","vo_fpc_21904"
"0","1","0","11","919","0","8","117411","0.5","19190048","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？"
"","","","91","919","","","0","","19190049",""
"","","","93","919","","","0.5","","19190050","0"
"","0","","33","919","","-180","61","","19190051","150"
"","0","","33","919","","-180","1211","","19190052","120"
"","","","4","919","","","117211","","19190053","1"
"1","19_nozomi_float","","3","919","0.1","0","117211","","19190054","19_nozomi_notice_float"
"","0","","21","919","","","vo_fpc","","19190055","vo_fpc_21905"
"0","1","-30","11","919","0","8","117211","0.5","19190056","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！"
"","","","91","919","","","0","","19190057",""
"","","","93","919","","","0.5","","19190058","0"
"","0","","21","919","","","vo_fpc","","19190059","vo_fpc_21906"
"0","1","0","11","919","0","7","110011","0.5","19190060","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！"
"","","","91","919","","","0","","19190061",""
"","","","93","919","","","0.5","","19190062","0"
"","0","","33","919","","-180","61","","19190063","180"
"","0","","33","919","","-180","1211","","19190064","150"
"","","","4","919","","","117211","","19190065","0"
"1","19_nozomi_float","","3","919","0.1","0","117211","","19190066","19_nozomi_notice_float"
"","0","","21","919","","","vo_fpc","","19190067","vo_fpc_21907"
"0","1","-30","11","919","0","8","117211","0.5","19190068","我也不能輸呢♪\n必須要更加更加閃耀才行！"
"","","","91","919","","","0","","19190069",""
"","","","93","919","","","0.5","","19190070","0"
"1","19_nozomi_pose_loop","0.1","3","919","0.1","0","117211","","19190071","19_nozomi_pose_in"
"","","","32","919","","","1221","","19190072","1"
"","","","32","919","","","1211","","19190073","0"
"","","","93","919","","","1.5","","19190074","0"
"","0","","21","919","","","vo_fpc","","19190075","vo_fpc_21908"
"0","1","0","11","919","0","9","110011","0.5","19190076","人家也要繼續嗨囉──！\n嗯～哈──！！"
"","","","91","919","","","0","","19190077",""
"","","","93","919","","","0.5","","19190078","0"
"1","19_suzuna_pose_loop","0.1","3","919","0.1","0","110011","","19190079","19_suzuna_pose_in"
"","","","32","919","","","1222","","19190080","1"
"","","","32","919","","","1212","","19190081","0"
"","","","93","919","","","1.5","","19190082","0"
"","7.35294117647059","","2","919","","-180","117211","","19190083","1150"
"","7.35294117647059","","33","919","","-180","61","","19190084","1180"
"","7.35294117647059","","33","919","","-180","1221","","19190085","1150"
"","7.35294117647059","","2","919","","-180","110011","","19190086","850"
"","7.35294117647059","","33","919","","-180","62","","19190087","850"
"","7.35294117647059","","33","919","","-180","1222","","19190088","820"
"","0","","21","919","","","vo_fpc","","19190089","vo_fpc_21909"
"0","1","0","11","919","0","7","117411","0.5","19190090","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！"
"","","","91","919","","","0","","19190091",""
"","","","93","919","","","0.5","","19190092","0"
"","","","91","919","","","19190083","","19190093",""
"1","19_tsumugi_run_loop","0.1","3","919","0.1","0","117411","","19190094","19_tsumugi_run_in"
"","","","93","919","","","0.3","","19190095","0"
"","1.46188652975983","","2","919","","-15","117411","","19190096","750"
"","","","91","919","","","19190096","","19190097",""
"-15","-750","1.4875","1","920","0","22","1","20_kasumi_walk","19200001","115711"
"-15","-750","1.4875","5","920","0","23","3","20_kasumi_walk","19200002","3"
"","","","23","920","","1","se_10053800","","19200003","se_fpc_water_random"
"","","","91","920","","","19200002","","19200004",""
"0","4.41176470588235","","2","920","","-15","115711","","19200005","0"
"0","4.41176470588235","","2","920","","-15","3","","19200006","0"
"","","","91","920","","","0","","19200007",""
"","","0.3","3","920","","1","115711","","19200008","20_kasumi_talk"
"","","0.3","3","920","","1","3","","19200009","20_kasumi_talk"
"","0","","21","920","","0","vo_fpc","","19200010","vo_fpc_22000"
"0","1","0","11","920","0","8","115711","0.5","19200011","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」"
"","","","91","920","","","0","","19200012",""
"","","","93","920","","","0.5","","19200013","0"
"1","20_kasumi_cool_surprise","0.2","3","920","0","0","115711","","19200014","20_kasumi_cool_in"
"1","20_kasumi_cool_loop","0.2","3","920","0","0","3","","19200015","20_kasumi_cool_in"
"","0","","21","920","","0","vo_fpc","","19200016","vo_fpc_22001"
"0","1","0","11","920","0","8","115711","0.5","19200017","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……"
"","","","91","920","","","0","","19200018",""
"","","","93","920","","","0.5","","19200019","0"
"","0","","21","920","","0","vo_fpc","","19200020","vo_fpc_22002"
"0","1","0","11","920","0","10","115711","0.5","19200021","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。"
"","","","91","920","","","0","","19200022",""
"","","","93","920","","","0.5","","19200023","0"
"1","20_kasumi_cool_anger","0.2","3","920","0","0","115711","","19200024","20_kasumi_cool_anger_in"
"1","20_kasumi_cool_loop","0.2","3","920","0","0","3","","19200025","20_kasumi_cool_anger_in"
"","0","","21","920","","0","vo_fpc","","19200026","vo_fpc_22003"
"0","1","0","11","920","0","9","115711","0.5","19200027","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。"
"","","","91","920","","","0","","19200028",""
"","","","93","920","","","0.5","","19200029","0"
"1","20_kasumi_approach_loop","0.1","3","920","0","0","115711","","19200030","20_kasumi_approach_in"
"1","20_kasumi_approach_loop","0.1","3","920","0","0","3","","19200031","20_kasumi_approach_in"
"","0","","21","920","","0","vo_fpc","","19200032","vo_fpc_22004"
"0","1","0","11","920","0","9","115711","0.5","19200033","從以上的情報中能夠進行\n犯罪側寫的犯人是……"
"","","","91","920","","","0","","19200034",""
"","","","93","920","","","0.5","","19200035","0"
"1","20_kasumi_doya_loop","0.1","3","920","0","0","115711","","19200036","20_kasumi_doya_in"
"1","20_kasumi_doya_loop","0.1","3","920","0","0","3","","19200037","20_kasumi_doya_in"
"","0","","21","920","","0","vo_fpc","","19200038","vo_fpc_22005"
"0","1","0","11","920","0","8","115711","0.5","19200039","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……"
"","","","91","920","","","0","","19200040",""
"","","","93","920","","","0.5","","19200041","0"
"","0","","21","920","","0","vo_fpc","","19200042","vo_fpc_22006"
"0","1","0","11","920","0","8","115711","0.5","19200043","一個人吃光也不會心痛，\n以自我為中心的精神結構……"
"","","","91","920","","","0","","19200044",""
"","","","93","920","","","0.5","","19200045","0"
"","","0.2","3","920","","1","115711","","19200046","20_kasumi_thinking"
"","","0.2","3","920","","1","3","","19200047","20_kasumi_thinking"
"","0","","21","920","","0","vo_fpc","","19200048","vo_fpc_22007"
"0","1","0","11","920","0","7","115711","0.5","19200049","究竟那樣的人物\n是真實存在的嗎……"
"","","","91","920","","","0","","19200050",""
"","","","93","920","","","0.5","","19200051","0"
"","","0.2","3","920","","1","115711","","19200052","20_kasumi_walk"
"","","0.2","3","920","","1","3","","19200053","20_kasumi_walk"
"0","4.41176470588235","","2","920","","-15","115711","","19200054","750"
"0","4.41176470588235","","2","920","","-15","3","","19200055","750"
"","","","91","920","","","0","","19200056",""
"-15","-750","1.4875","1","921","0","22","1","20_kasumi_walk","19210001","115711"
"-15","-750","1.4875","5","921","0","23","3","20_kasumi_walk","19210002","3"
"","","","23","921","","1","se_10053800","","19210003","se_fpc_water_random"
"","","","91","921","","","19210002","","19210004",""
"0","4.41176470588235","","2","921","","-15","115711","","19210005","0"
"0","4.41176470588235","","2","921","","-15","3","","19210006","0"
"","","","91","921","","","0","","19210007",""
"","","0.3","3","921","","1","115711","","19210008","20_kasumi_talk"
"","","0.3","3","921","","1","3","","19210009","20_kasumi_talk"
"","0","","21","921","","0","vo_fpc","","19210010","vo_fpc_22100"
