10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"70","3000","1","0","0","0","0","2","0","","213200102","0","1","0","1","0","3","1","70","","1"
"0","-1","17","100","0","0","0","3","0","","213200201","0","2","0","8","0","7","1","0","","1"
"1","3000","10","1","0","0","0","2","0","","213200202","0","2","0","21","90","3","99","0","","1"
"1","3000","10","1","0","0","0","2","0","","213200203","0","2","0","41","90","3","99","0","","1"
"1","0","17","100","0","0","0","1","0","","213200301","0","2","0","3","0","7","1","0","","1"
"0","0","54","90","0","0","0","1","0","","213200302","0","2","0","0","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","2","0","","213300101","0","1","0","0","0","3","1","0","","1"
"70","3000","1","0","0","0","0","2","0","","213300102","0","1","0","1","0","3","1","70","","1"
"0","400","92","0.5","0","0","0","2","0","","213400101","0","1","0","0","0","3","99","0","","1"
"1","400","1","0","0","0","0","2","0","","213400102","0","1","0","2","0","3","99","1","","1"
"4","400","9","2.25","0","0","0","2","0","","213400103","0","1","0","2","0","3","99","2.25","","1"
"0","3000","92","0.5","0","0","0","2","0","","213500101","0","1","0","0","0","3","1","0","","1"
"5","3000","1","0","0","0","0","2","0","","213500102","0","1","0","1","0","3","1","0","","1"
"0","0","17","100","0","0","0","3","0","","213500201","0","2","0","4","0","7","1","0","","1"
"0","0","24","0","0","0","0","3","0","","213500202","0","2","0","1","0","7","1","1","","1"
"0","0","2","-300","0","0","0","3","0","","213500203","0","2","0","7","0","7","1","0","","1"
"1000","2160","3","100","0","0","0","1","0","","213500204","0","1","0","3","0","3","99","0","","1"
"0","0","54","90","0","0","0","1","0","","213600101","0","2","0","0","0","7","1","0","","1"
"99","3000","35","99","0","4","0","3","0","","213600201","0","2","0","1","4","24","1","85","","1"
"0","0","54","90","0","0","0","1","0","","213601101","0","2","0","0","0","7","1","0","","1"
"99","3000","35","99","0","3","0","3","0","","213601201","0","2","0","1","3","24","1","85","","1"
"0","150","92","0.5","0","0","0","1","0","","213700101","0","1","0","0","0","2","1","0","","1"
"1","150","1","1","0","0","0","1","0","","213700102","0","1","0","1","0","2","1","1","","1"
"0","-1","10","2","0","0","0","2","1","","213700103","0","1","0","21","10","1","0","10","","1"
"0","-1","10","2","0","0","0","2","1","","213700104","0","1","0","41","10","1","0","10","","1"
"0","2160","92","0.5","0","0","0","1","0","","213800101","0","1","0","0","0","3","1","0","","1"
"1","2160","1","1","0","0","0","1","0","","213800102","0","1","0","1","0","3","1","1","","1"
"90","0","8","1.25","0","0","0","3","0","","213800103","0","2","0","2","0","7","1","0","","1"
"0","750","92","0.5","0","0","0","1","0","","213900101","0","1","0","0","0","2","1","0","","1"
"1","750","1","1","0","0","0","1","0","","213900102","0","1","0","1","0","2","1","1","","1"
"1","750","8","0","0","0","0","1","0","","213900103","0","1","0","7","0","1","1","0","","1"
"0","2160","92","0.5","0","0","0","2","0","","214000101","0","1","0","0","0","3","2","0","","1"
"1","2160","1","1","0","0","0","2","0","","214000102","0","1","0","2","0","3","2","1","","1"
"0","3000","92","0.5","0","0","0","2","0","","214100101","0","1","0","0","0","3","1","0","","1"
"70","3000","1","0","0","0","0","2","0","","214100102","0","1","0","1","0","3","1","70","","1"
"0","3000","92","0.5","0","0","0","2","0","","214200101","0","1","0","0","0","3","1","0","","1"
"1","3000","1","1","0","0","0","2","0","","214200102","0","1","0","1","0","1","1","1","","1"
"4","0","9","25","0","0","0","3","0","","214200103","0","1","0","1","0","1","1","5","","1"
"0","800","92","0.5","0","0","0","1","0","","214300101","0","1","0","0","0","2","1","0","","1"
"0.5","800","1","0","0","0","0","1","0","","214300102","0","1","0","2","0","1","1","0","","1"
"6","800","8","0.5","0","0","0","1","0","","214300103","0","1","0","1","0","1","0","0","","1"
"0","450","92","0.5","0","0","0","3","0","","214400101","0","1","0","0","0","6","1","0","","1"
"1","450","1","1","0","0","0","3","0","","214400102","0","1","0","2","0","6","1","1","","1"
"3","-1","8","0","0","0","0","3","0","","214400103","0","1","0","5","0","1","1","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501401","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501501","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501601","0","2","0","41","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501701","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214501801","0","2","0","41","0","7","99","0","","1"
"0","3000","48","1000","0","3","90","3","1","","214501901","0","1","0","2","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502001","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502201","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502301","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502401","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502501","0","2","0","41","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502601","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214502701","0","2","0","41","0","7","99","0","","1"
"0","3000","48","1500","0","3","90","3","1","","214502801","0","1","0","2","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214502901","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214503001","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214503101","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214503201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214503301","0","2","0","21","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","214503401","0","1","0","1","0","3","99","0","","1"
"1","3000","21","15","0","0","0","3","0","","214503501","0","1","0","7","0","3","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214503601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214503701","0","2","0","21","0","7","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214503801","0","2","0","41","0","7","99","0","","1"
"90","3000","38","35","1","2","3000","3","0","","214503901","0","1","0","10","0","3","99","0","","1"
"90","-1","38","20","1","2","3000","3","0","","214504001","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214504101","0","2","0","31","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214504201","0","2","0","31","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214504301","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214504401","0","2","0","41","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214504501","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214504601","0","1","0","30","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214504701","0","2","0","31","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214504801","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214504901","0","1","0","30","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214505001","0","2","0","31","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214505101","0","2","0","31","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214505201","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214505301","0","2","0","41","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214505401","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214505501","0","1","0","30","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214505601","0","2","0","31","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214505701","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214505801","0","1","0","30","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214505901","0","2","0","31","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214506001","0","2","0","31","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214506101","0","2","0","21","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214506201","0","2","0","41","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214506301","0","2","0","31","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","214506401","0","1","0","1","0","3","99","0","","1"
"1","3000","21","15","0","0","0","3","0","","214506501","0","1","0","7","0","3","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214506601","0","2","0","21","0","7","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214506701","0","2","0","41","0","7","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214506801","0","2","0","31","0","7","99","0","","1"
"0","3000","48","3000","0","3","90","3","1","","214506901","0","1","0","2","0","3","99","0","","1"
"0","3000","48","30","0","4","90","3","1","","214507001","0","1","0","2","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214507101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214507201","0","2","0","31","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214507301","0","2","0","31","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214507401","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214507501","0","1","0","30","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214507601","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214507701","0","2","0","31","0","7","99","0","","1"
"0","3000","48","1000","0","3","90","3","1","","214507801","0","1","0","2","0","3","99","0","","1"
"0","3000","48","5","0","4","90","3","1","","214507901","0","1","0","2","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214508001","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214508101","0","2","0","31","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214508201","0","2","0","31","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214508301","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214508401","0","1","0","30","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214508501","0","2","0","11","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214508601","0","2","0","31","0","7","99","0","","1"
"0","3000","48","1500","0","3","90","3","1","","214508701","0","1","0","2","0","3","99","0","","1"
"0","3000","48","10","0","4","90","3","1","","214508801","0","1","0","2","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214508901","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214509001","0","2","0","31","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214509101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214509201","0","2","0","31","0","7","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","214509301","0","1","0","10","0","3","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","214509401","0","1","0","1","0","3","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214509501","0","2","0","11","0","7","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214509601","0","2","0","31","0","7","99","0","","1"
"0","3000","48","2000","0","3","90","3","1","","214509701","0","1","0","2","0","3","99","0","","1"
"0","3000","48","15","0","4","90","3","1","","214509801","0","1","0","2","0","3","99","0","","1"
"1","3000","21","15","0","0","0","3","0","","214509901","0","1","0","7","0","3","99","0","","1"
"90","-1","38","50","1","2","3000","3","0","","214510001","0","2","0","31","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214601101","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214601201","0","2","0","21","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214601301","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214601401","0","1","0","30","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214601501","0","2","0","21","0","7","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214601601","0","1","0","10","0","3","99","0","","1"
"90","3000","38","3","1","2","3000","3","0","","214601701","0","1","0","30","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214601801","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214601901","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214602001","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214602101","0","2","0","21","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214602201","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214602301","0","1","0","30","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214602401","0","2","0","21","0","7","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214602501","0","1","0","10","0","3","99","0","","1"
"90","3000","38","5","1","2","3000","3","0","","214602601","0","1","0","30","0","3","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214602701","0","2","0","21","0","7","99","0","","1"
"90","-1","38","5","1","2","3000","3","0","","214602801","0","2","0","21","0","7","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","214602901","0","1","0","10","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","214603001","0","1","0","10","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","214603101","0","1","0","10","0","3","99","0","","1"
"90","3000","38","10","1","2","3000","3","0","","214603201","0","1","0","30","0","3","99","0","","1"
"90","-1","38","10","1","2","3000","3","0","","214603301","0","2","0","21","0","7","99","0","","1"
"0","3000","16","150","0","0","0","3","0","","214603401","0","1","0","1","0","3","99","0","","1"
"1","3000","21","15","0","0","0","3","0","","214603501","0","1","0","7","0","3","99","0","","1"
"90","3000","38","15","1","2","3000","3","0","","214603601","0","1","0","10","0","3","99","0","","1"
"90","3000","38","15","1","2","3000","3","0","","214603701","0","1","0","10","0","3","99","0","","1"
"90","-1","38","15","1","2","3000","3","0","","214603801","0","2","0","21","0","7","99","0","","1"
"15","-1","8","0","0","0","1","3","0","","214603901","0","2","0","14","0","3","99","0","","1"
"90","-1","38","50","1","2","3000","3","0","","214604001","0","2","0","21","0","7","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","214604101","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","214604201","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","214604301","0","1","0","1","0","3","99","0","","1"
"0","3000","16","250","0","0","0","3","0","","214604401","0","1","0","1","0","3","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605101","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605201","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605301","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605401","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605501","0","2","0","21","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605601","0","2","0","41","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605701","0","2","0","11","0","7","99","0","","1"
"90","-1","38","3","1","2","3000","3","0","","214605801","0","2","0","11","0","7","99","0","","1"
