1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"60","8","10079037","91002","71079018"
"2","2","10079038","22002","71079018"
"60","8","10079039","91002","71079019"
"2","2","10079040","22002","71079019"
"60","8","10079041","91002","71079020"
"2","2","10079042","22002","71079020"
"50000","12","10079043","94002","71079021"
"100000","12","10079044","94002","71079022"
"150000","12","10079045","94002","71079023"
"200000","12","10079046","94002","71079024"
"50","8","10079047","91002","71079025"
"1","2","10079048","31014","71079026"
"1","2","10079049","31014","71079027"
"1","2","10079050","31014","71079028"
"1","2","10079051","31014","71079029"
"1","2","10079052","31014","71079030"
"4","2","10079053","31014","71079031"
"30","2","10079054","60782","81079001"
"20000","12","10079055","94002","81079001"
"30","2","10079056","60782","81079002"
"20000","12","10079057","94002","81079002"
"1","2","10079058","31014","81079003"
"25","8","10079059","91002","81079003"
"30","2","10079060","60782","81079004"
"20000","12","10079061","94002","81079004"
"30","2","10079062","60782","81079005"
"20000","12","10079063","94002","81079005"
"1","2","10079064","31014","81079006"
"25","8","10079065","91002","81079006"
"40","2","10079066","60782","81079007"
"20000","12","10079067","94002","81079007"
"40","2","10079068","60782","81079008"
"20000","12","10079069","94002","81079008"
"1","2","10079070","31014","81079009"
"25","8","10079071","91002","81079009"
"50","8","10079072","91002","81079010"
"1","7","10079073","2801","71079032"
"1","7","10079074","2802","71079033"
"5","2","10080001","60792","61080001"
"50","2","10080002","60793","61080001"
"5","2","10080003","60792","61080002"
"50","2","10080004","60793","61080002"
"30","8","10080005","91002","71080001"
"1","2","10080006","22002","71080001"
"30","8","10080007","91002","71080002"
"1","2","10080008","22002","71080002"
"30","8","10080009","91002","71080003"
"1","2","10080010","22002","71080003"
"30","8","10080011","91002","71080004"
"1","2","10080012","22002","71080004"
"30","8","10080013","91002","71080005"
"1","2","10080014","22002","71080005"
"30","8","10080015","91002","71080006"
"1","2","10080016","22002","71080006"
"30","8","10080017","91002","71080007"
"1","2","10080018","22002","71080007"
"30","8","10080019","91002","71080008"
"1","2","10080020","22002","71080008"
"30","8","10080021","91002","71080009"
"1","2","10080022","22002","71080009"
"30","8","10080023","91002","71080010"
"1","2","10080024","22002","71080010"
"30","8","10080025","91002","71080011"
"1","2","10080026","22002","71080011"
"30","8","10080027","91002","71080012"
"1","2","10080028","22002","71080012"
"30","8","10080029","91002","71080013"
"1","2","10080030","22002","71080013"
"30","8","10080031","91002","71080014"
"1","2","10080032","22002","71080014"
"30","8","10080033","91002","71080015"
"1","2","10080034","22002","71080015"
"60","8","10080035","91002","71080016"
"2","2","10080036","22002","71080016"
"60","8","10080037","91002","71080017"
"2","2","10080038","22002","71080017"
"60","8","10080039","91002","71080018"
"2","2","10080040","22002","71080018"
"60","8","10080041","91002","71080019"
"2","2","10080042","22002","71080019"
"60","8","10080043","91002","71080020"
"2","2","10080044","22002","71080020"
"50000","12","10080045","94002","71080021"
"100000","12","10080046","94002","71080022"
"150000","12","10080047","94002","71080023"
"200000","12","10080048","94002","71080024"
"250000","12","10080049","94002","71080025"
"50","8","10080050","91002","71080026"
"1","2","10080051","31192","71080027"
"1","2","10080052","31192","71080028"
"2","2","10080053","31192","71080029"
"2","2","10080054","31192","71080030"
"4","2","10080055","31192","71080031"
"1","1","10080056","119201","71080032"
"10","2","10080057","31192","71080033"
"2","2","10080058","31192","81080001"
"30","8","10080059","91002","81080001"
"100","2","10080060","60792","81080002"
"30000","12","10080061","94002","81080002"
"100","2","10080062","60792","81080003"
"30000","12","10080063","94002","81080003"
"2","2","10080064","31192","81080004"
"30","8","10080065","91002","81080004"
"100","2","10080066","60792","81080005"
"30000","12","10080067","94002","81080005"
"100","2","10080068","60792","81080006"
"30000","12","10080069","94002","81080006"
"2","2","10080070","31192","81080007"
"30","8","10080071","91002","81080007"
"100","8","10080072","91002","81080008"
"5","2","10081001","60802","61081001"
"5","2","10081002","60802","61081002"
"30","8","10081003","91002","71081001"
"1","2","10081004","22002","71081001"
"30","8","10081005","91002","71081002"
"1","2","10081006","22002","71081002"
"30","8","10081007","91002","71081003"
"1","2","10081008","22002","71081003"
"30","8","10081009","91002","71081004"
"1","2","10081010","22002","71081004"
"30","8","10081011","91002","71081005"
"1","2","10081012","22002","71081005"
"30","8","10081013","91002","71081006"
"1","2","10081014","22002","71081006"
"30","8","10081015","91002","71081007"
"1","2","10081016","22002","71081007"
"30","8","10081017","91002","71081008"
"1","2","10081018","22002","71081008"
"30","8","10081019","91002","71081009"
"1","2","10081020","22002","71081009"
"30","8","10081021","91002","71081010"
"1","2","10081022","22002","71081010"
"30","8","10081023","91002","71081011"
"1","2","10081024","22002","71081011"
"30","8","10081025","91002","71081012"
"1","2","10081026","22002","71081012"
"30","8","10081027","91002","71081013"
"1","2","10081028","22002","71081013"
"30","8","10081029","91002","71081014"
"1","2","10081030","22002","71081014"
"30","8","10081031","91002","71081015"
"1","2","10081032","22002","71081015"
"60","8","10081033","91002","71081016"
"2","2","10081034","22002","71081016"
"60","8","10081035","91002","71081017"
"2","2","10081036","22002","71081017"
"60","8","10081037","91002","71081018"
"2","2","10081038","22002","71081018"
"60","8","10081039","91002","71081019"
"2","2","10081040","22002","71081019"
"60","8","10081041","91002","71081020"
"2","2","10081042","22002","71081020"
"50000","12","10081043","94002","71081021"
"100000","12","10081044","94002","71081022"
"150000","12","10081045","94002","71081023"
"200000","12","10081046","94002","71081024"
"250000","12","10081047","94002","71081025"
"50","8","10081048","91002","71081026"
"1","2","10081049","31146","71081027"
"1","2","10081050","31146","71081028"
"1","2","10081051","31146","71081029"
"1","2","10081052","31146","71081030"
"1","2","10081053","31146","71081031"
"4","2","10081054","31146","71081032"
"1","1","10081055","114601","71081033"
"50","2","10081056","60802","81081001"
"30000","12","10081057","94002","81081001"
"50","2","10081058","60802","81081002"
"30000","12","10081059","94002","81081002"
"1","2","10081060","31146","81081003"
"25","8","10081061","91002","81081003"
"1","2","10081062","31146","81081004"
"25","8","10081063","91002","81081004"
"50","2","10081064","60802","81081005"
"30000","12","10081065","94002","81081005"
"50","2","10081066","60802","81081006"
"30000","12","10081067","94002","81081006"
"1","2","10081068","31146","81081007"
"25","8","10081069","91002","81081007"
"50","8","10081070","91002","81081008"
"5","2","10082001","60812","61082001"
"5","2","10082002","60812","61082002"
"30","8","10082003","91002","71082001"
"1","2","10082004","22002","71082001"
"30","8","10082005","91002","71082002"
"1","2","10082006","22002","71082002"
"30","8","10082007","91002","71082003"
"1","2","10082008","22002","71082003"
"30","8","10082009","91002","71082004"
"1","2","10082010","22002","71082004"
"30","8","10082011","91002","71082005"
"1","2","10082012","22002","71082005"
"30","8","10082013","91002","71082006"
"1","2","10082014","22002","71082006"
"30","8","10082015","91002","71082007"
"1","2","10082016","22002","71082007"
"30","8","10082017","91002","71082008"
"1","2","10082018","22002","71082008"
"30","8","10082019","91002","71082009"
"1","2","10082020","22002","71082009"
"30","8","10082021","91002","71082010"
"1","2","10082022","22002","71082010"
"30","8","10082023","91002","71082011"
"1","2","10082024","22002","71082011"
"30","8","10082025","91002","71082012"
"1","2","10082026","22002","71082012"
"30","8","10082027","91002","71082013"
"1","2","10082028","22002","71082013"
"30","8","10082029","91002","71082014"
"1","2","10082030","22002","71082014"
"30","8","10082031","91002","71082015"
"1","2","10082032","22002","71082015"
"60","8","10082033","91002","71082016"
"2","2","10082034","22002","71082016"
"60","8","10082035","91002","71082017"
"2","2","10082036","22002","71082017"
"60","8","10082037","91002","71082018"
"2","2","10082038","22002","71082018"
"60","8","10082039","91002","71082019"
"2","2","10082040","22002","71082019"
"60","8","10082041","91002","71082020"
"2","2","10082042","22002","71082020"
"50000","12","10082043","94002","71082021"
"100000","12","10082044","94002","71082022"
"150000","12","10082045","94002","71082023"
"200000","12","10082046","94002","71082024"
"250000","12","10082047","94002","71082025"
"50","8","10082048","91002","71082026"
"1","2","10082049","31208","71082027"
"1","2","10082050","31208","71082028"
"2","2","10082051","31208","71082029"
"2","2","10082052","31208","71082030"
"4","2","10082053","31208","71082031"
"1","1","10082054","120801","71082032"
"10","2","10082055","31208","71082033"
"2","2","10082056","31208","81082001"
"30","8","10082057","91002","81082001"
"100","2","10082058","60812","81082002"
"30000","12","10082059","94002","81082002"
"100","2","10082060","60812","81082003"
"30000","12","10082061","94002","81082003"
"2","2","10082062","31208","81082004"
"30","8","10082063","91002","81082004"
"100","2","10082064","60812","81082005"
"30000","12","10082065","94002","81082005"
"100","2","10082066","60812","81082006"
"30000","12","10082067","94002","81082006"
"2","2","10082068","31208","81082007"
"30","8","10082069","91002","81082007"
"100","8","10082070","91002","81082008"
"5","2","10083001","60822","61083001"
"5","2","10083002","60822","61083002"
"30","8","10083003","91002","71083001"
"1","2","10083004","22002","71083001"
"30","8","10083005","91002","71083002"
"1","2","10083006","22002","71083002"
"30","8","10083007","91002","71083003"
"1","2","10083008","22002","71083003"
"30","8","10083009","91002","71083004"
"1","2","10083010","22002","71083004"
"30","8","10083011","91002","71083005"
"1","2","10083012","22002","71083005"
"30","8","10083013","91002","71083006"
"1","2","10083014","22002","71083006"
"30","8","10083015","91002","71083007"
"1","2","10083016","22002","71083007"
"30","8","10083017","91002","71083008"
"1","2","10083018","22002","71083008"
"30","8","10083019","91002","71083009"
"1","2","10083020","22002","71083009"
"30","8","10083021","91002","71083010"
"1","2","10083022","22002","71083010"
"30","8","10083023","91002","71083011"
"1","2","10083024","22002","71083011"
"30","8","10083025","91002","71083012"
"1","2","10083026","22002","71083012"
"30","8","10083027","91002","71083013"
"1","2","10083028","22002","71083013"
"30","8","10083029","91002","71083014"
"1","2","10083030","22002","71083014"
"30","8","10083031","91002","71083015"
"1","2","10083032","22002","71083015"
"60","8","10083033","91002","71083016"
"2","2","10083034","22002","71083016"
"60","8","10083035","91002","71083017"
"2","2","10083036","22002","71083017"
"60","8","10083037","91002","71083018"
"2","2","10083038","22002","71083018"
"60","8","10083039","91002","71083019"
"2","2","10083040","22002","71083019"
"60","8","10083041","91002","71083020"
"2","2","10083042","22002","71083020"
"50000","12","10083043","94002","71083021"
"100000","12","10083044","94002","71083022"
"150000","12","10083045","94002","71083023"
"200000","12","10083046","94002","71083024"
"250000","12","10083047","94002","71083025"
"50","8","10083048","91002","71083026"
"1","2","10083049","31147","71083027"
"1","2","10083050","31147","71083028"
"1","2","10083051","31147","71083029"
"1","2","10083052","31147","71083030"
"1","2","10083053","31147","71083031"
"1","1","10083054","114701","71083032"
"4","2","10083055","31147","71083033"
"30","2","10083056","60822","81083001"
"20000","12","10083057","94002","81083001"
"30","2","10083058","60822","81083002"
"20000","12","10083059","94002","81083002"
"1","2","10083060","31147","81083003"
"25","8","10083061","91002","81083003"
"30","2","10083062","60822","81083004"
"20000","12","10083063","94002","81083004"
"30","2","10083064","60822","81083005"
"20000","12","10083065","94002","81083005"
"1","2","10083066","31147","81083006"
"25","8","10083067","91002","81083006"
"40","2","10083068","60822","81083007"
"20000","12","10083069","94002","81083007"
"40","2","10083070","60822","81083008"
"20000","12","10083071","94002","81083008"
"1","2","10083072","31147","81083009"
"25","8","10083073","91002","81083009"
"50","8","10083074","91002","81083010"
"5","2","10084001","60832","61084001"
"5","2","10084002","60832","61084002"
"30","8","10084003","91002","71084001"
"1","2","10084004","22002","71084001"
"30","8","10084005","91002","71084002"
"1","2","10084006","22002","71084002"
"30","8","10084007","91002","71084003"
"1","2","10084008","22002","71084003"
"30","8","10084009","91002","71084004"
"1","2","10084010","22002","71084004"
"30","8","10084011","91002","71084005"
"1","2","10084012","22002","71084005"
"30","8","10084013","91002","71084006"
"1","2","10084014","22002","71084006"
"30","8","10084015","91002","71084007"
"1","2","10084016","22002","71084007"
"30","8","10084017","91002","71084008"
"1","2","10084018","22002","71084008"
"30","8","10084019","91002","71084009"
"1","2","10084020","22002","71084009"
"30","8","10084021","91002","71084010"
