56f3126d119576504b5feec5010d578140a3c5012b134f32b20159924836ca47,c50cb7b8286903bc33a0b63250b6f1bd8d963f158cfcdc5c7148ea24410ce01f,abe1ceb14eb7661164e14b9575f1cbbe83253f000aa9500b349a022bf09c9b1e,bdc8a78b0c4e11453cedab471ade6cbc31e870b99114e3596dc06388e424fbac,b9bf09bd9a4cabe18ea8586cfdb9fd60b9db9e21403ade64246ede0195fa8852
"958","81001035","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"959","81001035","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"960","81001035","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"961","81001035","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"962","81001036","25","危險領域","戰鬥中，發動「反擊屏障」效果。"
"963","81001036","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"964","81001036","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"965","81001036","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"966","81001036","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"967","81001036","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"968","81001036","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"969","81001036","24","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。"
"970","81001037","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"971","81001037","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"972","81001037","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"973","81001037","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"974","81001037","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"975","81001037","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"976","81001038","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"977","81001038","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"978","81001038","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"979","81001038","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"980","81001038","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"981","81001038","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"982","81001039","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"983","81001039","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"984","81001039","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"985","81001039","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"986","81001039","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"987","81001039","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"988","81001040","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"989","81001040","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"990","81001040","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"991","81001040","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"992","81001040","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"993","81001040","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"994","81001040","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"995","81001040","boss_haste","提升行動速度","戰鬥開始時，大幅度提升所有怪物的行動速度。"
"996","82001031","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"997","82001031","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"998","82001031","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"999","82001031","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1000","82001031","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1001","82001031","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1002","82001032","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1003","82001032","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1004","82001032","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1005","82001032","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1006","82001032","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1007","82001032","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1008","82001033","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1009","82001033","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1010","82001033","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1011","82001033","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1012","82001033","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1013","82001033","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1014","82001034","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1015","82001034","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1016","82001034","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1017","82001034","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1018","82001034","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1019","82001034","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1020","82001035","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1021","82001035","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1022","82001035","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1023","82001035","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1024","82001035","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1025","82001035","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1026","82001036","25","危險領域","戰鬥中，發動「降低物理暴擊傷害」、「降低魔法暴擊傷害」、「提升魔法暴擊傷害」效果。"
"1027","82001036","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1028","82001036","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1029","82001036","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1030","82001036","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1031","82001036","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1032","82001036","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
