7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"","vo_lsv","0","","vo_lsv_1026","21","1009810","1009810052","","0",""
"1","100411","10","0","沒錯沒錯，就是這樣！","11","1009810","1009810053","0","1","0"
"","0","","","","91","1009810","1009810054","","",""
"","100411","1","0.2","lsv_idle_cool_joy","3","1009810","1009810055","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009810","1009810056","","",""
"","vo_lsv","0","","vo_lsv_1027","21","1009810","1009810057","","0",""
"1","102011","10","0","那麼，\n首先要先讓小繆\n恢復活力才行！","11","1009810","1009810058","0","1","0"
"","0","","","","91","1009810","1009810059","","",""
"","102011","1","0.2","lsv_idle_wish_joy","3","1009810","1009810060","","",""
"","100411","1","0.2","lsv_talk_cool_loop","3","1009810","1009810061","","",""
"","vo_lsv","0","","vo_lsv_1028","21","1009810","1009810062","","0",""
"1","100411","10","0","活力啊──\n哥哥\n有什麼好點子嗎？","11","1009810","1009810063","0","1","0"
"","0","","","","91","1009810","1009810064","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009810","1009810065","","",""
"1","100411","0","0","lsv_choice","3","1009810","1009810066","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009810","1009810067","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009810","1009810068","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009810","1009810069","","",""
"2","100411","-235","","-452","2","1009810","1009810070","","0.33","0.2"
"2","102011","-220","","420","2","1009810","1009810071","","0.33","0.2"
"2","103611","-250","","545","2","1009810","1009810072","","0.33","0.2"
"","0","1","0.2","0","22","1009810","1009810073","","",""
"","給牠吃很多東西。","0","","1009810077","103","1009810","1009810074","","",""
"","讓牠多睡一點。","0","","1009810101","103","1009810","1009810075","","",""
"","稍微玩一下。","0","","1009810125","103","1009810","1009810076","","",""
"1","100411","0","0","lsv_choice","3","1009810","1009810077","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009810","1009810078","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009810","1009810079","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009810","1009810080","","",""
"2","100411","-235","","-200","2","1009810","1009810081","","0.33","0.2"
"2","102011","-220","","100","2","1009810","1009810082","","0.33","0.2"
"2","103611","-250","","270","2","1009810","1009810083","","0.33","0.2"
"","0.7","","","0","93","1009810","1009810084","","",""
"","103611","1","0.2","lsv_talk_joy3_blink","3","1009810","1009810085","","",""
"","vo_lsv","0","","vo_lsv_1029","21","1009810","1009810086","","0",""
"1","103611","10","0","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","11","1009810","1009810087","0","1","0"
"","0","","","","91","1009810","1009810088","","",""
"","103611","1","0.2","lsv_idle_normal_joy","3","1009810","1009810089","","",""
"","102011","1","0.2","lsv_talk_joy1","3","1009810","1009810090","","",""
"","vo_lsv","0","","vo_lsv_1030","21","1009810","1009810091","","0",""
"1","102011","10","0","我們來做很多會\n讓小繆開心的食物吧～♪","11","1009810","1009810092","0","1","0"
"","0","","","","91","1009810","1009810093","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009810","1009810094","","",""
"1","100411","0","0","lsv_talk_guts2_joy","3","1009810","1009810095","","lsv_talk_guts2_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_1031","21","1009810","1009810096","","0",""
"1","100411","10","0","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","11","1009810","1009810097","0","1","0"
"","0","","","","91","1009810","1009810098","","",""
"","100411","1","0.2","lsv_idle_guts2_joy","3","1009810","1009810099","","",""
"","1009810149","","","","101","1009810","1009810100","","",""
"1","100411","0","0","lsv_choice","3","1009810","1009810101","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009810","1009810102","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009810","1009810103","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009810","1009810104","","",""
"2","100411","-235","","-200","2","1009810","1009810105","","0.33","0.2"
"2","102011","-220","","100","2","1009810","1009810106","","0.33","0.2"
"2","103611","-250","","270","2","1009810","1009810107","","0.33","0.2"
"","0.7","","","0","93","1009810","1009810108","","",""
"","100411","1","0.2","lsv_talk_normal_suprise1","3","1009810","1009810109","","",""
"","vo_lsv","0","","vo_lsv_1032","21","1009810","1009810110","","0",""
"1","100411","10","0","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","11","1009810","1009810111","0","1","0"
"","0","","","","91","1009810","1009810112","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009810","1009810113","","",""
"","103611","1","0.2","lsv_talk_thinking_talkR","3","1009810","1009810114","","",""
"","vo_lsv","0","","vo_lsv_1033","21","1009810","1009810115","","0",""
"1","103611","10","0","讓牠好睡……\n像唱搖籃曲之類的嗎？","11","1009810","1009810116","0","1","0"
"","0","","","","91","1009810","1009810117","","",""
"","103611","1","0.2","lsv_idle_thinking_surprise","3","1009810","1009810118","","",""
"","102011","1","0.2","lsv_talk_joy3","3","1009810","1009810119","","",""
"","vo_lsv","0","","vo_lsv_1034","21","1009810","1009810120","","0",""
"1","102011","10","0","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","11","1009810","1009810121","0","1","0"
"","0","","","","91","1009810","1009810122","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009810","1009810123","","",""
"","1009810149","","","","101","1009810","1009810124","","",""
"1","100411","0","0","lsv_choice","3","1009810","1009810125","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009810","1009810126","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009810","1009810127","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009810","1009810128","","",""
"2","100411","-235","","-200","2","1009810","1009810129","","0.33","0.2"
"2","102011","-220","","100","2","1009810","1009810130","","0.33","0.2"
"2","103611","-250","","270","2","1009810","1009810131","","0.33","0.2"
"","0.7","","","0","93","1009810","1009810132","","",""
"","102011","1","0.2","lsv_talk_surprise","3","1009810","1009810133","","",""
"","vo_lsv","0","","vo_lsv_1035","21","1009810","1009810134","","0",""
"1","102011","10","0","咦？跟牠玩的話，\n不會變得更累嗎……？","11","1009810","1009810135","0","1","0"
"","0","","","","91","1009810","1009810136","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009810","1009810137","","",""
"","100411","1","0.2","lsv_talk_thinking_joyR","3","1009810","1009810138","","",""
"","vo_lsv","0","","vo_lsv_1036","21","1009810","1009810139","","0",""
"1","100411","10","0","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","11","1009810","1009810140","0","1","0"
"","0","","","","91","1009810","1009810141","","",""
"","100411","1","0.2","lsv_idle_thinking_joy1","3","1009810","1009810142","","",""
"","103611","1","0.2","lsv_talk_thinking_talkR","3","1009810","1009810143","","",""
"","vo_lsv","0","","vo_lsv_1037","21","1009810","1009810144","","0",""
"1","103611","10","0","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","11","1009810","1009810145","0","1","0"
"","0","","","","91","1009810","1009810146","","",""
"","103611","1","0.2","lsv_idle_thinking_joy1","3","1009810","1009810147","","",""
"","1009810149","","","","101","1009810","1009810148","","",""
"","0","","","","91","1009810","1009810149","","",""
"","","","","","102","1009810","1009810150","","",""
"","0","","","0.2","22","1009810","1009810151","","",""
"","0.2","","","","93","1009810","1009810152","","",""
"0","102011","1","0","11","12","1009810","1009810153","0","0","0"
"","102011","1","0.2","lsv_talk_joy1","3","1009810","1009810154","","",""
"","3","","","0","93","1009810","1009810155","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009810","1009810156","","",""
"0","100411","1","0","6","12","1009810","1009810157","0","0","0"
"1","100411","0","0","lsv_talk_guts1","3","1009810","1009810158","","lsv_talk_guts1_loop","0.2"
"","3","","","0","93","1009810","1009810159","","",""
"","100411","1","0.2","lsv_idle_joy_normal","3","1009810","1009810160","","",""
"0","103611","1","0","7","12","1009810","1009810161","0","0","0"
"1","103611","0","0","lsv_talk_cool_normal2","3","1009810","1009810162","","lsv_talk_cool_normal2_loop","0.2"
"","3","","","0","93","1009810","1009810163","","",""
"","103611","1","0.2","lsv_idle_normal_joy","3","1009810","1009810164","","",""
"","1009810153","","","","101","1009810","1009810165","","",""
"0","333","1","1","1","6","1009810","1009810166","","1","0"
"","100411","","","1","4","1009810","1009810167","","",""
"","100411","1","0.2","lsv_run","3","1009810","1009810168","","",""
"0","100411","-235","","-750","2","1009810","1009810169","","0.8",""
"","102011","","","0","4","1009810","1009810170","","",""
"","102011","1","0.2","lsv_run","3","1009810","1009810171","","",""
"0","102011","-220","","750","2","1009810","1009810172","","0.8",""
"","103611","","","0","4","1009810","1009810173","","",""
"","103611","1","0.2","lsv_run","3","1009810","1009810174","","",""
"0","103611","-250","","850","2","1009810","1009810175","","0.8",""
"","0.6","","","","93","1009810","1009810176","","",""
"0","100411","1","0.2","1","6","1009810","1009810177","","1","0"
"0","102011","1","0.2","1","6","1009810","1009810178","","1","0"
"0","103611","1","0.2","1","6","1009810","1009810179","","1","0"
"","0","","","","91","1009810","1009810180","","",""
"-495","1","102","1.95","102011","1","1009811","1009811001","lsv_idle_normal","-200","0"
"-480","1","100","1.95","103611","1","1009811","1009811002","lsv_idle_normal","100","1"
"-510","1","101","1.95","100411","1","1009811","1009811003","lsv_idle_normal","270","1"
"0","1","0","1","333","5","1009811","1009811004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009811","1009811005","","1","0"
"0","102011","1","0","1","6","1009811","1009811006","","1","0"
"0","103611","1","0","1","6","1009811","1009811007","","1","0"
"0","100411","1","0","1","6","1009811","1009811008","","1","0"
"","1","","","0","93","1009811","1009811009","","",""
"0.4","333","1","0.8","1","6","1009811","1009811010","","1","0"
"1","102011","0","0.2","lsv_jump1","3","1009811","1009811011","","lsv_idle_normal","0.2"
"1","103611","0","0.2","lsv_jump1","3","1009811","1009811012","","lsv_idle_normal","0.2"
"1","100411","0","0.2","lsv_jump1","3","1009811","1009811013","","lsv_idle_normal","0.2"
"","0.3","","","","93","1009811","1009811014","","",""
"0","102011","-235","","-200","2","1009811","1009811015","","0.75",""
"0","103611","-220","","100","2","1009811","1009811016","","0.75",""
"0","100411","-250","","270","2","1009811","1009811017","","0.75",""
"1","102011","1","0.4","1","6","1009811","1009811018","","1","0"
"1","103611","1","0.4","1","6","1009811","1009811019","","1","0"
"1","100411","1","0.4","1","6","1009811","1009811020","","1","0"
"","2","","","0","93","1009811","1009811021","","",""
"1","100411","0","0","lsv_talk_doya","3","1009811","1009811022","","lsv_talk_doya_loop","0.2"
"","vo_lsv","0","","vo_lsv_1121","21","1009811","1009811023","","0",""
"1","100411","10","0","小繆也恢復活力了，\n那就開始特訓囉！","11","1009811","1009811024","0","1","0"
"","0","","","","91","1009811","1009811025","","",""
"","100411","1","0.2","lsv_idle_doya","3","1009811","1009811026","","",""
"","103611","1","0.2","lsv_talk_surprise","3","1009811","1009811027","","",""
"","vo_lsv","0","","vo_lsv_1122","21","1009811","1009811028","","0",""
"1","103611","10","0","美美，\n學習聊天時，\n你們做了什麼呢？","11","1009811","1009811029","0","1","0"
"","0","","","","91","1009811","1009811030","","",""
"","103611","1","0.2","lsv_idle_surprise","3","1009811","1009811031","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009811","1009811032","","",""
"","vo_lsv","0","","vo_lsv_1123","21","1009811","1009811033","","0",""
"1","102011","10","0","欸嘿嘿♪\n妳們覺得呢～？","11","1009811","1009811034","0","1","0"
"","0","","","","91","1009811","1009811035","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009811","1009811036","","",""
"","100411","1","0.2","lsv_talk_surprise_talkjoy","3","1009811","1009811037","","",""
"","vo_lsv","0","","vo_lsv_1124","21","1009811","1009811038","","0",""
"1","100411","10","0","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","11","1009811","1009811039","0","1","0"
"","0","","","","91","1009811","1009811040","","",""
"","100411","1","0.2","lsv_idle_surprise","3","1009811","1009811041","","",""
"","103611","1","0.2","lsv_talk_thinking_talkR","3","1009811","1009811042","","",""
"","vo_lsv","0","","vo_lsv_1125","21","1009811","1009811043","","0",""
"1","103611","10","0","我也來猜猜看吧。\n學習聊天……\n學習聊天……","11","1009811","1009811044","0","1","0"
"","0","","","","91","1009811","1009811045","","",""
"","103611","1","0.2","lsv_idle_thinking","3","1009811","1009811046","","",""
"","100411","1","0.2","lsv_idle_thinking","3","1009811","1009811047","","",""
"","vo_lsv","0","","vo_lsv_1126","21","1009811","1009811048","","0",""
"1","103611","10","0","唔嗯……","11","1009811","1009811049","0","1","0"
"1","100411","10","0","唔嗯……","11","1009811","1009811050","0","1","0"
"","0","","","","91","1009811","1009811051","","",""
"1","102011","0","0","lsv_choice","3","1009811","1009811052","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009811","1009811053","","lsv_look_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009811","1009811054","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009811","1009811055","","",""
"2","102011","-235","","-452","2","1009811","1009811056","","0.33","0.2"
"2","103611","-220","","420","2","1009811","1009811057","","0.33","0.2"
"2","100411","-250","","545","2","1009811","1009811058","","0.33","0.2"
"","0","1","0.2","0","22","1009811","1009811059","","",""
"","就只有聊天？","0","","1009811063","103","1009811","1009811060","","",""
"","就是聊天……吧？","0","","1009811063","103","1009811","1009811061","","",""
"","我覺得就是在聊天……","0","","1009811063","103","1009811","1009811062","","",""
"1","102011","0","0","lsv_choice","3","1009811","1009811063","","lsv_idle_normal_joyR","0.2"
"1","103611","0","0","lsv_choice","3","1009811","1009811064","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009811","1009811065","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009811","1009811066","","",""
"2","102011","-235","","-200","2","1009811","1009811067","","0.33","0.2"
"2","103611","-220","","100","2","1009811","1009811068","","0.33","0.2"
"2","100411","-250","","270","2","1009811","1009811069","","0.33","0.2"
"","0.7","","","0","93","1009811","1009811070","","",""
"","0","","","","91","1009811","1009811071","","",""
"1","102011","0","0","lsv_handclap","3","1009811","1009811072","","lsv_talk_joy3","0.2"
"","vo_lsv","0","","vo_lsv_1127","21","1009811","1009811073","","0",""
"1","102011","10","0","哥哥答對了～！\n今天的學習時間，\n我們一直都在聊天喔♪","11","1009811","1009811074","0","1","0"
"","0","","","","91","1009811","1009811075","","",""
"","102011","1","0.2","lsv_idle_normal_joy","3","1009811","1009811076","","",""
"1","100411","0","0.2","lsv_talk_tsun_surprise2","3","1009811","1009811077","","lsv_talk_bitter","0.2"
"","vo_lsv","0","","vo_lsv_1128","21","1009811","1009811078","","0",""
"1","100411","10","0","這問題有意義嗎！？\n……不過很有美美的風格呢。","11","1009811","1009811079","0","1","0"
"","0","","","","91","1009811","1009811080","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009811","1009811081","","",""
