1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"","100411","1009810","0.2","lsv_idle_guts2_joy","1009810045","1","","","","3"
"0.2","103611","1009810","0","lsv_talk_doya","1009810046","0","1","","lsv_talk_doya_loop","3"
"","vo_lsv","1009810","","vo_lsv_1025","1009810047","0","","","0","21"
"0","103611","1009810","0","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","1009810048","10","1","0","1","11"
"","0","1009810","","","1009810049","","","","","91"
"","103611","1009810","0.2","lsv_idle_doya","1009810050","1","","","","3"
"0.2","100411","1009810","0","lsv_talk_cool_joy","1009810051","0","1","","lsv_talk_cool_joy_loop","3"
"","vo_lsv","1009810","","vo_lsv_1026","1009810052","0","","","0","21"
"0","100411","1009810","0","沒錯沒錯，就是這樣！","1009810053","10","1","0","1","11"
"","0","1009810","","","1009810054","","","","","91"
"","100411","1009810","0.2","lsv_idle_cool_joy","1009810055","1","","","","3"
"","102011","1009810","0.2","lsv_talk_wish_joy","1009810056","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1027","1009810057","0","","","0","21"
"0","102011","1009810","0","那麼，\n首先要先讓小繆\n恢復活力才行！","1009810058","10","1","0","1","11"
"","0","1009810","","","1009810059","","","","","91"
"","102011","1009810","0.2","lsv_idle_wish_joy","1009810060","1","","","","3"
"","100411","1009810","0.2","lsv_talk_cool_loop","1009810061","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1028","1009810062","0","","","0","21"
"0","100411","1009810","0","活力啊──\n哥哥\n有什麼好點子嗎？","1009810063","10","1","0","1","11"
"","0","1009810","","","1009810064","","","","","91"
"","100411","1009810","0.2","lsv_idle_cool","1009810065","1","","","","3"
"0.2","100411","1009810","0","lsv_choice","1009810066","0","1","","lsv_look_idle_normal","3"
"0.2","102011","1009810","0","lsv_choice","1009810067","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009810","0","lsv_choice","1009810068","0","1","","lsv_look_idle_normal","3"
"","0.1","1009810","","0","1009810069","","","","","93"
"0.2","100411","1009810","","-452","1009810070","-235","2","","0.33","2"
"0.2","102011","1009810","","420","1009810071","-220","2","","0.33","2"
"0.2","103611","1009810","","545","1009810072","-250","2","","0.33","2"
"","0","1009810","0.2","0","1009810073","1","","","","22"
"","給牠吃很多東西。","1009810","","1009810077","1009810074","0","","","","103"
"","讓牠多睡一點。","1009810","","1009810101","1009810075","0","","","","103"
"","稍微玩一下。","1009810","","1009810125","1009810076","0","","","","103"
"0.2","100411","1009810","0","lsv_choice","1009810077","0","1","","lsv_idle_normal","3"
"0.2","102011","1009810","0","lsv_choice","1009810078","0","1","","lsv_idle_normal","3"
"0.2","103611","1009810","0","lsv_choice","1009810079","0","1","","lsv_idle_normal","3"
"","0.1","1009810","","0","1009810080","","","","","93"
"0.2","100411","1009810","","-200","1009810081","-235","2","","0.33","2"
"0.2","102011","1009810","","100","1009810082","-220","2","","0.33","2"
"0.2","103611","1009810","","270","1009810083","-250","2","","0.33","2"
"","0.7","1009810","","0","1009810084","","","","","93"
"","103611","1009810","0.2","lsv_talk_joy3_blink","1009810085","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1029","1009810086","0","","","0","21"
"0","103611","1009810","0","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","1009810087","10","1","0","1","11"
"","0","1009810","","","1009810088","","","","","91"
"","103611","1009810","0.2","lsv_idle_normal_joy","1009810089","1","","","","3"
"","102011","1009810","0.2","lsv_talk_joy1","1009810090","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1030","1009810091","0","","","0","21"
"0","102011","1009810","0","我們來做很多會\n讓小繆開心的食物吧～♪","1009810092","10","1","0","1","11"
"","0","1009810","","","1009810093","","","","","91"
"","102011","1009810","0.2","lsv_idle_joy","1009810094","1","","","","3"
"0.2","100411","1009810","0","lsv_talk_guts2_joy","1009810095","0","1","","lsv_talk_guts2_joy_loop","3"
"","vo_lsv","1009810","","vo_lsv_1031","1009810096","0","","","0","21"
"0","100411","1009810","0","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","1009810097","10","1","0","1","11"
"","0","1009810","","","1009810098","","","","","91"
"","100411","1009810","0.2","lsv_idle_guts2_joy","1009810099","1","","","","3"
"","1009810149","1009810","","","1009810100","","","","","101"
"0.2","100411","1009810","0","lsv_choice","1009810101","0","1","","lsv_idle_normal","3"
"0.2","102011","1009810","0","lsv_choice","1009810102","0","1","","lsv_idle_normal","3"
"0.2","103611","1009810","0","lsv_choice","1009810103","0","1","","lsv_idle_normal","3"
"","0.1","1009810","","0","1009810104","","","","","93"
"0.2","100411","1009810","","-200","1009810105","-235","2","","0.33","2"
"0.2","102011","1009810","","100","1009810106","-220","2","","0.33","2"
"0.2","103611","1009810","","270","1009810107","-250","2","","0.33","2"
"","0.7","1009810","","0","1009810108","","","","","93"
"","100411","1009810","0.2","lsv_talk_normal_suprise1","1009810109","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1032","1009810110","0","","","0","21"
"0","100411","1009810","0","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","1009810111","10","1","0","1","11"
"","0","1009810","","","1009810112","","","","","91"
"","100411","1009810","0.2","lsv_idle_normal","1009810113","1","","","","3"
"","103611","1009810","0.2","lsv_talk_thinking_talkR","1009810114","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1033","1009810115","0","","","0","21"
"0","103611","1009810","0","讓牠好睡……\n像唱搖籃曲之類的嗎？","1009810116","10","1","0","1","11"
"","0","1009810","","","1009810117","","","","","91"
"","103611","1009810","0.2","lsv_idle_thinking_surprise","1009810118","1","","","","3"
"","102011","1009810","0.2","lsv_talk_joy3","1009810119","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1034","1009810120","0","","","0","21"
"0","102011","1009810","0","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","1009810121","10","1","0","1","11"
"","0","1009810","","","1009810122","","","","","91"
"","102011","1009810","0.2","lsv_idle_joy","1009810123","1","","","","3"
"","1009810149","1009810","","","1009810124","","","","","101"
"0.2","100411","1009810","0","lsv_choice","1009810125","0","1","","lsv_idle_normal","3"
"0.2","102011","1009810","0","lsv_choice","1009810126","0","1","","lsv_idle_normal","3"
"0.2","103611","1009810","0","lsv_choice","1009810127","0","1","","lsv_idle_normal","3"
"","0.1","1009810","","0","1009810128","","","","","93"
"0.2","100411","1009810","","-200","1009810129","-235","2","","0.33","2"
"0.2","102011","1009810","","100","1009810130","-220","2","","0.33","2"
"0.2","103611","1009810","","270","1009810131","-250","2","","0.33","2"
"","0.7","1009810","","0","1009810132","","","","","93"
"","102011","1009810","0.2","lsv_talk_surprise","1009810133","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1035","1009810134","0","","","0","21"
"0","102011","1009810","0","咦？跟牠玩的話，\n不會變得更累嗎……？","1009810135","10","1","0","1","11"
"","0","1009810","","","1009810136","","","","","91"
"","102011","1009810","0.2","lsv_idle_surprise","1009810137","1","","","","3"
"","100411","1009810","0.2","lsv_talk_thinking_joyR","1009810138","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1036","1009810139","0","","","0","21"
"0","100411","1009810","0","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","1009810140","10","1","0","1","11"
"","0","1009810","","","1009810141","","","","","91"
"","100411","1009810","0.2","lsv_idle_thinking_joy1","1009810142","1","","","","3"
"","103611","1009810","0.2","lsv_talk_thinking_talkR","1009810143","1","","","","3"
"","vo_lsv","1009810","","vo_lsv_1037","1009810144","0","","","0","21"
"0","103611","1009810","0","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","1009810145","10","1","0","1","11"
"","0","1009810","","","1009810146","","","","","91"
"","103611","1009810","0.2","lsv_idle_thinking_joy1","1009810147","1","","","","3"
"","1009810149","1009810","","","1009810148","","","","","101"
"","0","1009810","","","1009810149","","","","","91"
"","","1009810","","","1009810150","","","","","102"
"","0","1009810","","0.2","1009810151","","","","","22"
"","0.2","1009810","","","1009810152","","","","","93"
"0","102011","1009810","0","11","1009810153","1","0","0","0","12"
"","102011","1009810","0.2","lsv_talk_joy1","1009810154","1","","","","3"
"","3","1009810","","0","1009810155","","","","","93"
"","102011","1009810","0.2","lsv_idle_normal_joyR","1009810156","1","","","","3"
"0","100411","1009810","0","6","1009810157","1","0","0","0","12"
"0.2","100411","1009810","0","lsv_talk_guts1","1009810158","0","1","","lsv_talk_guts1_loop","3"
"","3","1009810","","0","1009810159","","","","","93"
"","100411","1009810","0.2","lsv_idle_joy_normal","1009810160","1","","","","3"
"0","103611","1009810","0","7","1009810161","1","0","0","0","12"
"0.2","103611","1009810","0","lsv_talk_cool_normal2","1009810162","0","1","","lsv_talk_cool_normal2_loop","3"
"","3","1009810","","0","1009810163","","","","","93"
"","103611","1009810","0.2","lsv_idle_normal_joy","1009810164","1","","","","3"
"","1009810153","1009810","","","1009810165","","","","","101"
"0","333","1009810","1","1","1009810166","1","0","","1","6"
"","100411","1009810","","1","1009810167","","","","","4"
"","100411","1009810","0.2","lsv_run","1009810168","1","","","","3"
"","100411","1009810","","-750","1009810169","-235","0","","0.8","2"
"","102011","1009810","","0","1009810170","","","","","4"
"","102011","1009810","0.2","lsv_run","1009810171","1","","","","3"
"","102011","1009810","","750","1009810172","-220","0","","0.8","2"
"","103611","1009810","","0","1009810173","","","","","4"
"","103611","1009810","0.2","lsv_run","1009810174","1","","","","3"
"","103611","1009810","","850","1009810175","-250","0","","0.8","2"
"","0.6","1009810","","","1009810176","","","","","93"
"0","100411","1009810","0.2","1","1009810177","1","0","","1","6"
"0","102011","1009810","0.2","1","1009810178","1","0","","1","6"
"0","103611","1009810","0.2","1","1009810179","1","0","","1","6"
"","0","1009810","","","1009810180","","","","","91"
"0","1","1009811","1.95","102011","1009811001","102","-495","lsv_idle_normal","-200","1"
"1","1","1009811","1.95","103611","1009811002","100","-480","lsv_idle_normal","100","1"
"1","1","1009811","1.95","100411","1009811003","101","-510","lsv_idle_normal","270","1"
"0","1","1009811","1","333","1009811004","0","0","lsv_white_loop","0","5"
"0","333","1009811","0","1","1009811005","1","0","","1","6"
"0","102011","1009811","0","1","1009811006","1","0","","1","6"
"0","103611","1009811","0","1","1009811007","1","0","","1","6"
"0","100411","1009811","0","1","1009811008","1","0","","1","6"
"","1","1009811","","0","1009811009","","","","","93"
"0","333","1009811","0.8","1","1009811010","1","0.4","","1","6"
"0.2","102011","1009811","0.2","lsv_jump1","1009811011","0","1","","lsv_idle_normal","3"
"0.2","103611","1009811","0.2","lsv_jump1","1009811012","0","1","","lsv_idle_normal","3"
"0.2","100411","1009811","0.2","lsv_jump1","1009811013","0","1","","lsv_idle_normal","3"
"","0.3","1009811","","","1009811014","","","","","93"
"","102011","1009811","","-200","1009811015","-235","0","","0.75","2"
"","103611","1009811","","100","1009811016","-220","0","","0.75","2"
"","100411","1009811","","270","1009811017","-250","0","","0.75","2"
"0","102011","1009811","0.4","1","1009811018","1","1","","1","6"
"0","103611","1009811","0.4","1","1009811019","1","1","","1","6"
"0","100411","1009811","0.4","1","1009811020","1","1","","1","6"
"","2","1009811","","0","1009811021","","","","","93"
"0.2","100411","1009811","0","lsv_talk_doya","1009811022","0","1","","lsv_talk_doya_loop","3"
"","vo_lsv","1009811","","vo_lsv_1121","1009811023","0","","","0","21"
"0","100411","1009811","0","小繆也恢復活力了，\n那就開始特訓囉！","1009811024","10","1","0","1","11"
"","0","1009811","","","1009811025","","","","","91"
"","100411","1009811","0.2","lsv_idle_doya","1009811026","1","","","","3"
"","103611","1009811","0.2","lsv_talk_surprise","1009811027","1","","","","3"
"","vo_lsv","1009811","","vo_lsv_1122","1009811028","0","","","0","21"
"0","103611","1009811","0","美美，\n學習聊天時，\n你們做了什麼呢？","1009811029","10","1","0","1","11"
"","0","1009811","","","1009811030","","","","","91"
"","103611","1009811","0.2","lsv_idle_surprise","1009811031","1","","","","3"
"","102011","1009811","0.2","lsv_talk_wish_joy","1009811032","1","","","","3"
"","vo_lsv","1009811","","vo_lsv_1123","1009811033","0","","","0","21"
"0","102011","1009811","0","欸嘿嘿♪\n妳們覺得呢～？","1009811034","10","1","0","1","11"
"","0","1009811","","","1009811035","","","","","91"
"","102011","1009811","0.2","lsv_idle_joy","1009811036","1","","","","3"
"","100411","1009811","0.2","lsv_talk_surprise_talkjoy","1009811037","1","","","","3"
"","vo_lsv","1009811","","vo_lsv_1124","1009811038","0","","","0","21"
"0","100411","1009811","0","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","1009811039","10","1","0","1","11"
"","0","1009811","","","1009811040","","","","","91"
"","100411","1009811","0.2","lsv_idle_surprise","1009811041","1","","","","3"
"","103611","1009811","0.2","lsv_talk_thinking_talkR","1009811042","1","","","","3"
"","vo_lsv","1009811","","vo_lsv_1125","1009811043","0","","","0","21"
"0","103611","1009811","0","我也來猜猜看吧。\n學習聊天……\n學習聊天……","1009811044","10","1","0","1","11"
"","0","1009811","","","1009811045","","","","","91"
"","103611","1009811","0.2","lsv_idle_thinking","1009811046","1","","","","3"
"","100411","1009811","0.2","lsv_idle_thinking","1009811047","1","","","","3"
"","vo_lsv","1009811","","vo_lsv_1126","1009811048","0","","","0","21"
"0","103611","1009811","0","唔嗯……","1009811049","10","1","0","1","11"
"0","100411","1009811","0","唔嗯……","1009811050","10","1","0","1","11"
"","0","1009811","","","1009811051","","","","","91"
"0.2","102011","1009811","0","lsv_choice","1009811052","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009811","0","lsv_choice","1009811053","0","1","","lsv_look_idle_normal","3"
"0.2","100411","1009811","0","lsv_choice","1009811054","0","1","","lsv_look_idle_normal","3"
"","0.1","1009811","","0","1009811055","","","","","93"
"0.2","102011","1009811","","-452","1009811056","-235","2","","0.33","2"
"0.2","103611","1009811","","420","1009811057","-220","2","","0.33","2"
"0.2","100411","1009811","","545","1009811058","-250","2","","0.33","2"
"","0","1009811","0.2","0","1009811059","1","","","","22"
"","就只有聊天？","1009811","","1009811063","1009811060","0","","","","103"
"","就是聊天……吧？","1009811","","1009811063","1009811061","0","","","","103"
"","我覺得就是在聊天……","1009811","","1009811063","1009811062","0","","","","103"
"0.2","102011","1009811","0","lsv_choice","1009811063","0","1","","lsv_idle_normal_joyR","3"
"0.2","103611","1009811","0","lsv_choice","1009811064","0","1","","lsv_idle_normal","3"
"0.2","100411","1009811","0","lsv_choice","1009811065","0","1","","lsv_idle_normal","3"
"","0.1","1009811","","0","1009811066","","","","","93"
"0.2","102011","1009811","","-200","1009811067","-235","2","","0.33","2"
"0.2","103611","1009811","","100","1009811068","-220","2","","0.33","2"
"0.2","100411","1009811","","270","1009811069","-250","2","","0.33","2"
"","0.7","1009811","","0","1009811070","","","","","93"
"","0","1009811","","","1009811071","","","","","91"
"0.2","102011","1009811","0","lsv_handclap","1009811072","0","1","","lsv_talk_joy3","3"
"","vo_lsv","1009811","","vo_lsv_1127","1009811073","0","","","0","21"
"0","102011","1009811","0","哥哥答對了～！\n今天的學習時間，\n我們一直都在聊天喔♪","1009811074","10","1","0","1","11"
