8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"109552","29","109012","109551","109011","109013","109432","120701"
"109553","30","109013","109552","109012","109014","109343","120701"
"109554","31","109014","109553","109013","10001032","109434","120701"
"10055032","32","10001032","109554","109014","10001033","10034032","120701"
"10055033","33","10001033","10055032","10001032","10001034","10043033","120701"
"10055034","34","10001034","10055033","10001033","999999","10034034","120701"
"101011","1","101011","101551","101401","101011","101281","120801"
"101011","2","102011","101551","102493","102041","102281","120801"
"102011","3","102041","102551","102401","103011","102282","120801"
"102041","4","103011","102552","103551","103041","103281","120801"
"103011","5","103041","103551","103401","103042","103282","120801"
"103041","6","103042","103552","103401","104041","103283","120801"
"103042","7","104041","103552","103583","104042","104281","120801"
"104551","8","104042","103553","104041","104043","104282","120801"
"104552","9","104043","104551","104042","104044","104313","120801"
"104554","10","104044","104552","104043","105041","104344","120801"
"105551","11","105041","104553","104044","105042","105281","120801"
"105552","12","105042","105551","105041","105043","105282","120801"
"105553","13","105043","105552","105042","105044","105283","120801"
"105554","14","105044","105553","105043","105045","105284","120801"
"105555","15","105045","105554","105044","105046","105285","120801"
"105556","16","105046","105555","105045","105047","105286","120801"
"105557","17","105047","105556","105046","106041","105287","120801"
"106551","18","106041","105557","105047","106042","106281","120801"
"106552","19","106042","106551","106041","106043","106282","120801"
"106553","20","106043","106552","106042","107041","106283","120801"
"107551","21","107041","106553","106043","107042","107491","120801"
"107552","22","107042","107551","107041","107043","107492","120801"
"107553","23","107043","107552","107042","108041","107493","120801"
"108551","24","108041","107553","107043","108042","108431","120801"
"108552","25","108042","108551","108041","108043","108342","120801"
"108553","26","108043","108552","108042","108044","108343","120801"
"108554","27","108044","108553","108043","109041","108434","120801"
"109551","28","109041","108554","108044","109042","109341","120801"
"109552","29","109042","109551","109041","109043","109432","120801"
"109553","30","109043","109552","109042","109044","109493","120801"
"109554","31","109044","109553","109043","10004032","109434","120801"
"10055032","32","10004032","109554","109044","10004033","10034032","120801"
"10055033","33","10004033","10055032","10004032","10004034","10043033","120801"
"10055034","34","10004034","10055033","10004033","999999","10034034","120801"
"101611","1","101251","101611","101521","101251","101371","120901"
"101611","2","102221","101611","102461","102222","102371","120901"
"102611","3","102222","102611","102521","103221","102372","120901"
"102613","4","103521","102613","103611","103252","103251","120901"
"103611","5","103252","103611","103522","103222","103371","120901"
"103371","6","103222","103613","103522","104221","103372","120901"
"103614","7","104221","103613","103614","104222","104371","120901"
"104611","8","104222","103614","104221","104223","104522","120901"
"104612","9","104223","104611","104222","104224","104462","120901"
"104613","10","104224","104612","104223","105221","104463","120901"
"105611","11","105221","104613","104224","105222","105521","120901"
"105612","12","105222","105611","105221","105223","105372","120901"
"105613","13","105223","105612","105222","105224","105373","120901"
"105614","14","105224","105613","105223","105225","105523","120901"
"105615","15","105225","105614","105224","105226","105375","120901"
"105616","16","105226","105615","105225","105227","105376","120901"
"105617","17","105227","105616","105226","106221","105377","120901"
"106611","18","106221","105617","105227","106222","106371","120901"
"106612","19","106222","106611","106221","106223","106372","120901"
"106613","20","106223","106612","106222","107221","106373","120901"
"107611","21","107221","106613","106223","107222","107371","120901"
"107612","22","107222","107611","107221","107223","107372","120901"
"107613","23","107223","107612","107222","108221","107373","120901"
"108611","24","108221","107613","107223","108222","108521","120901"
"108612","25","108222","108611","108221","108223","108462","120901"
"108613","26","108223","108612","108222","108224","108523","120901"
"108614","27","108224","108613","108223","109221","108524","120901"
"109611","28","109221","108614","108224","109222","109461","120901"
"109612","29","109222","109611","109221","109223","109522","120901"
"109613","30","109223","109612","109222","109224","109463","120901"
"109614","31","109224","109613","109223","10022032","109524","120901"
"10061032","32","10022032","109614","109224","10022033","10046032","120901"
"10061033","33","10022033","10061032","10022032","10022034","10046033","120901"
"10061034","34","10022034","10061033","10022033","999999","10052034","120901"
"101551","1","101071","101581","101401","101011","101281","121001"
"101431","2","102011","101581","102493","102013","102311","121001"
"102011","3","102401","102551","102401","103011","102282","121001"
"102401","4","103011","102582","103581","103012","103311","121001"
"103581","5","103401","103551","103432","103013","103282","121001"
"103401","6","103013","103582","103491","104011","103283","121001"
"103553","7","104491","103401","103583","104012","104311","121001"
"104551","8","104012","103553","104491","104013","104432","121001"
"104552","9","104013","104551","104282","104014","104283","121001"
"104553","10","104014","104552","104283","105011","104314","121001"
"105551","11","105011","104553","104433","105012","105281","121001"
"105552","12","105012","105551","105281","105013","105431","121001"
"105553","13","105013","105552","105282","105014","105313","121001"
"105554","14","105014","105553","105283","105015","105314","121001"
"105555","15","105015","105554","105284","105016","105315","121001"
"105556","16","105016","105555","105315","105017","105316","121001"
"105557","17","105017","105556","105316","106011","105317","121001"
"106551","18","106011","105557","105317","106012","106311","121001"
"106552","19","106012","106551","106311","106013","106312","121001"
"106553","20","106013","106552","106312","107011","106313","121001"
"107551","21","107011","106553","106313","107012","107311","121001"
"107552","22","107012","107551","107311","107013","107312","121001"
"107553","23","107013","107552","107312","108011","107313","121001"
"108551","24","108011","107553","107313","108012","108431","121001"
"108552","25","108012","108551","108431","108013","108492","121001"
"108553","26","108013","108552","108492","108014","108343","121001"
"108554","27","108014","108553","108343","109011","108494","121001"
"109551","28","109011","108554","108494","109012","109401","121001"
"109552","29","109012","109551","109401","109013","109402","121001"
"109553","30","109013","109552","109402","109014","109283","121001"
"109554","31","109014","109553","109283","10001032","109284","121001"
"10055032","32","10001032","109554","109284","10001033","10040032","121001"
"10055033","33","10001033","10055032","10040032","10001034","10040033","121001"
"10055034","34","10001034","10055033","10040033","999999","10028034","121001"
"101611","1","101251","101611","101521","101251","101371","121101"
"101611","2","102221","101611","102461","102222","102371","121101"
"102611","3","102222","102611","102521","103221","102372","121101"
"102613","4","103221","102613","103521","103252","103521","121101"
"103611","5","103252","103611","103522","103222","103371","121101"
"103371","6","103222","103613","103522","104221","103372","121101"
"103222","7","104221","103613","103614","104222","104371","121101"
"104611","8","104222","103614","104221","104223","104522","121101"
"104612","9","104223","104611","104222","104224","104462","121101"
"104613","10","104224","104612","104223","105221","104463","121101"
"105611","11","105221","104613","104224","105222","105521","121101"
"105612","12","105222","105611","105221","105223","105372","121101"
