21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"55","1","55","0","0","55","10","55","55","55","55","20977","670160055","55","30","55","0","201600","0","55","0","1595","200000001","0","55","0","55","74","0","0","55","82","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","21562","670160056","56","30","56","0","201600","0","56","0","1633","200000001","0","56","0","56","74","0","0","56","82","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","21356","670160057","57","30","57","0","201600","0","57","0","1633","200000001","0","57","0","57","74","0","0","57","82","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","21356","670160058","58","30","58","0","201600","0","58","0","1633","200000001","0","58","0","58","74","0","0","58","83","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","21356","670160059","59","30","59","0","201600","0","59","0","1633","200000001","0","59","0","59","75","0","0","59","86","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","21356","670160060","60","30","60","0","201600","0","60","0","1633","200000001","0","60","0","60","75","0","0","60","87","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","21356","670160061","61","30","61","0","201600","0","61","0","1633","200000001","0","61","0","61","75","0","0","61","88","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","21802","670160062","62","30","62","0","201600","0","62","0","1757","200000001","0","62","0","62","77","0","0","62","90","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","22248","670160063","63","30","63","0","201600","0","63","0","1881","200000001","0","63","0","63","78","0","0","63","92","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","22695","670160064","64","30","64","0","201600","0","64","0","2005","200000001","0","64","0","64","80","0","0","64","94","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","23141","670160065","65","30","65","0","201600","0","65","0","2129","200000001","0","65","0","65","81","0","0","65","95","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","23587","670160066","66","30","66","0","201600","0","66","0","2254","200000001","0","66","0","66","83","0","0","66","97","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","24033","670160067","67","30","67","0","201600","0","67","0","2378","200000001","0","67","0","67","85","0","0","67","99","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","24479","670160068","68","30","68","0","201600","0","68","0","2502","200000001","0","68","0","68","86","0","0","68","101","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","24926","670160069","69","30","69","0","201600","0","69","0","2626","200000001","0","69","0","69","88","0","0","69","103","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","25372","670160070","70","30","70","0","201600","0","70","0","2750","200000001","0","70","0","70","89","0","0","70","105","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","25818","670160071","71","30","71","0","201600","0","71","0","2874","200000001","0","71","0","71","91","0","0","71","106","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","119","670170001","1","30","1","0","201700","0","1","0","0","200000003","0","1","0","1","102","0","39","1","9999","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","230","670170002","2","30","2","0","201700","0","2","0","0","200000003","0","2","0","2","102","0","18","2","9999","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","261","670170003","3","30","3","0","201700","0","3","0","0","200000003","0","3","0","3","102","0","48","3","9999","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","292","670170004","4","30","4","0","201700","0","4","0","0","200000003","0","4","0","4","102","0","70","4","9999","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","323","670170005","5","30","5","0","201700","0","5","0","0","200000003","0","5","0","5","105","0","95","5","9999","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","323","670170006","6","30","6","0","201700","0","6","0","0","200000003","0","6","0","6","132","0","103","6","9999","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","324","670170007","7","30","7","0","201700","0","7","0","0","200000003","0","7","0","7","159","0","109","7","9999","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","351","670170008","8","30","8","0","201700","0","8","0","0","200000003","0","8","0","8","182","0","117","8","9999","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","377","670170009","9","30","9","0","201700","0","9","0","0","200000003","0","9","0","9","205","0","124","9","9999","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","402","670170010","10","30","10","0","201700","0","10","0","0","200000003","0","10","0","10","227","0","131","10","9999","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","429","670170011","11","30","11","0","201700","0","11","0","0","200000003","0","11","0","11","250","0","138","11","9999","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","455","670170012","12","30","12","0","201700","0","12","0","0","200000003","0","12","0","12","273","0","146","12","9999","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","481","670170013","13","30","13","0","201700","0","13","0","0","200000003","0","13","0","13","296","0","152","13","9999","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","510","670170014","14","30","14","0","201700","0","14","0","0","200000003","0","14","0","14","298","0","154","14","9999","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","539","670170015","15","30","15","0","201700","0","15","0","0","200000003","0","15","0","15","300","0","156","15","9999","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","679","670170016","16","30","16","0","201700","0","16","0","0","200000003","0","16","0","16","300","0","176","16","9999","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","818","670170017","17","30","17","0","201700","0","17","0","0","200000003","0","17","0","17","300","0","195","17","9999","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","959","670170018","18","30","18","0","201700","0","18","0","0","200000003","0","18","0","18","300","0","215","18","9999","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","1098","670170019","19","30","19","0","201700","0","19","0","0","200000003","0","19","0","19","300","0","234","19","9999","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","1238","670170020","20","30","20","0","201700","0","20","0","0","200000003","0","20","0","20","300","0","254","20","9999","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","1256","670170021","21","30","21","0","201700","0","21","0","0","200000003","0","21","0","21","300","0","283","21","9999","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","1275","670170022","22","30","22","0","201700","0","22","0","0","200000003","0","22","0","22","300","0","313","22","9999","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","1360","670170023","23","30","23","0","201700","0","23","0","0","200000003","0","23","0","23","300","0","317","23","9999","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","1549","670170024","24","30","24","0","201700","0","24","0","0","200000003","0","24","0","24","300","0","340","24","9999","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","1738","670170025","25","30","25","0","201700","0","25","0","0","200000003","0","25","0","25","300","0","363","25","9999","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","1767","670170026","26","30","26","0","201700","0","26","0","0","200000003","0","26","0","26","300","0","365","26","9999","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","1798","670170027","27","30","27","0","201700","0","27","0","0","200000003","0","27","0","27","300","0","367","27","9999","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","1828","670170028","28","30","28","0","201700","0","28","0","0","200000003","0","28","0","28","300","0","368","28","9999","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","2209","670170029","29","30","29","0","201700","0","29","0","0","200000003","0","29","0","29","300","0","383","29","9999","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","2562","670170030","30","30","30","0","201700","0","30","0","0","200000003","0","30","0","30","300","0","457","30","9999","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","2588","670170031","31","30","31","0","201700","0","31","0","0","200000003","0","31","0","31","300","0","477","31","9999","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","2615","670170032","32","30","32","0","201700","0","32","0","0","200000003","0","32","0","32","300","0","496","32","9999","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","2642","670170033","33","30","33","0","201700","0","33","0","0","200000003","0","33","0","33","300","0","516","33","9999","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","2907","670170034","34","30","34","0","201700","0","34","0","0","200000003","0","34","0","34","300","0","535","34","9999","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","3316","670170035","35","30","35","0","201700","0","35","0","0","200000003","0","35","0","35","300","0","560","35","9999","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","2356","670170036","36","30","36","0","201700","0","36","0","0","200000003","0","36","0","36","300","0","591","36","9999","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","2675","670170037","37","30","37","0","201700","0","37","0","0","200000003","0","37","0","37","300","0","622","37","9999","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","2675","670170038","38","30","38","0","201700","0","38","0","0","200000003","0","38","0","38","300","0","630","38","9999","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","3323","670170039","39","30","39","0","201700","0","39","0","0","200000003","0","39","0","39","300","0","838","39","9999","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","3824","670170040","40","30","40","0","201700","0","40","0","0","200000003","0","40","0","40","300","0","902","40","9999","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","4140","670170041","41","30","41","0","201700","0","41","0","0","200000003","0","41","0","41","300","0","1029","41","9999","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","4455","670170042","42","30","42","0","201700","0","42","0","0","200000003","0","42","0","42","300","0","1324","42","9999","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","4722","670170043","43","30","43","0","201700","0","43","0","0","200000003","0","43","0","43","300","0","1281","43","9999","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","5085","670170044","44","30","44","0","201700","0","44","0","0","200000003","0","44","0","44","300","0","1240","44","9999","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","5551","670170045","45","30","45","0","201700","0","45","0","0","200000003","0","45","0","45","300","0","1317","45","9999","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","6016","670170046","46","30","46","0","201700","0","46","0","0","200000003","0","46","0","46","300","0","1393","46","9999","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","6481","670170047","47","30","47","0","201700","0","47","0","0","200000003","0","47","0","47","300","0","1470","47","9999","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","8180","670170048","48","30","48","0","201700","0","48","0","0","200000003","0","48","0","48","300","0","1829","48","9999","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","9879","670170049","49","30","49","0","201700","0","49","0","0","200000003","0","49","0","49","300","0","2189","49","9999","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","11577","670170050","50","30","50","0","201700","0","50","0","0","200000003","0","50","0","50","300","0","2548","50","9999","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","13276","670170051","51","30","51","0","201700","0","51","0","0","200000003","0","51","0","51","300","0","2907","51","9999","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","13624","670170052","52","30","52","0","201700","0","52","0","0","200000003","0","52","0","52","300","0","2982","52","9999","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","13971","670170053","53","30","53","0","201700","0","53","0","0","200000003","0","53","0","53","300","0","3057","53","9999","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","14319","670170054","54","30","54","0","201700","0","54","0","0","200000003","0","54","0","54","300","0","3132","54","9999","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","14667","670170055","55","30","55","0","201700","0","55","0","0","200000003","0","55","0","55","300","0","3207","55","9999","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","15014","670170056","56","30","56","0","201700","0","56","0","0","200000003","0","56","0","56","300","0","3281","56","9999","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","15362","670170057","57","30","57","0","201700","0","57","0","0","200000003","0","57","0","57","300","0","3356","57","9999","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","15710","670170058","58","30","58","0","201700","0","58","0","0","200000003","0","58","0","58","300","0","3431","58","9999","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","16057","670170059","59","30","59","0","201700","0","59","0","0","200000003","0","59","0","59","300","0","3506","59","9999","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","16405","670170060","60","30","60","0","201700","0","60","0","0","200000003","0","60","0","60","300","0","3581","60","9999","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","16753","670170061","61","30","61","0","201700","0","61","0","0","200000003","0","61","0","61","300","0","3656","61","9999","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","16796","670170062","62","30","62","0","201700","0","62","0","0","200000003","0","62","0","62","300","0","3658","62","9999","62","0","62","1","62","10","1","62"
