5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419140","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1224"
"boss_tp_down_cut","減少降低TP","92419140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1225"
"18","傷害值衰減","92419140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1226"
"17","賦予TP上升的上限","92419140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1227"
"9","降低HP吸收","92419140","戰鬥開始時，中幅度降低全體角色的HP吸收。","1228"
"14","風屬性獎勵特大幅度提升","92419210","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1229"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1230"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1231"
"boss_tp_down_cut","減少降低TP","92419210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1232"
"18","傷害值衰減","92419210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1233"
"17","賦予TP上升的上限","92419210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1234"
"9","降低HP吸收","92419210","戰鬥開始時，中幅度降低全體角色的HP吸收。","1235"
"14","風屬性獎勵特大幅度提升","92419220","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1236"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1237"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1238"
"boss_tp_down_cut","減少降低TP","92419220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1239"
"18","傷害值衰減","92419220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1240"
"17","賦予TP上升的上限","92419220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1241"
"9","降低HP吸收","92419220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1242"
"14","風屬性獎勵特大幅度提升","92419230","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1243"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1244"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1245"
"boss_tp_down_cut","減少降低TP","92419230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1246"
"18","傷害值衰減","92419230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1247"
"17","賦予TP上升的上限","92419230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1248"
"9","降低HP吸收","92419230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1249"
"14","風屬性獎勵特大幅度提升","92419240","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1250"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1251"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1252"
"boss_tp_down_cut","減少降低TP","92419240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1253"
"18","傷害值衰減","92419240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1254"
"17","賦予TP上升的上限","92419240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1255"
"9","降低HP吸收","92419240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1256"
"14","風屬性獎勵特大幅度提升","92419310","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1257"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1258"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1259"
"boss_tp_down_cut","減少降低TP","92419310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1260"
"18","傷害值衰減","92419310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1261"
"17","賦予TP上升的上限","92419310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1262"
"9","降低HP吸收","92419310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1263"
"14","風屬性獎勵特大幅度提升","92419320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1264"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1265"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1266"
"boss_tp_down_cut","減少降低TP","92419320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1267"
"18","傷害值衰減","92419320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1268"
"17","賦予TP上升的上限","92419320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1269"
"9","降低HP吸收","92419320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1270"
"14","風屬性獎勵特大幅度提升","92419330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1271"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1272"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1273"
"boss_tp_down_cut","減少降低TP","92419330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1274"
"18","傷害值衰減","92419330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1275"
"17","賦予TP上升的上限","92419330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1276"
"9","降低HP吸收","92419330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1277"
"14","風屬性獎勵特大幅度提升","92419340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","1278"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92419340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1279"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1280"
"boss_tp_down_cut","減少降低TP","92419340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1281"
"18","傷害值衰減","92419340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1282"
"17","賦予TP上升的上限","92419340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1283"
"9","降低HP吸收","92419340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1284"
"15","光屬性獎勵特大幅度提升","92420010","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1285"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92420010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1286"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1287"
"17","賦予TP上升的上限","92420010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1288"
"9","降低HP吸收","92420010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1289"
"15","光屬性獎勵特大幅度提升","92420020","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1290"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92420020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1291"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1292"
"17","賦予TP上升的上限","92420020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1293"
"9","降低HP吸收","92420020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1294"
"15","光屬性獎勵特大幅度提升","92420030","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1295"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92420030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1296"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1297"
"17","賦予TP上升的上限","92420030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1298"
"9","降低HP吸收","92420030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1299"
"15","光屬性獎勵特大幅度提升","92420110","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1300"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92420110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1301"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1302"
"boss_tp_down_cut","減少降低TP","92420110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1303"
"18","傷害值衰減","92420110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1304"
