0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"Octagon","Octag","4","「八邊形」的英文。","0","103","97","4248","3","3","3","99","3","3","2","Octagon","79","這個的名稱是什麼？","2","116"
"Sector","ector","4","「扇形」的英文。","0","114","111","4249","3","3","3","99","3","3","3","Sector","101","這個的名稱是什麼？","2","116"
"Thousand","Thous","4","「千（單位）」的英文。","0","115","117","4250","3","1","3","104","3","3","2","Thousand","84","這個的名稱是什麼？","2","111"
"Trillion","Trill","4","「兆（單位）」的英文。","0","108","108","4251","3","2","3","114","3","3","2","Trillion","84","這個的名稱是什麼？","2","105"
"彈牙義大利麵","彈牙義大利","5","煮義大利麵時刻意保留一點硬度的煮法。","0","21033","22823","5001","6","1","6","29273","6","6","6","彈牙義大利麵","24392","這個的名稱是什麼？","2","32681"
"公會管理協會","公會管理會","5","管理蘭德索爾之公會的公家機關。","0","26371","29702","5002","6","1","6","26371","6","6","6","公會管理協會","20844","這個的名稱是什麼？","1","31649"
"有我在喔好朋友1號","好朋友1號","5","「碧」製作出來當作交朋友練習對象的鐵皮人偶。","0","34399","49","5003","6","2","1","26379","6","6","6","有我在喔好朋友1號","22909","這個的名稱是什麼？","1","21451"
"高血壓、高血脂、高血糖","高血壓高血","5","何謂「三高」？","0","34880","39640","5004","6","2","6","34880","6","6","6","高血壓、高血脂、高血糖","39640","這個的名稱是什麼？","2","22739"
"Yogurt","ogurt","5","「優格」的英文。","0","116","114","5005","3","1","3","103","3","3","3","Yogurt","111","這個的名稱是什麼？","2","117"
"","泰式椒麻雞","5","著名的泰式料理之一。與雞肉有關。","0","38622","40635","5006","6","2","6","24335","6","6","6","泰式椒麻雞","27888","這個的名稱是什麼？","2","26898"
"","卡布里沙拉","5","擺滿番茄、莫札瑞拉起司和羅勒，代表「卡布里風格」的前菜。","0","25289","27801","5007","6","2","6","24067","6","6","6","卡布里沙拉","21345","這個的名稱是什麼？","2","37324"
"","Water","5","最佳解酒液為：(請用英文作答)","0","114","101","5010","3","2","3","97","3","3","2","Water","87","這個的名稱是什麼？","2","116"
"世界三大珍味","世界三珍味","5","魚子醬、松露、鵝肝醬被譽為？","0","21619","29645","5011","6","3","6","30028","6","6","6","世界三大珍味","19990","這個的名稱是什麼？","2","19977"
"","義大利香醋","5","將葡萄汁加熱收乾後放進木桶裡使其熟成發酵的醋，具有黏性。","0","37259","39321","5013","6","2","6","22823","6","6","6","義大利香醋","32681","這個的名稱是什麼？","2","21033"
"花生碎、紅糖","花生碎紅糖","5","傳統港式湯圓主要以□□□、芝麻蓉及紅豆蓉作餡料，並以□□及薑煮成甜湯。","0","31958","32005","5014","6","2","6","29983","6","6","6","花生碎、紅糖","33457","這個的名稱是什麼？","2","30862"
"西班牙水果酒","西班牙水果","5","以「紅酒」為基底，再加入蘋果、柳橙等水果或肉桂的飲料。","0","26524","27700","5015","6","3","6","29677","6","6","6","西班牙水果酒","35199","這個的名稱是什麼？","2","29273"
"Dinner","inner","5","「晚餐」的英文。","0","114","101","5016","3","1","3","110","3","3","3","Dinner","105","這個的名稱是什麼？","2","110"
"西班牙大蒜蝦","西班牙大蒜","5","用大蒜和橄欖油來燉煮蝦子、香菇等食材的料理。","0","33948","22823","5017","6","2","6","29677","6","6","6","西班牙大蒜蝦","35199","這個的名稱是什麼？","2","29273"
"外帶=To go   內用=For here","orere","5","","0","101","114","5018","3","2","3","114","3","3","3","外帶=To go   內用=For here","111","這個的名稱是什麼？","2","101"
"","黏膠怪蓋飯","5","","5020","39151","33995","5020","6","2","6","33184","6","6","6","黏膠怪蓋飯","40655","這個的名稱是什麼？","1","24618"
"","教皇新堡瓶","5","酒瓶的種類。酒瓶上印有「Chateauneuf du Pape」、教皇帽和聖彼得的雙鑰匙。","0","29942","22561","5021","6","3","6","30343","6","6","6","教皇新堡瓶","25945","這個的名稱是什麼？","2","26032"
"小火開始慢慢蒸途中大火滾一滾","開始慢慢蒸","5","用鍋子煮飯時掌控火候的訣竅。在遇見可可蘿的場景也有同樣的台詞。","0","33976","24930","5022","6","1","6","22987","6","6","6","小火開始慢慢蒸途中大火滾一滾","38283","這個的名稱是什麼？","1","24930"
"乳酸菌、酸凝固","乳酸菌酸凝","5","製作起司，要將乳類凝固的方法其中一種為：藉由□□□的力量進行□□固。","0","20957","37240","5023","6","3","6","37240","6","6","6","乳酸菌、酸凝固","20083","這個的名稱是什麼？","2","33740"
"","斷崖的小點","5","作為征服地下城「斷崖遺跡」的證明，美食殿堂所獲得的料理兼公會小屋家具。","5024","40670","23567","5024","6","3","6","23830","6","6","6","斷崖的小點","26039","這個的名稱是什麼？","1","30340"
"","密林的果實","5","作為征服地下城「密林大樹」的證明，美食殿堂所獲得的料理兼公會小屋家具。","5025","23526","26524","5025","6","3","6","26519","6","6","6","密林的果實","23494","這個的名稱是什麼？","1","30340"
"","甜醋漬生薑","5","壽司店的用語。什麼食物在咀嚼的時候會發出「GARIGARI」聲音，所以俗稱「GARI」？","0","34193","29983","5026","6","3","6","37259","6","6","6","甜醋漬生薑","29980","這個的名稱是什麼？","2","28460"
"阿爾薩斯瓶（Alsace Bottle）","阿爾薩斯瓶","5","德國大部分酒瓶也是使用這種款式。瓶肩為一條優雅的曲線。","0","29942","26031","5027","6","3","6","29246","6","6","6","阿爾薩斯瓶（Alsace Bottle）","38463","這個的名稱是什麼？","2","34217"
"","碳酸氫鈉泉","5","臺灣溫泉分四大類。其中一種俗稱「美人湯」。可促進皮膚的新陳代謝，對皮膚的保養效果好。","0","27849","37385","5028","6","3","6","37240","6","6","6","碳酸氫鈉泉","30899","這個的名稱是什麼？","2","27691"
"馬鈴薯萃取的澱粉","馬鈴薯澱粉","5","太白粉是用作料理勾芡和油炸物麵衣的粉。原料主要來自□□□萃取的□□。","0","31881","28593","5029","6","2","6","37428","6","6","6","馬鈴薯萃取的澱粉","39340","這個的名稱是什麼？","2","34223"
"","濾掛式咖啡","5","此咖啡省時又方便，可掛在杯緣上方便沖泡。","0","21857","21654","5030","6","1","6","25499","6","6","6","濾掛式咖啡","28670","這個的名稱是什麼？","2","24335"
"","Latte","5","濃縮咖啡加入牛奶，這類型的飲料當中一般而言最多人喝的品項。(請用英文作答)","0","101","116","5031","3","2","3","97","3","3","2","Latte","76","這個的名稱是什麼？","2","116"
"給了她美味現煮白飯","美味現煮飯","5","「貪吃佩可」稱主角為白飯王子是因為？","0","39151","29038","5032","6","2","6","21619","6","6","6","給了她美味現煮白飯","32654","這個的名稱是什麼？","1","29694"
"","軟泥怪丼飯","5","將果凍狀魔物的肉盛裝在丼飯上的料理。貪吃佩可常去的魔物料理店的品項。","0","39151","20028","5033","6","2","6","27877","6","6","6","軟泥怪丼飯","36575","這個的名稱是什麼？","1","24618"
"","巧克力噴泉","5","會從上方湧出巧克力的家具。","5034","27849","22132","5034","6","1","6","20811","6","6","6","巧克力噴泉","24039","這個公會小屋道具是什麼？","1","21147"
"獨特的醬油風味和魚內臟的苦味","醬油魚內臟","5","「貪吃佩可」如何形容打工的餐廳的海鮮味道？","0","33247","20839","5035","6","2","6","27833","6","6","6","獨特的醬油風味和魚內臟的苦味","37292","這是什麼？","1","39770"
"","綜合鯛魚燒","5","「珠希」為了獎勵主角幫忙看守，給了主角甚麼食物？","5036","29138","39770","5036","6","2","6","21512","6","6","6","綜合鯛魚燒","32156","這是什麼？","1","39899"
"盟約外典術式第666","盟約外典6","5","過去被神所封印在世界的背面。記載著這世界的各種法則之操縱術的一本書。","0","54","20856","5037","6","2","6","32004","1","6","6","盟約外典術式第666","30431","這個的名稱是什麼？","1","22806"
"","暮光流星群","5","","5038","32676","26143","5038","6","1","6","20809","6","6","6","暮光流星群","26286","這個公會的名字是？","1","27969"
"【惡魔偽王國軍】","惡魔王國軍","5","","5039","36557","22283","5039","6","1","6","39764","6","6","6","【惡魔偽王國軍】","24801","這個公會的名字是？","1","29579"
"純白之翼 蘭德索爾分部","翼蘭德索爾","5","","5040","29246","32034","5040","6","1","6","34349","6","6","6","純白之翼 蘭德索爾分部","32764","這個公會的名字是？","1","24503"
"【伊麗莎白牧場】","伊麗莎牧場","5","","5041","22580","29287","5041","6","1","6","40599","6","6","6","【伊麗莎白牧場】","20234","這個公會的名字是？","1","33678"
"","拉比林斯達","5","「拉比林斯」由神秘人物所組成，探索世界之謎的公會。請問這位神秘人物是？","5042","36948","26031","5042","6","1","6","27604","6","6","6","拉比林斯達","25289","這個角色的名字是？","1","26519"
"【王宮騎士團（=Nightmare）】","王宮騎士團","5","","5043","22296","22763","5043","6","1","6","23470","6","6","6","【王宮騎士團（=Nightmare）】","29579","這個公會的名字是？","1","39438"
"","墨丘利財團","5","","5044","22296","36001","5044","6","1","6","19992","6","6","6","墨丘利財團","22696","這個公會的名字是？","1","21033"
"公會管理協會","公會管理協","5","「月光學院」是蘭德索爾的學校之一。由哪個組織營運？","0","21332","29702","5045","6","1","6","26371","6","6","6","公會管理協會","20844","這個組織的名字是？","1","31649"
"","大家的偶像","5","","5047","20687","20598","5047","6","2","6","23478","6","6","6","大家的偶像","22823","這個的名稱是什麼？","1","30340"
"洗手⇒消毒⇒繫圍裙","洗手消毒圍","5","「貪吃佩可」教導主角做料理前先進行：(請依序列出)","0","22285","27602","5049","6","2","6","25163","6","6","6","洗手⇒消毒⇒繫圍裙","27927","這個的名稱是什麼？","1","28040"
"從頭到尾橫切魚⇒左右分肉⇒切斷魚尾⇒拉魚骨","橫切魚魚尾","5","分解煮熟的大型魚方式為：","0","23614","39770","5050","6","2","6","20999","6","6","6","從尾到頭橫切魚⇒左右分肉⇒切斷魚尾⇒拉魚骨","27243","這個的名稱是什麼？","2","39770"
"羅馬帝國時代","羅馬帝國時","5","義大利自□□□□□代開始就享有「美食之國」的美名。","0","26178","22283","5051","6","3","6","39340","6","6","6","羅馬帝國時代","32645","這個的名稱是什麼？","2","24093"
"豪華法式布丁","華法式布丁","5","以布丁為中心，周邊擺滿各種甜食的點心。","0","19969","24067","5052","6","1","6","27861","6","6","6","豪華法式布丁","33775","這個的名稱是什麼？","2","24335"
"","純金貓公仔","5","","5053","20180","20844","5053","6","3","6","37329","6","6","6","純金貓公仔","32020","這是什麼？","1","35987"
"","五大營養素","5","脂肪、碳水化合物、維生素、礦物質和蛋白質被稱為？","0","32032","39178","5054","6","2","6","22823","6","6","6","五大營養素","20116","這是什麼？","2","29151"
"麥⇒威士忌　水果⇒白蘭地","士忌白蘭地","5","","0","22320","34349","5055","6","2","6","24524","6","6","6","麥⇒威士忌　水果⇒白蘭地","22763","這是什麼？","2","30333"
"Masala","asala","5","在印度，有著混合香料之意的是？ (請用英文作答)","0","97","108","5056","3","3","3","115","3","3","3","Masala","97","這個的名稱是什麼？","2","97"
"","雞肉天婦羅","5","在日本九州的大分縣，有著鄉土料理之稱的美食是？","0","32645","23142","5057","6","1","6","32905","6","6","6","雞肉天婦羅","38622","這個的名稱是什麼？","2","22825"
"","界面活性劑","5","洗髮精透過□□□□□親油、親水的特性，帶走頭皮、頭髮上的髒污及過多的油脂。","0","21137","24615","5058","6","3","6","38754","6","6","6","界面活性劑","30028","這個的名稱是什麼？","2","27963"
"髮際線的兩側","髮際線兩側","5","M型禿頭會從□□□的□□開始掉髮，呈現M字形狀。","0","20596","20841","5059","6","2","6","38555","6","6","6","髮際線的兩側","39662","這個的名稱是什麼？","2","32218"
"","廣泛型禿頭","5","此類禿頭大多發生在女性身上，但男性也有發生的可能。它的掉髮範圍是很平均的脫落。","0","38957","31167","5060","6","2","6","27867","6","6","6","廣泛型禿頭","24291","這個的名稱是什麼？","2","22411"
"","複合型禿頭","5","關於禿頭，C型禿是結合M型和O型的□□□□□。","0","38957","31167","5061","6","3","6","21512","6","6","6","複合型禿頭","35079","這個的名稱是什麼？","2","22411"
"","拖尾壓花法","5","西餐的擺盤方式。直接駛一勺沙司，在盤中頂部往下拉，這種方式稱為：","0","27861","33457","5062","6","3","6","23614","6","6","6","拖尾壓花法","25302","這個的名稱是什麼？","2","22739"
"三大鮮味成分","三鮮味成分","5","和食料理不可或缺的「鮮味」之中，肌苷酸、鳥苷酸以及麩胺酸被稱為？","0","20998","25104","5063","6","3","6","39854","6","6","6","三大鮮味成分","19977","這個的名稱是什麼？","2","21619"
"Caffeine","feine","5","一般而言飲用咖啡會大量攝取，並且具有提神效果的成分。(請用英文作答)","0","101","110","5064","3","1","3","101","3","3","3","Caffeine","102","這個的名稱是什麼？","2","105"
"","帕馬森起司","5","一般而言說到「起司粉」指的就是這個。大多用來增添義大利麵的風味。","0","21496","36215","5065","6","2","6","39340","6","6","6","帕馬森起司","24085","這個的名稱是什麼？","2","26862"
"酸味=Sour  甜味=Sweet","Sweet","5","","0","116","101","5066","3","1","3","119","3","3","2","酸味=Sour  甜味=Sweet","83","這個的名稱是什麼？","2","101"
"Sichuan pepper","epper","5","「花椒」的英文。","0","114","101","5067","3","3","3","112","3","3","3","Sichuan pepper","101","這個的唸法是什麼？","2","112"
