44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"24011011","","24011","300","","100511","","","","","13"
"24011012","","24011","","","1","","","","","131"
"24012001","1","24012","wac_talk_doya_in","wac_talk_doya_loop","100511","","0","","0.2","3"
"24012002","","24012","wac_no_items","","111","","1","","0.2","3"
"24012003","","24012","200","0","100511","","-340","","","2"
"24012004","","24012","200","0","111","","-340","","","2"
"24012005","","24012","0","","32","","","","","32"
"24012006","","24012","1","","33","","","","","32"
"24012007","","24012","0","","11","","","","","32"
"24012008","","24012","vo_wac_221012_000","0","vo_wac_221012","","0","","","21"
"24012009","1","24012","這次的工作也完美達成了！\n好在有請克莉絲提娜阿姨\n教我怎麼畫圖！","1","100511","0","10","0.5","0","11"
"24012010","","24012","","","0","","","","","91"
"24012011","1","24012","wac_talk_sad_in","wac_talk_sad_loop","100511","","0","","0.2","3"
"24012012","","24012","vo_wac_221012_001","0","vo_wac_221012","","0","","","21"
"24012013","1","24012","……偷偷跟你說喔，\n她教我的時候超嚴格的呀。\n大概重畫了100多次左右，\n我都快哭出來了……","1","100511","0","10","0.5","0","11"
"24012014","","24012","","","0","","","","","91"
"24012015","","24012","0","","0","","","","","22"
"24013001","","24013","wac_idle_sad","","100511","","1","","0.2","3"
"24013002","","24013","wac_no_items","","111","","1","","0.2","3"
"24013003","","24013","200","0","100511","","-340","","","2"
"24013004","","24013","200","0","111","","-340","","","2"
"24013005","","24013","0","","32","","","","","32"
"24013006","","24013","1","","33","","","","","32"
"24013007","","24013","0","","11","","","","","32"
"24013008","","24013","","","0","","","","","91"
"24111001","-325","24111","103711","-108","1","0","202","wac_default_bot_21","2","1"
"24111002","-325","24111","111","-108","1","0","201","wac_default_bot_27","2","5"
"24111003","1","24111","34","0","34","","0","","1","31"
"24111004","1","24111","33","0","33","","0","","0","31"
"24111005","1","24111","13","0","13","","0","","0","31"
"24111006","0","24111","wac_paint_bot_21","","103711","","0","","0.2","3"
"24111007","0","24111","wac_paint_bot_27","","111","","0","","0.2","3"
"24111008","","24111","0","","0","","","","","93"
"24111009","","24111","1","","13","","","","","32"
"24111010","","24111","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"24111011","","24111","300","","103711","","","","","13"
"24111012","","24111","","","1","","","","","131"
"24112001","1","24112","wac_talk_doya_in","wac_talk_doya_loop","103711","","0","","0.2","3"
"24112002","","24112","wac_no_items","","111","","1","","0.2","3"
"24112003","","24112","200","0","103711","","-340","","","2"
"24112004","","24112","200","0","111","","-340","","","2"
"24112005","","24112","0","","34","","","","","32"
"24112006","","24112","1","","33","","","","","32"
"24112007","","24112","0","","13","","","","","32"
"24112008","","24112","vo_wac_221013_000","0","vo_wac_221013","","0","","","21"
"24112009","1","24112","呼，這樣就結束了呢。\n這牆壁也變得五彩繽紛了，\n光是這樣看著也覺得很開心呢♪","1","103711","0","10","0.5","0","11"
"24112010","","24112","","","0","","","","","91"
"24112011","1","24112","wac_talk_arm_crossed_in","wac_talk_arm_crossed_loop","103711","","0","","0.2","3"
"24112012","","24112","vo_wac_221013_001","0","vo_wac_221013","","0","","","21"
"24112013","1","24112","……也因為如此嗎？\n不太想看到這牆壁受到破壞呢。\n所以我們必須好好守護蘭德索爾。","1","103711","0","10","0.5","0","11"
"24112014","","24112","","","0","","","","","91"
"24112015","","24112","0","","0","","","","","22"
"24113001","","24113","wac_idle_arm_crossed","","103711","","1","","0.2","3"
"24113002","","24113","wac_no_items","","111","","1","","0.2","3"
"24113003","","24113","200","0","103711","","-340","","","2"
"24113004","","24113","200","0","111","","-340","","","2"
"24113005","","24113","0","","34","","","","","32"
"24113006","","24113","1","","33","","","","","32"
"24113007","","24113","0","","13","","","","","32"
"24113008","","24113","","","0","","","","","91"
"24211001","-325","24211","107111","-108","1","0","202","wac_default_bot_21","2","1"
"24211002","-325","24211","111","-108","1","0","201","wac_default_bot_27","2","5"
"24211003","1","24211","34","0","34","","0","","1","31"
"24211004","1","24211","33","0","33","","0","","0","31"
"24211005","1","24211","13","0","13","","0","","0","31"
"24211006","0","24211","wac_paint_bot_21","","107111","","0","","0.2","3"
"24211007","0","24211","wac_paint_bot_27","","111","","0","","0.2","3"
"24211008","","24211","0","","0","","","","","93"
"24211009","","24211","1","","13","","","","","32"
"24211010","","24211","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"24211011","","24211","300","","107111","","","","","13"
"24211012","","24211","","","1","","","","","131"
"24212001","1","24212","wac_talk_doya_in","wac_talk_doya_loop","107111","","0","","0.2","3"
"24212002","","24212","wac_no_items","","111","","1","","0.2","3"
"24212003","","24212","200","0","107111","","-340","","","2"
"24212004","","24212","200","0","111","","-340","","","2"
"24212005","","24212","0","","34","","","","","32"
"24212006","","24212","1","","33","","","","","32"
"24212007","","24212","0","","13","","","","","32"
"24212008","","24212","vo_wac_221014_000","0","vo_wac_221014","","0","","","21"
"24212009","1","24212","完成了！\n這次的成果比以往都\n還要來的完美呢☆\n像是這邊的曲線特別美麗。","1","107111","0","10","0.5","0","11"
"24212010","","24212","","","0","","","","","91"
"24212011","1","24212","wac_talk_arm_crossed_in","wac_talk_arm_crossed_loop","107111","","0","","0.2","3"
"24212012","","24212","vo_wac_221014_001","0","vo_wac_221014","","0","","","21"
"24212013","1","24212","什麼，竟然說不懂？\n看看這裡！這邊的線條！\n……不懂也沒辦法，\n就由我來教教小子何謂美術吧♪","1","107111","0","10","0.5","0","11"
"24212014","","24212","","","0","","","","","91"
"24212015","","24212","0","","0","","","","","22"
"24213001","","24213","wac_idle_arm_crossed","","107111","","1","","0.2","3"
"24213002","","24213","wac_no_items","","111","","1","","0.2","3"
"24213003","","24213","200","0","107111","","-340","","","2"
"24213004","","24213","200","0","111","","-340","","","2"
"24213005","","24213","0","","34","","","","","32"
"24213006","","24213","1","","33","","","","","32"
"24213007","","24213","0","","13","","","","","32"
"24213008","","24213","","","0","","","","","91"
"24311001","-213","24311","106811","-108","1","0","202","wac_default_01","2","1"
"24311002","-213","24311","111","-108","1","0","201","wac_default_02","2","5"
"24311003","1","24311","32","0","32","","0","","1","31"
"24311004","1","24311","33","0","33","","0","","0","31"
"24311005","1","24311","11","0","11","","0","","0","31"
"24311006","0","24311","wac_paint_01","","106811","","0","","0.2","3"
"24311007","0","24311","wac_paint_02","","111","","0","","0.2","3"
"24311008","","24311","0","","0","","","","","93"
"24311009","","24311","1","","11","","","","","32"
"24311010","","24311","se_10035700_brush","","se_10035700","","0","","","23"
"24311011","","24311","300","","106811","","","","","13"
"24311012","","24311","","","1","","","","","131"
"24312001","1","24312","wac_talk_doya_in","wac_talk_doya_loop","106811","","0","","0.2","3"
"24312002","","24312","wac_no_items","","111","","1","","0.2","3"
"24312003","","24312","200","0","106811","","-340","","","2"
"24312004","","24312","200","0","111","","-340","","","2"
"24312005","","24312","0","","32","","","","","32"
"24312006","","24312","1","","33","","","","","32"
"24312007","","24312","0","","11","","","","","32"
"24312008","","24312","vo_wac_221015_000","0","vo_wac_221015","","0","","","21"
"24312009","1","24312","話說我突然想到，\n如果也在可麗餅上畫圖怎麼樣？\n不覺得會很棒嗎？","1","106811","0","10","0.5","0","11"
"24312010","","24312","","","0","","","","","91"
"24312011","","24312","vo_wac_221015_001","0","vo_wac_221015","","0","","","21"
"24312012","1","24312","只要把可麗餅畫得夠華麗的話……\n咦？首先該從味道下手？\n……這樣啊。\n說得也是～","1","106811","0","10","0.5","0","11"
"24312013","","24312","","","0","","","","","91"
"24312014","","24312","0","","0","","","","","22"
"24313001","","24313","wac_idle_doya","","106811","","1","","0.2","3"
"24313002","","24313","wac_no_items","","111","","1","","0.2","3"
"24313003","","24313","200","0","106811","","-340","","","2"
"24313004","","24313","200","0","111","","-340","","","2"
"24313005","","24313","0","","32","","","","","32"
"24313006","","24313","1","","33","","","","","32"
"24313007","","24313","0","","11","","","","","32"
"24313008","","24313","","","0","","","","","91"
"24411001","-213","24411","102811","-108","1","0","202","wac_default_01","2","1"
"24411002","-213","24411","111","-108","1","0","201","wac_default_02","2","5"
"24411003","1","24411","32","0","32","","0","","1","31"
"24411004","1","24411","33","0","33","","0","","0","31"
"24411005","1","24411","11","0","11","","0","","0","31"
"24411006","0","24411","wac_paint_01","","102811","","0","","0.2","3"
"24411007","0","24411","wac_paint_02","","111","","0","","0.2","3"
"24411008","","24411","0","","0","","","","","93"
"24411009","","24411","1","","11","","","","","32"
"24411010","","24411","se_10035700_brush","","se_10035700","","0","","","23"
"24411011","","24411","300","","102811","","","","","13"
"24411012","","24411","","","1","","","","","131"
"24412001","1","24412","wac_talk_doya_in","wac_talk_doya_loop","102811","","0","","0.2","3"
"24412002","","24412","wac_no_items","","111","","1","","0.2","3"
"24412003","","24412","200","0","102811","","-340","","","2"
"24412004","","24412","200","0","111","","-340","","","2"
"24412005","","24412","0","","32","","","","","32"
"24412006","","24412","1","","33","","","","","32"
"24412007","","24412","0","","11","","","","","32"
"24412008","","24412","vo_wac_221016_000","0","vo_wac_221016","","0","","","21"
"24412009","1","24412","嗯，完成囉。\n這要說是工作雖然也算工作，\n果然像這樣畫圖能有效的\n轉換心情呢♪","1","102811","0","10","0.5","0","11"
"24412010","","24412","","","0","","","","","91"
"24412011","","24412","vo_wac_221016_001","0","vo_wac_221016","","0","","","21"
"24412012","1","24412","雖然育幼院的經營還很不容易，\n等穩定下來後，\n把繪圖當興趣或許也不錯呢♪","1","102811","0","10","0.5","0","11"
"24412013","","24412","","","0","","","","","91"
"24412014","","24412","0","","0","","","","","22"
"24413001","","24413","wac_idle_doya","","102811","","1","","0.2","3"
"24413002","","24413","wac_no_items","","111","","1","","0.2","3"
"24413003","","24413","200","0","102811","","-340","","","2"
"24413004","","24413","200","0","111","","-340","","","2"
"24413005","","24413","0","","32","","","","","32"
"24413006","","24413","1","","33","","","","","32"
"24413007","","24413","0","","11","","","","","32"
"24413008","","24413","","","0","","","","","91"
"24511001","-213","24511","102511","-108","1","0","202","wac_default_01","2","1"
"24511002","-213","24511","111","-108","1","0","201","wac_default_01","2","5"
"24511003","1","24511","32","0","32","","0","","1","31"
"24511004","1","24511","33","0","33","","0","","0","31"
"24511005","1","24511","11","0","11","","0","","0","31"
"24511006","0","24511","wac_paint_01","","102511","","0","","0.2","3"
"24511007","0","24511","wac_paint_01","","111","","0","","0.2","3"
"24511008","","24511","0","","0","","","","","93"
"24511009","","24511","1","","11","","","","","32"
"24511010","","24511","se_10035700_brush","","se_10035700","","0","","","23"
"24511011","","24511","300","","102511","","","","","13"
"24511012","","24511","","","1","","","","","131"
"24512001","1","24512","wac_talk_wish_in","wac_talk_wish_loop","102511","","0","","0.2","3"
"24512002","","24512","wac_no_items","","111","","1","","0.2","3"
"24512003","","24512","200","0","102511","","-340","","","2"
"24512004","","24512","200","0","111","","-340","","","2"
"24512005","","24512","0","","32","","","","","32"
"24512006","","24512","1","","33","","","","","32"
"24512007","","24512","0","","11","","","","","32"
"24512008","","24512","vo_wac_221017_000","0","vo_wac_221017","","0","","","21"
"24512009","1","24512","完、完成……！\n今天沒出什麼問題，\n衣服也沒弄髒！也就是說……","1","102511","0","10","0.5","0","11"
"24512010","","24512","","","0","","","","","91"
"24512011","1","24512","wac_talk_smile_in","wac_talk_smile_loop","102511","","0","","0.2","3"
"24512012","","24512","vo_wac_221017_001","0","vo_wac_221017","","0","","","21"
"24512013","1","24512","太好了，完美的工作呢～！\n我也不是一直都在出包的唷？\n嘿嘿，對我另眼相看了嗎？","1","102511","0","10","0.5","0","11"
"24512014","","24512","","","0","","","","","91"
"24512015","","24512","0","","0","","","","","22"
"24513001","","24513","wac_idle_smile","","102511","","1","","0.2","3"
"24513002","","24513","wac_no_items","","111","","1","","0.2","3"
"24513003","","24513","200","0","102511","","-340","","","2"
"24513004","","24513","200","0","111","","-340","","","2"
"24513005","","24513","0","","32","","","","","32"
"24513006","","24513","1","","33","","","","","32"
"24513007","","24513","0","","11","","","","","32"
"24513008","","24513","","","0","","","","","91"
"24611001","-100","24611","102311","-108","1","0","202","wac_default_21","2","1"
"24611002","-100","24611","111","-108","1","0","201","wac_default_27","2","5"
"24611003","1","24611","42","0","42","","0","","1","31"
"24611004","1","24611","33","0","33","","0","","0","31"
"24611005","1","24611","20","0","20","","0","","0","31"
"24611006","0","24611","wac_paint_21","","102311","","0","","0.2","3"
"24611007","0","24611","wac_paint_27","","111","","0","","0.2","3"
"24611008","","24611","0","","0","","","","","93"
"24611009","","24611","1","","20","","","","","32"
"24611010","","24611","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"24611011","","24611","300","","102311","","","","","13"
"24611012","","24611","","","1","","","","","131"
"24612001","1","24612","wac_talk_sad_in","wac_talk_sad_loop","102311","","0","","0.2","3"
"24612002","","24612","wac_no_items","","111","","1","","0.2","3"
"24612003","","24612","200","0","102311","","-340","","","2"
