85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","50","0","1","1","300102704","2"
"1","0","0","0","0","1","3","98","","0","0","0","","7","0","90","0","1","0","300102705","2"
"1","30","0","81","2","1","3","38","","0","0","3000","","3","3000","0","0","0","90","300102706","1"
"99","2","0","91","0","1","6","10","","0","90","3000","","3","0","90","0","0","0","300102707","1"
"99","5","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","3","0","7","0","0","1.2","300200101","1"
"99","2","0","1","0","1","3","34","每次攻擊增加{0}的傷害","0","3","2160","追加傷害+{0}","3","0","75","0","0","0","300200102","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300200201","1"
"99","20","0","1","0","1","2","1","","0","0","100","","1","0","1.3","0","0","0.4","300200202","1"
"99","80","0","1","0","1","2","9","","0","0","100","","1","0","8.5","0","0","5","300200203","1"
"1","100","0","2","0","1","3","49","","0","0","-1","","7","0","0","0","0","0","300200301","2"
"1","2","0","20","1","1","3","10","","0","7","-1","","7","0","35","0","1","0","300200302","2"
"99","0","0","1","0","2","1","1","","0","0","250","","3","0","0","0","0","1.2","300200401","1"
"1","100","0","3","0","2","1","17","","0","0","0","","7","0","0","0","0","50","300200501","2"
"1","180","0","1","30020002","2","1","22","","0","0","0","","1","0","0","0","0","0","300200502","2"
"1","180","0","2","3002001","2","1","22","","0","0","0","","1","0","0","0","0","0","300200503","2"
"1","30","0","2","3002001","2","1","22","","0","0","0","","7","0","0","0","0","0","300200601","2"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300201101","1"
"99","60","0","1","0","1","3","1","","0","0.0009","-1","","3","0","0.6","0","0","1.5","300201102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","30","0","0","0","300201103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300201201","1"
"99","0.5","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300201202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300201203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300201204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.5","300201205","1"
"1","2","0","10","1","1","3","10","","0","12","-1","","7","0","40","0","1","0","300201301","2"
"1","1","0","20","1","1","3","10","","0","12","-1","","7","0","0","0","1","0.1","300201302","2"
"1","1","0","40","1","1","3","10","","0","12","-1","","7","0","0","0","1","0.1","300201303","2"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300201401","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","0","0","3.5","300201402","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300201501","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300201502","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300201503","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300201504","2"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300202101","1"
"99","60","0","1","0","1","3","1","","0","0.0009","-1","","3","0","0.6","0","0","1.5","300202102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","30","0","0","0","300202103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300202201","1"
"99","0.5","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300202202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300202203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300202204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.5","300202205","1"
"99","4","0","701","300202302","2","2","28","","0","0","3000","","3","0","2","300202304","0","0","300202301","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300202302","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300202303","2"
"99","5","0","702","300202305","2","2","28","","0","0","3000","","3","0","8","300202308","0","0","300202304","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","50","0","1","0","300202305","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300202306","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300202307","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","200","0","1","0","300202308","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300202309","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300202310","2"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300202401","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","0","0","3.5","300202402","1"
"99","2","0","703","300202502","2","2","28","","0","0","3000","","3","0","1","300202503","0","0","300202501","2"
"1","0","0","2","401610311","2","1","15","","0","0","250","","7","1","-4","1","-500","0","300202502","2"
"99","1","0","701","300202504","2","2","28","","0","0","3000","","3","0","1","300202505","0","0","300202503","2"
"1","0","0","2","401610309","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300202504","2"
"99","1","0","720","300202507","2","2","28","","0","0","3000","","3","0","1","300202506","0","208600","300202505","2"
"1","0","0","2","401610309","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300202506","2"
"1","0","0","2","401610310","2","1","15","","0","0","250","","7","1","-1","1","-420","0","300202507","2"
"99","1","0","1","0","1","3","21","","0","0","-1","","18","0","0","0","0","0","300202601","2"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300202701","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300202702","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300202703","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300202704","2"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300203101","1"
"99","60","0","1","0","1","3","1","","0","0.0009","-1","","3","0","0.6","0","0","1.5","300203102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","30","0","0","0","300203103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300203201","1"
"99","0.5","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300203202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300203203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300203204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.5","300203205","1"
"1","2","0","10","1","1","3","10","","0","12","-1","","7","0","40","0","1","0","300203301","2"
"1","1","0","20","1","1","3","10","","0","12","-1","","7","0","0","0","1","0.1","300203302","2"
"1","1","0","40","1","1","3","10","","0","12","-1","","7","0","0","0","1","0.1","300203303","2"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300203401","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","0","0","3.5","300203402","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300203501","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300203502","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300203503","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300203504","2"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300204101","1"
"99","60","0","1","0","1","3","1","","0","0.0009","-1","","3","0","0.6","0","0","1.5","300204102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","30","0","0","0","300204103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300204201","1"
"99","0.5","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300204202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300204203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300204204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.5","300204205","1"
"99","4","0","701","300204302","2","2","28","","0","0","3000","","3","0","2","300204304","0","0","300204301","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300204302","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300204303","2"
"99","5","0","702","300204305","2","2","28","","0","0","3000","","3","0","8","300204308","0","0","300204304","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","50","0","1","0","300204305","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300204306","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300204307","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","200","0","1","0","300204308","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300204309","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300204310","2"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300204401","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","0","0","3.5","300204402","1"
"99","2","0","703","300204502","2","2","28","","0","0","3000","","3","0","1","300204503","0","0","300204501","2"
"1","0","0","2","401610711","2","1","15","","0","0","250","","7","1","-4","1","-500","0","300204502","2"
"99","1","0","701","300204504","2","2","28","","0","0","3000","","3","0","1","300204505","0","0","300204503","2"
"1","0","0","2","401610709","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300204504","2"
"99","1","0","720","300204507","2","2","28","","0","0","3000","","3","0","1","300204506","0","208600","300204505","2"
"1","0","0","2","401610709","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300204506","2"
"1","0","0","2","401610710","2","1","15","","0","0","250","","7","1","-1","1","-420","0","300204507","2"
"99","1","0","1","0","1","3","21","","0","0","-1","","18","0","0","0","0","0","300204601","2"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300204701","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300204702","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300204703","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300204704","2"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300205101","1"
"99","60","0","1","0","1","3","1","","0","0.0009","-1","","3","0","0.6","0","0","1.5","300205102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","40","0","0","0","300205103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300205201","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300205202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300205203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300205204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.5","300205205","1"
"99","4","0","701","300205302","2","2","28","","0","0","3000","","3","0","2","300205304","0","0","300205301","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300205302","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.06","300205303","2"
"99","5","0","702","300205305","2","2","28","","0","0","3000","","3","0","8","300205308","0","0","300205304","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","50","0","1","0","300205305","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300205306","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.1","300205307","2"
"1","2","0","10","1","2","3","10","","0","12","-1","","7","0","200","0","1","0","300205308","2"
"1","1","0","20","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300205309","2"
"1","1","0","40","1","2","3","10","","0","12","-1","","7","0","0","0","1","0.15","300205310","2"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300205401","1"
"1","90","0","1","0","1","3","1","","0","0.0018","3000","","3","0","0.9","0","0","3.5","300205402","1"
"99","2","0","703","300205502","2","2","28","","0","0","3000","","3","0","1","300205503","0","0","300205501","2"
"1","0","0","2","401610411","2","1","15","","0","0","250","","7","1","-4","1","-500","0","300205502","2"
"99","1","0","701","300205504","2","2","28","","0","0","3000","","3","0","1","300205505","0","0","300205503","2"
"1","0","0","2","401610409","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300205504","2"
"99","1","0","720","300205507","2","2","28","","0","0","3000","","3","0","1","300205506","0","208606","300205505","2"
"1","0","0","2","401610409","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300205506","2"
"1","0","0","2","401610410","2","1","15","","0","0","250","","7","1","-1","1","-420","0","300205507","2"
"99","1","0","1","0","1","3","21","","0","0","-1","","18","0","0","0","0","0","300205601","2"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300205701","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300205702","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300205703","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300205704","2"
"1","0.5","0","0","0","1","3","98","","0","0","0","","7","0","90","0","1","0","300205705","2"
"1","30","0","81","2","1","3","38","","0","0","3000","","3","3000","0","0","0","90","300205706","1"
"99","0","0","0","0","1","3","92","","0","0","-1","","3","0","0","0","0","0","300206101","1"
"99","50","0","1","0","1","3","1","","0","0.0005","-1","","3","0","0.5","0","0","1.5","300206102","1"
"99","2","0","1","0","1","3","34","","0","3","-1","","3","0","40","0","0","0","300206103","1"
"1","0","0","1","0","1","2","7","","0","0","2160","","3","0","0","0","0","0","300206201","1"
"99","0.7","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300206202","1"
"99","40","0","1","0","1","2","1","","0","0.0004","100","","1","0","0.4","0","0","2.5","300206203","1"
"99","0","0","0","0","1","2","92","","0","0","100","","1","0","0","0","0","0","300206204","1"
"99","5","0","1","0","1","2","9","","0","0","100","","1","0","0.5","0","0","8.1","300206205","1"
"1","2","0","10","1","1","3","10","","0","12","-1","","7","0","40","0","1","0","300206301","2"
"1","1","0","20","1","1","3","10","","0","12","-1","","7","0","0","0","1","1","300206302","2"
"1","1","0","40","1","1","3","10","","0","12","-1","","7","0","0","0","1","1","300206303","2"
"1","0.7","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","300206401","1"
"1","90","0","1","0","1","3","1","","0","0.0018","3000","","3","0","0.9","0","0","3.5","300206402","1"
"99","2","0","703","300206502","2","2","28","","0","0","3000","","3","0","1","300206503","0","0","300206501","2"
"1","0","0","2","401510511","2","1","15","","0","0","250","","7","1","-4","1","-500","0","300206502","2"
"99","1","0","701","300206504","2","2","28","","0","0","3000","","3","0","1","300206505","0","0","300206503","2"
"1","0","0","2","401510509","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300206504","2"
"99","1","0","720","300206507","2","2","28","","0","0","3000","","3","0","1","300206506","0","208606","300206505","2"
"1","0","0","2","401510509","2","1","15","","0","0","250","","7","1","-8","1","-350","0","300206506","2"
"1","0","0","2","401510510","2","1","15","","0","0","250","","7","1","-1","1","-420","0","300206507","2"
"99","1","0","1","0","1","3","21","","0","0","-1","","18","0","0","0","0","0","300206601","2"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","300206701","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","300206702","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300206703","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","300206704","2"
