d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009810047","","vo_lsv","21","0","0","","vo_lsv_1025","","1009810",""
"1009810048","1","103611","11","1","10","0","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","0","1009810","0"
"1009810049","","0","91","","","","","","1009810",""
"1009810050","","103611","3","","1","","lsv_idle_doya","","1009810","0.2"
"1009810051","1","100411","3","lsv_talk_cool_joy_loop","0","","lsv_talk_cool_joy","0.2","1009810","0"
"1009810052","","vo_lsv","21","0","0","","vo_lsv_1026","","1009810",""
"1009810053","1","100411","11","1","10","0","沒錯沒錯，就是這樣！","0","1009810","0"
"1009810054","","0","91","","","","","","1009810",""
"1009810055","","100411","3","","1","","lsv_idle_cool_joy","","1009810","0.2"
"1009810056","","102011","3","","1","","lsv_talk_wish_joy","","1009810","0.2"
"1009810057","","vo_lsv","21","0","0","","vo_lsv_1027","","1009810",""
"1009810058","1","102011","11","1","10","0","那麼，\n首先要先讓小繆\n恢復活力才行！","0","1009810","0"
"1009810059","","0","91","","","","","","1009810",""
"1009810060","","102011","3","","1","","lsv_idle_wish_joy","","1009810","0.2"
"1009810061","","100411","3","","1","","lsv_talk_cool_loop","","1009810","0.2"
"1009810062","","vo_lsv","21","0","0","","vo_lsv_1028","","1009810",""
"1009810063","1","100411","11","1","10","0","活力啊──\n哥哥\n有什麼好點子嗎？","0","1009810","0"
"1009810064","","0","91","","","","","","1009810",""
"1009810065","","100411","3","","1","","lsv_idle_cool","","1009810","0.2"
"1009810066","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810067","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810068","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810069","","0.1","93","","","","0","","1009810",""
"1009810070","2","100411","2","0.33","-235","","-452","0.2","1009810",""
"1009810071","2","102011","2","0.33","-220","","420","0.2","1009810",""
"1009810072","2","103611","2","0.33","-250","","545","0.2","1009810",""
"1009810073","","0","22","","1","","0","","1009810","0.2"
"1009810074","","給牠吃很多東西。","103","","0","","1009810077","","1009810",""
"1009810075","","讓牠多睡一點。","103","","0","","1009810101","","1009810",""
"1009810076","","稍微玩一下。","103","","0","","1009810125","","1009810",""
"1009810077","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810078","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810079","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810080","","0.1","93","","","","0","","1009810",""
"1009810081","2","100411","2","0.33","-235","","-200","0.2","1009810",""
"1009810082","2","102011","2","0.33","-220","","100","0.2","1009810",""
"1009810083","2","103611","2","0.33","-250","","270","0.2","1009810",""
"1009810084","","0.7","93","","","","0","","1009810",""
"1009810085","","103611","3","","1","","lsv_talk_joy3_blink","","1009810","0.2"
"1009810086","","vo_lsv","21","0","0","","vo_lsv_1029","","1009810",""
"1009810087","1","103611","11","1","10","0","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","0","1009810","0"
"1009810088","","0","91","","","","","","1009810",""
"1009810089","","103611","3","","1","","lsv_idle_normal_joy","","1009810","0.2"
"1009810090","","102011","3","","1","","lsv_talk_joy1","","1009810","0.2"
"1009810091","","vo_lsv","21","0","0","","vo_lsv_1030","","1009810",""
"1009810092","1","102011","11","1","10","0","我們來做很多會\n讓小繆開心的食物吧～♪","0","1009810","0"
"1009810093","","0","91","","","","","","1009810",""
"1009810094","","102011","3","","1","","lsv_idle_joy","","1009810","0.2"
"1009810095","1","100411","3","lsv_talk_guts2_joy_loop","0","","lsv_talk_guts2_joy","0.2","1009810","0"
"1009810096","","vo_lsv","21","0","0","","vo_lsv_1031","","1009810",""
"1009810097","1","100411","11","1","10","0","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","0","1009810","0"
"1009810098","","0","91","","","","","","1009810",""
"1009810099","","100411","3","","1","","lsv_idle_guts2_joy","","1009810","0.2"
"1009810100","","1009810149","101","","","","","","1009810",""
"1009810101","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810102","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810103","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810104","","0.1","93","","","","0","","1009810",""
"1009810105","2","100411","2","0.33","-235","","-200","0.2","1009810",""
"1009810106","2","102011","2","0.33","-220","","100","0.2","1009810",""
"1009810107","2","103611","2","0.33","-250","","270","0.2","1009810",""
"1009810108","","0.7","93","","","","0","","1009810",""
"1009810109","","100411","3","","1","","lsv_talk_normal_suprise1","","1009810","0.2"
"1009810110","","vo_lsv","21","0","0","","vo_lsv_1032","","1009810",""
"1009810111","1","100411","11","1","10","0","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","0","1009810","0"
"1009810112","","0","91","","","","","","1009810",""
"1009810113","","100411","3","","1","","lsv_idle_normal","","1009810","0.2"
"1009810114","","103611","3","","1","","lsv_talk_thinking_talkR","","1009810","0.2"
"1009810115","","vo_lsv","21","0","0","","vo_lsv_1033","","1009810",""
"1009810116","1","103611","11","1","10","0","讓牠好睡……\n像唱搖籃曲之類的嗎？","0","1009810","0"
"1009810117","","0","91","","","","","","1009810",""
"1009810118","","103611","3","","1","","lsv_idle_thinking_surprise","","1009810","0.2"
"1009810119","","102011","3","","1","","lsv_talk_joy3","","1009810","0.2"
"1009810120","","vo_lsv","21","0","0","","vo_lsv_1034","","1009810",""
"1009810121","1","102011","11","1","10","0","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","0","1009810","0"
"1009810122","","0","91","","","","","","1009810",""
"1009810123","","102011","3","","1","","lsv_idle_joy","","1009810","0.2"
"1009810124","","1009810149","101","","","","","","1009810",""
"1009810125","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810126","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810127","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009810","0"
"1009810128","","0.1","93","","","","0","","1009810",""
"1009810129","2","100411","2","0.33","-235","","-200","0.2","1009810",""
"1009810130","2","102011","2","0.33","-220","","100","0.2","1009810",""
"1009810131","2","103611","2","0.33","-250","","270","0.2","1009810",""
"1009810132","","0.7","93","","","","0","","1009810",""
"1009810133","","102011","3","","1","","lsv_talk_surprise","","1009810","0.2"
"1009810134","","vo_lsv","21","0","0","","vo_lsv_1035","","1009810",""
"1009810135","1","102011","11","1","10","0","咦？跟牠玩的話，\n不會變得更累嗎……？","0","1009810","0"
"1009810136","","0","91","","","","","","1009810",""
"1009810137","","102011","3","","1","","lsv_idle_surprise","","1009810","0.2"
"1009810138","","100411","3","","1","","lsv_talk_thinking_joyR","","1009810","0.2"
"1009810139","","vo_lsv","21","0","0","","vo_lsv_1036","","1009810",""
"1009810140","1","100411","11","1","10","0","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","0","1009810","0"
"1009810141","","0","91","","","","","","1009810",""
"1009810142","","100411","3","","1","","lsv_idle_thinking_joy1","","1009810","0.2"
"1009810143","","103611","3","","1","","lsv_talk_thinking_talkR","","1009810","0.2"
"1009810144","","vo_lsv","21","0","0","","vo_lsv_1037","","1009810",""
"1009810145","1","103611","11","1","10","0","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","0","1009810","0"
"1009810146","","0","91","","","","","","1009810",""
"1009810147","","103611","3","","1","","lsv_idle_thinking_joy1","","1009810","0.2"
"1009810148","","1009810149","101","","","","","","1009810",""
"1009810149","","0","91","","","","","","1009810",""
"1009810150","","","102","","","","","","1009810",""
"1009810151","","0","22","","","","0.2","","1009810",""
"1009810152","","0.2","93","","","","","","1009810",""
"1009810153","0","102011","12","0","1","0","11","0","1009810","0"
"1009810154","","102011","3","","1","","lsv_talk_joy1","","1009810","0.2"
"1009810155","","3","93","","","","0","","1009810",""
"1009810156","","102011","3","","1","","lsv_idle_normal_joyR","","1009810","0.2"
"1009810157","0","100411","12","0","1","0","6","0","1009810","0"
"1009810158","1","100411","3","lsv_talk_guts1_loop","0","","lsv_talk_guts1","0.2","1009810","0"
"1009810159","","3","93","","","","0","","1009810",""
"1009810160","","100411","3","","1","","lsv_idle_joy_normal","","1009810","0.2"
"1009810161","0","103611","12","0","1","0","7","0","1009810","0"
"1009810162","1","103611","3","lsv_talk_cool_normal2_loop","0","","lsv_talk_cool_normal2","0.2","1009810","0"
"1009810163","","3","93","","","","0","","1009810",""
"1009810164","","103611","3","","1","","lsv_idle_normal_joy","","1009810","0.2"
"1009810165","","1009810153","101","","","","","","1009810",""
"1009810166","0","333","6","1","1","","1","0","1009810","1"
"1009810167","","100411","4","","","","1","","1009810",""
"1009810168","","100411","3","","1","","lsv_run","","1009810","0.2"
"1009810169","0","100411","2","0.8","-235","","-750","","1009810",""
"1009810170","","102011","4","","","","0","","1009810",""
"1009810171","","102011","3","","1","","lsv_run","","1009810","0.2"
"1009810172","0","102011","2","0.8","-220","","750","","1009810",""
"1009810173","","103611","4","","","","0","","1009810",""
"1009810174","","103611","3","","1","","lsv_run","","1009810","0.2"
"1009810175","0","103611","2","0.8","-250","","850","","1009810",""
"1009810176","","0.6","93","","","","","","1009810",""
"1009810177","0","100411","6","1","1","","1","0","1009810","0.2"
"1009810178","0","102011","6","1","1","","1","0","1009810","0.2"
"1009810179","0","103611","6","1","1","","1","0","1009810","0.2"
"1009810180","","0","91","","","","","","1009810",""
"1009811001","-495","1","1","-200","102","lsv_idle_normal","102011","0","1009811","1.95"
"1009811002","-480","1","1","100","100","lsv_idle_normal","103611","1","1009811","1.95"
"1009811003","-510","1","1","270","101","lsv_idle_normal","100411","1","1009811","1.95"
"1009811004","0","1","5","0","0","lsv_white_loop","333","0","1009811","1"
"1009811005","0","333","6","1","1","","1","0","1009811","0"
"1009811006","0","102011","6","1","1","","1","0","1009811","0"
"1009811007","0","103611","6","1","1","","1","0","1009811","0"
"1009811008","0","100411","6","1","1","","1","0","1009811","0"
"1009811009","","1","93","","","","0","","1009811",""
"1009811010","0.4","333","6","1","1","","1","0","1009811","0.8"
"1009811011","1","102011","3","lsv_idle_normal","0","","lsv_jump1","0.2","1009811","0.2"
"1009811012","1","103611","3","lsv_idle_normal","0","","lsv_jump1","0.2","1009811","0.2"
"1009811013","1","100411","3","lsv_idle_normal","0","","lsv_jump1","0.2","1009811","0.2"
"1009811014","","0.3","93","","","","","","1009811",""
"1009811015","0","102011","2","0.75","-235","","-200","","1009811",""
"1009811016","0","103611","2","0.75","-220","","100","","1009811",""
"1009811017","0","100411","2","0.75","-250","","270","","1009811",""
"1009811018","1","102011","6","1","1","","1","0","1009811","0.4"
"1009811019","1","103611","6","1","1","","1","0","1009811","0.4"
"1009811020","1","100411","6","1","1","","1","0","1009811","0.4"
"1009811021","","2","93","","","","0","","1009811",""
"1009811022","1","100411","3","lsv_talk_doya_loop","0","","lsv_talk_doya","0.2","1009811","0"
"1009811023","","vo_lsv","21","0","0","","vo_lsv_1121","","1009811",""
"1009811024","1","100411","11","1","10","0","小繆也恢復活力了，\n那就開始特訓囉！","0","1009811","0"
"1009811025","","0","91","","","","","","1009811",""
"1009811026","","100411","3","","1","","lsv_idle_doya","","1009811","0.2"
"1009811027","","103611","3","","1","","lsv_talk_surprise","","1009811","0.2"
"1009811028","","vo_lsv","21","0","0","","vo_lsv_1122","","1009811",""
"1009811029","1","103611","11","1","10","0","美美，\n學習聊天時，\n你們做了什麼呢？","0","1009811","0"
"1009811030","","0","91","","","","","","1009811",""
"1009811031","","103611","3","","1","","lsv_idle_surprise","","1009811","0.2"
"1009811032","","102011","3","","1","","lsv_talk_wish_joy","","1009811","0.2"
"1009811033","","vo_lsv","21","0","0","","vo_lsv_1123","","1009811",""
"1009811034","1","102011","11","1","10","0","欸嘿嘿♪\n妳們覺得呢～？","0","1009811","0"
"1009811035","","0","91","","","","","","1009811",""
"1009811036","","102011","3","","1","","lsv_idle_joy","","1009811","0.2"
"1009811037","","100411","3","","1","","lsv_talk_surprise_talkjoy","","1009811","0.2"
"1009811038","","vo_lsv","21","0","0","","vo_lsv_1124","","1009811",""
"1009811039","1","100411","11","1","10","0","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","0","1009811","0"
"1009811040","","0","91","","","","","","1009811",""
"1009811041","","100411","3","","1","","lsv_idle_surprise","","1009811","0.2"
"1009811042","","103611","3","","1","","lsv_talk_thinking_talkR","","1009811","0.2"
"1009811043","","vo_lsv","21","0","0","","vo_lsv_1125","","1009811",""
"1009811044","1","103611","11","1","10","0","我也來猜猜看吧。\n學習聊天……\n學習聊天……","0","1009811","0"
"1009811045","","0","91","","","","","","1009811",""
"1009811046","","103611","3","","1","","lsv_idle_thinking","","1009811","0.2"
"1009811047","","100411","3","","1","","lsv_idle_thinking","","1009811","0.2"
"1009811048","","vo_lsv","21","0","0","","vo_lsv_1126","","1009811",""
"1009811049","1","103611","11","1","10","0","唔嗯……","0","1009811","0"
"1009811050","1","100411","11","1","10","0","唔嗯……","0","1009811","0"
"1009811051","","0","91","","","","","","1009811",""
"1009811052","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009811","0"
"1009811053","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009811","0"
"1009811054","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009811","0"
"1009811055","","0.1","93","","","","0","","1009811",""
"1009811056","2","102011","2","0.33","-235","","-452","0.2","1009811",""
"1009811057","2","103611","2","0.33","-220","","420","0.2","1009811",""
"1009811058","2","100411","2","0.33","-250","","545","0.2","1009811",""
"1009811059","","0","22","","1","","0","","1009811","0.2"
"1009811060","","就只有聊天？","103","","0","","1009811063","","1009811",""
"1009811061","","就是聊天……吧？","103","","0","","1009811063","","1009811",""
"1009811062","","我覺得就是在聊天……","103","","0","","1009811063","","1009811",""
"1009811063","1","102011","3","lsv_idle_normal_joyR","0","","lsv_choice","0.2","1009811","0"
"1009811064","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009811","0"
"1009811065","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009811","0"
"1009811066","","0.1","93","","","","0","","1009811",""
"1009811067","2","102011","2","0.33","-235","","-200","0.2","1009811",""
"1009811068","2","103611","2","0.33","-220","","100","0.2","1009811",""
"1009811069","2","100411","2","0.33","-250","","270","0.2","1009811",""
"1009811070","","0.7","93","","","","0","","1009811",""
"1009811071","","0","91","","","","","","1009811",""
"1009811072","1","102011","3","lsv_talk_joy3","0","","lsv_handclap","0.2","1009811","0"
"1009811073","","vo_lsv","21","0","0","","vo_lsv_1127","","1009811",""
"1009811074","1","102011","11","1","10","0","哥哥答對了～！\n今天的學習時間，\n我們一直都在聊天喔♪","0","1009811","0"
"1009811075","","0","91","","","","","","1009811",""
