46c4c161c5acdf55cffc170a51a39a08e2930bd12e5f5317c54e5344996b3025,c8759f608bdbb8f7e707c5cb2f6f7352f1435901b937345b5d7abb5a5b2faf20,61b44c387e618226f48e8ad3c52a777c2151953742972e144a9a9d04abba1c34,11d6a7222e83acddeb74282e86d1620e358df52ede7f76184e52d87935c6dfb4,a278fc1e1c6edcd6564434707b806daf6af54673a86e6e9e289ea73a44d997f6,cff93c62c1c23a54ee9d52d849ec2338bc7108feda33e539436c8df680ffefdb,acb5af20fc00d58059933d37e78bb328f685dd3a638abf0e8fe5967123af2023,58b68aa77a4750c0ac74e6e4497d1df2ade2f21f9eb632fbe54b069a49dfefd7,1e76835e93066ed4b5037720e1c0d12b41aa891fe1eb299feac03c6d69a64371,0d6851b7d0b527f061e12ce5c027d6539a25fcb3c8b763f7811de6930f42625b,711ddce914b91d131f8ab734bb3dcc0a3ab9d11a014461e88c7286c16890c165
"0","","3","1400730038","","","1000001","40073","","0","travel_topdrama_r_4007_fall4_hit"
"","","93","1400730039","","","0.5","40073","","","0"
"0","","23","1400730040","","","se_travel_top","40073","","","se_travel_top_ziz_joy2"
"0.5","0","12","1400730041","","","1000001","40073","0","","10"
"","","93","1400730042","","","1.5","40073","","","0"
"","","111","1400730043","","","","40073","","",""
"","","91","1400730044","","","0","40073","","",""
"","","93","1400740001","","","0","40074","","","0"
"","","24","1400740002","","","se_travel_top_ziz_wing","40074","","","0.2"
"","","32","1400740003","","","400790","40074","","","0"
"0","","23","1400740004","","","se_travel_top","40074","","","se_travel_top_ziz_panic"
"","","32","1400740005","","","400724","40074","","","1"
"0","","3","1400740006","","","1000001","40074","","0.2","travel_topdrama_r_4007_fall1"
"0","","3","1400740007","","","9","40074","","0.2","fall"
"0","","3","1400740008","","","16","40074","","0.2","fall"
"","","93","1400740009","","","1.8","40074","","","0"
"0","","23","1400740010","","","se_travel_top","40074","","","se_travel_top_ziz_cry"
"0","","23","1400740011","","","se_travel_top","40074","","","se_travel_top_ziz_fall"
"","","93","1400740012","","","1","40074","","","0"
"","","32","1400740013","","","400740","40074","","","1"
"","","93","1400740014","","","0.2","40074","","","0"
"0","","3","1400740015","","","1000001","40074","","0","travel_topdrama_r_4007_fall2"
"-180","","2","1400740016","","","1000001","40074","0.01","","-200"
"0","","3","1400740017","","","9","40074","","0","disappear"
"0","","3","1400740018","","","16","40074","","0","disappear"
"","","32","1400740019","","","400702","40074","","","0"
"","","32","1400740020","","","400704","40074","","","1"
"","","32","1400740021","","","400705","40074","","","1"
"","","32","1400740022","","","400724","40074","","","0"
"","","32","1400740023","","","400750","40074","","","1"
"","","32","1400740024","","","400751","40074","","","1"
"","","32","1400740025","","","400754","40074","","","1"
"","","93","1400740026","","","0.3","40074","","","0"
"0","","23","1400740027","","","se_travel_top","40074","","","se_travel_top_ziz_drop2"
"","","93","1400740028","","","0.3","40074","","","0"
"","","32","1400740029","","","400741","40074","","","1"
"","","32","1400740030","","","400742","40074","","","1"
"","","32","1400740031","","","400752","40074","","","1"
"0","","3","1400740032","","","1000001","40074","","0.2","travel_topdrama_r_4007_fall3"
"","","93","1400740033","","","0.3","40074","","","0"
"0","","23","1400740034","","","se_travel_top","40074","","","se_travel_top_ziz_drop3"
"","","93","1400740035","","","0.6","40074","","","0"
"0","","23","1400740036","","","se_travel_top","40074","","","se_travel_top_ziz_look_around"
"","","91","1400740037","","","1400740032","40074","","",""
"0","","3","1400740038","","","1000001","40074","","0","travel_topdrama_r_4007_fall4_hit"
"","","93","1400740039","","","0.5","40074","","","0"
"0","","23","1400740040","","","se_travel_top","40074","","","se_travel_top_ziz_joy2"
"0.5","0","12","1400740041","","","1000001","40074","0","","10"
"","","93","1400740042","","","1.5","40074","","","0"
"","","111","1400740043","","","","40074","","",""
"","","91","1400740044","","","0","40074","","",""
"","","93","1400750001","","","0","40075","","","0"
"","","24","1400750002","","","se_travel_top_ziz_wing","40075","","","0.2"
"","","32","1400750003","","","400790","40075","","","0"
"","","93","1400750004","","","1","40075","","","0"
"0","","23","1400750005","","","se_travel_top","40075","","","se_travel_top_ziz_passaway"
"0","","3","1400750006","","","1000001","40075","","0.2","travel_topdrama_r_4007_grab_move"
"0","","3","1400750007","","","9","40075","","0.2","grab_move"
"0","","3","1400750008","","","16","40075","","0.2","grab_move"
"","","93","1400750009","","","1.5","40075","","","0"
"0","","23","1400750010","","","se_travel_top","40075","","","se_travel_top_ziz_cry_pass"
"-270","","2","1400750011","","","1000001","40075","0.01","","0"
"-270","","2","1400750012","","","9","40075","0.01","","0"
"-270","","2","1400750013","","","16","40075","0.01","","0"
"","","32","1400750014","","","400702","40075","","","0"
"","","32","1400750015","","","400703","40075","","","1"
"","","32","1400750016","","","400781","40075","","","1"
"","","93","1400750017","","","0.1","40075","","","0"
"0","","3","1400750018","","","1000001","40075","","0","travel_topdrama_r_4007_put"
"0","","3","1400750019","","","9","40075","","0","put"
"0","","3","1400750020","","","16","40075","","0","put"
"","","93","1400750021","","","1.3","40075","","","0"
"0","","23","1400750022","","","se_travel_top","40075","","","se_travel_top_ziz_drop1"
"","","32","1400750023","","","400730","40075","","","1"
"","","93","1400750024","","","1","40075","","","0"
"0","","23","1400750025","","","se_travel_top","40075","","","se_travel_top_ziz_dizzy"
"","","93","1400750026","","","1.2","40075","","","0"
"0","","23","1400750027","","","se_travel_top","40075","","","se_travel_top_ziz_joy1"
"","","93","1400750028","","","0.3","40075","","","0"
"0.01","0","12","1400750029","","","1000001","40075","0","","7"
"","","93","1400750030","","","1","40075","","","0"
"","","111","1400750031","","","","40075","","",""
"","","91","1400750032","","","0","40075","","",""
"60","-75","5","1400910001","1","run","18","40091","0","0.35","400991"
"58","-38","5","1400910002","1","run2","18","40091","-67","0.35","400992"
"56","-16","5","1400910003","1","run3","18","40091","47","0.35","400993"
"0","0.35","31","1400910004","","","400915","40091","-75","1","400915"
"110","-90","5","1400910005","0","rare","0","40091","0","1","0"
"","","91","1400910006","","","0","40091","","","0"
"0","","3","1400910007","0","","400991","40091","","0","run"
"0","","3","1400910008","0","","400992","40091","","0","run2"
"0","","3","1400910009","0","","400993","40091","","0","run3"
"","","91","1400910010","","","0","40091","","","0"
"100","0","101","1400910011","","","1400910007","40091","8.72","","100"
"1","","3","1400910012","0","","400991","40091","","0","run"
"1","","3","1400910013","0","","400992","40091","","0","run2"
"1","","3","1400910014","0","","400993","40091","","0","run3"
"","","91","1400910015","","","0","40091","","","0"
"51","-177","1","1400920001","0","travel_topdrama_r_4009_run","1","40092","-1000","1.46","1000001"
"60","-330","5","1400920002","1","empty","18","40092","-1000","0.8","400991"
"58","-320","5","1400920003","1","empty","18","40092","-1000","0.8","400992"
"56","-280","5","1400920004","1","empty","18","40092","-1000","0.8","400993"
"53","-92","5","1400920005","0","travel_topdrama_r_4000_empty","17","40092","-250","1.46","400999"
"-1000","1","31","1400920006","","","400904","40092","-147","1","400904"
"-1000","1","31","1400920007","","","400912","40092","-330","0","400951"
"-1000","1","31","1400920008","","","400912","40092","-320","0","400952"
"-1000","1","31","1400920009","","","400912","40092","-280","0","400953"
"-990","1","31","1400920010","","","400905","40092","18","1","400905"
"0","1","31","1400920011","","","400900","40092","0","1","400900"
"0","1","31","1400920012","","","400901","40092","0","1","400901"
"0","1","31","1400920013","","","400902","40092","0","1","400902"
"0","1","31","1400920014","","","400990","40092","0","0","400990"
"0","1","31","1400920015","","","400009","40092","0","1","400009"
"","","91","1400920016","","","0","40092","","",""
"0","","23","1400920017","","","se_travel_top","40092","","","se_travel_top_flock_foot1"
"","","93","1400920018","","","0.3","40092","","","0"
"1","0","3","1400920019","","","1000001","40092","","0.2","travel_topdrama_r_4009_run"
"-177","0","2","1400920020","","","1000001","40092","2","","0"
"18","0","33","1400920021","","","400905","40092","2","","-50"
"-147","0","33","1400920022","","","400904","40092","2","","0"
"","","93","1400920023","","","0.7","40092","","","0"
"0","","23","1400920024","","","se_travel_top","40092","","","se_travel_top_flock_rumble"
"3","","122","1400920025","","","3.5","40092","","","7"
"","","91","1400920026","","","1400920020","40092","","",""
"1","0","3","1400920027","","","1000001","40092","","0.2","travel_topdrama_r_4009_lookAround"
"","","93","1400920028","","","1.2","40092","","","0"
"","","32","1400920029","","","400990","40092","","","1"
"","","103","1400920030","","","躲在樹蔭下","40092","","","1400920032"
"","","103","1400920031","","","躲在岩石後","40092","","","1400920034"
"","","102","1400920032","","","1","40092","","","0"
"","","101","1400920033","","","1400920036","40092","","",""
"","","102","1400920034","","","2","40092","","","0"
"","","101","1400920035","","","1400920036","40092","","",""
"","","91","1400920036","","","0","40092","","",""
"","","93","1400930001","","","0.1","40093","","",""
"","","32","1400930002","","","400990","40093","","","0"
"53","-150","5","1400930003","1","empty","18","40093","-1000","0.75","400994"
"53","-160","5","1400930004","1","empty","18","40093","-1000","0.75","400995"
"-1000","1","31","1400930005","","","400911","40093","-150","0","400954"
"-1000","1","31","1400930006","","","400911","40093","-160","0","400955"
"0","1","31","1400930007","","","400906","40093","-177","0","400906"
"-173","1","31","1400930008","","","400908","40093","103","0","400908"
"0","1","31","1400930009","","","400916","40093","0","0","400916"
"0","1","31","1400930010","","","400903","40093","0","1","400903"
"","","93","1400930011","","","0.01","40093","","","0"
"","","32","1400930012","","","400902","40093","","","0"
"0","","23","1400930013","","","se_travel_top","40093","","","se_travel_top_flock_hide1"
"0","0","3","1400930014","0","","1000001","40093","","0","travel_topdrama_r_4009_hide_tree"
"","","32","1400930015","","","400906","40093","","","1"
"","","93","1400930016","","","0.45","40093","","","0"
"0","","3","1400930017","","","1000001","40093","","0","travel_topdrama_r_4009_scared_tree"
"-92","0","2","1400930018","","","1000001","40093","0","","-250"
"","","93","1400930019","","","0.5","40093","","","0"
"0","","23","1400930020","","","se_travel_top","40093","","","se_travel_top_flock_pass_away"
"4.6","","122","1400930021","","","10","40093","","","20"
"1","","3","1400930022","","","400991","40093","","0","run"
"-330","0","2","1400930023","","","400991","40093","3","","1500"
"","","32","1400930024","","","400951","40093","","","1"
"-330","0","33","1400930025","","","400951","40093","3","","1500"
"","","93","1400930026","","","0.4","40093","","","0"
"1","","3","1400930027","","","400994","40093","","0","run"
"-150","0","2","1400930028","","","400994","40093","2.7","","1500"
"","","32","1400930029","","","400954","40093","","","1"
"-150","0","33","1400930030","","","400954","40093","2.7","","1500"
"","","93","1400930031","","","0.2","40093","","","0"
"1","","3","1400930032","","","400993","40093","","0","run"
"-280","0","2","1400930033","","","400993","40093","3","","1500"
"","","32","1400930034","","","400953","40093","","","1"
"-280","0","33","1400930035","","","400953","40093","3","","1500"
"","","93","1400930036","","","0.4","40093","","","0"
"1","","3","1400930037","","","400995","40093","","0","run"
"-160","0","2","1400930038","","","400995","40093","3","","1500"
"","","32","1400930039","","","400955","40093","","","1"
"-160","0","33","1400930040","","","400955","40093","3","","1500"
"","","93","1400930041","","","0.5","40093","","","0"
"1","","3","1400930042","","","400992","40093","","0","run"
"-320","0","2","1400930043","","","400992","40093","2.4","","1500"
"","","32","1400930044","","","400952","40093","","","1"
"-320","0","33","1400930045","","","400952","40093","2.4","","1500"
"","","93","1400930046","","","1.6","40093","","",""
"","","93","1400930047","","","0.7","40093","","","0"
"0","","3","1400930048","","","1000001","40093","","0","travel_topdrama_r_4009_relief_tree"
"0","","3","1400930049","","","400999","40093","","0","travel_topdrama_r_4009_relief_tree"
"","","32","1400930050","","","400916","40093","","","1"
"","","93","1400930051","","","0.3","40093","","","0"
"0","","23","1400930052","","","se_travel_top","40093","","","se_travel_top_flock_relief"
"","","93","1400930053","","","0.66","40093","","","0"
"","","32","1400930054","","","400908","40093","","","1"
"","","93","1400930055","","","0.2","40093","","","0"
"0","","23","1400930056","","","se_travel_top","40093","","","se_travel_top_flock_drop_goldenbox1"
"0","","23","1400930057","","","se_travel_top","40093","","","se_travel_top_flock_surprise"
"","","93","1400930058","","","1","40093","","","0"
"0","","23","1400930059","","","se_travel_top","40093","","","se_travel_top_flock_emote_note"
"","","91","1400930060","","","1400930049","40093","","","0"
"","","111","1400930061","","","","40093","","",""
"","","91","1400930062","","","0","40093","","","0"
"","","93","1400940001","","","0.1","40094","","",""
"","","32","1400940002","","","400990","40094","","","0"
"53","-150","5","1400940003","1","empty","18","40094","-1000","0.75","400994"
"53","-160","5","1400940004","1","empty","18","40094","-1000","0.75","400995"
"-1000","1","31","1400940005","","","400911","40094","-150","0","400954"
"-1000","1","31","1400940006","","","400911","40094","-160","0","400955"
"0","1","31","1400940007","","","400906","40094","-177","0","400906"
"-173","1","31","1400940008","","","400908","40094","103","0","400908"
"0","1","31","1400940009","","","400917","40094","0","0","400917"
"0","1","31","1400940010","","","400903","40094","0","1","400903"
"","","93","1400940011","","","0.01","40094","","","0"
"","","32","1400940012","","","400902","40094","","","0"
"0","","23","1400940013","","","se_travel_top","40094","","","se_travel_top_flock_hide1"
"0","0","3","1400940014","0","","1000001","40094","","0","travel_topdrama_r_4009_hide_tree"
"","","32","1400940015","","","400906","40094","","","1"
"","","93","1400940016","","","0.45","40094","","","0"
"0","","3","1400940017","","","1000001","40094","","0","travel_topdrama_r_4009_scared_tree"
"-92","0","2","1400940018","","","1000001","40094","0","","-250"
"","","93","1400940019","","","0.5","40094","","","0"
"0","","23","1400940020","","","se_travel_top","40094","","","se_travel_top_flock_pass_away"
"4.6","","122","1400940021","","","10","40094","","","20"
"1","","3","1400940022","","","400991","40094","","0","run"
"-330","0","2","1400940023","","","400991","40094","3","","1500"
"","","32","1400940024","","","400951","40094","","","1"
"-330","0","33","1400940025","","","400951","40094","3","","1500"
"","","93","1400940026","","","0.4","40094","","","0"
"1","","3","1400940027","","","400994","40094","","0","run"
