ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"","se_fpc_water_random","","919","","19190013","","23","1","se_10053800",""
"","49","","919","","19190014","","13","","117411",""
"","0","","919","","19190015","","91","","19190012",""
"","330","","919","","19190016","","2","-15","117411","9.92647058823529"
"","0","","919","","19190017","","93","","3.5",""
"","vo_fpc_21900","","919","","19190018","","21","","vo_fpc","0"
"0","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","0","919","0","19190019","0.5","11","10","117411","1"
"","","","919","","19190020","","91","","0",""
"","0","","919","","19190021","","93","","0.5",""
"","","","919","","19190022","","91","","19190016",""
"","19_nozomi_float","","919","0.1","19190023","","3","1","117211",""
"1","19_tsumugi_notice_in","0.1","919","0.1","19190024","","3","0","117411","19_tsumugi_notice_loop"
"","0","","919","","19190025","","93","","0.2",""
"","vo_fpc_21901","","919","","19190026","","21","","vo_fpc","0"
"0","哎呀？那是……上游有什麼\n發光的東西……","0","919","0","19190027","0.5","11","9","117411","1"
"","","","919","","19190028","","91","","0",""
"","0","","919","","19190029","","93","","0.5",""
"12","150","","919","","19190030","","2","-180","117211","7.35294117647059"
"12","180","","919","","19190031","","33","-180","61","7.35294117647059"
"12","150","","919","","19190032","","33","-180","1211","7.35294117647059"
"12","-150","","919","","19190033","","2","-180","110011","7.35294117647059"
"12","-150","","919","","19190034","","33","-180","62","7.35294117647059"
"12","-180","","919","","19190035","","33","-180","1212","7.35294117647059"
"","0","","919","","19190036","","93","","2",""
"1","19_tsumugi_dazzled_in","0.1","919","0.1","19190037","","3","0","117411","19_tsumugi_dazzled_loop"
"","","","919","","19190038","","91","","19190030",""
"","vo_fpc_21902","","919","","19190039","","21","","vo_fpc","0"
"0","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","0","919","-30","19190040","0.5","11","6","117211","1"
"","","","919","","19190041","","91","","0",""
"","0","","919","","19190042","","93","","0.5",""
"","vo_fpc_21903","","919","","19190043","","21","","vo_fpc","0"
"0","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","0","919","0","19190044","0.5","11","10","110011","1"
"","","","919","","19190045","","91","","0",""
"","0","","919","","19190046","","93","","0.5",""
"","vo_fpc_21904","","919","","19190047","","21","","vo_fpc","0"
"0","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","0","919","0","19190048","0.5","11","8","117411","1"
"","","","919","","19190049","","91","","0",""
"","0","","919","","19190050","","93","","0.5",""
"","150","","919","","19190051","","33","-180","61","0"
"","120","","919","","19190052","","33","-180","1211","0"
"","1","","919","","19190053","","4","","117211",""
"1","19_nozomi_notice_float","0.1","919","","19190054","","3","0","117211","19_nozomi_float"
"","vo_fpc_21905","","919","","19190055","","21","","vo_fpc","0"
"0","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","0","919","-30","19190056","0.5","11","8","117211","1"
"","","","919","","19190057","","91","","0",""
"","0","","919","","19190058","","93","","0.5",""
"","vo_fpc_21906","","919","","19190059","","21","","vo_fpc","0"
"0","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","0","919","0","19190060","0.5","11","7","110011","1"
"","","","919","","19190061","","91","","0",""
"","0","","919","","19190062","","93","","0.5",""
"","180","","919","","19190063","","33","-180","61","0"
"","150","","919","","19190064","","33","-180","1211","0"
"","0","","919","","19190065","","4","","117211",""
"1","19_nozomi_notice_float","0.1","919","","19190066","","3","0","117211","19_nozomi_float"
"","vo_fpc_21907","","919","","19190067","","21","","vo_fpc","0"
"0","我也不能輸呢♪\n必須要更加更加閃耀才行！","0","919","-30","19190068","0.5","11","8","117211","1"
"","","","919","","19190069","","91","","0",""
"","0","","919","","19190070","","93","","0.5",""
"1","19_nozomi_pose_in","0.1","919","0.1","19190071","","3","0","117211","19_nozomi_pose_loop"
"","1","","919","","19190072","","32","","1221",""
"","0","","919","","19190073","","32","","1211",""
"","0","","919","","19190074","","93","","1.5",""
"","vo_fpc_21908","","919","","19190075","","21","","vo_fpc","0"
"0","人家也要繼續嗨囉──！\n嗯～哈──！！","0","919","0","19190076","0.5","11","9","110011","1"
"","","","919","","19190077","","91","","0",""
"","0","","919","","19190078","","93","","0.5",""
"1","19_suzuna_pose_in","0.1","919","0.1","19190079","","3","0","110011","19_suzuna_pose_loop"
"","1","","919","","19190080","","32","","1222",""
"","0","","919","","19190081","","32","","1212",""
"","0","","919","","19190082","","93","","1.5",""
"","1150","","919","","19190083","","2","-180","117211","7.35294117647059"
"","1180","","919","","19190084","","33","-180","61","7.35294117647059"
"","1150","","919","","19190085","","33","-180","1221","7.35294117647059"
"","850","","919","","19190086","","2","-180","110011","7.35294117647059"
"","850","","919","","19190087","","33","-180","62","7.35294117647059"
"","820","","919","","19190088","","33","-180","1222","7.35294117647059"
"","vo_fpc_21909","","919","","19190089","","21","","vo_fpc","0"
"0","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","0","919","0","19190090","0.5","11","7","117411","1"
"","","","919","","19190091","","91","","0",""
"","0","","919","","19190092","","93","","0.5",""
"","","","919","","19190093","","91","","19190083",""
"1","19_tsumugi_run_in","0.1","919","0.1","19190094","","3","0","117411","19_tsumugi_run_loop"
"","0","","919","","19190095","","93","","0.3",""
"","750","","919","","19190096","","2","-15","117411","1.46188652975983"
"","","","919","","19190097","","91","","19190096",""
"-15","115711","0","920","1.4875","19200001","20_kasumi_walk","1","22","1","-750"
"-15","3","0","920","1.4875","19200002","20_kasumi_walk","5","23","3","-750"
"","se_fpc_water_random","","920","","19200003","","23","1","se_10053800",""
"","","","920","","19200004","","91","","19200002",""
"0","0","","920","","19200005","","2","-15","115711","4.41176470588235"
"0","0","","920","","19200006","","2","-15","3","4.41176470588235"
"","","","920","","19200007","","91","","0",""
"","20_kasumi_talk","","920","0.3","19200008","","3","1","115711",""
"","20_kasumi_talk","","920","0.3","19200009","","3","1","3",""
"","vo_fpc_22000","","920","","19200010","","21","0","vo_fpc","0"
"0","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","0","920","0","19200011","0.5","11","8","115711","1"
"","","","920","","19200012","","91","","0",""
"","0","","920","","19200013","","93","","0.5",""
"1","20_kasumi_cool_in","0","920","0.2","19200014","","3","0","115711","20_kasumi_cool_surprise"
"1","20_kasumi_cool_in","0","920","0.2","19200015","","3","0","3","20_kasumi_cool_loop"
"","vo_fpc_22001","","920","","19200016","","21","0","vo_fpc","0"
"0","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","0","920","0","19200017","0.5","11","8","115711","1"
"","","","920","","19200018","","91","","0",""
"","0","","920","","19200019","","93","","0.5",""
"","vo_fpc_22002","","920","","19200020","","21","0","vo_fpc","0"
"0","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","0","920","0","19200021","0.5","11","10","115711","1"
"","","","920","","19200022","","91","","0",""
"","0","","920","","19200023","","93","","0.5",""
"1","20_kasumi_cool_anger_in","0","920","0.2","19200024","","3","0","115711","20_kasumi_cool_anger"
"1","20_kasumi_cool_anger_in","0","920","0.2","19200025","","3","0","3","20_kasumi_cool_loop"
"","vo_fpc_22003","","920","","19200026","","21","0","vo_fpc","0"
"0","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","0","920","0","19200027","0.5","11","9","115711","1"
"","","","920","","19200028","","91","","0",""
"","0","","920","","19200029","","93","","0.5",""
"1","20_kasumi_approach_in","0","920","0.1","19200030","","3","0","115711","20_kasumi_approach_loop"
"1","20_kasumi_approach_in","0","920","0.1","19200031","","3","0","3","20_kasumi_approach_loop"
"","vo_fpc_22004","","920","","19200032","","21","0","vo_fpc","0"
"0","從以上的情報中能夠進行\n犯罪側寫的犯人是……","0","920","0","19200033","0.5","11","9","115711","1"
"","","","920","","19200034","","91","","0",""
"","0","","920","","19200035","","93","","0.5",""
"1","20_kasumi_doya_in","0","920","0.1","19200036","","3","0","115711","20_kasumi_doya_loop"
"1","20_kasumi_doya_in","0","920","0.1","19200037","","3","0","3","20_kasumi_doya_loop"
"","vo_fpc_22005","","920","","19200038","","21","0","vo_fpc","0"
"0","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","0","920","0","19200039","0.5","11","8","115711","1"
"","","","920","","19200040","","91","","0",""
"","0","","920","","19200041","","93","","0.5",""
"","vo_fpc_22006","","920","","19200042","","21","0","vo_fpc","0"
"0","一個人吃光也不會心痛，\n以自我為中心的精神結構……","0","920","0","19200043","0.5","11","8","115711","1"
"","","","920","","19200044","","91","","0",""
"","0","","920","","19200045","","93","","0.5",""
"","20_kasumi_thinking","","920","0.2","19200046","","3","1","115711",""
"","20_kasumi_thinking","","920","0.2","19200047","","3","1","3",""
"","vo_fpc_22007","","920","","19200048","","21","0","vo_fpc","0"
"0","究竟那樣的人物\n是真實存在的嗎……","0","920","0","19200049","0.5","11","7","115711","1"
"","","","920","","19200050","","91","","0",""
"","0","","920","","19200051","","93","","0.5",""
"","20_kasumi_walk","","920","0.2","19200052","","3","1","115711",""
"","20_kasumi_walk","","920","0.2","19200053","","3","1","3",""
"0","750","","920","","19200054","","2","-15","115711","4.41176470588235"
"0","750","","920","","19200055","","2","-15","3","4.41176470588235"
"","","","920","","19200056","","91","","0",""
"-15","115711","0","921","1.4875","19210001","20_kasumi_walk","1","22","1","-750"
"-15","3","0","921","1.4875","19210002","20_kasumi_walk","5","23","3","-750"
"","se_fpc_water_random","","921","","19210003","","23","1","se_10053800",""
"","","","921","","19210004","","91","","19210002",""
"0","0","","921","","19210005","","2","-15","115711","4.41176470588235"
"0","0","","921","","19210006","","2","-15","3","4.41176470588235"
"","","","921","","19210007","","91","","0",""
"","20_kasumi_talk","","921","0.3","19210008","","3","1","115711",""
"","20_kasumi_talk","","921","0.3","19210009","","3","1","3",""
"","vo_fpc_22100","","921","","19210010","","21","0","vo_fpc","0"
"0","名偵探霞的墨丘利度假村事件簿\n「美食街‧所有料理消失事件」","0","921","0","19210011","0.5","11","8","115711","1"
"","","","921","","19210012","","91","","0",""
"","0","","921","","19210013","","93","","0.5",""
"1","20_kasumi_cool_in","0","921","0.2","19210014","","3","0","115711","20_kasumi_cool_surprise"
"1","20_kasumi_cool_in","0","921","0.2","19210015","","3","0","3","20_kasumi_cool_loop"
"","vo_fpc_22101","","921","","19210016","","21","0","vo_fpc","0"
"0","預定要在美食街提供的大量料理，\n不知何時全部消失……","0","921","0","19210017","0.5","11","8","115711","1"
"","","","921","","19210018","","91","","0",""
"","0","","921","","19210019","","93","","0.5",""
"1","20_kasumi_cool_anger_in","0","921","0.2","19210020","","3","0","115711","20_kasumi_cool_anger"
"1","20_kasumi_cool_anger_in","0","921","0.2","19210021","","3","0","3","20_kasumi_cool_loop"
"","vo_fpc_22102","","921","","19210022","","21","0","vo_fpc","0"
"0","這次事件的不可思議之處，\n在於目擊者們全都閉口不談。","0","921","0","19210023","0.5","11","7","115711","1"
"","","","921","","19210024","","91","","0",""
"","0","","921","","19210025","","93","","0.5",""
"","vo_fpc_22103","","921","","19210026","","21","0","vo_fpc","0"
"0","就算說到「尤絲」、「公主」等等，\n大家也都別開視線並離去……","0","921","0","19210027","0.5","11","9","115711","1"
"","","","921","","19210028","","91","","0",""
"","0","","921","","19210029","","93","","0.5",""
"1","20_kasumi_approach_in","0","921","0.1","19210030","","3","0","115711","20_kasumi_approach_loop"
"1","20_kasumi_approach_in","0","921","0.1","19210031","","3","0","3","20_kasumi_approach_loop"
"","vo_fpc_22104","","921","","19210032","","21","0","vo_fpc","0"
"0","彷彿存在著某種擁有巨大力量的\n黑暗掌權者集團一樣。","0","921","0","19210033","0.5","11","8","115711","1"
"","","","921","","19210034","","91","","0",""
"","0","","921","","19210035","","93","","0.5",""
"1","20_kasumi_arm_crossed_in","0","921","0.2","19210036","","3","0","115711","20_kasumi_arm_crossed_loop"
"1","20_kasumi_arm_crossed_in","0","921","0.2","19210037","","3","0","3","20_kasumi_arm_crossed_loop"
"","vo_fpc_22105","","921","","19210038","","21","0","vo_fpc","0"
"0","不，那種陰謀論很荒唐吧。\n偵探要追求的只有真實。","0","921","0","19210039","0.5","11","8","115711","1"
"","","","921","","19210040","","91","","0",""
"","0","","921","","19210041","","93","","0.5",""
"","20_kasumi_doya_loop","","921","0.2","19210042","","3","1","115711",""
"","20_kasumi_doya_loop","","921","0.2","19210043","","3","1","3",""
"","vo_fpc_22106","","921","","19210044","","21","0","vo_fpc","0"
"0","有意思的是，\n費用似乎都有如數付清。","0","921","0","19210045","0.5","11","6","115711","1"
"","","","921","","19210046","","91","","0",""
"","0","","921","","19210047","","93","","0.5",""
"","20_kasumi_thinking_ExBlink","","921","0.2","19210048","","3","1","115711",""
"","20_kasumi_thinking_ExBlink","","921","0.2","19210049","","3","1","3",""
"","vo_fpc_22107","","921","","19210050","","21","0","vo_fpc","0"
"0","還真是個規矩的犯人呢。不過，\n尤絲、公主……究竟是什麼人？","0","921","0","19210051","0.5","11","8","115711","1"
"","","","921","","19210052","","91","","0",""
"","0","","921","","19210053","","93","","0.5",""
"","20_kasumi_thinking","","921","0.2","19210054","","3","1","115711",""
"","20_kasumi_thinking","","921","0.2","19210055","","3","1","3",""
"","vo_fpc_22108","","921","","19210056","","21","0","vo_fpc","0"
"0","究竟那樣的人物\n是真實存在的嗎……","0","921","0","19210057","0.5","11","7","115711","1"
"","","","921","","19210058","","91","","0",""
"","0","","921","","19210059","","93","","0.5",""
"","20_kasumi_walk","","921","0.2","19210060","","3","1","115711",""
"","20_kasumi_walk","","921","0.2","19210061","","3","1","3",""
"0","750","","921","","19210062","","2","-15","115711","4.41176470588235"
"0","750","","921","","19210063","","2","-15","3","4.41176470588235"
