fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"2","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？","111","ontro","3","2","3","0","3","Control","110","4186","這個的名稱是什麼？","114","4","116","3","111","3","Control"
"1","","80","Paste","3","2","3","0","2","複製貼上=Copy&Paste","97","4187","這個未經省略的全稱是？","116","4","115","3","101","3","複製貼上=Copy&Paste"
"2","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。","51","35吋磁碟","1","2","6","0","1","3.5吋磁碟機","53","4188","這個的名稱是什麼？","30913","4","21515","6","30879","6","3.5吋磁碟機"
"3","「水星」的英文。","101","ercur","3","2","3","0","3","Mercury","114","4189","這個的名稱是什麼？","117","4","99","3","114","3","Mercury"
"2","醣類是由碳、氫、氧元素所構成，又能稱為？","30899","碳水化合物","6","2","6","0","6","","27700","4190","這個的名稱是什麼？","21512","4","21270","6","29289","6","碳水化合物"
"1","蛋白質的主要組成元素為：","30899","碳氫氧氮硫","6","2","6","0","6","碳=C、氫=H、氧=O、氮=N和硫=S","27691","4191","這個的名稱是什麼？","27694","4","27687","6","30827","6","碳=C、氫=H、氧=O、氮=N和硫=S"
"1","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？","21205","動物性脂肪","6","2","6","0","6","","29289","4192","這個的名稱是什麼？","33026","4","24615","6","32938","6","動物性脂肪"
"1","攝取過多的脂肪會造成肥胖，引起什麼疾病？","24515","心血管疾病","6","2","6","0","6","","34880","4193","這個的名稱是什麼？","30142","4","31649","6","30149","6","心血管疾病"
"1","意指可整除兩個相異數字的「因數」中的最大數。","26368","最大公因數","6","2","6","0","6","","22823","4194","這個的名稱是什麼？","22240","4","20844","6","25976","6","最大公因數"
"1","意指兩個相異數字的共同「倍數」中的最小數。","26368","最小公倍數","6","2","6","0","6","","23567","4195","這個的名稱是什麼？","20493","4","20844","6","25976","6","最小公倍數"
"1","三角形的其中兩邊長度相等，稱為：","31561","等腰三角形","6","2","6","0","6","","33136","4196","這個的名稱是什麼？","35282","4","19977","6","24418","6","等腰三角形"
"2","該如何求出圓周長呢？","30452","直徑圓周率","6","2","6","0","6","直徑×圓周率","24465","4197","這個的名稱是什麼？","21608","4","22291","6","29575","6","直徑×圓周率"
"3","若「秒速為10公尺」，「分速」則為幾公尺呢？","54","600公尺","1","2","6","0","1","分速600公尺","48","4198","這個問題的答案是？","20844","4","48","1","23610","6","分速600公尺"
"1","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？","26893","植物性脂肪","6","2","6","0","6","","29289","4199","這個的唸法是什麼？","33026","4","24615","6","32938","6","植物性脂肪"
"3","","31934","精靈族之村","6","1","6","4200","6","","38728","4200","這個地點的名稱是？","20043","4","26063","6","26449","6","精靈族之村"
"2","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。","27691","氫氧化鈉皂","6","2","6","0","6","氫氧化鈉、皂化反應","27687","4201","這個的名稱是什麼？","37385","4","21270","6","30338","6","氫氧化鈉、皂化反應"
"3","□□□□□一端為親油端，帶電的一端為親水端。","32933","肥皂長碳鏈","6","2","6","0","6","","30338","4202","這個的名稱是什麼？","30899","4","38263","6","37832","6","肥皂長碳鏈"
"2","有些□□清潔劑在自然界中不易被□□□分解，容易造成汙染。","21512","合成微生物","6","2","6","0","6","合成清潔劑、微生物","25104","4203","這個的名稱是什麼？","29983","4","24494","6","29289","6","合成清潔劑、微生物"
"1","「超能力者」的英文是？","112","power","3","1","3","4204","3","超能力=Super power","111","4204","這個的名稱是什麼？","101","4","119","3","114","3","超能力=Super power"
"1","火箭是利用：","20316","作用反作用","6","2","6","0","6","作用力與反作用力","29992","4205","這個的名稱是什麼？","20316","4","21453","6","29992","6","作用力與反作用力"
"3","俗稱顱內高潮的「ASMR」，其中文名稱為：","33258","自發性知覺","6","2","6","0","6","自發性知覺經絡反應","30332","4206","這個的名稱是什麼？","30693","4","24615","6","35258","6","自發性知覺經絡反應"
"2","力的三大要素：","22823","大小作用點","6","2","6","0","6","力的大小、力的方向、力的作用點","23567","4207","這個的名稱是什麼？","29992","4","20316","6","40670","6","力的大小、力的方向、力的作用點"
"3","透過省去單眼相機中的反光鏡結構，以達到縮小、減輕重量效果的相機。也受攝影新手的歡迎。","21453","反光鏡可換","6","2","6","0","6","無反光鏡可換鏡頭相機","20809","4208","這個的名稱是什麼？","21487","4","37857","6","25563","6","無反光鏡可換鏡頭相機"
"3","程式設計中的俗語，意指只有編寫的本人才能解讀的繁雜編碼。名稱來自於某食物。","40629","麵條式代碼","6","2","6","0","6","","26781","4209","這個的名稱是什麼？","20195","4","24335","6","30908","6","麵條式代碼"
"3","具有鋪滿六角形的結構，形狀就像蜂巢一樣，因結構強度高，被廣泛運用於工業。","34562","蜂窩狀結構","6","2","6","0","6","","31401","4210","這個的名稱是什麼？","32080","4","29376","6","27083","6","蜂窩狀結構"
"3","刀等器物的製造方法中，直接敲打金屬製成的方法是「鍛造」。在模型中倒入熔化金屬製成的方法是？","97","astin","3","2","3","0","3","鑄造=Casting","115","4211","這個的名稱是什麼？","105","4","116","3","110","3","鑄造=Casting"
"2","「鈴奈」的問題：1500盧幣扣掉20%等於多少？","49","1200盧","1","1","1","0","1","1200盧幣","50","4212","這個的名稱是什麼？","48","4","48","1","30439","6","1200盧幣"
"1","","25163","手動變速器","6","2","6","0","6","AT=自動變速箱  MT=手動變速器","21205","4213","這個的名稱是什麼？","36895","4","35722","6","22120","6","AT=自動變速箱  MT=手動變速器"
"2","過去被稱為「三神器」的三種家電。","27927","洗衣機冰箱","6","2","6","0","6","黑白電視、洗衣機、冰箱","34915","4214","這個的名稱是什麼？","20912","4","27231","6","31665","6","黑白電視、洗衣機、冰箱"
"2","3C是指？","28040","消費性電子","6","2","6","0","6","電腦、通訊、消費性電子產品","36027","4215","這個的名稱是什麼？","38651","4","24615","6","23376","6","電腦、通訊、消費性電子產品"
"2","距離太陽近到遠排列太陽系行星時，取其第一個字。","28779","火木土天海","6","2","6","0","6","水金地火木土天海","26408","4216","這個的名稱是什麼？","22825","4","22303","6","28023","6","水金地火木土天海"
"2","空調家電的一種。構造酷似電風扇，但並非直接攪動風，而是使空氣循環的家電。","31354","空氣循環扇","6","2","6","0","6","","27683","4217","這個的名稱是什麼？","29872","4","24490","6","25159","6","空氣循環扇"
"1","「似似花」的考試：一袋裡有100盧幣的蔬菜三個與300盧幣的水果兩個，請問買兩袋會是多少錢？","56","800盧幣","1","1","6","0","1","","48","4218","這個的名稱是什麼？","30439","4","48","1","24163","6","800盧幣"
"3","計算辣椒辣度的單位。哈瓦那辣椒有一萬單位的辣度，世界上最辣的辣椒則高達數百萬。","39640","高維爾指標","6","2","6","0","6","史高維爾指標","32173","4219","這個的名稱是什麼？","25351","4","29246","6","27161","6","史高維爾指標"
"2","「影子」是因為光線傳播過程中遇到什麼無法進續前進，就會在物體背後出現陰影？","19981","不透明物體","6","2","6","0","6","不透明的物體","36879","4220","這個的名稱是什麼？","29289","4","26126","6","39636","6","不透明的物體"
"2","自排車的檔位中，「P」代表Parking，「D」代表Drive。那麼，「N」代表？","101","eutra","3","2","3","0","3","Neutral","117","4221","這個的名稱是什麼？","114","4","116","3","97","3","Neutral"
"1","汽車零件中被稱作「方向燈」的物品，其英文為？","115","signa","3","2","3","0","3","Turn signal","105","4222","這個的名稱是什麼？","110","4","103","3","97","3","Turn signal"
"3","自排車的檔位中，「P」代表Parking，「D」代表Drive。那「S」代表？","83","Sport","3","2","3","0","2","","112","4223","這個的名稱是什麼？","114","4","111","3","116","3","Sport"
"1","地球到太陽的平均距離稱為：","19968","一天文單位","6","2","6","0","6","一個天文單位（1AU）","22825","4224","這個的名稱是什麼？","21934","4","25991","6","20301","6","一個天文單位（1AU）"
"3","「USB」的英文全名為：","101","erial","3","2","3","0","3","Universal Serial Bus","114","4225","這個的名稱是什麼？","97","4","105","3","108","3","Universal Serial Bus"
"1","法國的首都。","80","Paris","3","2","3","0","2","巴黎（Paris）","97","4226","這個都市的名稱是？","105","4","114","3","115","3","巴黎（Paris）"
"1","美國的首都。","33775","華盛頓哥倫","6","2","6","0","6","華盛頓哥倫比亞特區（D.C特區）","30427","4227","這個地點的名稱是？","21733","4","38931","6","20523","6","華盛頓哥倫比亞特區（D.C特區）"
"3","","29560","獸人族之國","6","1","6","4228","6","獸人族之國珊托魯斯","20154","4228","這個都市的名稱是？","20043","4","26063","6","22283","6","獸人族之國珊托魯斯"
"1","這是什麼戰隊競賽\nBoss的棲息地？","26757","梅莎路提姆","6","1","6","4229","6","","33678","4229","這個的名稱是什麼？","25552","4","36335","6","22982","6","梅莎路提姆"
"1","將55321在「百位數」進行無條件進位後的數字。","53","55000","1","1","1","0","1","","53","4230","這是多少？","48","4","48","1","48","1","55000"
"1","這是什麼戰隊競賽\nBoss的棲息地？","37326","野豬雙胞胎","6","1","6","4231","6","","35948","4231","這個的名稱是什麼？","32990","4","38617","6","32974","6","野豬雙胞胎"
"1","這是什麼戰隊競賽\nBoss的棲息地？","21152","加爾基諾司","6","1","6","4232","6","","29246","4232","這個的名稱是什麼？","35582","4","22522","6","21496","6","加爾基諾司"
"2","用三個3組成最大的數。","51","333次方","1","2","6","0","1","3的33次方","51","4233","這是多少？","27425","4","51","1","26041","6","3的33次方"
"3","電車時速80公里，向北行駛。有時速20公里的東風，請問電車的煙朝哪個方向吹？","38651","電車沒有煙","6","2","6","0","6","","36554","4234","這是什麼？","26377","4","27794","6","29017","6","電車沒有煙"
"2","1、2、3組成的最大數為多少？","51","321次方","1","2","6","0","1","3的21次方","50","4235","這是多少？","27425","4","49","1","26041","6","3的21次方"
"2","考試時，小明決定用擲骰子來作答，但題目有15題，為什麼他扔了30次？","20877","再驗證一次","6","2","6","0","6","","39511","4236","這是什麼？","19968","4","35657","6","27425","6","再驗證一次"
"2","abcde + edcba = fffff，請問「fffff」是多少？（英文字母排序）","54","66666","1","2","1","0","1","","54","4237","這是多少？","54","4","54","1","54","1","66666"
"1","哪一個月有28天？","27599","每個月都有","6","2","6","0","6","每個月都有28天","20491","4238","這是什麼？","37117","4","26376","6","26377","6","每個月都有28天"
"1","是什麼戰隊競賽\nBoss的棲息地？","27700","水之里歐斯","6","1","6","4239","6","","20043","4239","這個的名稱是什麼？","27472","4","37324","6","26031","6","水之里歐斯"
"2","時鐘敲了13下，接下來該怎麼做？","35201","要修理時鐘","6","2","6","0","6","","20462","4240","這個的名稱是什麼？","26178","4","29702","6","37912","6","要修理時鐘"
"1","「三角形」的英文。","97","angle","3","2","3","0","3","Triangle","110","4242","這個的名稱是什麼？","108","4","103","3","101","3","Triangle"
"1","「正方形」的英文。","83","Squar","3","2","3","0","2","Square","113","4244","這個的名稱是什麼？","97","4","117","3","114","3","Square"
"2","「五邊形」的英文。","80","Penta","3","2","3","0","2","Pentagon","101","4245","這個的名稱是什麼？","116","4","110","3","97","3","Pentagon"
"3","「六邊形」的英文。","72","Hexag","3","2","3","0","2","Hexagon","101","4246","這個的名稱是什麼？","97","4","120","3","103","3","Hexagon"
"3","「七邊形」的英文。","72","Hepta","3","2","3","0","2","Heptagon","101","4247","這個的名稱是什麼？","116","4","112","3","97","3","Heptagon"
"3","「八邊形」的英文。","79","Octag","3","2","3","0","2","Octagon","99","4248","這個的名稱是什麼？","97","4","116","3","103","3","Octagon"
"3","「扇形」的英文。","101","ector","3","2","3","0","3","Sector","99","4249","這個的名稱是什麼？","111","4","116","3","114","3","Sector"
"1","「千（單位）」的英文。","84","Thous","3","2","3","0","2","Thousand","104","4250","這個的名稱是什麼？","117","4","111","3","115","3","Thousand"
"2","「兆（單位）」的英文。","84","Trill","3","2","3","0","2","Trillion","114","4251","這個的名稱是什麼？","108","4","105","3","108","3","Trillion"
"1","煮義大利麵時刻意保留一點硬度的煮法。","24392","彈牙義大利","6","2","6","0","6","彈牙義大利麵","29273","5001","這個的名稱是什麼？","22823","5","32681","6","21033","6","彈牙義大利麵"
"1","管理蘭德索爾之公會的公家機關。","20844","公會管理會","6","1","6","0","6","公會管理協會","26371","5002","這個的名稱是什麼？","29702","5","31649","6","26371","6","公會管理協會"
"2","「碧」製作出來當作交朋友練習對象的鐵皮人偶。","22909","好朋友1號","6","1","1","0","6","有我在喔好朋友1號","26379","5003","這個的名稱是什麼？","49","5","21451","6","34399","6","有我在喔好朋友1號"
"2","何謂「三高」？","39640","高血壓高血","6","2","6","0","6","高血壓、高血脂、高血糖","34880","5004","這個的名稱是什麼？","39640","5","22739","6","34880","6","高血壓、高血脂、高血糖"
"1","「優格」的英文。","111","ogurt","3","2","3","0","3","Yogurt","103","5005","這個的名稱是什麼？","114","5","117","3","116","3","Yogurt"
"2","著名的泰式料理之一。與雞肉有關。","27888","泰式椒麻雞","6","2","6","0","6","","24335","5006","這個的名稱是什麼？","40635","5","26898","6","38622","6","泰式椒麻雞"
"2","擺滿番茄、莫札瑞拉起司和羅勒，代表「卡布里風格」的前菜。","21345","卡布里沙拉","6","2","6","0","6","","24067","5007","這個的名稱是什麼？","27801","5","37324","6","25289","6","卡布里沙拉"
