ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"0.2","27014024","0","27014","wac_birthday_reaction_02_yukari","","103411","3","1","0.2","wac_birthday_reaction_04_yukari"
"","27014025","","27014","","","0.3","93","","",""
"","27014026","1","27014","wac_birthday_run_01","","104811","3","","0.2",""
"","27014027","-70","27014","0","","104811","2","","","3"
"","27014028","","27014","","","2.5","93","","",""
"","27014029","","27014","1","","602","32","","",""
"","27014030","","27014","","","0.6","93","","",""
"","27014031","","27014","0","","600","32","","",""
"","27014032","","27014","0","","614","32","","",""
"","27014033","","27014","0","","604","32","","",""
"","27014034","","27014","1","","701","32","","",""
"","27014035","0","27014","0","","945","33","","","0.01"
"0.2","27014036","0","27014","wac_birthday_blowout_03","","104811","3","1","0.2","wac_birthday_wish_05"
"","27014037","-330","27014","-200","","104811","2","","","0.01"
"","27014038","1","27014","wac_birthday_idle_doya","","103211","3","","0.2",""
"","27014039","-320","27014","180","","103211","2","","","0.01"
"","27014040","1","27014","wac_birthday_idle_smile","","104611","3","","0.2",""
"","27014041","-360","27014","285","","104611","2","","","0.01"
"","27014042","1","27014","wac_birthday_idle_kyapi_yukari","","103411","3","","0.2",""
"","27014043","-340","27014","425","","103411","2","","","0.01"
"","27014044","","27014","","","0","93","","",""
"","27014045","","27014","1","","800","32","","",""
"","27014046","","27014","","","0.7","93","","",""
"","27014047","","27014","1","","702","32","","",""
"","27014048","","27014","","","0.5","93","","",""
"","27014049","0","27014","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","27014050","","27014","0","","701","32","","",""
"","27014051","","27014","","","0.4","93","","",""
"","27014052","0","27014","se_sys_login_birthday_cracker","","se_common","23","","",""
"","27014053","","27014","1","","700","32","","",""
"","27014054","0","27014","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","27014055","0","27014","wac_birthday_clap","","103211","3","1","0.2","wac_birthday_idle_doya"
"","27014056","","27014","","","0.1","93","","",""
"0.2","27014057","0","27014","wac_birthday_clap","","104611","3","1","0.2","wac_birthday_idle_smile"
"","27014058","","27014","","","0.1","93","","",""
"0.2","27014059","0","27014","wac_birthday_clap_yukari","","103411","3","1","0.2","wac_birthday_idle_kyapi_yukari"
"","27014060","","27014","","","2","93","","",""
"","27014061","","27014","","","1","131","","",""
"","27014062","0","27014","vo_wac_27014_000","","vo_wac_27014","21","","","0"
"0","27014063","10","27014","我一開始聽到的時候好驚訝，\n謝謝你們\n今天來替我慶生♪\n還準備了這麼精美的蛋糕……","0.5","104811","11","1","0","1"
"","27014064","","27014","","","0","91","","",""
"","27014065","1","27014","wac_birthday_idle_wish","","104811","3","","0.2",""
"","27014066","1","27014","wac_birthday_talk_doya","","103211","3","","0.2",""
"","27014067","0","27014","vo_wac_27014_001","","vo_wac_27014","21","","","0"
"0","27014068","10","27014","妳太見外了，美冬！\n我們可是名聲\n響徹天下的\n【墨丘利財團】唷？","0.5","103211","11","1","0","1"
"","27014069","","27014","","","0","91","","",""
"","27014070","1","27014","wac_birthday_idle_doya","","103211","3","","0.2",""
"","27014071","1","27014","wac_birthday_talk_smile","","104611","3","","0.2",""
"","27014072","0","27014","vo_wac_27014_002","","vo_wac_27014","21","","","0"
"0","27014073","10","27014","出生的日子雖然不同！\n但是我們有志一同，\n都想賺大錢讓世界更好！","0.5","104611","11","1","0","1"
"","27014074","","27014","","","27014073","91","","",""
"","27014075","1","27014","wac_birthday_idle_smile","","104611","3","","0.2",""
"","27014076","1","27014","wac_birthday_talk_kyapi_yukari","","103411","3","","0.2",""
"","27014077","0","27014","vo_wac_27014_003","","vo_wac_27014","21","","","0"
"0","27014078","10","27014","所以幫夥伴慶生\n就要用蛋糕和麥酒\n盛大又歡樂地辦一場啊♪\n……嗝。","0.5","103411","11","1","0","1"
"","27014079","","27014","","","0","91","","",""
"","27014080","1","27014","wac_birthday_talk_normal","","104811","3","","0.2",""
"","27014081","1","27014","wac_birthday_idle_kyapi_yukari","","103411","3","","0.2",""
"","27014082","0","27014","vo_wac_27014_004","","vo_wac_27014","21","","","0"
"0","27014083","10","27014","有、有人在乾杯前就醉了……\n不過這麼熱鬧\n才是我們的風格啊，\n你也這樣想吧？呵呵♪","0.5","104811","11","1","0","1"
"","27014084","","27014","","","0","91","","",""
"","27014085","","27014","","","0","22","","",""
"","27814001","","27814","bgm_M321_2C","","bgm_M321","25","","",""
"0","27814002","250","27814","104511","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","27814003","256","27814","105311","wac_birthday_idle_normal","1","1","-260","2","170"
"1","27814004","259","27814","105511","wac_birthday_idle_smile","1","1","-310","2","270"
"1","27814005","257","27814","103011","wac_birthday_idle_kyapi","1","1","-270","2","400"
"1","27814006","258","27814","100811","wac_birthday_idle_smile","1","1","-310","2","510"
"","27814007","","27814","300","","104511","13","","",""
"","27814008","","27814","300","","105311","13","","",""
"","27814009","","27814","300","","105511","13","","",""
"","27814010","","27814","300","","103011","13","","",""
"","27814011","","27814","300","","100811","13","","",""
"","27814012","0","27814","600","","600","31","1","1","0"
"","27814013","0","27814","602","","602","31","1","0","0"
"","27814014","0","27814","603","","603","31","1","0","0"
"","27814015","30","27814","604","","604","31","1","1","60"
"","27814016","0","27814","614","","614","31","1","1","0"
"","27814017","0","27814","700","","700","31","1","0","0"
"","27814018","0","27814","701","","701","31","1","0","0"
"","27814019","0","27814","702","","702","31","1","0","0"
"","27814020","0","27814","800","","800","31","1","0","0"
"","27814021","30","27814","946","","946","31","1","1","60"
"","27814022","","27814","","","1","93","","",""
"0.2","27814023","0","27814","wac_birthday_reaction_03","","105511","3","1","0.2","wac_birthday_reaction_04"
"0.2","27814024","0","27814","wac_birthday_reaction_01","","105311","3","1","0.2","wac_birthday_reaction_03"
"","27814025","","27814","","","0.1","93","","",""
"0.2","27814026","0","27814","wac_birthday_reaction_05","","103011","3","1","0.2","wac_birthday_reaction_03"
"0.2","27814027","0","27814","wac_birthday_reaction_04","","100811","3","1","0.2","wac_birthday_reaction_01"
"","27814028","","27814","","","0.3","93","","",""
"","27814029","1","27814","wac_birthday_run_01","","104511","3","","0.2",""
"","27814030","-70","27814","0","","104511","2","","","3"
"","27814031","","27814","","","2.5","93","","",""
"","27814032","","27814","1","","602","32","","",""
"","27814033","","27814","","","0.6","93","","",""
"","27814034","","27814","0","","600","32","","",""
"","27814035","","27814","0","","614","32","","",""
"","27814036","","27814","0","","604","32","","",""
"","27814037","","27814","1","","701","32","","",""
"","27814038","0","27814","0","","946","33","","","0.01"
"0.2","27814039","0","27814","wac_birthday_blowout_03","","104511","3","1","0.2","wac_birthday_wish_04"
"","27814040","-330","27814","-200","","104511","2","","","0.01"
"","27814041","1","27814","wac_birthday_idle_normal","","105311","3","","0.2",""
"","27814042","-320","27814","150","","105311","2","","","0.01"
"","27814043","1","27814","wac_birthday_idle_smile","","105511","3","","0.2",""
"","27814044","-360","27814","260","","105511","2","","","0.01"
"","27814045","1","27814","wac_birthday_idle_kyapi","","103011","3","","0.2",""
"","27814046","-320","27814","400","","103011","2","","","0.01"
"","27814047","1","27814","wac_birthday_idle_smile","","100811","3","","0.2",""
"","27814048","-340","27814","520","","100811","2","","","0.01"
"","27814049","","27814","","","0","93","","",""
"","27814050","","27814","1","","800","32","","",""
"","27814051","","27814","","","0.7","93","","",""
"","27814052","","27814","1","","702","32","","",""
"","27814053","","27814","","","0.5","93","","",""
"","27814054","0","27814","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","27814055","","27814","0","","701","32","","",""
"","27814056","","27814","","","0.4","93","","",""
"","27814057","0","27814","se_sys_login_birthday_cracker","","se_common","23","","",""
"","27814058","","27814","1","","700","32","","",""
"","27814059","0","27814","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","27814060","0","27814","wac_birthday_clap","","105311","3","1","0.2","wac_birthday_idle_normal"
"0.2","27814061","0","27814","wac_birthday_clap","","103011","3","1","0.2","wac_birthday_idle_kyapi"
"","27814062","","27814","","","0.1","93","","",""
"0.2","27814063","0","27814","wac_birthday_clap","","105511","3","1","0.2","wac_birthday_idle_smile"
"","27814064","","27814","","","0.1","93","","",""
"0.2","27814065","0","27814","wac_birthday_clap","","100811","3","1","0.2","wac_birthday_idle_smile"
"","27814066","","27814","","","2","93","","",""
"","27814067","","27814","","","1","131","","",""
"","27814068","0","27814","vo_wac_27814_000","","vo_wac_27814","21","","","0"
"0","27814069","10","27814","這、這個蛋糕是要給空花的……？\n而且虐待狂先生也在……\n難、難道是要用這裡的蠟燭\n對空花做什麼壞壞的事嗎……！？","0.5","104511","11","1","0","1"
"","27814070","","27814","","","0","91","","",""
"","27814071","1","27814","wac_birthday_talk_doya","","105311","3","","0.2",""
"","27814072","0","27814","vo_wac_27814_001","","vo_wac_27814","21","","","0"
"0","27814073","10","27814","不是！\n這是準備來幫妳慶生的！\n總、總之……\n生日快樂，空花。","0.5","105311","11","1","0","1"
"","27814074","","27814","","","0","91","","",""
"","27814075","1","27814","wac_birthday_idle_doya","","105311","3","","0.2",""
"","27814076","1","27814","wac_birthday_talk_smile","","105511","3","","0.2",""
"","27814077","0","27814","vo_wac_27814_002","","vo_wac_27814","21","","","0"
"0","27814078","10","27814","生、生日快樂，空花，\n我、我們都特地\n準備了蛋糕，\n要不要大家一起吃……？","0.5","105511","11","1","0","1"
"","27814079","","27814","","","0","91","","",""
"","27814080","1","27814","wac_birthday_idle_smile","","105511","3","","0.2",""
"","27814081","1","27814","wac_birthday_talk_kyapi","","103011","3","","0.2",""
"","27814082","0","27814","vo_wac_27814_003","","vo_wac_27814","21","","","0"
"0","27814083","10","27814","就是啊！\n將軍也為了空花一起來幫忙了是也！\n大家一起吃甜甜的蛋糕吧！","0.5","103011","11","1","0","1"
"","27814084","","27814","","","0","91","","",""
"","27814085","1","27814","wac_birthday_idle_kyapi","","103011","3","","0.2",""
"","27814086","1","27814","wac_birthday_talk_smile","","100811","3","","0.2",""
"","27814087","0","27814","vo_wac_27814_004","","vo_wac_27814","21","","","0"
"0","27814088","10","27814","嗯嗯，機會難得，\n大家一起美味地享用吧♪\n而且可愛的我來為妳慶生了，\n這一定是最棒的生日♪","0.5","100811","11","1","0","1"
"","27814089","","27814","","","0","91","","",""
"","27814090","1","27814","wac_birthday_idle_smile","","100811","3","","0.2",""
"","27814091","1","27814","wac_birthday_talk_wish","","104511","3","","0.2",""
"","27814092","0","27814","vo_wac_27814_005","","vo_wac_27814","21","","","0"
"0","27814093","10","27814","你、你們竟然替空花慶生……\n謝謝你們。而、而且\n虐待狂先生也在，代表說\n之後會大逆轉……流口水♪","0.5","104511","11","1","0","1"
"","27814094","","27814","","","0","91","","",""
"","27814095","","27814","","","0","22","","",""
"","28114001","","28114","bgm_M321_2C","","bgm_M321","25","","",""
"0","28114002","250","28114","102211","wac_birthday_idle_normal","1","1","-70","2","-1000"
"0","28114003","251","28114","100611","wac_birthday_idle_normal","1","1","-100","2","-1150"
"1","28114004","256","28114","104411","wac_birthday_idle_doya","1","1","-270","2","200"
"1","28114005","258","28114","100711","wac_birthday_idle_smile","1","1","-310","2","315"
"1","28114006","257","28114","103111","wac_birthday_idle_wish","1","1","-290","2","450"
"","28114007","","28114","300","","102211","13","","",""
"","28114008","","28114","300","","100611","13","","",""
"","28114009","","28114","300","","104411","13","","",""
"","28114010","","28114","300","","100711","13","","",""
"","28114011","","28114","300","","103111","13","","",""
"","28114012","0","28114","600","","600","31","1","1","0"
"","28114013","0","28114","602","","602","31","1","0","0"
"","28114014","0","28114","603","","603","31","1","0","0"
"","28114015","30","28114","604","","604","31","1","1","60"
"","28114016","0","28114","614","","614","31","1","1","0"
"","28114017","0","28114","700","","700","31","1","0","0"
"","28114018","0","28114","701","","701","31","1","0","0"
"","28114019","0","28114","702","","702","31","1","0","0"
"","28114020","0","28114","800","","800","31","1","0","0"
"","28114021","30","28114","947","","947","31","1","1","60"
"","28114022","","28114","","","1","93","","",""
"0.2","28114023","0","28114","wac_birthday_reaction_05","","100711","3","1","0.2","wac_birthday_reaction_03"
"","28114024","","28114","","","0.1","93","","",""
"0.2","28114025","0","28114","wac_birthday_reaction_03","","104411","3","1","0.2","wac_birthday_reaction_01"
"0.2","28114026","0","28114","wac_birthday_reaction_01","","103111","3","1","0.2","wac_birthday_reaction_04"
"","28114027","","28114","","","0.3","93","","",""
"","28114028","1","28114","wac_birthday_kyaru_run_01","","102211","3","","0.2",""
"","28114029","-70","28114","0","","102211","2","","","3"
"","28114030","1","28114","wac_birthday_run_01","","100611","3","","0.2",""
"","28114031","-100","28114","-150","","100611","2","","","3"
"","28114032","","28114","","","2.5","93","","",""
"","28114033","","28114","1","","602","32","","",""
"","28114034","","28114","","","0.6","93","","",""
"","28114035","","28114","0","","600","32","","",""
"","28114036","","28114","0","","614","32","","",""
"","28114037","","28114","0","","604","32","","",""
"","28114038","","28114","1","","701","32","","",""
"","28114039","0","28114","0","","947","33","","","0.01"
"0.2","28114040","0","28114","wac_birthday_blowout_03","","102211","3","1","0.2","wac_birthday_wish_yori"
"","28114041","-330","28114","-200","","102211","2","","","0.01"
"0.2","28114042","0","28114","wac_birthday_blowout_02","","100611","3","1","0.2","wac_birthday_wish_03"
"","28114043","-360","28114","-320","","100611","2","","","0.01"
"","28114044","1","28114","wac_birthday_idle_doya","","104411","3","","0.2",""
