e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007411040","3","","","1","104431","mhp_sit_talk_wish","0.2","1007411","",""
"1007411041","21","0","","0","vo_mhp_1007411","vo_mhp_5106","","1007411","",""
"1007411042","11","1","0","5","104431","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","0","1007411","0","0.5"
"1007411043","91","","","","0","","","1007411","",""
"1007411044","3","","","1","104431","mhp_sit_talk_worry","0.2","1007411","",""
"1007411045","21","0","","0","vo_mhp_1007411","vo_mhp_5107","","1007411","",""
"1007411046","11","1","0","6","104431","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","0","1007411","0","0.5"
"1007411047","91","","","","0","","","1007411","",""
"1007411048","3","","","1","104431","mhp_sit_idle_sad","0.2","1007411","",""
"1007411049","3","","","1","117631","mhp_sit_talk_thinking","0.2","1007411","",""
"1007411050","21","0","","0","vo_mhp_1007411","vo_mhp_5108","","1007411","",""
"1007411051","11","1","0","4","117631","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","0","1007411","0","0.5"
"1007411052","93","","","","7.5","1","","1007411","",""
"1007411053","3","","","1","117631","mhp_sit_idle_thinking","0.2","1007411","",""
"1007411054","91","","","","1007411051","","","1007411","",""
"1007411055","22","","","","0","0","","1007411","",""
"1007411056","103","","","0","用可愛來展現魅力吧！","1007411059","","1007411","",""
"1007411057","103","","","0","用美麗來決勝負吧！","1007411076","","1007411","",""
"1007411058","103","","","0","我來當妳的製作人吧！","1007411093","","1007411","",""
"1007411059","3","","","1","117631","mhp_sit_idle_memory","0.2","1007411","",""
"1007411060","3","","","1","104431","mhp_sit_talk_anger2","0.2","1007411","",""
"1007411061","21","0","","0","vo_mhp_1007411","vo_mhp_5109","","1007411","",""
"1007411062","11","1","0","4","104431","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","0","1007411","0","0.5"
"1007411063","91","","","","0","","","1007411","",""
"1007411064","3","","","1","104431","mhp_sit_idle_anger2","0.2","1007411","",""
"1007411065","3","mhp_idle_normal","1","0","117631","mhp_sit_out","0.2","1007411","0.2",""
"1007411066","93","","","","1","","","1007411","",""
"1007411067","3","mhp_yuki_idle","1","0","117631","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411068","3","mhp_yuki_idle","1","0","11","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411069","21","0","","0","vo_mhp_1007411","vo_mhp_5110","","1007411","",""
"1007411070","11","1","0","4","117631","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","0","1007411","10","0.5"
"1007411071","93","","","","6.5","1","","1007411","",""
"1007411072","3","mhp_yuki_idle_2","1","0","117631","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411073","3","mhp_yuki_idle_2","1","0","11","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411074","91","","","","1007411070","","","1007411","",""
"1007411075","101","","","","1007411109","","","1007411","",""
"1007411076","3","","","1","117631","mhp_sit_idle_memory","0.2","1007411","",""
"1007411077","3","","","1","104431","mhp_sit_talk_thinking","0.2","1007411","",""
"1007411078","21","0","","0","vo_mhp_1007411","vo_mhp_5111","","1007411","",""
"1007411079","11","1","0","4","104431","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","0","1007411","0","0.5"
"1007411080","91","","","","0","","","1007411","",""
"1007411081","3","","","1","104431","mhp_sit_idle_thinking","0.2","1007411","",""
"1007411082","3","mhp_idle_normal","1","0","117631","mhp_sit_out","0.2","1007411","0.2",""
"1007411083","93","","","","1","","","1007411","",""
"1007411084","3","mhp_yuki_idle","1","0","117631","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411085","3","mhp_yuki_idle","1","0","11","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411086","21","0","","0","vo_mhp_1007411","vo_mhp_5112","","1007411","",""
"1007411087","11","1","0","4","117631","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","0","1007411","0","0.5"
"1007411088","93","","","","7","1","","1007411","",""
"1007411089","3","mhp_yuki_idle_2","1","0","117631","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411090","3","mhp_yuki_idle_2","1","0","11","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411091","91","","","","1007411087","","","1007411","",""
"1007411092","101","","","","1007411109","","","1007411","",""
"1007411093","3","","","1","117631","mhp_sit_idle_memory","0.2","1007411","",""
"1007411094","3","","","1","104431","mhp_sit_talk_anger2","0.2","1007411","",""
"1007411095","21","0","","0","vo_mhp_1007411","vo_mhp_5113","","1007411","",""
"1007411096","11","1","0","5","104431","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","0","1007411","0","0.5"
"1007411097","91","","","","0","","","1007411","",""
"1007411098","3","","","1","104431","mhp_sit_idle_anger2","0.2","1007411","",""
"1007411099","3","mhp_idle_normal","1","0","117631","mhp_sit_out","0.2","1007411","0.2",""
"1007411100","93","","","","1","","","1007411","",""
"1007411101","3","mhp_yuki_idle","1","0","117631","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411102","3","mhp_yuki_idle","1","0","11","mhp_yuki_pose","0.2","1007411","0.2",""
"1007411103","21","0","","0","vo_mhp_1007411","vo_mhp_5114","","1007411","",""
"1007411104","11","1","0","4","117631","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","0","1007411","0","0.5"
"1007411105","93","","","","3.5","1","","1007411","",""
"1007411106","3","mhp_yuki_idle_2","1","0","117631","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411107","3","mhp_yuki_idle_2","1","0","11","mhp_yuki_pose_2","0.2","1007411","0.2",""
"1007411108","91","","","","1007411104","","","1007411","",""
"1007411109","91","","","","0","","","1007411","",""
"1007411110","3","mhp_sit_idle","1","0","117631","mhp_sit_in","0","1007411","0.2",""
"1007411111","3","","","1","11","NoItem","0","1007411","",""
"1007411112","3","","","1","104431","mhp_sit_talk_worry","0.2","1007411","",""
"1007411113","21","0","","0","vo_mhp_1007411","vo_mhp_5115","","1007411","",""
"1007411114","11","1","0","5","104431","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","0","1007411","0","0.5"
"1007411115","91","","","","0","","","1007411","",""
"1007411116","3","","","1","104431","mhp_sit_idle_sad","0.2","1007411","",""
"1007411117","3","","","1","117531","mhp_sit_talk_normal","0.2","1007411","",""
"1007411118","21","0","","0","vo_mhp_1007411","vo_mhp_5116","","1007411","",""
"1007411119","11","1","0","5","117531","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","","1007411","0","0.5"
"1007411120","91","","","","0","","","1007411","",""
"1007411121","22","","","","0","0.5","","1007411","",""
"1007411122","93","","","","0.5","","","1007411","",""
"1007411123","3","","","1","117531","mhp_sit_idle","0.2","1007411","",""
"1007411124","3","mhp_idle_sad","1","0","104431","mhp_sit_out_sad","0.2","1007411","0.2",""
"1007411125","93","","","","0.5","","","1007411","",""
"1007411126","12","","","2","104431","1","0","1007411","0",""
"1007411127","93","","","","0.5","","","1007411","",""
"1007411128","3","","","1","104431","mhp_walk_sad","0.2","1007411","",""
"1007411129","4","","","","104431","1","","1007411","",""
"1007411130","2","5","0","-220","104431","-1000","","1007411","",""
"1007411131","93","","","","4.1","0","","1007411","",""
"1007411132","91","","","","0","0","","1007411","",""
"1007412001","1","-1000","-240","100","1","104431","1.7","1007412","0","mhp_idle_normal"
"1007412002","1","185","-220","104","1","117631","1.7","1007412","1","mhp_sit_idle"
"1007412003","1","365","-200","100","1","117531","1.7","1007412","1","mhp_sit_idle"
"1007412004","31","-154","0.85","-240","1","1","1","1007412","",""
"1007412005","31","-237","1","173","24","120","0","1007412","",""
"1007412006","31","160","1","0","30","130","0","1007412","",""
"1007412007","31","0","1","0","11","111","0","1007412","",""
"1007412008","5","-200","-220","110","1","11","1.7","1007412","0","NoItem"
"1007412009","5","-200","-220","105","1","12","1.7","1007412","0","NoItem"
"1007412010","5","185","-220","110","1","21","1.7","1007412","1","NoItem"
"1007412011","5","185","-220","105","1","22","1.7","1007412","1","NoItem"
"1007412012","6","1","1","1","11","1","0","1007412","0",""
"1007412013","6","1","0","1","12","1","0","1007412","0",""
"1007412014","6","1","0","1","21","1","0","1007412","0",""
"1007412015","6","1","0","1","22","1","0","1007412","0",""
"1007412016","91","","","","0","0","","1007412","",""
"1007412017","3","","","1","117531","mhp_sit_talk_normal","0.2","1007412","",""
"1007412018","21","0","","0","vo_mhp_1007412","vo_mhp_5201","","1007412","",""
"1007412019","11","0","0","6","117531","伊莉亞，請進～","0","1007412","0","0.5"
"1007412020","91","","","","0","","","1007412","",""
"1007412021","3","","","1","117531","mhp_sit_idle","0.2","1007412","",""
"1007412022","3","","","1","104431","mhp_walk","0.2","1007412","",""
"1007412023","2","4","0","-220","104431","-200","","1007412","",""
"1007412024","91","","","","0","","","1007412","",""
"1007412025","3","","","0","104431","mhp_sit_in","0.2","1007412","",""
"1007412026","91","","","","0","","","1007412","",""
"1007412027","3","","","1","104431","mhp_sit_idle","0.2","1007412","",""
"1007412028","93","","","","1","0","","1007412","",""
"1007412029","3","","","1","104431","mhp_sit_talk_wish2","0.2","1007412","",""
"1007412030","21","0","","0","vo_mhp_1007412","vo_mhp_5202","","1007412","",""
"1007412031","11","1","0","5","104431","唔，唔嗯。今天也要拜託妳了。","0","1007412","0","0.5"
"1007412032","91","","","","0","","","1007412","",""
"1007412033","3","","","1","104431","mhp_sit_idle","0.2","1007412","",""
"1007412034","3","","","1","117631","mhp_sit_talk_normal","0.2","1007412","",""
"1007412035","21","0","","0","vo_mhp_1007412","vo_mhp_5203","","1007412","",""
"1007412036","11","1","0","3","117631","那我們馬上開始吧。\n先試著挑逗地靠近！","0","1007412","0","0.5"
"1007412037","91","","","","0","","","1007412","",""
"1007412038","3","","","1","117631","mhp_sit_idle","0.2","1007412","",""
"1007412039","3","mhp_ilya_approach_loop","1","0","104431","mhp_ilya_approach_in","0.2","1007412","0",""
"1007412040","3","mhp_ilya_approach_loop","1","0","11","NoItem","0.2","1007412","0",""
"1007412041","21","0","","0","vo_mhp_1007412","vo_mhp_5204","","1007412","",""
"1007412042","11","1","0","5","104431","呵呵，妳在緊張嗎？\n真是個可愛的傢伙啊……","0","1007412","0","1"
"1007412043","91","","","","0","","","1007412","",""
"1007412044","3","","","1","117631","mhp_sit_talk_joy1","0.2","1007412","",""
"1007412045","21","0","","0","vo_mhp_1007412","vo_mhp_5205","","1007412","",""
"1007412046","11","1","0","6","117631","不錯喔不錯喔，伊莉亞小姐♪\n這次換成抬眼望著對方！","0","1007412","0","0.5"
"1007412047","91","","","","0","","","1007412","",""
"1007412048","3","","","1","117631","mhp_sit_idle_joy1","0.2","1007412","",""
"1007412049","3","mhp_ilya_uwame_loop","1","0","104431","mhp_ilya_uwame_in","0.2","1007412","0",""
"1007412050","3","mhp_ilya_uwame_loop","1","0","11","mhp_ilya_uwame_in","0.2","1007412","0",""
"1007412051","21","0","","0","vo_mhp_1007412","vo_mhp_5206","","1007412","",""
"1007412052","11","1","0","3","104431","妳啊……\n可別移開視線喔？","0","1007412","0","1"
"1007412053","91","","","","0","","","1007412","",""
"1007412054","3","","","1","117631","mhp_sit_talk_joy1","0.2","1007412","",""
"1007412055","21","0","","0","vo_mhp_1007412","vo_mhp_5207","","1007412","",""
"1007412056","11","1","0","6","117631","嗯～好故意！但就是這樣才好♪\n接下來就用小惡魔般的舉止逼近看看！","0","1007412","0","0.5"
"1007412057","91","","","","0","","","1007412","",""
"1007412058","3","","","1","117631","mhp_sit_idle_joy1","0.2","1007412","",""
"1007412059","3","mhp_ilya_koakuma_loop","1","0","104431","mhp_ilya_koakuma_in","0.2","1007412","0",""
"1007412060","3","NoItem","1","0","11","mhp_ilya_koakuma_in","0.2","1007412","0",""
"1007412061","21","0","","0","vo_mhp_1007412","vo_mhp_5208","","1007412","",""
"1007412062","11","1","0","4","104431","希望妳能只看著妾身……","0","1007412","0","1"
"1007412063","91","","","","0","","","1007412","",""
"1007412064","3","","","1","117631","mhp_sit_talk_joy2","0.2","1007412","",""
"1007412065","21","0","","0","vo_mhp_1007412","vo_mhp_5209","","1007412","",""
"1007412066","11","1","0","7","117631","Excellent！\n最後就用壁咚一舉拿下吧！","0","1007412","0","0.5"
"1007412067","91","","","","0","0","","1007412","",""
"1007412068","3","","","1","117631","mhp_sit_idle_joy2","0.2","1007412","",""
"1007412069","3","mhp_ilya_kabedon_loop","1","0","104431","mhp_ilya_kabedon_in","0.2","1007412","0",""
"1007412070","21","0","","0","vo_mhp_1007412","vo_mhp_5210","","1007412","",""
"1007412071","11","1","0","4","104431","成為妾身的人吧……","0","1007412","0","1"
"1007412072","91","","","","0","","","1007412","",""
"1007412073","93","","","","1","","","1007412","",""
"1007412074","3","","","1","117631","mhp_sit_talk_memory","0.2","1007412","",""
"1007412075","21","0","","0","vo_mhp_1007412","vo_mhp_5211","","1007412","",""
"1007412076","11","1","0","5","117631","很完美喔，伊莉亞小姐♪\n現在的伊莉亞小姐是可愛的墮天使！\n所有人都會被妳攻陷的，\n馬上去對那個人表現一下吧！","0","1007412","0","0.5"
"1007412077","91","","","","0","","","1007412","",""
"1007412078","3","","","1","117631","mhp_sit_idle","0.2","1007412","",""
"1007412079","3","","","1","104431","mhp_talk_memory","0.2","1007412","",""
"1007412080","21","0","","0","vo_mhp_1007412","vo_mhp_5212","","1007412","",""
"1007412081","11","1","0","5","104431","呵，呵呵，就對這傢伙這麼做……\n對那傢伙……\n呃，怎麼可能辦得到啊──！！","0","1007412","0","0.5"
"1007412082","93","","","","8","1","","1007412","",""
"1007412083","3","mhp_ilya_panic_loop","1","0","104431","mhp_ilya_panic_in","0.2","1007412","0",""
"1007412084","3","mhp_ilya_panic_loop","1","0","11","mhp_ilya_panic_in","0.2","1007412","0",""
"1007412085","91","","","","1007412081","","","1007412","",""
"1007412086","21","0","","0","vo_mhp_1007412","vo_mhp_5213","","1007412","",""
"1007412087","11","1","0","5","104431","這種傷風敗俗的動作是什麼啊！\n妾身怎麼能讓那傢伙看到這副模樣！\n妾身真的是不太對勁，\n實在是千鈞一髮。","0","1007412","0","0.5"
"1007412088","93","","","","8","1","","1007412","",""
"1007412089","3","","","1","104431","mhp_talk_sad2","0.2","1007412","",""
"1007412090","3","","","1","11","NoItem_idle","0.2","1007412","",""
"1007412091","91","","","","1007412087","","","1007412","",""
"1007412092","93","","","","0.5","","","1007412","",""
"1007412093","3","","","1","104431","mhp_talk_anger","0.2","1007412","",""
"1007412094","21","0","","0","vo_mhp_1007412","vo_mhp_5214","","1007412","",""
"1007412095","11","1","0","4","104431","說到底，怎麼可能用這種方法\n讓那傢伙順從妾身啊！失陪了！","0","1007412","0","0.5"
"1007412096","91","","","","0","","","1007412","",""
"1007412097","22","","","","0","0","","1007412","",""
"1007412098","3","","","1","104431","mhp_idle_sad","0.2","1007412","",""
"1007412099","3","","","1","11","NoItem_idle","0.2","1007412","",""
"1007412100","93","","","","0.2","","","1007412","",""
"1007412101","3","","","1","104431","mhp_walk_sad","0.2","1007412","",""
"1007412102","4","","","","104431","1","","1007412","",""
"1007412103","2","1","0","-220","104431","-350","","1007412","",""
"1007412104","93","","","","1","0","","1007412","",""
"1007412105","12","","","2","104431","9","0","1007412","0",""
"1007412106","3","","","1","104431","mhp_ilya_idle_sad","0.2","1007412","",""
"1007412107","93","","","","1","0","","1007412","",""
"1007412108","3","","","1","104431","mhp_run_shy","0.2","1007412","",""
