25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89
"83001097","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109705","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001097","降低HP吸收","9","300109706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001097","傷害降低","boss_damage_cut","300109707","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001097","物理魔法暴擊率降低","35","300109708","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001098","風屬性獎勵特大幅度提升","14","300109801","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001098","深域怪物","11","300109802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001098","賦予TP上升上限","17","300109803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001098","提升物理防禦力（不可降低）","boss_def_lower_limit","300109804","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001098","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109805","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001098","降低HP吸收","9","300109806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001098","傷害降低","boss_damage_cut","300109807","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001098","物理魔法暴擊率降低","35","300109808","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001099","風屬性獎勵特大幅度提升","14","300109901","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001099","深域怪物","11","300109902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001099","賦予TP上升上限","17","300109903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001099","提升物理防禦力（不可降低）","boss_def_lower_limit","300109904","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001099","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300109905","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001099","降低HP吸收","9","300109906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"83001099","傷害降低","boss_damage_cut","300109907","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001099","物理魔法暴擊率降低","35","300109908","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001100","風屬性獎勵特大幅度提升","14","300110001","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"83001100","深域怪物","11","300110002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"83001100","賦予TP上升上限","17","300110003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"83001100","提升物理防禦力（不可降低）","boss_def_lower_limit","300110004","戰鬥開始時，特大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"83001100","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","300110005","戰鬥開始時，特大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"83001100","降低HP吸收","9","300110006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"83001100","減少TP下降","boss_tp_down_cut","300110007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"83001100","傷害降低","boss_damage_cut","300110008","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"83001100","物理魔法暴擊率降低","35","300110009","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"83001100","減少最大HP","max_hp_down","300110010","戰鬥開始時，讓全體角色最大HP減少50％。"
"84001001","光屬性獎勵特大幅度提升","15","400100101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001001","深域怪物","11","400100102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001001","賦予TP上升上限","17","400100103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001001","提升物理防禦力（不可降低）","boss_def_lower_limit","400100104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001001","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001001","降低HP吸收","9","400100106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001002","光屬性獎勵特大幅度提升","15","400100201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001002","深域怪物","11","400100202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001002","賦予TP上升上限","17","400100203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001002","提升物理防禦力（不可降低）","boss_def_lower_limit","400100204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001002","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001002","降低HP吸收","9","400100206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001003","光屬性獎勵特大幅度提升","15","400100301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001003","深域怪物","11","400100302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001003","賦予TP上升上限","17","400100303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001003","提升物理防禦力（不可降低）","boss_def_lower_limit","400100304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001003","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001003","降低HP吸收","9","400100306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001004","光屬性獎勵特大幅度提升","15","400100401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001004","深域怪物","11","400100402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001004","賦予TP上升上限","17","400100403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001004","提升物理防禦力（不可降低）","boss_def_lower_limit","400100404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001004","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001004","降低HP吸收","9","400100406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001005","光屬性獎勵特大幅度提升","15","400100501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001005","深域怪物","11","400100502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001005","賦予TP上升上限","17","400100503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001005","提升物理防禦力（不可降低）","boss_def_lower_limit","400100504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001005","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001005","降低HP吸收","9","400100506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001006","光屬性獎勵特大幅度提升","15","400100601","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001006","深域怪物","11","400100602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001006","賦予TP上升上限","17","400100603","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001006","提升物理防禦力（不可降低）","boss_def_lower_limit","400100604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001006","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001006","降低HP吸收","9","400100606","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001007","光屬性獎勵特大幅度提升","15","400100701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001007","深域怪物","11","400100702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001007","賦予TP上升上限","17","400100703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001007","提升物理防禦力（不可降低）","boss_def_lower_limit","400100704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001007","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400100705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001007","降低HP吸收","9","400100706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001008","光屬性獎勵特大幅度提升","15","400100801","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
