b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"20665","4","144","1495","27","165","0","136","0","0","22","0","1245","0","122001","6690","6","44","30"
"22850","4","144","1495","28","170","0","141","0","0","22","0","1266","0","122001","6990","6","44","30"
"25163","4","144","1495","29","175","0","146","0","0","22","0","1291","0","122001","7610","6","44","30"
"27660","4","144","1495","30","180","0","151","0","0","22","0","1320","0","122001","7910","6","44","30"
"30258","4","144","1495","31","180","0","151","0","0","22","0","1349","0","122001","8735","6","44","30"
"32955","4","144","1495","32","186","0","157","0","0","22","0","1378","0","122001","9135","6","44","30"
"35745","4","144","1495","33","192","0","163","0","0","22","0","1406","0","122001","10005","6","44","30"
"38715","4","144","1495","34","198","0","169","0","0","22","0","1433","0","122001","10605","6","44","30"
"41791","4","144","1495","35","204","0","175","0","0","22","0","1460","0","122001","11575","6","44","30"
"14","0","0","100","2","3","0","2","0","0","0","0","0","0","122101","50","0","0","0"
"74","0","10","205","3","5","0","3","0","0","0","0","0","0","122101","140","0","0","0"
"179","0","40","370","4","8","0","6","0","0","0","0","0","0","122101","315","0","0","5"
"335","0","65","620","5","15","0","12","0","0","0","0","0","0","122101","615","0","0","10"
"539","0","65","1155","6","25","0","22","0","0","0","0","0","0","122101","1030","0","0","10"
"820","0","65","2230","7","33","0","31","0","0","0","0","0","0","122101","1235","0","0","10"
"1112","0","65","2675","8","48","0","45","0","0","4","0","0","0","122101","1735","0","0","10"
"1455","5","65","2795","9","57","0","62","0","0","13","0","25","0","122101","2025","0","0","25"
"1796","5","65","2975","10","71","0","83","0","0","22","0","60","0","122101","2525","0","5","25"
"2225","5","65","3285","11","78","0","99","0","0","24","0","101","0","122101","2925","0","10","35"
"2685","5","65","3345","12","84","0","114","0","0","29","0","134","0","122101","3295","2","25","35"
"3085","7","65","3345","13","102","0","139","0","0","31","0","170","0","122101","3585","4","38","37"
"3581","7","90","3345","14","121","0","159","0","0","31","2","205","0","122101","3665","6","41","37"
"4126","7","102","3445","15","142","0","180","0","0","31","2","244","0","122101","3665","6","44","37"
"4706","7","102","3445","16","171","0","196","0","0","31","2","272","0","122101","3715","6","49","37"
"5302","10","102","3595","17","194","0","217","0","0","31","2","323","0","122101","3775","6","52","37"
"5918","12","102","3595","18","222","0","249","0","0","31","2","386","0","122101","3825","6","52","37"
"6605","12","102","3690","19","251","0","291","0","0","31","2","446","0","122101","3825","6","52","37"
"7373","12","102","3690","20","279","0","341","0","0","31","2","494","0","122101","3955","6","52","37"
"8163","12","102","3690","21","312","0","400","0","0","31","2","543","0","122101","4165","6","52","37"
"9160","12","102","3690","22","345","0","448","0","0","31","2","610","0","122101","4570","6","52","37"
"10315","12","102","3690","23","381","0","498","0","0","31","2","672","0","122101","4570","6","52","37"
"11598","12","102","3690","24","409","0","540","0","0","31","2","729","0","122101","5185","6","52","37"
"12957","12","102","3690","25","448","0","593","0","0","31","2","805","0","122101","5480","6","52","37"
"14559","12","102","3690","26","474","0","628","0","0","31","2","846","0","122101","6460","6","52","37"
"16257","12","102","3690","27","508","0","669","0","0","31","2","880","0","122101","7005","6","52","37"
"18064","12","102","3690","28","546","0","709","0","0","31","2","908","0","122101","7625","6","52","37"
"20296","12","102","3690","29","563","0","726","0","0","31","2","939","0","122101","7885","6","52","37"
"22740","12","102","3690","30","576","0","739","0","0","31","2","980","0","122101","7885","6","52","37"
"25294","12","102","3690","31","589","0","752","0","0","31","2","1021","0","122101","7885","6","52","37"
"27959","12","102","3690","32","602","0","765","0","0","31","2","1062","0","122101","7885","6","52","37"
"30762","12","102","3690","33","616","0","779","0","0","31","2","1101","0","122101","7885","6","52","37"
"33713","12","102","3690","34","630","0","793","0","0","31","2","1139","0","122101","7885","6","52","37"
"36812","12","102","3690","35","644","0","807","0","0","31","2","1177","0","122101","7885","6","52","37"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","122201","110","0","0","0"
"76","0","0","75","3","5","0","1","0","0","0","0","0","0","122201","380","0","0","0"
"181","0","5","105","4","9","0","2","0","0","0","0","0","0","122201","845","0","0","0"
"330","3","25","105","5","14","0","4","0","0","0","0","0","0","122201","1385","0","0","10"
"540","3","40","195","6","25","0","6","0","0","0","0","0","0","122201","2250","0","0","10"
"787","3","40","665","7","37","0","8","0","0","0","0","0","0","122201","3220","0","0","10"
"1119","3","55","900","8","45","0","10","0","0","0","0","0","0","122201","4110","0","0","10"
"1512","3","95","900","9","54","0","12","0","0","9","0","20","0","122201","4665","0","0","10"
"1968","3","110","900","10","60","0","18","0","0","18","0","50","0","122201","4875","5","0","20"
"2431","5","110","900","11","64","0","23","0","0","22","0","98","0","122201","5295","7","13","30"
"2916","5","110","900","12","70","0","27","0","0","25","0","130","0","122201","6045","9","29","30"
"3446","5","143","900","13","76","0","33","0","0","25","0","163","0","122201","6575","9","45","30"
"4064","5","176","900","14","81","0","37","0","0","25","0","214","0","122201","6995","9","48","30"
"4715","5","196","900","15","87","0","43","0","0","25","0","280","0","122201","7355","9","48","30"
"5417","5","196","900","16","95","0","45","0","0","25","0","374","0","122201","7655","9","51","30"
"6166","5","196","900","17","101","0","49","0","0","25","0","472","0","122201","7905","9","54","30"
"6984","5","196","900","18","104","0","54","0","0","25","0","610","0","122201","8250","9","54","30"
"7870","5","196","900","19","113","0","61","0","0","25","0","745","0","122201","8635","9","54","30"
"8852","5","196","900","20","126","0","66","0","0","25","0","885","0","122201","9115","9","54","30"
"9978","5","196","900","21","132","0","71","0","0","25","0","1036","0","122201","9475","9","54","30"
"11262","5","196","900","22","143","0","79","0","0","25","0","1180","0","122201","9745","9","54","30"
"12726","5","196","900","23","148","0","87","0","0","25","0","1269","0","122201","10130","9","54","30"
"14310","5","196","900","24","148","0","87","0","0","25","0","1346","0","122201","11100","9","54","30"
"16045","5","196","900","25","154","0","96","0","0","25","0","1423","0","122201","11470","9","54","30"
"17685","5","196","900","26","169","0","116","0","0","25","0","1480","0","122201","13215","9","54","30"
"19418","5","196","900","27","181","0","132","0","0","25","0","1516","0","122201","15525","9","54","30"
"21256","5","196","900","28","196","0","147","0","0","25","0","1543","0","122201","18000","9","54","30"
"23534","5","196","900","29","201","0","152","0","0","25","0","1571","0","122201","18920","9","54","30"
"25997","5","196","900","30","206","0","157","0","0","25","0","1600","0","122201","19520","9","54","30"
"28534","5","196","900","31","211","0","162","0","0","25","0","1629","0","122201","20440","9","54","30"
"31197","5","196","900","32","217","0","168","0","0","25","0","1658","0","122201","21140","9","54","30"
"33954","5","196","900","33","223","0","174","0","0","25","0","1686","0","122201","22310","9","54","30"
"36891","5","196","900","34","229","0","180","0","0","25","0","1713","0","122201","23210","9","54","30"
"39934","5","196","900","35","235","0","186","0","0","25","0","1740","0","122201","24480","9","54","30"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","122301","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","122301","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","122301","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","122301","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","122301","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","122301","1395","0","0","15"
"0","0","120","100","8","10","0","63","0","0","4","0","0","1286","122301","1560","1","0","30"
"0","0","155","100","9","10","0","70","16","0","9","0","0","1710","122301","1700","2","0","45"
"0","0","170","520","10","11","0","82","40","0","14","0","0","2145","122301","1970","4","0","45"
"0","0","186","740","11","11","0","87","85","0","14","5","0","2657","122301","2130","5","0","45"
"0","0","222","840","12","14","0","92","138","0","14","11","0","3181","122301","2230","6","0","45"
"0","0","242","840","13","19","0","99","200","0","16","17","0","3714","122301","2370","6","0","45"
"0","0","272","960","14","23","0","106","276","0","18","17","0","4294","122301","2510","6","0","45"
"0","0","282","1080","15","31","0","115","346","0","22","17","0","4899","122301","2540","6","0","45"
"0","0","312","1080","16","36","0","123","421","0","22","17","0","5572","122301","2570","6","0","45"
"0","0","342","1080","17","40","0","132","493","0","22","17","0","6300","122301","2570","6","0","45"
"0","0","372","1080","18","46","0","141","582","0","22","17","0","7084","122301","2570","6","0","45"
"0","0","372","1080","19","51","0","148","715","0","22","17","0","7972","122301","2570","6","0","45"
"0","0","372","1080","20","61","0","162","872","0","22","17","0","8893","122301","2570","6","0","45"
"0","0","372","1180","21","67","0","170","1074","0","22","17","0","9912","122301","2570","6","0","45"
"0","0","372","1280","22","72","0","177","1292","0","22","17","0","11109","122301","2570","6","0","45"
"0","0","372","1280","23","78","0","193","1476","0","22","17","0","12432","122301","2570","6","0","45"
"0","0","372","1280","24","84","0","210","1619","0","22","17","0","13907","122301","2570","6","0","45"
"0","0","372","1280","25","90","0","218","1728","0","22","17","0","15617","122301","2570","6","0","45"
"0","0","372","1280","26","96","0","227","1800","0","22","17","0","17457","122301","3030","6","0","45"
"0","0","372","1280","27","102","0","235","1845","0","22","17","0","19492","122301","3030","6","0","45"
"0","0","372","1280","28","107","0","240","1877","0","22","17","0","21690","122301","3030","6","0","45"
"0","0","372","1280","29","111","0","244","1910","0","22","17","0","24012","122301","3490","6","0","45"
"0","0","372","1280","30","115","0","248","1944","0","22","17","0","26533","122301","3490","6","0","45"
"0","0","372","1280","31","119","0","252","1978","0","22","17","0","29112","122301","3950","6","0","45"
"0","0","372","1280","32","123","0","256","2012","0","22","17","0","31854","122301","3950","6","0","45"
"0","0","372","1280","33","127","0","260","2045","0","22","17","0","34687","122301","4450","6","0","45"
"0","0","372","1280","34","131","0","264","2077","0","22","17","0","37669","122301","4950","6","0","45"
"0","0","372","1280","35","135","0","268","2109","0","22","17","0","40856","122301","4950","6","0","45"
"16","1","10","75","2","1","0","0","0","0","0","0","0","0","122401","65","0","0","0"
"68","2","30","125","3","3","0","0","0","0","0","0","0","0","122401","185","0","0","0"
"158","4","60","260","4","7","0","3","0","0","0","0","0","0","122401","420","0","0","0"
"293","7","100","420","5","12","0","7","0","0","0","0","0","0","122401","810","0","0","0"
"486","11","130","630","6","17","0","11","0","0","0","0","0","0","122401","1340","3","0","0"
"731","15","155","1235","7","26","0","17","0","0","0","0","0","0","122401","1660","6","0","0"
"1030","15","180","1795","8","35","0","24","0","0","9","0","10","0","122401","2290","9","0","0"
"1459","16","205","1795","9","46","0","27","0","0","23","5","40","0","122401","2540","9","0","0"
"1941","16","205","1795","10","51","0","35","0","0","37","10","100","0","122401","2740","9","0","10"
"2439","16","205","1795","11","55","0","44","0","0","37","15","158","0","122401","3100","9","3","20"
"2871","18","205","2045","12","66","0","46","0","0","37","15","198","0","122401","3470","9","36","20"
"3345","18","230","2045","13","79","0","54","0","0","37","15","251","0","122401","3720","9","56","20"
"3840","20","255","2045","14","97","0","68","0","0","37","15","328","0","122401","3880","9","56","20"
"4412","20","255","2045","15","111","0","82","0","0","37","15","448","0","122401","3880","9","56","20"
"5015","20","255","2045","16","124","0","94","0","0","37","15","586","0","122401","3880","9","59","20"
"5656","20","255","2045","17","142","0","103","0","0","37","15","711","0","122401","3930","9","62","20"
"6351","20","255","2045","18","157","0","119","0","0","37","15","856","0","122401","3980","9","62","20"
"7154","20","255","2045","19","173","0","135","0","0","37","15","984","0","122401","4075","9","62","20"
"8017","20","255","2045","20","203","0","147","0","0","37","15","1065","0","122401","4270","9","62","20"
"8971","20","255","2045","21","232","0","157","0","0","37","15","1160","0","122401","4580","9","62","20"
"10078","20","255","2045","22","259","0","176","0","0","37","15","1262","0","122401","4790","9","62","20"
"11352","20","255","2045","23","287","0","199","0","0","37","15","1343","0","122401","4880","9","62","20"
"12783","20","255","2045","24","308","0","221","0","0","37","15","1416","0","122401","4970","9","62","20"
"14334","20","255","2045","25","331","0","247","0","0","37","15","1471","0","122401","5230","9","62","20"
"15835","20","255","2045","26","359","0","280","0","0","37","15","1495","0","122401","6835","9","62","20"
"17449","20","255","2045","27","387","0","313","0","0","37","15","1513","0","122401","8440","9","62","20"
"19454","20","255","2045","28","400","0","326","0","0","37","15","1538","0","122401","9225","9","62","20"
"21692","20","255","2045","29","405","0","331","0","0","37","15","1571","0","122401","10070","9","62","20"
"24030","20","255","2045","30","420","0","346","0","0","37","15","1614","0","122401","10390","9","62","20"
"26477","20","255","2045","31","435","0","361","0","0","37","15","1657","0","122401","10710","9","62","20"
"29034","20","255","2045","32","450","0","376","0","0","37","15","1699","0","122401","11030","9","62","20"
"31721","20","255","2045","33","466","0","392","0","0","37","15","1739","0","122401","11400","9","62","20"
"34617","20","255","2045","34","478","0","404","0","0","37","15","1769","0","122401","11770","9","62","20"
"37642","20","255","2045","35","490","0","416","0","0","37","15","1799","0","122401","12140","9","62","20"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","122501","110","0","0","0"
"89","0","5","75","3","4","0","0","0","0","0","0","0","0","122501","290","0","0","0"
"194","0","10","105","4","8","0","1","0","0","0","0","0","0","122501","755","0","0","0"
"343","3","30","105","5","13","0","3","0","0","0","0","0","0","122501","1295","0","0","10"
"553","3","45","195","6","24","0","5","0","0","0","0","0","0","122501","2160","0","0","10"
