cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"50","81113003","2","61122","10113061"
"30000","81113003","12","94002","10113062"
"1","81113004","2","31212","10113063"
"25","81113004","8","91002","10113064"
"50","81113005","2","61122","10113065"
"30000","81113005","12","94002","10113066"
"50","81113006","2","61122","10113067"
"30000","81113006","12","94002","10113068"
"1","81113007","2","31212","10113069"
"25","81113007","8","91002","10113070"
"50","81113008","8","91002","10113071"
"5","61114001","2","61132","10114001"
"5","61114002","2","61132","10114002"
"30","71114001","8","91002","10114003"
"1","71114001","2","22002","10114004"
"30","71114002","8","91002","10114005"
"1","71114002","2","22002","10114006"
"30","71114003","8","91002","10114007"
"1","71114003","2","22002","10114008"
"30","71114004","8","91002","10114009"
"1","71114004","2","22002","10114010"
"30","71114005","8","91002","10114011"
"1","71114005","2","22002","10114012"
"30","71114006","8","91002","10114013"
"1","71114006","2","22002","10114014"
"30","71114007","8","91002","10114015"
"1","71114007","2","22002","10114016"
"30","71114008","8","91002","10114017"
"1","71114008","2","22002","10114018"
"30","71114009","8","91002","10114019"
"1","71114009","2","22002","10114020"
"30","71114010","8","91002","10114021"
"1","71114010","2","22002","10114022"
"30","71114011","8","91002","10114023"
"1","71114011","2","22002","10114024"
"30","71114012","8","91002","10114025"
"1","71114012","2","22002","10114026"
"30","71114013","8","91002","10114027"
"1","71114013","2","22002","10114028"
"30","71114014","8","91002","10114029"
"1","71114014","2","22002","10114030"
"30","71114015","8","91002","10114031"
"1","71114015","2","22002","10114032"
"60","71114016","8","91002","10114033"
"2","71114016","2","22002","10114034"
"60","71114017","8","91002","10114035"
"2","71114017","2","22002","10114036"
"60","71114018","8","91002","10114037"
"2","71114018","2","22002","10114038"
"60","71114019","8","91002","10114039"
"2","71114019","2","22002","10114040"
"60","71114020","8","91002","10114041"
"2","71114020","2","22002","10114042"
"50000","71114021","12","94002","10114043"
"100000","71114022","12","94002","10114044"
"150000","71114023","12","94002","10114045"
"200000","71114024","12","94002","10114046"
"250000","71114025","12","94002","10114047"
"50","71114026","8","91002","10114048"
"1","71114027","2","31053","10114049"
"1","71114028","2","31053","10114050"
"2","71114029","2","31053","10114051"
"2","71114030","2","31053","10114052"
"4","71114031","2","31053","10114053"
"10","71114033","2","31053","10114055"
"2","81114001","2","31053","10114056"
"30","81114001","8","91002","10114057"
"2","81114002","2","31053","10114058"
"30","81114002","8","91002","10114059"
"100","81114003","2","61132","10114060"
"30000","81114003","12","94002","10114061"
"100","81114004","2","61132","10114062"
"30000","81114004","12","94002","10114063"
"2","81114005","2","31053","10114064"
"30","81114005","8","91002","10114065"
"100","81114006","2","61132","10114066"
"30000","81114006","12","94002","10114067"
"100","81114007","2","61132","10114068"
"30000","81114007","12","94002","10114069"
"2","81114008","2","31053","10114070"
"30","81114008","8","91002","10114071"
"100","81114009","8","91002","10114072"
"5","61115001","2","61142","10115001"
"5","61115002","2","61142","10115002"
"30","71115001","8","91002","10115003"
"1","71115001","2","22002","10115004"
"30","71115002","8","91002","10115005"
"1","71115002","2","22002","10115006"
"30","71115003","8","91002","10115007"
"1","71115003","2","22002","10115008"
"30","71115004","8","91002","10115009"
"1","71115004","2","22002","10115010"
"30","71115005","8","91002","10115011"
"1","71115005","2","22002","10115012"
"30","71115006","8","91002","10115013"
"1","71115006","2","22002","10115014"
"30","71115007","8","91002","10115015"
"1","71115007","2","22002","10115016"
"30","71115008","8","91002","10115017"
"1","71115008","2","22002","10115018"
"30","71115009","8","91002","10115019"
"1","71115009","2","22002","10115020"
"30","71115010","8","91002","10115021"
"1","71115010","2","22002","10115022"
"30","71115011","8","91002","10115023"
"1","71115011","2","22002","10115024"
"30","71115012","8","91002","10115025"
"1","71115012","2","22002","10115026"
"30","71115013","8","91002","10115027"
"1","71115013","2","22002","10115028"
"30","71115014","8","91002","10115029"
"1","71115014","2","22002","10115030"
"30","71115015","8","91002","10115031"
"1","71115015","2","22002","10115032"
"60","71115016","8","91002","10115033"
"2","71115016","2","22002","10115034"
"60","71115017","8","91002","10115035"
"2","71115017","2","22002","10115036"
"60","71115018","8","91002","10115037"
"2","71115018","2","22002","10115038"
"60","71115019","8","91002","10115039"
"2","71115019","2","22002","10115040"
"60","71115020","8","91002","10115041"
"2","71115020","2","22002","10115042"
"50000","71115021","12","94002","10115043"
"100000","71115022","12","94002","10115044"
"150000","71115023","12","94002","10115045"
"200000","71115024","12","94002","10115046"
"250000","71115025","12","94002","10115047"
"50","71115026","8","91002","10115048"
"1","71115027","2","31128","10115049"
"1","71115028","2","31128","10115050"
"1","71115029","2","31128","10115051"
"1","71115030","2","31128","10115052"
"1","71115031","2","31128","10115053"
"4","71115032","2","31128","10115054"
"1","71115033","7","2818","10115055"
"1","81115001","2","31128","10115056"
"25","81115001","8","91002","10115057"
"50","81115002","2","61142","10115058"
"30000","81115002","12","94002","10115059"
"50","81115003","2","61142","10115060"
"30000","81115003","12","94002","10115061"
"1","81115004","2","31128","10115062"
"25","81115004","8","91002","10115063"
"50","81115005","2","61142","10115064"
"30000","81115005","12","94002","10115065"
"50","81115006","2","61142","10115066"
"30000","81115006","12","94002","10115067"
"1","81115007","2","31128","10115068"
"25","81115007","8","91002","10115069"
"50","81115008","8","91002","10115070"
"5","61116001","2","61152","10116001"
"5","61116002","2","61152","10116002"
"30","71116001","8","91002","10116003"
"1","71116001","2","22002","10116004"
"30","71116002","8","91002","10116005"
"1","71116002","2","22002","10116006"
"30","71116003","8","91002","10116007"
"1","71116003","2","22002","10116008"
"30","71116004","8","91002","10116009"
"1","71116004","2","22002","10116010"
"30","71116005","8","91002","10116011"
"1","71116005","2","22002","10116012"
"30","71116006","8","91002","10116013"
"1","71116006","2","22002","10116014"
"30","71116007","8","91002","10116015"
"1","71116007","2","22002","10116016"
"30","71116008","8","91002","10116017"
"1","71116008","2","22002","10116018"
"30","71116009","8","91002","10116019"
"1","71116009","2","22002","10116020"
"30","71116010","8","91002","10116021"
"1","71116010","2","22002","10116022"
"30","71116011","8","91002","10116023"
"1","71116011","2","22002","10116024"
"30","71116012","8","91002","10116025"
"1","71116012","2","22002","10116026"
"30","71116013","8","91002","10116027"
"1","71116013","2","22002","10116028"
"30","71116014","8","91002","10116029"
"1","71116014","2","22002","10116030"
"30","71116015","8","91002","10116031"
"1","71116015","2","22002","10116032"
"60","71116016","8","91002","10116033"
"2","71116016","2","22002","10116034"
"60","71116017","8","91002","10116035"
"2","71116017","2","22002","10116036"
"60","71116018","8","91002","10116037"
"2","71116018","2","22002","10116038"
"60","71116019","8","91002","10116039"
"2","71116019","2","22002","10116040"
"60","71116020","8","91002","10116041"
"2","71116020","2","22002","10116042"
"50000","71116021","12","94002","10116043"
"100000","71116022","12","94002","10116044"
"150000","71116023","12","94002","10116045"
"200000","71116024","12","94002","10116046"
"250000","71116025","12","94002","10116047"
"50","71116026","8","91002","10116048"
"1","71116027","2","31012","10116049"
"1","71116028","2","31012","10116050"
"2","71116029","2","31012","10116051"
"2","71116030","2","31012","10116052"
"4","71116031","2","31012","10116053"
"10","71116032","2","31012","10116054"
"65","81116001","2","61152","10116055"
"20000","81116001","12","94002","10116056"
"65","81116002","2","61152","10116057"
"20000","81116002","12","94002","10116058"
"2","81116003","2","31012","10116059"
"30","81116003","8","91002","10116060"
"65","81116004","2","61152","10116061"
"20000","81116004","12","94002","10116062"
"65","81116005","2","61152","10116063"
"20000","81116005","12","94002","10116064"
"2","81116006","2","31012","10116065"
"30","81116006","8","91002","10116066"
"70","81116007","2","61152","10116067"
"20000","81116007","12","94002","10116068"
"70","81116008","2","61152","10116069"
"20000","81116008","12","94002","10116070"
"2","81116009","2","31012","10116071"
"30","81116009","8","91002","10116072"
"100","81116010","8","91002","10116073"
"5","61117001","2","61162","10117001"
"5","61117002","2","61162","10117002"
"30","71117001","8","91002","10117003"
"1","71117001","2","22002","10117004"
"30","71117002","8","91002","10117005"
"1","71117002","2","22002","10117006"
"30","71117003","8","91002","10117007"
"1","71117003","2","22002","10117008"
"30","71117004","8","91002","10117009"
"1","71117004","2","22002","10117010"
"30","71117005","8","91002","10117011"
"1","71117005","2","22002","10117012"
"30","71117006","8","91002","10117013"
"1","71117006","2","22002","10117014"
"30","71117007","8","91002","10117015"
"1","71117007","2","22002","10117016"
"30","71117008","8","91002","10117017"
"1","71117008","2","22002","10117018"
"30","71117009","8","91002","10117019"
"1","71117009","2","22002","10117020"
"30","71117010","8","91002","10117021"
"1","71117010","2","22002","10117022"
"30","71117011","8","91002","10117023"
"1","71117011","2","22002","10117024"
"30","71117012","8","91002","10117025"
"1","71117012","2","22002","10117026"
"30","71117013","8","91002","10117027"
"1","71117013","2","22002","10117028"
"30","71117014","8","91002","10117029"
"1","71117014","2","22002","10117030"
"30","71117015","8","91002","10117031"
"1","71117015","2","22002","10117032"
"60","71117016","8","91002","10117033"
"2","71117016","2","22002","10117034"
"60","71117017","8","91002","10117035"
"2","71117017","2","22002","10117036"
"60","71117018","8","91002","10117037"
"2","71117018","2","22002","10117038"
"60","71117019","8","91002","10117039"
"2","71117019","2","22002","10117040"
"60","71117020","8","91002","10117041"
"2","71117020","2","22002","10117042"
"50000","71117021","12","94002","10117043"
"100000","71117022","12","94002","10117044"
"150000","71117023","12","94002","10117045"
"200000","71117024","12","94002","10117046"
"250000","71117025","12","94002","10117047"
"50","71117026","8","91002","10117048"
"1","71117027","2","31065","10117049"
"1","71117028","2","31065","10117050"
"1","71117029","2","31065","10117051"
"1","71117030","2","31065","10117052"
"1","71117031","2","31065","10117053"
"4","71117033","2","31065","10117054"
"50","81117001","2","61162","10117055"
"30000","81117001","12","94002","10117056"
"50","81117002","2","61162","10117057"
"30000","81117002","12","94002","10117058"
"1","81117003","2","31065","10117059"
"25","81117003","8","91002","10117060"
"1","81117004","2","31065","10117061"
"25","81117004","8","91002","10117062"
"50","81117005","2","61162","10117063"
"30000","81117005","12","94002","10117064"
"50","81117006","2","61162","10117065"
"30000","81117006","12","94002","10117066"
"1","81117007","2","31065","10117067"
"25","81117007","8","91002","10117068"
"50","81117008","8","91002","10117069"
"5","61118001","2","61172","10118001"
"5","61118002","2","61172","10118002"
"30","71118001","8","91002","10118003"
"1","71118001","2","22002","10118004"
"30","71118002","8","91002","10118005"
"1","71118002","2","22002","10118006"
"30","71118003","8","91002","10118007"
"1","71118003","2","22002","10118008"
"30","71118004","8","91002","10118009"
"1","71118004","2","22002","10118010"
"30","71118005","8","91002","10118011"
"1","71118005","2","22002","10118012"
"30","71118006","8","91002","10118013"
"1","71118006","2","22002","10118014"
"30","71118007","8","91002","10118015"
"1","71118007","2","22002","10118016"
"30","71118008","8","91002","10118017"
"1","71118008","2","22002","10118018"
"30","71118009","8","91002","10118019"
"1","71118009","2","22002","10118020"
"30","71118010","8","91002","10118021"
"1","71118010","2","22002","10118022"
"30","71118011","8","91002","10118023"
"1","71118011","2","22002","10118024"
"30","71118012","8","91002","10118025"
"1","71118012","2","22002","10118026"
"30","71118013","8","91002","10118027"
"1","71118013","2","22002","10118028"
"30","71118014","8","91002","10118029"
"1","71118014","2","22002","10118030"
"30","71118015","8","91002","10118031"
"1","71118015","2","22002","10118032"
"60","71118016","8","91002","10118033"
"2","71118016","2","22002","10118034"
"60","71118017","8","91002","10118035"
"2","71118017","2","22002","10118036"
"60","71118018","8","91002","10118037"
"2","71118018","2","22002","10118038"
"60","71118019","8","91002","10118039"
"2","71118019","2","22002","10118040"
"60","71118020","8","91002","10118041"
"2","71118020","2","22002","10118042"
"50000","71118021","12","94002","10118043"
"100000","71118022","12","94002","10118044"
"150000","71118023","12","94002","10118045"
"200000","71118024","12","94002","10118046"
"250000","71118025","12","94002","10118047"
"50","71118026","8","91002","10118048"
"1","71118027","2","31257","10118049"
"1","71118028","2","31257","10118050"
"2","71118029","2","31257","10118051"
