a28a78c26989ecea0afc7be1469635b7d430c3e4045b70784694fc9c432b4c22,4c8cafdcefcefa69a9f4885cfeabac749b9be910f2ba0481e5ea253140cde71c,5c2625e1bcb4f83333b6a51d44c745297a83d8967647afbe4808ae475bc1c43c,b2ec24f1f6530225de328a2fbe94dda957003049c8d6bcc6f790a7ab66a18670,3fd90cedd8a69c7afd416ae594fd0b903f87ec300e29701e04fdfd6a1ef2c44e
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","951","81001034","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","952","81001034","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","953","81001034","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","954","81001034","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","955","81001034","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","956","81001035","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","957","81001035","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","958","81001035","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","959","81001035","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","960","81001035","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","961","81001035","9"
"戰鬥中，發動「反擊屏障」效果。","危險領域","962","81001036","25"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","963","81001036","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","964","81001036","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","965","81001036","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","966","81001036","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","967","81001036","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","968","81001036","9"
"戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","反擊屏障","969","81001036","24"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","970","81001037","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","971","81001037","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","972","81001037","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","973","81001037","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","974","81001037","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","975","81001037","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","976","81001038","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","977","81001038","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","978","81001038","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","979","81001038","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","980","81001038","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","981","81001038","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","982","81001039","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","983","81001039","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","984","81001039","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","985","81001039","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","986","81001039","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","987","81001039","9"
"當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","988","81001040","12"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","989","81001040","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","990","81001040","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","991","81001040","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","992","81001040","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","993","81001040","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","994","81001040","boss_tp_down_cut"
"戰鬥開始時，大幅度提升所有怪物的行動速度。","提升行動速度","995","81001040","boss_haste"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","996","82001031","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","997","82001031","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","998","82001031","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","999","82001031","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","1000","82001031","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","1001","82001031","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","1002","82001032","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","1003","82001032","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","1004","82001032","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","1005","82001032","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","1006","82001032","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","1007","82001032","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","1008","82001033","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","1009","82001033","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","1010","82001033","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","1011","82001033","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","1012","82001033","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","1013","82001033","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","1014","82001034","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","1015","82001034","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","1016","82001034","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","1017","82001034","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","1018","82001034","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","1019","82001034","9"
"當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","1020","82001035","13"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","1021","82001035","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","1022","82001035","17"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","1023","82001035","boss_def_lower_limit"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","1024","82001035","boss_magic_def_lower_limit"
"戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","1025","82001035","9"
"戰鬥中，發動「降低物理暴擊傷害」、「降低魔法暴擊傷害」、「提升魔法暴擊傷害」效果。","危險領域","1026","82001036","25"
