2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"3","","1009810","102011","1","","","","lsv_idle_normal","1009810040","0.2"
"3","","1009810","100411","0","0.2","1","lsv_talk_guts2_loop","lsv_talk_guts2","1009810041","0"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1024","1009810042",""
"11","0","1009810","100411","10","0","1","1","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","1009810043","0"
"91","","1009810","0","","","","","","1009810044",""
"3","","1009810","100411","1","","","","lsv_idle_guts2_joy","1009810045","0.2"
"3","","1009810","103611","0","0.2","1","lsv_talk_doya_loop","lsv_talk_doya","1009810046","0"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1025","1009810047",""
"11","0","1009810","103611","10","0","1","1","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","1009810048","0"
"91","","1009810","0","","","","","","1009810049",""
"3","","1009810","103611","1","","","","lsv_idle_doya","1009810050","0.2"
"3","","1009810","100411","0","0.2","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","1009810051","0"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1026","1009810052",""
"11","0","1009810","100411","10","0","1","1","沒錯沒錯，就是這樣！","1009810053","0"
"91","","1009810","0","","","","","","1009810054",""
"3","","1009810","100411","1","","","","lsv_idle_cool_joy","1009810055","0.2"
"3","","1009810","102011","1","","","","lsv_talk_wish_joy","1009810056","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1027","1009810057",""
"11","0","1009810","102011","10","0","1","1","那麼，\n首先要先讓小繆\n恢復活力才行！","1009810058","0"
"91","","1009810","0","","","","","","1009810059",""
"3","","1009810","102011","1","","","","lsv_idle_wish_joy","1009810060","0.2"
"3","","1009810","100411","1","","","","lsv_talk_cool_loop","1009810061","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1028","1009810062",""
"11","0","1009810","100411","10","0","1","1","活力啊──\n哥哥\n有什麼好點子嗎？","1009810063","0"
"91","","1009810","0","","","","","","1009810064",""
"3","","1009810","100411","1","","","","lsv_idle_cool","1009810065","0.2"
"3","","1009810","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009810066","0"
"3","","1009810","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009810067","0"
"3","","1009810","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009810068","0"
"93","","1009810","0.1","","","","","0","1009810069",""
"2","","1009810","100411","-235","0.2","2","0.33","-452","1009810070",""
"2","","1009810","102011","-220","0.2","2","0.33","420","1009810071",""
"2","","1009810","103611","-250","0.2","2","0.33","545","1009810072",""
"22","","1009810","0","1","","","","0","1009810073","0.2"
"103","","1009810","給牠吃很多東西。","0","","","","1009810077","1009810074",""
"103","","1009810","讓牠多睡一點。","0","","","","1009810101","1009810075",""
"103","","1009810","稍微玩一下。","0","","","","1009810125","1009810076",""
"3","","1009810","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009810077","0"
"3","","1009810","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009810078","0"
"3","","1009810","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009810079","0"
"93","","1009810","0.1","","","","","0","1009810080",""
"2","","1009810","100411","-235","0.2","2","0.33","-200","1009810081",""
"2","","1009810","102011","-220","0.2","2","0.33","100","1009810082",""
"2","","1009810","103611","-250","0.2","2","0.33","270","1009810083",""
"93","","1009810","0.7","","","","","0","1009810084",""
"3","","1009810","103611","1","","","","lsv_talk_joy3_blink","1009810085","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1029","1009810086",""
"11","0","1009810","103611","10","0","1","1","肚子餓了\n就會沒精神，\n也有這樣的俗語嘛。","1009810087","0"
"91","","1009810","0","","","","","","1009810088",""
"3","","1009810","103611","1","","","","lsv_idle_normal_joy","1009810089","0.2"
"3","","1009810","102011","1","","","","lsv_talk_joy1","1009810090","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1030","1009810091",""
"11","0","1009810","102011","10","0","1","1","我們來做很多會\n讓小繆開心的食物吧～♪","1009810092","0"
"91","","1009810","0","","","","","","1009810093",""
"3","","1009810","102011","1","","","","lsv_idle_joy","1009810094","0.2"
"3","","1009810","100411","0","0.2","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","1009810095","0"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1031","1009810096",""
"11","0","1009810","100411","10","0","1","1","好──禊也要來做──！\n來做很多能恢復體力的\n料理吧──！","1009810097","0"
"91","","1009810","0","","","","","","1009810098",""
"3","","1009810","100411","1","","","","lsv_idle_guts2_joy","1009810099","0.2"
"101","","1009810","1009810149","","","","","","1009810100",""
"3","","1009810","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009810101","0"
"3","","1009810","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009810102","0"
"3","","1009810","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009810103","0"
"93","","1009810","0.1","","","","","0","1009810104",""
"2","","1009810","100411","-235","0.2","2","0.33","-200","1009810105",""
"2","","1009810","102011","-220","0.2","2","0.33","100","1009810106",""
"2","","1009810","103611","-250","0.2","2","0.33","270","1009810107",""
"93","","1009810","0.7","","","","","0","1009810108",""
"3","","1009810","100411","1","","","","lsv_talk_normal_suprise1","1009810109","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1032","1009810110",""
"11","0","1009810","100411","10","0","1","1","累了就會想睡嘛──\n那麼，就試著\n讓小繆好睡吧！","1009810111","0"
"91","","1009810","0","","","","","","1009810112",""
"3","","1009810","100411","1","","","","lsv_idle_normal","1009810113","0.2"
"3","","1009810","103611","1","","","","lsv_talk_thinking_talkR","1009810114","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1033","1009810115",""
"11","0","1009810","103611","10","0","1","1","讓牠好睡……\n像唱搖籃曲之類的嗎？","1009810116","0"
"91","","1009810","0","","","","","","1009810117",""
"3","","1009810","103611","1","","","","lsv_idle_thinking_surprise","1009810118","0.2"
"3","","1009810","102011","1","","","","lsv_talk_joy3","1009810119","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1034","1009810120",""
"11","0","1009810","102011","10","0","1","1","美美覺得讀繪本給牠聽\n應該也不錯～\n大家一起唸牠聽吧♪","1009810121","0"
"91","","1009810","0","","","","","","1009810122",""
"3","","1009810","102011","1","","","","lsv_idle_joy","1009810123","0.2"
"101","","1009810","1009810149","","","","","","1009810124",""
"3","","1009810","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009810125","0"
"3","","1009810","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009810126","0"
"3","","1009810","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009810127","0"
"93","","1009810","0.1","","","","","0","1009810128",""
"2","","1009810","100411","-235","0.2","2","0.33","-200","1009810129",""
"2","","1009810","102011","-220","0.2","2","0.33","100","1009810130",""
"2","","1009810","103611","-250","0.2","2","0.33","270","1009810131",""
"93","","1009810","0.7","","","","","0","1009810132",""
"3","","1009810","102011","1","","","","lsv_talk_surprise","1009810133","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1035","1009810134",""
"11","0","1009810","102011","10","0","1","1","咦？跟牠玩的話，\n不會變得更累嗎……？","1009810135","0"
"91","","1009810","0","","","","","","1009810136",""
"3","","1009810","102011","1","","","","lsv_idle_surprise","1009810137","0.2"
"3","","1009810","100411","1","","","","lsv_talk_thinking_joyR","1009810138","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1036","1009810139",""
"11","0","1009810","100411","10","0","1","1","但玩耍能讓心情\n變暢快呢──\n或許意外可行……？","1009810140","0"
"91","","1009810","0","","","","","","1009810141",""
"3","","1009810","100411","1","","","","lsv_idle_thinking_joy1","1009810142","0.2"
"3","","1009810","103611","1","","","","lsv_talk_thinking_talkR","1009810143","0.2"
"21","","1009810","vo_lsv","0","","","0","vo_lsv_1037","1009810144",""
"11","0","1009810","103611","10","0","1","1","可以提升睡眠品質……\n之類的，大人也這麼說嘛。\n那就真的「稍微」玩一下吧。","1009810145","0"
"91","","1009810","0","","","","","","1009810146",""
"3","","1009810","103611","1","","","","lsv_idle_thinking_joy1","1009810147","0.2"
"101","","1009810","1009810149","","","","","","1009810148",""
"91","","1009810","0","","","","","","1009810149",""
"102","","1009810","","","","","","","1009810150",""
"22","","1009810","0","","","","","0.2","1009810151",""
"93","","1009810","0.2","","","","","","1009810152",""
"12","0","1009810","102011","1","0","0","0","11","1009810153","0"
"3","","1009810","102011","1","","","","lsv_talk_joy1","1009810154","0.2"
"93","","1009810","3","","","","","0","1009810155",""
"3","","1009810","102011","1","","","","lsv_idle_normal_joyR","1009810156","0.2"
"12","0","1009810","100411","1","0","0","0","6","1009810157","0"
"3","","1009810","100411","0","0.2","1","lsv_talk_guts1_loop","lsv_talk_guts1","1009810158","0"
"93","","1009810","3","","","","","0","1009810159",""
"3","","1009810","100411","1","","","","lsv_idle_joy_normal","1009810160","0.2"
"12","0","1009810","103611","1","0","0","0","7","1009810161","0"
"3","","1009810","103611","0","0.2","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","1009810162","0"
"93","","1009810","3","","","","","0","1009810163",""
"3","","1009810","103611","1","","","","lsv_idle_normal_joy","1009810164","0.2"
"101","","1009810","1009810153","","","","","","1009810165",""
"6","","1009810","333","1","0","0","1","1","1009810166","1"
"4","","1009810","100411","","","","","1","1009810167",""
"3","","1009810","100411","1","","","","lsv_run","1009810168","0.2"
"2","","1009810","100411","-235","","0","0.8","-750","1009810169",""
"4","","1009810","102011","","","","","0","1009810170",""
"3","","1009810","102011","1","","","","lsv_run","1009810171","0.2"
"2","","1009810","102011","-220","","0","0.8","750","1009810172",""
"4","","1009810","103611","","","","","0","1009810173",""
"3","","1009810","103611","1","","","","lsv_run","1009810174","0.2"
"2","","1009810","103611","-250","","0","0.8","850","1009810175",""
"93","","1009810","0.6","","","","","","1009810176",""
"6","","1009810","100411","1","0","0","1","1","1009810177","0.2"
"6","","1009810","102011","1","0","0","1","1","1009810178","0.2"
"6","","1009810","103611","1","0","0","1","1","1009810179","0.2"
"91","","1009810","0","","","","","","1009810180",""
"1","lsv_idle_normal","1009811","1","102","0","-495","-200","102011","1009811001","1.95"
"1","lsv_idle_normal","1009811","1","100","1","-480","100","103611","1009811002","1.95"
"1","lsv_idle_normal","1009811","1","101","1","-510","270","100411","1009811003","1.95"
"5","lsv_white_loop","1009811","1","0","0","0","0","333","1009811004","1"
"6","","1009811","333","1","0","0","1","1","1009811005","0"
"6","","1009811","102011","1","0","0","1","1","1009811006","0"
"6","","1009811","103611","1","0","0","1","1","1009811007","0"
"6","","1009811","100411","1","0","0","1","1","1009811008","0"
"93","","1009811","1","","","","","0","1009811009",""
"6","","1009811","333","1","0","0.4","1","1","1009811010","0.8"
"3","","1009811","102011","0","0.2","1","lsv_idle_normal","lsv_jump1","1009811011","0.2"
"3","","1009811","103611","0","0.2","1","lsv_idle_normal","lsv_jump1","1009811012","0.2"
"3","","1009811","100411","0","0.2","1","lsv_idle_normal","lsv_jump1","1009811013","0.2"
"93","","1009811","0.3","","","","","","1009811014",""
"2","","1009811","102011","-235","","0","0.75","-200","1009811015",""
"2","","1009811","103611","-220","","0","0.75","100","1009811016",""
"2","","1009811","100411","-250","","0","0.75","270","1009811017",""
"6","","1009811","102011","1","0","1","1","1","1009811018","0.4"
"6","","1009811","103611","1","0","1","1","1","1009811019","0.4"
"6","","1009811","100411","1","0","1","1","1","1009811020","0.4"
"93","","1009811","2","","","","","0","1009811021",""
"3","","1009811","100411","0","0.2","1","lsv_talk_doya_loop","lsv_talk_doya","1009811022","0"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1121","1009811023",""
"11","0","1009811","100411","10","0","1","1","小繆也恢復活力了，\n那就開始特訓囉！","1009811024","0"
"91","","1009811","0","","","","","","1009811025",""
"3","","1009811","100411","1","","","","lsv_idle_doya","1009811026","0.2"
"3","","1009811","103611","1","","","","lsv_talk_surprise","1009811027","0.2"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1122","1009811028",""
"11","0","1009811","103611","10","0","1","1","美美，\n學習聊天時，\n你們做了什麼呢？","1009811029","0"
"91","","1009811","0","","","","","","1009811030",""
"3","","1009811","103611","1","","","","lsv_idle_surprise","1009811031","0.2"
"3","","1009811","102011","1","","","","lsv_talk_wish_joy","1009811032","0.2"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1123","1009811033",""
"11","0","1009811","102011","10","0","1","1","欸嘿嘿♪\n妳們覺得呢～？","1009811034","0"
"91","","1009811","0","","","","","","1009811035",""
"3","","1009811","102011","1","","","","lsv_idle_joy","1009811036","0.2"
"3","","1009811","100411","1","","","","lsv_talk_surprise_talkjoy","1009811037","0.2"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1124","1009811038",""
"11","0","1009811","100411","10","0","1","1","喔，好像在猜謎唷！\n好──禊要猜囉──！\n我想想……","1009811039","0"
"91","","1009811","0","","","","","","1009811040",""
"3","","1009811","100411","1","","","","lsv_idle_surprise","1009811041","0.2"
"3","","1009811","103611","1","","","","lsv_talk_thinking_talkR","1009811042","0.2"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1125","1009811043",""
"11","0","1009811","103611","10","0","1","1","我也來猜猜看吧。\n學習聊天……\n學習聊天……","1009811044","0"
"91","","1009811","0","","","","","","1009811045",""
"3","","1009811","103611","1","","","","lsv_idle_thinking","1009811046","0.2"
"3","","1009811","100411","1","","","","lsv_idle_thinking","1009811047","0.2"
"21","","1009811","vo_lsv","0","","","0","vo_lsv_1126","1009811048",""
"11","0","1009811","103611","10","0","1","1","唔嗯……","1009811049","0"
"11","0","1009811","100411","10","0","1","1","唔嗯……","1009811050","0"
"91","","1009811","0","","","","","","1009811051",""
"3","","1009811","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009811052","0"
"3","","1009811","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009811053","0"
"3","","1009811","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009811054","0"
"93","","1009811","0.1","","","","","0","1009811055",""
"2","","1009811","102011","-235","0.2","2","0.33","-452","1009811056",""
"2","","1009811","103611","-220","0.2","2","0.33","420","1009811057",""
"2","","1009811","100411","-250","0.2","2","0.33","545","1009811058",""
"22","","1009811","0","1","","","","0","1009811059","0.2"
"103","","1009811","就只有聊天？","0","","","","1009811063","1009811060",""
"103","","1009811","就是聊天……吧？","0","","","","1009811063","1009811061",""
"103","","1009811","我覺得就是在聊天……","0","","","","1009811063","1009811062",""
"3","","1009811","102011","0","0.2","1","lsv_idle_normal_joyR","lsv_choice","1009811063","0"
"3","","1009811","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009811064","0"
"3","","1009811","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009811065","0"
"93","","1009811","0.1","","","","","0","1009811066",""
"2","","1009811","102011","-235","0.2","2","0.33","-200","1009811067",""
"2","","1009811","103611","-220","0.2","2","0.33","100","1009811068",""
