b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","0.6","","40073","1400730035","93","","","","0",""
"","se_travel_top","0","40073","1400730036","23","","","","se_travel_top_ziz_look_around",""
"","1400730032","","40073","1400730037","91","","","","",""
"","1000001","0","40073","1400730038","3","0","","","travel_topdrama_r_4007_fall4_hit",""
"","0.5","","40073","1400730039","93","","","","0",""
"","se_travel_top","0","40073","1400730040","23","","","","se_travel_top_ziz_joy2",""
"0","1000001","0.5","40073","1400730041","12","","0","","10",""
"","1.5","","40073","1400730042","93","","","","0",""
"","","","40073","1400730043","111","","","","",""
"","0","","40073","1400730044","91","","","","",""
"","0","","40074","1400740001","93","","","","0",""
"","se_travel_top_ziz_wing","","40074","1400740002","24","","","","0.2",""
"","400790","","40074","1400740003","32","","","","0",""
"","se_travel_top","0","40074","1400740004","23","","","","se_travel_top_ziz_panic",""
"","400724","","40074","1400740005","32","","","","1",""
"","1000001","0","40074","1400740006","3","0.2","","","travel_topdrama_r_4007_fall1",""
"","9","0","40074","1400740007","3","0.2","","","fall",""
"","16","0","40074","1400740008","3","0.2","","","fall",""
"","1.8","","40074","1400740009","93","","","","0",""
"","se_travel_top","0","40074","1400740010","23","","","","se_travel_top_ziz_cry",""
"","se_travel_top","0","40074","1400740011","23","","","","se_travel_top_ziz_fall",""
"","1","","40074","1400740012","93","","","","0",""
"","400740","","40074","1400740013","32","","","","1",""
"","0.2","","40074","1400740014","93","","","","0",""
"","1000001","0","40074","1400740015","3","0","","","travel_topdrama_r_4007_fall2",""
"","1000001","-180","40074","1400740016","2","","0.01","","-200",""
"","9","0","40074","1400740017","3","0","","","disappear",""
"","16","0","40074","1400740018","3","0","","","disappear",""
"","400702","","40074","1400740019","32","","","","0",""
"","400704","","40074","1400740020","32","","","","1",""
"","400705","","40074","1400740021","32","","","","1",""
"","400724","","40074","1400740022","32","","","","0",""
"","400750","","40074","1400740023","32","","","","1",""
"","400751","","40074","1400740024","32","","","","1",""
"","400754","","40074","1400740025","32","","","","1",""
"","0.3","","40074","1400740026","93","","","","0",""
"","se_travel_top","0","40074","1400740027","23","","","","se_travel_top_ziz_drop2",""
"","0.3","","40074","1400740028","93","","","","0",""
"","400741","","40074","1400740029","32","","","","1",""
"","400742","","40074","1400740030","32","","","","1",""
"","400752","","40074","1400740031","32","","","","1",""
"","1000001","0","40074","1400740032","3","0.2","","","travel_topdrama_r_4007_fall3",""
"","0.3","","40074","1400740033","93","","","","0",""
"","se_travel_top","0","40074","1400740034","23","","","","se_travel_top_ziz_drop3",""
"","0.6","","40074","1400740035","93","","","","0",""
"","se_travel_top","0","40074","1400740036","23","","","","se_travel_top_ziz_look_around",""
"","1400740032","","40074","1400740037","91","","","","",""
"","1000001","0","40074","1400740038","3","0","","","travel_topdrama_r_4007_fall4_hit",""
"","0.5","","40074","1400740039","93","","","","0",""
"","se_travel_top","0","40074","1400740040","23","","","","se_travel_top_ziz_joy2",""
"0","1000001","0.5","40074","1400740041","12","","0","","10",""
"","1.5","","40074","1400740042","93","","","","0",""
"","","","40074","1400740043","111","","","","",""
"","0","","40074","1400740044","91","","","","",""
"","0","","40075","1400750001","93","","","","0",""
"","se_travel_top_ziz_wing","","40075","1400750002","24","","","","0.2",""
"","400790","","40075","1400750003","32","","","","0",""
"","1","","40075","1400750004","93","","","","0",""
"","se_travel_top","0","40075","1400750005","23","","","","se_travel_top_ziz_passaway",""
"","1000001","0","40075","1400750006","3","0.2","","","travel_topdrama_r_4007_grab_move",""
"","9","0","40075","1400750007","3","0.2","","","grab_move",""
"","16","0","40075","1400750008","3","0.2","","","grab_move",""
"","1.5","","40075","1400750009","93","","","","0",""
"","se_travel_top","0","40075","1400750010","23","","","","se_travel_top_ziz_cry_pass",""
"","1000001","-270","40075","1400750011","2","","0.01","","0",""
"","9","-270","40075","1400750012","2","","0.01","","0",""
"","16","-270","40075","1400750013","2","","0.01","","0",""
"","400702","","40075","1400750014","32","","","","0",""
"","400703","","40075","1400750015","32","","","","1",""
"","400781","","40075","1400750016","32","","","","1",""
"","0.1","","40075","1400750017","93","","","","0",""
"","1000001","0","40075","1400750018","3","0","","","travel_topdrama_r_4007_put",""
"","9","0","40075","1400750019","3","0","","","put",""
"","16","0","40075","1400750020","3","0","","","put",""
"","1.3","","40075","1400750021","93","","","","0",""
"","se_travel_top","0","40075","1400750022","23","","","","se_travel_top_ziz_drop1",""
"","400730","","40075","1400750023","32","","","","1",""
"","1","","40075","1400750024","93","","","","0",""
"","se_travel_top","0","40075","1400750025","23","","","","se_travel_top_ziz_dizzy",""
"","1.2","","40075","1400750026","93","","","","0",""
"","se_travel_top","0","40075","1400750027","23","","","","se_travel_top_ziz_joy1",""
"","0.3","","40075","1400750028","93","","","","0",""
"0","1000001","0.01","40075","1400750029","12","","0","","7",""
"","1","","40075","1400750030","93","","","","0",""
"","","","40075","1400750031","111","","","","",""
"","0","","40075","1400750032","91","","","","",""
"-75","18","60","40091","1400910001","5","0.35","0","run","400991","1"
"-38","18","58","40091","1400910002","5","0.35","-67","run2","400992","1"
"-16","18","56","40091","1400910003","5","0.35","47","run3","400993","1"
"0.35","400915","0","40091","1400910004","31","1","-75","","400915",""
"-90","0","110","40091","1400910005","5","1","0","rare","0","0"
"","0","","40091","1400910006","91","","","","0",""
"","400991","0","40091","1400910007","3","0","","","run","0"
"","400992","0","40091","1400910008","3","0","","","run2","0"
"","400993","0","40091","1400910009","3","0","","","run3","0"
"","0","","40091","1400910010","91","","","","0",""
"0","1400910007","100","40091","1400910011","101","","8.72","","100",""
"","400991","1","40091","1400910012","3","0","","","run","0"
"","400992","1","40091","1400910013","3","0","","","run2","0"
"","400993","1","40091","1400910014","3","0","","","run3","0"
"","0","","40091","1400910015","91","","","","0",""
"-177","1","51","40092","1400920001","1","1.46","-1000","travel_topdrama_r_4009_run","1000001","0"
"-330","18","60","40092","1400920002","5","0.8","-1000","empty","400991","1"
"-320","18","58","40092","1400920003","5","0.8","-1000","empty","400992","1"
"-280","18","56","40092","1400920004","5","0.8","-1000","empty","400993","1"
"-92","17","53","40092","1400920005","5","1.46","-250","travel_topdrama_r_4000_empty","400999","0"
"1","400904","-1000","40092","1400920006","31","1","-147","","400904",""
"1","400912","-1000","40092","1400920007","31","0","-330","","400951",""
"1","400912","-1000","40092","1400920008","31","0","-320","","400952",""
"1","400912","-1000","40092","1400920009","31","0","-280","","400953",""
"1","400905","-990","40092","1400920010","31","1","18","","400905",""
"1","400900","0","40092","1400920011","31","1","0","","400900",""
"1","400901","0","40092","1400920012","31","1","0","","400901",""
"1","400902","0","40092","1400920013","31","1","0","","400902",""
"1","400990","0","40092","1400920014","31","0","0","","400990",""
"1","400009","0","40092","1400920015","31","1","0","","400009",""
"","0","","40092","1400920016","91","","","","",""
"","se_travel_top","0","40092","1400920017","23","","","","se_travel_top_flock_foot1",""
"","0.3","","40092","1400920018","93","","","","0",""
"0","1000001","1","40092","1400920019","3","0.2","","","travel_topdrama_r_4009_run",""
"0","1000001","-177","40092","1400920020","2","","2","","0",""
"0","400905","18","40092","1400920021","33","","2","","-50",""
"0","400904","-147","40092","1400920022","33","","2","","0",""
"","0.7","","40092","1400920023","93","","","","0",""
"","se_travel_top","0","40092","1400920024","23","","","","se_travel_top_flock_rumble",""
"","3.5","3","40092","1400920025","122","","","","7",""
"","1400920020","","40092","1400920026","91","","","","",""
"0","1000001","1","40092","1400920027","3","0.2","","","travel_topdrama_r_4009_lookAround",""
"","1.2","","40092","1400920028","93","","","","0",""
"","400990","","40092","1400920029","32","","","","1",""
"","躲在樹蔭下","","40092","1400920030","103","","","","1400920032",""
"","躲在岩石後","","40092","1400920031","103","","","","1400920034",""
"","1","","40092","1400920032","102","","","","0",""
"","1400920036","","40092","1400920033","101","","","","",""
"","2","","40092","1400920034","102","","","","0",""
"","1400920036","","40092","1400920035","101","","","","",""
"","0","","40092","1400920036","91","","","","",""
"","0.1","","40093","1400930001","93","","","","",""
"","400990","","40093","1400930002","32","","","","0",""
"-150","18","53","40093","1400930003","5","0.75","-1000","empty","400994","1"
"-160","18","53","40093","1400930004","5","0.75","-1000","empty","400995","1"
"1","400911","-1000","40093","1400930005","31","0","-150","","400954",""
"1","400911","-1000","40093","1400930006","31","0","-160","","400955",""
"1","400906","0","40093","1400930007","31","0","-177","","400906",""
"1","400908","-173","40093","1400930008","31","0","103","","400908",""
"1","400916","0","40093","1400930009","31","0","0","","400916",""
"1","400903","0","40093","1400930010","31","1","0","","400903",""
"","0.01","","40093","1400930011","93","","","","0",""
"","400902","","40093","1400930012","32","","","","0",""
"","se_travel_top","0","40093","1400930013","23","","","","se_travel_top_flock_hide1",""
"0","1000001","0","40093","1400930014","3","0","","","travel_topdrama_r_4009_hide_tree","0"
"","400906","","40093","1400930015","32","","","","1",""
"","0.45","","40093","1400930016","93","","","","0",""
"","1000001","0","40093","1400930017","3","0","","","travel_topdrama_r_4009_scared_tree",""
"0","1000001","-92","40093","1400930018","2","","0","","-250",""
"","0.5","","40093","1400930019","93","","","","0",""
"","se_travel_top","0","40093","1400930020","23","","","","se_travel_top_flock_pass_away",""
"","10","4.6","40093","1400930021","122","","","","20",""
"","400991","1","40093","1400930022","3","0","","","run",""
"0","400991","-330","40093","1400930023","2","","3","","1500",""
"","400951","","40093","1400930024","32","","","","1",""
"0","400951","-330","40093","1400930025","33","","3","","1500",""
"","0.4","","40093","1400930026","93","","","","0",""
"","400994","1","40093","1400930027","3","0","","","run",""
"0","400994","-150","40093","1400930028","2","","2.7","","1500",""
"","400954","","40093","1400930029","32","","","","1",""
"0","400954","-150","40093","1400930030","33","","2.7","","1500",""
"","0.2","","40093","1400930031","93","","","","0",""
"","400993","1","40093","1400930032","3","0","","","run",""
"0","400993","-280","40093","1400930033","2","","3","","1500",""
"","400953","","40093","1400930034","32","","","","1",""
"0","400953","-280","40093","1400930035","33","","3","","1500",""
"","0.4","","40093","1400930036","93","","","","0",""
"","400995","1","40093","1400930037","3","0","","","run",""
"0","400995","-160","40093","1400930038","2","","3","","1500",""
"","400955","","40093","1400930039","32","","","","1",""
"0","400955","-160","40093","1400930040","33","","3","","1500",""
"","0.5","","40093","1400930041","93","","","","0",""
"","400992","1","40093","1400930042","3","0","","","run",""
"0","400992","-320","40093","1400930043","2","","2.4","","1500",""
"","400952","","40093","1400930044","32","","","","1",""
"0","400952","-320","40093","1400930045","33","","2.4","","1500",""
"","1.6","","40093","1400930046","93","","","","",""
"","0.7","","40093","1400930047","93","","","","0",""
"","1000001","0","40093","1400930048","3","0","","","travel_topdrama_r_4009_relief_tree",""
"","400999","0","40093","1400930049","3","0","","","travel_topdrama_r_4009_relief_tree",""
"","400916","","40093","1400930050","32","","","","1",""
"","0.3","","40093","1400930051","93","","","","0",""
"","se_travel_top","0","40093","1400930052","23","","","","se_travel_top_flock_relief",""
"","0.66","","40093","1400930053","93","","","","0",""
"","400908","","40093","1400930054","32","","","","1",""
"","0.2","","40093","1400930055","93","","","","0",""
"","se_travel_top","0","40093","1400930056","23","","","","se_travel_top_flock_drop_goldenbox1",""
"","se_travel_top","0","40093","1400930057","23","","","","se_travel_top_flock_surprise",""
"","1","","40093","1400930058","93","","","","0",""
"","se_travel_top","0","40093","1400930059","23","","","","se_travel_top_flock_emote_note",""
"","1400930049","","40093","1400930060","91","","","","0",""
"","","","40093","1400930061","111","","","","",""
"","0","","40093","1400930062","91","","","","0",""
"","0.1","","40094","1400940001","93","","","","",""
"","400990","","40094","1400940002","32","","","","0",""
"-150","18","53","40094","1400940003","5","0.75","-1000","empty","400994","1"
"-160","18","53","40094","1400940004","5","0.75","-1000","empty","400995","1"
"1","400911","-1000","40094","1400940005","31","0","-150","","400954",""
"1","400911","-1000","40094","1400940006","31","0","-160","","400955",""
"1","400906","0","40094","1400940007","31","0","-177","","400906",""
"1","400908","-173","40094","1400940008","31","0","103","","400908",""
"1","400917","0","40094","1400940009","31","0","0","","400917",""
"1","400903","0","40094","1400940010","31","1","0","","400903",""
"","0.01","","40094","1400940011","93","","","","0",""
"","400902","","40094","1400940012","32","","","","0",""
"","se_travel_top","0","40094","1400940013","23","","","","se_travel_top_flock_hide1",""
"0","1000001","0","40094","1400940014","3","0","","","travel_topdrama_r_4009_hide_tree","0"
"","400906","","40094","1400940015","32","","","","1",""
"","0.45","","40094","1400940016","93","","","","0",""
"","1000001","0","40094","1400940017","3","0","","","travel_topdrama_r_4009_scared_tree",""
"0","1000001","-92","40094","1400940018","2","","0","","-250",""
"","0.5","","40094","1400940019","93","","","","0",""
"","se_travel_top","0","40094","1400940020","23","","","","se_travel_top_flock_pass_away",""
"","10","4.6","40094","1400940021","122","","","","20",""
"","400991","1","40094","1400940022","3","0","","","run",""
