88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"44","44","0","1","10","200000009","44","44","0","1226","44","0","44","44","0","44","44","36","44","44","44","0","39","0","44","44","44","0","202900","0","0","30","9981","44","0","1","44","10","1","620290044"
"45","45","0","1","10","200000009","45","45","0","1283","45","0","45","45","0","45","45","39","45","45","45","0","41","0","45","45","45","0","202900","0","0","30","10618","45","0","1","45","10","1","620290045"
"46","46","0","1","10","200000009","46","46","0","1348","46","0","46","46","0","46","46","41","46","46","46","0","44","0","46","46","46","0","202900","0","0","30","11778","46","0","1","46","10","1","620290046"
"47","47","0","1","10","200000009","47","47","0","1412","47","0","47","47","0","47","47","44","47","47","47","0","47","0","47","47","47","0","202900","0","0","30","12936","47","0","1","47","10","1","620290047"
"48","48","0","1","10","200000009","48","48","0","1478","48","0","48","48","0","48","48","47","48","48","48","0","49","0","48","48","48","0","202900","0","0","30","14096","48","0","1","48","10","1","620290048"
"49","49","0","1","10","200000009","49","49","0","1542","49","0","49","49","0","49","49","50","49","49","49","0","51","0","49","49","49","0","202900","0","0","30","15255","49","0","1","49","10","1","620290049"
"50","50","0","1","10","200000009","50","50","0","1607","50","0","50","50","0","50","50","52","50","50","50","0","55","0","50","50","50","0","202900","0","0","30","16414","50","0","1","50","10","1","620290050"
"51","51","0","1","10","200000009","51","51","0","1671","51","0","51","51","0","51","51","55","51","51","51","0","57","0","51","51","51","0","202900","0","0","30","17573","51","0","1","51","10","1","620290051"
"52","52","0","1","10","200000009","52","52","0","1736","52","0","52","52","0","52","52","57","52","52","52","0","60","0","52","52","52","0","202900","0","0","30","18732","52","0","1","52","10","1","620290052"
"53","53","0","1","10","200000009","53","53","0","1736","53","0","53","53","0","53","53","57","53","53","53","0","60","0","53","53","53","0","202900","0","0","30","18732","53","0","1","53","10","1","620290053"
"54","54","0","1","10","200000009","54","54","0","1836","54","0","54","54","0","54","54","57","54","54","54","0","60","0","54","54","54","0","202900","0","0","30","21232","54","0","1","54","10","1","620290054"
"55","55","0","1","10","200000009","55","55","0","1836","55","0","55","55","0","55","55","58","55","55","55","0","61","0","55","55","55","0","202900","0","0","30","21232","55","0","1","55","10","1","620290055"
"56","56","0","1","10","200000009","56","56","0","1836","56","0","56","56","0","56","56","58","56","56","56","0","61","0","56","56","56","0","202900","0","0","30","23232","56","0","1","56","10","1","620290056"
"57","57","0","1","10","200000009","57","57","0","1846","57","0","57","57","0","57","57","59","57","57","57","0","62","0","57","57","57","0","202900","0","0","30","23232","57","0","1","57","10","1","620290057"
"58","58","0","1","10","200000009","58","58","0","1856","58","0","58","58","0","58","58","60","58","58","58","0","63","0","58","58","58","0","202900","0","0","30","23232","58","0","1","58","10","1","620290058"
"59","59","0","1","10","200000009","59","59","0","1866","59","0","59","59","0","59","59","60","59","59","59","0","63","0","59","59","59","0","202900","0","0","30","23732","59","0","1","59","10","1","620290059"
"60","60","0","1","10","200000009","60","60","0","1876","60","0","60","60","0","60","60","60","60","60","60","0","63","0","60","60","60","0","202900","0","0","30","24232","60","0","1","60","10","1","620290060"
"61","61","0","1","10","200000009","61","61","0","1886","61","0","61","61","0","61","61","60","61","61","61","0","63","0","61","61","61","0","202900","0","0","30","24732","61","0","1","61","10","1","620290061"
"62","62","0","1","10","200000009","62","62","0","2029","62","0","62","62","0","62","62","61","62","62","62","0","64","0","62","62","62","0","202900","0","0","30","25506","62","0","1","62","10","1","620290062"
"63","63","0","1","10","200000009","63","63","0","2173","63","0","63","63","0","63","63","62","63","63","63","0","65","0","63","63","63","0","202900","0","0","30","26280","63","0","1","63","10","1","620290063"
"64","64","0","1","10","200000009","64","64","0","2316","64","0","64","64","0","64","64","64","64","64","64","0","67","0","64","64","64","0","202900","0","0","30","27054","64","0","1","64","10","1","620290064"
"65","65","0","1","10","200000009","65","65","0","2460","65","0","65","65","0","65","65","65","65","65","65","0","68","0","65","65","65","0","202900","0","0","30","27828","65","0","1","65","10","1","620290065"
"66","66","0","1","10","200000009","66","66","0","2603","66","0","66","66","0","66","66","66","66","66","66","0","69","0","66","66","66","0","202900","0","0","30","28602","66","0","1","66","10","1","620290066"
"67","67","0","1","10","200000009","67","67","0","2747","67","0","67","67","0","67","67","67","67","67","67","0","70","0","67","67","67","0","202900","0","0","30","29375","67","0","1","67","10","1","620290067"
"68","68","0","1","10","200000009","68","68","0","2890","68","0","68","68","0","68","68","68","68","68","68","0","71","0","68","68","68","0","202900","0","0","30","30149","68","0","1","68","10","1","620290068"
"69","69","0","1","10","200000009","69","69","0","3034","69","0","69","69","0","69","69","69","69","69","69","0","72","0","69","69","69","0","202900","0","0","30","30923","69","0","1","69","10","1","620290069"
"70","70","0","1","10","200000009","70","70","0","3177","70","0","70","70","0","70","70","71","70","70","70","0","74","0","70","70","70","0","202900","0","0","30","31697","70","0","1","70","10","1","620290070"
"71","71","0","1","10","200000009","71","71","0","3321","71","0","71","71","0","71","71","72","71","71","71","0","75","0","71","71","71","0","202900","0","0","30","32471","71","0","1","71","10","1","620290071"
"1","1","0","1","10","200000003","1","1","0","31","1","0","1","1","0","1","1","2","1","1","1","0","5","0","1","1","1","0","202901","0","0","30","281","1","0","1","1","10","1","620290101"
"2","2","0","1","10","200000003","2","2","0","34","2","0","2","2","0","2","2","4","2","2","2","0","7","0","2","2","2","0","202901","0","0","30","369","2","0","1","2","10","1","620290102"
"3","3","0","1","10","200000003","3","3","0","37","3","0","3","3","0","3","3","5","3","3","3","0","8","0","3","3","3","0","202901","0","0","30","615","3","0","1","3","10","1","620290103"
"4","4","0","1","10","200000003","4","4","0","54","4","0","4","4","0","4","4","5","4","4","4","0","8","0","4","4","4","0","202901","0","0","30","542","4","0","1","4","10","1","620290104"
"5","5","0","1","10","200000003","5","5","0","80","5","0","5","5","0","5","5","6","5","5","5","0","10","0","5","5","5","0","202901","0","0","30","602","5","0","1","5","10","1","620290105"
"6","6","0","1","10","200000003","6","6","0","105","6","0","6","6","0","6","6","7","6","6","6","0","11","0","6","6","6","0","202901","0","0","30","661","6","0","1","6","10","1","620290106"
"7","7","0","1","10","200000003","7","7","0","130","7","0","7","7","0","7","7","8","7","7","7","0","13","0","7","7","7","0","202901","0","0","30","814","7","0","1","7","10","1","620290107"
"8","8","0","1","10","200000003","8","8","0","155","8","0","8","8","0","8","8","10","8","8","8","0","15","0","8","8","8","0","202901","0","0","30","966","8","0","1","8","10","1","620290108"
"9","9","0","1","10","200000003","9","9","0","167","9","0","9","9","0","9","9","10","9","9","9","0","15","0","9","9","9","0","202901","0","0","30","993","9","0","1","9","10","1","620290109"
"10","10","0","1","10","200000003","10","10","0","178","10","0","10","10","0","10","10","11","10","10","10","0","16","0","10","10","10","0","202901","0","0","30","1022","10","0","1","10","10","1","620290110"
"11","11","0","1","10","200000003","11","11","0","190","11","0","11","11","0","11","11","11","11","11","11","0","16","0","11","11","11","0","202901","0","0","30","1050","11","0","1","11","10","1","620290111"
"12","12","0","1","10","200000003","12","12","0","201","12","0","12","12","0","12","12","11","12","12","12","0","16","0","12","12","12","0","202901","0","0","30","1077","12","0","1","12","10","1","620290112"
"13","13","0","1","10","200000003","13","13","0","222","13","0","13","13","0","13","13","12","13","13","13","0","18","0","13","13","13","0","202901","0","0","30","1276","13","0","1","13","10","1","620290113"
"14","14","0","1","10","200000003","14","14","0","222","14","0","14","14","0","14","14","12","14","14","14","0","18","0","14","14","14","0","202901","0","0","30","1276","14","0","1","14","10","1","620290114"
"15","15","0","1","10","200000003","15","15","0","288","15","0","15","15","0","15","15","12","15","15","15","0","19","0","15","15","15","0","202901","0","0","30","1740","15","0","1","15","10","1","620290115"
"16","16","0","1","10","200000003","16","16","0","296","16","0","16","16","0","16","16","12","16","16","16","0","19","0","16","16","16","0","202901","0","0","30","2061","16","0","1","16","10","1","620290116"
"17","17","0","1","10","200000003","17","17","0","332","17","0","17","17","0","17","17","12","17","17","17","0","20","0","17","17","17","0","202901","0","0","30","2210","17","0","1","17","10","1","620290117"
"18","18","0","1","10","200000003","18","18","0","347","18","0","18","18","0","18","18","13","18","18","18","0","20","0","18","18","18","0","202901","0","0","30","2557","18","0","1","18","10","1","620290118"
"19","19","0","1","10","200000003","19","19","0","353","19","0","19","19","0","19","19","13","19","19","19","0","20","0","19","19","19","0","202901","0","0","30","2828","19","0","1","19","10","1","620290119"
"20","20","0","1","10","200000003","20","20","0","366","20","0","20","20","0","20","20","13","20","20","20","0","21","0","20","20","20","0","202901","0","0","30","2932","20","0","1","20","10","1","620290120"
"21","21","0","1","10","200000003","21","21","0","378","21","0","21","21","0","21","21","13","21","21","21","0","21","0","21","21","21","0","202901","0","0","30","3035","21","0","1","21","10","1","620290121"
"22","22","0","1","10","200000003","22","22","0","464","22","0","22","22","0","22","22","15","22","22","22","0","24","0","22","22","22","0","202901","0","0","30","3202","22","0","1","22","10","1","620290122"
"23","23","0","1","10","200000003","23","23","0","496","23","0","23","23","0","23","23","18","23","23","23","0","27","0","23","23","23","0","202901","0","0","30","3368","23","0","1","23","10","1","620290123"
"24","24","0","1","10","200000003","24","24","0","527","24","0","24","24","0","24","24","20","24","24","24","0","30","0","24","24","24","0","202901","0","0","30","3537","24","0","1","24","10","1","620290124"
"25","25","0","1","10","200000003","25","25","0","531","25","0","25","25","0","25","25","21","25","25","25","0","31","0","25","25","25","0","202901","0","0","30","3706","25","0","1","25","10","1","620290125"
"26","26","0","1","10","200000003","26","26","0","535","26","0","26","26","0","26","26","21","26","26","26","0","31","0","26","26","26","0","202901","0","0","30","3875","26","0","1","26","10","1","620290126"
"27","27","0","1","10","200000003","27","27","0","539","27","0","27","27","0","27","27","22","27","27","27","0","32","0","27","27","27","0","202901","0","0","30","4044","27","0","1","27","10","1","620290127"
"28","28","0","1","10","200000003","28","28","0","570","28","0","28","28","0","28","28","23","28","28","28","0","34","0","28","28","28","0","202901","0","0","30","4622","28","0","1","28","10","1","620290128"
"29","29","0","1","10","200000003","29","29","0","575","29","0","29","29","0","29","29","23","29","29","29","0","34","0","29","29","29","0","202901","0","0","30","4876","29","0","1","29","10","1","620290129"
"30","30","0","1","10","200000003","30","30","0","580","30","0","30","30","0","30","30","23","30","30","30","0","34","0","30","30","30","0","202901","0","0","30","5130","30","0","1","30","10","1","620290130"
"31","31","0","1","10","200000003","31","31","0","585","31","0","31","31","0","31","31","23","31","31","31","0","35","0","31","31","31","0","202901","0","0","30","5384","31","0","1","31","10","1","620290131"
"32","32","0","1","10","200000003","32","32","0","590","32","0","32","32","0","32","32","23","32","32","32","0","35","0","32","32","32","0","202901","0","0","30","5638","32","0","1","32","10","1","620290132"
"33","33","0","1","10","200000003","33","33","0","595","33","0","33","33","0","33","33","23","33","33","33","0","35","0","33","33","33","0","202901","0","0","30","5892","33","0","1","33","10","1","620290133"
"34","34","0","1","10","200000003","34","34","0","611","34","0","34","34","0","34","34","24","34","34","34","0","36","0","34","34","34","0","202901","0","0","30","6237","34","0","1","34","10","1","620290134"
"35","35","0","1","10","200000003","35","35","0","626","35","0","35","35","0","35","35","24","35","35","35","0","37","0","35","35","35","0","202901","0","0","30","6582","35","0","1","35","10","1","620290135"
"36","36","0","1","10","200000003","36","36","0","642","36","0","36","36","0","36","36","25","36","36","36","0","38","0","36","36","36","0","202901","0","0","30","6927","36","0","1","36","10","1","620290136"
"37","37","0","1","10","200000003","37","37","0","657","37","0","37","37","0","37","37","25","37","37","37","0","39","0","37","37","37","0","202901","0","0","30","7272","37","0","1","37","10","1","620290137"
"38","38","0","1","10","200000003","38","38","0","856","38","0","38","38","0","38","38","35","38","38","38","0","52","0","38","38","38","0","202901","0","0","30","8728","38","0","1","38","10","1","620290138"
"39","39","0","1","10","200000003","39","39","0","1019","39","0","39","39","0","39","39","35","39","39","39","0","52","0","39","39","39","0","202901","0","0","30","10407","39","0","1","39","10","1","620290139"
"40","40","0","1","10","200000003","40","40","0","1105","40","0","40","40","0","40","40","35","40","40","40","0","53","0","40","40","40","0","202901","0","0","30","13328","40","0","1","40","10","1","620290140"
"41","41","0","1","10","200000003","41","41","0","1193","41","0","41","41","0","41","41","35","41","41","41","0","53","0","41","41","41","0","202901","0","0","30","13919","41","0","1","41","10","1","620290141"
"42","42","0","1","10","200000003","42","42","0","1328","42","0","42","42","0","42","42","36","42","42","42","0","54","0","42","42","42","0","202901","0","0","30","14801","42","0","1","42","10","1","620290142"
"43","43","0","1","10","200000003","43","43","0","1360","43","0","43","43","0","43","43","38","43","43","43","0","55","0","43","43","43","0","202901","0","0","30","15241","43","0","1","43","10","1","620290143"
"44","44","0","1","10","200000003","44","44","0","1392","44","0","44","44","0","44","44","40","44","44","44","0","56","0","44","44","44","0","202901","0","0","30","15682","44","0","1","44","10","1","620290144"
"45","45","0","1","10","200000003","45","45","0","1424","45","0","45","45","0","45","45","41","45","45","45","0","57","0","45","45","45","0","202901","0","0","30","16123","45","0","1","45","10","1","620290145"
"46","46","0","1","10","200000003","46","46","0","1456","46","0","46","46","0","46","46","43","46","46","46","0","58","0","46","46","46","0","202901","0","0","30","16574","46","0","1","46","10","1","620290146"
"47","47","0","1","10","200000003","47","47","0","1527","47","0","47","47","0","47","47","46","47","47","47","0","62","0","47","47","47","0","202901","0","0","30","18204","47","0","1","47","10","1","620290147"
"48","48","0","1","10","200000003","48","48","0","1597","48","0","48","48","0","48","48","49","48","48","48","0","65","0","48","48","48","0","202901","0","0","30","19836","48","0","1","48","10","1","620290148"
"49","49","0","1","10","200000003","49","49","0","1667","49","0","49","49","0","49","49","52","49","49","49","0","68","0","49","49","49","0","202901","0","0","30","21467","49","0","1","49","10","1","620290149"
"50","50","0","1","10","200000003","50","50","0","1737","50","0","50","50","0","50","50","54","50","50","50","0","73","0","50","50","50","0","202901","0","0","30","23098","50","0","1","50","10","1","620290150"
"51","51","0","1","10","200000003","51","51","0","1806","51","0","51","51","0","51","51","57","51","51","51","0","76","0","51","51","51","0","202901","0","0","30","24729","51","0","1","51","10","1","620290151"
"52","52","0","1","10","200000003","52","52","0","1876","52","0","52","52","0","52","52","60","52","52","52","0","80","0","52","52","52","0","202901","0","0","30","26360","52","0","1","52","10","1","620290152"
