c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"38","38","38","38","1","623","200000001","202200","38","10","7925","0","0","0","0","670220038","0","38","30","38","38","38","38","0","0","47","0","38","0","38","38","38","1","38","38","35","38","0","1","10"
"39","39","39","39","1","724","200000001","202200","39","10","9670","0","0","0","0","670220039","0","39","30","39","39","39","39","0","0","48","0","39","0","39","39","39","1","39","39","35","39","0","1","10"
"40","40","40","40","1","825","200000001","202200","40","10","11416","0","0","0","0","670220040","0","40","30","40","40","40","40","0","0","48","0","40","0","40","40","40","1","40","40","36","40","0","1","10"
"41","41","41","41","1","926","200000001","202200","41","10","13161","0","0","0","0","670220041","0","41","30","41","41","41","41","0","0","49","0","41","0","41","41","41","1","41","41","36","41","0","1","10"
"42","42","42","42","1","1008","200000001","202200","42","10","13352","0","0","0","0","670220042","0","42","30","42","42","42","42","0","0","51","0","42","0","42","42","42","1","42","42","38","42","0","1","10"
"43","43","43","43","1","1079","200000001","202200","43","10","14137","0","0","0","0","670220043","0","43","30","43","43","43","43","0","0","52","0","43","0","43","43","43","1","43","43","39","43","0","1","10"
"44","44","44","44","1","1150","200000001","202200","44","10","14921","0","0","0","0","670220044","0","44","30","44","44","44","44","0","0","53","0","44","0","44","44","44","1","44","44","40","44","0","1","10"
"45","45","45","45","1","1185","200000001","202200","45","10","16708","0","0","0","0","670220045","0","45","30","45","45","45","45","0","0","54","0","45","0","45","45","45","1","45","45","40","45","0","1","10"
"46","46","46","46","1","1221","200000001","202200","46","10","17494","0","0","0","0","670220046","0","46","30","46","46","46","46","0","0","55","0","46","0","46","46","46","1","46","46","41","46","0","1","10"
"47","47","47","47","1","1256","200000001","202200","47","10","18781","0","0","0","0","670220047","0","47","30","47","47","47","47","0","0","55","0","47","0","47","47","47","1","47","47","41","47","0","1","10"
"48","48","48","48","1","1291","200000001","202200","48","10","20067","0","0","0","0","670220048","0","48","30","48","48","48","48","0","0","56","0","48","0","48","48","48","1","48","48","41","48","0","1","10"
"49","49","49","49","1","1379","200000001","202200","49","10","22519","0","0","0","0","670220049","0","49","30","49","49","49","49","0","0","61","0","49","0","49","49","49","1","49","49","45","49","0","1","10"
"50","50","50","50","1","1468","200000001","202200","50","10","24972","0","0","0","0","670220050","0","50","30","50","50","50","50","0","0","68","0","50","0","50","50","50","1","50","50","48","50","0","1","10"
"51","51","51","51","1","1556","200000001","202200","51","10","27423","0","0","0","0","670220051","0","51","30","51","51","51","51","0","0","73","0","51","0","51","51","51","1","51","51","51","51","0","1","10"
"52","52","52","52","1","1644","200000001","202200","52","10","29876","0","0","0","0","670220052","0","52","30","52","52","52","52","0","0","78","0","52","0","52","52","52","1","52","52","55","52","0","1","10"
"53","53","53","53","1","1733","200000001","202200","53","10","32328","0","0","0","0","670220053","0","53","30","53","53","53","53","0","0","84","0","53","0","53","53","53","1","53","53","59","53","0","1","10"
"54","54","54","54","1","1821","200000001","202200","54","10","34780","0","0","0","0","670220054","0","54","30","54","54","54","54","0","0","90","0","54","0","54","54","54","1","54","54","62","54","0","1","10"
"55","55","55","55","1","1910","200000001","202200","55","10","37233","0","0","0","0","670220055","0","55","30","55","55","55","55","0","0","95","0","55","0","55","55","55","1","55","55","66","55","0","1","10"
"56","56","56","56","1","1998","200000001","202200","56","10","39684","0","0","0","0","670220056","0","56","30","56","56","56","56","0","0","100","0","56","0","56","56","56","1","56","56","70","56","0","1","10"
"57","57","57","57","1","2086","200000001","202200","57","10","42137","0","0","0","0","670220057","0","57","30","57","57","57","57","0","0","107","0","57","0","57","57","57","1","57","57","72","57","0","1","10"
"58","58","58","58","1","2175","200000001","202200","58","10","44589","0","0","0","0","670220058","0","58","30","58","58","58","58","0","0","112","0","58","0","58","58","58","1","58","58","76","58","0","1","10"
"59","59","59","59","1","2263","200000001","202200","59","10","47042","0","0","0","0","670220059","0","59","30","59","59","59","59","0","0","117","0","59","0","59","59","59","1","59","59","80","59","0","1","10"
"60","60","60","60","1","2351","200000001","202200","60","10","49494","0","0","0","0","670220060","0","60","30","60","60","60","60","0","0","124","0","60","0","60","60","60","1","60","60","83","60","0","1","10"
"61","61","61","61","1","2440","200000001","202200","61","10","51945","0","0","0","0","670220061","0","61","30","61","61","61","61","0","0","129","0","61","0","61","61","61","1","61","61","87","61","0","1","10"
"62","62","62","62","1","2468","200000001","202200","62","10","52136","0","0","0","0","670220062","0","62","30","62","62","62","62","0","0","130","0","62","0","62","62","62","1","62","62","88","62","0","1","10"
"63","63","63","63","1","2496","200000001","202200","63","10","52327","0","0","0","0","670220063","0","63","30","63","63","63","63","0","0","131","0","63","0","63","63","63","1","63","63","88","63","0","1","10"
"64","64","64","64","1","2524","200000001","202200","64","10","52518","0","0","0","0","670220064","0","64","30","64","64","64","64","0","0","132","0","64","0","64","64","64","1","64","64","89","64","0","1","10"
"65","65","65","65","1","2552","200000001","202200","65","10","52709","0","0","0","0","670220065","0","65","30","65","65","65","65","0","0","133","0","65","0","65","65","65","1","65","65","90","65","0","1","10"
"66","66","66","66","1","2580","200000001","202200","66","10","52900","0","0","0","0","670220066","0","66","30","66","66","66","66","0","0","134","0","66","0","66","66","66","1","66","66","91","66","0","1","10"
"67","67","67","67","1","2608","200000001","202200","67","10","53091","0","0","0","0","670220067","0","67","30","67","67","67","67","0","0","135","0","67","0","67","67","67","1","67","67","91","67","0","1","10"
"68","68","68","68","1","2635","200000001","202200","68","10","53282","0","0","0","0","670220068","0","68","30","68","68","68","68","0","0","136","0","68","0","68","68","68","1","68","68","92","68","0","1","10"
"69","69","69","69","1","2663","200000001","202200","69","10","53473","0","0","0","0","670220069","0","69","30","69","69","69","69","0","0","137","0","69","0","69","69","69","1","69","69","93","69","0","1","10"
"70","70","70","70","1","2691","200000001","202200","70","10","53664","0","0","0","0","670220070","0","70","30","70","70","70","70","0","0","138","0","70","0","70","70","70","1","70","70","94","70","0","1","10"
"71","71","71","71","1","2719","200000001","202200","71","10","53855","0","0","0","0","670220071","0","71","30","71","71","71","71","0","0","139","0","71","0","71","71","71","1","71","71","94","71","0","1","10"
"1","1","1","1","1","55","200000006","202300","1","10","210","0","0","0","0","670230001","0","1","30","1","1","1","1","0","0","6","0","1","0","1","1","1","1","1","1","5","1","0","1","10"
"2","2","2","2","1","61","200000006","202300","2","10","233","0","0","0","0","670230002","0","2","30","2","2","2","2","0","0","6","0","2","0","2","2","2","1","2","2","5","2","0","1","10"
"3","3","3","3","1","64","200000006","202300","3","10","243","0","0","0","0","670230003","0","3","30","3","3","3","3","0","0","6","0","3","0","3","3","3","1","3","3","6","3","0","1","10"
"4","4","4","4","1","71","200000006","202300","4","10","271","0","0","0","0","670230004","0","4","30","4","4","4","4","0","0","7","0","4","0","4","4","4","1","4","4","6","4","0","1","10"
"5","5","5","5","1","74","200000006","202300","5","10","283","0","0","0","0","670230005","0","5","30","5","5","5","5","0","0","8","0","5","0","5","5","5","1","5","5","7","5","0","1","10"
"6","6","6","6","1","77","200000006","202300","6","10","296","0","0","0","0","670230006","0","6","30","6","6","6","6","0","0","8","0","6","0","6","6","6","1","6","6","7","6","0","1","10"
"7","7","7","7","1","110","200000006","202300","7","10","395","0","0","0","0","670230007","0","7","30","7","7","7","7","0","0","9","0","7","0","7","7","7","1","7","7","7","7","0","1","10"
"8","8","8","8","1","127","200000006","202300","8","10","492","0","0","0","0","670230008","0","8","30","8","8","8","8","0","0","9","0","8","0","8","8","8","1","8","8","8","8","0","1","10"
"9","9","9","9","1","139","200000006","202300","9","10","590","0","0","0","0","670230009","0","9","30","9","9","9","9","0","0","10","0","9","0","9","9","9","1","9","9","8","9","0","1","10"
"10","10","10","10","1","144","200000006","202300","10","10","688","0","0","0","0","670230010","0","10","30","10","10","10","10","0","0","11","0","10","0","10","10","10","1","10","10","9","10","0","1","10"
"11","11","11","11","1","148","200000006","202300","11","10","786","0","0","0","0","670230011","0","11","30","11","11","11","11","0","0","11","0","11","0","11","11","11","1","11","11","9","11","0","1","10"
"12","12","12","12","1","153","200000006","202300","12","10","884","0","0","0","0","670230012","0","12","30","12","12","12","12","0","0","11","0","12","0","12","12","12","1","12","12","9","12","0","1","10"
"13","13","13","13","1","171","200000006","202300","13","10","981","0","0","0","0","670230013","0","13","30","13","13","13","13","0","0","16","0","13","0","13","13","13","1","13","13","13","13","0","1","10"
"14","14","14","14","1","171","200000006","202300","14","10","1081","0","0","0","0","670230014","0","14","30","14","14","14","14","0","0","16","0","14","0","14","14","14","1","14","14","13","14","0","1","10"
"15","15","15","15","1","176","200000006","202300","15","10","1178","0","0","0","0","670230015","0","15","30","15","15","15","15","0","0","17","0","15","0","15","15","15","1","15","15","13","15","0","1","10"
"16","16","16","16","1","181","200000006","202300","16","10","1276","0","0","0","0","670230016","0","16","30","16","16","16","16","0","0","17","0","16","0","16","16","16","1","16","16","13","16","0","1","10"
"17","17","17","17","1","248","200000006","202300","17","10","1374","0","0","0","0","670230017","0","17","30","17","17","17","17","0","0","17","0","17","0","17","17","17","1","17","17","13","17","0","1","10"
"18","18","18","18","1","252","200000006","202300","18","10","1681","0","0","0","0","670230018","0","18","30","18","18","18","18","0","0","17","0","18","0","18","18","18","1","18","18","13","18","0","1","10"
"19","19","19","19","1","256","200000006","202300","19","10","1987","0","0","0","0","670230019","0","19","30","19","19","19","19","0","0","18","0","19","0","19","19","19","1","19","19","14","19","0","1","10"
"20","20","20","20","1","259","200000006","202300","20","10","2294","0","0","0","0","670230020","0","20","30","20","20","20","20","0","0","18","0","20","0","20","20","20","1","20","20","14","20","0","1","10"
"21","21","21","21","1","300","200000006","202300","21","10","2328","0","0","0","0","670230021","0","21","30","21","21","21","21","0","0","18","0","21","0","21","21","21","1","21","21","14","21","0","1","10"
"22","22","22","22","1","338","200000006","202300","22","10","2467","0","0","0","0","670230022","0","22","30","22","22","22","22","0","0","18","0","22","0","22","22","22","1","22","22","14","22","0","1","10"
"23","23","23","23","1","377","200000006","202300","23","10","2671","0","0","0","0","670230023","0","23","30","23","23","23","23","0","0","18","0","23","0","23","23","23","1","23","23","14","23","0","1","10"
"24","24","24","24","1","416","200000006","202300","24","10","2709","0","0","0","0","670230024","0","24","30","24","24","24","24","0","0","29","0","24","0","24","24","24","1","24","24","21","24","0","1","10"
"25","25","25","25","1","436","200000006","202300","25","10","3026","0","0","0","0","670230025","0","25","30","25","25","25","25","0","0","29","0","25","0","25","25","25","1","25","25","21","25","0","1","10"
"26","26","26","26","1","456","200000006","202300","26","10","3344","0","0","0","0","670230026","0","26","30","26","26","26","26","0","0","29","0","26","0","26","26","26","1","26","26","21","26","0","1","10"
"27","27","27","27","1","476","200000006","202300","27","10","3661","0","0","0","0","670230027","0","27","30","27","27","27","27","0","0","29","0","27","0","27","27","27","1","27","27","22","27","0","1","10"
"28","28","28","28","1","497","200000006","202300","28","10","3978","0","0","0","0","670230028","0","28","30","28","28","28","28","0","0","30","0","28","0","28","28","28","1","28","28","22","28","0","1","10"
"29","29","29","29","1","517","200000006","202300","29","10","4295","0","0","0","0","670230029","0","29","30","29","29","29","29","0","0","30","0","29","0","29","29","29","1","29","29","22","29","0","1","10"
"30","30","30","30","1","537","200000006","202300","30","10","4612","0","0","0","0","670230030","0","30","30","30","30","30","30","0","0","30","0","30","0","30","30","30","1","30","30","22","30","0","1","10"
"31","31","31","31","1","557","200000006","202300","31","10","4930","0","0","0","0","670230031","0","31","30","31","31","31","31","0","0","30","0","31","0","31","31","31","1","31","31","23","31","0","1","10"
"32","32","32","32","1","577","200000006","202300","32","10","5247","0","0","0","0","670230032","0","32","30","32","32","32","32","0","0","31","0","32","0","32","32","32","1","32","32","23","32","0","1","10"
"33","33","33","33","1","598","200000006","202300","33","10","5564","0","0","0","0","670230033","0","33","30","33","33","33","33","0","0","31","0","33","0","33","33","33","1","33","33","23","33","0","1","10"
"34","34","34","34","1","618","200000006","202300","34","10","5881","0","0","0","0","670230034","0","34","30","34","34","34","34","0","0","31","0","34","0","34","34","34","1","34","34","23","34","0","1","10"
"35","35","35","35","1","638","200000006","202300","35","10","6198","0","0","0","0","670230035","0","35","30","35","35","35","35","0","0","31","0","35","0","35","35","35","1","35","35","24","35","0","1","10"
"36","36","36","36","1","653","200000006","202300","36","10","6253","0","0","0","0","670230036","0","36","30","36","36","36","36","0","0","32","0","36","0","36","36","36","1","36","36","24","36","0","1","10"
"37","37","37","37","1","667","200000006","202300","37","10","6307","0","0","0","0","670230037","0","37","30","37","37","37","37","0","0","32","0","37","0","37","37","37","1","37","37","24","37","0","1","10"
"38","38","38","38","1","681","200000006","202300","38","10","6362","0","0","0","0","670230038","0","38","30","38","38","38","38","0","0","32","0","38","0","38","38","38","1","38","38","24","38","0","1","10"
"39","39","39","39","1","696","200000006","202300","39","10","6416","0","0","0","0","670230039","0","39","30","39","39","39","39","0","0","32","0","39","0","39","39","39","1","39","39","25","39","0","1","10"
"40","40","40","40","1","710","200000006","202300","40","10","8431","0","0","0","0","670230040","0","40","30","40","40","40","40","0","0","36","0","40","0","40","40","40","1","40","40","30","40","0","1","10"
"41","41","41","41","1","724","200000006","202300","41","10","10446","0","0","0","0","670230041","0","41","30","41","41","41","41","0","0","40","0","41","0","41","41","41","1","41","41","35","41","0","1","10"
"42","42","42","42","1","738","200000006","202300","42","10","10590","0","0","0","0","670230042","0","42","30","42","42","42","42","0","0","41","0","42","0","42","42","42","1","42","42","36","42","0","1","10"
"43","43","43","43","1","751","200000006","202300","43","10","10733","0","0","0","0","670230043","0","43","30","43","43","43","43","0","0","43","0","43","0","43","43","43","1","43","43","36","43","0","1","10"
"44","44","44","44","1","765","200000006","202300","44","10","10877","0","0","0","0","670230044","0","44","30","44","44","44","44","0","0","45","0","44","0","44","44","44","1","44","44","37","44","0","1","10"
"45","45","45","45","1","778","200000006","202300","45","10","11021","0","0","0","0","670230045","0","45","30","45","45","45","45","0","0","47","0","45","0","45","45","45","1","45","45","37","45","0","1","10"
"46","46","46","46","1","792","200000006","202300","46","10","11165","0","0","0","0","670230046","0","46","30","46","46","46","46","0","0","49","0","46","0","46","46","46","1","46","46","38","46","0","1","10"
