780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"21","vo_fpc_21900","","","vo_fpc","19190018","","919","0","",""
"11","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","0.5","0","117411","19190019","0","919","1","0","10"
"91","","","","0","19190020","","919","","",""
"93","0","","","0.5","19190021","","919","","",""
"91","","","","19190016","19190022","","919","","",""
"3","19_nozomi_float","","0.1","117211","19190023","","919","","","1"
"3","19_tsumugi_notice_in","","0.1","117411","19190024","1","919","19_tsumugi_notice_loop","0.1","0"
"93","0","","","0.2","19190025","","919","","",""
"21","vo_fpc_21901","","","vo_fpc","19190026","","919","0","",""
"11","哎呀？那是……上游有什麼\n發光的東西……","0.5","0","117411","19190027","0","919","1","0","9"
"91","","","","0","19190028","","919","","",""
"93","0","","","0.5","19190029","","919","","",""
"2","150","","","117211","19190030","12","919","7.35294117647059","","-180"
"33","180","","","61","19190031","12","919","7.35294117647059","","-180"
"33","150","","","1211","19190032","12","919","7.35294117647059","","-180"
"2","-150","","","110011","19190033","12","919","7.35294117647059","","-180"
"33","-150","","","62","19190034","12","919","7.35294117647059","","-180"
"33","-180","","","1212","19190035","12","919","7.35294117647059","","-180"
"93","0","","","2","19190036","","919","","",""
"3","19_tsumugi_dazzled_in","","0.1","117411","19190037","1","919","19_tsumugi_dazzled_loop","0.1","0"
"91","","","","19190030","19190038","","919","","",""
"21","vo_fpc_21902","","","vo_fpc","19190039","","919","0","",""
"11","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","0.5","-30","117211","19190040","0","919","1","0","6"
"91","","","","0","19190041","","919","","",""
"93","0","","","0.5","19190042","","919","","",""
"21","vo_fpc_21903","","","vo_fpc","19190043","","919","0","",""
"11","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","0.5","0","110011","19190044","0","919","1","0","10"
"91","","","","0","19190045","","919","","",""
"93","0","","","0.5","19190046","","919","","",""
"21","vo_fpc_21904","","","vo_fpc","19190047","","919","0","",""
"11","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","0.5","0","117411","19190048","0","919","1","0","8"
"91","","","","0","19190049","","919","","",""
"93","0","","","0.5","19190050","","919","","",""
"33","150","","","61","19190051","","919","0","","-180"
"33","120","","","1211","19190052","","919","0","","-180"
"4","1","","","117211","19190053","","919","","",""
"3","19_nozomi_notice_float","","","117211","19190054","1","919","19_nozomi_float","0.1","0"
"21","vo_fpc_21905","","","vo_fpc","19190055","","919","0","",""
"11","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","0.5","-30","117211","19190056","0","919","1","0","8"
"91","","","","0","19190057","","919","","",""
"93","0","","","0.5","19190058","","919","","",""
"21","vo_fpc_21906","","","vo_fpc","19190059","","919","0","",""
"11","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","0.5","0","110011","19190060","0","919","1","0","7"
"91","","","","0","19190061","","919","","",""
"93","0","","","0.5","19190062","","919","","",""
"33","180","","","61","19190063","","919","0","","-180"
"33","150","","","1211","19190064","","919","0","","-180"
"4","0","","","117211","19190065","","919","","",""
"3","19_nozomi_notice_float","","","117211","19190066","1","919","19_nozomi_float","0.1","0"
"21","vo_fpc_21907","","","vo_fpc","19190067","","919","0","",""
"11","我也不能輸呢♪\n必須要更加更加閃耀才行！","0.5","-30","117211","19190068","0","919","1","0","8"
"91","","","","0","19190069","","919","","",""
"93","0","","","0.5","19190070","","919","","",""
"3","19_nozomi_pose_in","","0.1","117211","19190071","1","919","19_nozomi_pose_loop","0.1","0"
"32","1","","","1221","19190072","","919","","",""
"32","0","","","1211","19190073","","919","","",""
"93","0","","","1.5","19190074","","919","","",""
"21","vo_fpc_21908","","","vo_fpc","19190075","","919","0","",""
"11","人家也要繼續嗨囉──！\n嗯～哈──！！","0.5","0","110011","19190076","0","919","1","0","9"
"91","","","","0","19190077","","919","","",""
"93","0","","","0.5","19190078","","919","","",""
"3","19_suzuna_pose_in","","0.1","110011","19190079","1","919","19_suzuna_pose_loop","0.1","0"
"32","1","","","1222","19190080","","919","","",""
"32","0","","","1212","19190081","","919","","",""
"93","0","","","1.5","19190082","","919","","",""
"2","1150","","","117211","19190083","","919","7.35294117647059","","-180"
"33","1180","","","61","19190084","","919","7.35294117647059","","-180"
"33","1150","","","1221","19190085","","919","7.35294117647059","","-180"
"2","850","","","110011","19190086","","919","7.35294117647059","","-180"
"33","850","","","62","19190087","","919","7.35294117647059","","-180"
"33","820","","","1222","19190088","","919","7.35294117647059","","-180"
"21","vo_fpc_21909","","","vo_fpc","19190089","","919","0","",""
"11","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","0.5","0","117411","19190090","0","919","1","0","7"
"91","","","","0","19190091","","919","","",""
"93","0","","","0.5","19190092","","919","","",""
"91","","","","19190083","19190093","","919","","",""
"3","19_tsumugi_run_in","","0.1","117411","19190094","1","919","19_tsumugi_run_loop","0.1","0"
"93","0","","","0.3","19190095","","919","","",""
"2","750","","","117411","19190096","","919","1.46188652975983","","-15"
"91","","","","19190096","19190097","","919","","",""
"1","115711","20_kasumi_walk","1.4875","1","19200001","-15","920","-750","0","22"
"5","3","20_kasumi_walk","1.4875","3","19200002","-15","920","-750","0","23"
"23","se_fpc_water_random","","","se_10053800","19200003","","920","","","1"
"91","","","","19200002","19200004","","920","","",""
"2","0","","","115711","19200005","0","920","4.41176470588235","","-15"
"2","0","","","3","19200006","0","920","4.41176470588235","","-15"
"91","","","","0","19200007","","920","","",""
"3","20_kasumi_talk","","0.3","115711","19200008","","920","","","1"
"3","20_kasumi_talk","","0.3","3","19200009","","920","","","1"
"21","vo_fpc_22000","","","vo_fpc","19200010","","920","0","","0"
"11","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","0.5","0","115711","19200011","0","920","1","0","8"
"91","","","","0","19200012","","920","","",""
"93","0","","","0.5","19200013","","920","","",""
"3","20_kasumi_cool_in","","0.2","115711","19200014","1","920","20_kasumi_cool_surprise","0","0"
"3","20_kasumi_cool_in","","0.2","3","19200015","1","920","20_kasumi_cool_loop","0","0"
"21","vo_fpc_22001","","","vo_fpc","19200016","","920","0","","0"
"11","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","0.5","0","115711","19200017","0","920","1","0","8"
"91","","","","0","19200018","","920","","",""
"93","0","","","0.5","19200019","","920","","",""
"21","vo_fpc_22002","","","vo_fpc","19200020","","920","0","","0"
"11","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","0.5","0","115711","19200021","0","920","1","0","10"
"91","","","","0","19200022","","920","","",""
"93","0","","","0.5","19200023","","920","","",""
"3","20_kasumi_cool_anger_in","","0.2","115711","19200024","1","920","20_kasumi_cool_anger","0","0"
"3","20_kasumi_cool_anger_in","","0.2","3","19200025","1","920","20_kasumi_cool_loop","0","0"
"21","vo_fpc_22003","","","vo_fpc","19200026","","920","0","","0"
"11","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","0.5","0","115711","19200027","0","920","1","0","9"
"91","","","","0","19200028","","920","","",""
"93","0","","","0.5","19200029","","920","","",""
"3","20_kasumi_approach_in","","0.1","115711","19200030","1","920","20_kasumi_approach_loop","0","0"
"3","20_kasumi_approach_in","","0.1","3","19200031","1","920","20_kasumi_approach_loop","0","0"
"21","vo_fpc_22004","","","vo_fpc","19200032","","920","0","","0"
"11","從以上的情報中能夠進行\n犯罪側寫的犯人是……","0.5","0","115711","19200033","0","920","1","0","9"
"91","","","","0","19200034","","920","","",""
"93","0","","","0.5","19200035","","920","","",""
"3","20_kasumi_doya_in","","0.1","115711","19200036","1","920","20_kasumi_doya_loop","0","0"
"3","20_kasumi_doya_in","","0.1","3","19200037","1","920","20_kasumi_doya_loop","0","0"
"21","vo_fpc_22005","","","vo_fpc","19200038","","920","0","","0"
"11","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","0.5","0","115711","19200039","0","920","1","0","8"
"91","","","","0","19200040","","920","","",""
"93","0","","","0.5","19200041","","920","","",""
"21","vo_fpc_22006","","","vo_fpc","19200042","","920","0","","0"
"11","一個人吃光也不會心痛，\n以自我為中心的精神結構……","0.5","0","115711","19200043","0","920","1","0","8"
"91","","","","0","19200044","","920","","",""
"93","0","","","0.5","19200045","","920","","",""
"3","20_kasumi_thinking","","0.2","115711","19200046","","920","","","1"
"3","20_kasumi_thinking","","0.2","3","19200047","","920","","","1"
"21","vo_fpc_22007","","","vo_fpc","19200048","","920","0","","0"
"11","究竟那樣的人物\n是真實存在的嗎……","0.5","0","115711","19200049","0","920","1","0","7"
"91","","","","0","19200050","","920","","",""
"93","0","","","0.5","19200051","","920","","",""
"3","20_kasumi_walk","","0.2","115711","19200052","","920","","","1"
"3","20_kasumi_walk","","0.2","3","19200053","","920","","","1"
"2","750","","","115711","19200054","0","920","4.41176470588235","","-15"
"2","750","","","3","19200055","0","920","4.41176470588235","","-15"
"91","","","","0","19200056","","920","","",""
"1","115711","20_kasumi_walk","1.4875","1","19210001","-15","921","-750","0","22"
"5","3","20_kasumi_walk","1.4875","3","19210002","-15","921","-750","0","23"
"23","se_fpc_water_random","","","se_10053800","19210003","","921","","","1"
"91","","","","19210002","19210004","","921","","",""
"2","0","","","115711","19210005","0","921","4.41176470588235","","-15"
"2","0","","","3","19210006","0","921","4.41176470588235","","-15"
"91","","","","0","19210007","","921","","",""
"3","20_kasumi_talk","","0.3","115711","19210008","","921","","","1"
"3","20_kasumi_talk","","0.3","3","19210009","","921","","","1"
"21","vo_fpc_22100","","","vo_fpc","19210010","","921","0","","0"
"11","名偵探霞的墨丘利度假村事件簿\n「美食街‧所有料理消失事件」","0.5","0","115711","19210011","0","921","1","0","8"
"91","","","","0","19210012","","921","","",""
"93","0","","","0.5","19210013","","921","","",""
"3","20_kasumi_cool_in","","0.2","115711","19210014","1","921","20_kasumi_cool_surprise","0","0"
"3","20_kasumi_cool_in","","0.2","3","19210015","1","921","20_kasumi_cool_loop","0","0"
"21","vo_fpc_22101","","","vo_fpc","19210016","","921","0","","0"
"11","預定要在美食街提供的大量料理，\n不知何時全部消失……","0.5","0","115711","19210017","0","921","1","0","8"
"91","","","","0","19210018","","921","","",""
"93","0","","","0.5","19210019","","921","","",""
"3","20_kasumi_cool_anger_in","","0.2","115711","19210020","1","921","20_kasumi_cool_anger","0","0"
"3","20_kasumi_cool_anger_in","","0.2","3","19210021","1","921","20_kasumi_cool_loop","0","0"
"21","vo_fpc_22102","","","vo_fpc","19210022","","921","0","","0"
"11","這次事件的不可思議之處，\n在於目擊者們全都閉口不談。","0.5","0","115711","19210023","0","921","1","0","7"
"91","","","","0","19210024","","921","","",""
"93","0","","","0.5","19210025","","921","","",""
"21","vo_fpc_22103","","","vo_fpc","19210026","","921","0","","0"
"11","就算說到「尤絲」、「公主」等等，\n大家也都別開視線並離去……","0.5","0","115711","19210027","0","921","1","0","9"
"91","","","","0","19210028","","921","","",""
"93","0","","","0.5","19210029","","921","","",""
"3","20_kasumi_approach_in","","0.1","115711","19210030","1","921","20_kasumi_approach_loop","0","0"
"3","20_kasumi_approach_in","","0.1","3","19210031","1","921","20_kasumi_approach_loop","0","0"
"21","vo_fpc_22104","","","vo_fpc","19210032","","921","0","","0"
"11","彷彿存在著某種擁有巨大力量的\n黑暗掌權者集團一樣。","0.5","0","115711","19210033","0","921","1","0","8"
"91","","","","0","19210034","","921","","",""
"93","0","","","0.5","19210035","","921","","",""
"3","20_kasumi_arm_crossed_in","","0.2","115711","19210036","1","921","20_kasumi_arm_crossed_loop","0","0"
"3","20_kasumi_arm_crossed_in","","0.2","3","19210037","1","921","20_kasumi_arm_crossed_loop","0","0"
"21","vo_fpc_22105","","","vo_fpc","19210038","","921","0","","0"
"11","不，那種陰謀論很荒唐吧。\n偵探要追求的只有真實。","0.5","0","115711","19210039","0","921","1","0","8"
"91","","","","0","19210040","","921","","",""
"93","0","","","0.5","19210041","","921","","",""
"3","20_kasumi_doya_loop","","0.2","115711","19210042","","921","","","1"
"3","20_kasumi_doya_loop","","0.2","3","19210043","","921","","","1"
"21","vo_fpc_22106","","","vo_fpc","19210044","","921","0","","0"
"11","有意思的是，\n費用似乎都有如數付清。","0.5","0","115711","19210045","0","921","1","0","6"
"91","","","","0","19210046","","921","","",""
"93","0","","","0.5","19210047","","921","","",""
"3","20_kasumi_thinking_ExBlink","","0.2","115711","19210048","","921","","","1"
"3","20_kasumi_thinking_ExBlink","","0.2","3","19210049","","921","","","1"
"21","vo_fpc_22107","","","vo_fpc","19210050","","921","0","","0"
"11","還真是個規矩的犯人呢。不過，\n尤絲、公主……究竟是什麼人？","0.5","0","115711","19210051","0","921","1","0","8"
"91","","","","0","19210052","","921","","",""
"93","0","","","0.5","19210053","","921","","",""
"3","20_kasumi_thinking","","0.2","115711","19210054","","921","","","1"
"3","20_kasumi_thinking","","0.2","3","19210055","","921","","","1"
"21","vo_fpc_22108","","","vo_fpc","19210056","","921","0","","0"
"11","究竟那樣的人物\n是真實存在的嗎……","0.5","0","115711","19210057","0","921","1","0","7"
"91","","","","0","19210058","","921","","",""
"93","0","","","0.5","19210059","","921","","",""
"3","20_kasumi_walk","","0.2","115711","19210060","","921","","","1"
"3","20_kasumi_walk","","0.2","3","19210061","","921","","","1"
"2","750","","","115711","19210062","0","921","4.41176470588235","","-15"
"2","750","","","3","19210063","0","921","4.41176470588235","","-15"
"91","","","","0","19210064","","921","","",""
"1","115711","20_kasumi_walk","1.4875","1","19220001","-15","922","-750","0","22"
"5","3","20_kasumi_walk","1.4875","3","19220002","-15","922","-750","0","23"
"23","se_fpc_water_random","","","se_10053800","19220003","","922","","","1"
"91","","","","19220002","19220004","","922","","",""
