eee743833681bb9d33a0d1d77b3d13840132040cb9deb1e10da6ff349cc4821e,fa207cc632e6c10cf82f06190a5f0f9aea9064db547c1f971c67146b5b937d03,2b698e1e871601be613cc979908d1377f047f692563fc19d414244bb495decd9,0b80a2abb9537ade2fe2becab799cdb7b68c32919c2797b5bc68e8a8e5efb7ef,196824c81086b0702e806813d767da4b10d1ec96fc8afd7915f84d8aebe97084
"922","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001029","boss_magic_def_lower_limit"
"923","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001029","9"
"924","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001030","16"
"925","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001030","11"
"926","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001030","17"
"927","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001030","boss_def_lower_limit"
"928","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001030","boss_magic_def_lower_limit"
"929","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","85001030","9"
"930","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","85001030","boss_tp_down_cut"
"931","戰鬥開始時，使全體角色中毒。","賦予毒","85001030","10"
"932","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001031","12"
"933","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001031","11"
"934","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001031","17"
"935","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001031","boss_def_lower_limit"
"936","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001031","boss_magic_def_lower_limit"
"937","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001031","9"
"938","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001032","12"
"939","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001032","11"
"940","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001032","17"
"941","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001032","boss_def_lower_limit"
"942","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001032","boss_magic_def_lower_limit"
"943","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001032","9"
"944","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001033","12"
"945","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001033","11"
"946","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001033","17"
"947","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001033","boss_def_lower_limit"
"948","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001033","boss_magic_def_lower_limit"
"949","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001033","9"
"950","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001034","12"
"951","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001034","11"
"952","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001034","17"
"953","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001034","boss_def_lower_limit"
"954","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001034","boss_magic_def_lower_limit"
"955","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001034","9"
"956","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001035","12"
"957","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001035","11"
"958","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001035","17"
"959","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001035","boss_def_lower_limit"
"960","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001035","boss_magic_def_lower_limit"
"961","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001035","9"
"962","戰鬥中，發動「反擊屏障」效果。","危險領域","81001036","25"
"963","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001036","12"
"964","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001036","11"
"965","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001036","17"
"966","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001036","boss_def_lower_limit"
"967","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001036","boss_magic_def_lower_limit"
"968","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001036","9"
"969","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","反擊屏障","81001036","24"
"970","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001037","12"
"971","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001037","11"
"972","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001037","17"
"973","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001037","boss_def_lower_limit"
"974","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001037","boss_magic_def_lower_limit"
"975","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001037","9"
"976","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001038","12"
"977","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001038","11"
"978","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001038","17"
"979","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001038","boss_def_lower_limit"
"980","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001038","boss_magic_def_lower_limit"
"981","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001038","9"
"982","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001039","12"
"983","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001039","11"
"984","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001039","17"
"985","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001039","boss_def_lower_limit"
"986","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001039","boss_magic_def_lower_limit"
"987","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001039","9"
"988","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001040","12"
"989","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001040","11"
"990","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001040","17"
"991","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001040","boss_def_lower_limit"
"992","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001040","boss_magic_def_lower_limit"
"993","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001040","9"
"994","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","81001040","boss_tp_down_cut"
"995","戰鬥開始時，大幅度提升所有怪物的行動速度。","提升行動速度","81001040","boss_haste"
"996","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001031","13"
"997","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001031","11"
