7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"1","","104811","","","3","27013","","27013003","0.2","wac_idle_doya"
"1","","104611","","","3","27013","","27013004","0.2","wac_idle_sad_surprise"
"1","","111","","","3","27013","","27013005","0.2","wac_no_items"
"1","","113","","","3","27013","","27013006","0.2","wac_no_items"
"1","","114","","","3","27013","","27013007","0.2","wac_no_items"
"1","","115","","","3","27013","","27013008","0.2","wac_no_items"
"-360","","103411","0","","2","27013","","27013009","","-335"
"-335","","103211","0","","2","27013","","27013010","","-190"
"-335","","104811","0","","2","27013","","27013011","","190"
"-360","","104611","0","","2","27013","","27013012","","350"
"-360","","111","0","","2","27013","","27013013","","-335"
"-335","","113","0","","2","27013","","27013014","","-190"
"-335","","114","0","","2","27013","","27013015","","190"
"-360","","115","0","","2","27013","","27013016","","350"
"","","38","","","32","27013","","27013017","","0"
"","","41","","","32","27013","","27013018","","1"
"","","15","","","32","27013","","27013019","","0"
"","","0","","","91","27013","","27013020","",""
"202","0","1","-108","wac_default_01","1","27111","-213","27111001","2","103211"
"201","0","1","-108","wac_default_01","5","27111","-213","27111002","2","111"
"0","","32","0","","31","27111","1","27111003","1","32"
"0","","33","0","","31","27111","1","27111004","0","33"
"0","","11","0","","31","27111","1","27111005","0","11"
"0","","103211","","","3","27111","0","27111006","0.2","wac_paint_01"
"0","","111","","","3","27111","0","27111007","0.2","wac_paint_01"
"","","0","","","93","27111","","27111008","","0"
"","","11","","","32","27111","","27111009","","1"
"0","","se_10035700","","","23","27111","","27111010","","se_10035700_brush"
"","","103211","","","13","27111","","27111011","","300"
"","","1","","","131","27111","","27111012","",""
"0","","103211","wac_talk_smile_loop","","3","27112","1","27112001","0.2","wac_talk_smile_in"
"1","","111","","","3","27112","","27112002","0.2","wac_no_items"
"-340","","103211","0","","2","27112","","27112003","","200"
"-340","","111","0","","2","27112","","27112004","","200"
"","","32","","","32","27112","","27112005","","0"
"","","33","","","32","27112","","27112006","","1"
"","","11","","","32","27112","","27112007","","0"
"0","","vo_wac_221112","0","","21","27112","","27112008","","vo_wac_221112_000"
"10","0","103211","1","0.5","11","27112","1","27112009","0","喔～呵呵呵！請看！\n這細膩的筆觸，還有大膽的用色……\n還真不愧是我所畫的畫呢！"
"","","0","","","91","27112","","27112010","",""
"0","","vo_wac_221112","0","","21","27112","","27112011","","vo_wac_221112_001"
"10","0","103211","1","0.5","11","27112","1","27112012","0","對了，不如等這幅畫完成以後，\n就把它做成美術明信片來販賣吧？\n這或許會成為有名的伴手禮！\n我馬上就去找美冬商量看看♪"
"","","0","","","91","27112","","27112013","",""
"","","0","","","22","27112","","27112014","","0"
"1","","103211","","","3","27113","","27113001","0.2","wac_idle_smile"
"1","","111","","","3","27113","","27113002","0.2","wac_no_items"
"-340","","103211","0","","2","27113","","27113003","","200"
"-340","","111","0","","2","27113","","27113004","","200"
"","","32","","","32","27113","","27113005","","0"
"","","33","","","32","27113","","27113006","","1"
"","","11","","","32","27113","","27113007","","0"
"","","0","","","91","27113","","27113008","",""
"202","0","1","-108","wac_default_01","1","27211","-213","27211001","2","103411"
"201","0","1","-108","wac_default_01","5","27211","-213","27211002","2","111"
"0","","32","0","","31","27211","1","27211003","1","32"
"0","","33","0","","31","27211","1","27211004","0","33"
"0","","11","0","","31","27211","1","27211005","0","11"
"0","","103411","","","3","27211","0","27211006","0.2","wac_paint_01"
"0","","111","","","3","27211","0","27211007","0.2","wac_paint_01"
"","","0","","","93","27211","","27211008","","0"
"","","11","","","32","27211","","27211009","","1"
"0","","se_10035700","","","23","27211","","27211010","","se_10035700_brush"
"","","103411","","","13","27211","","27211011","","300"
"","","1","","","131","27211","","27211012","",""
"0","","103411","wac_talk_kyapi_loop_headred","","3","27212","1","27212001","0.2","wac_talk_kyapi_in_headred"
"1","","111","","","3","27212","","27212002","0.2","wac_no_items"
"-340","","103411","0","","2","27212","","27212003","","200"
"-340","","111","0","","2","27212","","27212004","","200"
"","","32","","","32","27212","","27212005","","0"
"","","33","","","32","27212","","27212006","","1"
"","","11","","","32","27212","","27212007","","0"
"0","","vo_wac_221113","0","","21","27212","","27212008","","vo_wac_221113_000"
"10","0","103411","1","0.5","11","27212","1","27212009","0","哇哈～！麥酒之力～～！\n舒～暢地畫好了～！\n可是，好像真的有一～～～點點\n喝過頭了……？"
"","","0","","","91","27212","","27212010","",""
"0","","vo_wac_221113","0","","21","27212","","27212011","","vo_wac_221113_001"
"10","0","103411","1","0.5","11","27212","1","27212012","0","不過～？不～用擔～～心！\n只要有麥酒就能畫得出來！\n所以說～再讓我喝一杯當作獎勵～♪\n我要盡情地喝囉～～！！"
"","","0","","","91","27212","","27212013","",""
"","","0","","","22","27212","","27212014","","0"
"1","","103411","","","3","27213","","27213001","0.2","wac_idle_kyapi_headred"
"1","","111","","","3","27213","","27213002","0.2","wac_no_items"
"-340","","103411","0","","2","27213","","27213003","","200"
"-340","","111","0","","2","27213","","27213004","","200"
"","","32","","","32","27213","","27213005","","0"
"","","33","","","32","27213","","27213006","","1"
"","","11","","","32","27213","","27213007","","0"
"","","0","","","91","27213","","27213008","",""
"202","0","1","-108","wac_default_01","1","27311","-213","27311001","2","104411"
"201","0","1","-108","wac_default_01","5","27311","-213","27311002","2","111"
"0","","32","0","","31","27311","1","27311003","1","32"
"0","","33","0","","31","27311","1","27311004","0","33"
"0","","11","0","","31","27311","1","27311005","0","11"
"0","","104411","","","3","27311","0","27311006","0.2","wac_paint_01"
"0","","111","","","3","27311","0","27311007","0.2","wac_paint_01"
"","","0","","","93","27311","","27311008","","0"
"","","11","","","32","27311","","27311009","","1"
"0","","se_10035700","","","23","27311","","27311010","","se_10035700_brush"
"","","104411","","","13","27311","","27311011","","300"
"","","1","","","131","27311","","27311012","",""
"0","","104411","wac_talk_doya_loop","","3","27312","1","27312001","0.2","wac_talk_doya_in"
"1","","111","","","3","27312","","27312002","0.2","wac_no_items"
"-340","","104411","0","","2","27312","","27312003","","200"
"-340","","111","0","","2","27312","","27312004","","200"
"","","32","","","32","27312","","27312005","","0"
"","","33","","","32","27312","","27312006","","1"
"","","11","","","32","27312","","27312007","","0"
"0","","vo_wac_221114","0","","21","27312","","27312008","","vo_wac_221114_000"
"10","0","104411","1","0.5","11","27312","1","27312009","0","果然這副模樣畫起來很方便呢！\n呵呵，這也都是多虧了你。\n來，妾身可以給你一點獎勵喔？\n什麼……只要能看到畫就足夠了？"
"","","0","","","91","27312","","27312010","",""
"0","","104411","wac_talk_sad_loop_surprise","","3","27312","1","27312011","0.2","wac_talk_sad_in_surprise"
"0","","vo_wac_221114","0","","21","27312","","27312012","","vo_wac_221114_001"
"10","0","104411","1","0.5","11","27312","1","27312013","0","雖然妾身畫的畫確實有那個價值……\n但是，再要求一些……\n更像獎勵的事物也沒問題喔？\n真的這樣就行了嗎？"
"","","0","","","91","27312","","27312014","",""
"","","0","","","22","27312","","27312015","","0"
"1","","104411","","","3","27313","","27313001","0.2","wac_idle_sad_surprise"
"1","","111","","","3","27313","","27313002","0.2","wac_no_items"
"-340","","104411","0","","2","27313","","27313003","","200"
"-340","","111","0","","2","27313","","27313004","","200"
"","","32","","","32","27313","","27313005","","0"
"","","33","","","32","27313","","27313006","","1"
"","","11","","","32","27313","","27313007","","0"
"","","0","","","91","27313","","27313008","",""
"202","0","1","-108","wac_default_01","1","27411","-213","27411001","2","100711"
"201","0","1","-108","wac_default_01","5","27411","-213","27411002","2","111"
"0","","32","0","","31","27411","1","27411003","1","32"
"0","","33","0","","31","27411","1","27411004","0","33"
"0","","11","0","","31","27411","1","27411005","0","11"
"0","","100711","","","3","27411","0","27411006","0.2","wac_paint_01"
"0","","111","","","3","27411","0","27411007","0.2","wac_paint_01"
"","","0","","","93","27411","","27411008","","0"
"","","11","","","32","27411","","27411009","","1"
"0","","se_10035700","","","23","27411","","27411010","","se_10035700_brush"
"","","100711","","","13","27411","","27411011","","300"
"","","1","","","131","27411","","27411012","",""
"0","","100711","wac_talk_wish_loop_joy","","3","27412","1","27412001","0.2","wac_talk_wish_in_joy"
"1","","111","","","3","27412","","27412002","0.2","wac_no_items"
"-340","","100711","0","","2","27412","","27412003","","200"
"-340","","111","0","","2","27412","","27412004","","200"
"","","32","","","32","27412","","27412005","","0"
"","","33","","","32","27412","","27412006","","1"
"","","11","","","32","27412","","27412007","","0"
"0","","vo_wac_221115","0","","21","27412","","27412008","","vo_wac_221115_000"
"10","0","100711","1","0.5","11","27412","1","27412009","0","今天人家也為了布丁畫畫了來的♪\n因為宮子已經畫了好幾次，\n所以變得這麼會畫畫了喲～♪"
"","","0","","","91","27412","","27412010","",""
"0","","100711","wac_talk_doya_loop","","3","27412","1","27412011","0.2","wac_talk_doya_in_fromblink"
"0","","vo_wac_221115","0","","21","27412","","27412012","","vo_wac_221115_001"
"10","0","100711","1","0.5","11","27412","1","27412013","0","嗯～人家都已經畫了這麼多畫，\n再多增加一點作為獎勵的布丁來的～！\n布丁這種東西\n不管有多少都不嫌多喲～♪"
"","","0","","","91","27412","","27412014","",""
"","","0","","","22","27412","","27412015","","0"
"1","","100711","","","3","27413","","27413001","0.2","wac_idle_doya"
"1","","111","","","3","27413","","27413002","0.2","wac_no_items"
"-340","","100711","0","","2","27413","","27413003","","200"
"-340","","111","0","","2","27413","","27413004","","200"
"","","32","","","32","27413","","27413005","","0"
"","","33","","","32","27413","","27413006","","1"
"","","11","","","32","27413","","27413007","","0"
"","","0","","","91","27413","","27413008","",""
"202","0","1","-108","wac_default_01","1","27511","-213","27511001","2","103111"
"201","0","1","-108","wac_default_03","5","27511","-213","27511002","2","111"
"0","","32","0","","31","27511","1","27511003","1","32"
"0","","33","0","","31","27511","1","27511004","0","33"
"0","","11","0","","31","27511","1","27511005","0","11"
"0","","103111","","","3","27511","0","27511006","0.2","wac_paint_01"
"0","","111","","","3","27511","0","27511007","0.2","wac_paint_03"
"","","0","","","93","27511","","27511008","","0"
"","","11","","","32","27511","","27511009","","1"
"0","","se_10035700","","","23","27511","","27511010","","se_10035700_brush"
"","","103111","","","13","27511","","27511011","","300"
"","","1","","","131","27511","","27511012","",""
"0","","103111","wac_talk_wish_loop_joy","","3","27512","1","27512001","0.2","wac_talk_wish_in_joy"
"1","","111","","","3","27512","","27512002","0.2","wac_no_items"
"-340","","103111","0","","2","27512","","27512003","","200"
"-340","","111","0","","2","27512","","27512004","","200"
"","","32","","","32","27512","","27512005","","0"
"","","33","","","32","27512","","27512006","","1"
"","","11","","","32","27512","","27512007","","0"
"0","","vo_wac_221116","0","","21","27512","","27512008","","vo_wac_221116_000"
"10","0","103111","1","0.5","11","27512","1","27512009","0","呼，總算是畫完了呢。\n這次因為是單純靠自己的力量挑戰，\n所以花了一些時間。\n不過，我認為這是個很好的經驗。"
"","","0","","","91","27512","","27512010","",""
"0","","vo_wac_221116","0","","21","27512","","27512011","","vo_wac_221116_001"
"10","0","103111","1","0.5","11","27512","1","27512012","0","自己去考慮與決定構圖和顏色順序，\n雖然很辛苦卻很開心。\n我能夠察覺到這件事，\n也是多虧了有你在一旁守候著我呢。"
"","","0","","","91","27512","","27512013","",""
"","","0","","","22","27512","","27512014","","0"
"1","","103111","","","3","27513","","27513001","0.2","wac_idle_wish_joy"
"1","","111","","","3","27513","","27513002","0.2","wac_no_items"
"-340","","103111","0","","2","27513","","27513003","","200"
"-340","","111","0","","2","27513","","27513004","","200"
"","","32","","","32","27513","","27513005","","0"
"","","33","","","32","27513","","27513006","","1"
"","","11","","","32","27513","","27513007","","0"
"","","0","","","91","27513","","27513008","",""
"202","0","1","-108","wac_default_01","1","27611","-213","27611001","2","100811"
"201","0","1","-108","wac_default_03","5","27611","-213","27611002","2","111"
"0","","32","0","","31","27611","1","27611003","1","32"
"0","","33","0","","31","27611","1","27611004","0","33"
"0","","11","0","","31","27611","1","27611005","0","11"
"0","","100811","","","3","27611","0","27611006","0.2","wac_paint_01"
"0","","111","","","3","27611","0","27611007","0.2","wac_paint_03"
"","","0","","","93","27611","","27611008","","0"
"","","11","","","32","27611","","27611009","","1"
"0","","se_10035700","","","23","27611","","27611010","","se_10035700_brush"
"","","100811","","","13","27611","","27611011","","300"
"","","1","","","131","27611","","27611012","",""
"0","","100811","wac_talk_wish_loop","","3","27612","1","27612001","0.2","wac_talk_wish_in"
"1","","111","","","3","27612","","27612002","0.2","wac_no_items"
"-340","","100811","0","","2","27612","","27612003","","200"
"-340","","111","0","","2","27612","","27612004","","200"
"","","32","","","32","27612","","27612005","","0"
"","","33","","","32","27612","","27612006","","1"
"","","11","","","32","27612","","27612007","","0"
"0","","vo_wac_221117","0","","21","27612","","27612008","","vo_wac_221117_000"
"10","0","100811","1","0.5","11","27612","1","27612009","0","呵呵，即使是沾在臉頰上的顏料，\n也讓我顯得很有魅力呢♪\n不僅如此，\n這或許能當成新裝扮的參考♪"
