2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"-220","105","5","1.7","1","1007412","22","1007412011","1","NoItem","185"
"1","1","6","0","11","1007412","1","1007412012","0","","1"
"0","1","6","0","12","1007412","1","1007412013","0","","1"
"0","1","6","0","21","1007412","1","1007412014","0","","1"
"0","1","6","0","22","1007412","1","1007412015","0","","1"
"","","91","","0","1007412","0","1007412016","","",""
"","1","3","0.2","117531","1007412","mhp_sit_talk_normal","1007412017","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5201","1007412018","","","0"
"0","6","11","0","117531","1007412","伊莉亞，請進～","1007412019","0","0.5","0"
"","","91","","0","1007412","","1007412020","","",""
"","1","3","0.2","117531","1007412","mhp_sit_idle","1007412021","","",""
"","1","3","0.2","104431","1007412","mhp_walk","1007412022","","",""
"0","-220","2","","104431","1007412","-200","1007412023","","","4"
"","","91","","0","1007412","","1007412024","","",""
"","0","3","0.2","104431","1007412","mhp_sit_in","1007412025","","",""
"","","91","","0","1007412","","1007412026","","",""
"","1","3","0.2","104431","1007412","mhp_sit_idle","1007412027","","",""
"","","93","","1","1007412","0","1007412028","","",""
"","1","3","0.2","104431","1007412","mhp_sit_talk_wish2","1007412029","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5202","1007412030","","","0"
"0","5","11","0","104431","1007412","唔，唔嗯。今天也要拜託妳了。","1007412031","0","0.5","1"
"","","91","","0","1007412","","1007412032","","",""
"","1","3","0.2","104431","1007412","mhp_sit_idle","1007412033","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_normal","1007412034","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5203","1007412035","","","0"
"0","3","11","0","117631","1007412","那我們馬上開始吧。\n先試著挑逗地靠近！","1007412036","0","0.5","1"
"","","91","","0","1007412","","1007412037","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle","1007412038","","",""
"1","0","3","0.2","104431","1007412","mhp_ilya_approach_in","1007412039","0","","mhp_ilya_approach_loop"
"1","0","3","0.2","11","1007412","NoItem","1007412040","0","","mhp_ilya_approach_loop"
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5204","1007412041","","","0"
"0","5","11","0","104431","1007412","呵呵，妳在緊張嗎？\n真是個可愛的傢伙啊……","1007412042","0","1","1"
"","","91","","0","1007412","","1007412043","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_joy1","1007412044","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5205","1007412045","","","0"
"0","6","11","0","117631","1007412","不錯喔不錯喔，伊莉亞小姐♪\n這次換成抬眼望著對方！","1007412046","0","0.5","1"
"","","91","","0","1007412","","1007412047","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle_joy1","1007412048","","",""
"1","0","3","0.2","104431","1007412","mhp_ilya_uwame_in","1007412049","0","","mhp_ilya_uwame_loop"
"1","0","3","0.2","11","1007412","mhp_ilya_uwame_in","1007412050","0","","mhp_ilya_uwame_loop"
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5206","1007412051","","","0"
"0","3","11","0","104431","1007412","妳啊……\n可別移開視線喔？","1007412052","0","1","1"
"","","91","","0","1007412","","1007412053","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_joy1","1007412054","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5207","1007412055","","","0"
"0","6","11","0","117631","1007412","嗯～好故意！但就是這樣才好♪\n接下來就用小惡魔般的舉止逼近看看！","1007412056","0","0.5","1"
"","","91","","0","1007412","","1007412057","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle_joy1","1007412058","","",""
"1","0","3","0.2","104431","1007412","mhp_ilya_koakuma_in","1007412059","0","","mhp_ilya_koakuma_loop"
"1","0","3","0.2","11","1007412","mhp_ilya_koakuma_in","1007412060","0","","NoItem"
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5208","1007412061","","","0"
"0","4","11","0","104431","1007412","希望妳能只看著妾身……","1007412062","0","1","1"
"","","91","","0","1007412","","1007412063","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_joy2","1007412064","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5209","1007412065","","","0"
"0","7","11","0","117631","1007412","Excellent！\n最後就用壁咚一舉拿下吧！","1007412066","0","0.5","1"
"","","91","","0","1007412","0","1007412067","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle_joy2","1007412068","","",""
"1","0","3","0.2","104431","1007412","mhp_ilya_kabedon_in","1007412069","0","","mhp_ilya_kabedon_loop"
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5210","1007412070","","","0"
"0","4","11","0","104431","1007412","成為妾身的人吧……","1007412071","0","1","1"
"","","91","","0","1007412","","1007412072","","",""
"","","93","","1","1007412","","1007412073","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_memory","1007412074","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5211","1007412075","","","0"
"0","5","11","0","117631","1007412","很完美喔，伊莉亞小姐♪\n現在的伊莉亞小姐是可愛的墮天使！\n所有人都會被妳攻陷的，\n馬上去對那個人表現一下吧！","1007412076","0","0.5","1"
"","","91","","0","1007412","","1007412077","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle","1007412078","","",""
"","1","3","0.2","104431","1007412","mhp_talk_memory","1007412079","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5212","1007412080","","","0"
"0","5","11","0","104431","1007412","呵，呵呵，就對這傢伙這麼做……\n對那傢伙……\n呃，怎麼可能辦得到啊──！！","1007412081","0","0.5","1"
"","","93","","8","1007412","1","1007412082","","",""
"1","0","3","0.2","104431","1007412","mhp_ilya_panic_in","1007412083","0","","mhp_ilya_panic_loop"
"1","0","3","0.2","11","1007412","mhp_ilya_panic_in","1007412084","0","","mhp_ilya_panic_loop"
"","","91","","1007412081","1007412","","1007412085","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5213","1007412086","","","0"
"0","5","11","0","104431","1007412","這種傷風敗俗的動作是什麼啊！\n妾身怎麼能讓那傢伙看到這副模樣！\n妾身真的是不太對勁，\n實在是千鈞一髮。","1007412087","0","0.5","1"
"","","93","","8","1007412","1","1007412088","","",""
"","1","3","0.2","104431","1007412","mhp_talk_sad2","1007412089","","",""
"","1","3","0.2","11","1007412","NoItem_idle","1007412090","","",""
"","","91","","1007412087","1007412","","1007412091","","",""
"","","93","","0.5","1007412","","1007412092","","",""
"","1","3","0.2","104431","1007412","mhp_talk_anger","1007412093","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5214","1007412094","","","0"
"0","4","11","0","104431","1007412","說到底，怎麼可能用這種方法\n讓那傢伙順從妾身啊！失陪了！","1007412095","0","0.5","1"
"","","91","","0","1007412","","1007412096","","",""
"","","22","","0","1007412","0","1007412097","","",""
"","1","3","0.2","104431","1007412","mhp_idle_sad","1007412098","","",""
"","1","3","0.2","11","1007412","NoItem_idle","1007412099","","",""
"","","93","","0.2","1007412","","1007412100","","",""
"","1","3","0.2","104431","1007412","mhp_walk_sad","1007412101","","",""
"","","4","","104431","1007412","1","1007412102","","",""
"0","-220","2","","104431","1007412","-350","1007412103","","","1"
"","","93","","1","1007412","0","1007412104","","",""
"","2","12","0","104431","1007412","9","1007412105","0","",""
"","1","3","0.2","104431","1007412","mhp_ilya_idle_sad","1007412106","","",""
"","","93","","1","1007412","0","1007412107","","",""
"","1","3","0.2","104431","1007412","mhp_run_shy","1007412108","","",""
"0","-220","2","","104431","1007412","-1000","1007412109","","","1.5"
"","","93","","2","1007412","0","1007412110","","",""
"","","91","","0","1007412","","1007412111","","",""
"0","1","3","0.2","117531","1007412","mhp_sit_talk_thinking","1007412112","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5215","1007412113","","","0"
"0","4","11","0","117531","1007412","真可惜呢。\n不過以客觀角度來說，\n她非常有魅力喔。","1007412114","0","0.5","1"
"","","91","","0","1007412","","1007412115","","",""
"","1","3","0.2","117531","1007412","mhp_sit_idle_thinking","1007412116","","",""
"","1","3","0.2","117631","1007412","mhp_sit_talk_thinking","1007412117","","",""
"","0","21","","vo_mhp_1007412","1007412","vo_mhp_5216","1007412118","","","0"
"0","7","11","0","117631","1007412","就是說啊，我覺得她已經挺出色的了，\n但這樣還對她一點感覺都沒有，\n對方一定是個非常遲鈍的人吧！","1007412119","0","0.5","1"
"","","91","","0","1007412","","1007412120","","",""
"","","22","","0","1007412","0","1007412121","","",""
"","","93","","1","1007412","","1007412122","","",""
"","1","3","0.2","117631","1007412","mhp_sit_idle","1007412123","","",""
"","0","3","0.2","117631","1007412","mhp_sit_out","1007412124","","",""
"1","","32","1","111","1007412","1","1007412125","","",""
"","0","3","0.2","117631","1007412","mhp_mitsuki_kime","1007412126","","",""
"","","32","","120","1007412","1","1007412127","","",""
"","","23","","se_10031400","1007412","se_10031400_glitter","1007412128","","",""
"","","93","","1.2","1007412","","1007412129","","",""
"","","32","","130","1007412","1","1007412130","","",""
"","","93","","4","1007412","","1007412131","","",""
"","","32","","130","1007412","0","1007412132","","",""
"-220","100","1","1.7","1","1007413","100931","1007413001","0","mhp_idle_normal","-1000"
"-200","100","1","1.7","1","1007413","117631","1007413002","1","mhp_sit_idle","365"
"-220","100","1","1.7","1","1007413","117531","1007413003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007413","1","1007413004","","","-154"
"-220","110","5","1.7","1","1007413","11","1007413005","0","NoItem","-200"
"-220","105","5","1.7","1","1007413","12","1007413006","0","NoItem","-200"
"-220","110","5","1.7","1","1007413","21","1007413007","1","NoItem","185"
"-220","105","5","1.7","1","1007413","22","1007413008","1","NoItem","185"
"0","1","6","0","11","1007413","1","1007413009","0","","1"
"0","1","6","0","12","1007413","1","1007413010","0","","1"
"0","1","6","0","21","1007413","1","1007413011","0","","1"
"0","1","6","0","22","1007413","1","1007413012","0","","1"
"-220","110","5","1.7","1","1007413","31","1007413013","0","NoItem","-1000"
"","","91","","0","1007413","","1007413014","","",""
"","1","3","0.2","117531","1007413","mhp_sit_talk_normal","1007413015","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3001","1007413016","","","0"
"0","7","11","0","117531","1007413","下一位請進～","1007413017","0","0","0"
"","","91","","0","1007413","","1007413018","","",""
"","1","3","0.2","117531","1007413","mhp_sit_idle","1007413019","","",""
"","1","3","0.2","100931","1007413","mhp_anna_walk_sad","1007413020","","",""
"0","-220","2","","100931","1007413","-200","1007413021","","","4"
"","1","3","0.2","31","1007413","NoItem","1007413022","","",""
"0","-220","2","","31","1007413","-200","1007413023","","","4"
"","","91","","0","1007413","","1007413024","","",""
"","0","3","0.2","100931","1007413","mhp_sit_in_sad","1007413025","","",""
"","","91","","0","1007413","","1007413026","","",""
"1","0","3","0.2","100931","1007413","mhp_anna_dark_in","1007413027","0.2","","mhp_anna_dark_loop"
"1","0","3","0.2","31","1007413","mhp_anna_dark_in","1007413028","0.2","","mhp_anna_dark_loop"
"","","93","","0","1007413","0","1007413029","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3002","1007413030","","","0"
"0","4","11","0","100931","1007413","……唔，撐住啊，我的肉體！\n我並沒有軟弱到會屈服於\n這點程度的痛、好痛！痛痛痛……　","1007413031","0","0.5","1"
"","","93","","1","1007413","0","1007413032","","",""
"","1","3","0.2","117631","1007413","mhp_sit_idle_surprise1","1007413033","","",""
"","","91","","1007413031","1007413","","1007413034","","",""
"","1","3","0.2","117631","1007413","mhp_sit_idle","1007413035","","",""
"","1","3","0.2","117531","1007413","mhp_sit_talk_normal","1007413036","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3003","1007413037","","","0"
"0","5","11","0","117531","1007413","哎呀，這不是杏奈嗎？\n妳好像很不舒服，\n難道是與魔龍戰鬥時\n所受的傷在發疼嗎？","1007413038","0","0.5","1"
"","","91","","0","1007413","","1007413039","","",""
"","1","3","0.2","117531","1007413","mhp_sit_idle","1007413040","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3004","1007413041","","","0"
"0","4","11","0","100931","1007413","並非如此。\n我現在正受到了某人的攻擊。\n敵人名叫……沒錯！\n就是「無形之暗殺者」！","1007413042","0","0.5","1"
"","","91","","0","1007413","","1007413043","","",""
"","1","3","0.2","117631","1007413","mhp_sit_talk_worry","1007413044","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3005","1007413045","","","0"
"0","5","11","0","117631","1007413","無、形……咦？什麼？","1007413046","0","0.5","1"
"","","91","","0","1007413","","1007413047","","",""
"","1","3","0.2","117631","1007413","mhp_sit_idle","1007413048","","",""
"","1","3","0.2","117531","1007413","mhp_sit_talk_normal","1007413049","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3006","1007413050","","","0"
"0","5","11","0","117531","1007413","妳也很辛苦呢。\n那麼，具體來說是出現了\n什麼樣的症狀呢？","1007413051","0","0.5","1"
"","","91","","0","1007413","","1007413052","","",""
"","1","3","0.2","100931","1007413","mhp_sit_talk_sad","1007413053","","",""
"","1","3","0.2","31","1007413","NoItem","1007413054","","",""
"","1","3","0.2","117531","1007413","mhp_sit_idle","1007413055","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3007","1007413056","","","0"
"0","5","11","0","100931","1007413","嗯，我其實遭受了\n十分嚴重的頭痛襲擊……","1007413057","0","0.5","1"
"","","91","","0","1007413","","1007413058","","",""
"","1","3","0.2","100931","1007413","mhp_sit_idle_sad","1007413059","","",""
"","1","3","0.2","117531","1007413","mhp_sit_talk_joy1","1007413060","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3008","1007413061","","","0"
"0","4","11","0","117531","1007413","這可不行。\n馬上開始手術吧。\n立刻啪地把頭打開來喔。","1007413062","0","0.5","1"
"","","91","","0","1007413","","1007413063","","",""
"","1","3","0.2","117531","1007413","mhp_sit_idle","1007413064","","",""
"","1","3","0.2","100931","1007413","mhp_sit_talk_surprise2","1007413065","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3009","1007413066","","","0"
"0","5","11","0","100931","1007413","咦！？手術！？\n不、不……要做到這個地步\n是不是有點太早了？","1007413067","0","0.5","1"
"","","91","","0","1007413","","1007413068","","",""
"","1","3","0.2","117531","1007413","mhp_sit_talk_normal","1007413069","","",""
"","1","3","0.2","100931","1007413","mhp_sit_idle_sad","1007413070","","",""
"","0","21","","vo_mhp_1007413","1007413","vo_mhp_3010","1007413071","","","0"
"0","5","11","0","117531","1007413","是嗎？那麼──","1007413072","0","0.5","1"
"","","91","","0","1007413","","1007413073","","",""
"","","22","","0","1007413","0","1007413074","","",""
"","0","103","","我開東國靈藥──中藥給妳，很有效哦。","1007413","1007413078","1007413075","","",""
"","0","103","","我幫妳按可以治頭痛的穴道。","1007413","1007413127","1007413076","","",""
"","0","103","","我先開個頭痛藥好了。","1007413","1007413158","1007413077","","",""
"1","0","3","0.2","117531","1007413","mhp_sit_out","1007413078","0","","mhp_idle_normal"
"","","93","","0.6","1007413","0","1007413079","","",""
"1","0","3","0.2","100931","1007413","mhp_sit_out","1007413080","0","","mhp_idle_normal"
"","","93","","0.2","1007413","0","1007413081","","",""
"0","1","3","0.2","100931","1007413","mhp_walk","1007413082","","",""
"0","-220","2","","100931","1007413","35","1007413083","","","1.5"
"0","-220","2","","31","1007413","35","1007413084","","","1.5"
"0","-220","2","","11","1007413","35","1007413085","","","1.5"
"0","-220","2","","12","1007413","35","1007413086","","","1.5"
"","","93","","0.3","1007413","0","1007413087","","",""
"1","0","3","0.2","117531","1007413","mhp_handover_in","1007413088","0","","mhp_handover_loop"
