075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"32","26224032","","","0","26224","","","","","614"
"32","26224033","","","0","26224","","","","","604"
"32","26224034","","","1","26224","","","","","701"
"33","26224035","","0.01","0","26224","","","","0","943"
"3","26224036","1","wac_birthday_wish_kasumi","wac_birthday_blowout_01_kasumi","26224","0.2","","0.2","0","101411"
"2","26224037","","0.01","-200","26224","","","","-330","101411"
"3","26224038","","","wac_birthday_idle_kyapi","26224","","","0.2","1","101711"
"2","26224039","","0.01","180","26224","","","","-320","101711"
"3","26224040","","","wac_birthday_idle_wish","26224","","","0.2","1","101011"
"2","26224041","","0.01","285","26224","","","","-360","101011"
"3","26224042","","","wac_birthday_idle_normal","26224","","","0.2","1","104311"
"2","26224043","","0.01","425","26224","","","","-340","104311"
"93","26224044","","","","26224","","","","","0"
"32","26224045","","","1","26224","","","","","800"
"93","26224046","","","","26224","","","","","0.7"
"32","26224047","","","1","26224","","","","","702"
"93","26224048","","","","26224","","","","","0.5"
"23","26224049","","","se_sys_login_birthday_blow_candle","26224","","","","0","se_common"
"32","26224050","","","0","26224","","","","","701"
"93","26224051","","","","26224","","","","","0.4"
"23","26224052","","","se_sys_login_birthday_cracker","26224","","","","0","se_common"
"32","26224053","","","1","26224","","","","","700"
"23","26224054","","","se_sys_login_birthday_calendar_applause","26224","","","","0","se_common"
"3","26224055","1","wac_birthday_idle_kyapi","wac_birthday_clap","26224","0.2","","0.2","0","101711"
"93","26224056","","","","26224","","","","","0.1"
"3","26224057","1","wac_birthday_idle_wish","wac_birthday_clap","26224","0.2","","0.2","0","101011"
"93","26224058","","","","26224","","","","","0.1"
"3","26224059","1","wac_birthday_idle_normal","wac_birthday_clap","26224","0.2","","0.2","0","104311"
"93","26224060","","","","26224","","","","","2"
"131","26224061","","","","26224","","","","","1"
"21","26224062","","0","vo_wac_26224_000","26224","","","","0","vo_wac_26224"
"11","26224063","1","1","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","26224","0","0.5","0","10","101411"
"91","26224064","","","","26224","","","","","0"
"3","26224065","","","wac_birthday_idle_normal","26224","","","0.2","1","101411"
"3","26224066","","","wac_birthday_talk_kyapi","26224","","","0.2","1","101711"
"21","26224067","","0","vo_wac_26224_001","26224","","","","0","vo_wac_26224"
"11","26224068","1","1","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","26224","0","0.5","0","10","101711"
"91","26224069","","","","26224","","","","","0"
"3","26224070","","","wac_birthday_idle_kyapi","26224","","","0.2","1","101711"
"3","26224071","","","wac_birthday_talk_wish","26224","","","0.2","1","101011"
"21","26224072","","0","vo_wac_26224_002","26224","","","","0","vo_wac_26224"
"11","26224073","1","1","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","26224","0","0.5","0","10","101011"
"91","26224074","","","","26224","","","","","26224073"
"3","26224075","","","wac_birthday_idle_wish","26224","","","0.2","1","101011"
"3","26224076","","","wac_birthday_talk_normal","26224","","","0.2","1","104311"
"21","26224077","","0","vo_wac_26224_003","26224","","","","0","vo_wac_26224"
"11","26224078","1","1","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","26224","0","0.5","0","10","104311"
"91","26224079","","","","26224","","","","","0"
"3","26224080","","","wac_birthday_talk_normal","26224","","","0.2","1","101411"
"3","26224081","","","wac_birthday_idle_normal","26224","","","0.2","1","104311"
"21","26224082","","0","vo_wac_26224_004","26224","","","","0","vo_wac_26224"
"11","26224083","1","1","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","26224","0","0.5","0","10","101411"
"91","26224084","","","","26224","","","","","0"
"22","26224085","","","","26224","","","","","0"
"25","26234001","","","bgm_M321_2C","26234","","","","","bgm_M321"
"1","26234002","-70","-1000","109411","26234","0","wac_birthday_idle_normal","2","250","1"
"1","26234003","-270","230","109211","26234","1","wac_birthday_idle_smile","2","256","1"
"1","26234004","-310","410","109311","26234","1","wac_birthday_idle_kyapi","2","257","1"
"13","26234005","","","300","26234","","","","","109411"
"13","26234006","","","300","26234","","","","","109211"
"13","26234007","","","300","26234","","","","","109311"
"31","26234008","1","0","601","26234","","","1","0","601"
"31","26234009","1","0","602","26234","","","0","0","602"
"31","26234010","1","0","603","26234","","","0","0","603"
"31","26234011","1","60","604","26234","","","1","30","604"
"31","26234012","1","0","614","26234","","","1","0","614"
"31","26234013","1","0","700","26234","","","0","0","700"
"31","26234014","1","0","701","26234","","","0","0","701"
"31","26234015","1","0","702","26234","","","0","0","702"
"31","26234016","1","0","800","26234","","","0","0","800"
"31","26234017","1","60","944","26234","","","1","30","944"
"93","26234018","","","","26234","","","","","1"
"3","26234019","1","wac_birthday_reaction_03","wac_birthday_reaction_02","26234","0.2","","0.2","0","109311"
"93","26234020","","","","26234","","","","","0.1"
"3","26234021","1","wac_birthday_reaction_04","wac_birthday_reaction_01","26234","0.2","","0.2","0","109211"
"93","26234022","","","","26234","","","","","0.3"
"3","26234023","","","wac_birthday_run_01","26234","","","0.2","1","109411"
"2","26234024","","3","0","26234","","","","-70","109411"
"93","26234025","","","","26234","","","","","2.5"
"32","26234026","","","1","26234","","","","","602"
"93","26234027","","","","26234","","","","","0.6"
"32","26234028","","","0","26234","","","","","601"
"32","26234029","","","0","26234","","","","","614"
"32","26234030","","","0","26234","","","","","604"
"32","26234031","","","1","26234","","","","","701"
"33","26234032","","0.01","0","26234","","","","0","944"
"3","26234033","1","wac_birthday_wish_gurea","wac_birthday_blowout_03","26234","0.2","","0.2","0","109411"
"2","26234034","","0.01","-200","26234","","","","-330","109411"
"3","26234035","","","wac_birthday_idle_smile","26234","","","0.2","1","109211"
"2","26234036","","0.01","180","26234","","","","-320","109211"
"3","26234037","","","wac_birthday_idle_kyapi","26234","","","0.2","1","109311"
"2","26234038","","0.01","320","26234","","","","-340","109311"
"93","26234039","","","","26234","","","","","0"
"32","26234040","","","1","26234","","","","","800"
"93","26234041","","","","26234","","","","","0.7"
"32","26234042","","","1","26234","","","","","702"
"93","26234043","","","","26234","","","","","0.5"
"23","26234044","","","se_sys_login_birthday_blow_candle","26234","","","","0","se_common"
"32","26234045","","","0","26234","","","","","701"
"93","26234046","","","","26234","","","","","0.4"
"23","26234047","","","se_sys_login_birthday_cracker","26234","","","","0","se_common"
"32","26234048","","","1","26234","","","","","700"
"23","26234049","","","se_sys_login_birthday_calendar_applause","26234","","","","0","se_common"
"3","26234050","1","wac_birthday_idle_smile","wac_birthday_clap","26234","0.2","","0.2","0","109211"
"93","26234051","","","","26234","","","","","0.1"
"3","26234052","1","wac_birthday_idle_kyapi","wac_birthday_clap","26234","0.2","","0.2","0","109311"
"93","26234053","","","","26234","","","","","2"
"131","26234054","","","","26234","","","","","1"
"21","26234055","","0","vo_wac_26234_000","26234","","","","0","vo_wac_26234"
"11","26234056","1","1","呃……那個……\n那個蛋糕……","26234","0","0.5","0","10","109411"
"91","26234057","","","","26234","","","","","0"
"3","26234058","","","wac_birthday_idle_wish","26234","","","0.2","1","109411"
"3","26234059","","","wac_birthday_talk_smile","26234","","","0.2","1","109211"
"21","26234060","","0","vo_wac_26234_001","26234","","","","0","vo_wac_26234"
"11","26234061","1","1","古蕾婭！生日快樂──！\n從鮮奶油到麵團\n全都是我親手做的！\n當然也沒有用魔法喔！","26234","0","0.5","0","10","109211"
"91","26234062","","","","26234","","","","","0"
"3","26234063","","","wac_birthday_idle_smile","26234","","","0.2","1","109211"
"3","26234064","","","wac_birthday_talk_kyapi","26234","","","0.2","1","109311"
"21","26234065","","0","vo_wac_26234_002","26234","","","","0","vo_wac_26234"
"11","26234066","1","1","露也很努力喔──！\n露一直在裝飾水果，\n裝飾裝飾裝飾個不停！","26234","0","0.5","0","10","109311"
"91","26234067","","","","26234","","","","","0"
"3","26234068","","","wac_birthday_idle_kyapi","26234","","","0.2","1","109311"
"3","26234069","","","wac_birthday_talk_wish","26234","","","0.2","1","109411"
"21","26234070","","0","vo_wac_26234_003","26234","","","","0","vo_wac_26234"
"11","26234071","1","1","呵呵，謝謝妳們……\n還有你……\n我很不會說話……不過，\n我可以說上無數次謝謝呢。","26234","0","0.5","0","10","109411"
"91","26234072","","","","26234","","","","","0"
"22","26234073","","","","26234","","","","","0"
"25","27014001","","","bgm_M321_2C","27014","","","","","bgm_M321"
"1","27014002","-70","-1000","104811","27014","0","wac_birthday_idle_normal","2","250","1"
"1","27014003","-270","200","103211","27014","1","wac_birthday_idle_doya","2","256","1"
"1","27014004","-310","315","104611","27014","1","wac_birthday_idle_smile","2","258","1"
"1","27014005","-290","450","103411","27014","1","wac_birthday_idle_kyapi_yukari","2","257","1"
"13","27014006","","","300","27014","","","","","104811"
"13","27014007","","","300","27014","","","","","103211"
"13","27014008","","","300","27014","","","","","104611"
"13","27014009","","","300","27014","","","","","103411"
"31","27014010","1","0","600","27014","","","1","0","600"
"31","27014011","1","0","602","27014","","","0","0","602"
"31","27014012","1","0","603","27014","","","0","0","603"
"31","27014013","1","60","604","27014","","","1","30","604"
"31","27014014","1","0","614","27014","","","1","0","614"
"31","27014015","1","0","700","27014","","","0","0","700"
"31","27014016","1","0","701","27014","","","0","0","701"
"31","27014017","1","0","702","27014","","","0","0","702"
"31","27014018","1","0","800","27014","","","0","0","800"
"31","27014019","1","60","945","27014","","","1","30","945"
"93","27014020","","","","27014","","","","","1"
"3","27014021","1","wac_birthday_reaction_03","wac_birthday_reaction_01","27014","0.2","","0.2","0","104611"
"93","27014022","","","","27014","","","","","0.1"
"3","27014023","1","wac_birthday_reaction_01","wac_birthday_reaction_03","27014","0.2","","0.2","0","103211"
"3","27014024","1","wac_birthday_reaction_04_yukari","wac_birthday_reaction_02_yukari","27014","0.2","","0.2","0","103411"
"93","27014025","","","","27014","","","","","0.3"
"3","27014026","","","wac_birthday_run_01","27014","","","0.2","1","104811"
"2","27014027","","3","0","27014","","","","-70","104811"
"93","27014028","","","","27014","","","","","2.5"
"32","27014029","","","1","27014","","","","","602"
"93","27014030","","","","27014","","","","","0.6"
"32","27014031","","","0","27014","","","","","600"
"32","27014032","","","0","27014","","","","","614"
"32","27014033","","","0","27014","","","","","604"
"32","27014034","","","1","27014","","","","","701"
"33","27014035","","0.01","0","27014","","","","0","945"
"3","27014036","1","wac_birthday_wish_05","wac_birthday_blowout_03","27014","0.2","","0.2","0","104811"
"2","27014037","","0.01","-200","27014","","","","-330","104811"
"3","27014038","","","wac_birthday_idle_doya","27014","","","0.2","1","103211"
"2","27014039","","0.01","180","27014","","","","-320","103211"
"3","27014040","","","wac_birthday_idle_smile","27014","","","0.2","1","104611"
"2","27014041","","0.01","285","27014","","","","-360","104611"
"3","27014042","","","wac_birthday_idle_kyapi_yukari","27014","","","0.2","1","103411"
"2","27014043","","0.01","425","27014","","","","-340","103411"
"93","27014044","","","","27014","","","","","0"
"32","27014045","","","1","27014","","","","","800"
"93","27014046","","","","27014","","","","","0.7"
"32","27014047","","","1","27014","","","","","702"
"93","27014048","","","","27014","","","","","0.5"
"23","27014049","","","se_sys_login_birthday_blow_candle","27014","","","","0","se_common"
"32","27014050","","","0","27014","","","","","701"
"93","27014051","","","","27014","","","","","0.4"
"23","27014052","","","se_sys_login_birthday_cracker","27014","","","","0","se_common"
"32","27014053","","","1","27014","","","","","700"
"23","27014054","","","se_sys_login_birthday_calendar_applause","27014","","","","0","se_common"
"3","27014055","1","wac_birthday_idle_doya","wac_birthday_clap","27014","0.2","","0.2","0","103211"
"93","27014056","","","","27014","","","","","0.1"
"3","27014057","1","wac_birthday_idle_smile","wac_birthday_clap","27014","0.2","","0.2","0","104611"
"93","27014058","","","","27014","","","","","0.1"
"3","27014059","1","wac_birthday_idle_kyapi_yukari","wac_birthday_clap_yukari","27014","0.2","","0.2","0","103411"
"93","27014060","","","","27014","","","","","2"
"131","27014061","","","","27014","","","","","1"
"21","27014062","","0","vo_wac_27014_000","27014","","","","0","vo_wac_27014"
"11","27014063","1","1","我一開始聽到的時候好驚訝，\n謝謝你們\n今天來替我慶生♪\n還準備了這麼精美的蛋糕……","27014","0","0.5","0","10","104811"
"91","27014064","","","","27014","","","","","0"
"3","27014065","","","wac_birthday_idle_wish","27014","","","0.2","1","104811"
"3","27014066","","","wac_birthday_talk_doya","27014","","","0.2","1","103211"
"21","27014067","","0","vo_wac_27014_001","27014","","","","0","vo_wac_27014"
"11","27014068","1","1","妳太見外了，美冬！\n我們可是名聲\n響徹天下的\n【墨丘利財團】唷？","27014","0","0.5","0","10","103211"
"91","27014069","","","","27014","","","","","0"
"3","27014070","","","wac_birthday_idle_doya","27014","","","0.2","1","103211"
"3","27014071","","","wac_birthday_talk_smile","27014","","","0.2","1","104611"
"21","27014072","","0","vo_wac_27014_002","27014","","","","0","vo_wac_27014"
"11","27014073","1","1","出生的日子雖然不同！\n但是我們有志一同，\n都想賺大錢讓世界更好！","27014","0","0.5","0","10","104611"
"91","27014074","","","","27014","","","","","27014073"
