cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"1","104711","0.5","25314","1","11","0","25314095","呵呵，說得對，抱歉。\n能有這麼棒的夥伴們，\n我身為【王宮騎士團】的團長\n還真是幸福啊……","10","0"
"","0","","25314","","91","","25314096","","",""
"","0","","25314","","22","","25314097","","",""
"","bgm_M321","","26214","","25","","26214001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","26214","-70","1","0","26214002","103811","250","2"
"200","1","wac_birthday_idle_smile","26214","-270","1","1","26214003","103311","256","2"
"315","1","wac_birthday_idle_kyapi","26214","-310","1","1","26214004","105211","258","2"
"450","1","wac_birthday_idle_normal","26214","-290","1","1","26214005","102611","257","2"
"","103811","","26214","","13","","26214006","300","",""
"","103311","","26214","","13","","26214007","300","",""
"","105211","","26214","","13","","26214008","300","",""
"","102611","","26214","","13","","26214009","300","",""
"0","600","","26214","1","31","","26214010","600","0","1"
"0","602","","26214","1","31","","26214011","602","0","0"
"0","603","","26214","1","31","","26214012","603","0","0"
"60","604","","26214","1","31","","26214013","604","30","1"
"0","614","","26214","1","31","","26214014","614","0","1"
"0","700","","26214","1","31","","26214015","700","0","0"
"0","701","","26214","1","31","","26214016","701","0","0"
"0","702","","26214","1","31","","26214017","702","0","0"
"0","800","","26214","1","31","","26214018","800","0","0"
"60","942","","26214","1","31","","26214019","942","30","1"
"","1","","26214","","93","","26214020","","",""
"wac_birthday_reaction_04","105211","","26214","1","3","0.2","26214021","wac_birthday_reaction_01","0","0.2"
"","0.1","","26214","","93","","26214022","","",""
"wac_birthday_reaction_01","103311","","26214","1","3","0.2","26214023","wac_birthday_reaction_03","0","0.2"
"wac_birthday_reaction_03","102611","","26214","1","3","0.2","26214024","wac_birthday_reaction_02","0","0.2"
"","0.3","","26214","","93","","26214025","","",""
"","103811","","26214","","3","","26214026","wac_birthday_run_01","1","0.2"
"3","103811","","26214","","2","","26214027","0","-70",""
"","2.5","","26214","","93","","26214028","","",""
"","602","","26214","","32","","26214029","1","",""
"","0.6","","26214","","93","","26214030","","",""
"","600","","26214","","32","","26214031","0","",""
"","614","","26214","","32","","26214032","0","",""
"","604","","26214","","32","","26214033","0","",""
"","701","","26214","","32","","26214034","1","",""
"0.01","942","","26214","","33","","26214035","0","0",""
"wac_birthday_wish_05","103811","","26214","1","3","0.2","26214036","wac_birthday_blowout_03","0","0.2"
"0.01","103811","","26214","","2","","26214037","-200","-330",""
"","103311","","26214","","3","","26214038","wac_birthday_idle_smile","1","0.2"
"0.01","103311","","26214","","2","","26214039","180","-320",""
"","105211","","26214","","3","","26214040","wac_birthday_idle_kyapi","1","0.2"
"0.01","105211","","26214","","2","","26214041","285","-360",""
"","102611","","26214","","3","","26214042","wac_birthday_idle_normal","1","0.2"
"0.01","102611","","26214","","2","","26214043","425","-340",""
"","0","","26214","","93","","26214044","","",""
"","800","","26214","","32","","26214045","1","",""
"","0.7","","26214","","93","","26214046","","",""
"","702","","26214","","32","","26214047","1","",""
"","0.5","","26214","","93","","26214048","","",""
"","se_common","","26214","","23","","26214049","se_sys_login_birthday_blow_candle","0",""
"","701","","26214","","32","","26214050","0","",""
"","0.4","","26214","","93","","26214051","","",""
"","se_common","","26214","","23","","26214052","se_sys_login_birthday_cracker","0",""
"","700","","26214","","32","","26214053","1","",""
"","se_common","","26214","","23","","26214054","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_smile","103311","","26214","1","3","0.2","26214055","wac_birthday_clap","0","0.2"
"","0.1","","26214","","93","","26214056","","",""
"wac_birthday_idle_kyapi","105211","","26214","1","3","0.2","26214057","wac_birthday_clap","0","0.2"
"","0.1","","26214","","93","","26214058","","",""
"wac_birthday_idle_normal","102611","","26214","1","3","0.2","26214059","wac_birthday_clap","0","0.2"
"","2","","26214","","93","","26214060","","",""
"","1","","26214","","131","","26214061","","",""
"0","vo_wac_26214","","26214","","21","","26214062","vo_wac_26214_000","0",""
"1","103811","0.5","26214","1","11","0","26214063","哇，這感覺是\n繪本裡會出現的那種\n大蛋糕耶，莫非是為了\n我的生日……？","10","0"
"","0","","26214","","91","","26214064","","",""
"","103811","","26214","","3","","26214065","wac_birthday_idle_wish","1","0.2"
"","103311","","26214","","3","","26214066","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_26214","","26214","","21","","26214067","vo_wac_26214_001","0",""
"1","103311","0.5","26214","1","11","0","26214068","就是啊！\n生日快樂，栞栞！\n這個蛋糕使用了妳最愛的\n牧場特製食材喔！","10","0"
"","0","","26214","","91","","26214069","","",""
"","103311","","26214","","3","","26214070","wac_birthday_idle_smile","1","0.2"
"","105211","","26214","","3","","26214071","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_26214","","26214","","21","","26214072","vo_wac_26214_002","0",""
"1","105211","0.5","26214","1","11","0","26214073","除了我，他和小鈴\n也都很用心準備喔♪\n呵呵，大家都說是為了小栞～\n所以卯足了全力呢。","10","0"
"","26214073","","26214","","91","","26214074","","",""
"","105211","","26214","","3","","26214075","wac_birthday_idle_kyapi","1","0.2"
"","102611","","26214","","3","","26214076","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_26214","","26214","","21","","26214077","vo_wac_26214_003","0",""
"1","102611","0.5","26214","1","11","0","26214078","如、如果是為了小栞，\n我也可以努力的。\n生日快樂，小栞，\n平常很謝謝妳的照顧。","10","0"
"","0","","26214","","91","","26214079","","",""
"","103811","","26214","","3","","26214080","wac_birthday_talk_wish","1","0.2"
"","102611","","26214","","3","","26214081","wac_birthday_idle_normal","1","0.2"
"0","vo_wac_26214","","26214","","21","","26214082","vo_wac_26214_004","0",""
"1","103811","0.5","26214","1","11","0","26214083","鈴……各位，\n真是謝謝你們。\n沒想到你也來了，\n我好開心喔。","10","0"
"","0","","26214","","91","","26214084","","",""
"","0","","26214","","22","","26214085","","",""
"","bgm_M321","","26224","","25","","26224001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","26224","-70","1","0","26224002","101411","250","2"
"200","1","wac_birthday_idle_kyapi","26224","-270","1","1","26224003","101711","256","2"
"315","1","wac_birthday_idle_wish","26224","-310","1","1","26224004","101011","258","2"
"450","1","wac_birthday_idle_normal","26224","-290","1","1","26224005","104311","257","2"
"","101411","","26224","","13","","26224006","300","",""
"","101711","","26224","","13","","26224007","300","",""
"","101011","","26224","","13","","26224008","300","",""
"","104311","","26224","","13","","26224009","300","",""
"0","601","","26224","1","31","","26224010","601","0","1"
"0","602","","26224","1","31","","26224011","602","0","0"
"0","603","","26224","1","31","","26224012","603","0","0"
"60","604","","26224","1","31","","26224013","604","30","1"
"0","614","","26224","1","31","","26224014","614","0","1"
"0","700","","26224","1","31","","26224015","700","0","0"
"0","701","","26224","1","31","","26224016","701","0","0"
"0","702","","26224","1","31","","26224017","702","0","0"
"0","800","","26224","1","31","","26224018","800","0","0"
"60","943","","26224","1","31","","26224019","943","30","1"
"","1","","26224","","93","","26224020","","",""
"wac_birthday_reaction_04","101011","","26224","1","3","0.2","26224021","wac_birthday_reaction_01","0","0.2"
"","0.1","","26224","","93","","26224022","","",""
"wac_birthday_reaction_01","101711","","26224","1","3","0.2","26224023","wac_birthday_reaction_03","0","0.2"
"wac_birthday_reaction_03","104311","","26224","1","3","0.2","26224024","wac_birthday_reaction_02","0","0.2"
"","0.3","","26224","","93","","26224025","","",""
"","101411","","26224","","3","","26224026","wac_birthday_run_01","1","0.2"
"3","101411","","26224","","2","","26224027","0","-70",""
"","2.5","","26224","","93","","26224028","","",""
"","602","","26224","","32","","26224029","1","",""
"","0.6","","26224","","93","","26224030","","",""
"","601","","26224","","32","","26224031","0","",""
"","614","","26224","","32","","26224032","0","",""
"","604","","26224","","32","","26224033","0","",""
"","701","","26224","","32","","26224034","1","",""
"0.01","943","","26224","","33","","26224035","0","0",""
"wac_birthday_wish_kasumi","101411","","26224","1","3","0.2","26224036","wac_birthday_blowout_01_kasumi","0","0.2"
"0.01","101411","","26224","","2","","26224037","-200","-330",""
"","101711","","26224","","3","","26224038","wac_birthday_idle_kyapi","1","0.2"
"0.01","101711","","26224","","2","","26224039","180","-320",""
"","101011","","26224","","3","","26224040","wac_birthday_idle_wish","1","0.2"
"0.01","101011","","26224","","2","","26224041","285","-360",""
"","104311","","26224","","3","","26224042","wac_birthday_idle_normal","1","0.2"
"0.01","104311","","26224","","2","","26224043","425","-340",""
"","0","","26224","","93","","26224044","","",""
"","800","","26224","","32","","26224045","1","",""
"","0.7","","26224","","93","","26224046","","",""
"","702","","26224","","32","","26224047","1","",""
"","0.5","","26224","","93","","26224048","","",""
"","se_common","","26224","","23","","26224049","se_sys_login_birthday_blow_candle","0",""
"","701","","26224","","32","","26224050","0","",""
"","0.4","","26224","","93","","26224051","","",""
"","se_common","","26224","","23","","26224052","se_sys_login_birthday_cracker","0",""
"","700","","26224","","32","","26224053","1","",""
"","se_common","","26224","","23","","26224054","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_kyapi","101711","","26224","1","3","0.2","26224055","wac_birthday_clap","0","0.2"
"","0.1","","26224","","93","","26224056","","",""
"wac_birthday_idle_wish","101011","","26224","1","3","0.2","26224057","wac_birthday_clap","0","0.2"
"","0.1","","26224","","93","","26224058","","",""
"wac_birthday_idle_normal","104311","","26224","1","3","0.2","26224059","wac_birthday_clap","0","0.2"
"","2","","26224","","93","","26224060","","",""
"","1","","26224","","131","","26224061","","",""
"0","vo_wac_26224","","26224","","21","","26224062","vo_wac_26224_000","0",""
"1","101411","0.5","26224","1","11","0","26224063","哇，這個蛋糕好奢華啊，\n嗯……他們準備了蛋糕等著，\n然後再叫我過來……根據我的推理，\n這、這是為了我嗎？","10","0"
"","0","","26224","","91","","26224064","","",""
"","101411","","26224","","3","","26224065","wac_birthday_idle_normal","1","0.2"
"","101711","","26224","","3","","26224066","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_26224","","26224","","21","","26224067","vo_wac_26224_001","0",""
"1","101711","0.5","26224","1","11","0","26224068","沒錯，今天是霞的生日～♪\n不愧是名偵探呢～！\n我們趕快來唱歌跳舞\n慶生吧～♪","10","0"
"","0","","26224","","91","","26224069","","",""
"","101711","","26224","","3","","26224070","wac_birthday_idle_kyapi","1","0.2"
"","101011","","26224","","3","","26224071","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_26224","","26224","","21","","26224072","vo_wac_26224_002","0",""
"1","101011","0.5","26224","1","11","0","26224073","就是啊♪\n大家一起跳舞慶祝吧♪\n王子先生也為了妳\n一起幫忙準備喔♪","10","0"
"","26224073","","26224","","91","","26224074","","",""
"","101011","","26224","","3","","26224075","wac_birthday_idle_wish","1","0.2"
"","104311","","26224","","3","","26224076","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_26224","","26224","","21","","26224077","vo_wac_26224_003","0",""
"1","104311","0.5","26224","1","11","0","26224078","生日快樂，霞！\n是說公主妳真的要跳舞嗎？\n這樣的話霞也一起跳吧！\n大家一起跳比較開心♪","10","0"
"","0","","26224","","91","","26224079","","",""
"","101411","","26224","","3","","26224080","wac_birthday_talk_normal","1","0.2"
"","104311","","26224","","3","","26224081","wac_birthday_idle_normal","1","0.2"
"0","vo_wac_26224","","26224","","21","","26224082","vo_wac_26224_004","0",""
"1","101411","0.5","26224","1","11","0","26224083","不、不用那麼著急吧……！\n原來助手先生也來了啊？\n你竟然特地來替我慶生，\n我……嗯，我很開心喔。","10","0"
"","0","","26224","","91","","26224084","","",""
"","0","","26224","","22","","26224085","","",""
"","bgm_M321","","26234","","25","","26234001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","26234","-70","1","0","26234002","109411","250","2"
"230","1","wac_birthday_idle_smile","26234","-270","1","1","26234003","109211","256","2"
"410","1","wac_birthday_idle_kyapi","26234","-310","1","1","26234004","109311","257","2"
"","109411","","26234","","13","","26234005","300","",""
"","109211","","26234","","13","","26234006","300","",""
"","109311","","26234","","13","","26234007","300","",""
"0","601","","26234","1","31","","26234008","601","0","1"
"0","602","","26234","1","31","","26234009","602","0","0"
"0","603","","26234","1","31","","26234010","603","0","0"
"60","604","","26234","1","31","","26234011","604","30","1"
"0","614","","26234","1","31","","26234012","614","0","1"
"0","700","","26234","1","31","","26234013","700","0","0"
"0","701","","26234","1","31","","26234014","701","0","0"
"0","702","","26234","1","31","","26234015","702","0","0"
"0","800","","26234","1","31","","26234016","800","0","0"
"60","944","","26234","1","31","","26234017","944","30","1"
"","1","","26234","","93","","26234018","","",""
"wac_birthday_reaction_03","109311","","26234","1","3","0.2","26234019","wac_birthday_reaction_02","0","0.2"
"","0.1","","26234","","93","","26234020","","",""
"wac_birthday_reaction_04","109211","","26234","1","3","0.2","26234021","wac_birthday_reaction_01","0","0.2"
"","0.3","","26234","","93","","26234022","","",""
"","109411","","26234","","3","","26234023","wac_birthday_run_01","1","0.2"
"3","109411","","26234","","2","","26234024","0","-70",""
"","2.5","","26234","","93","","26234025","","",""
"","602","","26234","","32","","26234026","1","",""
"","0.6","","26234","","93","","26234027","","",""
"","601","","26234","","32","","26234028","0","",""
"","614","","26234","","32","","26234029","0","",""
"","604","","26234","","32","","26234030","0","",""
"","701","","26234","","32","","26234031","1","",""
"0.01","944","","26234","","33","","26234032","0","0",""
