7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"93","","","40074","","","","","0","1400740001","0"
"24","","","40074","","","","","0.2","1400740002","se_travel_top_ziz_wing"
"32","","","40074","","","","","0","1400740003","400790"
"23","","","40074","","","0","","se_travel_top_ziz_panic","1400740004","se_travel_top"
"32","","","40074","","","","","1","1400740005","400724"
"3","","","40074","","0.2","0","","travel_topdrama_r_4007_fall1","1400740006","1000001"
"3","","","40074","","0.2","0","","fall","1400740007","9"
"3","","","40074","","0.2","0","","fall","1400740008","16"
"93","","","40074","","","","","0","1400740009","1.8"
"23","","","40074","","","0","","se_travel_top_ziz_cry","1400740010","se_travel_top"
"23","","","40074","","","0","","se_travel_top_ziz_fall","1400740011","se_travel_top"
"93","","","40074","","","","","0","1400740012","1"
"32","","","40074","","","","","1","1400740013","400740"
"93","","","40074","","","","","0","1400740014","0.2"
"3","","","40074","","0","0","","travel_topdrama_r_4007_fall2","1400740015","1000001"
"2","","0.01","40074","","","-180","","-200","1400740016","1000001"
"3","","","40074","","0","0","","disappear","1400740017","9"
"3","","","40074","","0","0","","disappear","1400740018","16"
"32","","","40074","","","","","0","1400740019","400702"
"32","","","40074","","","","","1","1400740020","400704"
"32","","","40074","","","","","1","1400740021","400705"
"32","","","40074","","","","","0","1400740022","400724"
"32","","","40074","","","","","1","1400740023","400750"
"32","","","40074","","","","","1","1400740024","400751"
"32","","","40074","","","","","1","1400740025","400754"
"93","","","40074","","","","","0","1400740026","0.3"
"23","","","40074","","","0","","se_travel_top_ziz_drop2","1400740027","se_travel_top"
"93","","","40074","","","","","0","1400740028","0.3"
"32","","","40074","","","","","1","1400740029","400741"
"32","","","40074","","","","","1","1400740030","400742"
"32","","","40074","","","","","1","1400740031","400752"
"3","","","40074","","0.2","0","","travel_topdrama_r_4007_fall3","1400740032","1000001"
"93","","","40074","","","","","0","1400740033","0.3"
"23","","","40074","","","0","","se_travel_top_ziz_drop3","1400740034","se_travel_top"
"93","","","40074","","","","","0","1400740035","0.6"
"23","","","40074","","","0","","se_travel_top_ziz_look_around","1400740036","se_travel_top"
"91","","","40074","","","","","","1400740037","1400740032"
"3","","","40074","","0","0","","travel_topdrama_r_4007_fall4_hit","1400740038","1000001"
"93","","","40074","","","","","0","1400740039","0.5"
"23","","","40074","","","0","","se_travel_top_ziz_joy2","1400740040","se_travel_top"
"12","","0","40074","0","","0.5","","10","1400740041","1000001"
"93","","","40074","","","","","0","1400740042","1.5"
"111","","","40074","","","","","","1400740043",""
"91","","","40074","","","","","","1400740044","0"
"93","","","40075","","","","","0","1400750001","0"
"24","","","40075","","","","","0.2","1400750002","se_travel_top_ziz_wing"
"32","","","40075","","","","","0","1400750003","400790"
"93","","","40075","","","","","0","1400750004","1"
"23","","","40075","","","0","","se_travel_top_ziz_passaway","1400750005","se_travel_top"
"3","","","40075","","0.2","0","","travel_topdrama_r_4007_grab_move","1400750006","1000001"
"3","","","40075","","0.2","0","","grab_move","1400750007","9"
"3","","","40075","","0.2","0","","grab_move","1400750008","16"
"93","","","40075","","","","","0","1400750009","1.5"
"23","","","40075","","","0","","se_travel_top_ziz_cry_pass","1400750010","se_travel_top"
"2","","0.01","40075","","","-270","","0","1400750011","1000001"
"2","","0.01","40075","","","-270","","0","1400750012","9"
"2","","0.01","40075","","","-270","","0","1400750013","16"
"32","","","40075","","","","","0","1400750014","400702"
"32","","","40075","","","","","1","1400750015","400703"
"32","","","40075","","","","","1","1400750016","400781"
"93","","","40075","","","","","0","1400750017","0.1"
"3","","","40075","","0","0","","travel_topdrama_r_4007_put","1400750018","1000001"
"3","","","40075","","0","0","","put","1400750019","9"
"3","","","40075","","0","0","","put","1400750020","16"
"93","","","40075","","","","","0","1400750021","1.3"
"23","","","40075","","","0","","se_travel_top_ziz_drop1","1400750022","se_travel_top"
"32","","","40075","","","","","1","1400750023","400730"
"93","","","40075","","","","","0","1400750024","1"
"23","","","40075","","","0","","se_travel_top_ziz_dizzy","1400750025","se_travel_top"
"93","","","40075","","","","","0","1400750026","1.2"
"23","","","40075","","","0","","se_travel_top_ziz_joy1","1400750027","se_travel_top"
"93","","","40075","","","","","0","1400750028","0.3"
"12","","0","40075","0","","0.01","","7","1400750029","1000001"
"93","","","40075","","","","","0","1400750030","1"
"111","","","40075","","","","","","1400750031",""
"91","","","40075","","","","","","1400750032","0"
"5","run","0","40091","-75","0.35","60","1","400991","1400910001","18"
"5","run2","-67","40091","-38","0.35","58","1","400992","1400910002","18"
"5","run3","47","40091","-16","0.35","56","1","400993","1400910003","18"
"31","","-75","40091","0.35","1","0","","400915","1400910004","400915"
"5","rare","0","40091","-90","1","110","0","0","1400910005","0"
"91","","","40091","","","","","0","1400910006","0"
"3","","","40091","","0","0","0","run","1400910007","400991"
"3","","","40091","","0","0","0","run2","1400910008","400992"
"3","","","40091","","0","0","0","run3","1400910009","400993"
"91","","","40091","","","","","0","1400910010","0"
"101","","8.72","40091","0","","100","","100","1400910011","1400910007"
"3","","","40091","","0","1","0","run","1400910012","400991"
"3","","","40091","","0","1","0","run2","1400910013","400992"
"3","","","40091","","0","1","0","run3","1400910014","400993"
"91","","","40091","","","","","0","1400910015","0"
"1","travel_topdrama_r_4009_run","-1000","40092","-177","1.46","51","0","1000001","1400920001","1"
"5","empty","-1000","40092","-330","0.8","60","1","400991","1400920002","18"
"5","empty","-1000","40092","-320","0.8","58","1","400992","1400920003","18"
"5","empty","-1000","40092","-280","0.8","56","1","400993","1400920004","18"
"5","travel_topdrama_r_4000_empty","-250","40092","-92","1.46","53","0","400999","1400920005","17"
"31","","-147","40092","1","1","-1000","","400904","1400920006","400904"
"31","","-330","40092","1","0","-1000","","400951","1400920007","400912"
"31","","-320","40092","1","0","-1000","","400952","1400920008","400912"
"31","","-280","40092","1","0","-1000","","400953","1400920009","400912"
"31","","18","40092","1","1","-990","","400905","1400920010","400905"
"31","","0","40092","1","1","0","","400900","1400920011","400900"
"31","","0","40092","1","1","0","","400901","1400920012","400901"
"31","","0","40092","1","1","0","","400902","1400920013","400902"
"31","","0","40092","1","0","0","","400990","1400920014","400990"
"31","","0","40092","1","1","0","","400009","1400920015","400009"
"91","","","40092","","","","","","1400920016","0"
"23","","","40092","","","0","","se_travel_top_flock_foot1","1400920017","se_travel_top"
"93","","","40092","","","","","0","1400920018","0.3"
"3","","","40092","0","0.2","1","","travel_topdrama_r_4009_run","1400920019","1000001"
"2","","2","40092","0","","-177","","0","1400920020","1000001"
"33","","2","40092","0","","18","","-50","1400920021","400905"
"33","","2","40092","0","","-147","","0","1400920022","400904"
"93","","","40092","","","","","0","1400920023","0.7"
"23","","","40092","","","0","","se_travel_top_flock_rumble","1400920024","se_travel_top"
"122","","","40092","","","3","","7","1400920025","3.5"
"91","","","40092","","","","","","1400920026","1400920020"
"3","","","40092","0","0.2","1","","travel_topdrama_r_4009_lookAround","1400920027","1000001"
"93","","","40092","","","","","0","1400920028","1.2"
"32","","","40092","","","","","1","1400920029","400990"
"103","","","40092","","","","","1400920032","1400920030","躲在樹蔭下"
"103","","","40092","","","","","1400920034","1400920031","躲在岩石後"
"102","","","40092","","","","","0","1400920032","1"
"101","","","40092","","","","","","1400920033","1400920036"
"102","","","40092","","","","","0","1400920034","2"
"101","","","40092","","","","","","1400920035","1400920036"
"91","","","40092","","","","","","1400920036","0"
"93","","","40093","","","","","","1400930001","0.1"
"32","","","40093","","","","","0","1400930002","400990"
"5","empty","-1000","40093","-150","0.75","53","1","400994","1400930003","18"
"5","empty","-1000","40093","-160","0.75","53","1","400995","1400930004","18"
"31","","-150","40093","1","0","-1000","","400954","1400930005","400911"
"31","","-160","40093","1","0","-1000","","400955","1400930006","400911"
"31","","-177","40093","1","0","0","","400906","1400930007","400906"
"31","","103","40093","1","0","-173","","400908","1400930008","400908"
"31","","0","40093","1","0","0","","400916","1400930009","400916"
"31","","0","40093","1","1","0","","400903","1400930010","400903"
"93","","","40093","","","","","0","1400930011","0.01"
"32","","","40093","","","","","0","1400930012","400902"
"23","","","40093","","","0","","se_travel_top_flock_hide1","1400930013","se_travel_top"
"3","","","40093","0","0","0","0","travel_topdrama_r_4009_hide_tree","1400930014","1000001"
"32","","","40093","","","","","1","1400930015","400906"
"93","","","40093","","","","","0","1400930016","0.45"
"3","","","40093","","0","0","","travel_topdrama_r_4009_scared_tree","1400930017","1000001"
"2","","0","40093","0","","-92","","-250","1400930018","1000001"
"93","","","40093","","","","","0","1400930019","0.5"
"23","","","40093","","","0","","se_travel_top_flock_pass_away","1400930020","se_travel_top"
"122","","","40093","","","4.6","","20","1400930021","10"
"3","","","40093","","0","1","","run","1400930022","400991"
"2","","3","40093","0","","-330","","1500","1400930023","400991"
"32","","","40093","","","","","1","1400930024","400951"
"33","","3","40093","0","","-330","","1500","1400930025","400951"
"93","","","40093","","","","","0","1400930026","0.4"
"3","","","40093","","0","1","","run","1400930027","400994"
"2","","2.7","40093","0","","-150","","1500","1400930028","400994"
"32","","","40093","","","","","1","1400930029","400954"
"33","","2.7","40093","0","","-150","","1500","1400930030","400954"
"93","","","40093","","","","","0","1400930031","0.2"
"3","","","40093","","0","1","","run","1400930032","400993"
"2","","3","40093","0","","-280","","1500","1400930033","400993"
"32","","","40093","","","","","1","1400930034","400953"
"33","","3","40093","0","","-280","","1500","1400930035","400953"
"93","","","40093","","","","","0","1400930036","0.4"
"3","","","40093","","0","1","","run","1400930037","400995"
"2","","3","40093","0","","-160","","1500","1400930038","400995"
"32","","","40093","","","","","1","1400930039","400955"
"33","","3","40093","0","","-160","","1500","1400930040","400955"
"93","","","40093","","","","","0","1400930041","0.5"
"3","","","40093","","0","1","","run","1400930042","400992"
"2","","2.4","40093","0","","-320","","1500","1400930043","400992"
"32","","","40093","","","","","1","1400930044","400952"
"33","","2.4","40093","0","","-320","","1500","1400930045","400952"
"93","","","40093","","","","","","1400930046","1.6"
"93","","","40093","","","","","0","1400930047","0.7"
"3","","","40093","","0","0","","travel_topdrama_r_4009_relief_tree","1400930048","1000001"
"3","","","40093","","0","0","","travel_topdrama_r_4009_relief_tree","1400930049","400999"
"32","","","40093","","","","","1","1400930050","400916"
"93","","","40093","","","","","0","1400930051","0.3"
"23","","","40093","","","0","","se_travel_top_flock_relief","1400930052","se_travel_top"
"93","","","40093","","","","","0","1400930053","0.66"
"32","","","40093","","","","","1","1400930054","400908"
"93","","","40093","","","","","0","1400930055","0.2"
"23","","","40093","","","0","","se_travel_top_flock_drop_goldenbox1","1400930056","se_travel_top"
"23","","","40093","","","0","","se_travel_top_flock_surprise","1400930057","se_travel_top"
"93","","","40093","","","","","0","1400930058","1"
"23","","","40093","","","0","","se_travel_top_flock_emote_note","1400930059","se_travel_top"
"91","","","40093","","","","","0","1400930060","1400930049"
"111","","","40093","","","","","","1400930061",""
"91","","","40093","","","","","0","1400930062","0"
"93","","","40094","","","","","","1400940001","0.1"
"32","","","40094","","","","","0","1400940002","400990"
"5","empty","-1000","40094","-150","0.75","53","1","400994","1400940003","18"
"5","empty","-1000","40094","-160","0.75","53","1","400995","1400940004","18"
"31","","-150","40094","1","0","-1000","","400954","1400940005","400911"
"31","","-160","40094","1","0","-1000","","400955","1400940006","400911"
"31","","-177","40094","1","0","0","","400906","1400940007","400906"
"31","","103","40094","1","0","-173","","400908","1400940008","400908"
"31","","0","40094","1","0","0","","400917","1400940009","400917"
"31","","0","40094","1","1","0","","400903","1400940010","400903"
"93","","","40094","","","","","0","1400940011","0.01"
"32","","","40094","","","","","0","1400940012","400902"
"23","","","40094","","","0","","se_travel_top_flock_hide1","1400940013","se_travel_top"
"3","","","40094","0","0","0","0","travel_topdrama_r_4009_hide_tree","1400940014","1000001"
"32","","","40094","","","","","1","1400940015","400906"
"93","","","40094","","","","","0","1400940016","0.45"
"3","","","40094","","0","0","","travel_topdrama_r_4009_scared_tree","1400940017","1000001"
"2","","0","40094","0","","-92","","-250","1400940018","1000001"
"93","","","40094","","","","","0","1400940019","0.5"
"23","","","40094","","","0","","se_travel_top_flock_pass_away","1400940020","se_travel_top"
"122","","","40094","","","4.6","","20","1400940021","10"
"3","","","40094","","0","1","","run","1400940022","400991"
"2","","3","40094","0","","-330","","1500","1400940023","400991"
"32","","","40094","","","","","1","1400940024","400951"
"33","","3","40094","0","","-330","","1500","1400940025","400951"
"93","","","40094","","","","","0","1400940026","0.4"
"3","","","40094","","0","1","","run","1400940027","400994"
"2","","2.7","40094","0","","-150","","1500","1400940028","400994"
"32","","","40094","","","","","1","1400940029","400954"
"33","","2.7","40094","0","","-150","","1500","1400940030","400954"
"93","","","40094","","","","","0","1400940031","0.2"
"3","","","40094","","0","1","","run","1400940032","400993"
