89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","0.1","0.1","17_akino_pause_loop","917","1","17_akino_pause_in","3","19170032","3","0"
"","0.1","","","917","","cmn_boat_idle","3","19170033","2","1"
"","","","","917","","0","93","19170034","2",""
"","0.3","0.1","17_akino_shock_loop","917","1","17_akino_shock_in","3","19170035","126711","0"
"","","","","917","","empty","3","19170036","3","0"
"","0.3","","","917","","cmn_boat_idle","3","19170037","2","1"
"","","","0","917","","vo_fpc_21703","21","19170038","vo_fpc",""
"0.5","0","0","1","917","0","是、是這樣嗎！？\n真是個盲點啊───！","11","19170039","126711","8"
"","","","","917","","","91","19170040","0",""
"","","","","917","","0","93","19170041","0.5",""
"","","","5.29411764705882","917","","900","2","19170042","126711","-180"
"","","","5.29411764705882","917","","900","2","19170043","2","-180"
"","","","5.29411764705882","917","","900","33","19170044","126711","-180"
"","","","","917","","0","93","19170045","2.7",""
"","0.1","0.1","cmn_walk","917","1","17_saren_turn","3","19170046","110311","0"
"","","","2.64705882352941","917","","750","2","19170047","110311","-15"
"","","","","917","","","91","19170048","19170042",""
"","","","","917","","","91","19170049","19170047",""
"18_misato_backWalk","1.75","0","-850","918","-180","113511","1","19180001","1","22"
"18_io_flutterKick","1.75","0","-1010","918","-180","110111","1","19180002","1","23"
"","0","","-180","918","1","41","31","19180003","14","-850"
"","0","","-180","918","1","11","31","19180004","2","50"
"","0","","-180","918","1","42","31","19180005","14","-110"
"","1","","-180","918","1","12","31","19180006","123","-1010"
"","","","","918","","se_fpc_water_random","23","19180007","se_10053800","1"
"","","","","918","","0","91","19180008","19180006",""
"","","","6.61764705882353","918","12","50","2","19180009","113511","-180"
"","","","6.61764705882353","918","12","50","33","19180010","41","-180"
"","","","6.61764705882353","918","12","-110","2","19180011","110111","-180"
"","","","6.61764705882353","918","12","-110","33","19180012","12","-180"
"","","","","918","","","91","19180013","19180009",""
"","0.2","","","918","","18_misato_backWalkIdle","3","19180014","113511","1"
"","","","0","918","","vo_fpc_21800","21","19180015","vo_fpc",""
"0.5","0","0","1","918","0","伊緒老師，就是這樣。\n踢水踢得很棒喔～♪","11","19180016","113511","8"
"","","","","918","","","91","19180017","0",""
"","","","","918","","0","93","19180018","0.5",""
"","","","0","918","","vo_fpc_21801","21","19180019","vo_fpc",""
"0.5","0","0","1","918","0","是、是的！嘿咻、嘿咻……\n對不起，難得來到泳池\n還讓妳陪我練習……","11","19180020","110111","7"
"","","","","918","","","91","19180021","0",""
"","","","","918","","0","93","19180022","0.5",""
"","","","0","918","","vo_fpc_21802","21","19180023","vo_fpc",""
"0.5","0","0","1","918","0","沒關係的。\n因為老師永遠是努力的孩子的夥伴唷♪","11","19180024","113511","9"
"","","","","918","","","91","19180025","0",""
"","","","","918","","0","93","19180026","0.5",""
"","","","","918","","0","32","19180027","12",""
"","","","","918","","1","32","19180028","42",""
"","","","","918","","1","32","19180029","41",""
"","0.1","0.1","18_misato_idle_loop","918","1","18_misato_idle_in","3","19180030","113511","0"
"","0.1","0.1","18_io_stopSwim_loop","918","1","18_io_stopSwim_in","3","19180031","110111","0"
"","","","0","918","","vo_fpc_21803","21","19180032","vo_fpc",""
"0.5","0","0","1","918","0","但是，我也是老師，\n明明應該要去教導人才對……","11","19180033","110111","8"
"","","","","918","","","91","19180034","0",""
"","","","","918","","0","93","19180035","0.5",""
"","0.1","0.1","18_misato_talk_loop","918","1","18_misato_talk_in","3","19180036","113511","0"
"","","","0","918","","vo_fpc_21804","21","19180037","vo_fpc",""
"0.5","0","0","1","918","0","我認為這種即便從現在開始\n也要學習什麼的經驗，\n一定會對教導孩子們\n有幫助的。","11","19180038","113511","8"
"","","","","918","","","91","19180039","0",""
"","","","","918","","0","93","19180040","0.5",""
"","","","0","918","","vo_fpc_21805","21","19180041","vo_fpc",""
"0.5","0","0","1","918","0","而且……\n學生也有各式各樣的孩子，\n所以有各種老師在不是很好嗎？","11","19180042","113511","8"
"","","","","918","","","91","19180043","0",""
"","","","","918","","0","93","19180044","0.5",""
"","0.1","0.1","18_io_guts_loop","918","1","18_io_guts_in","3","19180045","110111","0"
"","","","0","918","","vo_fpc_21806","21","19180046","vo_fpc",""
"0.5","0","0","1","918","0","美里老師……\n我會加油的！\n不管是教課，還是游泳……","11","19180047","110111","10"
"","","","","918","","","91","19180048","0",""
"","","","","918","","0","93","19180049","0.5",""
"","0.1","0.1","18_io_flutterKick2_loop","918","1","18_io_flutterKick2_in","3","19180050","110111","0"
"","","","1.8552036199095","918","","300","2","19180051","110111","-180"
"","","","1.8552036199095","918","","300","33","19180052","42","-180"
"","","","1.8552036199095","918","","300","33","19180053","12","-180"
"","","","","918","","0","32","19180054","42",""
"","","","","918","","1","32","19180055","12",""
"","","","","918","","0","93","19180056","1",""
"","0.1","0.1","18_misato_talk2_loop","918","1","18_misato_talk2_in","3","19180057","113511","0"
"","","","","918","","","91","19180058","19180051",""
"","","","3.23529411764706","918","","850","2","19180059","110111","-180"
"","","","3.23529411764706","918","","850","33","19180060","42","-180"
"","","","3.23529411764706","918","","850","33","19180061","12","-180"
"","","","","918","","1","32","19180062","42",""
"","","","","918","","0","32","19180063","12",""
"","0.1","0.1","18_misato_surprise_loop","918","1","18_misato_surprise_in","3","19180064","113511","0"
"","0.1","0.1","18_io_accident_loop","918","1","18_io_accident_in","3","19180065","110111","0"
"","","","0","918","","vo_fpc_21807","21","19180066","vo_fpc",""
"0.5","0","0","1","918","0","呀！我的泳裝！","11","19180067","110111","10"
"","","","","918","","","91","19180068","0",""
"","","","","918","","0","93","19180069","0.5",""
"","","","0","918","","vo_fpc_21808","21","19180070","vo_fpc",""
"0.5","0","0","1","918","0","伊緒老師！？\n哎呀哎呀～！","11","19180071","113511","9"
"","","","","918","","","91","19180072","0",""
"","","","","918","","0","93","19180073","0.5",""
"","0","0.1","cmn_swm_breastStroke","918","1","18_misato_breastStroke_in","3","19180074","113511","0"
"","","","","918","","0","32","19180075","41",""
"","","","","918","","1","32","19180076","11",""
"","","","3.61990950226244","918","","850","2","19180077","113511","-180"
"","","","3.61990950226244","918","","850","33","19180078","11","-180"
"","","","","918","","","91","19180079","19180059",""
"","","","","918","","","91","19180080","19180077",""
"19_nozomi_float","1.75","0","-850","919","-180","117211","1","19190001","1","22"
"19_suzuna_float","1.75","0","-1150","919","-180","110011","1","19190002","1","22"
"19_tsumugi_search","1.4875","0","-750","919","-15","117411","1","19190003","1","12"
"","1","","-180","919","1","61","31","19190004","6","-820"
"","1","","-180","919","1","1211","31","19190005","121","-850"
"","0","","-180","919","1","1221","31","19190006","122","150"
"","1","","-180","919","1","62","31","19190007","6","-1150"
"","1","","-180","919","1","1212","31","19190008","121","-1180"
"","0","","-180","919","1","1222","31","19190009","122","-180"
"","","","","919","","45","13","19190010","117211",""
"","","","","919","","45","13","19190011","110011",""
"","","","","919","","45","13","19190012","117411",""
"","","","","919","","se_fpc_water_random","23","19190013","se_10053800","1"
"","","","","919","","49","13","19190014","117411",""
"","","","","919","","0","91","19190015","19190012",""
"","","","9.92647058823529","919","","330","2","19190016","117411","-15"
"","","","","919","","0","93","19190017","3.5",""
"","","","0","919","","vo_fpc_21900","21","19190018","vo_fpc",""
"0.5","0","0","1","919","0","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","11","19190019","117411","10"
"","","","","919","","","91","19190020","0",""
"","","","","919","","0","93","19190021","0.5",""
"","","","","919","","","91","19190022","19190016",""
"","0.1","","","919","","19_nozomi_float","3","19190023","117211","1"
"","0.1","0.1","19_tsumugi_notice_loop","919","1","19_tsumugi_notice_in","3","19190024","117411","0"
"","","","","919","","0","93","19190025","0.2",""
"","","","0","919","","vo_fpc_21901","21","19190026","vo_fpc",""
"0.5","0","0","1","919","0","哎呀？那是……上游有什麼\n發光的東西……","11","19190027","117411","9"
"","","","","919","","","91","19190028","0",""
"","","","","919","","0","93","19190029","0.5",""
"","","","7.35294117647059","919","12","150","2","19190030","117211","-180"
"","","","7.35294117647059","919","12","180","33","19190031","61","-180"
"","","","7.35294117647059","919","12","150","33","19190032","1211","-180"
"","","","7.35294117647059","919","12","-150","2","19190033","110011","-180"
"","","","7.35294117647059","919","12","-150","33","19190034","62","-180"
"","","","7.35294117647059","919","12","-180","33","19190035","1212","-180"
"","","","","919","","0","93","19190036","2",""
"","0.1","0.1","19_tsumugi_dazzled_loop","919","1","19_tsumugi_dazzled_in","3","19190037","117411","0"
"","","","","919","","","91","19190038","19190030",""
"","","","0","919","","vo_fpc_21902","21","19190039","vo_fpc",""
"0.5","-30","0","1","919","0","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","11","19190040","117211","6"
"","","","","919","","","91","19190041","0",""
"","","","","919","","0","93","19190042","0.5",""
"","","","0","919","","vo_fpc_21903","21","19190043","vo_fpc",""
"0.5","0","0","1","919","0","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","11","19190044","110011","10"
"","","","","919","","","91","19190045","0",""
"","","","","919","","0","93","19190046","0.5",""
"","","","0","919","","vo_fpc_21904","21","19190047","vo_fpc",""
"0.5","0","0","1","919","0","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","11","19190048","117411","8"
"","","","","919","","","91","19190049","0",""
"","","","","919","","0","93","19190050","0.5",""
"","","","0","919","","150","33","19190051","61","-180"
"","","","0","919","","120","33","19190052","1211","-180"
"","","","","919","","1","4","19190053","117211",""
"","","0.1","19_nozomi_float","919","1","19_nozomi_notice_float","3","19190054","117211","0"
"","","","0","919","","vo_fpc_21905","21","19190055","vo_fpc",""
"0.5","-30","0","1","919","0","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","11","19190056","117211","8"
"","","","","919","","","91","19190057","0",""
"","","","","919","","0","93","19190058","0.5",""
"","","","0","919","","vo_fpc_21906","21","19190059","vo_fpc",""
"0.5","0","0","1","919","0","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","11","19190060","110011","7"
"","","","","919","","","91","19190061","0",""
"","","","","919","","0","93","19190062","0.5",""
"","","","0","919","","180","33","19190063","61","-180"
"","","","0","919","","150","33","19190064","1211","-180"
"","","","","919","","0","4","19190065","117211",""
"","","0.1","19_nozomi_float","919","1","19_nozomi_notice_float","3","19190066","117211","0"
"","","","0","919","","vo_fpc_21907","21","19190067","vo_fpc",""
"0.5","-30","0","1","919","0","我也不能輸呢♪\n必須要更加更加閃耀才行！","11","19190068","117211","8"
"","","","","919","","","91","19190069","0",""
"","","","","919","","0","93","19190070","0.5",""
"","0.1","0.1","19_nozomi_pose_loop","919","1","19_nozomi_pose_in","3","19190071","117211","0"
"","","","","919","","1","32","19190072","1221",""
"","","","","919","","0","32","19190073","1211",""
"","","","","919","","0","93","19190074","1.5",""
"","","","0","919","","vo_fpc_21908","21","19190075","vo_fpc",""
"0.5","0","0","1","919","0","人家也要繼續嗨囉──！\n嗯～哈──！！","11","19190076","110011","9"
"","","","","919","","","91","19190077","0",""
"","","","","919","","0","93","19190078","0.5",""
"","0.1","0.1","19_suzuna_pose_loop","919","1","19_suzuna_pose_in","3","19190079","110011","0"
"","","","","919","","1","32","19190080","1222",""
"","","","","919","","0","32","19190081","1212",""
"","","","","919","","0","93","19190082","1.5",""
"","","","7.35294117647059","919","","1150","2","19190083","117211","-180"
"","","","7.35294117647059","919","","1180","33","19190084","61","-180"
"","","","7.35294117647059","919","","1150","33","19190085","1221","-180"
"","","","7.35294117647059","919","","850","2","19190086","110011","-180"
"","","","7.35294117647059","919","","850","33","19190087","62","-180"
"","","","7.35294117647059","919","","820","33","19190088","1222","-180"
"","","","0","919","","vo_fpc_21909","21","19190089","vo_fpc",""
"0.5","0","0","1","919","0","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","11","19190090","117411","7"
"","","","","919","","","91","19190091","0",""
"","","","","919","","0","93","19190092","0.5",""
"","","","","919","","","91","19190093","19190083",""
"","0.1","0.1","19_tsumugi_run_loop","919","1","19_tsumugi_run_in","3","19190094","117411","0"
"","","","","919","","0","93","19190095","0.3",""
"","","","1.46188652975983","919","","750","2","19190096","117411","-15"
"","","","","919","","","91","19190097","19190096",""
"20_kasumi_walk","1.4875","0","-750","920","-15","115711","1","19200001","1","22"
"20_kasumi_walk","1.4875","0","-750","920","-15","3","5","19200002","3","23"
"","","","","920","","se_fpc_water_random","23","19200003","se_10053800","1"
"","","","","920","","","91","19200004","19200002",""
"","","","4.41176470588235","920","0","0","2","19200005","115711","-15"
"","","","4.41176470588235","920","0","0","2","19200006","3","-15"
"","","","","920","","","91","19200007","0",""
"","0.3","","","920","","20_kasumi_talk","3","19200008","115711","1"
"","0.3","","","920","","20_kasumi_talk","3","19200009","3","1"
"","","","0","920","","vo_fpc_22000","21","19200010","vo_fpc","0"
"0.5","0","0","1","920","0","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","11","19200011","115711","8"
"","","","","920","","","91","19200012","0",""
"","","","","920","","0","93","19200013","0.5",""
"","0.2","0","20_kasumi_cool_surprise","920","1","20_kasumi_cool_in","3","19200014","115711","0"
"","0.2","0","20_kasumi_cool_loop","920","1","20_kasumi_cool_in","3","19200015","3","0"
"","","","0","920","","vo_fpc_22001","21","19200016","vo_fpc","0"
"0.5","0","0","1","920","0","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","11","19200017","115711","8"
"","","","","920","","","91","19200018","0",""
"","","","","920","","0","93","19200019","0.5",""
"","","","0","920","","vo_fpc_22002","21","19200020","vo_fpc","0"
