62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"117211","","919","7.35294117647059","","-180","19190030","150","2","12",""
"61","","919","7.35294117647059","","-180","19190031","180","33","12",""
"1211","","919","7.35294117647059","","-180","19190032","150","33","12",""
"110011","","919","7.35294117647059","","-180","19190033","-150","2","12",""
"62","","919","7.35294117647059","","-180","19190034","-150","33","12",""
"1212","","919","7.35294117647059","","-180","19190035","-180","33","12",""
"2","","919","","","","19190036","0","93","",""
"117411","0.1","919","19_tsumugi_dazzled_loop","","0","19190037","19_tsumugi_dazzled_in","3","1","0.1"
"19190030","","919","","","","19190038","","91","",""
"vo_fpc","","919","0","","","19190039","vo_fpc_21902","21","",""
"117211","-30","919","1","0.5","6","19190040","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","11","0","0"
"0","","919","","","","19190041","","91","",""
"0.5","","919","","","","19190042","0","93","",""
"vo_fpc","","919","0","","","19190043","vo_fpc_21903","21","",""
"110011","0","919","1","0.5","10","19190044","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","11","0","0"
"0","","919","","","","19190045","","91","",""
"0.5","","919","","","","19190046","0","93","",""
"vo_fpc","","919","0","","","19190047","vo_fpc_21904","21","",""
"117411","0","919","1","0.5","8","19190048","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","11","0","0"
"0","","919","","","","19190049","","91","",""
"0.5","","919","","","","19190050","0","93","",""
"61","","919","0","","-180","19190051","150","33","",""
"1211","","919","0","","-180","19190052","120","33","",""
"117211","","919","","","","19190053","1","4","",""
"117211","","919","19_nozomi_float","","0","19190054","19_nozomi_notice_float","3","1","0.1"
"vo_fpc","","919","0","","","19190055","vo_fpc_21905","21","",""
"117211","-30","919","1","0.5","8","19190056","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","11","0","0"
"0","","919","","","","19190057","","91","",""
"0.5","","919","","","","19190058","0","93","",""
"vo_fpc","","919","0","","","19190059","vo_fpc_21906","21","",""
"110011","0","919","1","0.5","7","19190060","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","11","0","0"
"0","","919","","","","19190061","","91","",""
"0.5","","919","","","","19190062","0","93","",""
"61","","919","0","","-180","19190063","180","33","",""
"1211","","919","0","","-180","19190064","150","33","",""
"117211","","919","","","","19190065","0","4","",""
"117211","","919","19_nozomi_float","","0","19190066","19_nozomi_notice_float","3","1","0.1"
"vo_fpc","","919","0","","","19190067","vo_fpc_21907","21","",""
"117211","-30","919","1","0.5","8","19190068","我也不能輸呢♪\n必須要更加更加閃耀才行！","11","0","0"
"0","","919","","","","19190069","","91","",""
"0.5","","919","","","","19190070","0","93","",""
"117211","0.1","919","19_nozomi_pose_loop","","0","19190071","19_nozomi_pose_in","3","1","0.1"
"1221","","919","","","","19190072","1","32","",""
"1211","","919","","","","19190073","0","32","",""
"1.5","","919","","","","19190074","0","93","",""
"vo_fpc","","919","0","","","19190075","vo_fpc_21908","21","",""
"110011","0","919","1","0.5","9","19190076","人家也要繼續嗨囉──！\n嗯～哈──！！","11","0","0"
"0","","919","","","","19190077","","91","",""
"0.5","","919","","","","19190078","0","93","",""
"110011","0.1","919","19_suzuna_pose_loop","","0","19190079","19_suzuna_pose_in","3","1","0.1"
"1222","","919","","","","19190080","1","32","",""
"1212","","919","","","","19190081","0","32","",""
"1.5","","919","","","","19190082","0","93","",""
"117211","","919","7.35294117647059","","-180","19190083","1150","2","",""
"61","","919","7.35294117647059","","-180","19190084","1180","33","",""
"1221","","919","7.35294117647059","","-180","19190085","1150","33","",""
"110011","","919","7.35294117647059","","-180","19190086","850","2","",""
"62","","919","7.35294117647059","","-180","19190087","850","33","",""
"1222","","919","7.35294117647059","","-180","19190088","820","33","",""
"vo_fpc","","919","0","","","19190089","vo_fpc_21909","21","",""
"117411","0","919","1","0.5","7","19190090","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","11","0","0"
"0","","919","","","","19190091","","91","",""
"0.5","","919","","","","19190092","0","93","",""
"19190083","","919","","","","19190093","","91","",""
"117411","0.1","919","19_tsumugi_run_loop","","0","19190094","19_tsumugi_run_in","3","1","0.1"
"0.3","","919","","","","19190095","0","93","",""
"117411","","919","1.46188652975983","","-15","19190096","750","2","",""
"19190096","","919","","","","19190097","","91","",""
"1","1.4875","920","-750","20_kasumi_walk","22","19200001","115711","1","-15","0"
"3","1.4875","920","-750","20_kasumi_walk","23","19200002","3","5","-15","0"
"se_10053800","","920","","","1","19200003","se_fpc_water_random","23","",""
"19200002","","920","","","","19200004","","91","",""
"115711","","920","4.41176470588235","","-15","19200005","0","2","0",""
"3","","920","4.41176470588235","","-15","19200006","0","2","0",""
"0","","920","","","","19200007","","91","",""
"115711","0.3","920","","","1","19200008","20_kasumi_talk","3","",""
"3","0.3","920","","","1","19200009","20_kasumi_talk","3","",""
"vo_fpc","","920","0","","0","19200010","vo_fpc_22000","21","",""
"115711","0","920","1","0.5","8","19200011","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","11","0","0"
"0","","920","","","","19200012","","91","",""
"0.5","","920","","","","19200013","0","93","",""
"115711","0.2","920","20_kasumi_cool_surprise","","0","19200014","20_kasumi_cool_in","3","1","0"
"3","0.2","920","20_kasumi_cool_loop","","0","19200015","20_kasumi_cool_in","3","1","0"
"vo_fpc","","920","0","","0","19200016","vo_fpc_22001","21","",""
"115711","0","920","1","0.5","8","19200017","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","11","0","0"
"0","","920","","","","19200018","","91","",""
"0.5","","920","","","","19200019","0","93","",""
"vo_fpc","","920","0","","0","19200020","vo_fpc_22002","21","",""
"115711","0","920","1","0.5","10","19200021","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","11","0","0"
"0","","920","","","","19200022","","91","",""
"0.5","","920","","","","19200023","0","93","",""
"115711","0.2","920","20_kasumi_cool_anger","","0","19200024","20_kasumi_cool_anger_in","3","1","0"
"3","0.2","920","20_kasumi_cool_loop","","0","19200025","20_kasumi_cool_anger_in","3","1","0"
"vo_fpc","","920","0","","0","19200026","vo_fpc_22003","21","",""
"115711","0","920","1","0.5","9","19200027","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","11","0","0"
"0","","920","","","","19200028","","91","",""
"0.5","","920","","","","19200029","0","93","",""
"115711","0.1","920","20_kasumi_approach_loop","","0","19200030","20_kasumi_approach_in","3","1","0"
"3","0.1","920","20_kasumi_approach_loop","","0","19200031","20_kasumi_approach_in","3","1","0"
"vo_fpc","","920","0","","0","19200032","vo_fpc_22004","21","",""
"115711","0","920","1","0.5","9","19200033","從以上的情報中能夠進行\n犯罪側寫的犯人是……","11","0","0"
"0","","920","","","","19200034","","91","",""
"0.5","","920","","","","19200035","0","93","",""
"115711","0.1","920","20_kasumi_doya_loop","","0","19200036","20_kasumi_doya_in","3","1","0"
"3","0.1","920","20_kasumi_doya_loop","","0","19200037","20_kasumi_doya_in","3","1","0"
"vo_fpc","","920","0","","0","19200038","vo_fpc_22005","21","",""
"115711","0","920","1","0.5","8","19200039","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","11","0","0"
"0","","920","","","","19200040","","91","",""
"0.5","","920","","","","19200041","0","93","",""
"vo_fpc","","920","0","","0","19200042","vo_fpc_22006","21","",""
"115711","0","920","1","0.5","8","19200043","一個人吃光也不會心痛，\n以自我為中心的精神結構……","11","0","0"
"0","","920","","","","19200044","","91","",""
"0.5","","920","","","","19200045","0","93","",""
"115711","0.2","920","","","1","19200046","20_kasumi_thinking","3","",""
"3","0.2","920","","","1","19200047","20_kasumi_thinking","3","",""
"vo_fpc","","920","0","","0","19200048","vo_fpc_22007","21","",""
"115711","0","920","1","0.5","7","19200049","究竟那樣的人物\n是真實存在的嗎……","11","0","0"
"0","","920","","","","19200050","","91","",""
"0.5","","920","","","","19200051","0","93","",""
"115711","0.2","920","","","1","19200052","20_kasumi_walk","3","",""
"3","0.2","920","","","1","19200053","20_kasumi_walk","3","",""
"115711","","920","4.41176470588235","","-15","19200054","750","2","0",""
"3","","920","4.41176470588235","","-15","19200055","750","2","0",""
"0","","920","","","","19200056","","91","",""
"1","1.4875","921","-750","20_kasumi_walk","22","19210001","115711","1","-15","0"
"3","1.4875","921","-750","20_kasumi_walk","23","19210002","3","5","-15","0"
"se_10053800","","921","","","1","19210003","se_fpc_water_random","23","",""
"19210002","","921","","","","19210004","","91","",""
"115711","","921","4.41176470588235","","-15","19210005","0","2","0",""
"3","","921","4.41176470588235","","-15","19210006","0","2","0",""
"0","","921","","","","19210007","","91","",""
"115711","0.3","921","","","1","19210008","20_kasumi_talk","3","",""
"3","0.3","921","","","1","19210009","20_kasumi_talk","3","",""
"vo_fpc","","921","0","","0","19210010","vo_fpc_22100","21","",""
"115711","0","921","1","0.5","8","19210011","名偵探霞的墨丘利度假村事件簿\n「美食街‧所有料理消失事件」","11","0","0"
"0","","921","","","","19210012","","91","",""
"0.5","","921","","","","19210013","0","93","",""
"115711","0.2","921","20_kasumi_cool_surprise","","0","19210014","20_kasumi_cool_in","3","1","0"
"3","0.2","921","20_kasumi_cool_loop","","0","19210015","20_kasumi_cool_in","3","1","0"
"vo_fpc","","921","0","","0","19210016","vo_fpc_22101","21","",""
"115711","0","921","1","0.5","8","19210017","預定要在美食街提供的大量料理，\n不知何時全部消失……","11","0","0"
"0","","921","","","","19210018","","91","",""
"0.5","","921","","","","19210019","0","93","",""
"115711","0.2","921","20_kasumi_cool_anger","","0","19210020","20_kasumi_cool_anger_in","3","1","0"
"3","0.2","921","20_kasumi_cool_loop","","0","19210021","20_kasumi_cool_anger_in","3","1","0"
"vo_fpc","","921","0","","0","19210022","vo_fpc_22102","21","",""
"115711","0","921","1","0.5","7","19210023","這次事件的不可思議之處，\n在於目擊者們全都閉口不談。","11","0","0"
"0","","921","","","","19210024","","91","",""
"0.5","","921","","","","19210025","0","93","",""
"vo_fpc","","921","0","","0","19210026","vo_fpc_22103","21","",""
"115711","0","921","1","0.5","9","19210027","就算說到「尤絲」、「公主」等等，\n大家也都別開視線並離去……","11","0","0"
"0","","921","","","","19210028","","91","",""
"0.5","","921","","","","19210029","0","93","",""
"115711","0.1","921","20_kasumi_approach_loop","","0","19210030","20_kasumi_approach_in","3","1","0"
"3","0.1","921","20_kasumi_approach_loop","","0","19210031","20_kasumi_approach_in","3","1","0"
"vo_fpc","","921","0","","0","19210032","vo_fpc_22104","21","",""
"115711","0","921","1","0.5","8","19210033","彷彿存在著某種擁有巨大力量的\n黑暗掌權者集團一樣。","11","0","0"
"0","","921","","","","19210034","","91","",""
"0.5","","921","","","","19210035","0","93","",""
"115711","0.2","921","20_kasumi_arm_crossed_loop","","0","19210036","20_kasumi_arm_crossed_in","3","1","0"
"3","0.2","921","20_kasumi_arm_crossed_loop","","0","19210037","20_kasumi_arm_crossed_in","3","1","0"
"vo_fpc","","921","0","","0","19210038","vo_fpc_22105","21","",""
"115711","0","921","1","0.5","8","19210039","不，那種陰謀論很荒唐吧。\n偵探要追求的只有真實。","11","0","0"
"0","","921","","","","19210040","","91","",""
"0.5","","921","","","","19210041","0","93","",""
"115711","0.2","921","","","1","19210042","20_kasumi_doya_loop","3","",""
"3","0.2","921","","","1","19210043","20_kasumi_doya_loop","3","",""
"vo_fpc","","921","0","","0","19210044","vo_fpc_22106","21","",""
"115711","0","921","1","0.5","6","19210045","有意思的是，\n費用似乎都有如數付清。","11","0","0"
"0","","921","","","","19210046","","91","",""
"0.5","","921","","","","19210047","0","93","",""
"115711","0.2","921","","","1","19210048","20_kasumi_thinking_ExBlink","3","",""
"3","0.2","921","","","1","19210049","20_kasumi_thinking_ExBlink","3","",""
"vo_fpc","","921","0","","0","19210050","vo_fpc_22107","21","",""
"115711","0","921","1","0.5","8","19210051","還真是個規矩的犯人呢。不過，\n尤絲、公主……究竟是什麼人？","11","0","0"
"0","","921","","","","19210052","","91","",""
"0.5","","921","","","","19210053","0","93","",""
"115711","0.2","921","","","1","19210054","20_kasumi_thinking","3","",""
"3","0.2","921","","","1","19210055","20_kasumi_thinking","3","",""
"vo_fpc","","921","0","","0","19210056","vo_fpc_22108","21","",""
"115711","0","921","1","0.5","7","19210057","究竟那樣的人物\n是真實存在的嗎……","11","0","0"
"0","","921","","","","19210058","","91","",""
"0.5","","921","","","","19210059","0","93","",""
"115711","0.2","921","","","1","19210060","20_kasumi_walk","3","",""
"3","0.2","921","","","1","19210061","20_kasumi_walk","3","",""
"115711","","921","4.41176470588235","","-15","19210062","750","2","0",""
"3","","921","4.41176470588235","","-15","19210063","750","2","0",""
"0","","921","","","","19210064","","91","",""
"1","1.4875","922","-750","20_kasumi_walk","22","19220001","115711","1","-15","0"
"3","1.4875","922","-750","20_kasumi_walk","23","19220002","3","5","-15","0"
"se_10053800","","922","","","1","19220003","se_fpc_water_random","23","",""
"19220002","","922","","","","19220004","","91","",""
"115711","","922","4.41176470588235","","-15","19220005","0","2","0",""
"3","","922","4.41176470588235","","-15","19220006","0","2","0",""
"0","","922","","","","19220007","","91","",""
"115711","0.3","922","","","1","19220008","20_kasumi_talk","3","",""
"3","0.3","922","","","1","19220009","20_kasumi_talk","3","",""
"vo_fpc","","922","0","","0","19220010","vo_fpc_22200","21","",""
"115711","0","922","1","0.5","7","19220011","名偵探霞的墨丘利度假村事件簿\n「分身事件」","11","0","0"
"0","","922","","","","19220012","","91","",""
"0.5","","922","","","","19220013","0","93","",""
"115711","0.2","922","20_kasumi_cool_surprise","","0","19220014","20_kasumi_cool_in","3","1","0"
"3","0.2","922","20_kasumi_cool_loop","","0","19220015","20_kasumi_cool_in","3","1","0"
"vo_fpc","","922","0","","0","19220016","vo_fpc_22201","21","",""
"115711","0","922","1","0.5","10","19220017","在這個墨丘利度假村中，\n現在正流傳著不可思議的傳聞。","11","0","0"
