53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"918","19180062","","","","","42","32","","1",""
"918","19180063","","","","","12","32","","0",""
"918","19180064","18_misato_surprise_loop","","0.1","1","113511","3","0","18_misato_surprise_in","0.1"
"918","19180065","18_io_accident_loop","","0.1","1","110111","3","0","18_io_accident_in","0.1"
"918","19180066","0","","","","vo_fpc","21","","vo_fpc_21807",""
"918","19180067","1","0.5","0","0","110111","11","10","呀！我的泳裝！","0"
"918","19180068","","","","","0","91","","",""
"918","19180069","","","","","0.5","93","","0",""
"918","19180070","0","","","","vo_fpc","21","","vo_fpc_21808",""
"918","19180071","1","0.5","0","0","113511","11","9","伊緒老師！？\n哎呀哎呀～！","0"
"918","19180072","","","","","0","91","","",""
"918","19180073","","","","","0.5","93","","0",""
"918","19180074","cmn_swm_breastStroke","","0","1","113511","3","0","18_misato_breastStroke_in","0.1"
"918","19180075","","","","","41","32","","0",""
"918","19180076","","","","","11","32","","1",""
"918","19180077","3.61990950226244","","","","113511","2","-180","850",""
"918","19180078","3.61990950226244","","","","11","33","-180","850",""
"918","19180079","","","","","19180059","91","","",""
"918","19180080","","","","","19180077","91","","",""
"919","19190001","-850","19_nozomi_float","1.75","-180","1","1","22","117211","0"
"919","19190002","-1150","19_suzuna_float","1.75","-180","1","1","22","110011","0"
"919","19190003","-750","19_tsumugi_search","1.4875","-15","1","1","12","117411","0"
"919","19190004","-180","","1","1","6","31","-820","61",""
"919","19190005","-180","","1","1","121","31","-850","1211",""
"919","19190006","-180","","0","1","122","31","150","1221",""
"919","19190007","-180","","1","1","6","31","-1150","62",""
"919","19190008","-180","","1","1","121","31","-1180","1212",""
"919","19190009","-180","","0","1","122","31","-180","1222",""
"919","19190010","","","","","117211","13","","45",""
"919","19190011","","","","","110011","13","","45",""
"919","19190012","","","","","117411","13","","45",""
"919","19190013","","","","","se_10053800","23","1","se_fpc_water_random",""
"919","19190014","","","","","117411","13","","49",""
"919","19190015","","","","","19190012","91","","0",""
"919","19190016","9.92647058823529","","","","117411","2","-15","330",""
"919","19190017","","","","","3.5","93","","0",""
"919","19190018","0","","","","vo_fpc","21","","vo_fpc_21900",""
"919","19190019","1","0.5","0","0","117411","11","10","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","0"
"919","19190020","","","","","0","91","","",""
"919","19190021","","","","","0.5","93","","0",""
"919","19190022","","","","","19190016","91","","",""
"919","19190023","","","0.1","","117211","3","1","19_nozomi_float",""
"919","19190024","19_tsumugi_notice_loop","","0.1","1","117411","3","0","19_tsumugi_notice_in","0.1"
"919","19190025","","","","","0.2","93","","0",""
"919","19190026","0","","","","vo_fpc","21","","vo_fpc_21901",""
"919","19190027","1","0.5","0","0","117411","11","9","哎呀？那是……上游有什麼\n發光的東西……","0"
"919","19190028","","","","","0","91","","",""
"919","19190029","","","","","0.5","93","","0",""
"919","19190030","7.35294117647059","","","12","117211","2","-180","150",""
"919","19190031","7.35294117647059","","","12","61","33","-180","180",""
"919","19190032","7.35294117647059","","","12","1211","33","-180","150",""
"919","19190033","7.35294117647059","","","12","110011","2","-180","-150",""
"919","19190034","7.35294117647059","","","12","62","33","-180","-150",""
"919","19190035","7.35294117647059","","","12","1212","33","-180","-180",""
"919","19190036","","","","","2","93","","0",""
"919","19190037","19_tsumugi_dazzled_loop","","0.1","1","117411","3","0","19_tsumugi_dazzled_in","0.1"
"919","19190038","","","","","19190030","91","","",""
"919","19190039","0","","","","vo_fpc","21","","vo_fpc_21902",""
"919","19190040","1","0.5","-30","0","117211","11","6","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","0"
"919","19190041","","","","","0","91","","",""
"919","19190042","","","","","0.5","93","","0",""
"919","19190043","0","","","","vo_fpc","21","","vo_fpc_21903",""
"919","19190044","1","0.5","0","0","110011","11","10","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","0"
"919","19190045","","","","","0","91","","",""
"919","19190046","","","","","0.5","93","","0",""
"919","19190047","0","","","","vo_fpc","21","","vo_fpc_21904",""
"919","19190048","1","0.5","0","0","117411","11","8","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","0"
"919","19190049","","","","","0","91","","",""
"919","19190050","","","","","0.5","93","","0",""
"919","19190051","0","","","","61","33","-180","150",""
"919","19190052","0","","","","1211","33","-180","120",""
"919","19190053","","","","","117211","4","","1",""
"919","19190054","19_nozomi_float","","","1","117211","3","0","19_nozomi_notice_float","0.1"
"919","19190055","0","","","","vo_fpc","21","","vo_fpc_21905",""
"919","19190056","1","0.5","-30","0","117211","11","8","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","0"
"919","19190057","","","","","0","91","","",""
"919","19190058","","","","","0.5","93","","0",""
"919","19190059","0","","","","vo_fpc","21","","vo_fpc_21906",""
"919","19190060","1","0.5","0","0","110011","11","7","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","0"
"919","19190061","","","","","0","91","","",""
"919","19190062","","","","","0.5","93","","0",""
"919","19190063","0","","","","61","33","-180","180",""
"919","19190064","0","","","","1211","33","-180","150",""
"919","19190065","","","","","117211","4","","0",""
"919","19190066","19_nozomi_float","","","1","117211","3","0","19_nozomi_notice_float","0.1"
"919","19190067","0","","","","vo_fpc","21","","vo_fpc_21907",""
"919","19190068","1","0.5","-30","0","117211","11","8","我也不能輸呢♪\n必須要更加更加閃耀才行！","0"
"919","19190069","","","","","0","91","","",""
"919","19190070","","","","","0.5","93","","0",""
"919","19190071","19_nozomi_pose_loop","","0.1","1","117211","3","0","19_nozomi_pose_in","0.1"
"919","19190072","","","","","1221","32","","1",""
"919","19190073","","","","","1211","32","","0",""
"919","19190074","","","","","1.5","93","","0",""
"919","19190075","0","","","","vo_fpc","21","","vo_fpc_21908",""
"919","19190076","1","0.5","0","0","110011","11","9","人家也要繼續嗨囉──！\n嗯～哈──！！","0"
"919","19190077","","","","","0","91","","",""
"919","19190078","","","","","0.5","93","","0",""
"919","19190079","19_suzuna_pose_loop","","0.1","1","110011","3","0","19_suzuna_pose_in","0.1"
"919","19190080","","","","","1222","32","","1",""
"919","19190081","","","","","1212","32","","0",""
"919","19190082","","","","","1.5","93","","0",""
"919","19190083","7.35294117647059","","","","117211","2","-180","1150",""
"919","19190084","7.35294117647059","","","","61","33","-180","1180",""
"919","19190085","7.35294117647059","","","","1221","33","-180","1150",""
"919","19190086","7.35294117647059","","","","110011","2","-180","850",""
"919","19190087","7.35294117647059","","","","62","33","-180","850",""
"919","19190088","7.35294117647059","","","","1222","33","-180","820",""
"919","19190089","0","","","","vo_fpc","21","","vo_fpc_21909",""
"919","19190090","1","0.5","0","0","117411","11","7","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","0"
"919","19190091","","","","","0","91","","",""
"919","19190092","","","","","0.5","93","","0",""
"919","19190093","","","","","19190083","91","","",""
"919","19190094","19_tsumugi_run_loop","","0.1","1","117411","3","0","19_tsumugi_run_in","0.1"
"919","19190095","","","","","0.3","93","","0",""
"919","19190096","1.46188652975983","","","","117411","2","-15","750",""
"919","19190097","","","","","19190096","91","","",""
"920","19200001","-750","20_kasumi_walk","1.4875","-15","1","1","22","115711","0"
"920","19200002","-750","20_kasumi_walk","1.4875","-15","3","5","23","3","0"
"920","19200003","","","","","se_10053800","23","1","se_fpc_water_random",""
"920","19200004","","","","","19200002","91","","",""
"920","19200005","4.41176470588235","","","0","115711","2","-15","0",""
"920","19200006","4.41176470588235","","","0","3","2","-15","0",""
"920","19200007","","","","","0","91","","",""
"920","19200008","","","0.3","","115711","3","1","20_kasumi_talk",""
"920","19200009","","","0.3","","3","3","1","20_kasumi_talk",""
"920","19200010","0","","","","vo_fpc","21","0","vo_fpc_22000",""
"920","19200011","1","0.5","0","0","115711","11","8","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","0"
"920","19200012","","","","","0","91","","",""
"920","19200013","","","","","0.5","93","","0",""
"920","19200014","20_kasumi_cool_surprise","","0.2","1","115711","3","0","20_kasumi_cool_in","0"
"920","19200015","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_in","0"
"920","19200016","0","","","","vo_fpc","21","0","vo_fpc_22001",""
"920","19200017","1","0.5","0","0","115711","11","8","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","0"
"920","19200018","","","","","0","91","","",""
"920","19200019","","","","","0.5","93","","0",""
"920","19200020","0","","","","vo_fpc","21","0","vo_fpc_22002",""
"920","19200021","1","0.5","0","0","115711","11","10","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","0"
"920","19200022","","","","","0","91","","",""
"920","19200023","","","","","0.5","93","","0",""
"920","19200024","20_kasumi_cool_anger","","0.2","1","115711","3","0","20_kasumi_cool_anger_in","0"
"920","19200025","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_anger_in","0"
"920","19200026","0","","","","vo_fpc","21","0","vo_fpc_22003",""
"920","19200027","1","0.5","0","0","115711","11","9","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","0"
"920","19200028","","","","","0","91","","",""
"920","19200029","","","","","0.5","93","","0",""
"920","19200030","20_kasumi_approach_loop","","0.1","1","115711","3","0","20_kasumi_approach_in","0"
"920","19200031","20_kasumi_approach_loop","","0.1","1","3","3","0","20_kasumi_approach_in","0"
"920","19200032","0","","","","vo_fpc","21","0","vo_fpc_22004",""
"920","19200033","1","0.5","0","0","115711","11","9","從以上的情報中能夠進行\n犯罪側寫的犯人是……","0"
"920","19200034","","","","","0","91","","",""
"920","19200035","","","","","0.5","93","","0",""
"920","19200036","20_kasumi_doya_loop","","0.1","1","115711","3","0","20_kasumi_doya_in","0"
"920","19200037","20_kasumi_doya_loop","","0.1","1","3","3","0","20_kasumi_doya_in","0"
"920","19200038","0","","","","vo_fpc","21","0","vo_fpc_22005",""
"920","19200039","1","0.5","0","0","115711","11","8","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","0"
"920","19200040","","","","","0","91","","",""
"920","19200041","","","","","0.5","93","","0",""
"920","19200042","0","","","","vo_fpc","21","0","vo_fpc_22006",""
"920","19200043","1","0.5","0","0","115711","11","8","一個人吃光也不會心痛，\n以自我為中心的精神結構……","0"
"920","19200044","","","","","0","91","","",""
"920","19200045","","","","","0.5","93","","0",""
"920","19200046","","","0.2","","115711","3","1","20_kasumi_thinking",""
"920","19200047","","","0.2","","3","3","1","20_kasumi_thinking",""
"920","19200048","0","","","","vo_fpc","21","0","vo_fpc_22007",""
"920","19200049","1","0.5","0","0","115711","11","7","究竟那樣的人物\n是真實存在的嗎……","0"
"920","19200050","","","","","0","91","","",""
"920","19200051","","","","","0.5","93","","0",""
"920","19200052","","","0.2","","115711","3","1","20_kasumi_walk",""
"920","19200053","","","0.2","","3","3","1","20_kasumi_walk",""
"920","19200054","4.41176470588235","","","0","115711","2","-15","750",""
"920","19200055","4.41176470588235","","","0","3","2","-15","750",""
"920","19200056","","","","","0","91","","",""
"921","19210001","-750","20_kasumi_walk","1.4875","-15","1","1","22","115711","0"
"921","19210002","-750","20_kasumi_walk","1.4875","-15","3","5","23","3","0"
"921","19210003","","","","","se_10053800","23","1","se_fpc_water_random",""
"921","19210004","","","","","19210002","91","","",""
"921","19210005","4.41176470588235","","","0","115711","2","-15","0",""
"921","19210006","4.41176470588235","","","0","3","2","-15","0",""
"921","19210007","","","","","0","91","","",""
"921","19210008","","","0.3","","115711","3","1","20_kasumi_talk",""
"921","19210009","","","0.3","","3","3","1","20_kasumi_talk",""
"921","19210010","0","","","","vo_fpc","21","0","vo_fpc_22100",""
"921","19210011","1","0.5","0","0","115711","11","8","名偵探霞的墨丘利度假村事件簿\n「美食街‧所有料理消失事件」","0"
"921","19210012","","","","","0","91","","",""
"921","19210013","","","","","0.5","93","","0",""
"921","19210014","20_kasumi_cool_surprise","","0.2","1","115711","3","0","20_kasumi_cool_in","0"
"921","19210015","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_in","0"
"921","19210016","0","","","","vo_fpc","21","0","vo_fpc_22101",""
"921","19210017","1","0.5","0","0","115711","11","8","預定要在美食街提供的大量料理，\n不知何時全部消失……","0"
"921","19210018","","","","","0","91","","",""
"921","19210019","","","","","0.5","93","","0",""
"921","19210020","20_kasumi_cool_anger","","0.2","1","115711","3","0","20_kasumi_cool_anger_in","0"
"921","19210021","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_anger_in","0"
"921","19210022","0","","","","vo_fpc","21","0","vo_fpc_22102",""
"921","19210023","1","0.5","0","0","115711","11","7","這次事件的不可思議之處，\n在於目擊者們全都閉口不談。","0"
"921","19210024","","","","","0","91","","",""
"921","19210025","","","","","0.5","93","","0",""
"921","19210026","0","","","","vo_fpc","21","0","vo_fpc_22103",""
"921","19210027","1","0.5","0","0","115711","11","9","就算說到「尤絲」、「公主」等等，\n大家也都別開視線並離去……","0"
"921","19210028","","","","","0","91","","",""
"921","19210029","","","","","0.5","93","","0",""
"921","19210030","20_kasumi_approach_loop","","0.1","1","115711","3","0","20_kasumi_approach_in","0"
"921","19210031","20_kasumi_approach_loop","","0.1","1","3","3","0","20_kasumi_approach_in","0"
"921","19210032","0","","","","vo_fpc","21","0","vo_fpc_22104",""
"921","19210033","1","0.5","0","0","115711","11","8","彷彿存在著某種擁有巨大力量的\n黑暗掌權者集團一樣。","0"
"921","19210034","","","","","0","91","","",""
"921","19210035","","","","","0.5","93","","0",""
"921","19210036","20_kasumi_arm_crossed_loop","","0.2","1","115711","3","0","20_kasumi_arm_crossed_in","0"
