46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"","","1007411","","","","","101","","1007411109","1007411075"
"","1","1007411","","","mhp_sit_idle_memory","","3","0.2","117631","1007411076"
"","1","1007411","","","mhp_sit_talk_thinking","","3","0.2","104431","1007411077"
"","0","1007411","","0","vo_mhp_5111","","21","","vo_mhp_1007411","1007411078"
"0","4","1007411","0","1","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","0.5","11","0","104431","1007411079"
"","","1007411","","","","","91","","0","1007411080"
"","1","1007411","","","mhp_sit_idle_thinking","","3","0.2","104431","1007411081"
"1","0","1007411","0.2","mhp_idle_normal","mhp_sit_out","","3","0.2","117631","1007411082"
"","","1007411","","","","","93","","1","1007411083"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","117631","1007411084"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","11","1007411085"
"","0","1007411","","0","vo_mhp_5112","","21","","vo_mhp_1007411","1007411086"
"0","4","1007411","0","1","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","0.5","11","0","117631","1007411087"
"","","1007411","","","1","","93","","7","1007411088"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","117631","1007411089"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","11","1007411090"
"","","1007411","","","","","91","","1007411087","1007411091"
"","","1007411","","","","","101","","1007411109","1007411092"
"","1","1007411","","","mhp_sit_idle_memory","","3","0.2","117631","1007411093"
"","1","1007411","","","mhp_sit_talk_anger2","","3","0.2","104431","1007411094"
"","0","1007411","","0","vo_mhp_5113","","21","","vo_mhp_1007411","1007411095"
"0","5","1007411","0","1","護、護理師在講什麼啊？\n不，說到底，妳真的是護理師嗎？\n雖然由妾身來說也很奇怪，\n但妳有不少可疑的地方喔！","0.5","11","0","104431","1007411096"
"","","1007411","","","","","91","","0","1007411097"
"","1","1007411","","","mhp_sit_idle_anger2","","3","0.2","104431","1007411098"
"1","0","1007411","0.2","mhp_idle_normal","mhp_sit_out","","3","0.2","117631","1007411099"
"","","1007411","","","","","93","","1","1007411100"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","117631","1007411101"
"1","0","1007411","0.2","mhp_yuki_idle","mhp_yuki_pose","","3","0.2","11","1007411102"
"","0","1007411","","0","vo_mhp_5114","","21","","vo_mhp_1007411","1007411103"
"0","4","1007411","0","1","沒事的沒事的，\n只要全都交給我就沒問題囉。\n這正是我大展身手的時候呢♪","0.5","11","0","117631","1007411104"
"","","1007411","","","1","","93","","3.5","1007411105"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","117631","1007411106"
"1","0","1007411","0.2","mhp_yuki_idle_2","mhp_yuki_pose_2","","3","0.2","11","1007411107"
"","","1007411","","","","","91","","1007411104","1007411108"
"","","1007411","","","","","91","","0","1007411109"
"1","0","1007411","0.2","mhp_sit_idle","mhp_sit_in","","3","0","117631","1007411110"
"","1","1007411","","","NoItem","","3","0","11","1007411111"
"","1","1007411","","","mhp_sit_talk_worry","","3","0.2","104431","1007411112"
"","0","1007411","","0","vo_mhp_5115","","21","","vo_mhp_1007411","1007411113"
"0","5","1007411","0","1","喂、喂，妳是這傢伙的主人吧？\n交給她沒問題嗎？","0.5","11","0","104431","1007411114"
"","","1007411","","","","","91","","0","1007411115"
"","1","1007411","","","mhp_sit_idle_sad","","3","0.2","104431","1007411116"
"","1","1007411","","","mhp_sit_talk_normal","","3","0.2","117531","1007411117"
"","0","1007411","","0","vo_mhp_5116","","21","","vo_mhp_1007411","1007411118"
"0","5","1007411","0","1","以這方面來說，\n雪是比我更加適合的人選喔。\n因為我好像幫不上什麼忙，\n或許也可以試著交給她呢♪","0.5","11","","117531","1007411119"
"","","1007411","","","","","91","","0","1007411120"
"","","1007411","","","0.5","","22","","0","1007411121"
"","","1007411","","","","","93","","0.5","1007411122"
"","1","1007411","","","mhp_sit_idle","","3","0.2","117531","1007411123"
"1","0","1007411","0.2","mhp_idle_sad","mhp_sit_out_sad","","3","0.2","104431","1007411124"
"","","1007411","","","","","93","","0.5","1007411125"
"","2","1007411","0","","1","","12","0","104431","1007411126"
"","","1007411","","","","","93","","0.5","1007411127"
"","1","1007411","","","mhp_walk_sad","","3","0.2","104431","1007411128"
"","","1007411","","","1","","4","","104431","1007411129"
"0","-220","1007411","","5","-1000","","2","","104431","1007411130"
"","","1007411","","","0","","93","","4.1","1007411131"
"","","1007411","","","0","","91","","0","1007411132"
"-240","100","1007412","0","-1000","104431","mhp_idle_normal","1","1.7","1","1007412001"
"-220","104","1007412","1","185","117631","mhp_sit_idle","1","1.7","1","1007412002"
"-200","100","1007412","1","365","117531","mhp_sit_idle","1","1.7","1","1007412003"
"0.85","-240","1007412","","-154","1","","31","1","1","1007412004"
"1","173","1007412","","-237","120","","31","0","24","1007412005"
"1","0","1007412","","160","130","","31","0","30","1007412006"
"1","0","1007412","","0","111","","31","0","11","1007412007"
"-220","110","1007412","0","-200","11","NoItem","5","1.7","1","1007412008"
"-220","105","1007412","0","-200","12","NoItem","5","1.7","1","1007412009"
"-220","110","1007412","1","185","21","NoItem","5","1.7","1","1007412010"
"-220","105","1007412","1","185","22","NoItem","5","1.7","1","1007412011"
"1","1","1007412","0","1","1","","6","0","11","1007412012"
"0","1","1007412","0","1","1","","6","0","12","1007412013"
"0","1","1007412","0","1","1","","6","0","21","1007412014"
"0","1","1007412","0","1","1","","6","0","22","1007412015"
"","","1007412","","","0","","91","","0","1007412016"
"","1","1007412","","","mhp_sit_talk_normal","","3","0.2","117531","1007412017"
"","0","1007412","","0","vo_mhp_5201","","21","","vo_mhp_1007412","1007412018"
"0","6","1007412","0","0","伊莉亞，請進～","0.5","11","0","117531","1007412019"
"","","1007412","","","","","91","","0","1007412020"
"","1","1007412","","","mhp_sit_idle","","3","0.2","117531","1007412021"
"","1","1007412","","","mhp_walk","","3","0.2","104431","1007412022"
"0","-220","1007412","","4","-200","","2","","104431","1007412023"
"","","1007412","","","","","91","","0","1007412024"
"","0","1007412","","","mhp_sit_in","","3","0.2","104431","1007412025"
"","","1007412","","","","","91","","0","1007412026"
"","1","1007412","","","mhp_sit_idle","","3","0.2","104431","1007412027"
"","","1007412","","","0","","93","","1","1007412028"
"","1","1007412","","","mhp_sit_talk_wish2","","3","0.2","104431","1007412029"
"","0","1007412","","0","vo_mhp_5202","","21","","vo_mhp_1007412","1007412030"
"0","5","1007412","0","1","唔，唔嗯。今天也要拜託妳了。","0.5","11","0","104431","1007412031"
"","","1007412","","","","","91","","0","1007412032"
"","1","1007412","","","mhp_sit_idle","","3","0.2","104431","1007412033"
"","1","1007412","","","mhp_sit_talk_normal","","3","0.2","117631","1007412034"
"","0","1007412","","0","vo_mhp_5203","","21","","vo_mhp_1007412","1007412035"
"0","3","1007412","0","1","那我們馬上開始吧。\n先試著挑逗地靠近！","0.5","11","0","117631","1007412036"
"","","1007412","","","","","91","","0","1007412037"
"","1","1007412","","","mhp_sit_idle","","3","0.2","117631","1007412038"
"1","0","1007412","0","mhp_ilya_approach_loop","mhp_ilya_approach_in","","3","0.2","104431","1007412039"
"1","0","1007412","0","mhp_ilya_approach_loop","NoItem","","3","0.2","11","1007412040"
"","0","1007412","","0","vo_mhp_5204","","21","","vo_mhp_1007412","1007412041"
"0","5","1007412","0","1","呵呵，妳在緊張嗎？\n真是個可愛的傢伙啊……","1","11","0","104431","1007412042"
"","","1007412","","","","","91","","0","1007412043"
"","1","1007412","","","mhp_sit_talk_joy1","","3","0.2","117631","1007412044"
"","0","1007412","","0","vo_mhp_5205","","21","","vo_mhp_1007412","1007412045"
"0","6","1007412","0","1","不錯喔不錯喔，伊莉亞小姐♪\n這次換成抬眼望著對方！","0.5","11","0","117631","1007412046"
"","","1007412","","","","","91","","0","1007412047"
"","1","1007412","","","mhp_sit_idle_joy1","","3","0.2","117631","1007412048"
"1","0","1007412","0","mhp_ilya_uwame_loop","mhp_ilya_uwame_in","","3","0.2","104431","1007412049"
"1","0","1007412","0","mhp_ilya_uwame_loop","mhp_ilya_uwame_in","","3","0.2","11","1007412050"
"","0","1007412","","0","vo_mhp_5206","","21","","vo_mhp_1007412","1007412051"
"0","3","1007412","0","1","妳啊……\n可別移開視線喔？","1","11","0","104431","1007412052"
"","","1007412","","","","","91","","0","1007412053"
"","1","1007412","","","mhp_sit_talk_joy1","","3","0.2","117631","1007412054"
"","0","1007412","","0","vo_mhp_5207","","21","","vo_mhp_1007412","1007412055"
"0","6","1007412","0","1","嗯～好故意！但就是這樣才好♪\n接下來就用小惡魔般的舉止逼近看看！","0.5","11","0","117631","1007412056"
"","","1007412","","","","","91","","0","1007412057"
"","1","1007412","","","mhp_sit_idle_joy1","","3","0.2","117631","1007412058"
"1","0","1007412","0","mhp_ilya_koakuma_loop","mhp_ilya_koakuma_in","","3","0.2","104431","1007412059"
"1","0","1007412","0","NoItem","mhp_ilya_koakuma_in","","3","0.2","11","1007412060"
"","0","1007412","","0","vo_mhp_5208","","21","","vo_mhp_1007412","1007412061"
"0","4","1007412","0","1","希望妳能只看著妾身……","1","11","0","104431","1007412062"
"","","1007412","","","","","91","","0","1007412063"
"","1","1007412","","","mhp_sit_talk_joy2","","3","0.2","117631","1007412064"
"","0","1007412","","0","vo_mhp_5209","","21","","vo_mhp_1007412","1007412065"
"0","7","1007412","0","1","Excellent！\n最後就用壁咚一舉拿下吧！","0.5","11","0","117631","1007412066"
"","","1007412","","","0","","91","","0","1007412067"
"","1","1007412","","","mhp_sit_idle_joy2","","3","0.2","117631","1007412068"
"1","0","1007412","0","mhp_ilya_kabedon_loop","mhp_ilya_kabedon_in","","3","0.2","104431","1007412069"
"","0","1007412","","0","vo_mhp_5210","","21","","vo_mhp_1007412","1007412070"
"0","4","1007412","0","1","成為妾身的人吧……","1","11","0","104431","1007412071"
"","","1007412","","","","","91","","0","1007412072"
"","","1007412","","","","","93","","1","1007412073"
"","1","1007412","","","mhp_sit_talk_memory","","3","0.2","117631","1007412074"
"","0","1007412","","0","vo_mhp_5211","","21","","vo_mhp_1007412","1007412075"
"0","5","1007412","0","1","很完美喔，伊莉亞小姐♪\n現在的伊莉亞小姐是可愛的墮天使！\n所有人都會被妳攻陷的，\n馬上去對那個人表現一下吧！","0.5","11","0","117631","1007412076"
"","","1007412","","","","","91","","0","1007412077"
"","1","1007412","","","mhp_sit_idle","","3","0.2","117631","1007412078"
"","1","1007412","","","mhp_talk_memory","","3","0.2","104431","1007412079"
"","0","1007412","","0","vo_mhp_5212","","21","","vo_mhp_1007412","1007412080"
"0","5","1007412","0","1","呵，呵呵，就對這傢伙這麼做……\n對那傢伙……\n呃，怎麼可能辦得到啊──！！","0.5","11","0","104431","1007412081"
"","","1007412","","","1","","93","","8","1007412082"
"1","0","1007412","0","mhp_ilya_panic_loop","mhp_ilya_panic_in","","3","0.2","104431","1007412083"
"1","0","1007412","0","mhp_ilya_panic_loop","mhp_ilya_panic_in","","3","0.2","11","1007412084"
"","","1007412","","","","","91","","1007412081","1007412085"
"","0","1007412","","0","vo_mhp_5213","","21","","vo_mhp_1007412","1007412086"
"0","5","1007412","0","1","這種傷風敗俗的動作是什麼啊！\n妾身怎麼能讓那傢伙看到這副模樣！\n妾身真的是不太對勁，\n實在是千鈞一髮。","0.5","11","0","104431","1007412087"
"","","1007412","","","1","","93","","8","1007412088"
"","1","1007412","","","mhp_talk_sad2","","3","0.2","104431","1007412089"
"","1","1007412","","","NoItem_idle","","3","0.2","11","1007412090"
"","","1007412","","","","","91","","1007412087","1007412091"
"","","1007412","","","","","93","","0.5","1007412092"
"","1","1007412","","","mhp_talk_anger","","3","0.2","104431","1007412093"
"","0","1007412","","0","vo_mhp_5214","","21","","vo_mhp_1007412","1007412094"
"0","4","1007412","0","1","說到底，怎麼可能用這種方法\n讓那傢伙順從妾身啊！失陪了！","0.5","11","0","104431","1007412095"
"","","1007412","","","","","91","","0","1007412096"
"","","1007412","","","0","","22","","0","1007412097"
"","1","1007412","","","mhp_idle_sad","","3","0.2","104431","1007412098"
"","1","1007412","","","NoItem_idle","","3","0.2","11","1007412099"
"","","1007412","","","","","93","","0.2","1007412100"
"","1","1007412","","","mhp_walk_sad","","3","0.2","104431","1007412101"
"","","1007412","","","1","","4","","104431","1007412102"
"0","-220","1007412","","1","-350","","2","","104431","1007412103"
"","","1007412","","","0","","93","","1","1007412104"
"","2","1007412","0","","9","","12","0","104431","1007412105"
"","1","1007412","","","mhp_ilya_idle_sad","","3","0.2","104431","1007412106"
"","","1007412","","","0","","93","","1","1007412107"
"","1","1007412","","","mhp_run_shy","","3","0.2","104431","1007412108"
"0","-220","1007412","","1.5","-1000","","2","","104431","1007412109"
"","","1007412","","","0","","93","","2","1007412110"
"","","1007412","","","","","91","","0","1007412111"
"0","1","1007412","","","mhp_sit_talk_thinking","","3","0.2","117531","1007412112"
"","0","1007412","","0","vo_mhp_5215","","21","","vo_mhp_1007412","1007412113"
"0","4","1007412","0","1","真可惜呢。\n不過以客觀角度來說，\n她非常有魅力喔。","0.5","11","0","117531","1007412114"
"","","1007412","","","","","91","","0","1007412115"
"","1","1007412","","","mhp_sit_idle_thinking","","3","0.2","117531","1007412116"
"","1","1007412","","","mhp_sit_talk_thinking","","3","0.2","117631","1007412117"
"","0","1007412","","0","vo_mhp_5216","","21","","vo_mhp_1007412","1007412118"
"0","7","1007412","0","1","就是說啊，我覺得她已經挺出色的了，\n但這樣還對她一點感覺都沒有，\n對方一定是個非常遲鈍的人吧！","0.5","11","0","117631","1007412119"
"","","1007412","","","","","91","","0","1007412120"
"","","1007412","","","0","","22","","0","1007412121"
"","","1007412","","","","","93","","1","1007412122"
"","1","1007412","","","mhp_sit_idle","","3","0.2","117631","1007412123"
"","0","1007412","","","mhp_sit_out","","3","0.2","117631","1007412124"
"1","","1007412","","","1","","32","1","111","1007412125"
"","0","1007412","","","mhp_mitsuki_kime","","3","0.2","117631","1007412126"
"","","1007412","","","1","","32","","120","1007412127"
"","","1007412","","","se_10031400_glitter","","23","","se_10031400","1007412128"
"","","1007412","","","","","93","","1.2","1007412129"
"","","1007412","","","1","","32","","130","1007412130"
"","","1007412","","","","","93","","4","1007412131"
"","","1007412","","","0","","32","","130","1007412132"
"-220","100","1007413","0","-1000","100931","mhp_idle_normal","1","1.7","1","1007413001"
"-200","100","1007413","1","365","117631","mhp_sit_idle","1","1.7","1","1007413002"
"-220","100","1007413","1","185","117531","mhp_sit_idle","1","1.7","1","1007413003"
"0.85","-240","1007413","","-154","1","","31","1","1","1007413004"
"-220","110","1007413","0","-200","11","NoItem","5","1.7","1","1007413005"
"-220","105","1007413","0","-200","12","NoItem","5","1.7","1","1007413006"
"-220","110","1007413","1","185","21","NoItem","5","1.7","1","1007413007"
"-220","105","1007413","1","185","22","NoItem","5","1.7","1","1007413008"
"0","1","1007413","0","1","1","","6","0","11","1007413009"
"0","1","1007413","0","1","1","","6","0","12","1007413010"
"0","1","1007413","0","1","1","","6","0","21","1007413011"
"0","1","1007413","0","1","1","","6","0","22","1007413012"
"-220","110","1007413","0","-1000","31","NoItem","5","1.7","1","1007413013"
"","","1007413","","","","","91","","0","1007413014"
"","1","1007413","","","mhp_sit_talk_normal","","3","0.2","117531","1007413015"
"","0","1007413","","0","vo_mhp_3001","","21","","vo_mhp_1007413","1007413016"
