e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"1466","12","火屬性獎勵特大幅度提升","92421320","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1467","boss_def_lower_limit","提升物理防禦力（不可降低）","92421320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1468","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1469","boss_tp_down_cut","減少降低TP","92421320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1470","18","傷害值衰減","92421320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1471","17","賦予TP上升的上限","92421320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1472","9","降低HP吸收","92421320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1473","12","火屬性獎勵特大幅度提升","92421330","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1474","boss_def_lower_limit","提升物理防禦力（不可降低）","92421330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1475","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1476","boss_tp_down_cut","減少降低TP","92421330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1477","18","傷害值衰減","92421330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1478","17","賦予TP上升的上限","92421330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1479","9","降低HP吸收","92421330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1480","boss_damage_cut","傷害降低","92421330","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1481","12","火屬性獎勵特大幅度提升","92421340","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1482","boss_def_lower_limit","提升物理防禦力（不可降低）","92421340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1483","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1484","boss_tp_down_cut","減少降低TP","92421340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1485","18","傷害值衰減","92421340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1486","17","賦予TP上升的上限","92421340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1487","9","降低HP吸收","92421340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1488","boss_damage_cut","傷害降低","92421340","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1489","13","水屬性獎勵特大幅度提升","92422010","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1490","boss_def_lower_limit","提升物理防禦力（不可降低）","92422010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1491","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1492","17","賦予TP上升的上限","92422010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1493","9","降低HP吸收","92422010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1494","13","水屬性獎勵特大幅度提升","92422020","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1495","boss_def_lower_limit","提升物理防禦力（不可降低）","92422020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1496","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1497","17","賦予TP上升的上限","92422020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1498","9","降低HP吸收","92422020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1499","13","水屬性獎勵特大幅度提升","92422030","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1500","boss_def_lower_limit","提升物理防禦力（不可降低）","92422030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1501","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1502","17","賦予TP上升的上限","92422030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1503","9","降低HP吸收","92422030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1504","13","水屬性獎勵特大幅度提升","92422110","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1505","boss_def_lower_limit","提升物理防禦力（不可降低）","92422110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1506","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1507","boss_tp_down_cut","減少降低TP","92422110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1508","18","傷害值衰減","92422110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1509","17","賦予TP上升的上限","92422110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1510","9","降低HP吸收","92422110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1511","13","水屬性獎勵特大幅度提升","92422120","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1512","boss_def_lower_limit","提升物理防禦力（不可降低）","92422120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1513","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1514","boss_tp_down_cut","減少降低TP","92422120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1515","18","傷害值衰減","92422120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1516","17","賦予TP上升的上限","92422120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1517","9","降低HP吸收","92422120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1518","13","水屬性獎勵特大幅度提升","92422130","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1519","boss_def_lower_limit","提升物理防禦力（不可降低）","92422130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1520","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1521","boss_tp_down_cut","減少降低TP","92422130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1522","18","傷害值衰減","92422130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1523","17","賦予TP上升的上限","92422130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1524","9","降低HP吸收","92422130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1525","boss_damage_cut","傷害降低","92422130","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1526","13","水屬性獎勵特大幅度提升","92422140","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1527","boss_def_lower_limit","提升物理防禦力（不可降低）","92422140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1528","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1529","boss_tp_down_cut","減少降低TP","92422140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1530","18","傷害值衰減","92422140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1531","17","賦予TP上升的上限","92422140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1532","9","降低HP吸收","92422140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1533","boss_damage_cut","傷害降低","92422140","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1534","13","水屬性獎勵特大幅度提升","92422210","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1535","boss_def_lower_limit","提升物理防禦力（不可降低）","92422210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1536","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1537","boss_tp_down_cut","減少降低TP","92422210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1538","18","傷害值衰減","92422210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1539","17","賦予TP上升的上限","92422210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1540","9","降低HP吸收","92422210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1541","13","水屬性獎勵特大幅度提升","92422220","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1542","boss_def_lower_limit","提升物理防禦力（不可降低）","92422220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1543","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1544","boss_tp_down_cut","減少降低TP","92422220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1545","18","傷害值衰減","92422220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1546","17","賦予TP上升的上限","92422220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1547","9","降低HP吸收","92422220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
