a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"","1000001","","","","0","3","travel_topdrama_r_4007_put","40075","1400750018","0"
"","9","","","","0","3","put","40075","1400750019","0"
"","16","","","","0","3","put","40075","1400750020","0"
"","1.3","","","","","93","0","40075","1400750021",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_drop1","40075","1400750022",""
"","400730","","","","","32","1","40075","1400750023",""
"","1","","","","","93","0","40075","1400750024",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_dizzy","40075","1400750025",""
"","1.2","","","","","93","0","40075","1400750026",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_joy1","40075","1400750027",""
"","0.3","","","","","93","0","40075","1400750028",""
"0","1000001","0","","","0.01","12","7","40075","1400750029",""
"","1","","","","","93","0","40075","1400750030",""
"","","","","","","111","","40075","1400750031",""
"","0","","","","","91","","40075","1400750032",""
"-75","18","0","run","1","60","5","400991","40091","1400910001","0.35"
"-38","18","-67","run2","1","58","5","400992","40091","1400910002","0.35"
"-16","18","47","run3","1","56","5","400993","40091","1400910003","0.35"
"0.35","400915","-75","","","0","31","400915","40091","1400910004","1"
"-90","0","0","rare","0","110","5","0","40091","1400910005","1"
"","0","","","","","91","0","40091","1400910006",""
"","400991","","","0","0","3","run","40091","1400910007","0"
"","400992","","","0","0","3","run2","40091","1400910008","0"
"","400993","","","0","0","3","run3","40091","1400910009","0"
"","0","","","","","91","0","40091","1400910010",""
"0","1400910007","8.72","","","100","101","100","40091","1400910011",""
"","400991","","","0","1","3","run","40091","1400910012","0"
"","400992","","","0","1","3","run2","40091","1400910013","0"
"","400993","","","0","1","3","run3","40091","1400910014","0"
"","0","","","","","91","0","40091","1400910015",""
"-177","1","-1000","travel_topdrama_r_4009_run","0","51","1","1000001","40092","1400920001","1.46"
"-330","18","-1000","empty","1","60","5","400991","40092","1400920002","0.8"
"-320","18","-1000","empty","1","58","5","400992","40092","1400920003","0.8"
"-280","18","-1000","empty","1","56","5","400993","40092","1400920004","0.8"
"-92","17","-250","travel_topdrama_r_4000_empty","0","53","5","400999","40092","1400920005","1.46"
"1","400904","-147","","","-1000","31","400904","40092","1400920006","1"
"1","400912","-330","","","-1000","31","400951","40092","1400920007","0"
"1","400912","-320","","","-1000","31","400952","40092","1400920008","0"
"1","400912","-280","","","-1000","31","400953","40092","1400920009","0"
"1","400905","18","","","-990","31","400905","40092","1400920010","1"
"1","400900","0","","","0","31","400900","40092","1400920011","1"
"1","400901","0","","","0","31","400901","40092","1400920012","1"
"1","400902","0","","","0","31","400902","40092","1400920013","1"
"1","400990","0","","","0","31","400990","40092","1400920014","0"
"1","400009","0","","","0","31","400009","40092","1400920015","1"
"","0","","","","","91","","40092","1400920016",""
"","se_travel_top","","","","0","23","se_travel_top_flock_foot1","40092","1400920017",""
"","0.3","","","","","93","0","40092","1400920018",""
"0","1000001","","","","1","3","travel_topdrama_r_4009_run","40092","1400920019","0.2"
"0","1000001","2","","","-177","2","0","40092","1400920020",""
"0","400905","2","","","18","33","-50","40092","1400920021",""
"0","400904","2","","","-147","33","0","40092","1400920022",""
"","0.7","","","","","93","0","40092","1400920023",""
"","se_travel_top","","","","0","23","se_travel_top_flock_rumble","40092","1400920024",""
"","3.5","","","","3","122","7","40092","1400920025",""
"","1400920020","","","","","91","","40092","1400920026",""
"0","1000001","","","","1","3","travel_topdrama_r_4009_lookAround","40092","1400920027","0.2"
"","1.2","","","","","93","0","40092","1400920028",""
"","400990","","","","","32","1","40092","1400920029",""
"","躲在樹蔭下","","","","","103","1400920032","40092","1400920030",""
"","躲在岩石後","","","","","103","1400920034","40092","1400920031",""
"","1","","","","","102","0","40092","1400920032",""
"","1400920036","","","","","101","","40092","1400920033",""
"","2","","","","","102","0","40092","1400920034",""
"","1400920036","","","","","101","","40092","1400920035",""
"","0","","","","","91","","40092","1400920036",""
"","0.1","","","","","93","","40093","1400930001",""
"","400990","","","","","32","0","40093","1400930002",""
"-150","18","-1000","empty","1","53","5","400994","40093","1400930003","0.75"
"-160","18","-1000","empty","1","53","5","400995","40093","1400930004","0.75"
"1","400911","-150","","","-1000","31","400954","40093","1400930005","0"
"1","400911","-160","","","-1000","31","400955","40093","1400930006","0"
"1","400906","-177","","","0","31","400906","40093","1400930007","0"
"1","400908","103","","","-173","31","400908","40093","1400930008","0"
"1","400916","0","","","0","31","400916","40093","1400930009","0"
"1","400903","0","","","0","31","400903","40093","1400930010","1"
"","0.01","","","","","93","0","40093","1400930011",""
"","400902","","","","","32","0","40093","1400930012",""
"","se_travel_top","","","","0","23","se_travel_top_flock_hide1","40093","1400930013",""
"0","1000001","","","0","0","3","travel_topdrama_r_4009_hide_tree","40093","1400930014","0"
"","400906","","","","","32","1","40093","1400930015",""
"","0.45","","","","","93","0","40093","1400930016",""
"","1000001","","","","0","3","travel_topdrama_r_4009_scared_tree","40093","1400930017","0"
"0","1000001","0","","","-92","2","-250","40093","1400930018",""
"","0.5","","","","","93","0","40093","1400930019",""
"","se_travel_top","","","","0","23","se_travel_top_flock_pass_away","40093","1400930020",""
"","10","","","","4.6","122","20","40093","1400930021",""
"","400991","","","","1","3","run","40093","1400930022","0"
"0","400991","3","","","-330","2","1500","40093","1400930023",""
"","400951","","","","","32","1","40093","1400930024",""
"0","400951","3","","","-330","33","1500","40093","1400930025",""
"","0.4","","","","","93","0","40093","1400930026",""
"","400994","","","","1","3","run","40093","1400930027","0"
"0","400994","2.7","","","-150","2","1500","40093","1400930028",""
"","400954","","","","","32","1","40093","1400930029",""
"0","400954","2.7","","","-150","33","1500","40093","1400930030",""
"","0.2","","","","","93","0","40093","1400930031",""
"","400993","","","","1","3","run","40093","1400930032","0"
"0","400993","3","","","-280","2","1500","40093","1400930033",""
"","400953","","","","","32","1","40093","1400930034",""
"0","400953","3","","","-280","33","1500","40093","1400930035",""
"","0.4","","","","","93","0","40093","1400930036",""
"","400995","","","","1","3","run","40093","1400930037","0"
"0","400995","3","","","-160","2","1500","40093","1400930038",""
"","400955","","","","","32","1","40093","1400930039",""
"0","400955","3","","","-160","33","1500","40093","1400930040",""
"","0.5","","","","","93","0","40093","1400930041",""
"","400992","","","","1","3","run","40093","1400930042","0"
"0","400992","2.4","","","-320","2","1500","40093","1400930043",""
"","400952","","","","","32","1","40093","1400930044",""
"0","400952","2.4","","","-320","33","1500","40093","1400930045",""
"","1.6","","","","","93","","40093","1400930046",""
"","0.7","","","","","93","0","40093","1400930047",""
"","1000001","","","","0","3","travel_topdrama_r_4009_relief_tree","40093","1400930048","0"
"","400999","","","","0","3","travel_topdrama_r_4009_relief_tree","40093","1400930049","0"
"","400916","","","","","32","1","40093","1400930050",""
"","0.3","","","","","93","0","40093","1400930051",""
"","se_travel_top","","","","0","23","se_travel_top_flock_relief","40093","1400930052",""
"","0.66","","","","","93","0","40093","1400930053",""
"","400908","","","","","32","1","40093","1400930054",""
"","0.2","","","","","93","0","40093","1400930055",""
"","se_travel_top","","","","0","23","se_travel_top_flock_drop_goldenbox1","40093","1400930056",""
"","se_travel_top","","","","0","23","se_travel_top_flock_surprise","40093","1400930057",""
"","1","","","","","93","0","40093","1400930058",""
"","se_travel_top","","","","0","23","se_travel_top_flock_emote_note","40093","1400930059",""
"","1400930049","","","","","91","0","40093","1400930060",""
"","","","","","","111","","40093","1400930061",""
"","0","","","","","91","0","40093","1400930062",""
"","0.1","","","","","93","","40094","1400940001",""
"","400990","","","","","32","0","40094","1400940002",""
"-150","18","-1000","empty","1","53","5","400994","40094","1400940003","0.75"
"-160","18","-1000","empty","1","53","5","400995","40094","1400940004","0.75"
"1","400911","-150","","","-1000","31","400954","40094","1400940005","0"
"1","400911","-160","","","-1000","31","400955","40094","1400940006","0"
"1","400906","-177","","","0","31","400906","40094","1400940007","0"
"1","400908","103","","","-173","31","400908","40094","1400940008","0"
"1","400917","0","","","0","31","400917","40094","1400940009","0"
"1","400903","0","","","0","31","400903","40094","1400940010","1"
"","0.01","","","","","93","0","40094","1400940011",""
"","400902","","","","","32","0","40094","1400940012",""
"","se_travel_top","","","","0","23","se_travel_top_flock_hide1","40094","1400940013",""
"0","1000001","","","0","0","3","travel_topdrama_r_4009_hide_tree","40094","1400940014","0"
"","400906","","","","","32","1","40094","1400940015",""
"","0.45","","","","","93","0","40094","1400940016",""
"","1000001","","","","0","3","travel_topdrama_r_4009_scared_tree","40094","1400940017","0"
"0","1000001","0","","","-92","2","-250","40094","1400940018",""
"","0.5","","","","","93","0","40094","1400940019",""
"","se_travel_top","","","","0","23","se_travel_top_flock_pass_away","40094","1400940020",""
"","10","","","","4.6","122","20","40094","1400940021",""
"","400991","","","","1","3","run","40094","1400940022","0"
"0","400991","3","","","-330","2","1500","40094","1400940023",""
"","400951","","","","","32","1","40094","1400940024",""
"0","400951","3","","","-330","33","1500","40094","1400940025",""
"","0.4","","","","","93","0","40094","1400940026",""
"","400994","","","","1","3","run","40094","1400940027","0"
"0","400994","2.7","","","-150","2","1500","40094","1400940028",""
"","400954","","","","","32","1","40094","1400940029",""
"0","400954","2.7","","","-150","33","1500","40094","1400940030",""
"","0.2","","","","","93","0","40094","1400940031",""
"","400993","","","","1","3","run","40094","1400940032","0"
"0","400993","3","","","-280","2","1500","40094","1400940033",""
"","400953","","","","","32","1","40094","1400940034",""
"0","400953","3","","","-280","33","1500","40094","1400940035",""
"","0.4","","","","","93","0","40094","1400940036",""
"","400995","","","","1","3","run","40094","1400940037","0"
"0","400995","3","","","-160","2","1500","40094","1400940038",""
"","400955","","","","","32","1","40094","1400940039",""
"0","400955","3","","","-160","33","1500","40094","1400940040",""
"","0.5","","","","","93","0","40094","1400940041",""
"","400992","","","","1","3","run","40094","1400940042","0"
"0","400992","2.4","","","-320","2","1500","40094","1400940043",""
"","400952","","","","","32","1","40094","1400940044",""
"0","400952","2.4","","","-320","33","1500","40094","1400940045",""
"","1.6","","","","","93","","40094","1400940046",""
"","0.7","","","","","93","0","40094","1400940047",""
"","1000001","","","","0","3","travel_topdrama_r_4009_relief_tree","40094","1400940048","0"
"","400999","","","","0","3","travel_topdrama_r_4009_relief_tree","40094","1400940049","0"
"","400917","","","","","32","1","40094","1400940050",""
"","0.3","","","","","93","0","40094","1400940051",""
"","se_travel_top","","","","0","23","se_travel_top_flock_relief","40094","1400940052",""
"","0.66","","","","","93","0","40094","1400940053",""
"","400908","","","","","32","1","40094","1400940054",""
"","0.2","","","","","93","0","40094","1400940055",""
"","se_travel_top","","","","0","23","se_travel_top_flock_drop_goldenbox1","40094","1400940056",""
"","se_travel_top","","","","0","23","se_travel_top_flock_surprise","40094","1400940057",""
"","1","","","","","93","0","40094","1400940058",""
"","se_travel_top","","","","0","23","se_travel_top_flock_emote_note","40094","1400940059",""
"","1400940049","","","","","91","0","40094","1400940060",""
"","","","","","","111","","40094","1400940061",""
"","0","","","","","91","0","40094","1400940062",""
"","0.1","","","","","93","","40095","1400950001",""
"","400990","","","","","32","0","40095","1400950002",""
"-150","18","-1000","empty","1","48","5","400994","40095","1400950003","0.75"
"-160","18","-1000","empty","1","48","5","400995","40095","1400950004","0.75"
"1","400913","-150","","","-1000","31","400954","40095","1400950005","0"
"1","400913","-160","","","-1000","31","400955","40095","1400950006","0"
"1","400914","-209","","","-1000","31","400956","40095","1400950007","0"
"1","400909","-111","","","140","31","400909","40095","1400950008","0"
"300","400910","-156","","","-65","31","400910","40095","1400950009","0"
"1","400907","-177","","","0","31","400907","40095","1400950010","1"
"1","400918","0","","","0","31","400918","40095","1400950011","0"
"","se_travel_top","","","","0","23","se_travel_top_flock_hide2","40095","1400950012",""
"0","1000001","","","0","0","3","travel_topdrama_r_4009_hide_rock","40095","1400950013","0"
"","0.45","","","","","93","0","40095","1400950014",""
"","1000001","","","","0","3","travel_topdrama_r_4009_scared_rock","40095","1400950015","0"
"0","1000001","0","","","-222","2","382","40095","1400950016",""
"","0.5","","","","","93","0","40095","1400950017",""
"","se_travel_top","","","","0","23","se_travel_top_flock_pass_away","40095","1400950018",""
"","10","","","","4.6","122","20","40095","1400950019",""
"","400991","","","","1","3","run","40095","1400950020","0"
"0","400991","3","","","-330","2","1500","40095","1400950021",""
"","400951","","","","","32","1","40095","1400950022",""
"0","400951","3","","","-330","33","1500","40095","1400950023",""
"","0.4","","","","","93","0","40095","1400950024",""
"","400994","","","","1","3","run","40095","1400950025","0"
"0","400994","2.7","","","-150","2","1500","40095","1400950026",""
"","400954","","","","","32","1","40095","1400950027",""
"0","400954","2.7","","","-150","33","1500","40095","1400950028",""
"","0.2","","","","","93","0","40095","1400950029",""
"","400993","","","","1","3","run","40095","1400950030","0"
